EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,PenaltyFG2M,PenaltyFtPoints,PtsUnassisted2s,Fg3aBlocked,Corner3Assists,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,FG3APctBlocked,Corner3PctBlocked,DefAtRimReboundPct,SecondChanceCorner3Frequency,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,FTDefRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,DefFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,ShortMidRangeAssists,LongMidRangeAssists,PenaltyTurnovers,BlockedLongMidRange,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,SecondChanceCorner3FGM,SelfOReb,Travels,LongMidRangePctBlocked,Arc3PctBlocked,SelfORebPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,on
101128,1610612745,Francisco Garcia,Francisco Garcia,101128,HOU,7817.0,130,11,250,255,65,55,35,505,1.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,8.0,15.0,1.0,5.0,6.0,15.0,1.0,1.0,1.0,2.0,4.0,11.0,14.0,30.0,1.0,51.0,277,1.0,1.0,1.0,3.0,1.0,2.0,7.0,6.0,8.0,39.0,3.0,15.0,6.0,2.0,5.0,4.0,9.0,4.0,5.0,22.0,1.0,1.0,7.0,7.0,14.0,2.0,16,4.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,18.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,6.0,65,3.0,1.0,1.0,0.9285714285714286,0.4666666666666667,1.0,0.2857142857142857,0.4666666666666667,0.36363636363636365,0.6097560975609756,0.75,0.375,0.6071428571428571,0.75,0.375,0.7317073170731707,0.18181818181818182,0.5,16.140350877192983,0.5,0.08974358974358974,0.016666666666666666,0.1346153846153846,0.018518518518518517,0.1076923076923077,0.017543859649122806,0.09090909090909091,0.025,0.07407407407407407,0.17857142857142858,0.1111111111111111,0.1875,1.0,0.0975609756097561,0.25,0.5,1.0,0.0975609756097561,0.25,0.25,1.0,0.07317073170731707,0.6666666666666666,0.6666666666666666,1.0,0.36585365853658536,0.5333333333333333,0.5333333333333333,0.875,0.36585365853658536,0.4,0.4,1.0,0.5,0.5,1.0,1.0,0.125,0.625,0.2,0.25,0.5,0.8292682926829268,0.4,0.5354829268292682,0.48885,0.560375,0.023809523809523808,0.08333333333333333,0.058823529411764705,0.11764705882352941,10.91818181818182,24.290000000000003,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,2794.0,47,-4,88,93,15,43,13,181,3.0,5.0,,,4.0,6.0,2.0,4.0,,2.0,,1.0,1.0,5.0,,,1.0,2.0,9.0,15.0,1.0,7.0,2.0,23.0,103,,,1.0,,2.0,1.0,3.0,7.0,,,3.0,5.0,1.0,2.0,5.0,2.0,7.0,,5.0,16.0,1.0,1.0,3.0,2.0,5.0,2.0,7,1.0,1.0,,4.0,3.0,1.0,1.0,5.0,2.0,2.0,,,4.0,,4.0,,,1.0,,,,1.0,1.0,1.0,7.0,15,,,,,0.14285714285714285,,0.3333333333333333,0.14285714285714285,0.6,0.4772727272727273,,0.5,0.4791666666666667,,0.5,0.3181818181818182,0.13333333333333333,0.4,28.712871287128714,0.8,0.08695652173913043,0.038461538461538464,0.14285714285714285,0.06666666666666667,0.11363636363636363,0.04878048780487805,0.25,0.1,,,0.16666666666666666,,1.0,0.22727272727272727,0.6,1.0,,0.2727272727272727,0.6666666666666666,0.6666666666666666,,0.18181818181818182,0.5,0.5,,0.09090909090909091,,,,0.22727272727272727,0.2,0.2,,,,,,,0.2,,0.4,0.5,0.5454545454545454,0.2,0.4565886363636364,0.5733,0.48236999999999997,,,,0.30434782608695654,7.613333333333334,25.0,0.17045454545454544,1.0,1.0,2.0,18.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.14285714285714285,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201600,1610612745,Omer Asik,Omer Asik,201600,HOU,11282.0,188,14,358,362,75,71,52,720,18.0,31.0,10.0,2.0,1.0,1.0,,2.0,,,,,,,,,,,19.0,34.0,,,28.0,66.0,373,10.0,,,19.0,4.0,,,16.0,28.0,,,,,4.0,1.0,1.0,2.0,1.0,1.0,5.0,7.0,13.0,18.0,21.0,42.0,20.0,62,3.0,3.0,,3.0,1.0,5.0,2.0,8.0,11.0,17.0,,2.0,30.0,,45.0,,17.0,9.0,,,6.0,3.0,9.0,4.0,16.0,75,,0.7368421052631579,0.9333333333333333,,,,,,0.5588235294117647,0.5588235294117647,0.5,0.25,0.6,0.5277777777777778,0.5333333333333333,,0.11764705882352941,0.12903225806451613,15.144230769230768,0.375,0.1891891891891892,0.13829787234042554,0.24324324324324326,0.08433734939759036,0.21081081081081082,0.11299435028248588,0.045454545454545456,0.045454545454545456,0.20588235294117646,0.1836734693877551,0.25,0.22727272727272727,0.4444444444444444,0.9117647058823529,0.5806451612903226,0.6666666666666666,0.7777777777777778,0.029411764705882353,1.0,1.0,,0.058823529411764705,,,,,,,,,,,,1.0,,,,0.5,,,,,0.9117647058823529,,0.6022117647058824,0.60715,0.4735,0.3541666666666667,0.3541666666666667,0.2878787878787879,0.24242424242424243,2.3205882352941174,,0.20949720670391062,,1.0,14.0,10.0,,,2.0,1.0,7.0,1.0,0.25,,,0.17857142857142858,,5.0,1.0,5.0,9.0,8.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,0.5,0.42857142857142855,0.1320754716981132,0.2631578947368421,0.23529411764705882,0.5,0.2,0.5,,,,,,,,,,,,,,,,True
201935,1610612745,James Harden,James Harden,201935,HOU,12605.0,210,7,406,412,105,111,58,818,18.0,32.0,3.0,10.0,4.0,16.0,1.0,11.0,,,,,12.0,32.0,2.0,5.0,1.0,7.0,23.0,59.0,12.0,32.0,44.0,126.0,447,6.0,2.0,5.0,10.0,17.0,1.0,7.0,42.0,6.0,15.0,21.0,32.0,12.0,11.0,12.0,15.0,27.0,9.0,10.0,69.0,2.0,2.0,10.0,18.0,30.0,4.0,34,11.0,6.0,5.0,12.0,6.0,10.0,6.0,22.0,3.0,14.0,1.0,1.0,40.0,,57.0,3.0,23.0,5.0,,,3.0,1.0,5.0,4.0,42.0,105,1.0,0.13043478260869565,0.13043478260869565,0.4166666666666667,0.375,0.4,0.14285714285714285,0.375,0.3898305084745763,0.45054945054945056,0.36363636363636365,0.5208333333333334,0.5344827586206896,0.4166666666666667,0.5833333333333334,0.3516483516483517,0.1864406779661017,0.21875,29.29936305732484,0.5454545454545454,0.15254237288135594,0.018018018018018018,0.1282051282051282,0.022727272727272728,0.14285714285714285,0.020100502512562814,,0.028985507246376812,0.15789473684210525,0.19230769230769232,0.12280701754385964,0.14285714285714285,0.8,0.3516483516483517,0.5625,0.72,0.16666666666666666,0.17582417582417584,0.25,0.3333333333333333,,0.12087912087912088,0.09090909090909091,0.09090909090909091,,,,,,0.3516483516483517,0.375,0.375,0.4166666666666667,0.2727272727272727,0.45454545454545453,0.4,0.5,0.4166666666666667,,,0.2916666666666667,0.14285714285714285,0.7032967032967034,0.375,0.5050894444444444,0.492715,0.5211152173913044,0.20909090909090908,0.2948717948717949,0.07936507936507936,0.3333333333333333,6.75084745762712,25.581250000000004,0.25862068965517243,,11.0,17.0,40.0,,6.0,3.0,,6.0,6.0,0.6470588235294118,,,0.07142857142857142,,1.0,8.0,1.0,2.0,,2.0,3.0,,1.0,1.0,3.0,1.0,4.0,4.0,0.16666666666666666,0.25,0.017857142857142856,0.034482758620689655,,0.3333333333333333,,0.8,1.0,1.0,6.0,1.0,1.0,0.25,,,,,,,,,,True
202718,1610612745,Chandler Parsons,Chandler Parsons,202718,HOU,14253.0,238,-18,460,469,112,122,66,929,22.0,38.0,3.0,4.0,2.0,8.0,2.0,7.0,5.0,10.0,2.0,2.0,11.0,30.0,1.0,4.0,,3.0,26.0,53.0,16.0,40.0,9.0,109.0,511,3.0,2.0,6.0,12.0,6.0,2.0,5.0,17.0,32.0,42.0,6.0,30.0,11.0,7.0,7.0,15.0,22.0,6.0,6.0,59.0,4.0,3.0,12.0,19.0,32.0,7.0,39,1.0,,1.0,6.0,4.0,12.0,2.0,18.0,9.0,19.0,3.0,1.0,17.0,1.0,14.0,,7.0,2.0,,,1.0,1.0,2.0,1.0,17.0,112,3.0,0.6153846153846154,0.6666666666666666,0.875,0.4,0.3333333333333333,0.4,0.4,0.49056603773584906,0.5376344086021505,0.5555555555555556,0.5454545454545454,0.5505050505050505,0.6,0.6071428571428571,0.43010752688172044,0.1320754716981132,0.10526315789473684,21.992481203007518,0.3333333333333333,0.1366906474820144,0.024193548387096774,0.13333333333333333,0.0392156862745098,0.13537117903930132,0.030973451327433628,0.034482758620689655,0.05063291139240506,0.16279069767441862,0.15789473684210525,0.15625,0.07692307692307693,0.5,0.40860215053763443,0.5789473684210527,0.6470588235294118,0.5909090909090909,0.08602150537634409,0.25,0.3333333333333333,1.0,0.07526881720430108,0.2857142857142857,0.3333333333333333,0.5,0.10752688172043011,0.5,0.5,1.0,0.3225806451612903,0.36666666666666664,0.3793103448275862,0.8181818181818182,0.3333333333333333,0.4444444444444444,0.25,1.0,0.36363636363636365,0.18181818181818182,1.0,0.2727272727272727,,0.8387096774193549,0.36666666666666664,0.5360188172043011,0.5854666666666667,0.5445454545454546,0.07142857142857142,0.1206896551724138,0.11009174311926606,0.1559633027522936,4.956603773584904,24.994999999999997,0.24347826086956523,2.0,3.0,5.0,20.0,1.0,9.0,3.0,1.0,1.0,1.0,0.5,0.025,,0.07692307692307693,0.2222222222222222,2.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,2.0,0.6666666666666666,0.1111111111111111,0.03076923076923077,,,0.6666666666666666,,0.75,,1.0,3.0,,,0.25,1.0,1.0,2.0,0.14285714285714285,0.03333333333333333,0.023255813953488372,0.5,1.0,,True
2568,1610612745,Carlos Delfino,Carlos Delfino,2568,HOU,4994.0,83,-12,161,164,56,73,24,325,1.0,2.0,,2.0,,,,2.0,3.0,7.0,2.0,4.0,6.0,20.0,2.0,4.0,2.0,7.0,1.0,4.0,9.0,27.0,1.0,30.0,175,,2.0,4.0,6.0,2.0,4.0,11.0,15.0,,24.0,3.0,19.0,6.0,,4.0,4.0,8.0,4.0,4.0,20.0,,,4.0,4.0,9.0,,9,2.0,,2.0,1.0,1.0,2.0,,3.0,4.0,7.0,,,3.0,,1.0,,1.0,1.0,,,,1.0,1.0,,15.0,56,,,,0.8888888888888888,0.3333333333333333,0.5,0.36363636363636365,0.34615384615384615,0.25,0.46774193548387094,0.75,0.5384615384615384,0.4838709677419355,0.75,0.5769230769230769,0.8709677419354839,,,18.37837837837838,0.3333333333333333,0.08,,0.10526315789473684,,0.09090909090909091,,,,0.14285714285714285,0.1,0.13333333333333333,,,0.06451612903225806,0.5,0.5,,,,,,0.06451612903225806,,,,0.22580645161290322,0.42857142857142855,0.42857142857142855,1.0,0.6451612903225806,0.3,0.3157894736842105,0.8333333333333334,,1.0,0.5,1.0,0.15384615384615385,0.3076923076923077,0.5,0.5384615384615384,0.2857142857142857,0.9354838709677419,0.3157894736842105,0.536245,0.58665,0.5306958333333333,0.03225806451612903,0.25,0.2,0.5,10.649999999999999,26.55925925925926,0.34782608695652173,,1.0,1.0,2.0,1.0,,1.0,1.0,,,0.5,0.037037037037037035,,,,,1.0,,,,1.0,,,1.0,,,,,1.0,,0.25,,,,,,0.5,,,,,,,,,1.0,,0.05,,,,1.0,True
203093,1610612745,Terrence Jones,Terrence Jones,203093,HOU,1133.0,19,2,39,41,19,19,5,80,2.0,3.0,3.0,2.0,,1.0,,,,,,,,1.0,,,,1.0,2.0,4.0,,1.0,,4.0,40,3.0,,,4.0,2.0,,1.0,4.0,,,,,,1.0,,,,,,,1.0,3.0,,4.0,5.0,4.0,9,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,4.0,19,,,,,,,,,0.5,0.4,0.6666666666666666,0.6666666666666666,0.4,0.6666666666666666,0.6666666666666666,0.2,0.25,0.3333333333333333,10.416666666666668,,0.26666666666666666,0.1875,,0.125,0.18181818181818182,0.16666666666666666,,0.16666666666666666,0.4,0.25,,,,0.6,0.6666666666666666,1.0,,0.2,,,,,,,,,,,,0.2,,,,1.0,,,,0.6666666666666666,,,0.3333333333333333,,0.8,,0.578775,0.6400333333333333,0.7347,,,1.0,1.0,1.9,45.8,0.48717948717948717,,2.0,,4.0,,,,,,,1.0,,,0.16666666666666666,,2.0,2.0,2.0,,4.0,1.0,,,,,,,,,0.6666666666666666,1.0,0.14285714285714285,0.5,,0.6666666666666666,,1.0,,,,,,,,,,,,,,,1.0,True
201976,1610612745,Patrick Beverley,Patrick Beverley,201976,HOU,9490.0,158,18,305,310,65,61,49,615,8.0,17.0,3.0,2.0,6.0,11.0,1.0,6.0,2.0,6.0,,,4.0,12.0,,1.0,1.0,4.0,15.0,34.0,6.0,18.0,4.0,52.0,325,7.0,,1.0,6.0,5.0,1.0,4.0,13.0,6.0,18.0,,12.0,4.0,5.0,7.0,4.0,11.0,4.0,3.0,26.0,5.0,4.0,8.0,9.0,17.0,9.0,26,5.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,6.0,19.0,,1.0,12.0,3.0,4.0,,2.0,2.0,,,,,2.0,2.0,13.0,65,1.0,0.2,0.21428571428571427,1.0,0.3333333333333333,,0.25,0.3333333333333333,0.4411764705882353,0.46153846153846156,0.25,0.6111111111111112,0.48148148148148145,0.3333333333333333,0.65,0.34615384615384615,0.14705882352941177,0.23529411764705882,16.15598885793872,0.5,0.1,0.047619047619047616,0.13559322033898305,0.07246376811594203,0.11409395973154363,0.058823529411764705,0.15,0.09090909090909091,0.03571428571428571,0.1111111111111111,0.16216216216216217,0.09090909090909091,1.0,0.3269230769230769,0.47058823529411764,0.6153846153846154,0.375,0.21153846153846154,0.5454545454545454,0.6,,0.11538461538461539,0.16666666666666666,0.16666666666666666,,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.375,0.125,,,0.2222222222222222,,,0.4444444444444444,0.25,0.6730769230769231,0.3333333333333333,0.5048134615384615,0.4860333333333333,0.50645,0.037037037037037035,0.05555555555555555,0.11538461538461539,0.25,6.685294117647058,24.08888888888889,0.21311475409836064,,4.0,2.0,24.0,,,1.0,2.0,,,0.8,,,0.15384615384615385,,2.0,2.0,2.0,2.0,2.0,,,,,2.0,1.0,1.0,,,0.2857142857142857,,0.022727272727272728,,,0.6666666666666666,,1.0,2.0,2.0,1.0,2.0,,0.09090909090909091,,,,,,,,,,True
202962,1610612745,Greg Smith,Greg Smith,202962,HOU,2658.0,44,-54,89,94,19,33,12,183,6.0,8.0,4.0,1.0,,1.0,,,,,,,,,,,,,6.0,9.0,,,4.0,16.0,132,4.0,,,6.0,1.0,,,2.0,6.0,,,,,2.0,,,,,,,3.0,4.0,2.0,3.0,5.0,7.0,12,2.0,1.0,1.0,1.0,,3.0,1.0,4.0,5.0,8.0,,2.0,4.0,,8.0,,4.0,2.0,,,1.0,1.0,2.0,1.0,2.0,19,1.0,0.5,1.0,,,,,,0.6666666666666666,0.6666666666666666,0.75,1.0,0.6153846153846154,0.75,1.0,,0.2222222222222222,0.25,16.666666666666668,0.25,0.15,0.14285714285714285,0.16666666666666666,0.1875,0.15625,0.1590909090909091,,0.18181818181818182,0.16666666666666666,0.125,,0.6666666666666666,0.5,0.8888888888888888,0.75,1.0,0.5,0.1111111111111111,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,0.8888888888888888,,0.5798111111111112,0.6258,0.8141,0.3076923076923077,0.3076923076923077,0.375,0.125,1.844444444444444,,0.21348314606741572,,1.0,,6.0,,,,,,,1.0,,,0.16666666666666666,,3.0,1.0,3.0,,6.0,,,,,,1.0,,,,0.75,,0.2857142857142857,,0.2,0.75,,1.0,,,,,,,,,2.0,,,,,,,True
202391,1610612745,Jeremy Lin,Jeremy Lin,202391,HOU,3779.0,63,-43,129,129,23,21,15,258,2.0,5.0,,1.0,,,1.0,3.0,,2.0,,,2.0,8.0,,2.0,1.0,3.0,3.0,8.0,2.0,10.0,2.0,14.0,152,,,2.0,,2.0,1.0,3.0,3.0,2.0,6.0,,8.0,2.0,1.0,3.0,3.0,6.0,3.0,3.0,15.0,,,4.0,3.0,7.0,,7,2.0,1.0,1.0,3.0,3.0,2.0,,5.0,4.0,6.0,,,8.0,,2.0,,1.0,1.0,,,1.0,,1.0,1.0,3.0,23,,0.3333333333333333,0.3333333333333333,1.0,0.2,,0.3333333333333333,0.2,0.375,0.3333333333333333,,0.3,0.3684210526315789,,0.3,0.5555555555555556,0.125,0.2,16.551724137931036,0.6,0.06382978723404255,,0.2222222222222222,,0.1076923076923077,,,,0.1,0.045454545454545456,0.18181818181818182,0.2857142857142857,1.0,0.2777777777777778,0.4,0.5,,,,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,,,,0.4444444444444444,0.25,0.25,1.0,,1.0,,,0.2,,,0.6,0.3333333333333333,0.8333333333333334,0.25,0.5220555555555557,,0.465,0.05263157894736842,0.1111111111111111,,0.21428571428571427,9.037500000000001,24.530000000000005,0.17829457364341086,,,,4.0,,,1.0,2.0,,,,,,0.06666666666666667,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True
