EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Fouls,Loose Ball Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGA,PenaltyAtRimFGA,Arc3FGA,FG3A,FtPoints,PenaltyFtPoints,NonHeaveArc3FGA,Fg2aBlocked,LongMidRangeAssists,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,Arc3Frequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyArc3FGA,PenaltyFG3A,HeaveAttempts,OffTwoPtRebounds,OffRebounds,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,PenaltyArc3Frequency,AtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted2s,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,ShortMidRangePctBlocked,OffAtRimReboundPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,SelfOReb,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,FTDefRebounds,DefFTReboundPct,on,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTOffRebounds,Offensive Fouls,BlockedLongMidRange,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockingFouls,3SecondViolations
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,767.0,13.0,-8.0,26,27,21,19,7.0,53,1.0,1.0,2.0,4.0,3.0,5.0,6.0,27,1.0,3.0,5.0,6.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,21,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.6,13.157894736842104,1.0,0.2,1.0,1.0,1.0,0.8,0.5,0.5,1.0,0.36618,0.374,0.36618,1.0,16.94,0.8076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201573,1610612763,Jerryd Bayless,Jerryd Bayless,201573,MEM,641.0,11.0,-11.0,24,24,16,13,5.0,48,,,,1.0,,2.0,4.0,27,,,2.0,4.0,,2.0,2.0,1.0,4.0,3.0,,3.0,1.0,,1.0,1.0,4.0,16,1.0,,,,,,,0.3333333333333333,0.4,17.64705882352941,1.0,,,,,0.3333333333333333,,,,0.5493333333333333,,0.57065,1.0,10.55,0.6666666666666666,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,0.3333333333333333,0.5,1.0,0.8,0.36363636363636365,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.3333333333333333,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201589,1610612763,Darrell Arthur,Darrell Arthur,201589,MEM,317.0,5.0,-9.0,12,12,12,6,1.0,24,,,,,,,,19,,,,,,,,,,1.0,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,0.2,,,,,,,,,,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202347,1610612763,Quincy Pondexter,Quincy Pondexter,202347,MEM,762.0,13.0,-7.0,28,27,25,17,4.0,55,,1.0,,,,1.0,1.0,32,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,25,,,,,,,,0.16666666666666666,0.16666666666666666,15.625,,0.5,,,,,,,,0.3733,,0.3733,1.0,10.3,0.8928571428571429,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,2.0,1.0,,,,0.5,,,,,,,,0.5,,0.5,0.3333333333333333,0.5,76.3,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.1,0.09090909090909091,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203100,1610612763,Tony Wroten,Tony Wroten,203100,MEM,1027.0,17.0,-9.0,38,37,30,26,7.0,75,,3.0,,,2.0,9.0,8.0,40,1.0,2.0,7.0,8.0,,2.0,2.0,,4.0,1.0,,2.0,,,,,8.0,30,1.0,,,0.2222222222222222,0.2857142857142857,0.18181818181818182,0.25,0.3076923076923077,0.4,30.0,,0.2727272727272727,,,,,,,,0.4897636363636364,0.572825,0.52105625,1.0,4.111111111111111,0.7894736842105263,6.0,6.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,4.0,1.0,,,,,4.0,2.0,,,,0.18181818181818182,0.4444444444444444,0.16666666666666666,0.16666666666666666,0.1875,,,0.5454545454545454,0.18181818181818182,0.75,0.7272727272727273,0.15384615384615385,0.18181818181818182,26.1,2.0,0.2,0.4,1.0,1.0,,1.0,1.0,1.0,,2.0,,1.0,2.0,2.0,,0.045454545454545456,0.04,,0.125,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.07692307692307693,1.0,0.3333333333333333,0.4,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,597.0,10.0,2.0,21,20,13,15,6.0,41,,1.0,,,3.0,7.0,6.0,15,5.0,3.0,6.0,6.0,2.0,,,,,,,,,,,,6.0,13,,0.3333333333333333,1.0,0.42857142857142855,0.5,0.375,0.42857142857142855,0.375,0.42857142857142855,25.0,,0.125,,,,,,,,0.574,0.6077600000000001,0.6025,1.0,2.8714285714285714,0.6190476190476191,6.0,6.0,1.0,1.0,,,,1.0,,,1.0,6.0,,,,,,,,,,,0.125,0.14285714285714285,0.16666666666666666,,0.09090909090909091,,,0.75,0.125,0.8571428571428571,0.875,,,43.3,1.0,0.14285714285714285,,1.0,1.0,1.0,5.0,5.0,,,,,,,,,0.29411764705882354,0.2631578947368421,,0.14285714285714285,3.0,5.0,3.0,,,4.0,,,,,0.5,,0.5,0.6,1.0,,0.5,2.0,2.0,4.0,4.0,1.0,0.4,0.4,0.4,0.25,0.3333333333333333,0.3333333333333333,0.4,0.6666666666666666,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,1610612763,Tony Allen,Tony Allen,2754,MEM,363.0,6.0,,15,13,7,10,3.0,28,,,,1.0,1.0,6.0,4.0,10,2.0,,3.0,,2.0,,,,,2.0,,1.0,,,,,,7,2.0,1.0,1.0,0.16666666666666666,,0.16666666666666666,,0.2857142857142857,,34.78260869565217,,,,,,0.16666666666666666,,,,0.6541166666666666,0.61405,0.6250333333333333,,4.0,0.4666666666666667,5.0,3.0,,,2.0,,,2.0,,,1.0,3.0,1.0,1.0,,,,2.0,1.0,,,,,0.3333333333333333,0.4,,0.14285714285714285,,,0.8333333333333334,,1.0,0.8333333333333334,0.14285714285714285,0.14285714285714285,,1.0,0.25,,,,,2.0,2.0,,,1.0,,,1.0,1.0,,0.16666666666666666,0.14285714285714285,,,1.0,2.0,,,,,,,1.0,,0.25,,0.2,0.3333333333333333,1.0,,,,,,,1.0,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,1610612763,Tayshaun Prince,Tayshaun Prince,2419,MEM,247.0,4.0,2.0,8,8,8,8,2.0,16,1.0,1.0,,,1.0,1.0,2.0,7,,1.0,1.0,2.0,,,,,,,,,,,,,2.0,8,,,,1.0,1.0,1.0,1.0,1.0,1.0,10.0,,1.0,1.0,1.0,,,,,,0.3083,,0.3083,1.0,12.5,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,1610612763,Keyon Dooling,Keyon Dooling,2039,MEM,28.0,,-3.0,2,3,2,2,,5,,,,,,,,5,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201948,1610612763,Austin Daye,Austin Daye,201948,MEM,139.0,2.0,,6,5,6,5,,11,,,,,,,,6,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
