EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,ShortMidRangeFrequency,Corner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FG2M,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted2s,BlockingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,OffShortMidRangeReboundPct,AtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,HeaveAttempts,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,SecondChanceTurnovers,Clear Path Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsUnassisted3s,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Charge Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on
1740,1610612748,Rashard Lewis,Rashard Lewis,1740,MIA,349.0,6,-3.0,11,10,11,1,2,21,1.0,1.0,1.0,1,1.0,15,1.0,1.0,11,0.5,16.666666666666668,0.5,0.5,0.5,0.5,0.49602500000000005,0.49602500000000005,4.3,22.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,758.0,13,,24,25,1,15,2,49,,,,1,,25,,,1,,3.846153846153846,,,,1.0,0.6408,,0.3,,0.041666666666666664,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.1,0.25,0.09090909090909091,0.5,0.2,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6408,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
202708,1610612748,Norris Cole,Norris Cole,202708,MIA,9976.0,166,8.0,308,323,131,111,31,631,2.0,7.0,4.0,21,12.0,319,4.0,7.0,131,0.36363636363636365,13.196480938416421,0.06060606060606061,0.21212121212121213,0.36363636363636365,0.7272727272727273,0.5587621212121213,0.5225181818181818,7.6571428571428575,24.325,0.4253246753246753,4.0,12.0,,,9.0,41.0,,1.0,,18.0,,1.0,14.0,18.0,1.0,19.0,5.0,3.0,6.0,18.0,2.0,,2.0,2.0,0.42857142857142855,,0.5454545454545454,,0.5694444444444444,,0.1206896551724138,0.010416666666666666,0.10975609756097561,0.007751937984496124,,0.16666666666666666,0.07894736842105263,0.1111111111111111,1.0,0.36363636363636365,0.3333333333333333,0.4444444444444444,,,,,1.0,1.0,2.0,3.0,7.0,3.0,2.0,3.0,5.0,3.0,3.0,6.0,5.0,3.0,5.0,5.0,26.0,18.0,5.0,3.0,3.0,16.0,2.0,18.0,1.0,1.0,11.0,1.0,4.0,38.0,4.0,2.0,4.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,9.0,4.0,1.0,10.0,2.0,2.0,6.0,1.0,2.0,2.0,26.0,3.0,2.0,1.0,0.5,0.7142857142857143,0.5,0.75,0.9545454545454546,0.9285714285714286,0.14285714285714285,0.25,0.4444444444444444,0.08333333333333333,0.029411764705882353,0.029411764705882353,0.21428571428571427,1.0,1.0,0.21212121212121213,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,0.15151515151515152,0.6,0.6,1.0,0.09090909090909091,1.0,0.5,0.2727272727272727,1.0,0.6,0.029411764705882353,0.045454545454545456,0.6341463414634146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2034,1610612748,Mike Miller,Mike Miller,2034,MIA,8706.0,145,16.0,274,273,44,44,30,547,,4.0,,6,21.0,280,2.0,2.0,44,0.7777777777777778,9.508196721311476,,0.14814814814814814,,0.9259259259259259,0.5622962962962963,0.6064375,6.166666666666667,25.009523809523813,0.16058394160583941,3.0,4.0,,,3.0,30.0,,,3.0,2.0,,1.0,11.0,16.0,1.0,17.0,3.0,,8.0,15.0,1.0,,1.0,1.0,0.5,,0.5555555555555556,1.5,0.5555555555555556,1.5,0.11956521739130435,0.011494252873563218,0.12403100775193798,0.008064516129032258,,0.12121212121212122,0.16666666666666666,0.043478260869565216,1.0,0.14814814814814814,0.75,0.75,,,,0.1,2.0,2.0,,,2.0,1.0,,7.0,17.0,2.0,2.0,8.0,,2.0,2.0,,10.0,24.0,17.0,7.0,,8.0,1.0,9.0,,1.0,4.0,2.0,2.0,19.0,5.0,3.0,1.0,,1.0,1.0,,,,,2.0,,,1.0,,,,,,1.0,10.0,1.0,,1.0,0.38095238095238093,1.0,0.38095238095238093,1.0,1.25,1.25,,,0.5,0.13513513513513514,,0.14285714285714285,0.1111111111111111,,,0.07407407407407407,,,0.25,0.25,1.0,0.6296296296296297,0.4117647058823529,0.4117647058823529,1.0,0.5,1.0,,0.5,1.0,0.4117647058823529,,,0.3333333333333333,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.043478260869565216,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2547,1610612748,Chris Bosh,Chris Bosh,2547,MIA,45070.0,751,73.0,1375,1380,338,321,155,2755,23.0,16.0,4.0,203,37.0,1417,35.0,11.0,338,0.15416666666666667,19.041450777202073,0.09583333333333334,0.06666666666666667,0.08695652173913043,0.45416666666666666,0.487307949790795,0.48390222222222223,11.268472906403941,25.067567567567565,0.24581818181818182,42.0,72.0,11.0,13.0,95.0,279.0,12.0,18.0,45.0,62.0,18.0,17.0,79.0,129.0,38.0,167.0,23.0,7.0,36.0,67.0,34.0,23.0,36.0,17.0,0.46798029556650245,0.6666666666666666,0.4895833333333333,0.6875,0.5224719101123596,0.703125,0.17025862068965517,0.037694013303769404,0.17674418604651163,0.0592,0.031088082901554404,0.13043478260869565,0.17791411042944785,0.20714285714285716,0.4722222222222222,0.3,0.5833333333333334,0.6666666666666666,0.5416666666666666,0.8461538461538461,0.5377083333333332,0.16129032258064516,8.0,13.0,9.0,44.0,108.0,6.0,,9.0,21.0,3.0,7.0,15.0,44.0,17.0,3.0,14.0,57.0,45.0,20.0,9.0,10.0,24.0,10.0,34.0,7.0,3.0,14.0,4.0,6.0,78.0,35.0,16.0,15.0,4.0,7.0,12.0,,8.0,,2.0,27.0,10.0,4.0,54.0,3.0,4.0,60.0,30.0,3.0,9.0,57.0,7.0,3.0,1.0,0.40540540540540543,0.2727272727272727,0.4166666666666667,0.4857142857142857,0.4673913043478261,0.5277777777777778,0.04926108374384237,0.125,0.5555555555555556,0.19337016574585636,0.04316546762589928,0.1925925925925926,0.1956521739130435,0.391304347826087,0.4090909090909091,0.45,0.4074074074074074,0.4074074074074074,0.375,0.375,1.0,0.0875,0.42857142857142855,0.42857142857142855,1.0,0.2826086956521739,0.6153846153846154,,0.15217391304347827,0.42857142857142855,0.45,0.11363636363636363,0.13215859030837004,0.20430107526881722,2.0,4.0,3.0,6.0,128.0,5.0,5.0,2.0,0.6736842105263158,0.7441860465116279,0.5,0.04201680672268908,0.5952380952380952,0.16666666666666666,0.5,1.0,1.0,2.0,12.0,1.0,20.0,1.0,15.0,1.0,5.0,1.0,3.0,6.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.043478260869565216,0.3488372093023256,0.037037037037037035,0.11494252873563218,0.10619469026548672,0.13114754098360656,0.008547008547008548,0.3333333333333333,0.8181818181818182,0.18181818181818182,0.08333333333333333,0.5,1.0,,,,,,,,,,,,True
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,33186.0,553,52.0,1007,1001,188,178,116,2008,30.0,21.0,2.0,92,57.0,1033,14.0,6.0,188,0.3825503355704698,17.491166077738516,0.20134228187919462,0.14093959731543623,0.1,0.697986577181208,0.5296627516778523,0.5307025000000001,6.3163043478260885,24.75438596491228,0.18669314796425024,23.0,47.0,4.0,9.0,44.0,171.0,7.0,12.0,16.0,66.0,2.0,3.0,30.0,39.0,6.0,45.0,17.0,4.0,21.0,64.0,1.0,1.0,1.0,,0.4782608695652174,0.5833333333333334,0.47651006711409394,0.4375,0.5029940119760479,0.46875,0.09063444108761329,0.008875739644970414,0.08496732026143791,0.01276595744680851,0.013071895424836602,0.09565217391304348,0.0847457627118644,0.09183673469387756,,0.31543624161073824,0.48936170212765956,0.5897435897435898,0.5625,0.4444444444444444,0.522625,0.0935672514619883,5.0,9.0,13.0,8.0,15.0,11.0,1.0,7.0,36.0,1.0,4.0,18.0,29.0,8.0,2.0,10.0,32.0,48.0,36.0,7.0,11.0,51.0,11.0,62.0,6.0,5.0,21.0,4.0,26.0,135.0,9.0,13.0,16.0,8.0,12.0,16.0,2.0,4.0,2.0,1.0,32.0,6.0,2.0,43.0,1.0,4.0,41.0,16.0,4.0,,32.0,4.0,3.0,0.8888888888888888,0.3157894736842105,0.3333333333333333,0.3157894736842105,0.5714285714285714,0.55,0.5535714285714286,0.11956521739130435,0.1702127659574468,0.5,0.0703125,0.010309278350515464,0.0707070707070707,0.06896551724137931,0.43333333333333335,0.4642857142857143,0.10067114093959731,0.5333333333333333,0.5714285714285714,0.5238095238095238,0.55,1.0,0.24161073825503357,0.19444444444444445,0.2,0.7142857142857143,0.45,0.5555555555555556,0.5,0.2,0.25,0.19444444444444445,0.09815950920245399,0.1509433962264151,0.1871345029239766,,3.0,,4.0,22.0,4.0,4.0,1.0,0.25,0.2558139534883721,,,0.2608695652173913,0.1875,,,,1.0,2.0,,3.0,,,1.0,1.0,,2.0,2.0,,,,,,,1.0,0.06666666666666667,,,0.022727272727272728,0.011111111111111112,0.047619047619047616,0.013513513513513514,0.3076923076923077,0.125,0.25,0.0625,,,6.0,2.0,3.0,0.03508771929824561,0.06666666666666667,0.047619047619047616,0.027777777777777776,,,,,True
951,1610612748,Ray Allen,Ray Allen,951,MIA,16831.0,281,63.0,528,519,220,191,62,1047,12.0,23.0,10.0,39,54.0,533,9.0,28.0,220,0.5806451612903226,18.991596638655462,0.12903225806451613,0.24731182795698925,0.2702702702702703,0.7419354838709677,0.520555376344086,0.514554054054054,8.794871794871796,24.42037037037037,0.4166666666666667,9.0,15.0,3.0,4.0,22.0,124.0,5.0,9.0,23.0,20.0,2.0,2.0,10.0,19.0,7.0,26.0,7.0,3.0,7.0,20.0,,,,,0.5641025641025641,0.5555555555555556,0.5752688172043011,0.6470588235294118,0.6173469387755102,0.6764705882352942,0.05847953216374269,0.013333333333333334,0.06666666666666667,0.03017241379310345,0.03225806451612903,0.10344827586206896,0.017543859649122806,0.05357142857142857,,0.16129032258064516,0.6,0.6923076923076923,0.23529411764705882,0.75,0.50583,0.18548387096774194,2.0,3.0,7.0,6.0,12.0,10.0,4.0,11.0,31.0,5.0,18.0,21.0,17.0,6.0,9.0,8.0,47.0,57.0,31.0,11.0,3.0,6.0,5.0,11.0,2.0,3.0,4.0,,2.0,27.0,6.0,4.0,8.0,2.0,7.0,7.0,,1.0,,2.0,15.0,6.0,,15.0,,,21.0,3.0,4.0,,47.0,5.0,4.0,0.9047619047619048,0.3888888888888889,0.32142857142857145,0.3888888888888889,0.6666666666666666,0.527027027027027,0.5609756097560976,0.07692307692307693,0.13333333333333333,0.5333333333333333,0.08695652173913043,,0.1,0.05263157894736842,0.5833333333333334,0.6363636363636364,0.12903225806451613,0.5,0.5,0.43478260869565216,0.45454545454545453,0.9,0.3333333333333333,0.3548387096774194,0.3548387096774194,0.9090909090909091,0.08108108108108109,0.6666666666666666,0.4,0.4864864864864865,0.2777777777777778,0.3548387096774194,0.06382978723404255,0.07692307692307693,0.3790322580645161,2.0,4.0,4.0,8.0,24.0,,,,0.5454545454545454,0.5714285714285714,0.5,,0.5555555555555556,0.23529411764705882,0.5,0.5,2.0,4.0,1.0,,5.0,,3.0,1.0,3.0,,,3.0,,,,,,,,0.08333333333333333,0.1875,,0.06097560975609756,0.0784313725490196,0.03225806451612903,0.022727272727272728,0.5714285714285714,0.5,0.3333333333333333,0.23529411764705882,0.5,1.0,6.0,1.0,5.0,0.018518518518518517,,0.043478260869565216,,3.0,2.0,3.0,0.05454545454545454,True
2544,1610612748,LeBron James,LeBron James,2544,MIA,41383.0,690,68.0,1261,1264,305,302,139,2525,45.0,15.0,3.0,215,64.0,1302,50.0,18.0,305,0.22939068100358423,26.93125442948264,0.16129032258064516,0.053763440860215055,0.04411764705882353,0.5949820788530465,0.5226645683453238,0.484265671641791,7.8930232558139535,25.301562500000003,0.24187153053132435,73.0,102.0,12.0,17.0,112.0,391.0,18.0,26.0,51.0,116.0,12.0,17.0,76.0,113.0,21.0,134.0,32.0,8.0,12.0,29.0,15.0,11.0,15.0,9.0,0.5209302325581395,0.6923076923076923,0.5412186379928315,0.6818181818181818,0.5963302752293578,0.7083333333333334,0.17633410672853828,0.04156479217603912,0.17706576728499157,0.03690685413005272,0.022727272727272728,0.12666666666666668,0.18543046357615894,0.2230769230769231,0.6,0.3655913978494624,0.7156862745098039,0.7849462365591398,0.5151515151515151,0.7058823529411765,0.5123722222222221,0.13043478260869565,15.0,21.0,13.0,26.0,68.0,5.0,1.0,21.0,49.0,7.0,15.0,26.0,89.0,26.0,8.0,40.0,116.0,51.0,48.0,21.0,10.0,72.0,33.0,105.0,17.0,16.0,47.0,7.0,18.0,243.0,29.0,24.0,34.0,7.0,27.0,19.0,2.0,7.0,,2.0,53.0,16.0,5.0,91.0,,1.0,107.0,42.0,16.0,3.0,116.0,2.0,16.0,0.6538461538461539,0.40625,0.4444444444444444,0.4126984126984127,0.52,0.5588235294117647,0.6373626373626373,0.046511627906976744,0.08823529411764706,0.6415094339622641,0.17901234567901234,0.08130081300813008,0.19327731092436976,0.13953488372093023,0.28888888888888886,0.29545454545454547,0.24372759856630824,0.38235294117647056,0.38235294117647056,0.3333333333333333,0.3333333333333333,1.0,0.17562724014336917,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.3088235294117647,0.7142857142857143,0.3333333333333333,0.22058823529411764,0.4666666666666667,0.4375,0.13504823151125403,0.1700404858299595,0.2966751918158568,2.0,6.0,3.0,7.0,108.0,,2.0,2.0,0.48214285714285715,0.5094339622641509,0.42857142857142855,0.02727272727272727,0.547945205479452,0.18181818181818182,0.3333333333333333,1.0,1.0,1.0,6.0,1.0,4.0,,8.0,3.0,3.0,,6.0,10.0,,,,1.0,,,1.0,0.022222222222222223,0.20512820512820512,,0.025,0.009345794392523364,0.05660377358490566,0.023076923076923078,0.38461538461538464,0.34615384615384615,0.5,0.030303030303030304,1.0,1.0,27.0,,1.0,,,,,2.0,,,,True
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,38618.0,644,27.0,1175,1181,271,266,127,2356,76.0,2.0,,248,4.0,1233,49.0,1.0,271,0.015873015873015872,24.658573596358117,0.30158730158730157,0.007936507936507936,,0.38095238095238093,0.48948769841269846,0.505039,9.01733870967742,24.75,0.23063829787234041,60.0,92.0,10.0,15.0,118.0,284.0,14.0,22.0,32.0,120.0,20.0,27.0,29.0,52.0,31.0,83.0,35.0,11.0,18.0,39.0,14.0,7.0,15.0,8.0,0.47580645161290325,0.6363636363636364,0.4742063492063492,0.6363636363636364,0.507168458781362,0.64,0.0737913486005089,0.0675,0.09259259259259259,0.0575139146567718,0.03409090909090909,0.03076923076923077,0.087248322147651,0.10526315789473684,0.5333333333333333,0.36507936507936506,0.6521739130434783,0.7407407407407407,0.6818181818181818,0.6666666666666666,0.5519000000000001,0.11267605633802817,16.0,22.0,30.0,28.0,80.0,1.0,,,2.0,,1.0,1.0,45.0,27.0,,10.0,64.0,3.0,2.0,,15.0,62.0,26.0,88.0,13.0,13.0,34.0,8.0,20.0,202.0,21.0,24.0,26.0,6.0,20.0,21.0,7.0,6.0,,4.0,47.0,7.0,1.0,49.0,1.0,,60.0,24.0,8.0,4.0,64.0,7.0,6.0,1.0,0.25,,0.25,0.5510204081632653,0.54,0.5614035087719298,0.06048387096774194,0.11956521739130435,0.5531914893617021,0.14285714285714285,0.10743801652892562,0.14545454545454545,0.13513513513513514,0.39473684210526316,0.410958904109589,0.31746031746031744,0.35,0.35443037974683544,0.5,0.5,1.0,0.007936507936507936,,,,0.44,0.7272727272727273,,0.02,,,0.08856088560885608,0.0898876404494382,0.22535211267605634,,,,,116.0,1.0,3.0,5.0,0.4915254237288136,0.5370370370370371,,0.07766990291262135,0.6333333333333333,,,,,,4.0,,4.0,,2.0,9.0,1.0,,1.0,5.0,1.0,1.0,,3.0,,,,0.039473684210526314,0.05405405405405406,,0.02877697841726619,0.021739130434782608,0.0425531914893617,0.07692307692307693,0.3,0.39285714285714285,0.2,,,,,,1.0,,0.0125,,,2.0,,,,True
2203,1610612748,Shane Battier,Shane Battier,2203,MIA,9013.0,150,20.0,281,283,123,107,36,564,,17.0,9.0,1,31.0,290,1.0,18.0,123,0.96875,12.149532710280374,,0.53125,0.47368421052631576,1.0,0.5490546875,0.5472052631578948,0.3,24.370967741935484,0.4377224199288256,1.0,1.0,,,1.0,35.0,,,1.0,,,2.0,8.0,9.0,3.0,12.0,2.0,2.0,17.0,25.0,1.0,1.0,1.0,,1.0,,0.40625,,0.4605263157894737,0.16666666666666666,0.09195402298850575,0.02564102564102564,0.0703125,0.016129032258064516,0.02857142857142857,0.11538461538461539,0.03125,0.13793103448275862,,0.03125,1.0,1.0,,,0.6027,0.02857142857142857,1.0,1.0,,,,7.0,5.0,1.0,14.0,,9.0,8.0,9.0,1.0,5.0,6.0,23.0,24.0,14.0,1.0,,5.0,2.0,7.0,1.0,1.0,3.0,2.0,,16.0,1.0,,2.0,,1.0,,,1.0,,,2.0,1.0,,16.0,5.0,,11.0,2.0,4.0,,23.0,2.0,3.0,1.0,0.25806451612903225,0.2777777777777778,0.25806451612903225,1.0,0.4473684210526316,0.5,,,1.0,0.024390243902439025,0.05,0.03225806451612903,,,,,,,0.4117647058823529,0.4375,1.0,0.4375,0.07142857142857142,0.07142857142857142,1.0,0.05263157894736842,1.0,0.5555555555555556,0.47368421052631576,,0.07142857142857142,0.058823529411764705,0.6666666666666666,0.6571428571428571,,2.0,,2.0,2.0,4.0,,2.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,1.0,,0.03225806451612903,,0.058823529411764705,,,,,,True
