EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,DefThreePtRebounds,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SecondChanceShotQualityAvg,SecondChancePointsPct,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,OffLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Loose Ball Fouls,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,BlockingFoulsDrawn,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls Drawn,on,BlockedShortMidRange,SecondChanceCorner3FGA,PtsUnassisted3s,ShortMidRangeAssists,StepOutOfBoundsTurnovers,Travels,BlockingFouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,FTOffRebounds,Charge Fouls,OffFTReboundPct,SecondChanceCorner3FGM,HeaveAttempts,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,BlockedLongMidRange,Blocked3s,BlockedArc3,Clear Path Fouls,BlockedCorner3,DefensiveGoaltends
1740,1610612748,Rashard Lewis,Rashard Lewis,1740,MIA,2795.0,47,-22.0,90,86,65,34.0,13,176,4.0,4.0,2.0,2.0,3.0,7.0,1.0,5.0,2.0,1.0,2.0,1.0,8.0,16.0,4.0,1.0,17.0,96,5.0,9.0,2.0,1.0,11.0,6.0,10.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0,5.0,1.0,6.0,1.0,7.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,6.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,11.0,65,1.0,0.375,0.375,0.5,0.5555555555555556,0.4,0.45454545454545453,0.40476190476190477,0.4583333333333333,0.2,0.0625,0.14285714285714285,26.21359223300971,0.5,0.125,0.14705882352941177,0.047619047619047616,0.10638297872340426,0.02702702702702703,0.16666666666666666,0.25,0.17647058823529413,0.09090909090909091,0.5,0.2,1.0,1.0,0.75,0.35,0.42857142857142855,0.5,0.25,0.2,0.2,0.1,0.1,0.18181818181818182,1.0,0.09090909090909091,0.09090909090909091,0.4,0.45475000000000004,0.4348590909090909,0.6470588235294118,9.381250000000001,23.625,0.7222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,2061.0,34,-17.0,67,64,48,34.0,8,131,,,,,1.0,1.0,1.0,2.0,,,,,2.0,3.0,,,4.0,70,1.0,2.0,,,2.0,,4.0,,,,,,,,,,,2.0,5.0,1.0,7.0,3.0,10.0,,1.0,1.0,,,,3.0,,3.0,1.0,3.0,4.0,6.0,2.0,,,,,1.0,1.0,1.0,,2.0,48,,,,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,,,,8.0,,0.125,0.18518518518518517,0.1111111111111111,0.17647058823529413,0.11538461538461539,0.2,0.14285714285714285,0.14285714285714285,,,,,,,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.5,,,,,,,,0.39163333333333333,0.3536,0.5,14.633333333333333,,0.7164179104477612,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.125,1.0,0.16666666666666666,0.3333333333333333,0.25,0.4677,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,618.0,10,3.0,20,19,20,8.0,2,39,,,,,,1.0,,,,,,,,1.0,,3.0,3.0,19,,1.0,,3.0,3.0,,,,,1.0,1.0,2.0,1.0,,,1.0,5.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,,4.0,1.0,,,,,3.0,20,1.0,,,,,,,0.5,0.5,,,,13.636363636363637,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.3718,0.3718,1.0,11.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202708,1610612748,Norris Cole,Norris Cole,202708,MIA,2529.0,42,-20.0,82,78,57,29.0,12,160,3.0,5.0,3.0,5.0,,,4.0,8.0,3.0,3.0,1.0,1.0,7.0,13.0,4.0,3.0,23.0,85,6.0,8.0,4.0,,18.0,4.0,10.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,5.0,2.0,2.0,,3.0,2.0,5.0,1.0,1.0,1.0,,5.0,,2.0,1.0,7.0,,7.0,1.0,2.0,1.0,3.0,,6.0,1.0,,,,,18.0,57,1.0,0.2857142857142857,0.2857142857142857,0.5384615384615384,0.75,0.5882352941176471,0.75,0.575,0.6923076923076923,0.23529411764705882,0.07692307692307693,,28.72340425531915,0.7142857142857143,,0.0625,0.1,0.06976744186046512,0.058823529411764705,,0.125,0.06666666666666667,0.14285714285714285,,0.29411764705882354,0.6,0.75,0.3333333333333333,,,,0.47058823529411764,0.5,0.5,0.17647058823529413,0.058823529411764705,0.4166666666666667,0.6,0.25,0.08333333333333333,0.5294117647058824,0.5063,0.552075,0.782608695652174,11.853846153846156,24.1,0.6951219512195121,1.0,1.0,4.0,,,1.0,,1.0,1.0,1.0,0.09090909090909091,,,,,,0.4055,0.17391304347826086,2.0,,0.10526315789473684,0.13333333333333333,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,4.0,1.0,1.0,0.5,0.5,0.5,0.2,0.15384615384615385,0.2,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,1610612748,Mike Miller,Mike Miller,2034,MIA,1425.0,24,-16.0,46,45,46,25.0,4,91,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,,5.0,55,1.0,2.0,3.0,,5.0,,2.0,2.0,,3.0,2.0,5.0,1.0,1.0,2.0,1.0,12.0,1.0,1.0,2.0,6.0,1.0,7.0,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,3.0,,,,,,,,,,5.0,46,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.6,,,12.0,1.0,0.3333333333333333,0.05263157894736842,0.125,0.16666666666666666,0.08333333333333333,,,0.1111111111111111,,,0.2,1.0,1.0,,,,,0.2,,,0.2,0.4,0.2,1.0,0.2,0.4,0.8,0.47454999999999997,0.47454999999999997,1.0,10.45,24.46666666666667,1.0,1.0,1.0,2.0,2.0,,3.0,,1.0,1.0,1.0,0.6,,,,,0.5,0.6884,0.4,,2.0,,,,,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.25,1.0,,,,,0.5,0.5,1.0,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612748,James Jones,James Jones,2592,MIA,1970.0,33,-17.0,65,62,46,31.0,8,127,,,,,,,,3.0,2.0,1.0,2.0,1.0,,3.0,4.0,,9.0,68,,1.0,2.0,,6.0,,,2.0,,,,,,,,,,,2.0,,3.0,,3.0,,,,,1.0,,1.0,,2.0,1.0,1.0,2.0,3.0,1.0,,,,,1.0,1.0,1.0,,6.0,46,,,,,,0.6428571428571429,1.0,0.6428571428571429,1.0,0.5714285714285714,,,12.32876712328767,0.5,,0.07407407407407407,,0.08823529411764706,,,0.14285714285714285,0.07692307692307693,,,,,,,,,,0.42857142857142855,,,0.2857142857142857,0.2857142857142857,,,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.4438357142857143,0.4236166666666667,0.6666666666666666,18.766666666666666,24.775,0.7076923076923077,,1.0,,,,1.0,,,,,0.14285714285714285,,,,,,0.3913,,,,,,2.0,1.0,1.0,1.0,3.0,,2.0,9.0,1.0,1.0,,1.0,0.75,1.0,0.75,,,0.3333333333333333,,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,1610612748,Chris Bosh,Chris Bosh,2547,MIA,349.0,6,-3.0,11,10,11,1.0,2,21,,,,,,,1.0,1.0,,,,,1.0,1.0,,,2.0,15,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,2.0,11,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,16.666666666666668,,,,,0.2,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.416,0.416,1.0,19.1,,1.0,,,,,,1.0,1.0,,,,0.3333333333333333,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1610612748,Ray Allen,Ray Allen,951,MIA,565.0,9,,18,17,12,1.0,4,35,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,15,1.0,1.0,2.0,,2.0,2.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,2.0,12,,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,13.636363636363637,,,,,0.09090909090909091,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5461166666666667,0.5461166666666667,1.0,17.3,23.950000000000003,0.6666666666666666,,,,,,1.0,,,,,0.2,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,1610612748,Shane Battier,Shane Battier,2203,MIA,957.0,16,-13.0,28,28,3,7.0,6,56,,,,,,,,,2.0,,4.0,,,,6.0,,3.0,34,,,,,,,,4.0,,,,,,,,,,1.0,2.0,1.0,4.0,1.0,5.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,3,,,,,,0.25,,0.25,,1.0,,,17.142857142857142,,0.5,0.18181818181818182,0.09090909090909091,0.1875,0.05263157894736842,,,0.4,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,1.0,0.5183,,,,24.633333333333336,0.10714285714285714,,,3.0,,,1.0,,,0.75,0.75,0.2,,,,,0.5,0.3468,1.0,,,,,,,1.0,,1.0,,,3.0,1.0,,,1.0,0.16666666666666666,,0.16666666666666666,,0.1111111111111111,,,,,,0.25,0.3333333333333333,1.0,,,0.25,,,,,,,1.0,2.0,1.0,2.0,1.0,0.5,0.16666666666666666,0.25,1.0,0.5,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,1610612748,LeBron James,LeBron James,2544,MIA,189.0,3,1.0,6,5,6,,2,11,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,3.0,7,1.0,1.0,,1.0,3.0,,2.0,,,,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,3.0,6,1.0,,,1.0,1.0,1.0,1.0,0.75,0.75,,,,28.57142857142857,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.3898,0.3898,1.0,18.0,,1.0,1.0,1.0,3.0,,,,,1.0,1.0,0.75,,,,,,,0.3898,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
