EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,LongMidRangeFGA,PenaltyFG2A,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,LongMidRangeFrequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChancePoints,PenaltyFtPoints,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,SecondChancePointsPct,SecondChanceAtRimFGM,Corner3FGM,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Loose Ball Fouls Drawn,BlockingFoulsDrawn,DefensiveGoaltends,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3FGA,FTDefRebounds,SelfOReb,Charge Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefFTReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,2pt And 1 Free Throw Trips,BlockingFouls,Offensive Fouls,OffLongMidRangeReboundPct,SecondChanceFtPoints,Loose Ball Fouls,on,PenaltyArc3FGM,PenaltyFG3M,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,PenaltyFg3Pct,OffAtRimReboundPct,OffCorner3ReboundPct,PenaltyArc3Accuracy,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Blocked3s,BlockedCorner3,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,OffensiveGoaltends,Charge Fouls Drawn,SecondChanceArc3FGM,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedShortMidRange,3SecondViolations,Defensive 3 Seconds Violations,BlockedArc3,FTOffRebounds,OffFTReboundPct
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,134.0,2,2,6,6,2,1,12,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2,1.0,1.0,1.0,16.666666666666668,1.0,1.0,1.0,1.0,0.4855,2.4,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201147,1610612743,Corey Brewer,Corey Brewer,201147,DEN,267.0,4,1,11,12,11,10,23,,,,1.0,,12.0,,11,,,,15.384615384615383,,,,,0.4349,17.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.4349,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,2950.0,49,-15,101,102,12,8,203,8.0,10.0,11.0,21.0,29.0,108.0,16.0,12,0.5238095238095238,0.4807692307692308,0.5,26.785714285714285,0.38461538461538464,0.8,0.8888888888888888,0.5769230769230769,0.496625,8.766666666666667,0.1188118811881188,11.0,8.0,2.0,6.0,5.0,2.0,0.3076923076923077,0.5247166666666666,0.07142857142857142,0.08695652173913043,2.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,1.0,4.0,6.0,3.0,5.0,1.0,2.0,6.0,2.0,8.0,1.0,1.0,4.0,2.0,18.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,4.0,0.2727272727272727,0.2727272727272727,1.0,0.2,0.2,1.0,0.6666666666666666,0.6666666666666666,0.19230769230769232,0.09523809523809523,0.1,0.3333333333333333,0.06451612903225806,0.1,0.07317073170731707,0.2,0.25,0.375,0.11538461538461539,0.375,0.375,0.19230769230769232,0.2,0.2,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.2,0.48114999999999997,0.13793103448275862,25.380000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203095,1610612743,Evan Fournier,Evan Fournier,203095,DEN,3199.0,53,-9,111,113,22,19,224,3.0,6.0,6.0,9.0,19.0,114.0,6.0,22,0.6666666666666666,0.35294117647058826,0.4523809523809524,21.951219512195124,0.35294117647058826,0.5,0.75,0.8235294117647058,0.5068088235294119,3.488888888888889,0.1981981981981982,12.0,,1.0,6.0,8.0,3.0,,0.5065125,0.15,0.25,,1.0,3.0,,,5.0,,2.0,,8.0,7.0,2.0,,,3.0,2.0,6.0,,5.0,,2.0,3.0,1.0,4.0,1.0,,2.0,,9.0,,,,,2.0,1.0,1.0,,2.0,6.0,1.0,6.0,1.0,,2.0,0.5,0.5,,,,,,0.2,0.47058823529411764,0.2222222222222222,0.3333333333333333,,,,,,,0.6666666666666666,0.17647058823529413,,,0.29411764705882354,,,,,0.25,,0.5,,0.4622,0.10526315789473684,25.849999999999998,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.6666666666666666,1.0,1.0,0.3333333333333333,0.17647058823529413,0.5,0.25,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,1610612743,Andre Iguodala,Andre Iguodala,2738,DEN,2968.0,49,-11,103,104,18,15,207,2.0,4.0,3.0,7.0,15.0,109.0,6.0,18,0.42857142857142855,0.5,0.5357142857142857,13.913043478260871,0.3333333333333333,0.5,0.6666666666666666,0.75,0.51055,6.542857142857144,0.17475728155339806,12.0,1.0,1.0,4.0,4.0,1.0,0.08333333333333333,0.5704750000000001,0.07692307692307693,0.125,1.0,1.0,2.0,,1.0,3.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,,6.0,3.0,1.0,1.0,4.0,,4.0,,,3.0,1.0,8.0,1.0,6.0,7.0,9.0,4.0,3.0,1.0,2.0,2.0,2.0,,1.0,,,5.0,,,1.0,0.4,0.4,1.0,0.5,0.625,0.4166666666666667,0.14285714285714285,0.25,,0.20689655172413793,0.1111111111111111,0.18421052631578946,0.2222222222222222,,,0.16666666666666666,,,0.25,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,0.3333333333333333,0.43965,0.3333333333333333,25.06,1.0,1.0,2.0,,1.0,2.0,3.0,,,,,,,1.0,,1.0,1.0,0.5,0.5,,0.5,0.5,,0.16666666666666666,0.5,,0.13333333333333333,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.030303030303030304,0.05555555555555555,0.0392156862745098,0.08333333333333333,0.07692307692307693,0.1,0.3,0.16666666666666666,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201163,1610612743,Wilson Chandler,Wilson Chandler,201163,DEN,2854.0,48,-17,97,98,8,4,195,2.0,6.0,6.0,18.0,13.0,105.0,4.0,8,0.3333333333333333,0.2608695652173913,0.2708333333333333,24.074074074074073,0.2608695652173913,0.3333333333333333,0.3333333333333333,0.4782608695652174,0.4849826086956522,8.488888888888887,0.08247422680412371,11.0,4.0,3.0,2.0,2.0,1.0,0.17391304347826086,0.54605,0.041666666666666664,0.05263157894736842,,2.0,8.0,1.0,,3.0,1.0,,,5.0,1.0,2.0,2.0,1.0,1.0,2.0,8.0,,3.0,,,2.0,,2.0,,,2.0,,4.0,2.0,5.0,8.0,10.0,2.0,,2.0,,2.0,2.0,3.0,4.0,1.0,,2.0,0.6666666666666666,0.6666666666666666,,,,0.3333333333333333,0.25,0.25,0.21739130434782608,,,,0.1724137931034483,0.2,0.1794871794871795,0.1111111111111111,0.25,1.0,0.34782608695652173,0.25,0.25,0.13043478260869565,,,,0.25,0.5,,,,0.52245,0.15384615384615385,24.060000000000002,,3.0,2.0,1.0,1.0,2.0,,,,,,1.0,,,,,0.5,0.25,0.25,,0.375,0.375,0.3333333333333333,0.08695652173913043,,0.25,0.15384615384615385,,,,1.0,1.0,2.0,,,,0.030303030303030304,0.058823529411764705,0.04,0.08333333333333333,0.08333333333333333,0.09090909090909091,0.3333333333333333,0.16666666666666666,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.058823529411764705,1.0,1.0,0.25,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201580,1610612743,JaVale McGee,JaVale McGee,201580,DEN,606.0,10,-7,20,22,8,4,42,2.0,2.0,3.0,3.0,6.0,26.0,,8,1.0,1.0,1.0,13.636363636363637,0.6666666666666666,1.0,1.0,0.6666666666666666,0.5503666666666667,3.3333333333333335,0.4,2.0,,2.0,1.0,1.0,1.0,,0.48714999999999997,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,2.0,,4.0,6.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,4.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,0.5,1.0,,,,0.6666666666666666,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,0.5,0.125,,0.5,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201585,1610612743,Kosta Koufos,Kosta Koufos,201585,DEN,1264.0,21,6,47,47,5,6,94,1.0,2.0,2.0,5.0,6.0,39.0,2.0,5,0.4,0.4,0.5,13.72549019607843,0.4,0.5,1.0,0.4,0.43072,3.94,0.10638297872340426,4.0,,,1.0,2.0,1.0,,,0.16666666666666666,0.16666666666666666,,,3.0,,,,,,,,2.0,,,,,,2.0,,,,1.0,,,,,,,,,2.0,3.0,5.0,7.0,1.0,1.0,,,1.0,1.0,3.0,5.0,,,,0.5,0.5,,,,,,,,0.2,0.5,,0.17647058823529413,0.5,0.23809523809523808,0.14285714285714285,0.6666666666666666,1.0,0.6,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,2.0,2.0,,,,0.125,,0.08333333333333333,,,0.3333333333333333,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,0.6666666666666666,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201576,1610612743,Anthony Randolph,Anthony Randolph,201576,DEN,249.0,4,6,10,11,10,11,21,2.0,2.0,2.0,2.0,6.0,6.0,4.0,10,1.0,1.0,1.0,27.272727272727273,1.0,1.0,1.0,1.0,0.7963,1.9,1.0,1.0,,2.0,1.0,2.0,,,0.7963,,,2.0,2.0,,,,,,,,,2.0,,,2.0,,6.0,,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,,1.0,,,,,1.0,,,6.0,,,,,,1.0,1.0,1.0,,,,,0.6666666666666666,,0.5,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202702,1610612743,Kenneth Faried,Kenneth Faried,202702,DEN,1234.0,21,-5,40,41,5,8,81,1.0,1.0,1.0,2.0,7.0,44.0,,5,0.5,0.5,0.875,13.333333333333332,0.5,1.0,1.0,0.5,0.4734,5.1,0.125,5.0,,,4.0,5.0,3.0,,,0.75,0.75,,,1.0,,,,,,,,5.0,,,,,,2.0,,,,,,,,,,,,,3.0,4.0,8.0,10.0,,,,,2.0,2.0,1.0,4.0,,,,1.0,1.0,,,,,,,,,,,0.4,0.5,0.4375,,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,0.2857142857142857,,,,,2.0,2.0,1.0,,,0.16666666666666666,,0.10526315789473684,0.2,,0.5,0.25,0.5,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,2.0,0.2,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
