EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFG2M,Corner3Assists,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,PenaltyFg2Pct,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,FTDefRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,DefFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,HeaveAttempts,Fg3aBlocked,ShortMidRangeAssists,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,BlockingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,PenaltyAtRimAccuracy,BlockingFouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Travels,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Corner3PctBlocked,SecondChanceAtRimPctAssisted,SelfOReb,SelfORebPct,LongMidRangePctBlocked
101128,1610612745,Francisco Garcia,Francisco Garcia,101128,HOU,9857.0,164,4,317,317,81,85,41,634,1.0,4.0,1.0,1.0,2.0,6.0,2.0,3.0,9.0,17.0,2.0,6.0,8.0,20.0,2.0,2.0,1.0,2.0,5.0,13.0,17.0,37.0,3.0,64.0,351,1.0,2.0,2.0,2.0,8.0,1.0,3.0,8.0,2.0,11.0,8.0,2.0,48.0,3.0,20.0,8.0,2.0,5.0,4.0,9.0,4.0,5.0,22.0,1.0,2.0,8.0,9.0,17.0,3.0,20.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,5.0,21.0,1.0,1.0,6.0,4.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,5.0,4.0,11.0,81,4.0,1.0,0.8,0.8,0.9411764705882353,0.4594594594594595,1.0,0.375,0.4594594594594595,0.38461538461538464,0.5,0.61,1.0,0.5,0.6153846153846154,1.0,0.55,0.74,0.15384615384615385,0.5,15.64245810055866,0.5,0.09473684210526316,0.02702702702702703,0.13114754098360656,0.014084507042253521,0.10897435897435898,0.020689655172413793,0.03333333333333333,0.06666666666666667,0.01818181818181818,0.03333333333333333,0.0625,0.18181818181818182,0.09523809523809523,0.21052631578947367,0.8,0.08,0.25,0.5,1.0,0.12,0.3333333333333333,0.3333333333333333,0.5,0.06,0.6666666666666666,0.6666666666666666,1.0,0.34,0.5294117647058824,0.5294117647058824,0.8888888888888888,0.4,0.4,0.4,1.0,0.25,0.5,1.0,1.0,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.5,0.82,0.4,0.533635,0.46950000000000003,0.5657944444444444,0.0196078431372549,0.07142857142857142,0.125,0.171875,11.12307692307692,24.27837837837838,0.2555205047318612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,2736.0,46,-1,89,90,22,45,12,179,3.0,7.0,,1.0,4.0,9.0,,2.0,,1.0,,1.0,,6.0,,,,1.0,7.0,18.0,,7.0,3.0,17.0,101,,1.0,,,,5.0,,2.0,3.0,7.0,,14.0,,,6.0,,4.0,6.0,4.0,10.0,2.0,6.0,24.0,,2.0,3.0,2.0,5.0,2.0,7.0,1.0,1.0,,1.0,1.0,1.0,,2.0,2.0,2.0,,,5.0,,3.0,,,2.0,,,,,,,,7.0,22,,1.0,,,,,,,,0.3888888888888889,,0.28,,0.2857142857142857,0.3148148148148148,,0.3888888888888889,0.28,0.2222222222222222,0.5714285714285714,28.0,0.5,0.07407407407407407,0.09090909090909091,0.2,,0.11904761904761904,0.047619047619047616,0.1111111111111111,0.3333333333333333,,0.09090909090909091,,0.14285714285714285,0.25,,,0.28,0.42857142857142855,1.0,,0.36,0.4444444444444444,0.4444444444444444,,0.08,,,,0.04,,,,0.24,,,,,,,,0.14285714285714285,0.14285714285714285,,0.14285714285714285,,0.56,,0.464212,0.2072,0.4367571428571428,,,,0.4117647058823529,6.56111111111111,24.91428571428571,0.24719101123595505,2.0,2.0,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201600,1610612745,Omer Asik,Omer Asik,201600,HOU,7231.0,121,18,229,229,52,39,31,458,12.0,19.0,7.0,,1.0,1.0,,1.0,,,,,,,,,,,13.0,21.0,,,22.0,48.0,244,3.0,7.0,,,12.0,1.0,,,12.0,12.0,18.0,8.0,,,,,2.0,,1.0,1.0,1.0,,3.0,3.0,11.0,12.0,14.0,27.0,14.0,41.0,3.0,3.0,,2.0,,5.0,2.0,7.0,9.0,15.0,1.0,,22.0,,33.0,,12.0,6.0,7.0,,,6.0,1.0,7.0,5.0,12.0,52,,,0.6923076923076923,0.9,,,,,,0.6190476190476191,0.42857142857142855,0.6190476190476191,0.42857142857142855,,0.6666666666666666,0.5,0.6,,0.09523809523809523,0.10526315789473684,16.475095785440615,0.2857142857142857,0.2028985507246377,0.21568627450980393,0.25,0.061224489795918366,0.2222222222222222,0.14,0.2608695652173913,0.1111111111111111,0.02564102564102564,0.29411764705882354,0.25,0.10714285714285714,0.25,0.25,0.7142857142857143,0.9047619047619048,0.631578947368421,0.7058823529411765,0.75,0.047619047619047616,1.0,1.0,,0.047619047619047616,,,,,,,,,,,,1.0,,,,,,,,,0.9047619047619048,,0.6094285714285714,0.5889,0.4617,0.4,0.4,0.25,0.25,2.180952380952381,,0.22707423580786026,,,1.0,,,3.0,6.0,6.0,1.0,1.0,2.0,2.0,1.0,3.0,0.5,0.21052631578947367,0.2,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201935,1610612745,James Harden,James Harden,201935,HOU,7633.0,127,29,245,242,67,58,32,487,11.0,17.0,2.0,4.0,2.0,12.0,1.0,2.0,,,,,10.0,25.0,1.0,2.0,2.0,5.0,14.0,31.0,10.0,25.0,24.0,82.0,266,,3.0,1.0,2.0,3.0,9.0,2.0,5.0,11.0,29.0,8.0,20.0,9.0,21.0,24.0,10.0,6.0,8.0,9.0,17.0,5.0,6.0,43.0,1.0,2.0,6.0,9.0,16.0,3.0,19.0,6.0,3.0,3.0,10.0,3.0,6.0,7.0,16.0,1.0,7.0,,,23.0,,31.0,2.0,13.0,3.0,4.0,,,2.0,1.0,4.0,3.0,29.0,67,1.0,3.0,0.2857142857142857,0.2857142857142857,0.3,0.4,0.5,0.4,0.4166666666666667,0.45161290322580644,,0.5178571428571429,0.3,0.6428571428571429,0.5869565217391305,0.3,0.6904761904761905,0.44642857142857145,0.1935483870967742,0.17647058823529413,30.575539568345327,0.625,0.13432835820895522,0.03636363636363636,0.1276595744680851,0.0196078431372549,0.13157894736842105,0.02830188679245283,0.043478260869565216,,0.02564102564102564,0.0625,0.17391304347826086,0.14285714285714285,0.16129032258064516,0.0625,0.75,0.30357142857142855,0.6470588235294118,0.7857142857142857,0.36363636363636365,0.21428571428571427,0.16666666666666666,0.2222222222222222,,0.03571428571428571,0.5,0.5,,,,,,0.44642857142857145,0.4,0.4166666666666667,0.3,0.4,0.4,0.5,1.0,0.2857142857142857,,,0.35714285714285715,0.4,0.75,0.4166666666666667,0.5099592592592592,0.51143,0.5208230769230769,0.19696969696969696,0.3170731707317073,0.036585365853658534,0.35365853658536583,5.483870967741935,26.344,0.27346938775510204,6.0,4.0,3.0,,0.6666666666666666,,,,1.0,,1.0,2.0,1.0,3.0,0.3333333333333333,0.043478260869565216,,,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,0.04,0.25,0.04,1.0,,,,,,,,True,,,,,
201976,1610612745,Patrick Beverley,Patrick Beverley,201976,HOU,7110.0,118,14,226,222,49,39,28,448,6.0,10.0,1.0,1.0,4.0,9.0,1.0,4.0,,3.0,,,4.0,11.0,,,1.0,5.0,11.0,23.0,4.0,14.0,4.0,38.0,239,1.0,4.0,,,2.0,1.0,1.0,5.0,2.0,7.0,4.0,18.0,9.0,3.0,11.0,4.0,2.0,5.0,2.0,7.0,1.0,4.0,16.0,2.0,1.0,6.0,8.0,14.0,3.0,17.0,4.0,1.0,3.0,1.0,1.0,2.0,,3.0,3.0,13.0,,,7.0,1.0,4.0,,1.0,1.0,2.0,1.0,1.0,1.0,,3.0,3.0,7.0,49,,1.0,0.18181818181818182,0.18181818181818182,0.75,0.2857142857142857,,0.2,0.2857142857142857,0.4782608695652174,0.25,0.4594594594594595,0.25,0.4166666666666667,0.48717948717948717,0.25,0.5,0.3783783783783784,0.08695652173913043,0.1,16.53543307086614,0.3333333333333333,0.11940298507462686,0.018518518518518517,0.13636363636363635,0.0425531914893617,0.12612612612612611,0.0297029702970297,0.047619047619047616,,0.05405405405405406,0.13636363636363635,0.08,0.15,0.17857142857142858,0.0625,1.0,0.2702702702702703,0.6,0.6666666666666666,0.3333333333333333,0.24324324324324326,0.4444444444444444,0.5,,0.10810810810810811,0.25,0.25,,0.08108108108108109,,,,0.2972972972972973,0.36363636363636365,0.36363636363636365,0.75,0.25,,,,0.16666666666666666,,,0.8333333333333334,0.2,0.6486486486486487,0.36363636363636365,0.49577837837837824,0.4371,0.5739833333333333,0.02631578947368421,0.041666666666666664,0.05263157894736842,0.18421052631578946,6.965217391304347,24.371428571428574,0.2168141592920354,1.0,1.0,,,1.0,1.0,,,,,,2.0,1.0,,,,,1.0,1.0,,,1.0,,,,,1.0,,,0.1111111111111111,,1.0,1.0,,,,,,,True,,,,,
202718,1610612745,Chandler Parsons,Chandler Parsons,202718,HOU,7817.0,130,11,250,255,65,55,35,505,14.0,19.0,1.0,3.0,1.0,4.0,1.0,4.0,4.0,5.0,2.0,2.0,6.0,14.0,1.0,3.0,,1.0,16.0,27.0,10.0,19.0,7.0,69.0,277,,1.0,2.0,4.0,8.0,5.0,2.0,3.0,5.0,15.0,20.0,12.0,24.0,6.0,14.0,6.0,1.0,5.0,12.0,17.0,5.0,4.0,46.0,3.0,,5.0,11.0,16.0,3.0,19.0,1.0,,1.0,4.0,3.0,6.0,1.0,10.0,5.0,9.0,2.0,,10.0,,10.0,,5.0,1.0,1.0,,,1.0,,1.0,1.0,15.0,65,1.0,1.0,0.625,0.625,0.8,0.5263157894736842,0.5,0.6666666666666666,0.5263157894736842,0.5925925925925926,,0.6739130434782609,0.6,0.625,0.69,0.6666666666666666,0.6818181818181818,0.41304347826086957,0.037037037037037035,0.05263157894736842,21.052631578947366,0.4,0.14102564102564102,,0.09615384615384616,0.05555555555555555,0.12307692307692308,0.02631578947368421,,,0.075,0.08695652173913043,0.14814814814814814,0.17857142857142858,0.08333333333333333,0.125,1.0,0.41304347826086957,0.7368421052631579,0.7777777777777778,0.6428571428571429,0.08695652173913043,0.25,0.25,1.0,0.08695652173913043,0.25,0.25,,0.10869565217391304,0.8,0.8,1.0,0.30434782608695654,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.2,0.6,0.3333333333333333,1.0,0.375,0.25,1.0,0.125,,0.8260869565217391,0.42857142857142855,0.541183695652174,0.61395,0.51680625,0.10204081632653061,0.16666666666666666,0.11594202898550725,0.21739130434782608,5.355555555555554,25.315789473684212,0.26,2.0,7.0,1.0,,0.4,,2.0,,,1.0,,,1.0,2.0,,,,,2.0,,,,1.0,1.0,2.0,,,,,,,0.6666666666666666,1.0,1.0,1.0,1.0,0.2,1.0,1.0,True,,,,,
2568,1610612745,Carlos Delfino,Carlos Delfino,2568,HOU,2872.0,48,-29,91,92,23,31,9,183,,1.0,,1.0,1.0,1.0,,1.0,2.0,4.0,1.0,2.0,2.0,7.0,,1.0,,1.0,1.0,3.0,4.0,11.0,3.0,17.0,108,,,,1.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,,12.0,,7.0,2.0,,4.0,2.0,6.0,2.0,4.0,14.0,,,3.0,3.0,6.0,,6.0,1.0,,1.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,,,1.0,,3.0,1.0,1.0,,,,,,,,,4.0,23,,,1.0,1.0,1.0,0.36363636363636365,,0.3333333333333333,0.36363636363636365,0.3333333333333333,,0.5,,0.375,0.5333333333333333,0.5,0.375,0.7857142857142857,,,19.0,0.75,0.10344827586206896,,0.14285714285714285,,0.12,,,,,0.2,,0.1111111111111111,0.2,,,0.07142857142857142,,,,0.07142857142857142,1.0,1.0,1.0,0.07142857142857142,,,,0.2857142857142857,0.5,0.5,1.0,0.5,0.2857142857142857,0.2857142857142857,1.0,,1.0,,,0.25,0.5,0.5,0.25,,0.8571428571428571,0.2857142857142857,0.49837142857142863,,0.4948,0.06666666666666667,0.25,0.11764705882352941,0.23529411764705882,11.700000000000001,24.572727272727274,0.25274725274725274,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
202962,1610612745,Greg Smith,Greg Smith,202962,HOU,1010.0,17,-22,34,35,11,18,3,69,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,4.0,6.0,52,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,3.0,3.0,,,3.0,,6.0,,3.0,,1.0,,,,1.0,1.0,,,11,,,1.0,1.0,,,,,,1.0,,1.0,,,0.75,,,,,,11.11111111111111,,0.1,,0.25,0.14285714285714285,0.14285714285714285,0.06666666666666667,,,,0.25,,,,0.5,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.4993,,,0.75,0.75,,,2.3,,0.3235294117647059,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
203093,1610612745,Terrence Jones,Terrence Jones,203093,HOU,1616.0,27,8,54,53,18,28,7,107,3.0,3.0,1.0,1.0,,2.0,,1.0,,,,,,1.0,,,,1.0,3.0,6.0,,1.0,,6.0,55,1.0,1.0,,,2.0,1.0,,1.0,,2.0,4.0,2.0,,,1.0,,,,1.0,1.0,1.0,,3.0,1.0,1.0,2.0,6.0,10.0,2.0,12.0,,,,1.0,1.0,,,1.0,2.0,2.0,,,2.0,,3.0,,2.0,,1.0,,,1.0,,1.0,1.0,2.0,18,,,0.6666666666666666,1.0,,,,,,0.5,1.0,0.42857142857142855,1.0,0.5,0.375,1.0,0.5,0.14285714285714285,,,14.754098360655737,1.0,0.375,0.06666666666666667,0.2222222222222222,0.06666666666666667,0.32,0.06666666666666667,,,,0.2222222222222222,0.75,0.3333333333333333,0.25,,1.0,0.42857142857142855,1.0,1.0,0.6666666666666666,0.2857142857142857,,,,0.14285714285714285,,,,,,,,0.14285714285714285,,,,1.0,,,,0.5,,,0.5,,0.5714285714285714,,0.5556642857142857,0.7235,0.609025,0.25,0.2857142857142857,0.3333333333333333,0.3333333333333333,4.833333333333333,25.1,0.3333333333333333,1.0,,,,1.0,1.0,,2.0,2.0,,,,,1.0,0.6666666666666666,0.16666666666666666,0.25,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,True,,,,,
202341,1610612745,James Anderson,James Anderson,202341,HOU,493.0,8,4,17,16,5,14,3,33,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,2.0,,,16,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,1.0,,,,,,,,1.0,,0.646725,0.5907,,,,,,,23.450000000000003,0.29411764705882354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
