EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PenaltyFG2A,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,FG2APctBlocked,AtRimPctBlocked,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2A,PenaltyFG2M,PtsUnassisted3s,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LostBallSteals,DeadBallTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyFg2Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyTurnovers,Loose Ball Fouls Drawn,BlockedAtRim,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,HeaveAttempts,OffThreePtRebounds,SecondChanceFg2Pct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,BlockingFouls,SecondChanceFtPoints,ShortMidRangePctAssisted,ShortMidRangeAssists,DefCorner3ReboundPct,on,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,OffLongMidRangeReboundPct,SecondChanceCorner3FGA,Fg3aBlocked,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,BlockingFoulsDrawn,SecondChanceAtRimPctAssisted,BlockedLongMidRange,Defensive 3 Seconds Violations,Arc3PctBlocked,SelfOReb,SelfORebPct,SecondChanceCorner3FGM,Travels,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101128,1610612745,Francisco Garcia,Francisco Garcia,101128,HOU,1616.0,27,8,54,53,18,28.0,7.0,107,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,5.0,7.0,2.0,21.0,55,1.0,1.0,3.0,1.0,1.0,2.0,5.0,4.0,15.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,18,2.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0,0.7142857142857143,0.6666666666666666,0.95,1.5,1.5,0.9545454545454546,1.5,1.25,0.7,19.672131147540984,1.0,0.0625,0.2222222222222222,0.12,0.1111111111111111,0.25,0.5,0.1,1.0,1.0,1.0,0.1,0.1,1.0,1.0,1.0,0.3,0.6666666666666666,0.6666666666666666,1.0,0.4,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.75,0.539375,0.60915,0.14285714285714285,0.23809523809523808,12.566666666666668,23.942857142857143,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,992.0,17,11,34,34,9,26.0,6.0,68,1.0,2.0,4.0,,1.0,,1.0,,1.0,,2.0,,,3.0,7.0,,3.0,1.0,7.0,34,,,,,1.0,1.0,1.0,,,2.0,,1.0,1.0,2.0,2.0,,,,2.0,2.0,2.0,1.0,1.0,,,,,,,1.0,9,,,,,,,,,,0.42857142857142855,0.3,,,0.3181818181818182,,0.16666666666666666,0.3,25.0,,0.125,0.2,0.15384615384615385,,0.2,,0.2,0.5,1.0,,0.4,0.1,,,,0.1,,,,0.2,,,,,,,0.5,,0.5,,0.500275,0.560175,,0.14285714285714285,7.228571428571428,24.200000000000003,0.2647058823529412,2.0,1.0,6.0,1.0,3.0,2.0,5.0,1.0,1.0,3.0,12.0,1.0,1.0,0.14285714285714285,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
201935,1610612745,James Harden,James Harden,201935,HOU,1365.0,23,4,47,47,23,21.0,6.0,94,4.0,6.0,2.0,,2.0,,,,,1.0,6.0,,,4.0,10.0,1.0,6.0,7.0,18.0,48,,,,1.0,3.0,3.0,12.0,2.0,,6.0,1.0,,5.0,6.0,7.0,,,1.0,,2.0,6.0,10.0,1.0,1.0,,,1.0,1.0,1.0,12.0,23,,1.0,0.25,0.25,,0.16666666666666666,,0.3333333333333333,0.16666666666666666,0.4,0.34375,,0.5,0.425,,0.5,0.375,36.8421052631579,,0.4166666666666667,,0.25,,,1.0,0.375,0.6666666666666666,0.8,0.25,0.125,0.125,,,,,,,,0.375,0.16666666666666666,0.16666666666666666,,,,,,,0.75,0.16666666666666666,0.496721875,0.4861611111111112,,0.6666666666666666,7.1,25.0,0.48936170212765956,,6.0,6.0,3.0,2.0,1.0,3.0,1.0,,1.0,7.0,1.0,,0.3,0.16666666666666666,0.75,,,1.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5,1.0,0.5,0.05555555555555555,0.034482758620689655,0.25,0.4,0.5,0.4444444444444444,0.75,0.3333333333333333,0.3333333333333333,0.4444,0.21052631578947367,0.3076923076923077,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
202718,1610612745,Chandler Parsons,Chandler Parsons,202718,HOU,1133.0,19,2,39,41,19,19.0,5.0,80,3.0,4.0,,,1.0,,1.0,,,1.0,2.0,1.0,1.0,3.0,5.0,1.0,3.0,,9.0,40,1.0,1.0,3.0,,,,2.0,4.0,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,2.0,19,,,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,,0.3333333333333333,0.6,0.5625,1.5,0.5,0.5625,1.5,0.5,0.375,18.75,1.0,0.06666666666666667,,0.045454545454545456,0.16666666666666666,,1.0,0.5,0.75,1.0,0.6666666666666666,,0.125,,,,0.125,,,,0.25,0.5,0.5,1.0,1.0,1.0,1.0,,,0.875,0.5,0.5730625,0.49355,0.3333333333333333,0.2222222222222222,4.92,24.666666666666668,0.48717948717948717,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,5.0,,,0.2,0.25,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,0.5,,,,,,,,0.5,1.0,,,0.63225,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
203093,1610612745,Terrence Jones,Terrence Jones,203093,HOU,2106.0,35,-2,71,71,28,35.0,9.0,142,4.0,5.0,2.0,,1.0,,,,,,2.0,,,4.0,8.0,,2.0,,8.0,79,,,4.0,,2.0,,4.0,4.0,,1.0,,2.0,6.0,10.0,15.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,,1.0,,,,1.0,1.0,4.0,28,,,0.5,1.0,,,,,,0.5,0.4,0.6666666666666666,0.5,0.36363636363636365,0.6666666666666666,0.5,0.2,14.285714285714286,1.0,0.3,0.18181818181818182,0.25806451612903225,0.2222222222222222,0.2222222222222222,1.0,0.5,0.8,1.0,0.5,0.2,0.1,,,,,,,,0.2,,,,,,,,,0.7,,0.5651388888888889,0.6546500000000001,0.5,0.5,4.0125,35.45,0.39436619718309857,,2.0,4.0,1.0,,1.0,1.0,1.0,,,3.0,,,0.125,0.2,0.2,,,3.0,2.0,2.0,,2.0,3.0,2.0,,,3.0,2.0,5.0,,,,1.0,,2.0,1.0,,0.6666666666666666,0.125,0.11627906976744186,0.2857142857142857,0.5,1.0,0.5,1.0,0.5,,0.6400333333333333,0.18181818181818182,0.2222222222222222,1.0,,1.0,2.0,2.0,4.0,1.0,2.0,0.6666666666666666,0.10526315789473684,0.1111111111111111,0.06666666666666667,0.25,0.6666666666666666,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
201976,1610612745,Patrick Beverley,Patrick Beverley,201976,HOU,1023.0,17,-10,31,32,13,7.0,4.0,63,1.0,2.0,,,1.0,,,,,1.0,4.0,,1.0,1.0,3.0,1.0,4.0,,5.0,40,,1.0,,,1.0,,2.0,2.0,,4.0,1.0,2.0,1.0,3.0,3.0,,,,2.0,4.0,,,,,1.0,1.0,,1.0,1.0,2.0,13,,,1.0,1.0,,0.25,,,0.25,0.3333333333333333,0.35714285714285715,,0.3333333333333333,0.35714285714285715,,0.3333333333333333,0.5714285714285714,17.94871794871795,,0.07142857142857142,0.4,0.15789473684210525,0.14285714285714285,0.5,1.0,0.2857142857142857,0.5,0.5,1.0,,0.14285714285714285,,,,,,,,0.5714285714285714,0.25,0.25,,1.0,,,,,0.8571428571428571,0.25,0.5231928571428571,0.5011333333333333,,0.4,8.666666666666666,24.974999999999998,0.41935483870967744,,2.0,,,,1.0,1.0,,1.0,,3.0,,,,,,,,,1.0,1.0,,1.0,,1.0,3.0,,,,,,,,,,,0.5,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
202341,1610612745,James Anderson,James Anderson,202341,HOU,493.0,8,4,17,16,5,14.0,3.0,33,,,,,,,1.0,,,,1.0,,1.0,,,,2.0,,,16,,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1.0,10.0,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,1.0,,,,,1.0,,0.646725,,,,,23.450000000000003,0.29411764705882354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5907,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,1610612745,Carlos Delfino,Carlos Delfino,2568,HOU,730.0,12,-16,24,24,13,9.0,2.0,48,,,1.0,,,,,,,,1.0,,,1.0,1.0,,1.0,2.0,4.0,40,,,2.0,,,,,2.0,,1.0,,,,,,,,,,,1.0,2.0,,1.0,,,1.0,1.0,,,13,,,1.0,1.0,,,,,,1.0,0.5,,,0.6666666666666666,1.0,,0.5,11.538461538461538,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,,,,,,,0.5,,0.43585,,0.5,,13.0,24.2,0.5416666666666666,1.0,,,,2.0,,2.0,,,2.0,4.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,2.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
202700,1610612745,Donatas Motiejunas,Donatas Motiejunas,202700,HOU,285.0,5,4,11,10,5,10.0,2.0,21,2.0,2.0,,,,,,,,,,,,2.0,2.0,,,1.0,5.0,9,,,3.0,,,,2.0,2.0,,,,,,,1.0,,,,,,2.0,1.0,,,,,,,,2.0,5,,,0.5,1.0,,,,,,1.0,1.0,1.0,1.0,1.25,1.5,1.0,,15.384615384615383,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,1.0,,0.7773,0.8392,0.6,0.4,1.0,,0.45454545454545453,,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,1.0,,1.0,1.0,,,,0.16666666666666666,,,1.0,1.0,1.0,,,,0.5,0.5,,1.0,,1.0,1.0,2.0,,1.0,1.0,0.25,,0.25,,1.0,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
202391,1610612745,Jeremy Lin,Jeremy Lin,202391,HOU,526.0,9,-13,19,19,6,6.0,,38,,1.0,,,2.0,,,,,,,,,,3.0,,,,,27,,,,,,,,,,,,1.0,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,15.789473684210526,,,0.25,0.2,,,,0.3333333333333333,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,0.3333333333333333,,0.3504333333333333,0.3264,,,16.4,,0.3157894736842105,,2.0,,,1.0,,1.0,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
