EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FTA,Technical Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PtsUnassisted3s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,FoulsDrawn,Charge Fouls Drawn,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,PtsAssisted2s,PtsPutbacks,FTDefRebounds,Steals,BadPassSteals,LostBallTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,BlockingFoulsDrawn,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,DefFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceArc3FGA,SecondChanceFG3A,SelfOReb,LostBallSteals,PenaltyTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,ShortMidRangePctBlocked,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,Travels,SecondChanceTurnovers,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,ShortMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls Drawn,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,ShortMidRangeAssists,on,LongMidRangePctAssisted,SecondChanceCorner3FGA,Corner3PctBlocked,SecondChanceCorner3Frequency,StepOutOfBoundsTurnovers,LongMidRangeAssists,SecondChanceCorner3FGM,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101128,1610612745,Francisco Garcia,Francisco Garcia,101128,HOU,2872.0,48,-29,91,92,23,31,9,183,2,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,5.0,1.0,1.0,1,3,3.0,10.0,11,108,1.0,2.0,2.0,2.0,4.0,6.0,2.0,9.0,5.0,2.0,1.0,2.0,2.0,3.0,5.0,2.0,7,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,6.0,23,1.0,1.0,0.3,0.5,0.3,0.3333333333333333,0.5,0.4230769230769231,0.5,0.75,0.4230769230769231,0.5,0.75,0.7692307692307693,0.3333333333333333,0.5,13.0,0.10344827586206896,0.1,0.09523809523809523,0.1,0.045454545454545456,0.1111111111111111,0.14285714285714285,0.3333333333333333,0.06666666666666667,0.16666666666666666,0.75,0.15384615384615385,0.07692307692307693,1.0,1.0,0.38461538461538464,0.2,0.2,1.0,0.38461538461538464,0.4,0.4,1.0,0.5,0.75,0.3333333333333333,0.25,1.0,0.9230769230769231,0.4,0.5439807692307692,0.4797,0.5663625,0.18181818181818182,0.5454545454545454,5.366666666666666,24.16,0.25274725274725274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,1548.0,26,-11,49,53,9,26,4,102,3,,3.0,6.0,,,,,1.0,2.0,1.0,1.0,4,11,1.0,2.0,11,54,,1.0,,1.0,1.0,5.0,8.0,,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,5,1.0,1.0,2.0,,1.0,,,,1.0,1.0,5.0,9,,,0.5,1.0,0.5,0.36363636363636365,,0.4230769230769231,,0.625,0.39285714285714285,,0.5,0.15384615384615385,0.2727272727272727,1.0,32.075471698113205,0.11764705882352941,0.06666666666666667,0.07692307692307693,0.1,0.08695652173913043,0.14285714285714285,,,0.1,,1.0,0.23076923076923078,0.46153846153846156,0.5,0.5,,,,,0.15384615384615385,0.5,0.5,,,,,0.25,1.0,0.38461538461538464,0.5,0.39238076923076926,0.2072,0.37906249999999997,,0.45454545454545453,7.2272727272727275,26.95,0.1836734693877551,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.125,0.16666666666666666,0.4,0.15384615384615385,0.5,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201600,1610612745,Omer Asik,Omer Asik,201600,HOU,4497.0,75,8,147,141,38,45,24,288,14,5.0,,,,,,,,,,,8,15,,,23,140,3.0,5.0,9.0,,,4.0,4.0,,,,3.0,3.0,11.0,7.0,19.0,5.0,24,4.0,10.0,10.0,,4.0,,,4.0,4.0,1.0,4.0,38,,,,,,0.5333333333333333,0.6,0.5333333333333333,0.6,0.5,0.575,0.6428571428571429,0.5,,0.2,0.21428571428571427,14.619883040935672,0.15555555555555556,0.09375,0.2972972972972973,0.21951219512195122,0.06756756756756757,0.05263157894736842,0.1111111111111111,0.17647058823529413,0.2962962962962963,0.3,0.25,0.9333333333333333,,,,,,,,,,,,1.0,,,,,0.9333333333333333,,0.6027933333333332,0.6092600000000001,0.50945,0.391304347826087,0.17391304347826086,2.2933333333333334,,0.2585034013605442,1.0,,1.0,1.0,2.0,,,1.0,1.0,1.0,,,3.0,2.0,1.0,1.0,,4.0,5.0,6.0,,1.0,,1.0,0.5,0.2,0.047619047619047616,0.029411764705882353,0.14285714285714285,0.06666666666666667,,,0.5,8.0,3.0,1.0,7.0,3.0,2.0,12.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,0.75,1.0,0.3333333333333333,0.25,0.125,0.14285714285714285,0.5714285714285714,0.7272727272727273,0.75,0.6,0.3333333333333333,1.0,0.21052631578947367,0.21052631578947367,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201976,1610612745,Patrick Beverley,Patrick Beverley,201976,HOU,4631.0,77,-9,152,149,40,61,26,301,11,3.0,2.0,3.0,1.0,1.0,,,3.0,7.0,,2.0,9,18,4.0,8.0,33,171,1.0,4.0,4.0,,2.0,11.0,16.0,9.0,7.0,3.0,3.0,3.0,5.0,4.0,9.0,6.0,15,3.0,9.0,3.0,,2.0,1.0,1.0,1.0,3.0,3.0,11.0,40,,0.75,0.5,,0.5,0.5,0.25,0.5769230769230769,0.2,0.5714285714285714,0.6111111111111112,0.3333333333333333,0.6875,0.3076923076923077,0.16666666666666666,0.18181818181818182,17.22222222222222,0.10526315789473684,0.07894736842105263,0.16666666666666666,0.1323529411764706,0.07692307692307693,0.09090909090909091,0.09090909090909091,0.16666666666666666,0.14285714285714285,0.2222222222222222,1.0,0.4230769230769231,0.11538461538461539,0.6666666666666666,1.0,0.038461538461538464,1.0,1.0,1.0,0.2692307692307692,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.6,,,0.2857142857142857,,0.7307692307692307,0.42857142857142855,0.5174403846153847,0.5523,0.4850928571428571,0.12121212121212122,0.3333333333333333,6.566666666666666,24.6875,0.2631578947368421,2.0,1.0,4.0,4.0,5.0,3.0,6.0,3.0,9.0,2.0,1.0,6.0,21.0,3.0,2.0,1.0,2.0,2.0,4.0,5.0,1.0,,,,0.8,0.5,0.075,0.08571428571428572,,0.15384615384615385,0.25,0.25,0.2857142857142857,6.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,,3.0,,,1.0,,1.0,1.0,,2.0,0.1111111111111111,0.125,,,,0.18181818181818182,0.5454545454545454,0.6666666666666666,0.16666666666666666,0.3333333333333333,,1.0,0.07407407407407407,0.10526315789473684,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.1,0.2,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2568,1610612745,Carlos Delfino,Carlos Delfino,2568,HOU,7222.0,120,-35,238,237,74,111,33,475,6,,1.0,1.0,3.0,7.0,2.0,4.0,8.0,24.0,2.0,7.0,4,9,11.0,31.0,45,272,,,11.0,4.0,11.0,18.0,4.0,30.0,23.0,8.0,1.0,1.0,4.0,6.0,11.0,1.0,12,4.0,10.0,4.0,1.0,1.0,,,,1.0,,18.0,74,,0.9090909090909091,0.3548387096774194,0.36363636363636365,0.36666666666666664,0.4444444444444444,,0.5125,0.9,0.5714285714285714,0.5365853658536586,0.9166666666666666,0.6071428571428571,0.775,0.1111111111111111,0.16666666666666666,16.84981684981685,0.09230769230769231,0.017241379310344827,0.08,0.08695652173913043,0.008333333333333333,0.03125,,0.08695652173913043,0.10526315789473684,,,0.15,0.025,1.0,1.0,0.175,0.42857142857142855,0.42857142857142855,1.0,0.6,0.3333333333333333,0.34782608695652173,0.875,,0.2857142857142857,0.5,0.5,0.2857142857142857,0.925,0.34782608695652173,0.5382487179487179,0.6180749999999999,0.5191269230769231,0.24444444444444444,0.4,6.933333333333333,26.461290322580645,0.31092436974789917,3.0,,2.0,2.0,3.0,3.0,6.0,4.0,10.0,4.0,,6.0,24.0,,3.0,1.0,2.0,2.0,5.0,5.0,1.0,,1.0,,0.6666666666666666,0.6,,,0.09090909090909091,0.05,,,0.21428571428571427,3.0,,2.0,4.0,2.0,2.0,4.0,,1.0,3.0,,1.0,,,,,,2.0,0.5,0.5,0.16666666666666666,,,0.1,0.5,0.6,0.3333333333333333,,,0.6666666666666666,0.04878048780487805,0.2,5.0,5.0,,3.0,,1.0,1.0,,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.6,0.03225806451612903,0.041666666666666664,1.0,0.6,1.0,,,,,True,,,,,,,,,,
202718,1610612745,Chandler Parsons,Chandler Parsons,202718,HOU,4994.0,83,-12,161,164,56,73,24,325,13,2.0,,2.0,2.0,5.0,1.0,1.0,4.0,12.0,,2.0,7,16,6.0,17.0,34,175,2.0,2.0,4.0,1.0,3.0,5.0,8.0,18.0,12.0,4.0,2.0,2.0,7.0,5.0,13.0,5.0,18,5.0,12.0,3.0,,1.0,,,,1.0,,5.0,56,3.0,1.0,0.35294117647058826,0.3333333333333333,0.35294117647058826,0.4375,1.0,0.48484848484848486,0.5,0.625,0.5,0.5,0.625,0.5151515151515151,0.125,0.07692307692307693,23.243243243243242,0.1,0.05,0.18421052631578946,0.13636363636363635,0.05952380952380952,0.09090909090909091,,0.15,0.2,0.125,,0.3939393939393939,0.06060606060606061,,,0.15151515151515152,0.4,0.4,1.0,0.36363636363636365,0.3333333333333333,0.36363636363636365,1.0,0.5,0.25,1.0,0.5,,0.9090909090909091,0.3333333333333333,0.5404227272727273,0.5738833333333333,0.5943125,0.11764705882352941,0.14705882352941177,3.69375,24.476470588235294,0.34782608695652173,1.0,,1.0,1.0,1.0,,1.0,4.0,5.0,1.0,3.0,1.0,14.0,3.0,3.0,2.0,2.0,6.0,9.0,8.0,1.0,,1.0,,1.0,0.3333333333333333,0.06818181818181818,0.08823529411764706,,0.030303030303030304,,,0.25,7.0,2.0,1.0,2.0,,,6.0,4.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.42857142857142855,0.6,0.25,,,0.14285714285714285,0.5384615384615384,0.5833333333333334,0.42857142857142855,1.0,,1.0,0.058823529411764705,0.11764705882352941,2.0,2.0,1.0,,2.0,1.0,1.0,,0.5,0.058823529411764705,0.5,,,,1.0,1.0,,,0.058823529411764705,0.08333333333333333,,,,1.0,,,,True,,,,,,,,,,
201935,1610612745,James Harden,James Harden,201935,HOU,5420.0,90,-21,180,177,69,102,25,357,18,2.0,2.0,6.0,,,,,3.0,20.0,2.0,8.0,15,27,3.0,20.0,65,212,1.0,2.0,4.0,2.0,8.0,34.0,22.0,3.0,19.0,3.0,2.0,1.0,4.0,8.0,15.0,2.0,17,2.0,8.0,32.0,1.0,,,,,,,34.0,69,1.0,0.3333333333333333,0.15,0.25,0.15789473684210525,0.5555555555555556,0.5,0.4148936170212766,0.2,0.5555555555555556,0.5161290322580645,0.3333333333333333,0.6296296296296297,0.425531914893617,0.07407407407407407,0.05555555555555555,35.09615384615385,0.1951219512195122,0.024390243902439025,0.11764705882352941,0.16,0.02247191011235955,,0.1,0.2631578947368421,0.10714285714285714,0.16666666666666666,,0.3829787234042553,0.1276595744680851,0.3333333333333333,0.4,,,,,0.425531914893617,0.15,0.15789473684210525,0.3333333333333333,0.4,,,0.4444444444444444,0.25,0.8085106382978723,0.15789473684210525,0.5205195652173912,0.6044875,0.520263888888889,0.06153846153846154,0.5230769230769231,4.466666666666667,26.014999999999997,0.38333333333333336,7.0,,3.0,7.0,10.0,6.0,2.0,6.0,8.0,4.0,2.0,2.0,22.0,1.0,8.0,1.0,5.0,3.0,11.0,19.0,,5.0,,5.0,0.7,0.7272727272727273,0.020833333333333332,0.025,0.1,0.06382978723404255,,,0.3888888888888889,13.0,1.0,6.0,26.0,2.0,14.0,8.0,,3.0,3.0,2.0,3.0,,,,1.0,,11.0,0.26666666666666666,0.26666666666666666,0.6,,,0.16666666666666666,0.7222222222222222,0.7647058823529411,0.3076923076923077,0.5,,0.8571428571428571,0.19298245614035087,0.2972972972972973,3.0,3.0,,1.0,5.0,,1.0,,0.16666666666666666,,0.6,,,1.0,1.0,,1.0,,0.05,0.05,,,,,1.0,1.0,,True,,,,,,,,,,
202962,1610612745,Greg Smith,Greg Smith,202962,HOU,1995.0,33,-27,67,72,23,57,7,139,3,,,,,,,,,,,,2,3,,,7,92,,,,,,2.0,,,,,1.0,1.0,1.0,2.0,3.0,1.0,4,3.0,4.0,6.0,,2.0,,,1.0,2.0,1.0,2.0,23,1.0,,,,,0.6666666666666666,,0.6666666666666666,,1.0,0.5833333333333334,,1.0,,0.3333333333333333,0.3333333333333333,7.894736842105263,0.14285714285714285,0.05263157894736842,0.1,0.125,0.030303030303030304,0.09090909090909091,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,1.0,,0.5498666666666666,,0.8141,,0.2857142857142857,1.7999999999999998,,0.34328358208955223,1.0,,,1.0,1.0,,,,,,,,,,,,,,,3.0,,,1.0,,1.0,,,,0.2,,,,1.0,2.0,,1.0,3.0,,,4.0,,,1.0,1.0,,,,1.0,,,3.0,1.0,1.0,,,,0.25,0.6666666666666666,1.0,1.0,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,
203093,1610612745,Terrence Jones,Terrence Jones,203093,HOU,730.0,12,-16,24,24,13,9,2,48,2,1.0,,,,,,,,1.0,,1.0,2,3,,1.0,4,40,1.0,1.0,2.0,,1.0,2.0,2.0,,,,,1.0,2.0,,2.0,1.0,3,1.0,1.0,3.0,,,,,,,,2.0,13,,,,,,0.6666666666666666,1.0,0.5,1.0,0.5,0.4,1.0,0.5,0.25,,,19.23076923076923,,0.14285714285714285,0.6666666666666666,0.2222222222222222,0.07692307692307693,,,,0.6666666666666666,,,0.5,,,,,,,,0.25,,,,1.0,,,0.5,,0.75,,0.6108333333333333,0.7459,0.7459,0.5,0.5,5.266666666666667,45.8,0.5416666666666666,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,0.25,,,0.5,2.0,1.0,1.0,,,,2.0,2.0,,,,,,,,,,2.0,0.5,1.0,,1.0,,,1.0,1.0,0.5,1.0,,1.0,0.4,0.5,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,
202391,1610612745,Jeremy Lin,Jeremy Lin,202391,HOU,2201.0,37,-23,81,76,25,40,11,157,2,,,,,,,,,4.0,,1.0,1,6,,4.0,4,96,,,,,1.0,,2.0,,4.0,,,,1.0,1.0,2.0,,2,2.0,3.0,2.0,,,,,,,,,25,,,,,,0.16666666666666666,,0.1,,,0.18181818181818182,,,0.4,,,16.129032258064516,0.05,,0.07142857142857142,0.058823529411764705,,,,,,0.25,,0.2,,,,,,,,0.4,,,,,,,0.25,,0.6,,0.4513,,0.3882375,,,15.533333333333333,24.575,0.30864197530864196,1.0,,4.0,,3.0,,3.0,3.0,6.0,3.0,,2.0,15.0,,3.0,,1.0,1.0,4.0,6.0,1.0,,,,,0.75,,,0.1,0.4,,,0.25,1.0,,,2.0,,,,,,,,2.0,,,,1.0,,1.0,,,,,,,0.5,0.5,,,,,0.09090909090909091,0.14285714285714285,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,True,,,,,,,,,,
