EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,Fouls,Offensive Fouls,PenaltyOffPossExcludingTakeFouls,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,PenaltyTurnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,Fg2aBlocked,FTOffRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,LostBallTurnovers,ShootingFouls,Loose Ball Fouls,DefensiveGoaltends,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,LongMidRangeFGM,LongMidRangeFGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Travels,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,OffTwoPtRebounds,BadPassTurnovers,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangeAssists,BlockingFouls,NonShootingPenaltyNonTakeFouls,SecondChanceArc3FGA,SecondChanceFG3A,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceArc3Frequency,on,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsAssisted3s,HeaveAttempts,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,SelfOReb,LostBallSteals,Offensive Fouls Drawn,BlockingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,Assisted3sPct,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Fg3aBlocked,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,3SecondViolations,Defensive 3 Seconds Violations,Clear Path Fouls,BlockedCorner3
200757,1610612760,Thabo Sefolosha,Thabo Sefolosha,200757,OKC,473.0,8.0,4.0,18.0,15.0,5.0,4.0,3.0,33.0,14.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,9.523809523809524,0.14285714285714285,0.125,0.3333333333333333,0.2777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201142,1610612760,Kevin Durant,Kevin Durant,201142,OKC,541.0,9.0,7.0,20.0,17.0,9.0,15.0,2.0,37.0,17.0,3.0,3.0,3.0,1.0,,1.0,1.0,1.0,9.0,40.90909090909091,0.42857142857142855,0.42857142857142855,0.25,0.45,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,7.0,17.0,2.0,2.0,1.0,1.0,6.0,9.0,4.0,6.0,3.0,2.0,1.0,5.0,8.0,1.0,1.0,1.0,2.0,9.0,2.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.5,1.0625,1.0,1.125,0.6,0.6666666666666666,0.2,1.0,1.0,0.2,1.0,1.0,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8,0.6666666666666666,0.50037,0.4482,0.3333333333333333,0.5,0.25,0.11764705882352941,0.5294117647058824,7.05,24.566666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201934,1610612760,Hasheem Thabeet,Hasheem Thabeet,201934,OKC,1546.0,26.0,-7.0,54.0,51.0,20.0,20.0,6.0,105.0,58.0,4.0,5.0,6.0,1.0,,2.0,7.0,,20.0,6.666666666666667,0.2,0.16,,0.37037037037037035,1.0,2.0,,,,,,,1.0,2.0,,,,2.0,,,,,,2.0,,,,,1.0,1.0,,,,,,2.0,,,,,0.5,0.5,0.5,0.5,,0.5,,0.25,1.0,0.5,1.0,,,,,,,,,1.0,,0.5404,0.5404,,,,,1.0,1.7999999999999998,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.5,0.4363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202704,1610612760,Reggie Jackson,Reggie Jackson,202704,OKC,718.0,12.0,-12.0,24.0,25.0,14.0,10.0,,49.0,34.0,1.0,1.0,1.0,2.0,,3.0,1.0,,14.0,33.333333333333336,0.125,0.08333333333333333,,0.5833333333333334,1.0,2.0,2.0,2.0,,,,,4.0,5.0,,,,8.0,,,,,,6.0,6.0,,,,1.0,1.0,,,,,,6.0,,,,,0.8,0.8,0.75,0.8,,0.75,,,0.4,0.5,1.0,0.4,1.0,1.0,,,,,,0.4,,0.4601,0.4734,,,,,0.75,7.160000000000001,,,1.0,2.0,,3.0,4.0,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,0.25,0.25,0.75,0.2,0.5,0.3333333333333333,,,0.3333333333333333,1.0,,0.5,0.5,,1.0,1.0,2.0,2.0,2.0,4.0,1.0,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,OKC,928.0,15.0,-7.0,32.0,30.0,6.0,10.0,3.0,62.0,32.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,,6.0,14.285714285714286,0.06666666666666667,0.0625,0.14285714285714285,0.1875,2.0,2.0,1.0,1.0,,,,,3.0,3.0,,,,6.0,,4.0,,,,,4.0,,,,,2.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,0.6666666666666666,,0.5998,,,,,0.6666666666666666,,2.8000000000000003,,2.0,,,2.0,,,2.0,,,,3.0,,,1.0,,,1.0,,,0.3333333333333333,0.5,,,,0.5,,,,,1.0,,,0.70505,,,1.0,1.0,1.0,2.0,,,,,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.375,0.25,1.0,0.5,0.2,0.5,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201586,1610612760,Serge Ibaka,Serge Ibaka,201586,OKC,318.0,5.0,1.0,11.0,10.0,4.0,5.0,3.0,21.0,13.0,,,2.0,,,,,,4.0,7.142857142857142,,,,0.36363636363636365,1.0,1.0,,,,,,,1.0,1.0,,,,2.0,,2.0,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,0.5864,,,,,1.0,,1.3,,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,0.5864,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,1.0,1.0,0.3333333333333333,0.5,0.5,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,1610612760,Kevin Martin,Kevin Martin,2755,OKC,1160.0,19.0,-2.0,40.0,36.0,6.0,11.0,6.0,76.0,40.0,1.0,1.0,1.0,,,1.0,1.0,,6.0,36.95652173913043,0.0625,0.058823529411764705,,0.15,1.0,3.0,,3.0,,3.0,,1.0,2.0,11.0,,3.0,4.0,8.0,,,,1.0,,,2.0,,3.0,,,4.0,4.0,,2.0,,,,,,,,0.18181818181818182,0.14285714285714285,,0.25,,,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.21428571428571427,,,0.21428571428571427,,,0.5,,0.42857142857142855,,0.4941142857142857,0.464025,0.125,0.15384615384615385,,,,12.136363636363637,24.599999999999998,,,,,,1.0,2.0,,,,,1.0,1.0,1.0,,,1.0,,,0.5,0.5,,,,1.0,,,,1.0,,,,,1.0,5.0,1.0,1.0,,2.0,,0.35714285714285715,0.2,0.2,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,1610612760,Derek Fisher,Derek Fisher,965,OKC,1079.0,18.0,-2.0,38.0,34.0,6.0,10.0,6.0,72.0,38.0,1.0,1.0,1.0,,,1.0,1.0,,6.0,13.636363636363637,0.0625,0.058823529411764705,0.14285714285714285,0.15789473684210525,,,,,,,,,1.0,3.0,,,3.0,5.0,,,,,1.0,1.0,2.0,,,,,4.0,4.0,,1.0,,1.0,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,,0.5,,0.5,,,,,,,,,,,,,,,,0.3856333333333333,,0.25,0.25,,,0.2,17.433333333333334,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,3.0,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200758,1610612760,Ronnie Brewer,Ronnie Brewer,200758,OKC,284.0,5.0,-4.0,10.0,11.0,10.0,5.0,,21.0,13.0,,,,,,,1.0,,10.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202732,1610612760,DeAndre Liggins,DeAndre Liggins,202732,OKC,399.0,7.0,-9.0,13.0,15.0,10.0,5.0,1.0,28.0,18.0,,2.0,2.0,1.0,1.0,1.0,1.0,,10.0,35.71428571428571,,0.25,,0.7692307692307693,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0,3.0,,,,,1.0,3.0,,,1.0,,1.0,2.0,4.0,,1.0,,1.0,3.0,1.0,,,,1.0,0.5,1.0,0.375,,0.5,0.5,,0.5,1.0,1.0,,,,0.5,,,,,1.0,,0.544125,0.5466,0.3333333333333333,0.5,,,1.0,1.6,26.4,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,0.54165,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.5,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
