EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,HeaveAttempts,Corner3Assists,DefThreePtRebounds,LostBallSteals,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,DefFTReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PtsUnassisted3s,Blocked3s,BlockedArc3,BlockingFouls,Charge Fouls Drawn,on,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,5324.0,89,-6.0,190,184,89.0,79,20.0,374,6.0,12.0,2.0,3.0,2.0,3.0,6.0,16.0,3.0,6.0,1.0,5.0,1.0,3.0,15.0,34.0,1.0,5.0,12.0,45.0,191.0,3.0,5.0,1.0,6.0,7.0,13.0,3.0,4.0,18.0,2.0,28.0,3.0,2.0,5.0,1.0,3.0,11.0,1.0,12.0,1.0,7.0,4.0,25.0,2.0,4.0,4.0,4.0,6.0,10.0,1.0,2.0,2.0,9.0,6.0,2.0,1.0,3.0,11.0,1.0,7.0,2.0,4.0,1.0,9.0,1.0,1.0,16.0,2.0,2.0,7.0,1.0,18.0,89.0,0.06666666666666667,0.07142857142857142,1.0,0.2,0.2,0.4411764705882353,0.6,0.5384615384615384,0.4230769230769231,0.5,0.4375,0.4777777777777778,0.5,0.47368421052631576,0.1282051282051282,0.08823529411764706,0.08333333333333333,0.125,26.168224299065418,0.8181818181818182,0.07407407407407407,0.05970149253731343,0.08695652173913043,0.04938271604938271,0.06666666666666667,0.037037037037037035,0.09523809523809523,0.05263157894736842,0.0625,0.14285714285714285,0.1111111111111111,0.1,0.05,0.3076923076923077,0.5,0.5454545454545454,0.41025641025641024,0.375,0.42857142857142855,0.16666666666666666,0.15384615384615385,0.5,0.5,0.1282051282051282,0.2,0.2,1.0,0.5,0.6666666666666666,0.16666666666666666,0.1875,0.6666666666666666,0.1875,0.4358974358974359,0.2,0.44766923076923076,0.46975,0.43042187500000006,0.1590909090909091,0.1794871794871795,0.13333333333333333,0.4,6.982352941176471,26.720000000000006,0.46842105263157896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201147,1610612743,Corey Brewer,Corey Brewer,201147,DEN,4522.0,75,6.0,154,158,55.0,60,20.0,312,4.0,10.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,6.0,2.0,9.0,1.0,5.0,8.0,20.0,3.0,16.0,8.0,33.0,174.0,3.0,6.0,1.0,8.0,4.0,8.0,6.0,3.0,14.0,14.0,2.0,9.0,2.0,8.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,,8.0,1.0,1.0,2.0,4.0,2.0,6.0,1.0,4.0,3.0,,,1.0,,,1.0,,1.0,2.0,7.0,,7.0,,1.0,11.0,1.0,,5.0,1.0,14.0,55.0,0.875,1.0,1.0,0.1875,0.2,0.4,0.5,0.5,0.3472222222222222,0.42857142857142855,0.39285714285714285,0.4024390243902439,0.5,0.4375,0.4444444444444444,0.1,0.2,,24.137931034482758,,0.05,0.019230769230769232,0.047619047619047616,0.06557377049180328,0.0273972602739726,,,0.08333333333333333,,0.125,0.1,0.06666666666666667,0.045454545454545456,0.2777777777777778,0.4,0.5,0.1111111111111111,0.5,0.5,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.2222222222222222,0.2222222222222222,1.0,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.14285714285714285,0.5,0.35714285714285715,0.7222222222222222,0.25,0.5303028571428572,0.4678833333333334,0.5097461538461538,0.125,0.20833333333333334,0.24242424242424243,0.42424242424242425,8.01,26.49375,0.35714285714285715,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.09523809523809523,0.125,0.75,1.0,0.19444444444444445,0.14285714285714285,0.14285714285714285,1.0,0.5,0.07142857142857142,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201163,1610612743,Wilson Chandler,Wilson Chandler,201163,DEN,12323.0,205,-9.0,420,420,129.0,125,55.0,840,5.0,15.0,,1.0,2.0,8.0,11.0,24.0,2.0,8.0,4.0,17.0,4.0,3.0,18.0,47.0,9.0,29.0,9.0,72.0,449.0,2.0,5.0,7.0,9.0,6.0,14.0,9.0,4.0,31.0,22.0,14.0,27.0,,17.0,4.0,3.0,4.0,4.0,8.0,2.0,4.0,,20.0,1.0,4.0,15.0,28.0,5.0,33.0,3.0,8.0,1.0,1.0,,6.0,,1.0,7.0,,2.0,11.0,25.0,1.0,11.0,1.0,2.0,12.0,,,5.0,1.0,31.0,129.0,0.6111111111111112,0.6111111111111112,1.0,0.3103448275862069,0.3103448275862069,0.3829787234042553,0.4,0.42857142857142855,0.4144736842105263,0.2916666666666667,0.5869565217391305,0.43902439024390244,0.34615384615384615,0.5961538461538461,0.3815789473684211,0.06382978723404255,0.2,,18.426501035196686,0.14285714285714285,0.13274336283185842,0.027586206896551724,0.015873015873015872,0.14857142857142858,0.02403846153846154,,0.0851063829787234,,0.021739130434782608,,0.05555555555555555,0.17073170731707318,0.06521739130434782,0.19736842105263158,0.3333333333333333,0.4166666666666667,0.3157894736842105,0.4583333333333333,0.4583333333333333,0.5454545454545454,0.10526315789473684,0.25,0.25,0.2236842105263158,0.23529411764705882,0.23529411764705882,1.0,0.08333333333333333,,0.3333333333333333,0.34782608695652173,0.25,0.13043478260869565,0.5789473684210527,0.23529411764705882,0.4968348684210526,0.5326142857142858,0.5275065217391305,0.06172839506172839,0.09615384615384616,0.125,0.4305555555555556,8.059574468085106,24.658620689655173,0.30714285714285716,5.0,12.0,6.0,2.0,2.0,5.0,,2.0,11.0,7.0,2.0,1.0,0.5555555555555556,0.1774193548387097,0.15555555555555556,0.6,1.0,0.15789473684210525,0.4166666666666667,0.4166666666666667,1.0,,0.2608695652173913,0.6666666666666666,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,0.14285714285714285,0.2857142857142857,0.16666666666666666,0.23529411764705882,0.6666666666666666,0.25,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,True,,,,,,,
201576,1610612743,Anthony Randolph,Anthony Randolph,201576,DEN,415.0,7,,14,17,3.0,5,,31,1.0,1.0,,,,,,1.0,,,,,,,1.0,2.0,,,,2.0,13.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,1.0,1.0,,,,0.5,,,0.5,,,0.5,,,,,,,14.285714285714285,,0.25,,,0.2222222222222222,,,,,,,0.5,,,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,0.5,,0.43085,,,,,,,4.0,,0.21428571428571427,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,11570.0,193,-11.0,394,393,115.0,106,54.0,787,20.0,32.0,1.0,1.0,8.0,12.0,8.0,15.0,13.0,30.0,3.0,15.0,4.0,4.0,41.0,77.0,3.0,15.0,27.0,118.0,424.0,3.0,5.0,4.0,10.0,10.0,19.0,4.0,12.0,32.0,14.0,68.0,9.0,,15.0,3.0,7.0,29.0,11.0,40.0,7.0,18.0,2.0,91.0,2.0,3.0,8.0,11.0,5.0,16.0,,10.0,5.0,5.0,4.0,5.0,,1.0,10.0,,4.0,6.0,13.0,1.0,29.0,1.0,5.0,32.0,3.0,1.0,11.0,6.0,32.0,115.0,0.17073170731707318,0.17073170731707318,1.0,0.2,0.2,0.5324675324675324,0.6,0.5263157894736842,0.4945652173913043,0.5,0.43478260869565216,0.5518867924528302,0.5,0.5333333333333333,0.16304347826086957,0.09090909090909091,0.15625,0.06666666666666667,25.438596491228072,0.5,0.07692307692307693,0.022222222222222223,0.031746031746031744,0.06748466257668712,0.025252525252525252,0.05263157894736842,,,0.043478260869565216,,0.11764705882352941,0.05263157894736842,,0.34782608695652173,0.625,0.7407407407407407,0.16304347826086957,0.5333333333333333,0.5714285714285714,0.125,0.32608695652173914,0.43333333333333335,0.4482758620689655,0.16304347826086957,0.2,0.2,1.0,0.1111111111111111,1.0,0.4444444444444444,0.5217391304347826,0.6666666666666666,0.17391304347826086,0.5108695652173914,0.2,0.4943016304347826,0.4649166666666667,0.5216934782608696,0.11,0.12941176470588237,0.0847457627118644,0.2711864406779661,9.66103896103896,25.746666666666666,0.2918781725888325,,,,,1.0,,,4.0,3.0,5.0,,6.0,,0.05084745762711865,0.046511627906976744,0.2,0.15384615384615385,,,,,,,,,,,1.0,,,,,,,,,,,1.0,0.25,,0.0625,0.0625,,,,,,1.0,9.0,3.0,0.03333333333333333,0.25,1.0,,,,,,,,,,True,,,,,,,
201580,1610612743,JaVale McGee,JaVale McGee,201580,DEN,4573.0,76,9.0,150,150,47.0,44,22.0,300,11.0,19.0,2.0,5.0,1.0,3.0,2.0,4.0,,,,,,,13.0,23.0,,,3.0,29.0,162.0,2.0,5.0,,5.0,2.0,4.0,,1.0,5.0,22.0,4.0,,4.0,,,2.0,,,,,,,,6.0,6.0,6.0,10.0,12.0,22.0,,3.0,1.0,1.0,,5.0,,1.0,6.0,1.0,1.0,6.0,11.0,1.0,5.0,,,9.0,1.0,,5.0,,5.0,47.0,0.8461538461538461,1.0,,,,0.5652173913043478,0.4,0.5,0.5652173913043478,0.4,0.5,0.5370370370370371,0.4166666666666667,0.4166666666666667,,0.08695652173913043,0.10526315789473684,,18.53932584269663,0.16666666666666666,0.13043478260869565,0.11320754716981132,0.2857142857142857,0.14705882352941177,0.16216216216216217,0.16,0.13333333333333333,,0.17647058823529413,0.75,0.1111111111111111,0.11764705882352941,,0.8260869565217391,0.5789473684210527,0.6470588235294118,0.17391304347826086,0.5,0.5,1.0,,,,,,,,1.0,0.4,,0.75,0.3333333333333333,,0.8260869565217391,,0.5574739130434783,0.5900000000000001,0.4846,0.18518518518518517,0.18518518518518517,0.1724137931034483,0.1724137931034483,2.4347826086956523,,0.31333333333333335,,,,,1.0,,,,4.0,2.0,,,,0.18181818181818182,0.25,0.8181818181818182,,,,,,,,,,,,,,,,,2.0,4.0,3.0,4.0,2.0,,,,,0.18181818181818182,,0.5,,,,,,,,,,,1.0,2.0,3.0,1.0,,,,,,True,,,,,,,
2738,1610612743,Andre Iguodala,Andre Iguodala,2738,DEN,11102.0,185,-3.0,378,375,120.0,107,50.0,753,12.0,19.0,2.0,5.0,4.0,4.0,1.0,6.0,4.0,12.0,7.0,15.0,2.0,5.0,17.0,37.0,10.0,20.0,9.0,73.0,402.0,2.0,5.0,2.0,12.0,5.0,5.0,6.0,2.0,18.0,16.0,18.0,27.0,4.0,14.0,7.0,3.0,16.0,5.0,21.0,3.0,11.0,1.0,47.0,3.0,6.0,13.0,28.0,9.0,37.0,1.0,11.0,9.0,5.0,3.0,7.0,,2.0,12.0,,6.0,1.0,6.0,,13.0,2.0,1.0,15.0,,,7.0,1.0,18.0,120.0,0.47058823529411764,0.5333333333333333,0.9,0.5,0.5263157894736842,0.4594594594594595,0.4,1.0,0.5614035087719298,0.7142857142857143,0.7272727272727273,0.5615384615384615,0.75,0.6923076923076923,0.3508771929824561,0.08108108108108109,0.05263157894736842,0.3333333333333333,17.660550458715594,0.4166666666666667,0.14130434782608695,0.046511627906976744,0.05555555555555555,0.16666666666666666,0.04918032786885246,0.06,0.047619047619047616,0.02702702702702703,0.07142857142857142,,0.0967741935483871,0.2,0.038461538461538464,0.3333333333333333,0.631578947368421,0.6666666666666666,0.10526315789473684,0.16666666666666666,0.25,,0.21052631578947367,0.3333333333333333,0.3333333333333333,0.2631578947368421,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.7142857142857143,0.4,0.2857142857142857,0.36363636363636365,1.0,0.45454545454545453,0.6842105263157895,0.5,0.5236598214285714,0.54741,0.6033549999999999,0.109375,0.1590909090909091,0.1643835616438356,0.2465753424657534,8.208108108108108,26.47,0.31746031746031744,3.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,12.0,2.0,,1.0,0.3333333333333333,0.20689655172413793,0.18604651162790697,0.5,0.5,0.08771929824561403,0.6,0.6,1.0,,0.09090909090909091,0.4,,,,2.0,3.0,,,2.0,,1.0,1.0,2.0,1.0,,,1.0,0.5,0.11538461538461539,0.26666666666666666,0.5,,,,,2.0,4.0,3.0,,1.0,1.0,,1.0,,,3.0,1.0,1.0,,,True,,,,,,,
201585,1610612743,Kosta Koufos,Kosta Koufos,201585,DEN,3623.0,60,-28.0,123,124,22.0,30,11.0,247,4.0,7.0,,1.0,1.0,1.0,1.0,4.0,,,1.0,1.0,1.0,,5.0,11.0,1.0,1.0,5.0,18.0,145.0,,1.0,1.0,3.0,1.0,2.0,,,2.0,8.0,2.0,,,1.0,1.0,3.0,,1.0,1.0,1.0,,,3.0,1.0,4.0,4.0,8.0,5.0,13.0,,1.0,1.0,,,2.0,,,2.0,,,5.0,10.0,2.0,4.0,,,6.0,,,3.0,,2.0,22.0,0.8,0.8,,1.0,1.0,0.45454545454545453,,0.5,0.5416666666666666,0.75,0.5,0.6,0.75,0.5,0.08333333333333333,0.2727272727272727,0.2857142857142857,0.25,12.499999999999998,,0.11764705882352941,0.08695652173913043,0.058823529411764705,0.13725490196078433,0.07936507936507936,0.043478260869565216,0.15384615384615385,0.1,0.07142857142857142,,0.1111111111111111,0.1,,0.5833333333333334,0.5714285714285714,0.8,0.3333333333333333,0.25,0.3333333333333333,,,,,0.08333333333333333,1.0,1.0,,0.5,,0.5,0.5,1.0,,0.6666666666666666,1.0,0.5007375,0.501125,0.50925,0.2,0.21428571428571427,0.16666666666666666,0.1111111111111111,2.909090909090909,25.8,0.17886178861788618,,,,,,,,,3.0,,,,,0.17647058823529413,0.09090909090909091,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,0.13333333333333333,0.3333333333333333,0.5,,,,,1.0,,,,1.0,,,1.0,,,3.0,,,1.0,,True,,,,,,,
202702,1610612743,Kenneth Faried,Kenneth Faried,202702,DEN,5199.0,87,13.0,177,177,57.0,64,32.0,354,13.0,17.0,1.0,3.0,6.0,7.0,,4.0,,1.0,,,,,13.0,22.0,,,7.0,33.0,176.0,1.0,3.0,,5.0,6.0,8.0,,1.0,13.0,24.0,2.0,,2.0,,,1.0,1.0,,1.0,,1.0,,2.0,2.0,7.0,14.0,22.0,9.0,31.0,2.0,2.0,1.0,1.0,,2.0,,1.0,3.0,,1.0,6.0,16.0,2.0,10.0,1.0,,10.0,2.0,,5.0,1.0,13.0,57.0,0.9230769230769231,1.0,,,,0.5909090909090909,0.3333333333333333,0.75,0.5909090909090909,0.3333333333333333,0.75,0.6346153846153846,0.5,0.7222222222222222,,0.045454545454545456,,0.25,13.615023474178404,0.3333333333333333,0.3111111111111111,0.11666666666666667,0.06060606060606061,0.2727272727272727,0.0967741935483871,,0.21739130434782608,0.09523809523809523,0.09523809523809523,,0.38461538461538464,0.29411764705882354,0.25,0.7727272727272727,0.7647058823529411,0.7647058823529411,0.18181818181818182,,,,0.045454545454545456,,,,,,,1.0,0.3333333333333333,,0.875,0.8571428571428571,,0.7727272727272727,,0.5569045454545454,0.6435,0.5415125000000001,0.2,0.2,0.15151515151515152,0.3939393939393939,3.2454545454545456,,0.3220338983050847,,,,,3.0,,,,7.0,1.0,,,,0.21875,0.2222222222222222,0.9230769230769231,,,,,,,,,,,,,1.0,,,,4.0,1.0,1.0,1.0,1.0,,3.0,,0.3333333333333333,0.26666666666666666,0.2,1.0,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,
202933,1610612743,Julyan Stone,Julyan Stone,202933,DEN,110.0,2,1.0,3,4,,1,,7,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
