EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DeadBallTurnovers,Turnovers,Fouls,Charge Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,LiveBallTurnovers,BadPassTurnovers,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,LiveBallTurnoverPct,BlocksRecoveredPct,OffTwoPtRebounds,FTDefRebounds,OffRebounds,ShootingFouls,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,PtsPutbacks,ThreePtAssists,Arc3Assists,PenaltyTurnovers,Offensive Fouls,OffAtRimReboundPct,Corner3Assists,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Corner3FGM,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,OffThreePtRebounds,Steals,BadPassSteals,OffThreePtReboundPct,OffArc3ReboundPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,BlockedShortMidRange,SecondChanceFg3Pct,AtRimPctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,FTOffRebounds,BlockedLongMidRange,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockingFouls,3SecondViolations
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,636.0,11,-3.0,22,19,17,15,5.0,41,2.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,3.0,10.0,35,1.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,8.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,8.0,17,2.0,0.5,0.5,1.0,0.5,0.5,0.5,0.4,1.0,0.5,0.5,0.5,0.5833333333333334,0.5555555555555556,0.6666666666666666,0.5714285714285714,0.2857142857142857,37.03703703703704,0.5714285714285714,0.5,0.5,0.5,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.8571428571428571,0.5,0.5201571428571429,0.5062,0.4894166666666666,0.2222222222222222,0.2857142857142857,0.4,0.8,3.3,25.75,0.7727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,366.0,6,1.0,13,12,13,12,2.0,25,,,,,,,1.0,,,,,,3.0,3.0,,,3.0,9.0,18,,,,1.0,1.0,3.0,3.0,,,3.0,9.0,2.0,4.0,,,,,,,,,,,,,,2.0,,4.0,,9.0,13,,0.3333333333333333,0.3333333333333333,,,,,1.0,,1.0,1.0,,1.0,0.9,0.5,0.9,,33.333333333333336,,,,,0.3333333333333333,,,,,,,,,,,,,,0.38596666666666674,,0.38596666666666674,,,0.1111111111111111,1.0,13.700000000000001,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201573,1610612763,Jerryd Bayless,Jerryd Bayless,201573,MEM,719.0,12,-10.0,23,24,22,14,5.0,47,,,,,,,1.0,,1.0,,,1.0,1.0,2.0,,1.0,2.0,4.0,34,,,,,,1.0,2.0,,1.0,2.0,4.0,,2.0,,1.0,,3.0,3.0,1.0,,2.0,6.0,,,2.0,,1.0,,2.0,,4.0,22,1.0,,,,,,,0.5,,0.5,0.3333333333333333,,0.3333333333333333,0.5,,0.5,0.3333333333333333,14.285714285714285,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,0.3333333333333333,,0.3333333333333333,,0.42748333333333327,,0.42748333333333327,,,,1.0,15.700000000000001,24.7,0.9565217391304348,,1.0,1.0,,1.0,,,,0.3333333333333333,1.0,1.0,,1.0,1.0,2.0,2.0,0.5,0.25,0.3333333333333333,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201948,1610612763,Austin Daye,Austin Daye,201948,MEM,1195.0,20,-11.0,39,39,33,25,7.0,78,1.0,1.0,,,,,1.0,,1.0,,,1.0,3.0,7.0,,1.0,1.0,7.0,59,,,,,,2.0,5.0,,1.0,1.0,5.0,4.0,2.0,,1.0,,,,,,,,,1.0,2.0,,1.0,,1.0,1.0,5.0,33,2.0,0.6666666666666666,0.6666666666666666,,,,,0.42857142857142855,,0.4,0.375,,0.3333333333333333,0.4375,,0.4166666666666667,0.125,19.565217391304348,0.125,1.0,1.0,1.0,0.125,0.125,,,,,,,,,0.16666666666666666,,0.25,,0.4298875,,0.4300833333333333,0.125,0.14285714285714285,,0.7142857142857143,15.214285714285714,25.1,0.8461538461538461,1.0,1.0,5.0,,,,1.0,1.0,0.625,0.2,0.2,1.0,1.0,,1.0,1.0,,0.2,0.14285714285714285,,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202334,1610612763,Ed Davis,Ed Davis,202334,MEM,576.0,10,-4.0,19,20,19,13,4.0,39,,1.0,,,,1.0,3.0,,,,,,1.0,4.0,,,2.0,4.0,23,,1.0,,2.0,2.0,1.0,4.0,,,2.0,4.0,2.0,,,,,,,,,,,,,2.0,,1.0,,2.0,1.0,4.0,19,,1.0,1.0,,,,,0.25,,0.25,0.25,,0.25,0.4,0.5,0.4,,21.73913043478261,0.25,,,,0.75,,,,,,,,0.25,,,,0.25,,0.446175,,0.446175,0.2,0.2,0.5,1.0,6.325,,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,2.0,4.0,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,0.2222222222222222,0.15384615384615385,0.2,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,588.0,10,-9.0,18,18,12,11,3.0,36,1.0,1.0,1.0,1.0,,,,,,,,,1.0,2.0,,,1.0,3.0,36,1.0,1.0,,,2.0,,1.0,,,1.0,1.0,,2.0,,,,,1.0,,,,3.0,1.0,1.0,1.0,,2.0,,2.0,,1.0,12,,,,,,,,0.5,1.0,,0.5,1.0,,0.5,1.0,0.25,,19.047619047619047,0.5,1.0,1.0,,,,,,,1.0,1.0,,,,,,0.5,,0.51945,0.6585,0.3804,,,0.6666666666666666,0.3333333333333333,7.95,,0.6666666666666666,,,1.0,1.0,1.0,1.0,,,0.5,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,0.16666666666666666,0.16666666666666666,,,,2.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,1610612763,Tony Allen,Tony Allen,2754,MEM,387.0,6,-5.0,11,12,5,6,2.0,23,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201589,1610612763,Darrell Arthur,Darrell Arthur,201589,MEM,192.0,3,-3.0,7,7,7,6,1.0,14,,,,,,,1.0,,,,,,,2.0,,,,,9,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,25.0,,,,,0.5,,,,,,,,,,,,,,0.43345,,0.43345,,,,,14.75,,1.0,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202347,1610612763,Quincy Pondexter,Quincy Pondexter,202347,MEM,668.0,11,-7.0,21,21,15,8,4.0,42,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,3.0,32,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,15,,,,1.0,1.0,,1.0,,,,0.75,,,0.75,,,0.5,8.0,,,,,0.5,,,,,,,,,,,,0.5,,0.5110250000000001,,0.4477,,,,,7.7,23.3,0.7142857142857143,,,,,,,,,,,,,1.0,,1.0,1.0,,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,1610612763,Keyon Dooling,Keyon Dooling,2039,MEM,66.0,1,-3.0,1,3,1,2,,4,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
