EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,ShootingFouls,Fouls,AtRimFGA,FG2A,Steals,BadPassSteals,Usage,AtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FG2M,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGA,ShortMidRangeFrequency,LostBallTurnovers,on,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,BlockingFouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,Fg3aBlocked,FTDefRebounds,Travels,PenaltyTurnovers,Offensive Fouls,FG3APctBlocked,Corner3PctBlocked,DefFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,ShortMidRangePctAssisted,PenaltyCorner3Accuracy,SecondChanceTurnovers,HeaveAttempts,Charge Fouls,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations
101109,1610612752,Raymond Felton,Raymond Felton,101109,NYK,171.0,3,-8.0,5,7,3,1.0,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202697,1610612752,Iman Shumpert,Iman Shumpert,202697,NYK,91.0,2,-4.0,2,4,4,1.0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,1610612752,Kenyon Martin,Kenyon Martin,2030,NYK,136.0,2,-7.0,3,6,2,,9,7,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,1610612752,JR Smith,JR Smith,2747,NYK,136.0,2,-7.0,3,6,2,,9,7,,,1.0,1.0,1.0,1.0,33.333333333333336,1.0,1.0,0.6771,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,1610612752,Marcus Camby,Marcus Camby,948,NYK,193.0,3,-8.0,5,8,4,1.0,13,10,,1.0,1.0,1.0,,,33.333333333333336,1.0,1.0,0.6138,0.9,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,0.6138,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,1610612752,Carmelo Anthony,Carmelo Anthony,2546,NYK,57.0,1,-1.0,2,2,2,1.0,4,3,,,1.0,2.0,,,66.66666666666667,0.5,0.5,0.45845,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1610612752,Jason Kidd,Jason Kidd,467,NYK,181.0,3,-5.0,5,7,3,1.0,12,7,,,,,,,16.666666666666668,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101109,1610612752,Raymond Felton,Raymond Felton,101109,NYK,27082.0,451,31.0,819,819,276,93.0,1638,804,14.0,26.0,60.0,134.0,20.0,11.0,20.447284345047922,0.37037037037037035,0.5432098765432098,0.5003645061728395,8.670149253731344,32.0,2.0,4.0,63.0,169.0,2.0,5.0,12.0,98.0,2.0,14.0,16.0,24.0,17.0,41.0,16.0,14.0,20.0,0.4701492537313433,0.4,0.4722222222222222,0.5555555555555556,0.4884393063583815,0.5454545454545454,0.8,0.06751054852320675,0.046511627906976744,0.0664819944598338,0.03854875283446712,0.10810810810810811,0.05194805194805195,0.5333333333333333,0.6274509803921569,0.4444444444444444,0.5,0.5569166666666666,0.07100591715976332,30.0,0.18518518518518517,2.0,False,166.0,8.0,17.0,12.0,19.0,44.0,2.0,5.0,1.0,7.0,23.0,2.0,3.0,4.0,10.0,9.0,28.0,16.0,2.0,4.0,2.0,11.0,24.0,4.0,10.0,7.0,41.0,28.0,21.0,6.0,23.0,7.0,11.0,30.0,26.0,56.0,20.0,6.0,21.0,2.0,7.0,138.0,3.0,8.0,7.0,9.0,1.0,4.0,3.0,2.0,1.0,29.0,1.0,1.0,5.0,24.0,3.0,10.0,4.0,5.0,2.0,2.0,1.0,5.0,1.0,41.0,165.0,4.0,3.0,0.2222222222222222,0.22580645161290322,0.7777777777777778,0.32142857142857145,0.5,0.4,0.32142857142857145,0.4583333333333333,0.5,0.5256410256410257,0.1728395061728395,0.08208955223880597,0.15,0.06666666666666667,0.06451612903225806,0.02142857142857143,0.014084507042253521,0.008403361344537815,0.017241379310344827,0.041666666666666664,0.0273972602739726,0.11494252873563218,0.05555555555555555,0.08823529411764706,0.08860759493670886,0.2,0.15625,0.4,0.42857142857142855,0.2716049382716049,0.4318181818181818,0.4318181818181818,0.47368421052631576,0.030864197530864196,0.4,0.4,1.0,0.1419753086419753,0.30434782608695654,0.30434782608695654,0.7142857142857143,0.5,0.1111111111111111,0.3333333333333333,0.6666666666666666,1.0,0.5,0.47058823529411764,0.29411764705882354,0.4,0.30434782608695654,0.5502044117647058,0.05917159763313609,0.07092198581560284,0.24260355029585798,24.978571428571428,0.2026862026862027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200778,1610612752,James White,James White,200778,NYK,555.0,9,4.0,17,17,13,2.0,34,15,,1.0,1.0,2.0,,,21.05263157894737,0.25,0.75,0.5160625,10.75,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,2.0,,,,1.0,1.0,0.5,1.0,0.5,1.0,,0.25,,0.1111111111111111,0.1111111111111111,,,1.0,1.0,1.0,1.0,,0.5,,,,False,5.0,,,,1.0,1.0,,1.0,,,1.0,,,,,,2.0,,,,,1.0,1.0,,,,2.0,2.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,5.0,1.0,,0.5,1.0,,,,,,1.0,1.0,1.0,0.5,,,,,0.14285714285714285,,,,0.5,,0.5,,,,,,,,0.25,1.0,1.0,1.0,0.25,,,,0.25,,,,,,,,,,,,,,0.3939,,,0.5,24.25,0.29411764705882354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200779,1610612752,Steve Novak,Steve Novak,200779,NYK,2998.0,50,-14.0,96,93,26,11.0,189,99,2.0,5.0,,4.0,1.0,1.0,12.037037037037036,,0.6923076923076923,0.4716961538461538,19.45,,,,3.0,18.0,,,,2.0,,,1.0,2.0,2.0,4.0,,,,0.75,,0.6923076923076923,,0.6923076923076923,,,0.04,,0.05263157894736842,0.03636363636363636,,,,,,,,,,,,False,17.0,,,,3.0,4.0,1.0,3.0,,3.0,6.0,,,,,4.0,9.0,,,,,1.0,1.0,,1.0,,2.0,4.0,12.0,,6.0,3.0,,,,,,,,,,,2.0,1.0,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,2.0,17.0,2.0,,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,,,0.4444444444444444,1.0,0.5,0.5,0.6923076923076923,,,,0.07692307692307693,0.07692307692307693,,,0.1,,0.1111111111111111,,0.14285714285714285,,,,,,,0.3076923076923077,0.75,0.75,0.6666666666666666,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.46153846153846156,0.5,0.5,1.0,,,,,,,,,,0.5,0.429,,,0.1111111111111111,25.033333333333335,0.17708333333333334,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
