EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGA,Corner3FGA,PenaltyFG2M,PtsAssisted2s,Fg3aBlocked,AtRimAssists,BadPassSteals,Travels,BlockingFouls,Clear Path Fouls,Offensive Fouls,BlockedLongMidRange,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,FG3APctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,PenaltyAtRimFrequency,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,FTDefRebounds,Loose Ball Fouls,DefFTReboundPct,AtRimPctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,SecondChanceArc3Frequency,PenaltyAtRimFGM,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,ShortMidRangeAssists,on,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,FTOffRebounds,Charge Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,SecondChanceFg3Pct,Corner3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,OffensiveGoaltends,StepOutOfBoundsTurnovers,DefensiveGoaltends,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,LongMidRangePctBlocked,3SecondViolations
101126,1610612741,Nate Robinson,Nate Robinson,101126,CHI,2862.0,48,13.0,85,86,22.0,33.0,12.0,171,1.0,2.0,1.0,4.0,3.0,5.0,4.0,5.0,2.0,3.0,5.0,11.0,4.0,5.0,5.0,27.0,83,2.0,2.0,3.0,4.0,10.0,10.0,3.0,9.0,5.0,4.0,1.0,2.0,3.0,5.0,3.0,2.0,13.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,3.0,6.0,1.0,2.0,1.0,3.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,10.0,22.0,1.0,1.0,0.25,0.8,0.6666666666666666,0.8,0.45454545454545453,0.6875,0.6,0.75,0.7142857142857143,0.3125,0.09090909090909091,0.5,24.0,0.8333333333333334,0.07692307692307693,0.03125,0.0625,0.1,0.07142857142857142,0.047619047619047616,0.07692307692307693,0.125,0.16666666666666666,0.09090909090909091,0.08333333333333333,0.16666666666666666,0.125,0.5,1.0,0.25,0.25,0.25,0.3125,0.6,0.6,0.3125,0.8,0.8,0.25,0.6,0.6666666666666666,0.4375,0.8,0.455384375,0.44014,0.11764705882352941,0.09090909090909091,0.16666666666666666,0.37037037037037035,11.609090909090908,25.22,0.25882352941176473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,1610612741,Nazr Mohammed,Nazr Mohammed,1737,CHI,769.0,13,9.0,22,22,,2.0,3.0,44,1.0,2.0,,,,1.0,,,,,1.0,3.0,,,,2.0,14,,,,,,2.0,,,,,,,,,,,,,3.0,1.0,4.0,5.0,3.0,8.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,,11.11111111111111,,0.4444444444444444,0.21428571428571427,0.16666666666666666,,0.3333333333333333,0.21428571428571427,,,0.3333333333333333,0.4,0.25,0.5,0.6666666666666666,0.5,0.5,,,,0.3333333333333333,,,,,,,,,0.6666666666666666,,0.5033333333333333,,,,,,6.466666666666668,,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,0.2,1.0,0.5,1.0,0.5,0.54405,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,1610612741,Richard Hamilton,Richard Hamilton,1888,CHI,4054.0,68,-3.0,125,124,33.0,55.0,17.0,249,,2.0,4.0,9.0,3.0,9.0,3.0,6.0,2.0,4.0,7.0,20.0,3.0,7.0,3.0,26.0,130,5.0,2.0,4.0,3.0,11.0,6.0,9.0,,6.0,3.0,,5.0,,5.0,,3.0,10.0,,,2.0,1.0,3.0,,3.0,,1.0,,3.0,,2.0,2.0,1.0,5.0,1.0,,,5.0,5.0,,4.0,,2.0,,,11.0,33.0,1.0,,1.0,0.42857142857142855,0.5,0.42857142857142855,0.35,0.42592592592592593,0.4444444444444444,0.4482758620689655,0.5,0.25925925925925924,,,23.12925170068027,0.6,0.030303030303030304,,0.09090909090909091,,0.05454545454545454,,,,0.125,,,,0.07407407407407407,,,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.5,0.6,1.0,0.4444444444444444,0.5,0.3333333333333333,0.5,0.45502222222222216,0.46731666666666666,0.06896551724137931,0.09090909090909091,,0.4230769230769231,12.594999999999999,24.914285714285715,0.264,,,,,,,2.0,1.0,,2.0,1.0,,,,,,,0.5,,,,,1.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.5714285714285714,0.2,0.14285714285714285,0.16666666666666666,0.25,0.25,1.0,0.037037037037037035,0.1111111111111111,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201959,1610612741,Taj Gibson,Taj Gibson,201959,CHI,1812.0,30,-13.0,56,55,11.0,22.0,8.0,111,3.0,4.0,1.0,4.0,1.0,4.0,,1.0,,1.0,5.0,12.0,,1.0,4.0,14.0,63,1.0,,1.0,2.0,2.0,6.0,,,,,1.0,,,,,,,,5.0,1.0,3.0,5.0,5.0,10.0,,2.0,,,,,1.0,,1.0,,,8.0,12.0,5.0,,5.0,1.0,2.0,,1.0,2.0,11.0,2.0,1.0,,,,,0.4166666666666667,0.38461538461538464,,0.4666666666666667,0.3333333333333333,0.07692307692307693,0.08333333333333333,0.25,23.88059701492537,,0.21428571428571427,0.16666666666666666,0.1,,0.16666666666666666,0.15625,0.1,,,0.42857142857142855,0.25,,0.3076923076923077,0.75,1.0,0.3076923076923077,0.25,0.25,0.3076923076923077,0.25,0.25,0.07692307692307693,,,,0.5,,0.38461538461538464,,0.42775833333333324,0.3657,0.14285714285714285,0.15384615384615385,,0.14285714285714285,8.316666666666665,65.5,0.19642857142857142,2.0,2.0,2.0,4.0,7.0,1.0,1.0,,,1.0,1.0,0.5,0.5,0.7,0.125,0.25,,1.0,0.5,1.0,0.43925000000000003,0.5,,,,4.0,,,2.0,,,,1.0,1.0,0.4,0.6666666666666666,,,,,,1.0,,,3.0,4.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202710,1610612741,Jimmy Butler,Jimmy Butler,202710,CHI,3924.0,65,-3.0,120,119,28.0,50.0,15.0,239,2.0,3.0,,,1.0,4.0,2.0,6.0,1.0,3.0,3.0,7.0,2.0,7.0,4.0,16.0,125,,1.0,3.0,2.0,5.0,2.0,6.0,,6.0,2.0,,4.0,1.0,5.0,1.0,1.0,11.0,,,3.0,2.0,5.0,,5.0,,2.0,,1.0,,1.0,1.0,,2.0,,,4.0,4.0,4.0,,4.0,,1.0,,1.0,5.0,28.0,,1.0,1.0,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.5,0.5,0.625,0.5,,,12.949640287769785,0.5,0.06060606060606061,,0.13636363636363635,,0.09090909090909091,,,,,0.125,0.21428571428571427,,0.21428571428571427,0.6666666666666666,0.6666666666666666,,,,0.2857142857142857,0.25,0.25,0.42857142857142855,0.3333333333333333,0.4,1.0,1.0,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.48760714285714285,0.41235,0.06666666666666667,0.125,,0.3125,11.485714285714284,24.87142857142857,0.23333333333333334,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,,,0.4323,,,1.0,,4.0,1.0,3.0,2.0,,,,,1.0,0.6666666666666666,0.6666666666666666,,0.14285714285714285,0.16666666666666666,,,1.0,0.07142857142857142,,,,,,,,0.5,1.0,1.0,1.0,1.0,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,1610612741,Carlos Boozer,Carlos Boozer,2430,CHI,2726.0,45,2.0,85,84,26.0,46.0,11.0,169,7.0,11.0,1.0,9.0,2.0,5.0,,,,,10.0,25.0,,,13.0,33.0,86,6.0,,,5.0,11.0,12.0,,,,,2.0,,1.0,1.0,1.0,,3.0,4.0,2.0,2.0,6.0,8.0,6.0,14.0,,5.0,1.0,,,,,,,,,,1.0,11.0,,19.0,1.0,10.0,,,11.0,26.0,1.0,,,,,,0.4,0.4,0.5,0.4852941176470588,0.55,,0.08,0.09090909090909091,34.69387755102041,,0.2727272727272727,0.0625,0.13333333333333333,0.4444444444444444,0.21621621621621623,0.14634146341463414,0.18181818181818182,0.5714285714285714,,0.3,0.1,,0.44,0.6363636363636364,0.7,0.36,0.1111111111111111,0.125,0.2,0.4,0.4,,,,,,,0.44,,0.46378800000000003,0.4748666666666667,0.29411764705882354,0.29411764705882354,,0.3333333333333333,7.644000000000001,,0.3058823529411765,4.0,4.0,4.0,4.0,9.0,1.0,1.0,,1.0,1.0,,1.0,1.0,0.9,,,0.42857142857142855,,1.0,1.0,0.54205,0.2727272727272727,3.0,,3.0,8.0,,,4.0,,,,,,0.4,0.4444444444444444,0.5,,,0.2,,0.5,,0.5,1.0,2.0,,,,,0.42857142857142855,,,,,,3.0,1.0,0.1111111111111111,0.25,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,1610612741,Luol Deng,Luol Deng,2736,CHI,125.0,2,-1.0,4,4,,,,8,,,,,,,,1.0,,,,,,1.0,,,5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,0.44925,,,,,,,25.4,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,2546.0,42,-3.0,78,78,24.0,35.0,10.0,156,1.0,3.0,1.0,1.0,,1.0,,,,,2.0,5.0,,,2.0,6.0,87,,,,,,,,,,,,1.0,,1.0,,,2.0,,2.0,2.0,4.0,7.0,2.0,9.0,,,,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,3.0,4.0,,3.0,1.0,2.0,,,,24.0,,,,,,,0.4,0.4,,0.5,,,,,8.88888888888889,0.5,0.21052631578947367,0.07692307692307693,0.15384615384615385,,0.1875,0.05555555555555555,0.1,,0.3333333333333333,0.2222222222222222,0.2,,0.6,0.3333333333333333,0.3333333333333333,0.2,1.0,1.0,0.2,,,,,,,,,0.6,,0.47948,,0.3333333333333333,0.3333333333333333,,,6.34,,0.3076923076923077,,,,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,0.14285714285714285,,0.14285714285714285,1.0,,,0.4008,0.3333333333333333,,,,4.0,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203104,1610612741,Marquis Teague,Marquis Teague,203104,CHI,900.0,15,-6.0,29,28,9.0,14.0,4.0,57,1.0,2.0,,,,,,1.0,,,1.0,2.0,,1.0,,2.0,31,,,,,,,,,1.0,,1.0,2.0,1.0,3.0,1.0,,7.0,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,3.0,,,,,,,,,9.0,2.0,,,,,,0.5,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,0.5,0.5,11.428571428571429,1.0,,,0.2,,0.1,,,,,,,,0.6666666666666666,0.5,1.0,,,,,,,0.3333333333333333,,,,,,1.0,,0.5358666666666667,,,,,,2.05,25.7,0.3103448275862069,,,,,,,,,,,,,,,,,,,,,0.5283,,,,,2.0,,1.0,1.0,,,,,,1.0,1.0,,,,0.3333333333333333,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201158,1610612741,Marco Belinelli,Marco Belinelli,201158,CHI,178.0,3,-6.0,6,5,2.0,3.0,,11,,,,,,,,1.0,,1.0,,,,1.0,,,10,,,1.0,,,,,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,16.666666666666668,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,43.7,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
