EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,PenaltyPointsExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,PenaltyPointsPct,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,FG2M,PenaltyFG2M,PtsUnassisted2s,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fg2Pct,PenaltyFg2Pct,LiveBallTurnoverPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,DefTwoPtRebounds,Steals,LostBallSteals,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,on,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTOffRebounds,FTDefRebounds,OffRebounds,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Fg3aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,BadPassSteals,BadPassTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,DefAtRimReboundPct,ThreePtShootingFoulsDrawnPct,Corner3Assists,BlockingFoulsDrawn,3SecondViolations,OffAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SelfOReb,Charge Fouls Drawn,SelfORebPct,SecondChanceFtPoints,Offensive Fouls,BlockedShortMidRange,DefensiveGoaltends,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3FGM,PenaltyCorner3FGM,HeaveAttempts,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,Loose Ball Fouls Drawn
201941,1610612747,Jordan Hill,Jordan Hill,201941,LAL,254.0,4,5,9,9,9,3.0,18,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9,11.11111111111111,0.5,0.16666666666666666,1.0,1.0,0.3938,0.3938,20.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201947,1610612747,Earl Clark,Earl Clark,201947,LAL,66.0,1,3,3,3,3,3.0,6,,,2.0,,,,,3,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202721,1610612747,Darius Morris,Darius Morris,202721,LAL,254.0,4,5,9,9,9,3.0,18,,,2.0,,,,,9,11.11111111111111,,,,,0.28065,0.28065,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202726,1610612747,Andrew Goudelock,Andrew Goudelock,202726,LAL,254.0,4,5,9,9,9,3.0,18,1.0,2.0,2.0,2.0,,,,9,55.55555555555556,,,,0.25,0.41223750000000003,0.41223750000000003,12.8,1.0,,2.0,,2.0,,2.0,4.0,,2.0,4.0,,2.0,,4.0,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,,0.5,,1.0,25.700000000000003,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203135,1610612747,Robert Sacre,Robert Sacre,203135,LAL,254.0,4,5,9,9,9,3.0,18,1.0,1.0,2.0,1.0,,2.0,2.0,9,11.11111111111111,,0.3333333333333333,,1.0,0.3821,0.3821,21.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.5,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1610612747,Chris Duhon,Chris Duhon,2768,LAL,188.0,3,2,6,6,6,,12,,,,,,,,6,16.666666666666668,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,1610612747,Antawn Jamison,Antawn Jamison,1712,LAL,4739.0,79,-49,154,157,41,43.0,311,3.0,11.0,183.0,3.0,1.0,6.0,7.0,41,17.365269461077844,0.058823529411764705,0.08333333333333333,0.1,0.13043478260869565,0.49176956521739135,0.47863999999999995,7.390909090909091,0.2662337662337662,5.0,12.0,1.0,2.0,5.0,12.0,29.0,1.0,2.0,9.0,,12.0,5.0,9.0,0.4166666666666667,0.5,0.4166666666666667,0.5434782608695652,0.7,0.5576923076923077,0.75,0.5217391304347826,0.5217391304347826,0.4166666666666667,0.4166666666666667,0.4,0.5,0.782608695652174,0.4166666666666667,0.3103448275862069,24.991666666666664,,2.0,,5.0,2.0,2.0,3.0,3.0,3.0,,0.45454545454545453,0.6666666666666666,1.0,0.08695652173913043,,,,,4.0,1.0,1.0,0.09302325581395349,0.13333333333333333,,,False,11.0,5.0,6.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,8.0,15.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,4.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.18181818181818182,0.16666666666666666,0.5,0.16666666666666666,0.09090909090909091,0.11764705882352941,0.5,0.2608695652173913,0.8333333333333334,1.0,0.8,1.0,1.0,1.0,0.4,1.0,0.5014,0.08,0.15384615384615385,0.06896551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,5067.0,84,-4,157,153,37,14.0,310,3.0,14.0,166.0,3.0,1.0,5.0,11.0,37,17.679558011049725,0.05263157894736842,0.06097560975609756,0.08333333333333333,0.10714285714285714,0.4750375,0.43715625,9.957142857142857,0.2356687898089172,2.0,8.0,,2.0,2.0,14.0,18.0,,5.0,2.0,,8.0,2.0,2.0,0.14285714285714285,,0.14285714285714285,0.2857142857142857,0.125,0.3103448275862069,0.125,0.5,0.2857142857142857,0.25,0.2857142857142857,0.25,,0.5714285714285714,0.25,0.1111111111111111,24.599999999999998,2.0,9.0,1.0,5.0,1.0,8.0,1.0,,3.0,1.0,0.35714285714285715,0.3333333333333333,0.3333333333333333,0.32142857142857145,0.2222222222222222,0.4,0.3333333333333333,0.3333333333333333,4.0,2.0,1.0,0.06349206349206349,0.13636363636363635,2.0,,False,20.0,2.0,2.0,,,,,2.0,2.0,2.0,4.0,,2.0,6.0,,4.0,4.0,5.0,2.0,11.0,1.0,,6.0,,1.0,5.0,,3.0,2.0,1.0,,1.0,,1.0,1.0,,,0.2,0.2,1.0,1.0,0.4,0.4,0.2857142857142857,,0.4444444444444444,,0.16666666666666666,0.04,1.0,0.07142857142857142,1.0,1.0,0.5,1.0,,,,,0.427675,0.034482758620689655,0.06666666666666667,0.2222222222222222,6.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07142857142857142,0.125,0.03636363636363636,0.13043478260869565,0.0641025641025641,0.06666666666666667,0.11764705882352941,0.16666666666666666,0.21428571428571427,0.2,0.4,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202721,1610612747,Darius Morris,Darius Morris,202721,LAL,6041.0,101,-64,191,196,47,36.0,387,8.0,26.0,237.0,9.0,1.0,4.0,5.0,47,19.907407407407405,0.05263157894736842,0.05263157894736842,0.09090909090909091,0.23529411764705882,0.5281882352941176,0.5768099999999999,7.234615384615385,0.24607329842931938,2.0,8.0,,1.0,2.0,8.0,39.0,,1.0,17.0,,8.0,2.0,17.0,0.25,,0.25,0.47058823529411764,0.7,0.527027027027027,0.7727272727272727,0.23529411764705882,0.23529411764705882,0.25,0.25,0.1,,0.7058823529411765,0.25,0.4358974358974359,25.05,,2.0,3.0,13.0,7.0,20.0,4.0,1.0,6.0,,0.5,0.7777777777777778,0.6666666666666666,0.058823529411764705,,,0.375,0.375,3.0,2.0,1.0,0.05263157894736842,,2.0,,False,22.0,10.0,16.0,1.0,1.0,6.0,6.0,7.0,1.0,1.0,2.0,3.0,6.0,6.0,2.0,2.0,9.0,12.0,5.0,27.0,,,1.0,2.0,,6.0,,7.0,9.0,4.0,,,,,,1.0,,0.23076923076923078,0.25,1.0,1.0,0.5,0.5,0.07692307692307693,0.125,,,,0.08695652173913043,,0.47058823529411764,0.625,0.7142857142857143,0.3,1.0,0.5,1.0,0.6,1.0,0.6413,0.13513513513513514,0.14285714285714285,0.05128205128205128,,,,1.0,1.0,,3.0,3.0,2.0,2.0,,1.0,1.0,3.0,,,,,,,0.015873015873015872,,0.011235955056179775,0.04,,,,,0.5,,1.0,1.0,1.0,2.0,1.0,0.06666666666666667,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,8735.0,146,-47,270,273,47,39.0,543,21.0,52.0,310.0,6.0,11.0,39.0,46.0,47,22.772277227722775,0.3548387096774194,0.2462686567164179,0.3157894736842105,0.40384615384615385,0.4549519230769231,0.47911666666666664,9.609615384615383,0.17407407407407408,,,,,,,56.0,,,4.0,,,,4.0,,,,0.4807692307692308,0.3333333333333333,0.5,0.3333333333333333,,,,,,,0.28846153846153844,,0.07142857142857142,,8.0,16.0,5.0,25.0,2.0,26.0,10.0,4.0,13.0,4.0,0.4807692307692308,0.3333333333333333,0.7692307692307693,0.3076923076923077,0.5,0.5333333333333333,0.23809523809523808,0.23809523809523808,22.0,2.0,1.0,0.21359223300970873,0.2702702702702703,3.0,,False,27.0,12.0,15.0,5.0,5.0,2.0,2.0,6.0,9.0,11.0,18.0,,24.0,,6.0,4.0,19.0,26.0,16.0,59.0,,6.0,7.0,3.0,,4.0,,11.0,11.0,7.0,,3.0,3.0,3.0,1.0,,,0.48,0.5454545454545454,,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.07692307692307693,0.2,0.0625,0.8571428571428571,,0.21621621621621623,0.3333333333333333,0.28846153846153844,0.8,1.0,0.4166666666666667,,0.45454545454545453,1.0,0.3333333333333333,1.0,0.45975,0.125,0.125,0.32142857142857145,,,,,,,7.0,5.0,2.0,1.0,3.0,4.0,1.0,6.0,,1.0,,,,,0.043010752688172046,0.08823529411764706,0.05511811023622047,0.05128205128205128,0.10714285714285714,,,,,,2.0,,,3.0,,0.13793103448275862,,2.0,1.0,1.0,0.125,0.4166666666666667,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,
