EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,FG2A,OpponentPoints,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,AtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,AtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,FG2M,Points,SecondChanceFG2A,PtsAssisted2s,DefTwoPtRebounds,DefRebounds,DeadBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,PenaltyOffPoss,SecondChanceAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,FTDefRebounds,LiveBallTurnovers,LostBallTurnovers,ShootingFouls,Charge Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Fg3aBlocked,TwoPtAssists,ShortMidRangeAssists,SecondChanceTurnovers,FG3APctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,AtRimAssists,DefThreePtRebounds,Steals,BadPassSteals,Technical Free Throw Trips,PenaltyFg2Pct,PenaltyEfgPct,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,DefCorner3ReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,Travels,SecondChanceArc3Frequency,Corner3FGA,Corner3Frequency,on,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,BlockingFouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyTurnovers,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,PenaltyCorner3Accuracy,HeaveAttempts,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations
101109,1610612752,Raymond Felton,Raymond Felton,101109,NYK,217.0,4,-3.0,6,7,4.0,2.0,13,1.0,1.0,10,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,12.5,0.5,0.25,0.5,1.0,1.0,1.0,0.4528,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,1610612752,Kenyon Martin,Kenyon Martin,2030,NYK,1563.0,26,-5.0,44,44,12.0,6.0,88,4.0,6.0,50,,,,,1.0,1.0,2.0,,13.72549019607843,0.045454545454545456,0.041666666666666664,,,0.6666666666666666,0.6666666666666666,0.4907833333333334,6.899999999999999,2.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.058823529411764705,0.041666666666666664,0.3333333333333333,0.14285714285714285,1.0,0.5,0.5,1.0,0.3333333333333333,0.5,0.49735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,1610612752,Amar'e Stoudemire,Amar'e Stoudemire,2405,NYK,1954.0,33,-2.0,54,55,19.0,9.0,109,7.0,12.0,60,,,,,4.0,4.0,9.0,,27.69230769230769,0.14814814814814814,0.125,0.25,,0.5384615384615384,0.6153846153846154,0.4791423076923077,4.158333333333333,3.0,2.0,1.0,4.0,15.0,4.0,6.0,4.0,5.0,1.0,3.0,9.0,1.0,,,,,,2.0,0.75,1.0,0.3333333333333333,0.4230769230769231,0.5,0.2,0.13793103448275862,,0.14285714285714285,,0.42857142857142855,0.6,0.6666666666666666,0.07692307692307693,0.5,0.527425,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6,1.0,0.07692307692307693,0.16666666666666666,0.2857142857142857,0.6666666666666666,0.25,0.09090909090909091,0.25,0.2,0.3076923076923077,0.25,0.25,1.0,0.07692307692307693,1.0,1.0,1.0,0.5,1.0,0.07142857142857142,0.07692307692307693,0.4,0.13333333333333333,26.1,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,1610612752,Carmelo Anthony,Carmelo Anthony,2546,NYK,569.0,9,-9.0,16,16,9.0,4.0,32,1.0,5.0,22,,1.0,,2.0,,,2.0,,42.85714285714286,,,,,0.14285714285714285,0.42857142857142855,0.45737857142857147,12.120000000000001,,,2.0,2.0,7.0,1.0,,1.0,2.0,2.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,,,,0.4,0.5,0.5,0.25,0.16666666666666666,,,1.0,,,,0.2857142857142857,,0.4033,,,1.0,2.0,1.0,2.0,1.0,2.0,,1.0,,2.0,,,4.0,3.0,,2.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,0.5,0.5,1.0,1.0,1.0,,0.2857142857142857,,,,0.5,,0.5,,0.2857142857142857,0.5,0.5,,0.2857142857142857,0.5,1.0,1.0,,0.5,,,0.2857142857142857,,26.35,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,1610612752,JR Smith,JR Smith,2747,NYK,1477.0,25,,41,43,15.0,6.0,84,8.0,16.0,47,,1.0,,2.0,,,2.0,,40.816326530612244,,,,,0.4444444444444444,0.5555555555555556,0.44472500000000004,9.175,4.0,,6.0,7.0,21.0,1.0,,,2.0,,,3.0,,,,,,,,,,0.4375,0.4722222222222222,0.525,,0.047619047619047616,,,,0.5,0.5,,0.3333333333333333,,0.386,3.0,,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,,2.0,2.0,4.0,14.0,3.0,,2.0,1.0,,1.0,,,2.0,,2.0,,5.0,1.0,1.0,4.0,3.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.1111111111111111,,,,0.3333333333333333,,,,0.1111111111111111,1.0,1.0,,0.1111111111111111,0.5,0.5,1.0,,0.5,0.05263157894736842,0.058823529411764705,0.09523809523809523,0.19047619047619047,25.45,0.07317073170731707,1.0,,1.0,,,,,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.2,0.5,1.0,0.5,0.44945,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1610612752,Jason Kidd,Jason Kidd,467,NYK,1674.0,28,-2.0,47,47,19.0,9.0,94,,,49,4.0,4.0,4.0,12.0,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,0.06382978723404255,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,0.2222222222222222,0.16666666666666666,,,,,0.3333333333333333,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203142,1610612752,Chris Copeland,Chris Copeland,203142,NYK,844.0,14,6.0,24,24,7.0,3.0,48,,,25,,,,,,,1.0,,22.22222222222222,,,,,,1.0,0.5361,,,,,,11.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,1.125,1.1,0.1111111111111111,0.09090909090909091,,0.5,,,,,,,0.543,3.0,,,,3.0,4.0,3.0,4.0,2.0,,,,,,,9.0,,4.0,3.0,,,,,,,1.0,,2.0,1.0,,,3.0,,1.0,0.75,0.75,,,,,1.0,,,,,,,,,,,,1.0,0.75,0.75,1.0,,0.75,0.2,1.0,,,25.75,0.125,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202697,1610612752,Iman Shumpert,Iman Shumpert,202697,NYK,269.0,4,-2.0,7,7,,,14,,2.0,6,,,,,,,1.0,,28.57142857142857,,,,,,,0.434,18.55,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.3333333333333333,,,,,,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203143,1610612752,Pablo Prigioni,Pablo Prigioni,203143,NYK,934.0,16,2.0,24,24,6.0,5.0,48,,,25,1.0,4.0,1.0,9.0,,,,,6.666666666666667,,,,,,1.0,0.5429999999999999,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.5,,,,,,,,,,25.450000000000003,,,,3.0,,,,,,,,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,1610612752,Tyson Chandler,Tyson Chandler,2199,NYK,269.0,4,5.0,7,8,4.0,1.0,15,,,6,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,0.3333333333333333,0.25,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
