EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PtsUnassisted2s,Fg2aBlocked,DefThreePtRebounds,DefRebounds,Rebounds,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,FTDefRebounds,Fouls,DefFTReboundPct,on,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Clear Path Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,OffTwoPtRebounds,Travels,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockedAtRim,LongMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceCorner3FGM,SelfOReb,ShortMidRangePctBlocked,SelfORebPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,Charge Fouls,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,HeaveAttempts,Offensive Fouls,Defensive 3 Seconds Violations
201228,1610612751,C.J. Watson,C.J. Watson,201228,BKN,57.0,1.0,-2.0,2,2,2,4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202705,1610612751,MarShon Brooks,MarShon Brooks,202705,BKN,79.0,1.0,-1.0,3,3,3,6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203116,1610612751,Tyshawn Taylor,Tyshawn Taylor,203116,BKN,79.0,1.0,-1.0,3,3,3,6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203141,1610612751,Mirza Teletovic,Mirza Teletovic,203141,BKN,79.0,1.0,-1.0,3,3,3,6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,1610612751,Kris Humphries,Kris Humphries,2743,BKN,79.0,1.0,-1.0,3,3,3,6,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,66.66666666666667,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.43415,7.4,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,1610612751,Gerald Wallace,Gerald Wallace,2222,BKN,22.0,,1.0,1,1,1,2,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101114,1610612751,Deron Williams,Deron Williams,101114,BKN,17525.0,292.0,,543,538,128,1081,576.0,25.0,7.0,17.0,28.0,63.0,144.0,48.0,2.0,6.0,21.0,22.0,0.4444444444444444,0.5047169811320755,0.5725806451612904,0.031746031746031744,0.08,23.225806451612904,0.10714285714285714,0.08108108108108109,0.1,0.2358490566037736,0.16037735849056603,0.4117647058823529,0.4117647058823529,0.6415094339622641,0.4845481132075472,9.620634920634918,,17.0,,False,155.0,64.0,15.0,1.0,2.0,5.0,7.0,6.0,21.0,2.0,3.0,1.0,1.0,2.0,15.0,40.0,1.0,3.0,3.0,9.0,17.0,43.0,37.0,2.0,4.0,1.0,4.0,5.0,12.0,6.0,14.0,4.0,11.0,16.0,40.0,8.0,30.0,21.0,40.0,15.0,47.0,12.0,59.0,9.0,3.0,24.0,7.0,16.0,130.0,1.0,15.0,1.0,7.0,5.0,2.0,16.0,2.0,9.0,5.0,3.0,7.0,21.0,1.0,5.0,8.0,1.0,31.0,3.0,45.0,2.0,1.0,3.0,11.0,4.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,40.0,155.0,2.0,5.0,0.14285714285714285,0.14285714285714285,0.5882352941176471,0.3953488372093023,0.25,0.36363636363636365,0.3953488372093023,0.5,0.42857142857142855,0.4375,0.48,0.6,0.5909090909090909,0.4056603773584906,0.7619047619047619,0.07389162561576355,0.0125,0.003663003663003663,0.017857142857142856,0.06329113924050633,0.06976744186046512,0.08641975308641975,0.125,0.5,0.6,0.6521739130434783,0.26666666666666666,0.19811320754716982,0.2857142857142857,0.2857142857142857,0.02830188679245283,0.6666666666666666,0.6666666666666666,1.0,0.37735849056603776,0.375,0.375,0.5333333333333333,0.25,0.5,1.0,0.125,0.375,0.3333333333333333,1.0,0.28,0.7142857142857143,0.08,0.5,0.36,0.3333333333333333,0.375,0.5017083333333333,0.5082819999999999,0.1271186440677966,0.1527777777777778,0.08695652173913043,0.08333333333333333,0.2777777777777778,25.14883720930233,0.285451197053407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101154,1610612751,Andray Blatche,Andray Blatche,101154,BKN,8301.0,138.0,14.0,250,252,59,502,266.0,22.0,9.0,17.0,29.0,58.0,72.0,26.0,5.0,2.0,24.0,34.0,0.5,0.5,0.5538461538461539,0.08620689655172414,0.18181818181818182,24.22145328719723,0.06666666666666667,0.1826086956521739,0.08,0.3793103448275862,0.29310344827586204,0.5294117647058824,0.5294117647058824,0.3793103448275862,0.4392017241379311,9.067241379310344,3.0,14.0,0.375,False,75.0,31.0,13.0,2.0,6.0,,3.0,7.0,19.0,,,,,,,,,,,,,,14.0,5.0,11.0,,,,10.0,2.0,11.0,,,4.0,8.0,32.0,,,,,8.0,1.0,9.0,1.0,,7.0,,1.0,19.0,3.0,19.0,10.0,2.0,1.0,1.0,4.0,,2.0,1.0,,2.0,5.0,,,8.0,,17.0,1.0,17.0,3.0,,,7.0,,3.0,3.0,,,,1.0,1.0,3.0,1.0,8.0,75.0,2.0,2.0,0.5517241379310345,0.5925925925925926,,,,,,0.45454545454545453,0.18181818181818182,0.45454545454545453,0.18181818181818182,0.45454545454545453,0.2857142857142857,,0.8,0.2235294117647059,0.08108108108108109,0.078125,0.07692307692307693,0.16216216216216217,0.3333333333333333,0.2222222222222222,,0.3333333333333333,0.5909090909090909,0.7222222222222222,0.7692307692307693,0.3275862068965517,0.3684210526315789,0.3888888888888889,,,,,,,,,0.5454545454545454,0.3333333333333333,0.5,,,,,0.2727272727272727,,,,,,,0.4375875,0.37978181818181816,0.11290322580645161,0.11290322580645161,,0.1388888888888889,0.1111111111111111,,0.3,4.0,7.0,1.0,1.0,1.0,2.0,1.0,0.05263157894736842,0.07692307692307693,0.1111111111111111,0.08,0.05128205128205128,0.09090909090909091,0.3333333333333333,0.42857142857142855,,,,,,,,,,,,,,
201228,1610612751,C.J. Watson,C.J. Watson,201228,BKN,9602.0,160.0,,297,296,77,593,317.0,20.0,4.0,7.0,20.0,40.0,60.0,30.0,4.0,4.0,12.0,17.0,0.5,0.4727272727272727,0.5,0.1,0.15,17.291066282420747,0.125,0.08208955223880597,0.13333333333333333,0.36363636363636365,0.12727272727272726,0.5714285714285714,0.6666666666666666,0.6363636363636364,0.5027663636363635,8.832500000000001,1.0,11.0,0.14285714285714285,False,93.0,42.0,11.0,1.0,1.0,4.0,8.0,5.0,13.0,2.0,9.0,1.0,2.0,3.0,2.0,6.0,,2.0,,2.0,4.0,15.0,8.0,2.0,3.0,1.0,3.0,,7.0,5.0,11.0,2.0,5.0,3.0,19.0,10.0,12.0,,6.0,2.0,10.0,3.0,13.0,1.0,2.0,7.0,1.0,2.0,29.0,2.0,7.0,5.0,5.0,2.0,3.0,,1.0,,1.0,,,1.0,,,3.0,,17.0,1.0,12.0,3.0,,1.0,6.0,,1.0,1.0,,,,,1.0,1.0,,19.0,93.0,3.0,1.0,0.25,0.25,1.0,0.26666666666666666,0.3333333333333333,0.4,0.26666666666666666,0.6666666666666666,0.45454545454545453,0.5833333333333334,0.5,0.5833333333333334,0.5588235294117647,0.2727272727272727,,0.06862745098039216,0.047619047619047616,0.033783783783783786,0.03571428571428571,0.047619047619047616,0.07407407407407407,0.09090909090909091,,,0.55,0.6470588235294118,0.18181818181818182,0.23636363636363636,0.38461538461538464,0.38461538461538464,0.16363636363636364,0.2222222222222222,0.2222222222222222,1.0,0.10909090909090909,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,1.0,,0.16666666666666666,0.3333333333333333,,,0.5,0.5,0.1875,0.6666666666666666,0.125,,0.3333333333333333,0.529775,0.5273687499999999,0.10344827586206896,0.13953488372093023,,0.11666666666666667,0.31666666666666665,24.160000000000004,0.31313131313131315,,3.0,,,1.0,1.0,,,0.02830188679245283,0.03125,,0.043478260869565216,0.07142857142857142,0.25,0.4,1.0,2.0,0.14285714285714285,0.07692307692307693,1.0,1.0,,,,,,,,
201572,1610612751,Brook Lopez,Brook Lopez,201572,BKN,15797.0,263.0,35.0,490,483,113,973,501.0,64.0,8.0,25.0,57.0,122.0,156.0,32.0,14.0,6.0,23.0,52.0,0.4672131147540984,0.47560975609756095,0.5454545454545454,0.11475409836065574,0.15625,28.392857142857146,0.12,0.09282700421940929,0.14705882352941177,0.5203252032520326,0.2032520325203252,0.32,0.38095238095238093,0.5284552845528455,0.4836666666666667,7.41967213114754,1.0,20.0,0.06666666666666667,False,156.0,60.0,38.0,9.0,21.0,11.0,18.0,11.0,33.0,,,,,,1.0,1.0,,,,,1.0,1.0,39.0,11.0,24.0,,,8.0,30.0,20.0,39.0,,,19.0,59.0,82.0,,3.0,1.0,1.0,2.0,8.0,10.0,5.0,3.0,1.0,1.0,,28.0,5.0,16.0,29.0,6.0,3.0,3.0,5.0,1.0,4.0,11.0,,1.0,16.0,1.0,4.0,7.0,,32.0,1.0,44.0,4.0,,,21.0,,3.0,21.0,,,,,3.0,21.0,10.0,59.0,156.0,3.0,3.0,0.7192982456140351,0.82,,1.0,,,1.0,0.4583333333333333,0.5128205128205128,0.4583333333333333,0.5128205128205128,0.5172413793103449,0.59,0.008130081300813009,0.3125,0.0855614973262032,0.07352941176470588,0.10970464135021098,0.0851063829787234,0.05555555555555555,0.14285714285714285,0.0875,0.0625,0.47619047619047616,0.59375,0.7037037037037037,0.6842105263157895,0.2682926829268293,0.3333333333333333,0.3333333333333333,,,,,0.008130081300813009,1.0,1.0,,0.875,0.42857142857142855,0.1111111111111111,,,,,0.46153846153846156,0.6111111111111112,,,,,1.0,0.5154238095238096,0.4701282051282051,0.15,0.1510791366906475,,0.19230769230769232,0.3782051282051282,25.8,0.3183673469387755,14.0,21.0,4.0,1.0,1.0,1.0,18.0,,0.1242603550295858,0.1875,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.75,0.8181818181818182,,4.0,0.16,0.0784313725490196,,,3.0,3.0,1.0,3.0,0.2,,,
