EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,PenaltyFG3A,PenaltyFtPoints,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceFtPoints,OffCorner3ReboundPct,Defensive 3 Seconds Violations,SecondChanceTurnovers,DefensiveGoaltends,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,Corner3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,on
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,5911.0,99.0,-17.0,186,182,34,42.0,27.0,368,7.0,12.0,4.0,5.0,1.0,2.0,3.0,8.0,3.0,12.0,1.0,1.0,1.0,1.0,2.0,8.0,13.0,32.0,3.0,9.0,2.0,37.0,201.0,4.0,7.0,1.0,1.0,11.0,2.0,5.0,4.0,16.0,10.0,6.0,3.0,6.0,8.0,2.0,4.0,1.0,3.0,3.0,6.0,3.0,2.0,1.0,15.0,2.0,7.0,5.0,10.0,1.0,16.0,9.0,25.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,6.0,1.0,7.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,34,0.6153846153846154,0.8,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.40625,0.5714285714285714,0.4,0.4268292682926829,0.6875,0.4,0.45121951219512196,0.6875,0.4,0.21951219512195122,0.1111111111111111,0.125,0.25,0.08333333333333333,0.125,20.547945205479454,0.75,0.2,0.19230769230769232,0.1206896551724138,0.2,0.05405405405405406,0.19480519480519481,0.09473684210526316,0.13793103448275862,0.16666666666666666,0.058823529411764705,0.07142857142857142,0.1111111111111111,0.1875,0.2777777777777778,0.23529411764705882,0.125,0.05263157894736842,1.0,0.2926829268292683,0.5833333333333334,0.7777777777777778,0.5714285714285714,0.1951219512195122,0.375,0.375,0.6666666666666666,0.2926829268292683,0.25,0.2727272727272727,0.6666666666666666,0.024390243902439025,1.0,1.0,0.1951219512195122,0.25,0.2857142857142857,1.0,0.625,0.8,0.25,0.125,1.0,0.4,0.5,0.5121951219512195,0.25,0.5015012195121952,0.5463166666666667,0.5178200000000001,0.04878048780487805,0.0625,0.2972972972972973,0.10810810810810811,9.553125000000001,25.144444444444446,0.1827956989247312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101145,1610612749,Monta Ellis,Monta Ellis,101145,MIL,6889.0,115.0,-33.0,214,210,56,60.0,26.0,424,6.0,10.0,1.0,1.0,3.0,5.0,3.0,6.0,9.0,14.0,,4.0,,1.0,2.0,10.0,18.0,30.0,2.0,14.0,2.0,44.0,236.0,2.0,3.0,,3.0,4.0,7.0,11.0,15.0,12.0,24.0,3.0,3.0,,10.0,2.0,2.0,,14.0,1.0,15.0,,12.0,1.0,31.0,,2.0,5.0,4.0,,9.0,2.0,11.0,1.0,8.0,4.0,4.0,5.0,3.0,5.0,2.0,1.0,10.0,2.0,2.0,,7.0,,15.0,1.0,2.0,10.0,2.0,6.0,1.0,,1.0,,15.0,56,0.3333333333333333,0.3333333333333333,0.5,0.14285714285714285,,0.14285714285714285,0.6,0.6666666666666666,0.6363636363636364,0.4772727272727273,0.3333333333333333,0.4666666666666667,0.4583333333333333,0.3333333333333333,0.46875,0.3181818181818182,,0.06666666666666667,0.1,,,23.770491803278688,0.5,,0.07017543859649122,0.03278688524590164,0.15151515151515152,,0.1,0.019230769230769232,0.034482758620689655,,0.0625,,0.05,0.07142857142857142,0.08695652173913043,0.14285714285714285,0.16666666666666666,0.047619047619047616,,0.22727272727272727,0.6,0.6666666666666666,0.5,0.13636363636363635,0.5,0.6,,0.3181818181818182,0.6428571428571429,0.6428571428571429,0.3333333333333333,0.09090909090909091,,,0.22727272727272727,0.2,0.2,0.5,0.16666666666666666,1.0,1.0,0.16666666666666666,,0.3333333333333333,0.6,0.5454545454545454,0.2,0.5020954545454546,0.5579799999999999,0.5297166666666666,0.125,0.17647058823529413,0.09090909090909091,0.3409090909090909,10.396666666666667,24.9,0.2616822429906542,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.13333333333333333,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,True
200755,1610612749,JJ Redick,JJ Redick,200755,MIL,2298.0,38.0,-38.0,70,68,31,22.0,9.0,138,1.0,1.0,,,,,,,2.0,3.0,,,,,2.0,7.0,3.0,4.0,2.0,7.0,,12.0,96.0,,,,2.0,,,1.0,,4.0,2.0,6.0,,,7.0,2.0,,,1.0,,1.0,,,,2.0,,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,3.0,,,4.0,2.0,3.0,,4.0,,,,,,,,,,,,,31,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,,0.2857142857142857,0.75,,,0.5454545454545454,,,0.5454545454545454,,,0.6363636363636364,,,,,,18.51851851851852,0.25,0.25,,,,,,,,,,,,,,,,,,0.09090909090909091,1.0,1.0,,,,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,,,,0.6363636363636364,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,0.7272727272727273,0.2857142857142857,0.4911909090909091,0.4512,0.46303333333333335,,,,,13.45,26.485714285714284,0.44285714285714284,,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,True
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,8133.0,136.0,-52.0,253,249,67,72.0,33.0,502,10.0,16.0,2.0,3.0,3.0,3.0,,2.0,,1.0,,3.0,,,,1.0,10.0,19.0,,4.0,13.0,33.0,293.0,2.0,3.0,,,6.0,3.0,4.0,12.0,6.0,14.0,,,4.0,1.0,,1.0,,5.0,2.0,7.0,1.0,2.0,1.0,16.0,2.0,2.0,5.0,3.0,2.0,10.0,4.0,14.0,1.0,4.0,4.0,,2.0,2.0,3.0,,1.0,5.0,2.0,5.0,,9.0,,10.0,,,18.0,,9.0,,,,,12.0,67,0.3,0.375,,,,,0.5263157894736842,0.6666666666666666,0.75,0.43478260869565216,0.6666666666666666,0.6,0.515625,0.75,0.75,0.17391304347826086,,0.05263157894736842,0.0625,,,12.714776632302405,0.4,0.2222222222222222,0.04838709677419355,0.02857142857142857,0.13157894736842105,0.04081632653061224,0.08,0.03361344537815126,0.06060606060606061,,,0.02631578947368421,0.045454545454545456,0.058823529411764705,0.043478260869565216,0.13043478260869565,0.13333333333333333,0.08333333333333333,,0.6956521739130435,0.625,0.6666666666666666,0.3,0.08695652173913043,,,,0.043478260869565216,,,,0.13043478260869565,,,0.043478260869565216,,,,1.0,0.6666666666666666,,,,0.6,1.0,0.8695652173913043,,0.5930565217391305,0.6676,0.58891,0.28125,0.32142857142857145,0.18181818181818182,0.36363636363636365,2.7736842105263158,24.025000000000002,0.2648221343873518,,,1.0,1.0,6.0,1.0,2.0,2.0,,,,,,2.0,,,,0.2,2.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,True
202327,1610612749,Ekpe Udoh,Ekpe Udoh,202327,MIL,2300.0,38.0,-8.0,71,69,29,42.0,6.0,140,1.0,2.0,,,1.0,1.0,2.0,3.0,,,,,,,,,3.0,5.0,,,,6.0,85.0,,,,,,2.0,2.0,4.0,4.0,2.0,,,,,,,,1.0,,1.0,,1.0,,2.0,,,,1.0,1.0,2.0,,2.0,,1.0,1.0,,,,,,,,,3.0,,4.0,1.0,,,,,,,1.0,,1.0,,4.0,29,0.6666666666666666,0.6666666666666666,,,,,0.6,,1.0,0.6,,1.0,0.6,,1.0,,,,,,,6.4935064935064934,,0.5,0.1,,,,0.041666666666666664,,,,,,,,0.2,,,,,0.4,0.5,0.5,1.0,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,0.5,1.0,0.4,,0.488,,0.5481,,,,0.6666666666666666,5.6,,0.4084507042253521,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True
202336,1610612749,Larry Sanders,Larry Sanders,202336,MIL,5326.0,89.0,-36.0,166,165,26,15.0,23.0,331,14.0,22.0,3.0,7.0,2.0,3.0,2.0,3.0,2.0,5.0,,,,,,,18.0,30.0,,,4.0,40.0,184.0,5.0,10.0,,,10.0,2.0,3.0,4.0,26.0,10.0,,,6.0,,,,,3.0,2.0,5.0,2.0,2.0,1.0,12.0,3.0,8.0,7.0,10.0,2.0,19.0,11.0,30.0,2.0,1.0,1.0,,5.0,4.0,5.0,1.0,2.0,10.0,,10.0,2.0,14.0,1.0,7.0,,,7.0,3.0,5.0,5.0,,5.0,3.0,4.0,26,0.7222222222222222,0.8666666666666667,,,,,0.6,0.5,0.6666666666666666,0.6,0.5,0.6666666666666666,0.625,0.5,0.6666666666666666,,,,,,,21.761658031088082,0.5,0.6666666666666666,0.20408163265306123,0.1702127659574468,0.2916666666666667,0.08333333333333333,0.2328767123287671,0.13253012048192772,0.17391304347826086,0.15384615384615385,0.18181818181818182,0.07692307692307693,0.15789473684210525,0.3076923076923077,0.17647058823529413,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.6,0.7333333333333333,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.1,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.4,0.4,1.0,,,,,,,,0.7,0.42857142857142855,,,,1.0,0.6666666666666666,0.7333333333333333,,0.5933933333333333,0.5553555555555555,0.6099,0.15625,0.15625,0.25,0.1,4.426666666666667,,0.1566265060240964,,,,,,,,2.0,,1.0,1.0,,5.0,1.0,,,,,,0.1,,3.0,1.0,,,,,,,,,,,,,,,,,True
2223,1610612749,Samuel Dalembert,Samuel Dalembert,2223,MIL,299.0,5.0,-7.0,10,10,10,10.0,2.0,20,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,13.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,1.0,3.0,,1.0,,1.0,,,2.0,,,2.0,2.0,2.0,,2.0,,1.0,,,2.0,,1.0,,,,,,10,,,,,,,,,,,,,,,,,,,,,,28.57142857142857,,0.25,0.5,0.3333333333333333,,,0.5,0.2,0.3333333333333333,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,0.6322,0.6322,0.6322,0.5,0.5,,,0.7,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201943,1610612749,Brandon Jennings,Brandon Jennings,201943,MIL,6310.0,105.0,-33.0,199,197,45,48.0,24.0,396,5.0,12.0,,,3.0,4.0,3.0,6.0,1.0,3.0,1.0,5.0,,1.0,3.0,18.0,9.0,21.0,4.0,23.0,10.0,40.0,230.0,,,,1.0,,4.0,7.0,13.0,6.0,12.0,6.0,6.0,,17.0,3.0,4.0,,9.0,3.0,12.0,3.0,6.0,3.0,27.0,,1.0,2.0,3.0,,5.0,1.0,6.0,,7.0,4.0,3.0,7.0,5.0,4.0,2.0,,11.0,6.0,3.0,1.0,6.0,,13.0,,1.0,14.0,,4.0,1.0,,1.0,,13.0,45,0.3333333333333333,0.3333333333333333,0.5,0.17391304347826086,,0.18181818181818182,0.42857142857142855,,0.5714285714285714,0.3409090909090909,,0.5,0.4,,0.5416666666666666,0.5227272727272727,,0.19047619047619047,0.25,,,27.11111111111111,0.6363636363636364,,0.05454545454545454,0.02040816326530612,0.07692307692307693,,0.06172839506172839,0.011494252873563218,0.041666666666666664,,,,0.05,,0.10526315789473684,,0.2222222222222222,,,0.2727272727272727,0.4166666666666667,0.5555555555555556,0.6,0.13636363636363635,0.5,0.6,,0.06818181818181818,0.3333333333333333,0.3333333333333333,,0.11363636363636363,0.2,0.2,0.4090909090909091,0.16666666666666666,0.16666666666666666,0.3333333333333333,,,,1.0,,0.36363636363636365,0.75,0.7954545454545454,0.17647058823529413,0.5425674418604651,0.57615,0.52238,0.12244897959183673,0.16,,0.325,6.328571428571427,25.90869565217391,0.22613065326633167,,,4.0,4.0,2.0,,,2.0,1.0,1.0,,,1.0,,0.16666666666666666,,,0.36363636363636365,,,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.08333333333333333,,,,,,True
2399,1610612749,Mike Dunleavy,Mike Dunleavy,2399,MIL,2523.0,42.0,-23.0,78,74,24,32.0,14.0,152,1.0,2.0,,,,,,2.0,3.0,3.0,1.0,1.0,,,3.0,7.0,4.0,7.0,4.0,8.0,3.0,23.0,94.0,,,1.0,3.0,4.0,1.0,1.0,10.0,2.0,6.0,12.0,,,7.0,3.0,2.0,,4.0,,4.0,,2.0,2.0,8.0,,2.0,1.0,3.0,,4.0,2.0,6.0,,2.0,1.0,1.0,2.0,1.0,,1.0,,2.0,,,1.0,2.0,1.0,7.0,2.0,,4.0,,1.0,,,,,10.0,24,0.25,0.25,1.0,0.5,0.3333333333333333,0.5,0.5714285714285714,,1.0,0.6666666666666666,0.5,1.0,0.6764705882352942,0.5,1.0,0.5333333333333333,,0.2857142857142857,0.5,,,20.652173913043477,1.0,,0.2727272727272727,0.08,0.07692307692307693,,0.16666666666666666,0.05263157894736842,0.09090909090909091,0.1111111111111111,,,,0.3333333333333333,0.4,0.16666666666666666,,,,0.13333333333333333,0.5,1.0,1.0,0.13333333333333333,,,,0.2,1.0,1.0,,0.06666666666666667,1.0,1.0,0.4666666666666667,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,0.6666666666666666,0.42857142857142855,0.4922566666666666,0.5411,0.4471624999999999,0.0625,0.125,0.17391304347826086,0.43478260869565216,9.328571428571427,25.699999999999996,0.3076923076923077,1.0,3.0,2.0,3.0,2.0,,,,,,,3.0,,2.0,0.5,1.0,0.25,0.5,1.0,,,,,1.0,2.0,,,,1.0,1.0,0.6666666666666666,1.0,0.5,,1.0,1.0,0.3333333333333333,1.0,1.0,True
203089,1610612749,John Henson,John Henson,203089,MIL,396.0,7.0,-8.0,10,11,8,10.0,,21,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,1.0,2.0,,,,2.0,18.0,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,8,1.0,1.0,,,,,0.5,,1.0,0.5,,1.0,0.5,,1.0,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,0.53515,,0.6442,,,,1.0,5.5,,0.8,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True
