EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,PtsUnassisted2s,PtsUnassisted3s,Fg3aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,Charge Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,RecoveredBlocks,SecondChanceFg2Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,PtsPutbacks,Loose Ball Fouls,DefensiveGoaltends,SecondChanceTurnovers,3SecondViolations,Defensive 3 Seconds Violations,Clear Path Fouls,BlockedCorner3,on
200757,1610612760,Thabo Sefolosha,Thabo Sefolosha,200757,OKC,18008.0,300,-23,580,574,173,144,77.0,1154,7.0,12.0,1.0,2.0,4.0,5.0,2.0,6.0,2.0,13.0,1.0,4.0,1.0,4.0,10.0,25.0,1.0,1.0,3.0,7.0,9.0,23.0,12.0,38.0,9.0,63.0,634,4.0,2.0,5.0,6.0,3.0,6.0,4.0,11.0,4.0,22.0,18.0,36.0,2.0,23.0,10.0,2.0,13.0,10.0,23.0,6.0,4.0,6.0,5.0,2.0,56.0,5.0,8.0,17.0,16.0,3.0,36,13.0,49,1.0,12.0,6.0,6.0,3.0,1.0,2.0,5.0,1.0,2.0,8.0,3.0,12.0,1.0,26.0,1.0,12.0,3.0,1.0,1.0,11.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,22.0,170,2.0,1.0,1.0,1.0,1.0,0.3157894736842105,0.4,0.36363636363636365,0.3333333333333333,0.391304347826087,0.5,0.4426229508196721,0.3333333333333333,0.5294117647058824,0.4772727272727273,0.3333333333333333,0.5789473684210527,0.6229508196721312,0.08695652173913043,0.08333333333333333,0.2,11.094452773613193,0.375,0.14285714285714285,0.0963855421686747,0.04145077720207254,0.17894736842105263,0.04950495049504951,0.12643678160919541,0.04421768707482993,0.07547169811320754,0.01694915254237288,0.037037037037037035,0.0410958904109589,0.07142857142857142,0.12,0.07692307692307693,0.07692307692307693,0.19402985074626866,0.14285714285714285,0.027777777777777776,0.19672131147540983,0.5833333333333334,0.6363636363636364,1.0,0.08196721311475409,0.09836065573770492,0.3333333333333333,0.3333333333333333,1.0,0.21311475409836064,0.15384615384615385,0.15384615384615385,1.0,0.4098360655737705,0.4,0.4,1.0,0.1111111111111111,0.4444444444444444,0.25,1.0,0.1111111111111111,1.0,1.0,0.23529411764705882,0.5,0.23529411764705882,0.25,0.4117647058823529,0.42857142857142855,0.819672131147541,0.43478260869565216,0.5535033898305085,0.5480583333333334,0.57596,0.06153846153846154,0.11538461538461539,0.02564102564102564,0.09523809523809523,0.3492063492063492,7.430434782608694,25.60526315789474,0.2982758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201142,1610612760,Kevin Durant,Kevin Durant,201142,OKC,17117.0,285,-30,546,542,157,132,73.0,1088,18.0,27.0,1.0,5.0,9.0,37.0,16.0,33.0,1.0,3.0,,1.0,,,11.0,41.0,1.0,3.0,4.0,16.0,53.0,97.0,12.0,44.0,62.0,204.0,601,7.0,1.0,4.0,17.0,15.0,27.0,4.0,16.0,22.0,64.0,28.0,15.0,1.0,40.0,11.0,3.0,20.0,19.0,39.0,9.0,10.0,11.0,2.0,7.0,97.0,1.0,2.0,9.0,24.0,8.0,41,4.0,45,,10.0,9.0,1.0,19.0,1.0,8.0,7.0,11.0,,26.0,8.0,11.0,1.0,19.0,2.0,45.0,,2.0,2.0,71.0,25.0,,7.0,5.0,,,3.0,1.0,5.0,63.0,154,1.0,6.0,0.2641509433962264,0.2641509433962264,0.4166666666666667,0.2727272727272727,0.25,0.25,0.27906976744186046,0.5463917525773195,0.5555555555555556,0.5035460992907801,0.5909090909090909,0.4883720930232558,0.5710059171597633,0.6153846153846154,0.5754716981132075,0.3120567375886525,0.030927835051546393,0.07407407407407407,0.02702702702702703,31.001589825119236,0.7307692307692307,0.4,0.15286624203821655,0.010869565217391304,0.0989010989010989,0.010309278350515464,0.13306451612903225,0.010676156583629894,,,0.02564102564102564,,0.03571428571428571,0.1111111111111111,0.08333333333333333,0.2653061224489796,0.1076923076923077,0.07692307692307693,,0.19148936170212766,0.6666666666666666,0.72,0.2222222222222222,0.2624113475177305,0.23404255319148937,0.48484848484848486,0.48484848484848486,0.375,0.02127659574468085,0.3333333333333333,0.3333333333333333,1.0,0.2907801418439716,0.2682926829268293,0.275,0.36363636363636365,0.09090909090909091,0.09090909090909091,,,0.2727272727272727,0.3333333333333333,,0.20930232558139536,0.5555555555555556,,,0.37209302325581395,0.25,0.5035460992907801,0.275,0.4802814285714286,0.4530888888888889,0.4596928571428571,0.15432098765432098,0.211864406779661,,0.08333333333333333,0.3137254901960784,10.253608247422678,25.520454545454548,0.2875457875457875,1.0,19.0,5.0,4.0,78.0,21.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,11.0,1.0,4.0,0.7142857142857143,0.022727272727272728,0.024390243902439025,0.07692307692307693,0.8,0.5135135135135135,0.5277777777777778,0.21052631578947367,1.0,1.0,,,,,,,,,,True
201566,1610612760,Russell Westbrook,Russell Westbrook,201566,OKC,3023.0,50,25,108,105,38,18,12.0,213,7.0,10.0,,4.0,6.0,6.0,,8.0,,,,,,,1.0,6.0,,,,1.0,10.0,24.0,1.0,6.0,7.0,30.0,93,1.0,,,3.0,7.0,11.0,,1.0,1.0,15.0,4.0,,,6.0,1.0,1.0,6.0,4.0,10.0,3.0,1.0,3.0,1.0,2.0,24.0,,,6.0,3.0,,9,,9,,5.0,2.0,3.0,2.0,,,4.0,2.0,,6.0,3.0,,,4.0,2.0,10.0,,,1.0,8.0,5.0,,,,,,,,,15.0,36,,,0.2,0.2,,0.16666666666666666,,,0.16666666666666666,0.4166666666666667,0.6363636363636364,0.38333333333333336,1.0,0.5833333333333334,0.45454545454545453,1.5,0.625,0.2,0.041666666666666664,,,32.231404958677686,0.3333333333333333,,0.09375,,0.2727272727272727,,0.16666666666666666,,,,,,,0.09523809523809523,,0.125,0.2777777777777778,0.25,,0.3333333333333333,0.7,0.7,0.14285714285714285,0.2,0.26666666666666666,,,,,,,,0.2,0.16666666666666666,0.16666666666666666,,,,,,,,,0.5,0.6666666666666666,,,0.08333333333333333,,0.5333333333333333,0.16666666666666666,0.5315416666666667,0.4632,0.5695916666666666,0.15151515151515152,0.18518518518518517,,0.1,0.5,8.887500000000001,24.816666666666666,0.35185185185185186,,3.0,1.0,1.0,16.0,3.0,,,1.0,,1.0,,2.0,,,,1.0,,,,,0.5,0.5,0.3333333333333333,,,0.125,,,,,,,,,True
201586,1610612760,Serge Ibaka,Serge Ibaka,201586,OKC,15139.0,252,-19,477,474,129,102,66.0,951,21.0,35.0,15.0,6.0,9.0,21.0,12.0,37.0,2.0,6.0,,1.0,1.0,1.0,1.0,1.0,,,,,40.0,93.0,3.0,7.0,16.0,105.0,524,26.0,,1.0,41.0,8.0,16.0,1.0,1.0,7.0,26.0,44.0,9.0,,1.0,1.0,11.0,5.0,2.0,7.0,2.0,,2.0,3.0,,16.0,12.0,18.0,13.0,24.0,4.0,41,31.0,72,3.0,,,,2.0,1.0,2.0,5.0,,1.0,7.0,2.0,16.0,1.0,28.0,1.0,16.0,4.0,1.0,,20.0,9.0,,2.0,21.0,,,16.0,5.0,21.0,26.0,127,1.0,2.0,0.55,0.7096774193548387,1.0,0.42857142857142855,,1.0,0.42857142857142855,0.43010752688172044,0.5,0.445,0.48148148148148145,0.5588235294117647,0.481651376146789,0.6029411764705882,0.6190476190476191,0.07,0.11827956989247312,0.2,0.14285714285714285,21.05263157894737,0.2857142857142857,0.25,0.17142857142857143,0.11042944785276074,0.16455696202531644,0.1518987341772152,0.1689497716894977,0.12396694214876033,0.16279069767441862,0.125,0.06944444444444445,0.17857142857142858,0.08695652173913043,0.1746031746031746,0.15151515151515152,0.18181818181818182,0.17857142857142858,0.13043478260869565,0.06666666666666667,0.35,0.6,0.75,0.5238095238095238,0.21,0.37,0.32432432432432434,0.3333333333333333,0.6666666666666666,0.06,0.3333333333333333,0.3333333333333333,1.0,0.01,1.0,1.0,1.0,0.5555555555555556,0.037037037037037035,,,,,,0.5294117647058824,0.6666666666666666,0.058823529411764705,1.0,,,0.42,1.0,0.48151199999999994,0.502561111111111,0.5166058823529412,0.08411214953271028,0.09,,0.3904761904761905,0.24761904761904763,9.956989247311828,22.942857142857147,0.27044025157232704,10.0,7.0,13.0,15.0,36.0,,,1.0,1.0,1.0,,,2.0,,,13.0,0.5,,,0.1,0.6190476190476191,0.3333333333333333,0.3888888888888889,0.42857142857142855,0.6666666666666666,0.1,0.02702702702702703,18.0,4.0,1.0,,,,,,True
2570,1610612760,Kendrick Perkins,Kendrick Perkins,2570,OKC,9959.0,166,-18,308,305,47,31,43.0,613,6.0,12.0,4.0,4.0,4.0,8.0,2.0,11.0,,,,,,,,,,,,,10.0,31.0,,,,20.0,322,6.0,,,2.0,5.0,6.0,,,,10.0,18.0,,,,,4.0,3.0,1.0,4.0,,1.0,3.0,,,9.0,3.0,8.0,6.0,11.0,1.0,18,11.0,29,1.0,6.0,1.0,5.0,8.0,1.0,6.0,10.0,2.0,,18.0,4.0,14.0,1.0,33.0,6.0,4.0,2.0,,,,,,,4.0,,,3.0,,4.0,10.0,47,3.0,,0.9,0.9,,,,,,0.3225806451612903,0.8333333333333334,0.3225806451612903,0.16666666666666666,0.8333333333333334,0.3225806451612903,0.16666666666666666,0.8333333333333334,,0.12903225806451613,0.16666666666666666,0.25,13.725490196078432,0.4444444444444444,0.14285714285714285,0.1134020618556701,0.06779661016949153,0.125,0.061224489795918366,0.11724137931034483,0.0658682634730539,0.06896551724137931,0.13157894736842105,0.0196078431372549,0.0625,0.058823529411764705,0.1568627450980392,0.07692307692307693,0.06060606060606061,0.08823529411764706,0.21428571428571427,0.058823529411764705,0.3870967741935484,0.5,0.6,1.0,0.25806451612903225,0.3548387096774194,0.18181818181818182,0.18181818181818182,0.5,,,,,,,,,0.6666666666666666,,,,,,,0.6666666666666666,1.0,,,,,0.3870967741935484,,0.47851612903225804,0.5216000000000001,0.5661833333333334,,,,0.1,0.5,8.14516129032258,,0.1525974025974026,1.0,2.0,1.0,,2.0,,,,1.0,1.0,,,,,1.0,2.0,0.16666666666666666,,,,0.5,0.25,0.3333333333333333,1.0,0.25,1.0,,,1.0,,3.0,1.0,2.0,,,True
2755,1610612760,Kevin Martin,Kevin Martin,2755,OKC,6273.0,105,-4,213,209,104,84,29.0,422,2.0,7.0,,2.0,3.0,5.0,3.0,14.0,1.0,2.0,,1.0,1.0,1.0,3.0,14.0,,2.0,1.0,5.0,7.0,26.0,4.0,16.0,16.0,42.0,250,,,3.0,,4.0,9.0,2.0,6.0,9.0,23.0,10.0,12.0,,14.0,3.0,4.0,3.0,3.0,6.0,3.0,,2.0,1.0,,15.0,1.0,,2.0,3.0,1.0,6,1.0,7,,3.0,3.0,,2.0,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,,4.0,,15.0,1.0,2.0,,18.0,6.0,,3.0,,,,,,,22.0,101,,2.0,0.7142857142857143,0.7142857142857143,1.0,0.25,,0.3333333333333333,0.25,0.2692307692307692,0.4444444444444444,0.30952380952380953,,0.4666666666666667,0.42,,0.575,0.38095238095238093,0.15384615384615385,0.2857142857142857,0.4,21.632653061224488,0.6666666666666666,0.1,0.058823529411764705,,0.05263157894736842,0.023255813953488372,0.056179775280898875,0.009708737864077669,,,,,0.125,,0.058823529411764705,0.15384615384615385,0.07407407407407407,,,0.16666666666666666,0.2857142857142857,0.4,1.0,0.11904761904761904,0.3333333333333333,0.21428571428571427,0.21428571428571427,0.3333333333333333,0.047619047619047616,0.5,0.5,1.0,0.3333333333333333,0.21428571428571427,0.23076923076923078,1.0,,0.3333333333333333,,,0.6666666666666666,,,0.2,0.6666666666666666,0.06666666666666667,1.0,0.3333333333333333,0.2,0.5476190476190477,0.21428571428571427,0.4981511904761905,0.51405,0.51525,0.1276595744680851,0.1935483870967742,,,0.5476190476190477,11.188461538461535,24.925,0.48826291079812206,,2.0,,,4.0,,1.0,,,,,1.0,1.0,1.0,,,,0.0625,0.07142857142857142,,,0.4,0.6666666666666666,1.0,,,,,1.0,,1.0,,,,,True
2555,1610612760,Nick Collison,Nick Collison,2555,OKC,2502.0,42,-3,86,84,38,41,10.0,170,6.0,11.0,8.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,7.0,14.0,,,6.0,20.0,91,8.0,,,10.0,1.0,2.0,,,4.0,6.0,2.0,,,,,1.0,1.0,,1.0,,,1.0,,,2.0,1.0,7.0,2.0,2.0,1.0,5,8.0,13,2.0,1.0,1.0,,,,,,,,,,3.0,,7.0,,4.0,,,1.0,6.0,3.0,,,2.0,,,2.0,,2.0,6.0,38,3.0,,0.14285714285714285,0.25,,,,,,0.5,0.5,0.5,0.625,0.5,0.5882352941176471,0.625,0.75,,0.07142857142857142,0.09090909090909091,,17.346938775510203,,0.25,0.08,0.23333333333333334,0.18181818181818182,0.07142857142857142,0.1111111111111111,0.18181818181818182,0.4444444444444444,0.09090909090909091,0.2,0.09090909090909091,,0.1111111111111111,0.125,,,0.5,0.3333333333333333,0.7857142857142857,0.5454545454545454,0.6,0.16666666666666666,0.07142857142857142,0.14285714285714285,0.5,0.5,,,,,,,,,,1.0,,,,,,,1.0,0.5,,,,,0.7857142857142857,,0.5270214285714285,0.6207571428571429,0.5138,0.17647058823529413,0.17647058823529413,,0.5,0.3,4.457142857142857,,0.4418604651162791,5.0,,5.0,,12.0,,,,,,,,,,,1.0,0.625,,,,0.5,,,,0.625,0.2,,6.0,,,,,,,,True
202704,1610612760,Reggie Jackson,Reggie Jackson,202704,OKC,11581.0,193,-66,360,356,86,79,50.0,716,9.0,13.0,1.0,,2.0,19.0,3.0,8.0,6.0,11.0,,,2.0,2.0,4.0,12.0,1.0,1.0,3.0,5.0,19.0,40.0,10.0,23.0,16.0,84.0,427,3.0,1.0,1.0,5.0,2.0,10.0,5.0,7.0,6.0,25.0,6.0,30.0,,12.0,4.0,2.0,14.0,4.0,18.0,3.0,1.0,5.0,1.0,8.0,40.0,1.0,3.0,6.0,16.0,1.0,23,4.0,27,1.0,1.0,1.0,,4.0,2.0,2.0,8.0,2.0,,12.0,4.0,8.0,,19.0,2.0,14.0,,,1.0,18.0,6.0,,3.0,2.0,1.0,,2.0,,3.0,23.0,85,,2.0,0.15789473684210525,0.15789473684210525,1.0,0.43478260869565216,1.0,0.7142857142857143,0.43478260869565216,0.475,0.2,0.5396825396825397,0.375,0.5588235294117647,0.5833333333333334,0.5,0.625,0.36507936507936506,0.05,,0.05263157894736842,20.14388489208633,0.3333333333333333,0.08333333333333333,0.15384615384615385,0.022556390977443608,0.10909090909090909,0.01694915254237288,0.13836477987421383,0.020833333333333332,,0.044444444444444446,0.018518518518518517,,0.05,0.11363636363636363,0.2,0.17142857142857143,0.1111111111111111,0.10526315789473684,0.034482758620689655,0.20634920634920634,0.6923076923076923,0.6923076923076923,0.2222222222222222,0.30158730158730157,0.12698412698412698,0.375,0.42857142857142855,,0.1746031746031746,0.5454545454545454,0.5454545454545454,1.0,0.19047619047619047,0.3333333333333333,0.3333333333333333,1.0,0.25,,,,0.25,1.0,1.0,0.11764705882352941,,0.11764705882352941,1.0,0.29411764705882354,0.6,0.5714285714285714,0.3333333333333333,0.5102547619047619,0.481625,0.47820882352941174,0.08695652173913043,0.13043478260869565,,0.05952380952380952,0.2976190476190476,7.625000000000002,23.969565217391306,0.2388888888888889,,7.0,,2.0,32.0,,,,2.0,,2.0,,,,,2.0,,,,,0.6666666666666666,0.3684210526315789,0.3888888888888889,0.14285714285714285,,,0.125,,,,1.0,,,1.0,1.0,True
202732,1610612760,DeAndre Liggins,DeAndre Liggins,202732,OKC,1200.0,20,-3,39,39,12,5,2.0,78,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,1.0,1.0,2.0,,3.0,46,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,2.0,,3,,3,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,12,,,,,1.0,0.5,,,0.5,,,0.5,,,0.5,,,0.6666666666666666,,,,9.75609756097561,,,0.16666666666666666,,0.16666666666666666,,0.16666666666666666,,,,,,,0.25,0.14285714285714285,,0.2,,,0.3333333333333333,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,1.0,,0.5787166666666667,,,,,,,,1.4,22.65,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
965,1610612760,Derek Fisher,Derek Fisher,965,OKC,4765.0,79,22,165,167,76,80,20.0,332,,2.0,,,1.0,1.0,1.0,3.0,4.0,8.0,,,3.0,3.0,6.0,14.0,1.0,1.0,4.0,7.0,2.0,6.0,10.0,22.0,6.0,40.0,168,,1.0,1.0,4.0,,1.0,7.0,10.0,2.0,23.0,4.0,24.0,,14.0,6.0,,2.0,,2.0,,,1.0,1.0,,4.0,,,4.0,3.0,,7,,7,,4.0,1.0,3.0,2.0,,2.0,,,,2.0,1.0,6.0,,11.0,,11.0,,2.0,,8.0,2.0,,2.0,1.0,,,,1.0,1.0,23.0,75,2.0,1.0,1.0,1.0,0.8,0.45454545454545453,1.0,0.7,0.45454545454545453,0.3333333333333333,,0.6071428571428571,1.5,0.9545454545454546,0.625,1.0,0.9583333333333334,0.7857142857142857,,,,18.085106382978726,1.0,,0.07692307692307693,,0.13793103448275862,,0.10294117647058823,,,,,,,0.08333333333333333,0.07142857142857142,0.07692307692307693,0.2,,,0.07142857142857142,,,,0.03571428571428571,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.5,0.5,1.0,0.5,0.42857142857142855,0.46153846153846156,0.6666666666666666,,,,,1.0,1.0,,0.09090909090909091,,0.2727272727272727,1.0,0.6363636363636364,0.5714285714285714,0.8571428571428571,0.42857142857142855,0.5000910714285715,0.5841,0.49253636363636366,0.06666666666666667,0.25,,0.1,0.575,11.766666666666666,24.436363636363637,0.46060606060606063,,1.0,,1.0,,6.0,1.0,,,,,2.0,,,,1.0,,0.045454545454545456,0.07142857142857142,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,True
