EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffThreePtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,DeadBallTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtAssists,Arc3Assists,Corner3Assists,Charge Fouls,Blocked2s,BlockedAtRim,Blocks,PtsAssisted2s,Fg2aBlocked,Loose Ball Fouls,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,BlocksRecoveredPct,LongMidRangePctAssisted,on,ShortMidRangeFGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,AtRimAssists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,BlockedLongMidRange,OffArc3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SelfOReb,LostBallOutOfBoundsTurnovers,BlockingFouls,Charge Fouls Drawn,3SecondViolations,Defensive 3 Seconds Violations,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Steals,BadPassSteals,LostBallSteals,BlockingFoulsDrawn,Technical Free Throw Trips,SecondChanceFg3Pct,ShortMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,2pt And 1 Free Throw Trips,OffFTReboundPct,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedCorner3
101123,1610612754,Gerald Green,Gerald Green,101123,IND,1260.0,21,-12,41,41,38,24.0,10.0,82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,4.0,6.0,2.0,6.0,14.0,47,1.0,1.0,2.0,4.0,5.0,2.0,6.0,14.0,8.0,6.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,14.0,38,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.8,0.5833333333333334,1.0,0.6363636363636364,0.5833333333333334,1.0,0.6363636363636364,0.5,24.0,0.1111111111111111,0.058823529411764705,0.42857142857142855,0.25,0.038461538461538464,0.08333333333333333,0.3333333333333333,0.5,0.08333333333333333,1.0,1.0,0.08333333333333333,0.3333333333333333,0.75,0.75,0.16666666666666666,0.5,0.5,1.0,0.3333333333333333,0.25,0.25,1.0,1.0,1.0,0.09090909090909091,1.0,0.18181818181818182,0.5,0.36363636363636365,0.25,0.5833333333333334,0.25,0.5178833333333334,0.7234,0.5168454545454545,0.14285714285714285,1.0,14.133333333333335,24.583333333333332,0.926829268292683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101133,1610612754,Ian Mahinmi,Ian Mahinmi,101133,IND,687.0,11,-9,25,24,25,17.0,7.0,49,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,,,,,,,,2.0,4.0,,,4.0,24,2.0,2.0,4.0,2.0,4.0,,,4.0,4.0,,4.0,,,1.0,1.0,2.0,4.0,2.0,6.0,,4.0,25,,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,,16.129032258064516,0.2857142857142857,0.08333333333333333,0.25,0.2727272727272727,0.1111111111111111,0.1111111111111111,,0.25,0.5,1.0,1.0,,0.5,,,,,,,,,,,1.0,1.0,0.5,1.0,,,,,0.5,,0.53705,0.6301,0.53705,1.0,1.0,9.95,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.16666666666666666,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201946,1610612754,Tyler Hansbrough,Tyler Hansbrough,201946,IND,841.0,14,-6,27,27,24,16.0,6.0,54,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,,,,,,,,,2.0,3.0,,,8.0,32,2.0,2.0,8.0,2.0,3.0,,,8.0,4.0,,2.0,,,3.0,,,,3.0,3.0,3.0,8.0,24,,,,,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.8,0.6666666666666666,,21.875,,0.375,,,0.25,0.5,,,0.6666666666666666,1.0,1.0,,0.3333333333333333,,,,,,,,,,,1.0,1.0,0.6666666666666666,1.0,,,,,0.6666666666666666,,0.6015333333333334,0.6911499999999999,0.6015333333333334,1.0,1.0,7.433333333333333,,0.8888888888888888,,,,,1.0,1.0,1.0,3.0,1.0,,,,,,,4.0,4.0,4.0,1.0,1.0,2.0,6.0,3.0,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203111,1610612754,Orlando Johnson,Orlando Johnson,203111,IND,1317.0,22,-15,43,43,40,26.0,10.0,86,1.0,2.0,,,1.0,2.0,1.0,,5.0,1.0,2.0,1.0,2.0,,,,,1.0,8.0,1.0,2.0,7.0,50,,1.0,,1.0,8.0,1.0,2.0,7.0,2.0,3.0,,,,,1.0,2.0,3.0,,3.0,5.0,7.0,40,1.0,0.5,0.5,0.5,0.125,,0.125,0.25,,0.25,0.2692307692307692,,0.2692307692307692,0.2,23.076923076923077,0.2,,0.125,0.16666666666666666,,,0.25,0.14285714285714285,0.2,0.5,0.5,0.1,0.5,,,0.2,0.5,0.5,1.0,,,,,,,0.2,0.5,0.2,0.5,,,0.4,,0.44915000000000005,0.4278,0.44915000000000005,,1.0,13.575,23.2,0.9302325581395349,,,,,,,,,,,,,,,0.3333333333333333,2.0,,2.0,,,,5.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,0.09090909090909091,0.1111111111111111,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203162,1610612754,Ben Hansbrough,Ben Hansbrough,203162,IND,1317.0,22,-15,43,43,40,26.0,10.0,86,,1.0,,,,1.0,,,1.0,,1.0,,1.0,,2.0,,2.0,,2.0,,3.0,,50,,,,,2.0,,3.0,,,,,2.0,,1.0,,2.0,2.0,1.0,3.0,1.0,,40,,,,,,,,,,,,,,0.6,13.461538461538462,0.2,0.05555555555555555,,0.1111111111111111,0.037037037037037035,0.08333333333333333,0.25,,0.2,,,,0.2,,,0.2,,,,0.4,,,,,,0.2,,0.2,,0.4,,0.8,,0.5149699999999999,,0.5149699999999999,,,10.25,25.400000000000002,0.9302325581395349,,,1.0,1.0,2.0,2.0,,2.0,1.0,0.5,,,,,0.3333333333333333,,,,1.0,,,,,,,,3.0,,9.0,,,,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201965,1610612754,Jeff Ayres,Jeff Ayres,201965,IND,933.0,16,-7,28,29,25,19.0,6.0,57,,1.0,,,,1.0,1.0,1.0,3.0,,,,,,,,,1.0,5.0,,,2.0,34,,,,,3.0,,,,,,,,,,1.0,1.0,2.0,,2.0,,,25,,,,,0.2,,,0.2,,,0.2,,,,14.705882352941176,0.2,,0.2,0.2,,,,0.25,0.2,,,0.2,0.6,0.3333333333333333,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,,,,0.2,,0.4734,,0.5296666666666666,,,13.86,,0.8928571428571429,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201970,1610612754,Sam Young,Sam Young,201970,IND,173.0,3,-8,6,6,6,,1.0,12,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,10,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,6,,,,,,,,,,,,,,1.0,14.285714285714285,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,0.5886,,0.5886,,,,23.9,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201571,1610612754,D.J. Augustin,D.J. Augustin,201571,IND,57.0,1,-3,2,2,2,2.0,,4,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101123,1610612754,Gerald Green,Gerald Green,101123,IND,5036.0,84,-13,155,156,76,50.0,24.0,311,3.0,4.0,,,1.0,1.0,3.0,1.0,4.0,5.0,12.0,1.0,5.0,4.0,15.0,2.0,5.0,6.0,11.0,9.0,27.0,41.0,170,1.0,1.0,2.0,3.0,6.0,3.0,10.0,17.0,6.0,24.0,,15.0,4.0,,1.0,4.0,6.0,1.0,7.0,4.0,17.0,76,0.8888888888888888,0.3333333333333333,0.3,0.3333333333333333,0.5454545454545454,1.0,0.5,0.5131578947368421,0.3333333333333333,0.46875,0.5256410256410257,0.3333333333333333,0.5,0.7105263157894737,24.06417112299465,0.0851063829787234,,0.041666666666666664,0.07042253521126761,0.012195121951219513,,0.125,0.05,0.10526315789473684,0.75,1.0,0.07894736842105263,0.10526315789473684,0.25,0.25,0.3157894736842105,0.4166666666666667,0.4166666666666667,1.0,0.39473684210526316,0.26666666666666666,0.26666666666666666,0.75,,,0.0625,1.0,0.3125,0.2,0.3125,0.4,0.8157894736842105,0.26666666666666666,0.5471394736842106,0.489025,0.5147156249999999,0.04878048780487805,0.4146341463414634,9.545454545454545,24.514814814814812,0.49032258064516127,1.0,1.0,4.0,3.0,6.0,2.0,6.0,10.0,1.0,0.6666666666666666,0.1111111111111111,0.029411764705882353,,0.05263157894736842,0.08333333333333333,2.0,,2.0,2.0,,,2.0,,,,3.0,3.0,,6.0,1.0,1.0,0.02564102564102564,0.08333333333333333,,,,,1.0,,1.0,6.0,1.0,,,1.0,,0.5,0.5,0.09090909090909091,0.25,1.0,,False,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.041666666666666664,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101133,1610612754,Ian Mahinmi,Ian Mahinmi,101133,IND,8326.0,139,-39,252,255,96,89.0,36.0,507,8.0,18.0,4.0,10.0,2.0,6.0,2.0,1.0,5.0,,,,,,,,,11.0,25.0,,,25.0,274,4.0,10.0,9.0,4.0,9.0,,,11.0,8.0,,6.0,,,12.0,5.0,10.0,18.0,18.0,36.0,17.0,11.0,96,,,,,0.44,0.4,0.4444444444444444,0.44,0.4,0.4444444444444444,0.4166666666666667,0.375,0.4230769230769231,,13.945578231292517,0.12195121951219512,0.14457831325301204,0.1388888888888889,0.1271186440677966,0.14173228346456693,0.08695652173913043,0.125,0.1111111111111111,0.72,0.4444444444444444,0.5333333333333333,0.08,0.2,0.2,0.2,,,,,,,,,1.0,0.4,0.6666666666666666,0.3333333333333333,,,,,0.72,,0.532864,0.6048125,0.4950888888888889,0.36,0.44,5.24,,0.38095238095238093,6.0,3.0,3.0,,11.0,7.0,12.0,26.0,5.0,0.2727272727272727,0.3,0.13636363636363635,0.17647058823529413,,0.24242424242424243,3.0,1.0,3.0,8.0,2.0,5.0,10.0,3.0,3.0,0.11764705882352941,1.0,1.0,1.0,2.0,,2.0,0.07407407407407407,0.07407407407407407,,,,1.0,13.0,11.0,13.0,14.0,3.0,4.0,2.0,7.0,1.0,0.6363636363636364,0.875,0.12,0.16666666666666666,0.5384615384615384,1.0,False,2.0,,,,,,,1.0,3.0,1.0,1.0,,0.1111111111111111,0.5,1.0,1.0,1.0,,,2.0,1.0,1.0,2.0,2.0,1.0,0.23076923076923078,0.2222222222222222,0.18181818181818182,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
