EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,AtRimAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,DeadBallTurnovers,LostBallTurnovers,ShootingFouls,Offensive Fouls,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,ShortMidRangeAssists,Steals,BadPassSteals,SecondChanceTurnovers,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,OffThreePtRebounds,LostBallSteals,Travels,BlockingFoulsDrawn,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,Loose Ball Fouls,OffCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,Corner3Assists,FTOffRebounds,SelfOReb,SecondChanceFg2Pct,SecondChanceEfgPct,OffFTReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Corner3PctAssisted,BlockingFouls,on,PtsPutbacks,2pt And 1 Free Throw Trips,RecoveredBlocks,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls Drawn,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Clear Path Fouls,SecondChanceCorner3FGM,Charge Fouls,Blocked3s,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,1642.0,27,52,51,28.0,24,4.0,103,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,2.0,8.0,43.0,1.0,1.0,1.0,3.0,4.0,1.0,7.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,7.0,28.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.75,0.6,0.75,0.5714285714285714,0.25,0.7,15.517241379310345,1.0,0.06666666666666667,0.21428571428571427,0.13793103448275862,0.2,0.25,0.2,1.0,1.0,0.4,0.5,0.5,0.4,0.5,0.5,1.0,0.25,1.0,0.2,0.47444,0.4052,0.49174999999999996,0.16666666666666666,0.16666666666666666,0.125,0.875,11.34,0.5384615384615384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,1838.0,31,61,59,29.0,23,3.0,120,,2.0,,1.0,,3.0,2.0,3.0,2.0,8.0,,16.0,55.0,,,,1.0,5.0,,8.0,,4.0,2.0,,2.0,,1.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,5.0,3.0,,,,,8.0,29.0,,,,,0.25,0.2,0.5714285714285714,0.5714285714285714,0.5714285714285714,,0.5714285714285714,25.757575757575758,0.6666666666666666,0.05,0.07142857142857142,0.058823529411764705,0.16666666666666666,0.09090909090909091,0.14285714285714285,,,0.21428571428571427,,,0.21428571428571427,0.6666666666666666,0.6666666666666666,,0.14285714285714285,,0.5714285714285714,0.44840357142857146,0.5343,0.4231,,,,0.5,11.0625,0.47540983606557374,-7.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,6.0,1.0,2.0,2.0,12.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.42857142857142855,0.125,0.5,1.0,0.05555555555555555,0.038461538461538464,0.16666666666666666,0.14285714285714285,0.2857142857142857,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,24.833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612738,Jason Terry,Jason Terry,1891,BOS,2169.0,36,67,67,25.0,21,5.0,134,1.0,1.0,,,1.0,2.0,1.0,2.0,3.0,5.0,3.0,18.0,59.0,,1.0,1.0,1.0,1.0,,8.0,6.0,,3.0,1.0,4.0,1.0,1.0,9.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,,2.0,1.0,,3.0,1.0,,8.0,25.0,,,1.0,1.0,0.6,1.0,0.6818181818181818,1.0,0.7083333333333334,,1.0,17.808219178082194,1.0,0.041666666666666664,0.2,0.10256410256410256,,0.09090909090909091,0.09090909090909091,1.0,1.0,0.18181818181818182,0.5,0.5,0.18181818181818182,0.5,0.5,1.0,,,0.6363636363636364,0.49103181818181824,,0.46955,0.08333333333333333,0.16666666666666666,0.05555555555555555,0.4444444444444444,10.34,0.373134328358209,6.0,1.0,,2.0,5.0,1.0,2.0,3.0,6.0,,2.0,3.0,6.0,5.0,2.0,,1.0,,,,,,2.0,,,0.6666666666666666,0.5,0.6666666666666666,0.5,0.5454545454545454,,,,,,,0.09090909090909091,0.45454545454545453,0.4,0.4,1.0,,0.5,0.5,0.4,24.333333333333332,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.5,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201145,1610612738,Jeff Green,Jeff Green,201145,BOS,1895.0,32,59,59,18.0,14,7.0,118,,4.0,,1.0,1.0,4.0,,,1.0,8.0,5.0,7.0,59.0,,,,1.0,2.0,1.0,3.0,2.0,,1.0,1.0,2.0,1.0,1.0,5.0,,2.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,5.0,,6.0,2.0,1.0,3.0,18.0,,1.0,1.0,1.0,0.125,0.5,0.1111111111111111,0.3333333333333333,0.2916666666666667,,0.375,22.388059701492537,0.3333333333333333,0.13333333333333333,,0.06451612903225806,,,0.4444444444444444,,,0.4444444444444444,0.25,0.3333333333333333,,,,,0.3333333333333333,,0.5555555555555556,0.4384166666666666,,0.47215,0.18181818181818182,0.2,,0.42857142857142855,3.3625,0.3050847457627119,-13.0,,,,1.0,,1.0,,1.0,,,1.0,,1.0,,2.0,,1.0,,2.0,2.0,,2.0,,1.0,,,,,0.1111111111111111,0.25,0.25,,0.047619047619047616,0.06896551724137931,0.1111111111111111,,0.1111111111111111,,,,,0.3333333333333333,,,26.0,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,0.25,0.125,0.2,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201944,1610612738,Terrence Williams,Terrence Williams,201944,BOS,2889.0,48,90,90,33.0,29,8.0,180,2.0,4.0,1.0,2.0,,1.0,,2.0,2.0,7.0,1.0,5.0,82.0,,,,1.0,2.0,,2.0,2.0,2.0,3.0,3.0,6.0,3.0,2.0,15.0,3.0,6.0,9.0,10.0,4.0,2.0,4.0,1.0,3.0,3.0,,2.0,1.0,,2.0,33.0,,,0.5,0.5,0.2857142857142857,0.5,0.2,0.25,0.22727272727272727,,0.25,15.0,1.0,0.2222222222222222,0.13043478260869565,0.18,0.25,0.17647058823529413,0.4,0.5,0.5,0.1,,,0.2,,,,0.5,0.5,0.7,0.5417400000000001,,0.591825,0.09090909090909091,0.125,,0.4,7.214285714285714,0.36666666666666664,-10.0,1.0,,,2.0,,1.0,,3.0,,,2.0,,2.0,,,,,,1.0,,2.0,2.0,,1.0,,,,,0.3,,,,,0.022222222222222223,,0.1,0.2,,,,,0.25,,,24.900000000000002,,,1.0,,1.0,,,,,1.0,1.0,1.0,0.23076923076923078,,0.5,,,,0.25,,1.0,,,,,0.06666666666666667,,0.16666666666666666,1.0,0.2,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202340,1610612738,Avery Bradley,Avery Bradley,202340,BOS,619.0,10,18,18,11.0,11,1.0,36,,,,,,,1.0,1.0,1.0,1.0,,2.0,21.0,,,,,,,,2.0,,,,,,,,,1.0,1.0,1.0,,,,,2.0,,,,,,,11.0,2.0,,1.0,1.0,1.0,,1.0,,1.0,,,5.2631578947368425,,0.16666666666666666,,0.125,,,,,,,,,1.0,1.0,1.0,1.0,,,,0.431,,,,,,,16.3,0.6111111111111112,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1610612738,Kevin Garnett,Kevin Garnett,708,BOS,1582.0,26,45,48,4.0,3,6.0,93,1.0,3.0,,,,1.0,3.0,4.0,4.0,8.0,3.0,11.0,44.0,1.0,2.0,4.0,,,,,8.0,,1.0,1.0,2.0,,,5.0,5.0,2.0,7.0,9.0,1.0,,2.0,,3.0,5.0,,3.0,1.0,,,4.0,,,1.0,1.0,0.5,,0.5,,0.5555555555555556,1.0,,20.754716981132074,0.5,0.125,0.38461538461538464,0.2413793103448276,0.4,0.5,0.375,0.3333333333333333,0.3333333333333333,0.125,,,0.5,0.75,0.75,1.0,,,0.375,0.44244999999999995,0.6685,,0.1111111111111111,0.1111111111111111,0.36363636363636365,,10.925,0.08888888888888889,-9.0,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.05,0.03571428571428571,0.1111111111111111,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202348,1610612738,Jordan Crawford,Jordan Crawford,202348,BOS,1036.0,17,33,31,11.0,9,5.0,64,,1.0,,,1.0,3.0,,1.0,1.0,5.0,,5.0,24.0,1.0,,2.0,,,,,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,11.0,,,1.0,1.0,0.2,,0.19230769230769232,,0.19230769230769232,0.5,,34.21052631578947,,0.125,,0.058823529411764705,,,0.07692307692307693,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.07692307692307693,,,,,,0.6923076923076923,0.4310346153846154,0.416675,0.27925000000000005,,,0.4,,7.32,0.3333333333333333,-2.0,2.0,1.0,,6.0,,3.0,1.0,8.0,1.0,,3.0,3.0,6.0,,,,,,,,,,,,1.0,0.125,,0.125,0.6153846153846154,,,,,,,0.15384615384615385,0.46153846153846156,,,,0.5,1.0,,,26.1,1.0,,,,,,,,,,,,0.5,,,1.0,0.5,0.5,,,,,,,,,,,,,,,1.0,,,,1.0,0.5,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201584,1610612738,Courtney Lee,Courtney Lee,201584,BOS,431.0,7,15,15,4.0,5,1.0,30,,,,,,,,,,,,,13.0,,,,,,,,,,1.0,,1.0,,,2.0,,,,,,,,,2.0,,,,,,,4.0,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,1.0,0.54705,,,,,,,,0.26666666666666666,-7.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,2.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,23.3,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101183,1610612738,Shavlik Randolph,Shavlik Randolph,101183,BOS,151.0,3,4,5,,2,,9,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
