EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Travels,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGA,PenaltyFG3M,NonHeaveArc3FGM,Technical Free Throw Trips,Blocked3s,BlockedCorner3,PenaltyFg3Pct,LongMidRangePctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PtsUnassisted3s,Corner3Assists,Clear Path Fouls,Loose Ball Fouls,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,HeaveAttempts,StepOutOfBoundsTurnovers,3SecondViolations,DefensiveGoaltends,on,OffensiveGoaltends,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,3pt And 1 Free Throw Trips
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,16451.0,274,35,520,522,218,215,65,1042,21.0,38.0,4.0,8.0,9.0,19.0,9.0,16.0,17.0,44.0,1.0,2.0,1.0,1.0,1.0,5.0,47.0,98.0,1.0,7.0,26.0,123.0,537,6.0,12.0,1.0,1.0,4.0,19.0,17.0,35.0,1.0,19.0,53.0,76.0,18.0,3.0,2.0,5.0,4.0,17.0,4.0,21.0,4.0,3.0,2.0,12.0,46.0,4.0,17.0,1.0,10.0,24.0,2.0,36.0,22.0,58.0,4.0,7.0,3.0,4.0,5.0,3.0,2.0,6.0,1.0,3.0,11.0,2.0,3.0,9.0,18.0,2.0,33.0,3.0,13.0,5.0,2.0,1.0,1.0,2.0,1.0,53.0,218,1.0,0.8085106382978723,0.8260869565217391,1.0,0.14285714285714285,1.0,0.14285714285714285,0.47959183673469385,0.5,0.4857142857142857,0.46190476190476193,0.5769230769230769,0.4722222222222222,0.5125,0.6333333333333333,0.5760869565217391,0.06666666666666667,0.04081632653061224,0.10526315789473684,21.760797342192692,0.45454545454545453,0.13333333333333333,0.06666666666666667,0.15286624203821655,0.08994708994708994,0.136986301369863,0.0975609756097561,0.14782608695652175,0.09130434782608696,0.17777777777777778,0.02040816326530612,0.08421052631578947,0.09375,0.1111111111111111,0.046511627906976744,0.21621621621621623,0.18181818181818182,0.14814814814814814,0.10526315789473684,0.07692307692307693,0.5,0.3619047619047619,0.5526315789473685,0.6176470588235294,0.7142857142857143,0.1523809523809524,0.5625,0.5625,0.6666666666666666,0.41904761904761906,0.38636363636363635,0.38636363636363635,1.0,0.01904761904761905,0.5,0.5,1.0,0.047619047619047616,0.6153846153846154,0.5,0.5,0.07692307692307693,1.0,1.0,0.5277777777777778,0.47368421052631576,0.027777777777777776,0.42857142857142855,0.4869114285714286,0.526125,0.5228944444444443,0.11304347826086956,0.12037037037037036,0.15447154471544716,0.43089430894308944,9.489795918367347,24.657142857142855,0.41923076923076924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1893,1610612762,Aleksandar Radojevic,Aleksandar Radojevic,1893,UTA,2251.0,38,3,68,70,2,14,3,138,,,,,,,1.0,1.0,1.0,1.0,,,,,,,2.0,2.0,,,,4.0,60,,,,,,,,,,,,4.0,,,,,,1.0,,1.0,,1.0,,,2.0,,1.0,,1.0,5.0,,6.0,1.0,7.0,,,,,3.0,,3.0,3.0,1.0,,6.0,1.0,,4.0,5.0,1.0,,,,,,,,,,,2,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,11.11111111111111,0.5,,,0.2,0.047619047619047616,0.14285714285714285,,0.1875,0.034482758620689655,0.3333333333333333,,,,,,0.3333333333333333,0.25,0.2,,,,,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.3989,,,,,,,11.0,,0.029411764705882353,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1921,1610612762,Gordan Giricek,Gordan Giricek,1921,UTA,8255.0,138,26,251,254,80,100,35,505,10.0,12.0,2.0,2.0,,1.0,3.0,5.0,10.0,28.0,3.0,5.0,1.0,1.0,3.0,7.0,23.0,45.0,5.0,12.0,12.0,73.0,235,4.0,6.0,1.0,1.0,,11.0,5.0,8.0,5.0,4.0,17.0,34.0,12.0,15.0,2.0,7.0,3.0,5.0,3.0,8.0,3.0,2.0,,3.0,19.0,,1.0,,5.0,4.0,2.0,11.0,1.0,12.0,,5.0,1.0,4.0,3.0,,2.0,4.0,,1.0,7.0,,3.0,6.0,13.0,1.0,17.0,2.0,6.0,3.0,,,,1.0,,17.0,80,1.0,0.7391304347826086,0.7727272727272727,1.0,0.4166666666666667,1.0,0.4166666666666667,0.5111111111111111,0.6666666666666666,0.625,0.5350877192982456,0.7857142857142857,0.5,0.5625,0.7857142857142857,0.5,0.21052631578947367,0.06666666666666667,,24.232081911262796,0.42857142857142855,0.16666666666666666,,0.045454545454545456,0.010526315789473684,0.15625,,0.075,0.008928571428571428,,,0.019230769230769232,,,,,0.09523809523809523,0.13043478260869565,0.2222222222222222,,,0.21052631578947367,0.8333333333333334,0.8333333333333334,0.8,0.08771929824561403,0.6,0.6,0.3333333333333333,0.49122807017543857,0.35714285714285715,0.4,0.8,0.08771929824561403,0.6,0.6,1.0,0.12280701754385964,0.2857142857142857,1.0,0.5,0.14285714285714285,1.0,1.0,0.07692307692307693,,0.23076923076923078,0.42105263157894735,0.47567719298245614,0.4884214285714286,0.45885,0.09836065573770492,0.12244897959183673,0.1506849315068493,0.2328767123287671,13.08666666666667,23.966666666666665,0.3187250996015936,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.2,0.10714285714285714,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,0.15384615384615385,0.2857142857142857,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2221,1610612762,Raul Lopez,Raul Lopez,2221,UTA,30996.0,517,53,968,966,314,308,113,1934,18.0,28.0,2.0,3.0,7.0,9.0,5.0,15.0,14.0,47.0,2.0,2.0,,,1.0,43.0,37.0,90.0,20.0,45.0,27.0,161.0,995,4.0,7.0,2.0,2.0,1.0,15.0,10.0,25.0,16.0,20.0,61.0,24.0,50.0,36.0,,43.0,5.0,107.0,16.0,123.0,6.0,49.0,11.0,47.0,262.0,1.0,6.0,,6.0,26.0,,32.0,7.0,39.0,2.0,22.0,8.0,14.0,32.0,5.0,25.0,15.0,2.0,7.0,47.0,6.0,14.0,24.0,78.0,3.0,33.0,2.0,9.0,8.0,2.0,,1.0,3.0,,61.0,314,16.0,0.32432432432432434,0.32432432432432434,0.6,0.4444444444444444,1.0,0.4444444444444444,0.4111111111111111,0.5714285714285714,0.4,0.4962962962962963,0.7777777777777778,0.5,0.5333333333333333,0.75,0.5865384615384616,0.3333333333333333,0.05555555555555555,0.07142857142857142,17.876588021778584,0.6808510638297872,,,0.0858085808580858,0.01791044776119403,0.05084745762711865,0.013333333333333334,0.07600950118764846,0.01707317073170732,0.03529411764705882,0.0136986301369863,0.011299435028248588,0.01694915254237288,,0.06493506493506493,0.05405405405405406,0.1118421052631579,0.03409090909090909,0.1,0.0273972602739726,,0.2074074074074074,0.6428571428571429,0.6923076923076923,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.35714285714285715,,0.34814814814814815,0.2978723404255319,0.3111111111111111,0.42857142857142855,0.014814814814814815,1.0,1.0,1.0,0.31851851851851853,0.3333333333333333,0.6666666666666666,,,,,0.21951219512195122,0.7777777777777778,0.024390243902439025,0.5407407407407407,0.4849088888888889,0.4781611111111112,0.48898170731707313,0.06338028169014084,0.09278350515463918,0.09316770186335403,0.37888198757763975,11.75222222222222,24.6888888888889,0.3243801652892562,2.0,1.0,18.0,15.0,7.0,18.0,1.0,1.0,,0.4375,0.0425531914893617,0.4186046511627907,0.4186046511627907,0.5555555555555556,1.0,0.36585365853658536,0.4186046511627907,2.0,2.0,6.0,24.0,10.0,1.0,4.0,1.0,1.0,1.0,0.06666666666666667,0.2222222222222222,1.0,1.0,0.4,,,,,True,,,,,,,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,17461.0,291,42,545,538,195,216,72,1083,21.0,33.0,8.0,14.0,8.0,10.0,5.0,16.0,14.0,27.0,,,,,,5.0,40.0,76.0,,5.0,32.0,112.0,570,8.0,15.0,,,6.0,22.0,12.0,19.0,1.0,13.0,37.0,48.0,32.0,,10.0,4.0,7.0,20.0,3.0,23.0,2.0,13.0,2.0,5.0,49.0,2.0,23.0,3.0,17.0,31.0,3.0,51.0,28.0,79.0,2.0,4.0,3.0,1.0,9.0,1.0,3.0,7.0,1.0,6.0,16.0,2.0,7.0,11.0,20.0,2.0,39.0,2.0,17.0,2.0,6.0,3.0,3.0,6.0,1.0,37.0,195,1.0,0.6,0.6857142857142857,,,,,0.5263157894736842,0.5333333333333333,0.631578947368421,0.49382716049382713,0.5333333333333333,0.6,0.5561224489795918,0.5526315789473685,0.6428571428571429,0.06172839506172839,0.09210526315789473,0.18181818181818182,18.095238095238095,0.5625,0.21428571428571427,0.125,0.1987179487179487,0.12432432432432433,0.2537313432835821,0.05128205128205128,0.21524663677130046,0.11160714285714286,0.13043478260869565,0.16666666666666666,0.10679611650485436,0.03125,0.14285714285714285,0.2,0.15151515151515152,0.21686746987951808,0.2653061224489796,0.2222222222222222,0.0625,0.16666666666666666,0.4074074074074074,0.6363636363636364,0.7777777777777778,0.5238095238095238,0.19753086419753085,0.3125,0.3333333333333333,0.6,0.3333333333333333,0.5185185185185185,0.5185185185185185,0.7142857142857143,,,,,0.06172839506172839,0.9333333333333333,0.5714285714285714,0.25,,,,0.5,0.8,,0.4691358024691358,0.46784375,0.5289538461538462,0.4811425,0.17708333333333334,0.18681318681318682,0.19642857142857142,0.33035714285714285,8.221052631578948,30.879999999999995,0.3577981651376147,2.0,,,1.0,,,3.0,,,,,,,,,0.05,,,,,,1.0,,2.0,,,1.0,0.0625,,,,,1.0,,,,True,,,,,,,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,20080.0,335,73,625,623,150,148,74,1248,42.0,52.0,6.0,9.0,18.0,19.0,9.0,27.0,18.0,41.0,,,,,,,69.0,120.0,,,31.0,169.0,622,7.0,13.0,,,10.0,24.0,24.0,30.0,,11.0,59.0,96.0,42.0,,8.0,,8.0,27.0,6.0,33.0,6.0,12.0,4.0,11.0,72.0,4.0,16.0,2.0,18.0,39.0,6.0,63.0,22.0,85.0,,8.0,4.0,4.0,14.0,1.0,8.0,7.0,1.0,6.0,21.0,3.0,2.0,12.0,26.0,5.0,46.0,6.0,23.0,3.0,3.0,2.0,,3.0,3.0,59.0,150,3.0,0.6956521739130435,0.7384615384615385,,,,,0.575,0.5384615384615384,0.8,0.575,0.5384615384615384,0.8,0.6035714285714285,0.6666666666666666,0.7763157894736842,,0.06666666666666667,0.09615384615384616,22.836879432624116,0.6666666666666666,0.3,0.1111111111111111,0.1989795918367347,0.07339449541284404,0.22784810126582278,0.08888888888888889,0.20727272727272728,0.07604562737642585,0.09615384615384616,0.0625,0.06779661016949153,0.05714285714285714,0.2,0.19230769230769232,0.15384615384615385,0.22826086956521738,0.21666666666666667,0.2631578947368421,,1.0,0.43333333333333335,0.8076923076923077,0.8936170212765957,0.7380952380952381,0.225,0.3333333333333333,0.34615384615384615,0.3333333333333333,0.3416666666666667,0.43902439024390244,0.46153846153846156,0.7777777777777778,,,,,,0.6923076923076923,0.6666666666666666,0.16666666666666666,,,,0.6333333333333333,0.9473684210526315,,0.43333333333333335,0.4769499999999999,0.4898461538461538,0.50369,0.1678832116788321,0.1678832116788321,0.14201183431952663,0.34911242603550297,8.219166666666666,,0.24,,,,,,,,,,,0.04878048780487805,,,,,,,,,,,,,1.0,,1.0,,0.037037037037037035,,,,,,,,,True,,,,,,,,
1952,1610612762,Raja Bell,Raja Bell,1952,UTA,16385.0,273,42,528,520,194,187,64,1048,9.0,14.0,2.0,2.0,2.0,6.0,7.0,11.0,31.0,64.0,7.0,18.0,,,8.0,11.0,47.0,89.0,12.0,29.0,20.0,150.0,544,3.0,5.0,,1.0,3.0,9.0,12.0,30.0,12.0,13.0,58.0,80.0,14.0,33.0,4.0,10.0,3.0,14.0,,14.0,,5.0,1.0,8.0,28.0,1.0,3.0,,7.0,12.0,2.0,21.0,4.0,25.0,1.0,8.0,4.0,4.0,5.0,3.0,2.0,4.0,,3.0,9.0,,4.0,11.0,26.0,,26.0,3.0,11.0,3.0,2.0,1.0,1.0,2.0,1.0,58.0,194,7.0,0.851063829787234,0.8888888888888888,0.9166666666666666,0.41379310344827586,,0.42857142857142855,0.5280898876404494,0.6,0.4,0.5508474576271186,0.5,0.5357142857142857,0.5775193798449613,0.5625,0.5816326530612245,0.2457627118644068,0.033707865168539325,0.07142857142857142,23.154362416107382,0.5555555555555556,0.1111111111111111,,0.08053691275167785,0.017341040462427744,0.10294117647058823,0.023809523809523808,0.08755760368663594,0.018604651162790697,,,0.03,0.03333333333333333,,0.02631578947368421,0.0625,0.11392405063291139,0.12244897959183673,0.05263157894736842,0.018518518518518517,0.5,0.11864406779661017,0.6428571428571429,0.6923076923076923,0.7777777777777778,0.09322033898305085,0.6363636363636364,0.7,0.8571428571428571,0.5423728813559322,0.484375,0.49206349206349204,0.8709677419354839,0.15254237288135594,0.3888888888888889,0.3888888888888889,1.0,0.09322033898305085,0.3333333333333333,1.0,0.5,,,,0.14285714285714285,0.3333333333333333,0.19047619047619047,0.3644067796610169,0.47219102564102555,0.5367875,0.47075731707317076,0.0873015873015873,0.1134020618556701,0.06,0.38666666666666666,15.102247191011235,25.055172413793105,0.36742424242424243,,5.0,5.0,4.0,7.0,5.0,1.0,,,0.5833333333333334,0.015625,0.45454545454545453,0.45454545454545453,0.8,0.625,0.09523809523809523,0.5,,1.0,2.0,3.0,,,,,,,0.09090909090909091,0.16666666666666666,,,0.5,1.0,,,,True,,,,,,,,
2745,1610612762,Kirk Snyder,Kirk Snyder,2745,UTA,7541.0,126,-13,227,232,50,41,19,459,13.0,21.0,3.0,4.0,2.0,5.0,,,4.0,12.0,4.0,5.0,,,2.0,9.0,17.0,33.0,6.0,14.0,7.0,59.0,254,4.0,5.0,,,,8.0,3.0,7.0,6.0,2.0,14.0,24.0,10.0,18.0,6.0,9.0,3.0,2.0,1.0,3.0,,1.0,,1.0,7.0,1.0,5.0,,3.0,6.0,1.0,10.0,6.0,16.0,2.0,1.0,,1.0,2.0,3.0,2.0,7.0,1.0,,9.0,,1.0,11.0,15.0,1.0,10.0,,4.0,1.0,4.0,3.0,,5.0,3.0,14.0,50,2.0,0.7058823529411765,0.8571428571428571,1.0,0.42857142857142855,,0.42857142857142855,0.5151515151515151,0.8,0.42857142857142855,0.5531914893617021,0.8,0.46153846153846156,0.5673076923076923,0.8,0.5,0.2978723404255319,0.09090909090909091,0.14285714285714285,24.110671936758894,0.2222222222222222,0.2,,0.075,0.07142857142857142,0.10714285714285714,0.05263157894736842,0.08333333333333333,0.06741573033707865,0.07692307692307693,0.15384615384615385,0.03225806451612903,0.058823529411764705,,0.05,0.08695652173913043,0.08108108108108109,0.13636363636363635,,0.09523809523809523,0.6,0.44680851063829785,0.6190476190476191,0.7222222222222222,0.6153846153846154,,,,,0.2553191489361702,0.3333333333333333,0.3333333333333333,1.0,0.10638297872340426,0.8,0.8,1.0,0.19148936170212766,0.8,0.75,,,,,0.38461538461538464,0.4,0.15384615384615385,0.7446808510638298,0.5306191489361702,0.50634,0.5351538461538461,0.0784313725490196,0.10810810810810811,0.13559322033898305,0.23728813559322035,7.524242424242424,24.25714285714286,0.22026431718061673,,1.0,2.0,4.0,2.0,2.0,,1.0,,0.3333333333333333,,0.2222222222222222,0.2222222222222222,1.0,0.5,0.3076923076923077,0.2222222222222222,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,0.25,,1.0,,,True,,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,10656.0,178,25,339,337,132,102,35,676,22.0,31.0,4.0,6.0,15.0,17.0,2.0,9.0,6.0,14.0,,,,,,9.0,30.0,54.0,3.0,9.0,23.0,92.0,357,5.0,10.0,1.0,2.0,5.0,18.0,18.0,24.0,3.0,11.0,50.0,40.0,20.0,9.0,4.0,9.0,5.0,26.0,4.0,30.0,1.0,20.0,,6.0,64.0,,11.0,,5.0,14.0,4.0,23.0,11.0,34.0,,7.0,5.0,2.0,6.0,2.0,2.0,4.0,,4.0,10.0,2.0,3.0,12.0,20.0,2.0,33.0,,11.0,5.0,10.0,7.0,2.0,11.0,7.0,50.0,132,1.0,0.6666666666666666,0.7142857142857143,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5555555555555556,0.5,0.75,0.5476190476190477,0.5416666666666666,0.7222222222222222,0.5759493670886076,0.5625,0.7352941176470589,0.14285714285714285,0.09259259259259259,0.06451612903225806,23.544973544973548,0.6,0.3076923076923077,,0.1346153846153846,0.10185185185185185,0.16129032258064516,,0.14074074074074075,0.07971014492753623,0.12903225806451613,0.22727272727272727,0.03636363636363636,,,0.038461538461538464,0.15384615384615385,0.17307692307692307,0.12,0.3333333333333333,,0.6363636363636364,0.49206349206349204,0.7096774193548387,0.7586206896551724,0.6818181818181818,0.14285714285714285,0.2222222222222222,0.2857142857142857,0.5,0.2222222222222222,0.42857142857142855,0.46153846153846156,0.6666666666666666,,,,,0.14285714285714285,0.5,0.6666666666666666,0.5,,,,0.6296296296296297,0.8823529411764706,,0.6349206349206349,0.5006436507936508,0.514095,0.4970833333333334,0.14864864864864866,0.16923076923076924,0.1956521739130435,0.5434782608695652,6.142592592592592,24.61111111111111,0.3893805309734513,,,3.0,3.0,1.0,3.0,1.0,1.0,,0.3333333333333333,0.07142857142857142,0.3333333333333333,0.3333333333333333,1.0,,0.1111111111111111,0.3333333333333333,1.0,2.0,1.0,,3.0,,1.0,1.0,1.0,,0.2222222222222222,0.16666666666666666,0.5,1.0,0.3333333333333333,,,,,True,,,,,,,,
2414,1610612762,Curtis Borchardt,Curtis Borchardt,2414,UTA,7834.0,131,16,238,241,71,70,30,479,9.0,14.0,3.0,4.0,2.0,4.0,,9.0,2.0,6.0,,,,,,,11.0,29.0,,,9.0,31.0,229,3.0,5.0,,,1.0,7.0,3.0,8.0,,4.0,10.0,18.0,4.0,,4.0,,4.0,3.0,3.0,6.0,2.0,1.0,,2.0,15.0,1.0,5.0,1.0,8.0,18.0,3.0,29.0,7.0,36.0,1.0,3.0,2.0,1.0,2.0,,2.0,3.0,,,5.0,,,7.0,14.0,,9.0,1.0,4.0,1.0,6.0,5.0,1.0,6.0,2.0,10.0,71,2.0,0.8181818181818182,1.0,,,,,0.3793103448275862,0.6,0.375,0.3793103448275862,0.6,0.375,0.4696969696969697,0.7,0.5,,0.13793103448275862,0.07142857142857142,13.818181818181818,0.4,0.3333333333333333,0.125,0.21428571428571427,0.056179775280898875,0.25,0.05555555555555555,0.22413793103448276,0.056074766355140186,0.041666666666666664,,0.09090909090909091,,0.25,0.21739130434782608,0.2777777777777778,0.18604651162790697,0.23076923076923078,0.3333333333333333,0.07142857142857142,0.3333333333333333,0.4827586206896552,0.6428571428571429,0.6923076923076923,0.7777777777777778,0.3103448275862069,,,,0.20689655172413793,0.3333333333333333,0.4,1.0,,,,,,0.8,0.75,0.3333333333333333,,,,0.5,0.5,,0.4827586206896552,0.4712413793103448,0.56856,0.4649875,0.125,0.125,0.22580645161290322,0.3225806451612903,5.862068965517241,,0.29831932773109243,1.0,,,,,,,,,,0.16666666666666666,,,,,,,,,,,1.0,,,,,,0.2222222222222222,,,,,,,1.0,,True,,,,,,,,
