EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,StepOutOfBoundsTurnovers,Travels,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PtsUnassisted3s,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,on,Blocked3s,BlockedArc3,Clear Path Fouls,Corner3PctBlocked
133,1610612740,David Wesley,David Wesley,133,NOH,49748.0,829,-113,1514,1506,354,452,224,3020,30.0,62,1.0,5.0,8.0,20.0,1.0,7.0,68.0,174.0,8.0,21.0,1.0,4.0,2.0,8.0,16.0,49.0,3.0,12.0,6.0,11.0,99,243,24.0,70.0,58.0,328,1590,3.0,14.0,4.0,16.0,3.0,21.0,15.0,51.0,8.0,19.0,21.0,75.0,152,46.0,72.0,2.0,49.0,16.0,18.0,80.0,15.0,95.0,11.0,4.0,29.0,11.0,40.0,205.0,4.0,8.0,17.0,42.0,2.0,61,12.0,73,4.0,31.0,18.0,13.0,28.0,5.0,18.0,19.0,6.0,10.0,47.0,7.0,8.0,25,59,2.0,7.0,66.0,3.0,5.0,27.0,5.0,1.0,1.0,1.0,1.0,75.0,354,10.0,0.7676767676767676,0.7755102040816326,1.0,0.34285714285714286,0.25,0.42105263157894735,0.34285714285714286,0.4074074074074074,0.21428571428571427,0.29411764705882354,0.43130990415335463,0.3,0.38571428571428573,0.47368421052631576,0.3225806451612903,0.4573170731707317,0.22364217252396165,0.07407407407407407,0.20967741935483872,0.2857142857142857,0.017241379310344827,21.80493273542601,0.5957446808510638,0.045454545454545456,0.08076923076923077,0.012269938650306749,0.10119047619047619,0.025157232704402517,0.08575581395348837,0.014796547472256474,0.010050251256281407,0.009259259259259259,0.014492753623188406,0.035398230088495575,0.06,0.0603448275862069,0.10236220472440945,0.09401709401709402,0.11764705882352941,0.023529411764705882,1.0,0.19808306709265175,0.4838709677419355,0.6122448979591837,0.5666666666666667,0.022364217252396165,0.14285714285714285,0.2,1.0,0.5559105431309904,0.39080459770114945,0.39766081871345027,0.8529411764705882,0.0670926517571885,0.38095238095238093,0.38095238095238093,1.0,0.15654952076677317,0.32653061224489793,0.32653061224489793,1.0,0.16666666666666666,0.2,0.13333333333333333,0.25,1.0,0.4,0.25,1.0,0.2857142857142857,0.4,0.11428571428571428,0.25,0.15714285714285714,0.5454545454545454,0.4217252396166134,0.32653061224489793,0.4694483974358975,0.5054475,0.4685842857142858,0.08011869436201781,0.10112359550561797,0.06402439024390244,0.22865853658536586,14.334156378600825,24.86285714285714,0.23381770145310435,,,,,,,,,,,,,,,,,,,,,True,,,,
136,1610612740,P.J. Brown,P.J. Brown,136,NOH,169536.0,2826,-403,5207,5186,1380,1677,763,10393,131.0,250,53.0,106.0,33.0,66.0,57.0,169.0,150.0,339.0,,,,,,,,,,,,,338,758,,,210.0,886,5637,76.0,168.0,,,43.0,195.0,70.0,168.0,,,87.0,227.0,482,194.0,,98.0,,,58.0,144.0,34.0,178.0,26.0,8.0,51.0,16.0,77.0,390.0,63.0,192.0,98.0,326.0,47.0,471,266.0,737,25.0,74.0,50.0,24.0,49.0,3.0,24.0,52.0,5.0,25.0,101.0,14.0,28.0,106,233,29.0,20.0,243.0,15.0,4.0,102.0,25.0,50.0,44.0,50.0,30.0,227.0,1380,41.0,0.7130177514792899,0.8339100346020761,,,,,,0.44591029023746703,0.4523809523809524,0.4166666666666667,0.44591029023746703,0.4523809523809524,0.4166666666666667,0.506896551724138,0.5104712041884817,0.5208333333333334,,0.07651715039577836,0.164,0.07692307692307693,0.011799410029498525,15.918032786885245,0.48514851485148514,0.2883435582822086,0.1812117843246248,0.09217474795967355,0.16554054054054054,0.10677966101694915,0.17733166039314094,0.09539842873176206,0.1,0.11617312072892938,0.07572614107883817,0.10154525386313466,0.16998191681735986,0.19523809523809524,0.18159806295399517,0.17114914425427874,0.15300546448087432,0.06963788300835655,0.6,0.32981530343007914,0.524,0.6267942583732058,0.5572519083969466,0.22295514511873352,0.33727810650887574,0.36538461538461536,0.543859649122807,0.4472295514511873,0.4424778761061947,0.44776119402985076,0.9133333333333333,,,,,,,,,0.6309523809523809,0.5,,,,,,,0.39285714285714285,0.5,,,,,0.32981530343007914,,0.4468668865435356,0.5033507042253521,0.44949523809523795,0.12071005917159763,0.12071005917159763,0.2200902934537246,0.2562076749435666,9.928759894459104,,0.265027847128865,11.0,1.0,8.0,1.0,5.0,1.0,2.0,5.0,10.0,0.08208955223880597,0.12408759124087591,0.16981132075471697,,,,,,,,,True,,,,
1884,1610612740,Baron Davis,Baron Davis,1884,NOH,27301.0,455,-57,840,847,253,251,126,1687,30.0,63,5.0,10.0,7.0,18.0,6.0,13.0,20.0,59.0,4.0,15.0,1.0,3.0,2.0,6.0,27.0,82.0,1.0,4.0,9.0,33.0,56,135,31.0,97.0,57.0,262,936,7.0,17.0,2.0,7.0,7.0,27.0,12.0,31.0,11.0,39.0,25.0,82.0,28,84.0,54.0,2.0,81.0,27.0,3.0,74.0,22.0,96.0,14.0,8.0,37.0,6.0,31.0,214.0,2.0,9.0,10.0,31.0,1.0,42,12.0,54,2.0,23.0,11.0,12.0,17.0,5.0,11.0,13.0,,6.0,30.0,3.0,8.0,11,40,1.0,2.0,72.0,8.0,,26.0,8.0,1.0,,1.0,,82.0,253,7.0,0.25,0.2545454545454545,0.5806451612903226,0.31958762886597936,0.2857142857142857,0.28205128205128205,0.3229166666666667,0.4148148148148148,0.4117647058823529,0.3870967741935484,0.4418103448275862,0.4166666666666667,0.40714285714285714,0.5,0.48214285714285715,0.4823529411764706,0.41810344827586204,0.022222222222222223,0.047619047619047616,,,29.55465587044534,0.5666666666666667,0.045454545454545456,0.1111111111111111,0.027692307692307693,0.09900990099009901,0.015625,0.10789473684210527,0.024282560706401765,0.05172413793103448,0.017241379310344827,0.013245033112582781,0.01020408163265306,0.0125,0.16071428571428573,0.14685314685314685,0.13333333333333333,,0.014705882352941176,,0.27155172413793105,0.47619047619047616,0.5,0.2,0.05603448275862069,0.46153846153846156,0.46153846153846156,,0.2543103448275862,0.3389830508474576,0.3389830508474576,0.4,0.06465517241379311,0.26666666666666666,0.26666666666666666,0.5,0.35344827586206895,0.32926829268292684,0.32926829268292684,0.5925925925925926,0.4166666666666667,0.5,0.125,0.3333333333333333,,0.16666666666666666,0.25,1.0,0.2571428571428571,0.3888888888888889,0.08571428571428572,0.3333333333333333,0.4714285714285714,0.2727272727272727,0.6896551724137931,0.3333333333333333,0.5022497835497834,0.5001565217391304,0.49447246376811593,0.11811023622047244,0.16993464052287582,0.10305343511450382,0.31297709923664124,9.388148148148147,25.215463917525778,0.3011904761904762,1.0,,2.0,1.0,,,,,,0.05555555555555555,0.03333333333333333,0.2,39.0,1.0,4.0,0.039603960396039604,,,,,True,,,,
1924,1610612740,Lee Nailon,Lee Nailon,1924,NOH,95445.0,1591,-303,2928,2916,748,895,429,5844,125.0,203,25.0,43.0,31.0,46.0,67.0,155.0,140.0,329.0,,,,,,,,1.0,,1.0,,,332,687,,1.0,101.0,765,3210,48.0,92.0,,1.0,26.0,122.0,75.0,150.0,,,26.0,176.0,454,210.0,,56.0,1.0,,40.0,76.0,13.0,89.0,9.0,4.0,40.0,10.0,26.0,191.0,23.0,69.0,33.0,92.0,6.0,131,92.0,223,11.0,31.0,19.0,12.0,39.0,9.0,26.0,42.0,5.0,13.0,81.0,9.0,19.0,56,160,26.0,13.0,123.0,7.0,2.0,52.0,12.0,13.0,5.0,13.0,8.0,176.0,748,33.0,0.6837349397590361,0.7467105263157895,,,,,,0.48326055312954874,0.5217391304347826,0.5,0.48255813953488375,0.5161290322580645,0.5,0.512751677852349,0.5596330275229358,0.5269461077844312,0.0014534883720930232,0.05822416302765648,0.11330049261083744,0.06451612903225806,0.02127659574468085,24.039580908032598,0.48148148148148145,0.06593406593406594,0.09081934846989141,0.055645161290322584,0.10091743119266056,0.07744107744107744,0.09328358208955224,0.05985686402081978,0.07329842931937172,0.043478260869565216,0.05008944543828265,0.06779661016949153,0.08469055374592833,0.07017543859649122,0.10460251046025104,0.07929515418502203,0.15,0.03536977491961415,0.6153846153846154,0.29505813953488375,0.6157635467980296,0.6944444444444444,0.672,0.22529069767441862,0.432258064516129,0.46206896551724136,0.5074626865671642,0.47819767441860467,0.425531914893617,0.43478260869565216,0.7785714285714286,,,,,0.0014534883720930232,,,,0.46236559139784944,0.5813953488372093,,,,0.010752688172043012,,,0.30666666666666664,0.6739130434782609,,,,,0.29651162790697677,,0.44897223837209327,0.4728753424657534,0.451044,0.07094133697135062,0.07103825136612021,0.15947712418300652,0.23006535947712417,10.303056768558953,24.2,0.25546448087431695,,,5.0,3.0,5.0,,,2.0,1.0,,0.11475409836065574,0.08,,,,,,,,,True,,,,
2048,1610612740,Jamaal Magloire,Jamaal Magloire,2048,NOH,28869.0,481,-39,872,866,239,197,136,1738,47.0,80,13.0,26.0,7.0,12.0,22.0,66.0,6.0,17.0,,,,,,,,,,,,,75,163,,,47.0,197,936,15.0,29.0,,,11.0,41.0,13.0,30.0,,,20.0,46.0,102,48.0,,22.0,,,12.0,19.0,4.0,23.0,3.0,1.0,6.0,1.0,12.0,50.0,12.0,39.0,19.0,56.0,8.0,83,51.0,134,4.0,5.0,4.0,1.0,14.0,1.0,7.0,32.0,3.0,7.0,46.0,6.0,12.0,20,46,4.0,14.0,85.0,10.0,,37.0,11.0,14.0,9.0,14.0,9.0,46.0,239,1.0,0.68,0.796875,,,,,,0.4601226993865031,0.5172413793103449,0.43333333333333335,0.4601226993865031,0.5172413793103449,0.43333333333333335,0.4900497512437811,0.5394736842105263,0.5227272727272727,,0.0736196319018405,0.1,0.06060606060606061,,23.88781431334623,0.30434782608695654,0.34782608695652173,0.18791946308724833,0.10684931506849316,0.19791666666666666,0.1348314606741573,0.19035532994923857,0.11233480176211454,0.10852713178294573,0.0967741935483871,0.11188811188811189,0.12162162162162163,0.1375,0.17647058823529413,0.22,0.18333333333333332,0.2222222222222222,0.05333333333333334,0.6428571428571429,0.49079754601226994,0.5875,0.6527777777777778,0.5957446808510638,0.4049079754601227,0.3333333333333333,0.3548387096774194,0.7727272727272727,0.10429447852760736,0.35294117647058826,0.35294117647058826,1.0,,,,,,,,,0.896551724137931,0.5,,,,,,,0.4,0.5833333333333334,,,,,0.49079754601226994,,0.4650730061349692,0.5367153846153846,0.43207999999999996,0.19473684210526315,0.19473684210526315,0.20812182741116753,0.233502538071066,5.138650306748467,,0.27408256880733944,,1.0,9.0,2.0,3.0,,,3.0,,,0.2,0.15384615384615385,,,,,,,,,True,,,,
2365,1610612740,Chris Andersen,Chris Andersen,2365,NOH,46996.0,783,56,1437,1428,477,628,206,2865,74.0,119,30.0,47.0,30.0,44.0,7.0,23.0,18.0,46.0,,,,,,,,1.0,,,,,99,188,,1.0,69.0,267,1477,30.0,51.0,,,13.0,73.0,35.0,60.0,,,37.0,107.0,124,74.0,,54.0,1.0,,16.0,37.0,5.0,42.0,4.0,1.0,9.0,3.0,25.0,89.0,7.0,74.0,28.0,106.0,31.0,165,82.0,247,2.0,9.0,8.0,1.0,17.0,3.0,11.0,19.0,2.0,6.0,36.0,5.0,14.0,49,82,5.0,7.0,99.0,8.0,,41.0,13.0,58.0,46.0,58.0,31.0,107.0,477,7.0,0.6262626262626263,0.8611111111111112,,,,,,0.526595744680851,0.5882352941176471,0.5833333333333334,0.5238095238095238,0.5882352941176471,0.5833333333333334,0.5680851063829787,0.5887096774193549,0.6369047619047619,0.005291005291005291,0.0851063829787234,0.11764705882352941,0.08695652173913043,,16.09058402860548,0.4722222222222222,0.45588235294117646,0.19813084112149532,0.13857677902621723,0.15469613259668508,0.050724637681159424,0.1871508379888268,0.12053571428571429,0.19760479041916168,0.18556701030927836,0.08518518518518518,0.04,0.14594594594594595,0.175,0.25217391304347825,0.16030534351145037,0.14,0.027777777777777776,0.5344827586206896,0.6296296296296297,0.6218487394957983,0.7047619047619048,0.5405405405405406,0.12169312169312169,0.30434782608695654,0.3333333333333333,1.0,0.24338624338624337,0.391304347826087,0.391304347826087,0.8333333333333334,,,,,0.005291005291005291,,,,0.9215686274509803,0.6382978723404256,,,,,,,0.7333333333333333,0.6818181818181818,,,,,0.6349206349206349,,0.5059574074074075,0.5639127659574467,0.5300900000000001,0.18468468468468469,0.18552036199095023,0.27340823970037453,0.40074906367041196,5.674999999999999,24.6,0.33194154488517746,1.0,1.0,,3.0,9.0,6.0,2.0,2.0,,0.022222222222222223,0.07894736842105263,0.03333333333333333,,,,,,,,,True,,,,
2424,1610612740,Dan Dickau,Dan Dickau,2424,NOH,94473.0,1575,-232,2911,2911,771,963,433,5822,56.0,136,6.0,13.0,13.0,42.0,29.0,80.0,82.0,179.0,16.0,43.0,1.0,4.0,3.0,13.0,47.0,150.0,5.0,15.0,15.0,42.0,167,395,63.0,193.0,153.0,676,3199,16.0,32.0,6.0,19.0,15.0,65.0,39.0,100.0,18.0,55.0,85.0,217.0,124,210.0,114.0,6.0,150.0,47.0,41.0,232.0,45.0,277.0,33.0,12.0,96.0,35.0,101.0,599.0,9.0,16.0,31.0,84.0,2.0,117,28.0,145,11.0,58.0,36.0,22.0,66.0,18.0,38.0,43.0,6.0,28.0,109.0,11.0,35.0,60,163,5.0,8.0,183.0,11.0,15.0,50.0,34.0,3.0,1.0,3.0,2.0,217.0,771,36.0,0.3712574850299401,0.3780487804878049,0.6031746031746031,0.32642487046632124,0.3157894736842105,0.32727272727272727,0.32642487046632124,0.42278481012658226,0.5,0.39,0.4447278911564626,0.49019607843137253,0.4258064516129032,0.5007530120481928,0.5517241379310345,0.535,0.3282312925170068,0.10379746835443038,0.21323529411764705,0.1125,0.01675977653631285,22.668621700879765,0.6055045871559633,0.022222222222222223,0.08476286579212916,0.013876843018213356,0.08611111111111111,0.026627218934911243,0.0851221317542561,0.01676727028839705,0.015037593984962405,0.015209125475285171,0.012219959266802444,0.022727272727272728,0.06984126984126984,0.08583690987124463,0.09480812641083522,0.07258064516129033,0.11607142857142858,0.036303630363036306,0.6666666666666666,0.23129251700680273,0.4117647058823529,0.5233644859813084,0.39285714285714285,0.1360544217687075,0.3625,0.4084507042253521,0.20689655172413793,0.304421768707483,0.4581005586592179,0.4659090909090909,0.4146341463414634,0.07312925170068027,0.37209302325581395,0.37209302325581395,0.875,0.25510204081632654,0.31333333333333335,0.31756756756756754,0.5106382978723404,0.2549019607843137,0.46153846153846156,0.0784313725490196,0.25,1.0,0.29411764705882354,0.3333333333333333,0.6,0.2709677419354839,0.30952380952380953,0.08387096774193549,0.23076923076923078,0.2709677419354839,0.35714285714285715,0.5595238095238095,0.31333333333333335,0.4876045918367347,0.5106707317073172,0.46360935483870985,0.0873015873015873,0.1152073732718894,0.09615384615384616,0.3210059171597633,10.56759493670886,24.60777202072539,0.2648574373067674,3.0,6.0,3.0,2.0,,,,,1.0,0.03896103896103896,0.04054054054054054,0.6666666666666666,75.0,,5.0,0.025510204081632654,2.0,2.0,0.010362694300518135,0.013333333333333334,True,,,,
2437,1610612740,Lonny Baxter,Lonny Baxter,2437,NOH,569.0,9,-7,19,19,4,10,2,38,1.0,2,,1.0,,,,,,,,,,,,,,,,,,,1,2,,,,2,24,,1.0,,,,,,,,,,,2,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1,1.0,2,,,,,2.0,,1.0,1.0,,1.0,3.0,,,2,4,,1.0,,,,,,,,,,,4,,1.0,1.0,,,,,,0.5,,,0.5,,,0.5,,,,0.5,0.5,,,23.80952380952381,0.6666666666666666,0.5,,0.16666666666666666,,,,0.1111111111111111,,0.5,,,,,,,,,,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,0.55515,0.5471,,,,,,,,0.21052631578947367,,,,,,,,,,,,,,,,,,,,,True,,,,
2451,1610612740,Corsley Edwards,Corsley Edwards,2451,NOH,2121.0,35,-13,66,65,26,25,9,131,4.0,9,,4.0,2.0,3.0,,1.0,,2.0,,,,,,,,,,,,,4,12,,,,8,82,,4.0,,,,,2.0,5.0,,,,4.0,6,2.0,,,,,3.0,2.0,,2.0,,,,,2.0,4.0,1.0,2.0,1.0,1.0,,2,4.0,6,,,,,,,,,,,,,,5,6,,,,,,,,2.0,2.0,2.0,,4.0,26,,0.75,0.75,,,,,,0.3333333333333333,,0.4,0.3333333333333333,,0.4,0.3333333333333333,,0.4,,0.25,0.2222222222222222,1.0,,15.584415584415584,,,0.05263157894736842,0.06896551724137931,0.3333333333333333,0.125,0.09090909090909091,0.08108108108108109,,0.3333333333333333,,0.14285714285714285,,0.2,,,1.0,,,0.75,0.4444444444444444,0.5714285714285714,0.75,0.08333333333333333,,,,0.16666666666666666,,,,,,,,,,,,1.0,,,,,,,,0.6,0.6666666666666666,,,,,0.75,,0.5530416666666667,0.5401333333333334,0.58696,,,,0.5,4.066666666666667,,0.3939393939393939,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,True,,,,
2782,1610612740,Matt Freije,Matt Freije,2782,NOH,18955.0,316,-79,584,586,111,155,74,1170,3.0,11,2.0,5.0,,2.0,4.0,11.0,14.0,35.0,3.0,10.0,,1.0,,2.0,6.0,29.0,1.0,3.0,3.0,13.0,21,57,9.0,39.0,4.0,73,631,7.0,15.0,1.0,4.0,2.0,19.0,4.0,9.0,3.0,15.0,,17.0,30,12.0,27.0,4.0,27.0,6.0,7.0,11.0,3.0,14.0,3.0,,4.0,2.0,5.0,31.0,2.0,8.0,5.0,28.0,4.0,37,12.0,49,,7.0,3.0,4.0,8.0,2.0,5.0,6.0,,3.0,14.0,,4.0,12,29,6.0,2.0,6.0,1.0,,3.0,1.0,1.0,1.0,1.0,,17.0,111,2.0,0.7142857142857143,0.7894736842105263,1.0,0.23076923076923078,0.25,0.2,0.24324324324324326,0.3684210526315789,0.4666666666666667,0.4444444444444444,0.359375,0.4473684210526316,0.3541666666666667,0.3686868686868687,0.475,0.34,0.40625,0.12280701754385964,0.36363636363636365,0.09090909090909091,0.05714285714285714,16.865671641791046,0.5714285714285714,0.2222222222222222,0.15217391304347827,0.035398230088495575,0.0684931506849315,0.02702702702702703,0.12840466926070038,0.03333333333333333,0.015873015873015872,0.025,0.04878048780487805,0.0196078431372549,0.02,0.16666666666666666,0.21739130434782608,0.05660377358490566,0.1,,,0.11458333333333333,0.2727272727272727,0.42857142857142855,0.3333333333333333,0.11458333333333333,0.36363636363636365,0.4,0.5,0.3645833333333333,0.4,0.42424242424242425,0.8571428571428571,0.10416666666666667,0.3,0.3,1.0,0.3020833333333333,0.20689655172413793,0.20689655172413793,1.0,0.2631578947368421,0.4,0.05263157894736842,,,0.15789473684210525,0.3333333333333333,1.0,0.08333333333333333,,0.08333333333333333,,0.5416666666666666,0.23076923076923078,0.5208333333333334,0.2222222222222222,0.4788718085106383,0.4620178571428571,0.478509090909091,0.030612244897959183,0.05084745762711865,0.2602739726027397,0.2328767123287671,13.298245614035086,25.848717948717944,0.19006849315068494,2.0,,1.0,,,,,,1.0,0.25,0.043478260869565216,,,2.0,,,,,,,True,,,,
