EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,NonShootingPenaltyNonTakeFouls,StepOutOfBoundsTurnovers,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Blocked3s,BlockedArc3,BlockedShortMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,Clear Path Fouls,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,on,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3
1531,1610612755,Marc Jackson,Marc Jackson,1531,PHI,31836.0,531,5.0,1024,1032,302,325.0,118.0,2056,44.0,96.0,16.0,36.0,9.0,21.0,23.0,58.0,25.0,63.0,1.0,1.0,92.0,217.0,1.0,79.0,263.0,1030,18.0,43.0,18.0,54.0,19.0,46.0,1.0,25.0,63.0,120.0,64.0,28.0,1.0,29.0,14.0,6.0,20.0,4.0,2.0,7.0,2.0,5.0,46.0,10.0,41.0,19.0,44.0,4.0,67.0,51.0,118.0,5.0,11.0,9.0,2.0,11.0,1.0,8.0,20.0,3.0,3.0,1.0,31.0,1.0,8.0,24.0,49.0,5.0,7.0,103.0,7.0,1.0,50.0,4.0,3.0,3.0,3.0,1.0,6.0,2.0,63.0,302,0.6521739130434783,0.7692307692307693,0.423963133640553,0.4186046511627907,0.41304347826086957,0.42201834862385323,0.4186046511627907,0.40425531914893614,0.4962264150943396,0.5094339622641509,0.5080645161290323,0.0045871559633027525,0.1336405529953917,0.21875,0.1206896551724138,0.015873015873015872,25.60553633217993,0.3548387096774194,0.10810810810810811,0.12394366197183099,0.11294765840220386,0.13286713286713286,0.07692307692307693,0.12650602409638553,0.10344827586206896,0.14728682170542637,0.1134020618556701,0.08029197080291971,0.0784313725490196,0.07142857142857142,0.09302325581395349,0.16666666666666666,0.11180124223602485,0.12727272727272726,0.15151515151515152,0.05263157894736842,0.44036697247706424,0.4583333333333333,0.5866666666666667,0.6136363636363636,0.26605504587155965,0.39655172413793105,0.45098039215686275,0.6521739130434783,0.2889908256880734,0.3968253968253968,0.4032258064516129,0.72,0.0045871559633027525,0.8372093023255814,0.4444444444444444,0.125,0.44680851063829785,0.42857142857142855,0.02127659574468085,0.44495412844036697,0.4773412844036697,0.5436333333333333,0.4709659574468086,0.19157088122605365,0.19230769230769232,0.20532319391634982,0.23954372623574144,7.483410138248846,26.4,0.294921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1563,1610612755,Kevin Ollie,Kevin Ollie,1563,PHI,2762.0,46,,87,91,18,37.0,12.0,178,,1.0,,,,,1.0,5.0,2.0,4.0,,,3.0,10.0,,,6.0,88,,1.0,,,1.0,3.0,,,2.0,4.0,2.0,,,2.0,1.0,3.0,4.0,2.0,1.0,,,1.0,11.0,1.0,,,4.0,,4.0,1.0,5.0,,,,,,,,1.0,,,,1.0,,1.0,2.0,7.0,1.0,1.0,2.0,,,1.0,,,,,,,,2.0,18,0.6666666666666666,0.6666666666666666,0.3,,0.3333333333333333,0.3,,0.3333333333333333,0.2727272727272727,,0.3333333333333333,,0.2,1.0,0.2,,12.0,,,0.13333333333333333,,,0.07692307692307693,0.09523809523809523,0.023809523809523808,,,,0.08333333333333333,,0.14285714285714285,,0.16666666666666666,,,,0.1,,,,0.5,0.2,0.25,,0.4,0.5,0.5,1.0,,,,,,,,0.1,0.40157999999999994,0.4508,0.35400000000000004,0.09090909090909091,0.09090909090909091,,0.3333333333333333,11.67,,0.20689655172413793,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1903,1610612755,Kenny Thomas,Kenny Thomas,1903,PHI,17710.0,295,-22.0,571,572,163,155.0,58.0,1143,16.0,31.0,4.0,8.0,4.0,7.0,5.0,14.0,33.0,66.0,,,54.0,111.0,,16.0,124.0,587,8.0,16.0,,16.0,13.0,24.0,,8.0,34.0,78.0,30.0,8.0,,4.0,9.0,7.0,16.0,3.0,4.0,5.0,1.0,3.0,39.0,3.0,13.0,18.0,32.0,5.0,55.0,16.0,71.0,1.0,11.0,9.0,2.0,14.0,1.0,11.0,6.0,1.0,3.0,1.0,20.0,2.0,8.0,16.0,32.0,2.0,1.0,19.0,1.0,,8.0,2.0,3.0,2.0,3.0,,1.0,1.0,34.0,163,0.7222222222222222,0.78,0.4864864864864865,0.5,0.5416666666666666,0.4864864864864865,0.5,0.5416666666666666,0.5166666666666667,0.5,0.5862068965517241,,0.036036036036036036,0.0967741935483871,0.07142857142857142,,21.978021978021978,0.7,0.4166666666666667,0.15920398009950248,0.06103286384976526,0.24,0.05084745762711865,0.18115942028985507,0.058823529411764705,0.05555555555555555,0.09433962264150944,0.045454545454545456,0.05405405405405406,0.045454545454545456,0.1111111111111111,0.19607843137254902,0.16666666666666666,0.2727272727272727,0.1935483870967742,0.018867924528301886,0.27927927927927926,0.5161290322580645,0.5714285714285714,0.6875,0.12612612612612611,0.35714285714285715,0.38461538461538464,0.4,0.5945945945945946,0.5,0.5,0.7878787878787878,,0.5,0.5,0.25,0.2916666666666667,0.5714285714285714,,0.27927927927927926,0.45334684684684684,0.48407142857142854,0.44672500000000004,0.06779661016949153,0.06779661016949153,0.12903225806451613,0.27419354838709675,12.303603603603603,,0.28546409807355516,7.0,1.0,1.0,2.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,59116.0,985,-95.0,1929,1939,632,665.0,215.0,3868,32.0,57.0,4.0,4.0,8.0,15.0,13.0,26.0,9.0,36.0,55.0,14.0,54.0,119.0,91.0,35.0,236.0,1983,6.0,9.0,2.0,20.0,19.0,40.0,24.0,19.0,75.0,32.0,76.0,6.0,55.0,18.0,82.0,32.0,114.0,16.0,16.0,35.0,17.0,30.0,260.0,2.0,10.0,35.0,67.0,7.0,109.0,12.0,121.0,1.0,40.0,28.0,12.0,24.0,9.0,18.0,27.0,3.0,6.0,1.0,51.0,,17.0,48.0,92.0,3.0,5.0,48.0,8.0,,21.0,7.0,12.0,5.0,13.0,,1.0,1.0,75.0,632,0.2962962962962963,0.3137254901960784,0.453781512605042,0.6666666666666666,0.475,0.4785714285714286,0.6,0.4375,0.5130434782608696,0.625,0.5,0.43333333333333335,0.15126050420168066,0.2631578947368421,0.07692307692307693,0.027777777777777776,12.895823772372648,0.47058823529411764,0.1076923076923077,0.10618066561014262,0.014285714285714285,0.12867647058823528,0.008298755186721992,0.11295681063122924,0.012752391073326248,0.03225806451612903,0.0106951871657754,,0.0055248618784530384,0.016666666666666666,0.09202453987730061,0.10734463276836158,0.1134020618556701,0.1457286432160804,0.0821917808219178,0.009615384615384616,0.2714285714285714,0.5614035087719298,0.7619047619047619,0.21875,0.12380952380952381,0.5,0.5416666666666666,0.5384615384615384,0.17142857142857143,0.25,0.2571428571428571,0.2222222222222222,0.2619047619047619,0.26666666666666666,1.0,,0.234375,0.5333333333333333,0.21875,0.7047619047619048,0.5107894230769229,0.5164875,0.48908225806451605,0.09417040358744394,0.1590909090909091,0.0847457627118644,0.3177966101694915,7.374789915966388,24.92967032967033,0.32763089683773977,11.0,3.0,2.0,11.0,0.8461538461538461,14.0,36.0,1.0,3.0,5.0,10.0,17.0,1.0,3.0,1.0,31.0,2.0,6.0,6.0,84.0,9.0,17.0,1.0,1.0,5.0,0.9032258064516129,0.34065934065934067,0.3333333333333333,0.25,0.34065934065934067,0.17142857142857143,0.3888888888888889,0.3888888888888889,0.9285714285714286,0.3090909090909091,0.3090909090909091,0.8823529411764706,0.2,0.3333333333333333,0.2,0.3333333333333333,1.0,0.15625,0.5,0.07142857142857142,0.3090909090909091,,,,,,,,,True,,,,,,
2594,1610612755,Kyle Korver,Kyle Korver,2594,PHI,28195.0,470,25.0,922,932,340,313.0,115.0,1854,4.0,10.0,2.0,3.0,1.0,4.0,4.0,12.0,11.0,22.0,85.0,24.0,19.0,44.0,117.0,14.0,196.0,921,3.0,5.0,2.0,20.0,9.0,19.0,37.0,8.0,77.0,26.0,12.0,4.0,85.0,2.0,25.0,4.0,29.0,2.0,2.0,13.0,9.0,3.0,62.0,1.0,7.0,14.0,52.0,5.0,71.0,8.0,79.0,2.0,23.0,14.0,9.0,9.0,2.0,8.0,7.0,4.0,1.0,,16.0,,9.0,24.0,46.0,,,17.0,1.0,4.0,2.0,5.0,3.0,1.0,3.0,,,,77.0,340,0.6842105263157895,0.7647058823529411,0.4318181818181818,0.6,0.47368421052631576,0.5652173913043478,0.47368421052631576,0.6160714285714286,0.5748502994011976,0.5,0.6229508196721312,0.7267080745341615,0.045454545454545456,,0.08333333333333333,0.045454545454545456,17.329545454545453,0.5625,0.18518518518518517,0.1750841750841751,0.021739130434782608,0.10294117647058823,0.007246376811594203,0.15242494226327943,0.017391304347826087,0.017094017094017096,,0.044642857142857144,0.009433962264150943,,0.1527777777777778,0.16666666666666666,0.1925925925925926,0.10204081632653061,0.10526315789473684,0.022222222222222223,0.062111801242236024,0.4,0.4,0.5,0.07453416149068323,0.3333333333333333,0.36363636363636365,0.75,0.13664596273291926,0.5,0.5238095238095238,0.7272727272727273,0.5279503105590062,0.15789473684210525,0.6666666666666666,0.5,0.07142857142857142,0.25,0.42857142857142855,0.7888198757763976,0.5138406832298136,0.522384375,0.5115553571428573,0.012345679012345678,0.044444444444444446,0.10204081632653061,0.39285714285714285,11.64318181818182,25.234188034188044,0.368763557483731,6.0,,1.0,3.0,1.0,16.0,32.0,,3.0,7.0,13.0,32.0,4.0,11.0,10.0,48.0,4.0,14.0,17.0,132.0,12.0,32.0,,,1.0,0.9166666666666666,0.41025641025641024,0.2857142857142857,0.4594594594594595,0.41025641025641024,0.19875776397515527,0.5,0.5,1.0,0.3764705882352941,0.38095238095238093,0.875,0.15789473684210525,,0.5789473684210527,0.36363636363636365,1.0,0.23214285714285715,0.5384615384615384,0.4166666666666667,0.3764705882352941,1.0,0.008547008547008548,0.011764705882352941,,,,,,True,,,,,,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,22839.0,381,-128.0,735,747,217,238.0,79.0,1482,23.0,38.0,2.0,3.0,5.0,8.0,3.0,13.0,3.0,14.0,4.0,2.0,29.0,65.0,16.0,21.0,100.0,807,3.0,7.0,1.0,7.0,7.0,10.0,4.0,6.0,29.0,36.0,22.0,4.0,4.0,5.0,21.0,6.0,27.0,2.0,4.0,9.0,8.0,4.0,60.0,3.0,11.0,17.0,34.0,1.0,52.0,14.0,66.0,4.0,20.0,10.0,10.0,21.0,,13.0,9.0,2.0,8.0,2.0,30.0,1.0,15.0,8.0,16.0,,,27.0,2.0,1.0,12.0,2.0,9.0,6.0,9.0,,1.0,,29.0,217,0.6206896551724138,0.6666666666666666,0.4461538461538462,0.42857142857142855,0.7,0.4876543209876543,0.42857142857142855,0.8214285714285714,0.532258064516129,0.4375,0.8055555555555556,0.19753086419753085,0.07692307692307693,0.05263157894736842,0.23076923076923078,,14.891041162227603,0.7,0.047619047619047616,0.13765182186234817,0.038461538461538464,0.16666666666666666,0.0375,0.14613180515759314,0.03825136612021858,0.07142857142857142,0.041666666666666664,,0.05555555555555555,,0.11904761904761904,0.12698412698412698,0.16,0.16216216216216217,0.17857142857142858,0.1,0.4691358024691358,0.6052631578947368,0.6388888888888888,0.6956521739130435,0.16049382716049382,0.23076923076923078,0.3,0.3333333333333333,0.1728395061728395,0.21428571428571427,0.21428571428571427,0.3333333333333333,0.04938271604938271,0.42857142857142855,0.6666666666666666,,0.5714285714285714,0.625,0.14285714285714285,0.6666666666666666,0.5502524691358026,0.4391571428571428,0.6155714285714285,0.13186813186813187,0.16,0.07,0.29,6.061538461538461,24.1625,0.29523809523809524,5.0,2.0,1.0,6.0,0.6666666666666666,5.0,12.0,,,2.0,2.0,2.0,,,1.0,7.0,,,3.0,18.0,3.0,2.0,,,2.0,0.8571428571428571,0.4375,,0.75,0.4375,0.14814814814814814,0.4166666666666667,0.4166666666666667,0.8,0.5,0.5,1.0,,,,,,0.14285714285714285,1.0,0.5,0.5,,,,,,,,,True,,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,33828.0,564,-13.0,1113,1114,370,387.0,124.0,2227,53.0,109.0,4.0,9.0,21.0,43.0,23.0,54.0,33.0,106.0,42.0,15.0,109.0,269.0,52.0,120.0,371.0,1138,7.0,22.0,4.0,18.0,43.0,99.0,17.0,57.0,149.0,38.0,180.0,,40.0,21.0,80.0,24.0,104.0,15.0,9.0,53.0,9.0,18.0,232.0,1.0,8.0,15.0,30.0,3.0,48.0,9.0,57.0,3.0,23.0,17.0,6.0,35.0,3.0,24.0,14.0,2.0,11.0,,49.0,4.0,15.0,3.0,19.0,,4.0,147.0,15.0,4.0,59.0,20.0,2.0,,2.0,,,,149.0,370,0.1743119266055046,0.1743119266055046,0.4052044609665427,0.3181818181818182,0.43434343434343436,0.3909657320872274,0.2916666666666667,0.39655172413793105,0.4766233766233766,0.3269230769230769,0.4966216216216216,0.16199376947040497,0.07806691449814127,0.12844036697247707,0.07407407407407407,0.02830188679245283,34.44444444444444,0.7142857142857143,0.06666666666666667,0.08108108108108109,0.019002375296912115,0.10416666666666667,0.008,0.08754863813229571,0.016483516483516484,0.026845637583892617,0.017857142857142856,0.0125,,0.029411764705882353,0.06796116504854369,0.06422018348623854,0.10126582278481013,0.12371134020618557,0.06382978723404255,0.017241379310344827,0.3395638629283489,0.48623853211009177,0.5578947368421052,0.20754716981132076,0.16822429906542055,0.42592592592592593,0.46,0.08695652173913043,0.3302180685358255,0.3113207547169811,0.32038834951456313,0.18181818181818182,0.1308411214953271,0.375,0.4444444444444444,0.25,0.3706896551724138,0.4883720930232558,0.12931034482758622,0.5015576323987538,0.4854080188679244,0.45295789473684217,0.4811691304347826,0.16164383561643836,0.18849840255591055,0.04851752021563342,0.40161725067385445,8.880297397769514,26.16153846153846,0.33243486073674755,2.0,3.0,2.0,,,4.0,10.0,,,1.0,2.0,7.0,,2.0,1.0,11.0,,2.0,2.0,18.0,15.0,7.0,,,,0.5454545454545454,0.21153846153846154,,0.11764705882352941,0.22,0.03115264797507788,0.4,0.4,1.0,0.16666666666666666,0.17073170731707318,0.2857142857142857,,,0.08333333333333333,,,0.017241379310344827,0.5,0.06666666666666667,0.175,1.0,0.019230769230769232,0.023809523809523808,2.0,1.0,,,,True,,,,,,
2584,1610612755,Willie Green,Willie Green,2584,PHI,15420.0,257,-43.0,507,506,180,191.0,52.0,1013,17.0,27.0,3.0,3.0,6.0,8.0,4.0,13.0,14.0,37.0,30.0,12.0,35.0,77.0,35.0,31.0,122.0,515,5.0,6.0,,10.0,10.0,28.0,12.0,17.0,43.0,20.0,50.0,4.0,29.0,1.0,17.0,4.0,21.0,4.0,,10.0,3.0,4.0,46.0,,2.0,4.0,11.0,,15.0,2.0,17.0,1.0,10.0,7.0,3.0,11.0,1.0,6.0,10.0,5.0,5.0,,21.0,2.0,7.0,15.0,30.0,2.0,4.0,39.0,4.0,1.0,17.0,4.0,3.0,1.0,3.0,,,,43.0,180,0.2857142857142857,0.30303030303030304,0.45454545454545453,0.8333333333333334,0.35714285714285715,0.40625,0.7142857142857143,0.325,0.4689922480620155,0.7142857142857143,0.42857142857142855,0.3125,0.012987012987012988,,0.07692307692307693,,26.501766784452297,0.5238095238095238,,0.06918238993710692,0.012269938650306749,0.05194805194805195,,0.0635593220338983,0.008583690987124463,0.018518518518518517,,0.015384615384615385,,,0.08108108108108109,0.14285714285714285,0.034482758620689655,0.06451612903225806,,0.015151515151515152,0.24107142857142858,0.6296296296296297,0.6296296296296297,0.35294117647058826,0.11607142857142858,0.3076923076923077,0.3333333333333333,,0.33035714285714285,0.3783783783783784,0.3783783783783784,0.2857142857142857,0.26785714285714285,0.42857142857142855,1.0,0.3333333333333333,0.2,0.75,0.3,0.5535714285714286,0.4945281818181818,0.52939,0.44816710526315795,0.136,0.18888888888888888,0.08196721311475409,0.3524590163934426,10.44935064935065,26.185714285714287,0.35502958579881655,4.0,,2.0,2.0,0.6666666666666666,4.0,5.0,,,,,3.0,,1.0,2.0,7.0,,1.0,2.0,15.0,6.0,3.0,,,,0.7142857142857143,0.2,,0.16666666666666666,0.20588235294117646,0.044642857142857144,0.8,0.8,1.0,0.1,0.1,0.3333333333333333,,,0.14285714285714285,,,,,0.16666666666666666,0.10344827586206896,,,,1.0,,,,,True,,,,,,
2668,1610612755,Josh Davis,Josh Davis,2668,PHI,8516.0,142,2.0,291,300,116,122.0,28.0,591,7.0,14.0,1.0,5.0,,3.0,,1.0,1.0,6.0,19.0,11.0,8.0,21.0,24.0,7.0,38.0,281,1.0,5.0,2.0,4.0,,5.0,12.0,3.0,12.0,14.0,2.0,2.0,19.0,4.0,4.0,1.0,5.0,,1.0,4.0,,,11.0,6.0,5.0,9.0,17.0,5.0,31.0,11.0,42.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,,1.0,,7.0,,7.0,13.0,19.0,,,10.0,,,4.0,1.0,1.0,1.0,1.0,,1.0,,12.0,116,0.875,1.0,0.38095238095238093,0.2,,0.34444444444444444,0.16666666666666666,0.2647058823529412,0.38,0.2857142857142857,0.3,0.5333333333333333,0.19047619047619047,0.21428571428571427,1.0,,17.59259259259259,0.5714285714285714,0.2631578947368421,0.19540229885057472,0.05747126436781609,0.21428571428571427,0.11538461538461539,0.20155038759689922,0.07913669064748201,0.08823529411764706,0.05555555555555555,0.02857142857142857,0.09302325581395349,0.2222222222222222,0.24,0.13636363636363635,0.2,0.21212121212121213,0.2222222222222222,0.07407407407407407,0.3111111111111111,0.5,0.6363636363636364,0.8571428571428571,0.022222222222222223,,,,0.13333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.4222222222222222,0.8333333333333334,0.2,,0.17647058823529413,,0.6470588235294118,0.8444444444444444,0.5423677777777779,0.5581125,0.5176029411764707,0.08163265306122448,0.16,0.10526315789473684,0.3157894736842105,6.038095238095238,25.150000000000002,0.39862542955326463,4.0,,,1.0,1.0,1.0,5.0,,,1.0,1.0,4.0,,1.0,2.0,5.0,,1.0,3.0,15.0,,4.0,,,,1.0,0.20833333333333334,,0.25,0.20833333333333334,0.1111111111111111,0.2,0.2,1.0,0.21052631578947367,0.2222222222222222,1.0,,,0.16666666666666666,,,0.058823529411764705,1.0,0.18181818181818182,0.21052631578947367,1.0,0.041666666666666664,0.05263157894736842,,,,,,True,,,,,,
915,1610612755,Rodney Rogers,Rodney Rogers,915,PHI,7654.0,128,-14.0,251,253,74,86.0,27.0,504,6.0,18.0,2.0,8.0,1.0,8.0,2.0,6.0,1.0,4.0,23.0,9.0,9.0,28.0,24.0,7.0,49.0,243,2.0,8.0,,7.0,2.0,11.0,9.0,4.0,23.0,8.0,10.0,2.0,22.0,1.0,4.0,1.0,5.0,1.0,,2.0,,2.0,11.0,3.0,7.0,6.0,14.0,2.0,22.0,10.0,32.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,,,5.0,1.0,,9.0,17.0,2.0,1.0,9.0,1.0,,2.0,3.0,4.0,,4.0,,,1.0,23.0,74,0.4444444444444444,0.5,0.32142857142857145,0.25,0.18181818181818182,0.40384615384615385,0.3888888888888889,0.475,0.4375,0.3888888888888889,0.5227272727272727,0.46153846153846156,0.03571428571428571,,0.16666666666666666,,21.403508771929825,0.4,0.25,0.1686746987951807,0.07526881720430108,0.13333333333333333,0.075,0.15625,0.07518796992481203,0.13157894736842105,0.05555555555555555,0.02702702702702703,0.058823529411764705,0.16666666666666666,,0.21739130434782608,0.20454545454545456,0.1875,,0.06060606060606061,0.34615384615384615,0.3333333333333333,0.3333333333333333,0.5,0.11538461538461539,0.3333333333333333,0.4,0.5,0.07692307692307693,0.25,0.25,,0.4423076923076923,0.8888888888888888,0.25,0.5,0.4,0.125,0.45,0.8076923076923077,0.5401205882352941,0.5748312499999999,0.5491973684210526,0.03773584905660377,0.06896551724137931,0.14285714285714285,0.46938775510204084,4.632142857142857,26.25833333333333,0.2948207171314741,,,1.0,2.0,0.5,,1.0,,,,,8.0,1.0,1.0,5.0,8.0,1.0,1.0,5.0,24.0,,8.0,,,3.0,1.0,0.3333333333333333,1.0,0.5555555555555556,0.34782608695652173,0.019230769230769232,,,,0.34782608695652173,0.34782608695652173,1.0,,,0.1111111111111111,1.0,1.0,,,0.5555555555555556,0.36363636363636365,,,,1.0,,,,,True,,,,,,
