EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,SecondChanceTurnovers,BlockedShortMidRange,3SecondViolations,ShortMidRangePctBlocked,OffCorner3ReboundPct,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Travels,Technical Free Throw Trips,Blocked3s,BlockedCorner3,SecondChanceFg3Pct,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveMakes,HeaveAttempts,DefensiveGoaltends,BlockedArc3,SecondChanceCorner3FGM,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1000,1610612748,Shandon Anderson,Shandon Anderson,1000,MIA,30619.0,510,69.0,925,921,246.0,218,111.0,1846,27.0,38.0,7.0,10.0,9.0,12.0,4.0,19.0,12.0,26.0,1.0,10.0,3.0,1.0,1.0,43.0,83,1.0,11.0,23.0,112.0,905,8.0,14.0,5.0,21.0,11.0,19.0,4.0,7.0,29.0,58.0,28.0,3.0,10.0,1.0,5.0,23.0,5.0,28.0,4.0,1.0,11.0,1.0,11.0,61.0,2.0,16.0,1.0,14.0,46.0,4.0,64.0,19.0,83.0,2.0,18.0,9.0,9.0,12.0,3.0,9.0,6.0,1.0,3.0,18.0,4.0,29.0,53.0,2.0,2.0,27.0,1.0,13.0,1.0,7.0,6.0,1.0,7.0,4.0,3.0,29.0,246.0,2.0,0.6744186046511628,0.7631578947368421,1.0,0.09090909090909091,0.09090909090909091,0.5180722891566265,0.5714285714285714,0.5789473684210527,0.4734042553191489,0.5714285714285714,0.4782608695652174,0.5233644859813084,0.6176470588235294,0.5370370370370371,0.11702127659574468,0.060240963855421686,0.10526315789473684,0.038461538461538464,11.904761904761905,0.6666666666666666,0.13793103448275862,0.02127659574468085,0.125,0.0471976401179941,0.125,0.02531645569620253,0.125,0.0430622009569378,0.07692307692307693,0.041666666666666664,0.03289473684210526,0.04081632653061224,0.13392857142857142,0.16037735849056603,0.09333333333333334,0.14814814814814814,0.06451612903225806,0.045454545454545456,0.5714285714285714,0.40425531914893614,0.7105263157894737,0.7941176470588235,0.6296296296296297,0.20212765957446807,0.21052631578947367,0.21052631578947367,0.75,0.2765957446808511,0.46153846153846156,0.48,0.75,0.10638297872340426,0.1,0.1,1.0,0.010638297872340425,0.7142857142857143,0.7,0.14285714285714285,0.5217391304347826,0.75,0.13043478260869565,0.043478260869565216,0.5212765957446809,0.4858281914893616,0.49819090909090913,0.5060673913043479,0.12264150943396226,0.1368421052631579,0.1875,0.25892857142857145,7.655421686746989,23.227272727272727,0.26594594594594595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
120,1610612748,Steven Smith,Steven Smith,120,MIA,5143.0,86,-22.0,163,162,44.0,29,14.0,325,3.0,5.0,1.0,2.0,,1.0,1.0,2.0,,5.0,2.0,6.0,1.0,6.0,2.0,4.0,12,2.0,12.0,2.0,16.0,159,1.0,3.0,,2.0,1.0,3.0,3.0,2.0,4.0,6.0,2.0,6.0,,6.0,1.0,9.0,3.0,12.0,2.0,1.0,5.0,,4.0,27.0,,1.0,,3.0,6.0,2.0,11.0,1.0,12.0,,2.0,,2.0,2.0,1.0,2.0,1.0,,,3.0,,3.0,7.0,,,3.0,1.0,1.0,1.0,,,,,,,4.0,44.0,,0.75,0.75,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2916666666666667,0.25,0.16666666666666666,0.32,0.25,0.2857142857142857,0.5,0.08333333333333333,0.2,,15.909090909090908,0.6666666666666666,0.25,,0.12,0.017543859649122806,0.15789473684210525,,0.13043478260869565,0.0136986301369863,,,0.03225806451612903,,,0.07692307692307693,0.23809523809523808,0.13333333333333333,0.25,,,0.20833333333333334,0.6,0.75,1.0,0.08333333333333333,0.5,0.5,,0.20833333333333334,,,,0.25,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,0.5,1.0,0.16666666666666666,,0.16666666666666666,0.3333333333333333,0.7083333333333334,0.5233083333333334,0.5014333333333333,0.4870999999999999,0.041666666666666664,0.08333333333333333,0.125,0.25,8.9,24.225000000000005,0.26993865030674846,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1720,1610612748,Michael Doleac,Michael Doleac,1720,MIA,34573.0,576,51.0,1055,1048,299.0,252,136.0,2103,15.0,35.0,9.0,17.0,8.0,9.0,14.0,28.0,44.0,101.0,,,,1.0,1.0,73.0,164,,1.0,13.0,159.0,1028,15.0,29.0,8.0,38.0,24.0,42.0,1.0,4.0,52.0,120.0,26.0,,18.0,1.0,9.0,21.0,4.0,25.0,4.0,,13.0,1.0,7.0,54.0,7.0,36.0,1.0,19.0,67.0,12.0,98.0,44.0,142.0,2.0,13.0,9.0,4.0,7.0,2.0,4.0,7.0,,3.0,14.0,2.0,37.0,70.0,7.0,4.0,23.0,3.0,11.0,2.0,14.0,11.0,1.0,14.0,10.0,1.0,52.0,299.0,6.0,0.821917808219178,0.9375,,,,0.4451219512195122,0.5172413793103449,0.5714285714285714,0.44242424242424244,0.5172413793103449,0.5581395348837209,0.4542857142857143,0.5135135135135135,0.5652173913043478,0.006060606060606061,0.054878048780487805,0.17142857142857143,0.009900990099009901,15.619834710743802,0.5,0.41379310344827586,0.02127659574468085,0.1630170316301703,0.08759124087591241,0.15702479338842976,0.08536585365853659,0.16165413533834586,0.0872210953346856,0.11458333333333333,0.06930693069306931,0.08411214953271028,0.08620689655172414,0.15702479338842976,0.1532258064516129,0.1746987951807229,0.15384615384615385,0.16666666666666666,0.024390243902439025,0.7142857142857143,0.21212121212121213,0.42857142857142855,0.5172413793103449,0.4666666666666667,0.1696969696969697,0.5,0.5384615384615384,0.6428571428571429,0.6121212121212121,0.43564356435643564,0.44,1.0,,,,,0.006060606060606061,0.5862068965517241,0.5294117647058824,0.1111111111111111,0.20930232558139536,0.8888888888888888,,0.023255813953488372,0.21818181818181817,0.41949090909090914,0.49028400000000016,0.41043255813953483,0.06358381502890173,0.06395348837209303,0.2389937106918239,0.3270440251572327,12.488414634146338,24.5,0.2834123222748815,,,,1.0,2.0,1.0,0.07142857142857142,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2039,1610612748,Keyon Dooling,Keyon Dooling,2039,MIA,71057.0,1184,42.0,2168,2172,693.0,594,265.0,4340,39.0,68.0,2.0,4.0,12.0,21.0,20.0,45.0,61.0,157.0,4.0,13.0,1.0,62.0,26.0,120.0,270,19.0,75.0,85.0,382.0,2197,5.0,13.0,,16.0,34.0,79.0,27.0,44.0,127.0,48.0,192.0,45.0,,62.0,12.0,105.0,27.0,132.0,14.0,13.0,39.0,16.0,50.0,291.0,1.0,10.0,,15.0,63.0,1.0,79.0,11.0,90.0,3.0,39.0,22.0,17.0,44.0,7.0,30.0,21.0,2.0,14.0,65.0,21.0,32.0,120.0,2.0,1.0,109.0,4.0,38.0,17.0,10.0,1.0,3.0,11.0,7.0,,127.0,693.0,23.0,0.2,0.2,0.7894736842105263,0.25333333333333335,0.25333333333333335,0.4444444444444444,0.38461538461538464,0.43037974683544306,0.43043478260869567,0.38095238095238093,0.3915094339622642,0.4797979797979798,0.38095238095238093,0.4847328244274809,0.21739130434782608,0.044444444444444446,0.11764705882352941,0.012738853503184714,18.618739903069464,0.676923076923077,0.013333333333333334,,0.0738569753810082,0.01278772378516624,0.06048387096774194,0.00558659217877095,0.07084468664850137,0.011446409989594173,0.021834061135371178,0.009433962264150943,0.008797653958944282,0.007692307692307693,0.04201680672268908,0.08403361344537816,0.08753315649867374,0.06486486486486487,0.047619047619047616,0.015957446808510637,0.6363636363636364,0.19710144927536233,0.5735294117647058,0.65,0.15384615384615385,0.13043478260869565,0.4444444444444444,0.46511627906976744,,0.45507246376811594,0.3885350318471338,0.3935483870967742,0.29508196721311475,0.03768115942028986,0.3076923076923077,0.3076923076923077,1.0,0.17971014492753623,0.19047619047619047,0.5,,0.19811320754716982,0.5714285714285714,0.009433962264150943,0.24528301886792453,0.4144927536231884,0.4539312499999996,0.4722026315789474,0.4408119047619048,0.10026385224274406,0.125,0.041884816753926704,0.3324607329842932,12.52777777777778,24.95866666666667,0.3196494464944649,1.0,8.0,0.047619047619047616,4.0,6.0,,0.044444444444444446,,15.0,2.0,7.0,5.0,2.0,5.0,12.0,15.0,4.0,2.0,1.0,1.0,0.25,0.18518518518518517,0.24193548387096775,0.24193548387096775,0.7333333333333333,0.3333333333333333,0.2857142857142857,0.5,0.19230769230769232,0.24193548387096775,,,,,,,,,,,,,,,True,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,38836.0,647,-13.0,1175,1181,375.0,321,159.0,2356,71.0,132.0,10.0,22.0,19.0,42.0,26.0,82.0,34.0,88.0,1.0,4.0,2.0,13.0,9.0,131.0,302,6.0,17.0,122.0,402.0,1256,15.0,34.0,16.0,49.0,35.0,93.0,11.0,42.0,124.0,54.0,208.0,3.0,14.0,9.0,11.0,79.0,20.0,99.0,6.0,14.0,34.0,11.0,34.0,218.0,5.0,21.0,2.0,16.0,57.0,2.0,75.0,28.0,103.0,5.0,21.0,10.0,11.0,40.0,11.0,19.0,34.0,6.0,21.0,74.0,22.0,14.0,45.0,2.0,13.0,161.0,13.0,74.0,12.0,19.0,10.0,3.0,19.0,8.0,,124.0,375.0,4.0,0.20610687022900764,0.21774193548387097,0.16666666666666666,0.35294117647058826,0.35714285714285715,0.4337748344370861,0.4411764705882353,0.3763440860215054,0.438871473354232,0.44594594594594594,0.3942307692307692,0.5102040816326531,0.5444444444444444,0.47692307692307695,0.05329153605015674,0.03642384105960265,0.045454545454545456,,34.11420204978038,0.5405405405405406,0.05555555555555555,0.03333333333333333,0.12337662337662338,0.04805491990846682,0.125,0.05154639175257732,0.12372881355932204,0.04868913857677903,0.03571428571428571,0.06837606837606838,0.044444444444444446,0.06349206349206349,0.056338028169014086,0.12781954887218044,0.1711229946524064,0.1134020618556701,0.16129032258064516,0.03048780487804878,0.42105263157894735,0.41379310344827586,0.5378787878787878,0.5634920634920635,0.29577464788732394,0.25705329153605017,0.3170731707317073,0.33766233766233766,0.038461538461538464,0.27586206896551724,0.38636363636363635,0.38636363636363635,0.14705882352941177,0.012539184952978056,0.25,0.25,1.0,0.04075235109717868,0.5945945945945946,0.45454545454545453,0.2,0.40384615384615385,0.4523809523809524,0.019230769230769232,0.08653846153846154,0.4670846394984326,0.4642210443037973,0.4918953124999999,0.45381237623762377,0.19473684210526315,0.20385674931129477,0.12189054726368159,0.30845771144278605,7.738079470198675,28.658823529411766,0.3191489361702128,2.0,3.0,0.05405405405405406,9.0,6.0,,0.06097560975609756,0.029411764705882353,5.0,1.0,1.0,4.0,1.0,4.0,15.0,4.0,3.0,2.0,,,0.3333333333333333,0.36363636363636365,0.38461538461538464,0.38461538461538464,,0.02702702702702703,1.0,,0.4444444444444444,0.4444444444444444,1.0,3.0,1.0,,,,,,,,,,,,True,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,35460.0,591,10.0,1079,1088,369.0,335,135.0,2167,52.0,86.0,14.0,36.0,14.0,27.0,5.0,15.0,14.0,36.0,,,,,,71.0,137,,,40.0,182.0,1118,16.0,39.0,9.0,41.0,16.0,38.0,,9.0,41.0,108.0,34.0,,26.0,,7.0,10.0,3.0,13.0,2.0,1.0,7.0,1.0,2.0,29.0,13.0,48.0,,17.0,86.0,14.0,117.0,61.0,178.0,5.0,10.0,6.0,4.0,14.0,1.0,6.0,10.0,,8.0,24.0,11.0,26.0,56.0,8.0,4.0,48.0,9.0,25.0,3.0,9.0,7.0,1.0,10.0,5.0,2.0,41.0,369.0,10.0,0.7605633802816901,0.9310344827586207,,,,0.5182481751824818,0.41025641025641024,0.42105263157894735,0.5182481751824818,0.41025641025641024,0.42105263157894735,0.5801282051282052,0.47674418604651164,0.47674418604651164,,0.051094890510948905,0.06976744186046512,,14.5044319097502,0.5833333333333334,0.3888888888888889,,0.2123456790123457,0.12030075187969924,0.13178294573643412,0.1511627906976744,0.19288389513108614,0.12577319587628866,0.12686567164179105,0.17647058823529413,0.07975460122699386,0.15151515151515152,0.21428571428571427,0.20491803278688525,0.21637426900584794,0.1553398058252427,0.038461538461538464,0.08620689655172414,0.5,0.6277372262773723,0.6046511627906976,0.65,0.7115384615384616,0.10948905109489052,0.3333333333333333,0.35714285714285715,0.6,0.26277372262773724,0.3888888888888889,0.3888888888888889,1.0,,,,,,0.9230769230769231,0.3888888888888889,0.07142857142857142,0.7105263157894737,0.5185185185185185,,,0.6277372262773723,0.5027883211678832,0.5213406250000001,0.49269999999999997,0.16339869281045752,0.16339869281045752,0.22527472527472528,0.22527472527472528,5.676642335766423,,0.34198331788693237,,,,5.0,1.0,2.0,0.06666666666666667,0.15,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,34737.0,579,80.0,1080,1076,405.0,329,133.0,2156,28.0,41.0,3.0,4.0,12.0,16.0,7.0,20.0,10.0,20.0,18.0,34.0,8.0,51.0,19.0,45.0,81,36.0,85.0,50.0,248.0,1072,3.0,5.0,,15.0,20.0,36.0,27.0,20.0,90.0,62.0,28.0,105.0,2.0,51.0,3.0,37.0,,37.0,,,16.0,7.0,14.0,74.0,1.0,6.0,,22.0,50.0,6.0,78.0,7.0,85.0,1.0,15.0,9.0,6.0,9.0,4.0,6.0,10.0,,3.0,19.0,6.0,21.0,48.0,3.0,3.0,58.0,8.0,25.0,6.0,7.0,7.0,,9.0,4.0,2.0,90.0,405.0,7.0,0.6888888888888889,0.7045454545454546,0.9722222222222222,0.4235294117647059,0.4235294117647059,0.5555555555555556,0.6,0.5555555555555556,0.5963855421686747,0.8333333333333334,0.5555555555555556,0.6455026455026455,0.8333333333333334,0.6095890410958904,0.5120481927710844,0.037037037037037035,0.07317073170731707,,16.85575364667747,0.47368421052631576,0.16216216216216217,,0.1182033096926714,0.01639344262295082,0.2037037037037037,0.01020408163265306,0.13559322033898305,0.015086206896551725,0.008620689655172414,0.00980392156862745,0.02702702702702703,0.01282051282051282,0.09174311926605505,0.11428571428571428,0.1339712918660287,0.2375,0.10714285714285714,0.0125,0.4444444444444444,0.2469879518072289,0.6829268292682927,0.7368421052631579,0.75,0.12048192771084337,0.35,0.35,0.42857142857142855,0.12048192771084337,0.5,0.5,0.7,0.20481927710843373,0.5294117647058824,0.5294117647058824,0.9444444444444444,0.3072289156626506,0.4444444444444444,0.75,0.6666666666666666,0.25396825396825395,0.75,0.12698412698412698,0.30158730158730157,0.7590361445783133,0.52546,0.582975,0.5071346774193548,0.1366120218579235,0.25510204081632654,0.06048387096774194,0.3629032258064516,7.166666666666668,24.43411764705882,0.375,4.0,4.0,0.4444444444444444,1.0,,,,,18.0,,,5.0,3.0,10.0,3.0,18.0,,4.0,2.0,1.0,0.75,0.37037037037037035,0.35294117647058826,0.35294117647058826,1.0,,,,0.2631578947368421,0.35294117647058826,,,,1.0,3.0,5.0,1.0,0.75,1.0,0.625,,,,,True,,,,
406,1610612748,Shaquille O'Neal,Shaquille O'Neal,406,MIA,26474.0,441,56.0,810,813,260.0,222,96.0,1623,83.0,118.0,22.0,32.0,28.0,39.0,40.0,93.0,,,,,,,,123.0,211,,,67.0,313.0,828,25.0,35.0,13.0,63.0,37.0,60.0,,21.0,95.0,122.0,124.0,,42.0,,9.0,34.0,12.0,46.0,11.0,1.0,24.0,1.0,9.0,104.0,9.0,46.0,2.0,19.0,54.0,9.0,82.0,57.0,139.0,13.0,8.0,6.0,2.0,16.0,2.0,8.0,28.0,3.0,8.0,44.0,11.0,28.0,51.0,7.0,11.0,148.0,20.0,70.0,14.0,24.0,10.0,2.0,24.0,14.0,4.0,95.0,260.0,4.0,0.4959349593495935,0.5980392156862745,,,,0.5829383886255924,0.7142857142857143,0.6166666666666667,0.5829383886255924,0.7142857142857143,0.6166666666666667,0.5690909090909091,0.6428571428571429,0.59375,,0.04265402843601896,0.059322033898305086,,34.56121343445287,0.36363636363636365,0.2571428571428571,0.037037037037037035,0.16216216216216217,0.1678832116788321,0.2159090909090909,0.15,0.17339667458432304,0.16467065868263472,0.26881720430107525,0.13541666666666666,0.09411764705882353,0.16,0.10810810810810811,0.16483516483516483,0.18452380952380953,0.1791044776119403,0.3333333333333333,0.16455696202531644,0.5833333333333334,0.5592417061611374,0.7033898305084746,0.7477477477477478,0.5301204819277109,0.44075829383886256,0.43010752688172044,0.43956043956043955,0.425,,,,,,,,,,0.9142857142857143,0.6875,,0.65,0.717948717948718,,,0.5592417061611374,0.4794203791469195,0.5309806451612904,0.5153033333333333,0.2681992337164751,0.2681992337164751,0.2012779552715655,0.3035143769968051,3.5066350710900474,,0.32098765432098764,,,,3.0,12.0,7.0,0.021505376344086023,0.1,,,,,,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,1.0,,,,True,,,,
2446,1610612748,Rasual Butler,Rasual Butler,2446,MIA,31793.0,530,17.0,961,972,257.0,227,118.0,1933,4.0,12.0,,1.0,,1.0,5.0,15.0,28.0,74.0,4.0,12.0,3.0,49.0,10.0,37.0,101,20.0,61.0,14.0,148.0,949,3.0,9.0,1.0,10.0,10.0,21.0,13.0,4.0,36.0,60.0,14.0,45.0,,49.0,4.0,25.0,1.0,26.0,,1.0,11.0,3.0,11.0,53.0,,5.0,,16.0,51.0,3.0,70.0,5.0,75.0,1.0,7.0,3.0,4.0,9.0,3.0,8.0,9.0,,1.0,18.0,4.0,19.0,43.0,1.0,1.0,18.0,1.0,5.0,3.0,12.0,6.0,,14.0,7.0,,36.0,257.0,4.0,0.8108108108108109,0.8108108108108109,0.75,0.32786885245901637,0.32786885245901637,0.36633663366336633,0.3333333333333333,0.47619047619047616,0.41358024691358025,0.34615384615384615,0.47058823529411764,0.4319526627218935,0.34615384615384615,0.4861111111111111,0.3765432098765432,0.039603960396039604,0.25,0.013513513513513514,17.077625570776256,0.5,0.09090909090909091,,0.13110539845758354,0.014044943820224719,0.13114754098360656,,0.13111545988258316,0.011574074074074073,0.03225806451612903,0.01,0.006134969325153374,,0.11764705882352941,0.12264150943396226,0.143646408839779,0.11956521739130435,0.16666666666666666,0.01,0.5,0.07407407407407407,0.3333333333333333,0.4444444444444444,1.0,0.09259259259259259,0.3333333333333333,0.3333333333333333,1.0,0.4567901234567901,0.3783783783783784,0.3835616438356164,0.75,0.07407407407407407,0.3333333333333333,0.3333333333333333,1.0,0.30246913580246915,0.07692307692307693,,,0.029411764705882353,,0.08823529411764706,0.29411764705882354,0.4506172839506173,0.4642697530864196,0.42703636363636366,0.4462544117647058,0.030120481927710843,0.047619047619047616,0.06756756756756757,0.24324324324324326,15.28019801980198,24.69016393442623,0.26742976066597296,,4.0,,,6.0,,,,16.0,1.0,4.0,3.0,1.0,4.0,15.0,16.0,2.0,3.0,2.0,2.0,0.25,0.3076923076923077,0.32653061224489793,0.32653061224489793,0.6875,0.3076923076923077,0.25,1.0,0.3,0.32653061224489793,,,1.0,,,1.0,1.0,,,0.3333333333333333,,,,,True,,,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,7227.0,120,-19.0,219,218,95.0,70,32.0,437,11.0,17.0,3.0,5.0,4.0,7.0,5.0,10.0,2.0,7.0,,,,,,18.0,34,,,11.0,47.0,205,6.0,8.0,4.0,16.0,7.0,14.0,,6.0,20.0,20.0,16.0,,6.0,,3.0,1.0,,1.0,,,1.0,,,2.0,2.0,11.0,,3.0,16.0,5.0,24.0,13.0,37.0,2.0,1.0,1.0,,3.0,3.0,,7.0,,3.0,10.0,4.0,6.0,16.0,2.0,3.0,24.0,,11.0,1.0,16.0,13.0,,16.0,10.0,2.0,20.0,95.0,2.0,0.5555555555555556,0.6666666666666666,,,,0.5294117647058824,0.75,0.5,0.5294117647058824,0.75,0.5,0.5108695652173914,0.7272727272727273,0.5263157894736842,,0.08823529411764706,0.058823529411764705,,21.62162162162162,0.3,1.0,,0.16666666666666666,0.13414634146341464,0.12,0.09090909090909091,0.15702479338842976,0.125,0.17647058823529413,0.125,0.09375,0.06666666666666667,0.10526315789473684,0.23809523809523808,0.1891891891891892,0.17647058823529413,,0.15384615384615385,0.625,0.5,0.6470588235294118,0.6875,0.6363636363636364,0.29411764705882354,0.5,0.625,0.2,0.20588235294117646,0.2857142857142857,0.2857142857142857,1.0,,,,,,0.625,0.6,,0.5,0.5714285714285714,,,0.5,0.4564529411764706,0.4780375,0.4188142857142857,0.24444444444444444,0.24444444444444444,0.3404255319148936,0.425531914893617,5.982352941176471,,0.4337899543378995,,,,2.0,3.0,1.0,0.2,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,True,,,,
