EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Travels,OffCorner3ReboundPct,Corner3FGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,Technical Free Throw Trips,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,PtsUnassisted3s,FTOffRebounds,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,Corner3Assists,SelfOReb,BlockedLongMidRange,SelfORebPct,SecondChanceAtRimPctAssisted,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3Accuracy,on,BlockedCorner3,OffensiveGoaltends,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,3pt And 1 Free Throw Trips
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,19810.0,330,-76,638,643,169.0,177.0,86.0,1281,8.0,14.0,4.0,8.0,4.0,6.0,5.0,20.0,12.0,30.0,1.0,1.0,25.0,64.0,1.0,15.0,65.0,699,6.0,11.0,2.0,14.0,11.0,16.0,1.0,6.0,28.0,38.0,12.0,6.0,6.0,2.0,2.0,1.0,1.0,4.0,5.0,19.0,8.0,32.0,9.0,49.0,24.0,73.0,5.0,4.0,1.0,5.0,1.0,4.0,5.0,1.0,1.0,10.0,1.0,4.0,28.0,41.0,3.0,2.0,20.0,1.0,6.0,5.0,12.0,1.0,1.0,10.0,2.0,13.0,6.0,1.0,2.0,28.0,169.0,1.0,0.76,0.8636363636363636,0.390625,0.5454545454545454,0.6875,0.38461538461538464,0.5454545454545454,0.6470588235294118,0.43333333333333335,0.5833333333333334,0.6363636363636364,0.015384615384615385,0.09375,0.35714285714285715,0.05,11.29032258064516,0.5,0.34615384615384615,0.14285714285714285,0.06597222222222222,0.0963855421686747,0.1388888888888889,0.13029315960912052,0.07407407407407407,0.07228915662650602,0.07317073170731707,0.056910569105691054,0.17857142857142858,0.18840579710144928,0.10714285714285714,0.13131313131313133,0.10909090909090909,0.07142857142857142,0.46153846153846156,0.2153846153846154,0.5714285714285714,0.8888888888888888,0.5,0.3076923076923077,0.25,0.2631578947368421,0.6,0.46153846153846156,0.4,0.4,1.0,0.015384615384615385,0.7272727272727273,0.5,0.35294117647058826,0.6666666666666666,0.058823529411764705,0.23076923076923078,0.4324653846153847,0.5242454545454547,0.451885294117647,0.08571428571428572,0.08695652173913043,0.2153846153846154,0.4307692307692308,11.142187500000002,23.4,0.26489028213166144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1509,1610612753,Kelvin Cato,Kelvin Cato,1509,ORL,9979.0,166,-9,310,321,86.0,76.0,48.0,631,9.0,14.0,2.0,3.0,2.0,5.0,4.0,7.0,7.0,14.0,,,20.0,35.0,,12.0,52.0,347,2.0,3.0,4.0,8.0,7.0,12.0,,11.0,25.0,34.0,6.0,4.0,,3.0,3.0,2.0,1.0,6.0,2.0,4.0,5.0,22.0,1.0,28.0,6.0,34.0,3.0,3.0,,4.0,,4.0,2.0,,,6.0,,,8.0,16.0,,1.0,14.0,,3.0,4.0,8.0,,,6.0,2.0,8.0,5.0,,1.0,25.0,86.0,1.0,0.85,0.9444444444444444,0.5714285714285714,0.6666666666666666,0.5833333333333334,0.5714285714285714,0.6666666666666666,0.5833333333333334,0.6190476190476191,0.8,0.6944444444444444,,,,,13.008130081300813,0.6666666666666666,0.2,0.16417910447761194,0.031496062992125984,0.13157894736842105,0.08,0.1569767441860465,0.039473684210526314,0.0425531914893617,,0.0392156862745098,0.05263157894736842,0.14285714285714285,0.2,0.16666666666666666,0.08695652173913043,0.2,0.625,0.4,0.6428571428571429,0.6428571428571429,0.7777777777777778,0.2,0.5714285714285714,0.5714285714285714,0.75,0.4,0.5,0.5,1.0,,1.0,0.6666666666666666,0.4166666666666667,0.4,,0.4,0.4705828571428572,0.6211,0.4576,0.07894736842105263,0.07894736842105263,0.15384615384615385,0.4807692307692308,9.03142857142857,,0.27741935483870966,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,12820.0,214,-11,428,423,142.0,124.0,60.0,851,3.0,5.0,,,1.0,1.0,2.0,5.0,11.0,24.0,7.0,2.0,16.0,34.0,42.0,5.0,85.0,450,3.0,5.0,,9.0,6.0,8.0,13.0,1.0,22.0,20.0,12.0,2.0,2.0,5.0,9.0,,2.0,22.0,2.0,5.0,8.0,10.0,6.0,24.0,7.0,31.0,1.0,,1.0,4.0,3.0,3.0,7.0,,1.0,11.0,,2.0,9.0,25.0,3.0,2.0,6.0,,2.0,,2.0,,,2.0,,2.0,1.0,,,22.0,142.0,4.0,0.625,0.6666666666666666,0.47058823529411764,0.6,0.75,0.5263157894736842,0.6428571428571429,0.5,0.5384615384615384,0.6428571428571429,0.5,0.5526315789473685,0.058823529411764705,0.4,,17.693836978131213,0.36363636363636365,0.2857142857142857,0.06993006993006994,0.030864197530864196,0.14814814814814814,0.0425531914893617,0.09137055837563451,0.03349282296650718,0.038461538461538464,,0.04054054054054054,0.027777777777777776,0.021739130434782608,0.08823529411764706,0.09523809523809523,0.16216216216216217,0.11764705882352941,0.5,0.06578947368421052,0.6,1.0,,0.06578947368421052,0.4,0.4,0.5,0.3157894736842105,0.4583333333333333,0.4583333333333333,0.8181818181818182,0.09210526315789473,,,0.047619047619047616,1.0,0.09523809523809523,0.618421052631579,0.4889657894736843,0.45882999999999996,0.4654642857142858,0.02564102564102564,0.05555555555555555,0.10588235294117647,0.25882352941176473,14.244117647058822,25.123809523809523,0.3317757009345794,2.0,0.09090909090909091,3.0,13.0,35.0,1.0,2.0,3.0,11.0,16.0,1.0,2.0,3.0,48.0,35.0,13.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,0.38095238095238093,0.5,0.23076923076923078,0.38095238095238093,0.047619047619047616,0.05714285714285714,0.42857142857142855,0.42857142857142855,1.0,0.4605263157894737,0.37142857142857144,0.3939393939393939,1.0,0.2857142857142857,0.5,1.0,0.5238095238095238,0.2727272727272727,0.37142857142857144,,,,,,,,,,,,,,,,,,True,,,,,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,18676.0,311,-41,615,626,182.0,199.0,92.0,1241,18.0,30.0,2.0,2.0,2.0,7.0,4.0,11.0,22.0,46.0,8.0,,44.0,87.0,30.0,21.0,139.0,677,4.0,8.0,1.0,9.0,5.0,21.0,8.0,14.0,30.0,26.0,62.0,4.0,8.0,52.0,63.0,22.0,19.0,137.0,2.0,3.0,6.0,19.0,2.0,27.0,7.0,34.0,15.0,9.0,6.0,18.0,4.0,15.0,9.0,,3.0,27.0,1.0,13.0,15.0,37.0,2.0,2.0,29.0,2.0,6.0,8.0,,,,,,,,,,30.0,182.0,7.0,0.29545454545454547,0.30952380952380953,0.5057471264367817,0.5,0.23809523809523808,0.5042735042735043,0.4,0.27586206896551724,0.5346153846153846,0.4090909090909091,0.39473684210526316,0.2564102564102564,0.09195402298850575,0.2,0.09090909090909091,21.866295264623957,0.6666666666666666,0.07142857142857142,0.0871559633027523,0.012195121951219513,0.08108108108108109,0.04081632653061224,0.08561643835616438,0.01694915254237288,,,0.03,0.05128205128205128,0.04054054054054054,0.08771929824561403,0.12643678160919541,0.0851063829787234,0.07407407407407407,,0.2564102564102564,0.6,0.75,0.3888888888888889,0.09401709401709402,0.36363636363636365,0.4,,0.39316239316239315,0.4782608695652174,0.4888888888888889,0.2727272727272727,0.06837606837606838,0.2,1.0,0.2413793103448276,0.2857142857142857,,0.5128205128205128,0.47847456896551727,0.4160277777777778,0.4405964285714285,0.05737704918032787,0.06593406593406594,0.06474820143884892,0.2158273381294964,11.382758620689655,25.530000000000005,0.2959349593495935,,,2.0,8.0,22.0,,1.0,2.0,8.0,10.0,,2.0,2.0,21.0,22.0,8.0,,11.0,11.0,11.0,,,0.7,0.3333333333333333,,0.25,0.3333333333333333,,,0.25,0.25,0.5,0.18803418803418803,0.36363636363636365,0.36363636363636365,0.75,0.1,,,0.27586206896551724,0.25,0.36363636363636365,1.0,9.0,2.0,1.0,1.0,0.021739130434782608,0.07692307692307693,0.1,0.03225806451612903,,,,,,,,,True,,,,,,,,
278,1610612753,Stacey Augmon,Stacey Augmon,278,ORL,39264.0,654,-89,1282,1299,425.0,423.0,198.0,2581,34.0,64.0,9.0,16.0,6.0,17.0,20.0,56.0,14.0,47.0,,,68.0,167.0,,57.0,193.0,1426,16.0,34.0,11.0,43.0,17.0,48.0,,24.0,58.0,72.0,64.0,18.0,12.0,30.0,36.0,9.0,20.0,78.0,8.0,37.0,23.0,28.0,3.0,54.0,45.0,99.0,23.0,10.0,13.0,17.0,,11.0,14.0,,6.0,31.0,4.0,5.0,42.0,83.0,,11.0,77.0,3.0,31.0,9.0,8.0,,,3.0,4.0,8.0,4.0,,,58.0,425.0,10.0,0.5294117647058824,0.6101694915254238,0.40718562874251496,0.47058823529411764,0.3541666666666667,0.40718562874251496,0.47058823529411764,0.3541666666666667,0.4730392156862745,0.5375,0.47540983606557374,,0.0718562874251497,0.15625,0.017857142857142856,15.460526315789474,0.5483870967741935,0.05454545454545454,0.06363636363636363,0.06813996316758748,0.14935064935064934,0.08791208791208792,0.08585858585858586,0.07097791798107256,0.08888888888888889,0.05,0.06278026905829596,0.07042253521126761,0.02877697841726619,0.08571428571428572,0.07653061224489796,0.13725490196078433,0.17307692307692307,0.5,0.38323353293413176,0.53125,0.6296296296296297,0.5588235294117647,0.33532934131736525,0.35714285714285715,0.36363636363636365,0.4,0.281437125748503,0.2978723404255319,0.30434782608695654,0.6428571428571429,,0.47058823529411764,0.5625,0.3541666666666667,0.35294117647058826,,0.38323353293413176,0.4716461077844313,0.4721571428571429,0.45774999999999993,0.15897435897435896,0.15897435897435896,0.22279792746113988,0.3005181347150259,8.1622754491018,,0.33151326053042124,3.0,0.15,,,,,,,,,,,,,,,,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02127659574468085,,,,1.0,5.0,1.0,0.058823529411764705,0.1111111111111111,,,,True,,,,,,,,
1883,1610612753,Steve Francis,Steve Francis,1883,ORL,22421.0,374,-37,717,733,235.0,252.0,111.0,1450,35.0,65.0,5.0,10.0,17.0,26.0,16.0,38.0,25.0,74.0,1.0,1.0,76.0,177.0,14.0,59.0,223.0,799,9.0,22.0,7.0,25.0,33.0,67.0,8.0,28.0,100.0,28.0,124.0,4.0,8.0,50.0,62.0,25.0,18.0,136.0,2.0,18.0,8.0,30.0,4.0,42.0,20.0,62.0,21.0,17.0,4.0,25.0,4.0,18.0,11.0,2.0,7.0,36.0,6.0,7.0,15.0,30.0,2.0,,69.0,3.0,27.0,8.0,6.0,,,5.0,,6.0,2.0,,,100.0,235.0,5.0,0.18421052631578946,0.1891891891891892,0.4293785310734463,0.4090909090909091,0.4925373134328358,0.4293193717277487,0.391304347826087,0.48,0.49551569506726456,0.46296296296296297,0.55,0.07329842931937172,0.04519774011299435,0.09230769230769231,0.02631578947368421,30.470588235294116,0.6944444444444444,0.13793103448275862,0.12605042016806722,0.05714285714285714,0.08080808080808081,0.046511627906976744,0.11275964391691394,0.055865921787709494,0.10752688172043011,0.046511627906976744,0.029411764705882353,0.06451612903225806,0.1,0.09259259259259259,0.15789473684210525,0.078125,0.08571428571428572,0.3333333333333333,0.3403141361256545,0.5384615384615384,0.5932203389830508,0.17142857142857143,0.19895287958115182,0.42105263157894735,0.43243243243243246,0.3125,0.387434554973822,0.33783783783783783,0.3424657534246575,0.12,0.005235602094240838,0.43478260869565216,0.5,0.3466666666666667,0.6538461538461539,0.013333333333333334,0.41361256544502617,0.469888157894737,0.4401052631578947,0.4519053333333333,0.12558139534883722,0.13432835820895522,0.11210762331838565,0.4484304932735426,9.775141242937853,27.07857142857143,0.3277545327754533,3.0,,,4.0,13.0,,,2.0,7.0,4.0,,1.0,2.0,3.0,12.0,4.0,,12.0,10.0,7.0,2.0,,0.25,0.2857142857142857,,0.25,0.3076923076923077,,,,,,0.06806282722513089,0.3076923076923077,0.3076923076923077,0.25,,,,0.09333333333333334,0.2857142857142857,0.3333333333333333,1.0,9.0,,,,0.013513513513513514,,0.043478260869565216,,2.0,4.0,1.0,0.04081632653061224,,1.0,,,True,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,14812.0,247,-32,471,484,156.0,190.0,67.0,955,11.0,22.0,2.0,5.0,2.0,3.0,7.0,17.0,18.0,42.0,4.0,,36.0,81.0,39.0,37.0,154.0,537,3.0,10.0,3.0,9.0,10.0,22.0,11.0,15.0,50.0,24.0,48.0,2.0,5.0,16.0,18.0,6.0,9.0,38.0,3.0,8.0,7.0,23.0,,30.0,11.0,41.0,10.0,8.0,2.0,12.0,3.0,6.0,7.0,,6.0,19.0,2.0,4.0,12.0,20.0,,2.0,42.0,1.0,17.0,3.0,2.0,,,2.0,,2.0,2.0,1.0,,50.0,156.0,1.0,0.3333333333333333,0.34285714285714286,0.4444444444444444,0.3,0.45454545454545453,0.4875,0.2,0.5303030303030303,0.5431654676258992,0.2647058823529412,0.5975609756097561,0.325,0.06172839506172839,0.09090909090909091,0.17647058823529413,28.315412186379927,0.631578947368421,,0.1419753086419753,0.0427807486631016,0.1206896551724138,0.06666666666666667,0.13636363636363635,0.04741379310344827,0.07142857142857142,,0.04878048780487805,0.07692307692307693,0.16666666666666666,0.13513513513513514,0.12987012987012986,0.09090909090909091,0.21428571428571427,1.0,0.18333333333333332,0.5,0.55,0.36363636363636365,0.14166666666666666,0.4117647058823529,0.5,0.2857142857142857,0.35,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.03333333333333333,0.3333333333333333,0.4,0.09090909090909091,0.6666666666666666,,0.5083333333333333,0.4685033333333333,0.49231538461538454,0.42371212121212115,0.125,0.17525773195876287,0.05844155844155844,0.3246753246753247,11.729629629629628,25.402564102564103,0.33121019108280253,1.0,,1.0,14.0,35.0,,5.0,5.0,11.0,15.0,,5.0,5.0,42.0,35.0,14.0,,2.0,,1.0,3.0,,0.9333333333333333,0.38461538461538464,,0.45454545454545453,0.38461538461538464,,,0.25,0.25,1.0,0.2916666666666667,0.4,0.4,0.9285714285714286,0.3333333333333333,,,0.3333333333333333,0.45454545454545453,0.4,,3.0,,,,,,,,2.0,2.0,,0.03225806451612903,,,,,True,,,,,,,,
2052,1610612753,DeShawn Stevenson,DeShawn Stevenson,2052,ORL,10998.0,183,-78,368,367,139.0,133.0,64.0,735,11.0,31.0,3.0,5.0,4.0,11.0,,6.0,16.0,41.0,4.0,2.0,27.0,78.0,13.0,8.0,74.0,421,4.0,8.0,,11.0,10.0,26.0,4.0,6.0,29.0,34.0,20.0,4.0,7.0,16.0,16.0,7.0,5.0,32.0,,6.0,,6.0,,6.0,6.0,12.0,,,,6.0,3.0,5.0,5.0,1.0,1.0,11.0,1.0,3.0,2.0,9.0,,1.0,14.0,2.0,6.0,2.0,,,,,,,,,,29.0,139.0,4.0,0.6296296296296297,0.68,0.34615384615384615,0.5,0.38461538461538464,0.3626373626373626,0.55,0.38333333333333336,0.38144329896907214,0.55,0.4264705882352941,0.14285714285714285,0.08974358974358974,0.1935483870967742,0.16666666666666666,24.65753424657534,0.5454545454545454,,0.04878048780487805,0.037037037037037035,,,0.03821656050955414,0.031746031746031744,0.06896551724137931,0.023255813953488372,0.01639344262295082,,0.02127659574468085,0.07692307692307693,0.06,,,,0.34065934065934067,0.3548387096774194,0.44,0.7272727272727273,0.06593406593406594,,,,0.45054945054945056,0.3902439024390244,0.3902439024390244,0.5625,0.04395604395604396,0.5,0.6,0.36666666666666664,0.36363636363636365,0.06666666666666667,0.4835164835164835,0.4715888888888887,0.487265,0.45354137931034477,0.06315789473684211,0.07317073170731707,0.14864864864864866,0.3918918918918919,10.569230769230773,27.138461538461538,0.37771739130434784,,,1.0,3.0,9.0,1.0,2.0,,2.0,4.0,1.0,2.0,1.0,9.0,8.0,3.0,,,,4.0,,,0.75,0.3076923076923077,0.5,0.25,0.3333333333333333,,,0.25,0.25,1.0,0.0989010989010989,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2,0.5,1.0,0.06666666666666667,,0.375,,3.0,,,,,,,,,1.0,,0.0196078431372549,0.3333333333333333,1.0,1.0,0.5,True,,,,,,,,
2857,1610612753,Andre Barrett,Andre Barrett,2857,ORL,2863.0,48,2,93,92,52.0,23.0,25.0,185,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,6.0,12.0,1.0,1.0,9.0,17.0,4.0,2.0,20.0,103,2.0,4.0,,4.0,6.0,12.0,2.0,2.0,14.0,8.0,10.0,,,9.0,10.0,5.0,2.0,21.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,,2.0,,,,,4.0,,1.0,1.0,,,,,,,,,1.0,14.0,52.0,,0.4444444444444444,0.4444444444444444,0.5294117647058824,0.5,0.5,0.42857142857142855,0.4,0.42857142857142855,0.43478260869565216,0.4,0.4375,0.19047619047619047,,,,21.428571428571427,0.5,0.2,0.037037037037037035,0.043478260869565216,0.08333333333333333,0.125,0.05128205128205128,0.05555555555555555,0.08,,,,0.16666666666666666,,,0.2,,,0.14285714285714285,0.6666666666666666,0.6666666666666666,,0.09523809523809523,0.5,0.5,,0.5714285714285714,0.5,0.5,0.6666666666666666,0.047619047619047616,0.2,1.0,0.21428571428571427,0.6666666666666666,0.07142857142857142,0.3333333333333333,0.441515,0.41906,0.4367423076923077,0.045454545454545456,0.05555555555555555,0.2,0.7,14.117647058823529,28.225,0.5591397849462365,,0.2,,,3.0,,1.0,,1.0,,,1.0,,,2.0,,,1.0,1.0,2.0,,,,,,,,,,,,,0.14285714285714285,,,,0.2,,,0.07142857142857142,,,,,1.0,,,,0.125,,,,,,,,1.0,,,True,,,,,,,,
255,1610612753,Grant Hill,Grant Hill,255,ORL,8020.0,134,-6,270,274,81.0,91.0,39.0,544,10.0,18.0,3.0,4.0,4.0,6.0,3.0,14.0,12.0,23.0,,,25.0,55.0,,19.0,69.0,314,5.0,8.0,1.0,11.0,7.0,15.0,,6.0,20.0,28.0,22.0,2.0,3.0,16.0,18.0,10.0,2.0,38.0,,4.0,9.0,10.0,2.0,21.0,4.0,25.0,4.0,3.0,1.0,1.0,1.0,,3.0,,1.0,4.0,1.0,1.0,5.0,8.0,,1.0,23.0,2.0,10.0,2.0,3.0,,,3.0,,3.0,2.0,,,20.0,81.0,,0.56,0.5833333333333334,0.45454545454545453,0.625,0.4666666666666667,0.45454545454545453,0.625,0.4666666666666667,0.5230769230769231,0.625,0.5,,0.05454545454545454,0.1111111111111111,,22.115384615384613,0.25,0.25,0.11494252873563218,0.038834951456310676,0.2571428571428571,,0.1557377049180328,0.03361344537815126,0.029411764705882353,0.06451612903225806,0.02631578947368421,,0.034482758620689655,0.17391304347826086,0.14285714285714285,0.25925925925925924,0.25,0.6666666666666666,0.32727272727272727,0.5555555555555556,0.625,0.5,0.2545454545454545,0.21428571428571427,0.21428571428571427,0.3333333333333333,0.41818181818181815,0.5217391304347826,0.5454545454545454,0.6666666666666666,,0.5,0.75,0.4,0.6666666666666666,,0.32727272727272727,0.4648036363636363,0.4620875,0.48885333333333336,0.15873015873015872,0.15873015873015872,0.15942028985507245,0.2898550724637681,9.961818181818183,,0.3,,,,,,,,,,,,,,,,,,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.043478260869565216,,,,1.0,1.0,,0.037037037037037035,,,,,True,,,,,,,,
