EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PtsPutbacks,FTOffRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,BlockedLongMidRange,RecoveredBlocks,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
120,1610612766,Steven Smith,Steven Smith,120,CHA,17600.0,293,-45,550,543,178,240,97,1093,6,8,1.0,2.0,3.0,11.0,22.0,8.0,26.0,6.0,13.0,1.0,1.0,4.0,9.0,25.0,2.0,3.0,1.0,5.0,25,56,15.0,38.0,14.0,109,631,3.0,6,2.0,4.0,4.0,16,5.0,18,2.0,9.0,9.0,25,22.0,28,42.0,3.0,1.0,24.0,9.0,2.0,1.0,30.0,2.0,32.0,1.0,1.0,7.0,11.0,12.0,66.0,1.0,5,5.0,10.0,15.0,6,21,1.0,3.0,2.0,1.0,5.0,5.0,5.0,1.0,2.0,10.0,13,26,2.0,15.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,25,178,6.0,0.44,0.44,0.9333333333333333,0.39473684210526316,0.5,0.2222222222222222,0.40540540540540543,0.44642857142857145,0.5,0.2777777777777778,0.5053191489361702,0.6,0.2962962962962963,0.535,0.6666666666666666,0.390625,0.40425531914893614,0.02631578947368421,0.03571428571428571,0.125,0.038461538461538464,0.04,16.516516516516518,0.5,0.053475935828877004,0.020161290322580645,0.13157894736842105,0.022727272727272728,0.06666666666666667,0.02054794520547945,0.013333333333333334,0.03669724770642202,0.034482758620689655,0.028169014084507043,0.05,0.07894736842105263,0.16666666666666666,0.020833333333333332,0.0851063829787234,0.75,0.8571428571428571,0.6666666666666666,0.23404255319148937,0.5,0.5,0.2727272727272727,0.2765957446808511,0.3076923076923077,0.32,0.5,0.13829787234042554,0.46153846153846156,0.46153846153846156,1.0,0.26595744680851063,0.36,0.375,0.8888888888888888,0.1,0.1,0.3,0.6666666666666666,1.0,0.1111111111111111,0.6666666666666666,0.14814814814814814,0.25,0.18518518518518517,0.2,0.48936170212765956,0.375,0.4503666666666665,0.4705099999999999,0.42876481481481477,0.03125,0.05172413793103448,0.14678899082568808,0.22935779816513763,12.158928571428575,25.794736842105262,0.3236363636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1510,1610612766,Brevin Knight,Brevin Knight,1510,CHA,78398.0,1307,-116,2563,2546,474,497,361,5109,41,77,6.0,11.0,19.0,31.0,81.0,92.0,231.0,,2.0,1.0,,,1.0,9.0,,,,3.0,164,389,1.0,11.0,98.0,429,2763,16.0,36,,1.0,2.0,34,39.0,85,,3.0,34.0,112,84.0,244,3.0,,,9.0,1.0,21.0,,379.0,42.0,421.0,27.0,15.0,163.0,51.0,165.0,884.0,1.0,12,19.0,80.0,105.0,14,119,1.0,91.0,35.0,56.0,67.0,59.0,40.0,2.0,2.0,107.0,55,124,5.0,111.0,11.0,18.0,40.0,12.0,4.0,3.0,,4.0,112,474,14.0,0.25609756097560976,0.25766871165644173,1.0,0.09090909090909091,,,0.09090909090909091,0.42159383033419023,0.4444444444444444,0.4588235294117647,0.41375,0.43243243243243246,0.4431818181818182,0.47052154195011336,0.4473684210526316,0.5288461538461539,0.0275,,0.05398457583547558,0.12987012987012986,0.012987012987012988,,18.266666666666666,0.6261682242990654,0.08724100327153762,0.01056338028169014,0.084070796460177,0.006756756756756757,0.08661417322834646,0.010124610591900311,0.006872852233676976,0.007518796992481203,0.010526315789473684,0.084375,0.08235294117647059,0.0935672514619883,0.08982035928143713,0.004807692307692308,0.1925,0.5324675324675324,0.6119402985074627,0.0975609756097561,0.2025,0.38271604938271603,0.4246575342465753,0.12903225806451613,0.5775,0.39826839826839827,0.40350877192982454,0.3695652173913043,0.005,,,,0.0225,0.1111111111111111,0.1111111111111111,1.0,0.16216216216216217,0.02702702702702703,,,,0.2159090909090909,0.5789473684210527,,,0.03409090909090909,,0.22,0.1111111111111111,0.43543875,0.42784218749999997,0.4170818181818182,0.09324009324009325,0.09569377990430622,0.07925407925407925,0.26107226107226106,12.751413881748068,25.545454545454547,0.184939523995318,4.0,2.0,1.0,6.0,29.0,8.0,6.0,21.0,2.0,1.0,1.0,0.09876543209876543,0.0967741935483871,0.013157894736842105,0.019169329073482427,0.06779661016949153,0.25,0.6666666666666666,0.25,,,,,,,,,,,,,,,True,,
1751,1610612766,Jahidi White,Jahidi White,1751,CHA,1328.0,22,-1,43,41,11,9,9,84,2,5,2.0,1.0,1.0,,,,,,,,,,,,,,,,2,5,,,4.0,8,50,2.0,2,,,2.0,6,1.0,1,,,2.0,4,,4,,,,,,,,,1.0,1.0,1.0,,,,,3.0,,2,,4.0,4.0,2,6,,,,,1.0,1.0,,,,1.0,4,6,,11.0,1.0,,5.0,1.0,2.0,1.0,,2.0,4,11,,,,,,,,,0.4,1.0,1.0,0.4,1.0,1.0,0.4,0.6,0.6666666666666666,,,,,,,19.29824561403509,1.0,0.26666666666666666,0.08695652173913043,,,0.25,0.07692307692307693,,0.2,,0.14285714285714285,0.6666666666666666,0.2,,,1.0,0.4,0.4,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,,0.5809799999999999,0.648,0.742,0.5555555555555556,0.5555555555555556,0.75,0.5,,,0.2558139534883721,2.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,0.5,1.0,,,,,,,,,,,,,,,,True,,
2056,1610612766,Primoz Brezec,Primoz Brezec,2056,CHA,136961.0,2283,-318,4434,4412,1064,1135,644,8846,222,349,164.0,51.0,81.0,74.0,171.0,91.0,236.0,,,,,,,,,,,,387,756,,,164.0,938,4797,113.0,189,,,57.0,283,79.0,153,,,66.0,224,498.0,276,,,,,,51.0,,72.0,14.0,86.0,8.0,6.0,24.0,13.0,35.0,186.0,25.0,199,56.0,221.0,305.0,226,531,21.0,33.0,21.0,12.0,52.0,31.0,54.0,,11.0,106.0,116,183,10.0,220.0,23.0,6.0,88.0,31.0,53.0,50.0,2.0,55.0,224,1064,22.0,0.6434108527131783,0.8383838383838383,,,,,,0.5119047619047619,0.5978835978835979,0.5163398692810458,0.5119047619047619,0.5978835978835979,0.5163398692810458,0.5469483568075117,0.6306306306306306,0.5837696335078534,,,0.06746031746031746,0.10888252148997135,0.00847457627118644,,18.403846153846153,0.49056603773584906,0.14076433121019108,0.10305541170378042,0.14470284237726097,0.09025270758122744,0.14154317833418498,0.10144927536231885,0.10166358595194085,0.07630979498861047,0.08670520231213873,0.13829787234042554,0.13842482100238662,0.14480408858603067,0.15162454873646208,0.06624605678233439,0.46164021164021163,0.6361031518624641,0.7138263665594855,0.5540540540540541,0.2261904761904762,0.4327485380116959,0.4625,0.6216216216216216,0.31216931216931215,0.3855932203389831,0.3888888888888889,0.8791208791208791,,,,,,,,,0.8677248677248677,,,,,0.5294117647058824,0.6296296296296297,,,,,0.46164021164021163,,0.4815661375661373,0.5520438596491226,0.497467320261438,0.1071863580998782,0.1071863580998782,0.3017057569296375,0.23880597014925373,7.658465608465609,,0.2399639152007217,100.0,180.0,2.0,28.0,10.0,21.0,10.0,27.0,19.0,1.0,33.0,0.06432748538011696,0.2222222222222222,0.01282051282051282,0.150390625,0.12727272727272726,0.6,0.6097560975609756,0.12,9.0,2.0,2.0,1.0,9.0,2.0,0.09615384615384616,,,,,,,,True,,
2574,1610612766,Jason Kapono,Jason Kapono,2574,CHA,40342.0,672,-77,1330,1303,380,400,191,2633,15,31,6.0,3.0,8.0,15.0,46.0,48.0,132.0,16.0,35.0,3.0,7.0,11.0,27.0,61.0,1.0,3.0,8.0,13.0,78,209,43.0,96.0,35.0,320,1420,7.0,22,2.0,6.0,2.0,22,20.0,57,15.0,24.0,25.0,110,126.0,30,120.0,9.0,,61.0,27.0,11.0,,19.0,5.0,24.0,4.0,1.0,10.0,2.0,7.0,53.0,1.0,13,18.0,45.0,63.0,14,77,3.0,18.0,10.0,8.0,11.0,8.0,8.0,,,19.0,38,68,3.0,44.0,1.0,1.0,15.0,7.0,3.0,2.0,1.0,3.0,110,380,6.0,0.8076923076923077,0.8289473684210527,0.9302325581395349,0.4479166666666667,0.3333333333333333,0.625,0.4479166666666667,0.37320574162679426,0.3181818181818182,0.3508771929824561,0.4672131147540984,0.35714285714285715,0.5246913580246914,0.4892638036809816,0.3793103448275862,0.5677083333333334,0.31475409836065577,,0.05263157894736842,0.12903225806451613,0.015151515151515152,,22.35904082955282,0.5789473684210527,0.08964143426294821,0.023131672597864767,0.16822429906542055,0.00909090909090909,0.10344827586206896,0.020833333333333332,0.029940119760479042,0.01509433962264151,0.012987012987012988,0.1393939393939394,0.07746478873239436,0.05641025641025641,0.17647058823529413,0.017543859649122806,0.10163934426229508,0.4838709677419355,0.5555555555555556,0.6,0.15081967213114755,0.32608695652173914,0.36585365853658536,0.6,0.43278688524590164,0.36363636363636365,0.36923076923076925,0.9375,0.11475409836065574,0.45714285714285713,0.45714285714285713,1.0,0.2,0.4426229508196721,0.4426229508196721,0.8888888888888888,0.21428571428571427,0.10714285714285714,0.10714285714285714,0.3333333333333333,1.0,0.09876543209876543,0.375,0.13580246913580246,0.6363636363636364,0.16049382716049382,0.6153846153846154,0.4163934426229508,0.4426229508196721,0.45671295081967234,0.4550080000000001,0.4328462962962963,0.047021943573667714,0.06726457399103139,0.06875,0.34375,13.699999999999996,24.503124999999994,0.2857142857142857,3.0,4.0,,,3.0,3.0,1.0,4.0,4.0,,2.0,0.10869565217391304,,,0.03076923076923077,0.15384615384615385,0.6666666666666666,0.5,0.3333333333333333,1.0,,,,,,,1.0,0.3333333333333333,1.0,,,,,True,,
2078,1610612766,Jason Hart,Jason Hart,2078,CHA,57184.0,953,-161,1839,1825,510,566,257,3664,27,49,4.0,5.0,12.0,17.0,46.0,78.0,142.0,4.0,10.0,,1.0,2.0,10.0,32.0,,1.0,5.0,14.0,122,237,14.0,42.0,80.0,366,1946,14.0,20,,1.0,2.0,30,25.0,60,6.0,16.0,58.0,126,92.0,152,33.0,9.0,1.0,31.0,10.0,11.0,1.0,131.0,35.0,166.0,21.0,14.0,35.0,25.0,71.0,367.0,1.0,8,13.0,59.0,78.0,9,87,1.0,51.0,28.0,23.0,27.0,17.0,31.0,3.0,5.0,58.0,39,93,11.0,103.0,4.0,9.0,17.0,32.0,2.0,1.0,,2.0,126,510,12.0,0.3770491803278688,0.38016528925619836,0.7857142857142857,0.3333333333333333,,0.375,0.34146341463414637,0.5147679324894515,0.7,0.4166666666666667,0.5125448028673835,0.6666666666666666,0.4473684210526316,0.5570987654320988,0.6590909090909091,0.5675675675675675,0.15053763440860216,0.023809523809523808,0.046413502109704644,0.14285714285714285,0.014084507042253521,0.03125,17.82039289055192,0.46551724137931033,0.09147286821705426,0.01015228426395939,0.07692307692307693,0.008695652173913044,0.08845208845208845,0.009966777408637873,0.012448132780082987,0.005865102639296188,0.014285714285714285,0.07142857142857142,0.06395348837209303,0.13191489361702127,0.05737704918032787,0.0078125,0.17562724014336917,0.5510204081632653,0.6428571428571429,0.3333333333333333,0.16487455197132617,0.3695652173913043,0.38636363636363635,0.35294117647058826,0.5089605734767025,0.5492957746478874,0.5571428571428572,0.3974358974358974,0.035842293906810034,0.4,0.4,1.0,0.11469534050179211,0.3125,0.3225806451612903,0.7,0.19047619047619047,,0.047619047619047616,,,0.15789473684210525,0.4166666666666667,0.02631578947368421,0.5,0.18421052631578946,0.35714285714285715,0.32616487455197135,0.3225806451612903,0.4367285971223023,0.42967105263157895,0.42193866666666674,0.05821917808219178,0.068,0.08196721311475409,0.3442622950819672,12.848101265822784,25.609523809523807,0.27732463295269166,2.0,2.0,,6.0,9.0,10.0,3.0,18.0,1.0,1.0,1.0,0.043478260869565216,0.1016949152542373,,0.014563106796116505,0.1276595744680851,0.5,0.5,,2.0,,,1.0,,,,,,,,,,,True,,
2222,1610612766,Gerald Wallace,Gerald Wallace,2222,CHA,85991.0,1433,-150,2779,2763,562,558,388,5542,121,209,45.0,24.0,45.0,4.0,19.0,58.0,171.0,5.0,23.0,1.0,,6.0,7.0,24.0,,3.0,1.0,7.0,183,399,12.0,47.0,124.0,526,2964,35.0,60,,4.0,13.0,83,32.0,69,1.0,13.0,52.0,119,244.0,122,36.0,,,24.0,7.0,43.0,,77.0,15.0,92.0,4.0,11.0,39.0,16.0,22.0,199.0,8.0,62,32.0,131.0,163.0,76,239,6.0,78.0,46.0,32.0,57.0,33.0,58.0,7.0,8.0,115.0,46,115,23.0,189.0,20.0,,86.0,19.0,59.0,45.0,13.0,61.0,119,562,13.0,0.6666666666666666,0.7530864197530864,1.0,0.2553191489361702,,0.07692307692307693,0.2553191489361702,0.45864661654135336,0.5833333333333334,0.463768115942029,0.45067264573991034,0.546875,0.40853658536585363,0.4952919020715631,0.5684931506849316,0.5129310344827587,0.10538116591928251,,0.10776942355889724,0.1722488038277512,0.017543859649122806,,19.883040935672515,0.4956521739130435,0.133130081300813,0.051112943116240726,0.1245136186770428,0.05442176870748299,0.1313456889605157,0.051470588235294115,0.057057057057057055,0.038181818181818185,0.06818181818181818,0.09615384615384616,0.13703703703703704,0.16857142857142857,0.13736263736263737,0.028985507246376812,0.46860986547085204,0.5789473684210527,0.6994219653179191,0.5867768595041323,0.042600896860986545,0.21052631578947367,0.26666666666666666,0.25,0.3834080717488789,0.3391812865497076,0.34523809523809523,0.8620689655172413,0.0515695067264574,0.21739130434782608,0.21739130434782608,1.0,0.053811659192825115,0.2916666666666667,0.2916666666666667,1.0,0.703125,0.015625,0.046875,,,0.5487804878048781,0.5333333333333333,0.07317073170731707,,0.08536585365853659,0.14285714285714285,0.5739910313901345,0.2916666666666667,0.5126399103139013,0.5264155737704918,0.5225585365853657,0.16796875,0.18494623655913978,0.15779467680608364,0.2262357414448669,8.455889724310778,24.406382978723407,0.20223101835192514,29.0,42.0,6.0,,9.0,24.0,11.0,25.0,3.0,1.0,32.0,0.21052631578947367,,0.061855670103092786,0.06666666666666667,0.09333333333333334,0.5245901639344263,0.6444444444444445,0.1724137931034483,9.0,2.0,1.0,5.0,,,0.03389830508474576,,,,1.0,1.0,,,True,,
2408,1610612766,Melvin Ely,Melvin Ely,2408,CHA,31133.0,519,-57,987,995,305,369,136,1982,41,67,25.0,12.0,21.0,32.0,95.0,3.0,18.0,,,,,,,,,,,,76,180,,,34.0,186,1033,18.0,33,,,6.0,42,21.0,47,,,11.0,53,72.0,80,,,,,,6.0,,15.0,4.0,19.0,2.0,2.0,10.0,1.0,4.0,42.0,5.0,35,13.0,45.0,73.0,41,114,4.0,10.0,9.0,1.0,27.0,17.0,19.0,,8.0,46.0,35,57,7.0,54.0,2.0,,24.0,4.0,24.0,16.0,6.0,24.0,53,305,5.0,0.47368421052631576,0.5714285714285714,,,,,,0.4222222222222222,0.5454545454545454,0.44680851063829785,0.4222222222222222,0.5454545454545454,0.44680851063829785,0.45145631067961167,0.5833333333333334,0.4732142857142857,,,0.03333333333333333,0.08955223880597014,,,21.91304347826087,0.5869565217391305,0.12096774193548387,0.08393285371702638,0.13131313131313133,0.08620689655172414,0.12314225053078556,0.08421052631578947,0.072992700729927,0.08187134502923976,0.10526315789473684,0.11811023622047244,0.10576923076923077,0.1347517730496454,0.1111111111111111,0.04081632653061224,0.37222222222222223,0.6119402985074627,0.6721311475409836,0.43902439024390244,0.5277777777777778,0.3368421052631579,0.3368421052631579,0.46875,0.1,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,0.7575757575757576,,,,,0.44680851063829785,0.5714285714285714,,,,,0.37222222222222223,,0.44818888888888886,0.527255172413793,0.4600191489361702,0.1188118811881188,0.1188118811881188,0.22580645161290322,0.2849462365591398,5.826666666666665,,0.3090172239108409,14.0,26.0,1.0,15.0,2.0,10.0,2.0,20.0,3.0,2.0,16.0,,0.46875,0.03225806451612903,0.10091743119266056,0.18518518518518517,0.6666666666666666,0.56,0.14285714285714285,,,,,1.0,2.0,0.05,,,,,,,,True,,
2586,1610612766,Keith Bogans,Keith Bogans,2586,CHA,60645.0,1011,-170,1957,1961,468,502,304,3918,58,121,27.0,12.0,28.0,18.0,67.0,34.0,99.0,14.0,39.0,4.0,3.0,11.0,18.0,60.0,1.0,4.0,2.0,18.0,110,287,32.0,99.0,83.0,399,2187,13.0,44,3.0,8.0,4.0,39,22.0,56,5.0,29.0,34.0,93,114.0,106,90.0,6.0,4.0,56.0,18.0,26.0,2.0,72.0,7.0,79.0,4.0,3.0,35.0,16.0,21.0,165.0,1.0,35,21.0,65.0,87.0,39,126,6.0,41.0,22.0,19.0,42.0,29.0,33.0,1.0,2.0,75.0,27,96,10.0,112.0,16.0,,56.0,8.0,4.0,1.0,3.0,4.0,93,468,16.0,0.5181818181818182,0.5588235294117647,0.9375,0.32323232323232326,0.375,0.1724137931034483,0.3368421052631579,0.3832752613240418,0.29545454545454547,0.39285714285714285,0.40932642487046633,0.33653846153846156,0.34705882352941175,0.4596774193548387,0.36792452830188677,0.44711538461538464,0.25647668393782386,0.020202020202020204,0.09059233449477352,0.12396694214876033,0.020202020202020204,0.016666666666666666,21.94911599827512,0.56,0.0995405819295559,0.042067307692307696,0.11170212765957446,0.008130081300813009,0.10225921521997622,0.03769633507853403,0.04048582995951417,0.043859649122807015,0.012987012987012988,0.06521739130434782,0.10614525139664804,0.12704918032786885,0.125,0.028985507246376812,0.3134715025906736,0.4793388429752066,0.5471698113207547,0.46551724137931033,0.17357512953367876,0.26865671641791045,0.3103448275862069,0.6111111111111112,0.25647668393782386,0.3434343434343434,0.35051546391752575,0.5588235294117647,0.10103626943005181,0.358974358974359,0.3684210526315789,1.0,0.15544041450777202,0.3,0.3050847457627119,0.8888888888888888,0.5192307692307693,0.07692307692307693,0.07692307692307693,0.25,,0.32941176470588235,0.42857142857142855,0.12941176470588237,0.2727272727272727,0.21176470588235294,0.1111111111111111,0.5699481865284974,0.32142857142857145,0.5003561518324608,0.493381914893617,0.5016349397590363,0.13145539906103287,0.1712538226299694,0.09774436090225563,0.23308270676691728,8.388501742160278,25.2989898989899,0.2391415431783342,9.0,16.0,3.0,1.0,9.0,13.0,7.0,16.0,4.0,,3.0,0.13432835820895522,0.01694915254237288,0.038461538461538464,0.0411522633744856,0.07692307692307693,0.75,0.3333333333333333,,4.0,,,1.0,,2.0,,2.0,0.5,1.0,1.0,,1.0,0.02564102564102564,True,,
2731,1610612766,Emeka Okafor,Emeka Okafor,2731,CHA,95535.0,1592,-190,3103,3077,608,614,447,6180,142,226,73.0,16.0,27.0,79.0,225.0,61.0,168.0,,,,,,,,,,,,282,619,,,132.0,696,3358,64.0,116,,,35.0,163,33.0,90,,,44.0,110,416.0,148,,,,,,53.0,,35.0,10.0,45.0,8.0,2.0,15.0,5.0,15.0,100.0,19.0,138,51.0,232.0,314.0,161,475,6.0,35.0,24.0,11.0,35.0,13.0,45.0,3.0,11.0,80.0,70,132,11.0,212.0,28.0,,106.0,14.0,80.0,59.0,20.0,81.0,110,608,14.0,0.7375886524822695,0.8851063829787233,,,,,,0.4555735056542811,0.5517241379310345,0.36666666666666664,0.4555735056542811,0.5517241379310345,0.36666666666666664,0.48945147679324896,0.5863309352517986,0.45454545454545453,,,0.08562197092084006,0.12831858407079647,0.011904761904761904,,21.784632332690716,0.4375,0.21206581352833637,0.10176991150442478,0.1875,0.10106382978723404,0.20717423133235724,0.1016839378238342,0.09366391184573003,0.0959119496855346,0.08620689655172414,0.17955112219451372,0.24149659863945577,0.22305764411027568,0.18461538461538463,0.02112676056338028,0.3651050080775444,0.6283185840707964,0.7208121827411168,0.6830985915492958,0.36348949919224555,0.3511111111111111,0.3891625615763547,0.6329113924050633,0.27140549273021003,0.3630952380952381,0.3674698795180723,1.0,,,,,,,,,0.6293103448275862,,,,,0.3,0.5925925925925926,,,,,0.3651050080775444,,0.4664961227786753,0.5206826923076924,0.4368277777777777,0.15208034433285508,0.15208034433285508,0.23419540229885058,0.15804597701149425,7.952342487883685,,0.19593941347083468,46.0,94.0,4.0,31.0,11.0,22.0,15.0,16.0,17.0,1.0,44.0,0.09777777777777778,0.3924050632911392,0.037383177570093455,0.12044817927170869,0.19480519480519481,0.5432098765432098,0.6301369863013698,0.1956521739130435,4.0,1.0,,2.0,2.0,,0.125,,,,1.0,1.0,1.0,,True,,
