EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,PenaltyOffPossExcludingTakeFouls,Usage,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,PtsAssisted2s,ShortMidRangeAssists,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGM,Corner3FGA,FG3M,FG3A,PtsAssisted3s,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Avg3ptShotDistance,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Corner3Assists,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,Arc3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,BadPassTurnovers,on,SecondChanceFtPoints,Arc3Assists,AtRimAssists,DefThreePtRebounds,BadPassSteals,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedAtRim,DefensiveGoaltends,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,ShortMidRangePctBlocked,OffFTReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,Clear Path Fouls,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,3pt And 1 Free Throw Trips,BlockedArc3,Corner3PctBlocked,BlockedLongMidRange,OffensiveGoaltends
1500,1610612751,Ron Mercer,Ron Mercer,1500,NJN,313.0,5,1,11,10,4.0,10.0,1.0,21,2.0,2.0,10,4.0,16.666666666666668,1.0,0.35975,17.75,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,1610612751,Donnell Harvey,Donnell Harvey,2051,NJN,978.0,16,4,30,30,12.0,19.0,4.0,60,,2.0,35,12.0,14.705882352941176,,0.48940000000000006,0.85,0.4,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,8.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.14285714285714285,0.3333333333333333,0.2222222222222222,0.2,0.5,0.5,0.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3159,0.3159,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,1610612751,Zoran Planinic,Zoran Planinic,2565,NJN,323.0,5,-1,11,11,4.0,10.0,1.0,22,1.0,3.0,12,4.0,41.66666666666667,0.3333333333333333,0.3763,11.966666666666667,0.36363636363636365,,,,,,,2.0,3.0,7.0,,,,,,1.0,1.0,2.0,,1.0,1.0,,2.0,,,2.0,,2.0,,2.0,,,,,1.0,2.0,4.0,2.0,,,,,,1.0,0.6666666666666666,,,0.6666666666666666,,,0.7,,0.5,,0.5,,,0.5,,,,,0.6666666666666666,,,,,,,,,,,,0.4,0.4,,0.14285714285714285,1.0,2.0,1.0,2.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,1610612751,Billy Thomas,Billy Thomas,2873,NJN,562.0,9,6,16,16,9.0,12.0,2.0,32,1.0,2.0,16,9.0,33.333333333333336,0.2,0.45625,13.0,0.5625,,,,,,,1.0,1.0,9.0,,,,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,3.0,0.5,,0.5,0.8,,0.5,0.75,,0.5,,,,,,,,,,,,,,,,,,,0.6,,0.3127,0.16666666666666666,0.3333333333333333,,0.3333333333333333,1.0,1.0,,2.0,,,1.0,1.0,0.2,1.0,1.0,,,,2.0,3.0,2.0,3.0,6.0,1.0,0.6666666666666666,0.6666666666666666,0.6,1.0,0.6,0.6666666666666666,0.6666666666666666,1.0,22.96666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,1610612751,Elden Campbell,Elden Campbell,922,NJN,771.0,13,6,23,23,10.0,18.0,3.0,46,,1.0,24,10.0,7.692307692307692,,0.5202,,0.43478260869565216,,1.0,,,,1.0,,2.0,2.0,,,,,1.0,,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,2.0,,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,0.5,,,,0.14285714285714285,0.14285714285714285,,0.125,0.1111111111111111,,,,,,1.0,,,,,1.0,,1.0,,0.5202,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,1610612751,Travis Best,Travis Best,696,NJN,700.0,12,9,21,20,9.0,15.0,4.0,41,1.0,2.0,20,9.0,24.0,0.25,0.5142375,9.75,0.42857142857142855,,1.0,,,,,1.0,2.0,4.0,,,,1.0,1.0,,2.0,,,,2.0,,6.0,,,1.0,,1.0,,1.0,,,,1.0,,,2.0,1.0,,,,,,2.0,0.5,,1.0,0.25,,0.3333333333333333,0.4,,0.3333333333333333,,0.16666666666666666,,,0.14285714285714285,,,,,0.3333333333333333,,0.25,,,,,,,0.75,0.6429,0.48215,0.2,0.3333333333333333,,0.5,,,1.0,2.0,,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,2.0,,,,,0.5,,0.25,,,,24.3,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.3333333333333333,0.3333333333333333,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,1610612751,Jacque Vaughn,Jacque Vaughn,1521,NJN,665.0,11,3,19,20,8.0,9.0,3.0,39,1.0,1.0,25,8.0,13.636363636363637,1.0,0.3773,19.9,0.42105263157894735,,,,,,,,2.0,2.0,,,,,1.0,2.0,2.0,,,,1.0,,3.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,2.0,,,,,,,2.0,,,,,,,0.5,,0.5,,0.25,,,0.2,,,,0.5,,,,,,,,,,,,0.3773,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,164.0,3,-4,5,6,,,,11,,,11,,20.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,1610612751,Jabari Smith,Jabari Smith,2074,NJN,67.0,1,-4,2,3,,,,5,,,4,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,207.0,3,-2,7,7,2.0,1.0,1.0,14,1.0,1.0,11,2.0,25.0,0.5,0.48365,18.8,0.2857142857142857,,,,,,,1.0,,5.0,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.25,,,1.25,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,1.0,2.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.5,,0.5,1.0,1.0,1.0,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
