EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,FG3A,PenaltyFG3A,FG3APct,Corner3Frequency,PenaltyCorner3Frequency,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,StepOutOfBoundsTurnovers,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,PenaltyFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffensiveGoaltends,on,BlockedCorner3
1502,1610612744,Adonal Foyle,Adonal Foyle,1502,GSW,56568.0,943,-126,1826,1840,321,420,237,3666,48.0,82.0,10.0,22.0,7.0,12.0,36.0,78,3.0,8.0,87,168,19.0,193,1997,19.0,37.0,5.0,43.0,19.0,28,1.0,39.0,118,56.0,36.0,14.0,22,10.0,32,9.0,1.0,13.0,2.0,7.0,74,27.0,65.0,4.0,24.0,97.0,9.0,130.0,96.0,226.0,4.0,20.0,13.0,7.0,15.0,2.0,5.0,18.0,2.0,10.0,1.0,33.0,2.0,11.0,67.0,112,8.0,8.0,33.0,5.0,18.0,1.0,84.0,49.0,5.0,30.0,84.0,51.0,3.0,3.0,6.0,39.0,321,9.0,0.6781609195402298,0.855072463768116,0.5178571428571429,0.5135135135135135,0.6785714285714286,0.5178571428571429,0.5135135135135135,0.6785714285714286,0.5302197802197802,0.524390243902439,0.65,0.08333333333333333,0.13414634146341464,0.038461538461538464,10.12241054613936,0.45454545454545453,0.16981132075471697,0.08,0.1370056497175141,0.09325681492109039,0.14201183431952663,0.1062992125984252,0.1379703534777651,0.09674027339642481,0.08968609865470852,0.10050251256281408,0.09090909090909091,0.10256410256410256,0.11864406779661017,0.14563106796116504,0.10212765957446808,0.16104868913857678,0.14285714285714285,0.13953488372093023,0.05970149253731343,0.6071428571428571,0.4880952380952381,0.5853658536585366,0.676056338028169,0.75,0.4642857142857143,0.46153846153846156,0.48,0.5833333333333334,0.047619047619047616,0.375,0.375,0.6666666666666666,0.5945945945945946,0.45454545454545453,0.1,0.42857142857142855,0.5833333333333334,0.4880952380952381,0.4732428571428571,0.49903548387096774,0.47525,0.09944751381215469,0.09944751381215469,0.22279792746113988,0.20207253886010362,4.6625,0.17579408543263966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1738,1610612744,Ansu Sesay,Ansu Sesay,1738,GSW,2698.0,45,-25,93,91,48,39,17,184,3.0,5.0,2.0,2.0,2.0,3.0,,1,1.0,2.0,4,8,2.0,10,100,2.0,2.0,2.0,6.0,2.0,4,2.0,6.0,4,4.0,2.0,2.0,3,1.0,4,,1.0,,,3.0,9,3.0,4.0,1.0,,5.0,1.0,6.0,8.0,14.0,,,,,1.0,1.0,1.0,2.0,,,,3.0,,,3.0,9,1.0,,7.0,1.0,2.0,2.0,1.0,1.0,,,1.0,,,,,6.0,48,3.0,0.5,0.6666666666666666,0.5,1.0,0.5,0.4,1.0,0.4,0.38461538461538464,0.75,0.375,0.25,0.2,1.0,13.793103448275863,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.18518518518518517,0.1111111111111111,,0.375,0.13513513513513514,0.1590909090909091,,0.2222222222222222,0.09523809523809523,0.5,0.25,0.1,0.2222222222222222,0.25,,,,,0.5,0.6,0.75,0.3333333333333333,0.1,,,,0.2,0.5,0.5,1.0,1.0,1.0,,0.6,0.6666666666666666,0.7,0.51779,0.6076,0.47413,0.18181818181818182,0.2222222222222222,0.6,0.6,5.175,0.5161290322580645,2.0,1.0,2.0,1.0,0.2,0.2,0.2,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2049,1610612744,Speedy Claxton,Speedy Claxton,2049,GSW,57912.0,965,-97,1905,1901,539,481,251,3806,59.0,100.0,6.0,13.0,12.0,21.0,20.0,65,46.0,95.0,125,260,99.0,367,2046,10.0,24.0,9.0,32.0,32.0,64,58.0,122.0,62,188.0,4.0,18.0,136,57.0,193,44.0,13.0,47.0,12.0,77.0,443,10.0,14.0,,15.0,45.0,4.0,64.0,24.0,88.0,4.0,56.0,27.0,29.0,30.0,10.0,16.0,29.0,2.0,14.0,2.0,59.0,3.0,18.0,40.0,103,3.0,5.0,132.0,11.0,38.0,27.0,5.0,1.0,1.0,3.0,5.0,3.0,,,,122.0,539,20.0,0.248,0.25203252032520324,0.4807692307692308,0.4166666666666667,0.5,0.4557823129251701,0.42592592592592593,0.45714285714285713,0.5128939828080229,0.484375,0.5721153846153846,0.06923076923076923,0.09,0.12307692307692308,18.698441796516956,0.5084745762711864,0.06349206349206349,,0.0662739322533137,0.019525801952580194,0.11194029850746269,0.044444444444444446,0.07380073800738007,0.025477707006369428,0.031746031746031744,0.02247191011235955,0.011428571428571429,0.04093567251461988,0.05555555555555555,0.042328042328042326,0.06074766355140187,0.08695652173913043,0.125,0.07894736842105263,0.028169014084507043,0.6,0.3401360544217687,0.59,0.6483516483516484,0.2711864406779661,0.22108843537414966,0.3076923076923077,0.3508771929824561,0.15,0.3231292517006803,0.4842105263157895,0.48936170212765956,0.2608695652173913,0.48148148148148145,0.46153846153846156,0.3333333333333333,0.3,0.5714285714285714,0.4557823129251701,0.47448464163822524,0.5031027777777778,0.449959420289855,0.12111801242236025,0.13240418118466898,0.08719346049046321,0.33242506811989103,9.077307692307693,0.28293963254593174,9.0,1.0,34.0,6.0,0.11564625850340136,0.030612244897959183,0.014285714285714285,25.39411764705882,1.0,1.0,5.0,25.0,1.0,2.0,5.0,6.0,1.0,3.0,15.0,3.0,25.0,5.0,1.0,1.0,11.0,1.0,0.8333333333333334,0.17647058823529413,0.3333333333333333,0.17647058823529413,0.010526315789473684,0.1111111111111111,0.1111111111111111,1.0,0.08503401360544217,0.2,0.2,0.8,0.037037037037037035,0.07407407407407407,0.5,1.0,0.07142857142857142,0.2,0.02857142857142857,,,,,,,,,,,,,,,,,,,True,
2202,1610612744,Jason Richardson,Jason Richardson,2202,GSW,102748.0,1712,-113,3365,3360,795,873,451,6725,184.0,274.0,34.0,51.0,44.0,62.0,35.0,121,85.0,230.0,304,625,126.0,953,3656,43.0,77.0,17.0,133.0,67.0,141,47.0,241.0,282,326.0,46.0,43.0,124,56.0,180,37.0,19.0,61.0,16.0,47.0,416,17.0,53.0,2.0,27.0,124.0,6.0,157.0,72.0,229.0,14.0,56.0,37.0,19.0,77.0,10.0,42.0,42.0,2.0,35.0,4.0,119.0,7.0,22.0,35.0,100,5.0,15.0,187.0,14.0,77.0,22.0,24.0,6.0,2.0,16.0,25.0,15.0,2.0,,,241.0,795,18.0,0.46381578947368424,0.501779359430605,0.4864,0.5584415584415584,0.475177304964539,0.48877068557919623,0.5576923076923077,0.46859903381642515,0.5112781954887218,0.5739130434782609,0.50418410041841,0.0688,0.10218978102189781,0.10743801652892562,26.7379679144385,0.6470588235294118,0.05405405405405406,0.01904761904761905,0.09951845906902086,0.04315960912052117,0.08766233766233766,0.03386454183266932,0.09716859716859717,0.04046242774566474,0.047619047619047616,0.06395348837209303,0.025691699604743084,0.029649595687331536,0.04580152671755725,0.0889487870619946,0.09336609336609336,0.11324786324786325,0.09565217391304348,0.0641025641025641,0.03349282296650718,0.6,0.32387706855791965,0.6715328467153284,0.7479674796747967,0.5217391304347826,0.1430260047281324,0.2892561983471074,0.32407407407407407,0.14285714285714285,0.2718676122931442,0.3695652173913043,0.37280701754385964,0.47058823529411764,0.49038461538461536,0.6666666666666666,0.2647058823529412,0.2995169082125604,0.7096774193548387,0.5851063829787234,0.5023010650887574,0.5155339506172837,0.4850323671497586,0.0858085808580858,0.1119186046511628,0.13955928646379853,0.2528856243441763,8.618719999999996,0.2362555720653789,46.0,13.0,221.0,66.0,0.26122931442080377,0.054373522458628844,0.06280193236714976,24.96742081447963,18.0,9.0,55.0,175.0,6.0,18.0,53.0,73.0,10.0,27.0,153.0,66.0,174.0,55.0,2.0,,1.0,1.0,0.6986301369863014,0.33031674208144796,0.37037037037037035,0.33181818181818185,0.008695652173913044,0.391304347826087,0.391304347826087,0.5555555555555556,0.20685579196217493,0.3142857142857143,0.3142857142857143,0.7454545454545455,0.08653846153846154,0.17307692307692307,0.3333333333333333,0.8333333333333334,0.2560386473429952,0.3160919540229885,0.004524886877828055,4.0,4.0,16.0,20.0,1.0,1.0,1.0,1.0,0.30303030303030304,0.4444444444444444,0.75,0.3076923076923077,0.3018867924528302,,,,,,True,
2211,1610612744,Troy Murphy,Troy Murphy,2211,GSW,142894.0,2382,-194,4671,4660,1247,1279,617,9331,151.0,304.0,50.0,113.0,39.0,76.0,45.0,148,137.0,347.0,333,799,233.0,1076,5044,78.0,185.0,45.0,216.0,77.0,190,102.0,304.0,432,234.0,102.0,92.0,65,32.0,97,26.0,6.0,32.0,7.0,26.0,226,59.0,179.0,13.0,61.0,382.0,62.0,505.0,251.0,756.0,32.0,53.0,41.0,12.0,46.0,7.0,18.0,62.0,,28.0,10.0,108.0,14.0,23.0,79.0,190,33.0,32.0,319.0,33.0,134.0,43.0,33.0,21.0,1.0,11.0,33.0,16.0,,2.0,5.0,304.0,1247,25.0,0.6486486486486487,0.7659574468085106,0.4167709637046308,0.42162162162162165,0.4052631578947368,0.44508975712777193,0.4318181818181818,0.43722943722943725,0.4931255728689276,0.4778761061946903,0.5135135135135135,0.11514392991239049,0.19078947368421054,0.22297297297297297,22.129937246216315,0.42592592592592593,0.3875,0.08176100628930817,0.2222222222222222,0.1044340723453909,0.14087759815242495,0.0887218045112782,0.2058550185873606,0.10004203446826397,0.12845849802371542,0.1084070796460177,0.08597883597883597,0.07984031936127745,0.11585365853658537,0.20907297830374755,0.2354014598540146,0.2213855421686747,0.121875,0.19469026548672566,0.06971677559912855,0.48484848484848486,0.32101372756071805,0.4967105263157895,0.6138211382113821,0.5231788079470199,0.1562829989440338,0.30405405405405406,0.391304347826087,0.35555555555555557,0.36642027455121434,0.39481268011527376,0.3959537572254335,0.8832116788321168,0.5707070707070707,0.4424778761061947,0.06,0.329004329004329,0.5131578947368421,0.47729672650475186,0.47300390707497375,0.4856855345911952,0.4649664502164501,0.12786259541984732,0.14888888888888888,0.20074349442379183,0.2825278810408922,9.660075093867333,0.2669663883536716,26.0,9.0,148.0,41.0,0.1562829989440338,0.027455121436114043,0.03896103896103896,24.958108108108107,11.0,3.0,48.0,122.0,3.0,10.0,32.0,59.0,5.0,13.0,171.0,6.0,122.0,48.0,,,,,0.9661016949152542,0.39864864864864863,0.38461538461538464,0.39864864864864863,0.002881844380403458,0.4230769230769231,0.44,1.0,0.12882787750791974,0.39344262295081966,0.39669421487603307,0.9583333333333334,0.015151515151515152,0.050505050505050504,0.3,0.6666666666666666,0.13852813852813853,0.39344262295081966,,2.0,5.0,11.0,16.0,,,,,0.3902439024390244,0.6666666666666666,1.0,0.5555555555555556,0.34375,2.0,0.013513513513513514,0.038461538461538464,0.00819672131147541,,True,
2554,1610612744,Mickael Pietrus,Mickael Pietrus,2554,GSW,36915.0,615,-75,1204,1209,452,493,158,2413,47.0,67.0,8.0,13.0,18.0,24.0,5.0,26,11.0,39.0,63,132,68.0,272,1341,9.0,20.0,5.0,29.0,21.0,40,28.0,112.0,66,60.0,10.0,8.0,21,9.0,30,5.0,4.0,6.0,4.0,11.0,69,8.0,14.0,1.0,16.0,40.0,3.0,59.0,23.0,82.0,1.0,19.0,13.0,6.0,23.0,4.0,14.0,17.0,2.0,9.0,1.0,40.0,3.0,14.0,29.0,62,3.0,1.0,101.0,11.0,45.0,9.0,5.0,1.0,,4.0,5.0,1.0,1.0,,1.0,112.0,452,16.0,0.5238095238095238,0.5689655172413793,0.4772727272727273,0.45,0.525,0.4722222222222222,0.46153846153846156,0.5915492957746479,0.5230769230769231,0.5,0.6511627906976745,0.06060606060606061,0.07462686567164178,0.11538461538461539,21.520803443328553,0.575,0.061224489795918366,0.019230769230769232,0.09070294784580499,0.035175879396984924,0.14285714285714285,0.04081632653061224,0.10126582278481013,0.037037037037037035,0.05084745762711865,0.0425531914893617,0.021505376344086023,0.019867549668874173,0.1111111111111111,0.05925925925925926,0.06716417910447761,0.13372093023255813,0.12162162162162163,0.18421052631578946,0.008849557522123894,0.2,0.3101851851851852,0.7014925373134329,0.7580645161290323,0.5531914893617021,0.12037037037037036,0.19230769230769232,0.21739130434782608,0.2,0.18055555555555555,0.28205128205128205,0.28205128205128205,0.5454545454545454,0.5,0.6153846153846154,0.375,0.3380281690140845,0.75,0.6990740740740741,0.5014974537037036,0.5167894736842106,0.499237323943662,0.18725099601593626,0.2710843373493976,0.10661764705882353,0.4117647058823529,7.712121212121211,0.3754152823920266,30.0,9.0,84.0,31.0,0.3888888888888889,0.1388888888888889,0.1267605633802817,24.67023809523809,11.0,1.0,15.0,54.0,2.0,5.0,22.0,26.0,2.0,6.0,60.0,18.0,54.0,15.0,3.0,,,2.0,0.7692307692307693,0.30952380952380953,0.3333333333333333,0.30952380952380953,,0.36666666666666664,0.36666666666666664,1.0,0.25,0.2777777777777778,0.2777777777777778,0.6,0.038461538461538464,0.19230769230769232,0.4,0.5,0.30985915492957744,0.2777777777777778,0.023529411764705882,,5.0,9.0,14.0,,1.0,,,0.45161290322580644,,,0.5555555555555556,0.4090909090909091,,,,,1.0,True,
2399,1610612744,Mike Dunleavy,Mike Dunleavy,2399,GSW,98966.0,1649,-108,3243,3236,707,680,421,6479,105.0,160.0,19.0,27.0,23.0,31.0,27.0,76,67.0,170.0,199,406,83.0,658,3496,28.0,52.0,2.0,91.0,37.0,74,26.0,130.0,268,130.0,28.0,30.0,105,33.0,138,24.0,9.0,59.0,8.0,38.0,309,16.0,35.0,,40.0,160.0,18.0,218.0,51.0,269.0,4.0,49.0,28.0,21.0,55.0,13.0,33.0,39.0,1.0,22.0,7.0,94.0,6.0,19.0,68.0,136,6.0,10.0,105.0,6.0,48.0,7.0,14.0,8.0,1.0,5.0,14.0,7.0,,,,130.0,707,16.0,0.6733668341708543,0.7243243243243244,0.49014778325123154,0.5384615384615384,0.5,0.5106571936056838,0.577922077922078,0.4642857142857143,0.5367647058823529,0.5833333333333334,0.5119047619047619,0.07389162561576355,0.125,0.09210526315789473,18.86691608765366,0.5851063829787234,0.17307692307692307,,0.132013201320132,0.029635901778154106,0.14084507042253522,0.03587443946188341,0.13368983957219252,0.0313460356484327,0.03170028818443804,0.03571428571428571,0.024714828897338403,0.04504504504504504,0.008849557522123894,0.09776536312849161,0.1475,0.14537444933920704,0.14351851851851852,0.1323529411764706,0.014652014652014652,0.5,0.2841918294849023,0.65625,0.75,0.6095238095238096,0.1349911190053286,0.35526315789473684,0.391304347826087,0.5925925925925926,0.3019538188277087,0.3941176470588235,0.40119760479041916,0.8059701492537313,0.35064935064935066,0.7037037037037037,0.15789473684210525,0.2767857142857143,0.7419354838709677,0.5630550621669627,0.4946110320284697,0.5028581967213115,0.49542792792792795,0.07933884297520662,0.10714285714285714,0.13829787234042554,0.19756838905775076,9.839408866995074,0.21800801726796176,52.0,12.0,157.0,38.0,0.27886323268206037,0.09236234458259325,0.10714285714285714,24.892993630573244,19.0,8.0,40.0,105.0,8.0,17.0,26.0,59.0,11.0,25.0,174.0,3.0,104.0,40.0,1.0,,1.0,,0.9830508474576272,0.37579617834394907,0.44,0.3782051282051282,0.01764705882352941,0.36538461538461536,0.36538461538461536,1.0,0.18650088809946713,0.38095238095238093,0.38095238095238093,0.975,0.1038961038961039,0.22077922077922077,0.47058823529411764,1.0,0.23214285714285715,0.38461538461538464,,3.0,2.0,8.0,10.0,1.0,,,,0.2631578947368421,0.375,1.0,0.16666666666666666,0.3076923076923077,,,,,,True,
965,1610612744,Derek Fisher,Derek Fisher,965,GSW,67086.0,1118,-80,2192,2175,655,694,278,4367,18.0,41.0,,7.0,5.0,16.0,12.0,36,50.0,140.0,80,217,87.0,418,2310,3.0,24.0,9.0,45.0,19.0,60,42.0,140.0,58,102.0,,13.0,117,32.0,149,26.0,6.0,53.0,15.0,49.0,330,3.0,16.0,1.0,28.0,49.0,4.0,81.0,20.0,101.0,2.0,37.0,11.0,26.0,44.0,14.0,30.0,24.0,2.0,14.0,3.0,68.0,7.0,16.0,27.0,91,,2.0,98.0,4.0,21.0,19.0,1.0,1.0,,,1.0,1.0,,,,140.0,655,22.0,0.3625,0.3625,0.3686635944700461,0.125,0.31666666666666665,0.45095367847411444,0.4186046511627907,0.4537037037037037,0.5024630541871922,0.4787234042553192,0.53515625,0.059907834101382486,0.12195121951219512,0.19444444444444445,18.661417322834648,0.6470588235294118,0.0425531914893617,0.013513513513513514,0.062340966921119595,0.01904761904761905,0.11764705882352941,0.009345794392523364,0.0751953125,0.01636520241171404,0.02880658436213992,0.026905829596412557,0.008021390374331552,0.0125,,0.08403361344537816,0.05555555555555555,0.05067567567567568,0.14124293785310735,0.04918032786885246,0.009302325581395349,1.0,0.11171662125340599,0.43902439024390244,0.5,0.1111111111111111,0.09809264305177112,0.3333333333333333,0.41379310344827586,0.16666666666666666,0.3814713896457766,0.35714285714285715,0.3597122302158273,0.5,0.16279069767441862,,,0.14814814814814814,0.3125,0.5204359673024523,0.47807901907356953,0.5005210526315789,0.46359074074074086,0.06201550387596899,0.08974358974358974,0.1076555023923445,0.3349282296650718,14.256221198156686,0.2988138686131387,52.0,19.0,150.0,48.0,0.4087193460490463,0.14168937329700274,0.17592592592592593,24.71666666666667,20.0,3.0,37.0,98.0,9.0,16.0,29.0,57.0,10.0,19.0,150.0,21.0,98.0,37.0,1.0,,13.0,3.0,0.8771929824561403,0.38,0.5263157894736842,0.38,0.007142857142857143,0.38461538461538464,0.38461538461538464,1.0,0.2670299727520436,0.37755102040816324,0.37755102040816324,0.8108108108108109,0.06976744186046512,0.37209302325581395,0.5625,1.0,0.26851851851851855,0.37755102040816324,0.0196078431372549,1.0,11.0,9.0,20.0,,,,,0.4166666666666667,0.3333333333333333,1.0,0.5789473684210527,0.3103448275862069,,,,,,True,
384,1610612744,Calbert Cheaney,Calbert Cheaney,384,GSW,27001.0,450,-56,867,869,284,221,107,1736,21.0,29.0,5.0,8.0,10.0,12.0,6.0,26,28.0,65.0,55,120,9.0,119,902,6.0,16.0,1.0,13.0,20.0,35,4.0,44.0,84,26.0,6.0,4.0,20,5.0,25,5.0,,7.0,2.0,11.0,55,2.0,7.0,,10.0,20.0,3.0,33.0,9.0,42.0,1.0,11.0,8.0,3.0,6.0,3.0,3.0,11.0,1.0,3.0,,17.0,1.0,3.0,14.0,45,,7.0,17.0,1.0,9.0,,7.0,1.0,3.0,3.0,7.0,3.0,,,,44.0,284,6.0,0.7636363636363637,0.8076923076923077,0.4583333333333333,0.375,0.5714285714285714,0.45081967213114754,0.375,0.5405405405405406,0.4576923076923077,0.3611111111111111,0.5641025641025641,0.03333333333333333,,0.15384615384615385,14.803625377643504,0.35294117647058826,0.10714285714285714,,0.062111801242236024,0.02005730659025788,0.13513513513513514,0.02197802197802198,0.07575757575757576,0.020454545454545454,0.02247191011235955,0.03614457831325301,0.011299435028248588,0.013513513513513514,0.058823529411764705,0.053763440860215055,0.06315789473684211,0.06716417910447761,0.09090909090909091,0.2631578947368421,0.016129032258064516,0.42857142857142855,0.23770491803278687,0.7241379310344828,0.7241379310344828,0.5714285714285714,0.21311475409836064,0.23076923076923078,0.2727272727272727,0.6666666666666666,0.5327868852459017,0.4307692307692308,0.4307692307692308,0.9285714285714286,0.5,0.625,0.2,0.32432432432432434,0.8333333333333334,0.2540983606557377,0.4410545454545455,0.47205384615384616,0.4712583333333334,0.06923076923076923,0.0703125,0.1092436974789916,0.3697478991596639,12.04,0.3275663206459054,1.0,1.0,2.0,2.0,0.01639344262295082,0.00819672131147541,0.02702702702702703,42.8,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,0.00819672131147541,,,,,,,,0.02702702702702703,,,,,,,1.0,,,,,,,,,1.0,0.5,,1.0,,True,
1884,1610612744,Baron Davis,Baron Davis,1884,GSW,40101.0,668,14,1308,1308,348,435,192,2616,43.0,88.0,2.0,7.0,11.0,19.0,13.0,31,12.0,38.0,68,157,76.0,368,1460,2.0,8.0,5.0,33.0,19.0,39,25.0,93.0,22,114.0,2.0,14.0,112,49.0,161,34.0,15.0,75.0,13.0,24.0,371,1.0,8.0,2.0,11.0,42.0,2.0,55.0,11.0,66.0,3.0,37.0,18.0,19.0,50.0,15.0,39.0,27.0,,11.0,2.0,77.0,3.0,25.0,15.0,51,4.0,7.0,96.0,10.0,36.0,12.0,7.0,5.0,1.0,1.0,7.0,3.0,,,,93.0,348,8.0,0.16176470588235295,0.16417910447761194,0.43312101910828027,0.25,0.48717948717948717,0.4755700325732899,0.6086956521739131,0.4657534246575342,0.5216763005780347,0.6346153846153846,0.5172413793103449,0.08917197452229299,0.125,0.0967741935483871,27.25515463917526,0.6493506493506493,0.046511627906976744,0.046511627906976744,0.08300395256916997,0.018691588785046728,0.07236842105263158,0.00398406374501992,0.08054711246200608,0.013254786450662739,0.01818181818181818,0.017391304347826087,0.02027027027027027,0.005263157894736842,,0.052980132450331126,0.06369426751592357,0.12121212121212122,0.06086956521739131,0.10810810810810811,0.018404907975460124,0.42857142857142855,0.28664495114006516,0.48863636363636365,0.5584415584415584,0.18604651162790697,0.10097719869706841,0.41935483870967744,0.4642857142857143,0.23076923076923078,0.1237785016286645,0.3157894736842105,0.3157894736842105,,0.30434782608695654,0.2857142857142857,,0.2602739726027397,0.5789473684210527,0.7752442996742671,0.5050731907894739,0.5545399999999999,0.47434366197183103,0.11077844311377245,0.19672131147540983,0.08967391304347826,0.25271739130434784,6.552229299363056,0.26605504587155965,9.0,3.0,150.0,34.0,0.48859934853420195,0.029315960912052116,0.0410958904109589,26.001333333333324,2.0,1.0,50.0,141.0,8.0,14.0,31.0,52.0,8.0,15.0,81.0,75.0,138.0,50.0,,,7.0,1.0,0.5192307692307693,0.3466666666666667,0.5333333333333333,0.35374149659863946,,0.2222222222222222,0.2222222222222222,0.5,0.4592833876221498,0.3546099290780142,0.35714285714285715,0.52,0.043478260869565216,0.6086956521739131,0.5714285714285714,0.625,0.4246575342465753,0.36231884057971014,0.006622516556291391,,1.0,9.0,10.0,3.0,,,,0.29411764705882354,,,0.3333333333333333,0.2903225806451613,1.0,0.006666666666666667,,0.0070921985815602835,,True,
