EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,FTDefRebounds,2pt And 1 Free Throw Trips,DefFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceTurnovers,Loose Ball Fouls,Blocked3s,BlockedCorner3,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,FTOffRebounds,Travels,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,Fg3aBlocked,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Arc3PctBlocked,Defensive 3 Seconds Violations,on,3pt And 1 Free Throw Trips,BlockedArc3,Clear Path Fouls
1088,1610612747,Chucky Atkins,Chucky Atkins,1088,LAL,20220.0,337,-72.0,655,657,201,205,91.0,1312,20.0,30.0,7.0,13.0,2.0,6.0,9.0,36,3.0,9.0,2.0,3.0,2.0,5.0,10.0,36.0,2.0,1.0,8.0,31.0,72,13.0,45.0,24.0,125.0,766,1.0,2.0,2.0,5.0,1.0,9.0,10.0,23,3.0,13.0,15.0,44.0,22.0,40.0,33.0,6.0,2.0,34.0,10.0,4.0,35.0,12.0,47.0,9.0,3.0,18.0,3.0,14.0,106.0,1.0,1.0,4.0,15.0,19.0,2.0,21.0,1.0,10.0,4.0,6.0,15.0,4.0,13.0,7.0,1.0,2.0,22.0,9.0,6.0,25.0,1.0,32.0,1.0,10.0,5.0,1.0,1.0,1.0,44.0,201,6.0,0.3548387096774194,0.3548387096774194,0.8461538461538461,0.28888888888888886,0.4,0.23076923076923078,0.3023255813953488,0.4305555555555556,0.5,0.43478260869565216,0.43162393162393164,0.5714285714285714,0.4027777777777778,0.4696969696969697,0.5625,0.4888888888888889,0.38461538461538464,0.05555555555555555,0.06666666666666667,0.3333333333333333,20.130718954248366,0.6818181818181818,0.07425742574257425,0.0045871559633027525,0.04040404040404041,0.010309278350515464,0.06312292358803986,0.006349206349206349,0.010526315789473684,0.013513513513513514,0.03636363636363636,0.03333333333333333,0.12643678160919541,0.03896103896103896,0.045454545454545456,0.015151515151515152,0.2564102564102564,0.6666666666666666,0.7142857142857143,0.45,0.05128205128205128,0.3333333333333333,0.5,0.5,0.3076923076923077,0.25,0.25,0.1111111111111111,0.07692307692307693,0.3333333333333333,0.3333333333333333,1.0,0.3076923076923077,0.2777777777777778,0.2777777777777778,0.8,0.42857142857142855,0.6666666666666666,1.0,0.2857142857142857,0.3611111111111111,0.5384615384615384,0.1388888888888889,0.4,0.2222222222222222,0.125,0.6410256410256411,0.29411764705882354,0.5011134782608696,0.5215875,0.5047691176470588,0.07874015748031496,0.12195121951219512,0.072,0.352,10.418055555555553,26.88,0.3068702290076336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
124,1610612747,Vlade Divac,Vlade Divac,124,LAL,1524.0,25,-4.0,47,46,13,10,11.0,93,2.0,4.0,1.0,2.0,,1.0,,2,,,,,,,,,,,,2.0,7,,,1.0,5.0,46,1.0,2.0,,,1.0,3.0,1.0,4,,,1.0,3.0,2.0,2.0,,,,,,1.0,3.0,1.0,4.0,1.0,,2.0,,1.0,9.0,,4.0,2.0,2.0,5.0,4.0,9.0,2.0,1.0,1.0,,3.0,,1.0,1.0,,2.0,4.0,,1.0,3.0,1.0,1.0,,1.0,,,,,3.0,13,,0.5,1.0,,,,,,0.2857142857142857,0.5,0.25,0.2857142857142857,0.5,0.25,0.35714285714285715,0.75,0.375,,0.14285714285714285,,1.0,18.333333333333336,0.75,0.11764705882352941,0.15384615384615385,0.2,,0.14814814814814814,0.12121212121212122,,,,0.3333333333333333,,0.16666666666666666,0.25,0.5,0.5714285714285714,0.5,0.5,0.5,0.14285714285714285,,,,0.2857142857142857,,,,,,,,,,,,,,,,0.5,0.5,,,,,0.5714285714285714,,0.4977571428571429,0.47304999999999997,0.4878,0.14285714285714285,0.14285714285714285,0.6,0.6,7.071428571428571,,0.2765957446808511,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3,0.125,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1904,1610612747,Devean George,Devean George,1904,LAL,7677.0,128,-26.0,246,248,67,55,35.0,494,3.0,5.0,1.0,1.0,2.0,5.0,2.0,7,3.0,11.0,,,1.0,4.0,7.0,15.0,,2.0,6.0,7.0,17,10.0,26.0,7.0,51.0,281,1.0,4.0,,,,2.0,1.0,3,3.0,10.0,,11.0,10.0,4.0,24.0,6.0,1.0,14.0,7.0,1.0,3.0,2.0,5.0,2.0,,3.0,,,12.0,2.0,1.0,4.0,11.0,19.0,3.0,22.0,,2.0,2.0,,5.0,,4.0,,,1.0,5.0,2.0,7.0,13.0,,9.0,,5.0,,,,1.0,11.0,67,3.0,0.7142857142857143,0.7142857142857143,0.8,0.38461538461538464,,0.3,0.4,0.4117647058823529,0.25,0.3333333333333333,0.5116279069767442,0.25,0.4230769230769231,0.5425531914893617,0.25,0.4230769230769231,0.6046511627906976,0.058823529411764705,,0.2,18.43971631205674,1.0,0.16666666666666666,0.012658227848101266,0.125,0.05128205128205128,0.15306122448979592,0.025423728813559324,,0.038461538461538464,0.11764705882352941,0.2222222222222222,0.16129032258064516,0.13043478260869565,0.1111111111111111,,0.11627906976744186,0.6,0.6,0.6666666666666666,0.11627906976744186,0.4,0.5,0.5,0.16279069767441862,0.2857142857142857,0.2857142857142857,1.0,0.2558139534883721,0.2727272727272727,0.2727272727272727,1.0,0.3488372093023256,0.4666666666666667,0.4666666666666667,0.7142857142857143,,,,,0.07692307692307693,1.0,0.3076923076923077,0.25,0.46153846153846156,0.3333333333333333,0.7209302325581395,0.5,0.4859841463414635,0.5511,0.5017041666666666,0.10638297872340426,0.23809523809523808,0.0392156862745098,0.21568627450980393,10.74705882352941,26.011538461538464,0.27235772357723576,1.0,3.0,,4.0,1.0,0.4,,0.07142857142857142,0.75,0.3333333333333333,1.0,1.0,1.0,1.0,0.07692307692307693,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,45718.0,762,-116.0,1442,1457,429,417,216.0,2899,40.0,77.0,8.0,19.0,10.0,28.0,8.0,14,8.0,22.0,,4.0,5.0,6.0,8.0,39.0,4.0,4.0,13.0,58.0,119,16.0,61.0,34.0,198.0,1592,10.0,29.0,1.0,8.0,3.0,26.0,10.0,23,9.0,19.0,12.0,59.0,72.0,44.0,48.0,,,39.0,8.0,16.0,75.0,18.0,93.0,12.0,6.0,51.0,11.0,13.0,204.0,15.0,38.0,19.0,61.0,87.0,55.0,142.0,7.0,26.0,15.0,11.0,35.0,14.0,30.0,23.0,,5.0,58.0,15.0,30.0,70.0,6.0,48.0,,22.0,5.0,10.0,1.0,11.0,59.0,429,9.0,0.6206896551724138,0.6792452830188679,1.0,0.26229508196721313,0.125,0.47368421052631576,0.26229508196721313,0.48739495798319327,0.3448275862068966,0.43478260869565216,0.45555555555555555,0.3108108108108108,0.5595238095238095,0.4925373134328358,0.3333333333333333,0.59,0.3388888888888889,0.13445378151260504,0.14285714285714285,0.17857142857142858,15.280235988200591,0.603448275862069,0.125,0.07436399217221135,0.09595959595959595,0.06944444444444445,0.11661807580174927,0.07290233837689133,0.08673469387755102,0.06707317073170732,0.11267605633802817,0.1111111111111111,0.14218009478672985,0.11486486486486487,0.04,0.08045977011494253,0.42777777777777776,0.5194805194805194,0.6060606060606061,0.65,0.15555555555555556,0.35714285714285715,0.43478260869565216,0.4,0.07777777777777778,0.5714285714285714,0.5714285714285714,0.75,0.12222222222222222,0.36363636363636365,0.36363636363636365,1.0,0.21666666666666667,0.20512820512820512,0.20512820512820512,1.0,0.10810810810810811,,,0.10810810810810811,0.4523809523809524,0.42105263157894735,0.14285714285714285,0.8333333333333334,0.30952380952380953,0.3076923076923077,0.7666666666666667,0.20512820512820512,0.519453631284916,0.5177803030303031,0.5243573170731707,0.11224489795918367,0.16296296296296298,0.13131313131313133,0.29797979797979796,4.45798319327731,24.99836065573771,0.29750346740638,9.0,23.0,10.0,7.0,6.0,0.14583333333333334,0.054187192118226604,0.08928571428571429,0.6216216216216216,0.391304347826087,8.0,8.0,1.0,1.0,0.07692307692307693,0.2222222222222222,1.0,2.0,1.0,4.0,5.0,7.0,1.0,1.0,0.047619047619047616,0.6363636363636364,0.25,1.0,,,,,,,,,,,True,,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,6517.0,109,37.0,217,218,110,97,32.0,435,3.0,11.0,3.0,7.0,,,2.0,6,3.0,4.0,,,3.0,3.0,3.0,11.0,,1.0,4.0,5.0,17,6.0,15.0,12.0,40.0,214,,2.0,,,,,4.0,10,4.0,7.0,8.0,28.0,10.0,,18.0,,2.0,9.0,3.0,6.0,20.0,5.0,25.0,4.0,1.0,7.0,,13.0,55.0,1.0,1.0,4.0,11.0,15.0,2.0,17.0,,6.0,3.0,3.0,5.0,1.0,3.0,1.0,,2.0,6.0,2.0,5.0,16.0,,12.0,,4.0,2.0,,,,28.0,110,6.0,1.0,1.0,1.0,0.4,,0.5714285714285714,0.46153846153846156,0.29411764705882354,,0.4,0.4375,,0.5882352941176471,0.5263157894736842,,0.6666666666666666,0.46875,0.35294117647058826,0.2727272727272727,,17.6,0.8333333333333334,0.14864864864864866,0.015625,0.11764705882352941,0.027777777777777776,0.1388888888888889,0.02,0.041666666666666664,0.03225806451612903,0.13043478260869565,0.09523809523809523,0.2,0.12,0.1111111111111111,,0.34375,0.2727272727272727,0.375,1.0,,,,,0.1875,0.3333333333333333,0.6666666666666666,1.0,0.125,0.75,0.75,1.0,0.34375,0.2727272727272727,0.2727272727272727,1.0,,,,,0.4117647058823529,0.42857142857142855,0.17647058823529413,1.0,0.23529411764705882,0.25,0.8125,0.3333333333333333,0.5412683333333334,0.3307,0.53833125,0.1111111111111111,0.19047619047619047,,0.7,7.194117647058825,27.933333333333334,0.5069124423963134,,1.0,,,,,,,0.5,,,3.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,True,,,
1908,1610612747,Jumaine Jones,Jumaine Jones,1908,LAL,22586.0,376,-39.0,707,716,203,213,106.0,1423,16.0,32.0,3.0,12.0,4.0,9.0,4.0,14,9.0,20.0,3.0,5.0,2.0,3.0,15.0,36.0,2.0,3.0,11.0,24.0,55,24.0,56.0,11.0,131.0,771,6.0,17.0,3.0,7.0,2.0,23.0,3.0,13,5.0,14.0,2.0,23.0,38.0,10.0,69.0,3.0,,36.0,15.0,4.0,10.0,3.0,13.0,2.0,1.0,6.0,2.0,2.0,29.0,7.0,16.0,15.0,38.0,61.0,24.0,85.0,1.0,10.0,7.0,3.0,7.0,,5.0,6.0,,2.0,13.0,2.0,18.0,41.0,2.0,14.0,,3.0,1.0,6.0,2.0,6.0,23.0,203,8.0,0.7916666666666666,0.95,0.9583333333333334,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.43636363636363634,0.35294117647058826,0.23076923076923078,0.5405405405405406,0.4375,0.3888888888888889,0.5598290598290598,0.46,0.4107142857142857,0.5045045045045045,0.07272727272727272,0.125,,15.662650602409638,0.5384615384615384,0.15966386554621848,0.06866952789699571,0.15151515151515152,0.06363636363636363,0.1572700296735905,0.06705539358600583,0.08974358974358974,0.075,0.208955223880597,0.11267605633802817,0.16,0.13513513513513514,0.2,0.017543859649122806,0.2882882882882883,0.5,0.5714285714285714,0.75,0.08108108108108109,0.4444444444444444,0.4444444444444444,0.75,0.12612612612612611,0.2857142857142857,0.2857142857142857,1.0,0.18018018018018017,0.45,0.47368421052631576,0.8888888888888888,0.32432432432432434,0.4166666666666667,0.4166666666666667,1.0,0.20833333333333334,0.6,0.6666666666666666,0.08333333333333333,0.4444444444444444,0.25,0.1111111111111111,0.6666666666666666,0.4074074074074074,0.2727272727272727,0.7927927927927928,0.4166666666666667,0.5226423423423424,0.528275,0.5462055555555556,0.04310344827586207,0.05172413793103448,0.17557251908396945,0.17557251908396945,6.650909090909091,24.862500000000008,0.2871287128712871,5.0,13.0,8.0,8.0,,0.36363636363636365,0.08163265306122448,0.017543859649122806,0.5416666666666666,0.38461538461538464,1.0,3.0,,,0.03333333333333333,0.2,,1.0,1.0,4.0,,4.0,,1.0,0.05,0.6666666666666666,,,,1.0,1.0,2.0,0.017857142857142856,0.05,0.034482758620689655,,,,True,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,16452.0,274,-80.0,522,522,171,163,79.0,1044,24.0,40.0,10.0,15.0,11.0,29.0,18.0,47,3.0,5.0,,2.0,1.0,2.0,4.0,33.0,5.0,3.0,19.0,53.0,116,7.0,38.0,49.0,176.0,603,3.0,12.0,,7.0,7.0,13.0,16.0,36,4.0,21.0,22.0,66.0,26.0,80.0,9.0,12.0,1.0,32.0,4.0,9.0,24.0,12.0,36.0,7.0,5.0,16.0,2.0,6.0,84.0,4.0,7.0,10.0,15.0,26.0,13.0,39.0,3.0,8.0,6.0,2.0,14.0,3.0,8.0,9.0,,6.0,23.0,11.0,5.0,21.0,2.0,65.0,6.0,24.0,7.0,5.0,1.0,5.0,66.0,171,6.0,0.24528301886792453,0.25,0.42857142857142855,0.18421052631578946,,0.19047619047619047,0.1891891891891892,0.45689655172413796,0.25,0.4444444444444444,0.41233766233766234,0.15789473684210525,0.38596491228070173,0.48333333333333334,0.2826086956521739,0.47101449275362317,0.24675324675324675,0.07758620689655173,0.125,0.10344827586206896,32.53205128205128,0.6086956521739131,0.09259259259259259,0.035897435897435895,0.14492753623188406,0.046511627906976744,0.10822510822510822,0.03914590747330961,0.014492753623188406,0.043478260869565216,0.04081632653061224,0.1568627450980392,0.08064516129032258,0.1320754716981132,0.1875,0.037037037037037035,0.2597402597402597,0.6,0.6857142857142857,0.375,0.18831168831168832,0.3793103448275862,0.4230769230769231,0.18181818181818182,0.3051948051948052,0.3829787234042553,0.391304347826087,0.1111111111111111,0.032467532467532464,0.6,0.6,0.6666666666666666,0.21428571428571427,0.12121212121212122,0.125,0.25,0.10526315789473684,,,0.2631578947368421,0.2631578947368421,0.6666666666666666,0.03508771929824561,0.5,0.3333333333333333,0.15789473684210525,0.5064935064935064,0.125,0.44880980392156855,0.4658,0.4389008928571428,0.14450867052023122,0.1791044776119403,0.07386363636363637,0.375,10.105172413793104,26.11842105263158,0.3275862068965517,3.0,8.0,2.0,1.0,6.0,0.047619047619047616,0.0379746835443038,0.06382978723404255,0.42105263157894735,0.375,1.0,,,,0.058823529411764705,,,2.0,2.0,3.0,1.0,1.0,,,0.1111111111111111,0.2,,,0.02127659574468085,1.0,,1.0,0.02631578947368421,,0.02564102564102564,2.0,0.030303030303030304,,True,,,
2406,1610612747,Caron Butler,Caron Butler,2406,LAL,17975.0,300,-18.0,575,588,183,185,90.0,1163,31.0,56.0,5.0,12.0,6.0,14.0,18.0,41,1.0,5.0,,,1.0,2.0,3.0,10.0,,2.0,6.0,55.0,111,4.0,15.0,24.0,146.0,621,10.0,25.0,,,,20.0,11.0,25,3.0,8.0,12.0,43.0,74.0,36.0,12.0,,1.0,9.0,3.0,6.0,19.0,2.0,21.0,2.0,,10.0,2.0,7.0,44.0,5.0,15.0,12.0,15.0,29.0,20.0,49.0,3.0,18.0,13.0,5.0,6.0,2.0,5.0,13.0,,1.0,19.0,9.0,2.0,22.0,10.0,32.0,1.0,14.0,4.0,,,,43.0,183,5.0,0.6727272727272727,0.7708333333333334,1.0,0.26666666666666666,,0.375,0.2857142857142857,0.4954954954954955,0.4,0.44,0.48412698412698413,0.4,0.4696969696969697,0.5251798561151079,0.4,0.5375,0.11904761904761904,0.05405405405405406,0.10714285714285714,,23.269513991163475,0.3157894736842105,0.08108108108108109,0.07177033492822966,0.15,0.07042253521126761,0.1018867924528302,0.07142857142857142,0.06097560975609756,0.08,0.07142857142857142,0.1,0.07865168539325842,0.19672131147540983,,0.05357142857142857,0.4444444444444444,0.5535714285714286,0.62,0.6774193548387096,0.1111111111111111,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.3253968253968254,0.43902439024390244,0.43902439024390244,0.7777777777777778,0.03968253968253968,0.2,0.2,1.0,0.07936507936507936,0.3,0.3,1.0,,,,,0.36363636363636365,0.4166666666666667,0.06060606060606061,0.5,0.18181818181818182,0.3333333333333333,0.5634920634920635,0.3333333333333333,0.5082353658536585,0.5277176470588235,0.4691209677419355,0.1037037037037037,0.11666666666666667,0.136986301369863,0.2945205479452055,8.009009009009006,29.033333333333328,0.3182608695652174,7.0,18.0,14.0,2.0,5.0,0.09523809523809523,0.06976744186046512,0.0975609756097561,0.72,0.3888888888888889,1.0,2.0,,,0.047619047619047616,0.14285714285714285,,,,,,,,,,,,,,,1.0,,,,,,,,True,,,
258,1610612747,Brian Grant,Brian Grant,258,LAL,15695.0,262,-64.0,483,494,114,125,67.0,977,13.0,23.0,5.0,8.0,1.0,2.0,12.0,27,,,,,,,,,,,,26.0,52,,,21.0,73.0,538,8.0,13.0,,,1.0,17.0,8.0,14,,,4.0,20.0,34.0,18.0,,,,,,1.0,3.0,3.0,6.0,3.0,,,1.0,2.0,15.0,10.0,18.0,11.0,20.0,36.0,29.0,65.0,3.0,4.0,2.0,2.0,5.0,,5.0,6.0,1.0,,11.0,2.0,18.0,35.0,5.0,30.0,,13.0,3.0,6.0,,6.0,20.0,114,1.0,0.6538461538461539,0.85,,,,,,0.5,0.6153846153846154,0.5714285714285714,0.5,0.6153846153846154,0.5714285714285714,0.553030303030303,0.6071428571428571,0.5882352941176471,,0.019230769230769232,0.043478260869565216,,13.676731793960924,0.45454545454545453,0.11494252873563218,0.1005586592178771,0.1864406779661017,0.16129032258064516,0.13304721030042918,0.11618257261410789,0.0641025641025641,0.14285714285714285,0.10909090909090909,0.13157894736842105,0.1111111111111111,0.13953488372093023,0.3125,0.12,0.4423076923076923,0.5652173913043478,0.5909090909090909,0.38461538461538464,0.038461538461538464,0.5,0.5,1.0,0.5192307692307693,0.4444444444444444,0.4444444444444444,0.9166666666666666,,,,,,,,,,,,,0.5714285714285714,0.625,,,,,0.4423076923076923,,0.46181346153846153,0.5252,0.4850928571428571,0.20634920634920634,0.20634920634920634,0.2328767123287671,0.273972602739726,9.032692307692308,,0.2360248447204969,7.0,10.0,12.0,5.0,2.0,0.3125,0.13559322033898305,0.11904761904761904,0.7692307692307693,0.7,3.0,1.0,,,0.23076923076923078,,,1.0,,5.0,1.0,3.0,,,0.07692307692307693,0.5,,,,,,,,,,,,,True,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,16469.0,274,-24.0,505,507,125,133,74.0,1012,22.0,48.0,6.0,11.0,11.0,23.0,4.0,16,,4.0,,1.0,,1.0,3.0,14.0,2.0,2.0,4.0,37.0,87,3.0,18.0,39.0,122.0,536,7.0,11.0,,3.0,5.0,19.0,10.0,20,2.0,5.0,20.0,46.0,40.0,34.0,6.0,3.0,,14.0,3.0,9.0,19.0,15.0,34.0,9.0,6.0,10.0,2.0,7.0,83.0,3.0,17.0,15.0,42.0,62.0,20.0,82.0,4.0,5.0,2.0,3.0,11.0,3.0,5.0,17.0,2.0,6.0,28.0,9.0,9.0,23.0,5.0,48.0,,22.0,4.0,8.0,,8.0,46.0,125,3.0,0.5405405405405406,0.6060606060606061,0.6666666666666666,0.16666666666666666,,0.4,0.16666666666666666,0.42528735632183906,0.6363636363636364,0.5,0.3952380952380952,0.5,0.52,0.48031496062992124,0.5588235294117647,0.6216216216216216,0.17142857142857143,0.10344827586206896,0.125,0.13043478260869565,26.22673434856176,0.39285714285714285,0.2153846153846154,0.09770114942528736,0.234375,0.037037037037037035,0.22007722007722008,0.0784313725490196,0.06779661016949153,0.03508771929824561,0.21818181818181817,0.25806451612903225,0.1794871794871795,0.26,0.14285714285714285,0.07142857142857142,0.45714285714285713,0.4583333333333333,0.5238095238095238,0.5909090909090909,0.21904761904761905,0.4782608695652174,0.55,0.45454545454545453,0.1523809523809524,0.25,0.25,0.5,0.0380952380952381,,,,0.13333333333333333,0.21428571428571427,0.21428571428571427,0.6666666666666666,0.07142857142857142,,,0.14285714285714285,0.44,0.5454545454545454,0.04,,0.16,0.5,0.6285714285714286,0.21428571428571427,0.4951866666666667,0.50715,0.4875919999999999,0.17886178861788618,0.20952380952380953,0.1557377049180328,0.3770491803278688,5.504597701149426,25.299999999999997,0.24752475247524752,5.0,8.0,8.0,5.0,4.0,0.45454545454545453,0.1038961038961039,0.13157894736842105,0.5714285714285714,0.625,1.0,3.0,,,0.041666666666666664,0.2,,,1.0,8.0,,5.0,1.0,,,0.625,,,,,4.0,,,,,,,2.0,True,,,
