EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Defensive 3 Seconds Violations,OffCorner3ReboundPct,BlockedCorner3,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,FoulsDrawn,Offensive Fouls Drawn,3SecondViolations,on,OffensiveGoaltends
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,35765.0,596.0,-68,1110,1087,323,332,150.0,2197,37.0,70.0,11.0,18.0,9.0,16.0,3.0,11.0,12.0,38.0,5.0,23.0,1.0,2.0,8.0,6.0,41.0,2.0,6.0,1.0,3.0,52.0,119.0,11.0,64.0,64.0,201.0,1192,13.0,22.0,2.0,7.0,13.0,45.0,14.0,29.0,3.0,11.0,26.0,63.0,72.0,32.0,30.0,3.0,12.0,41.0,6.0,15.0,2.0,12.0,15.0,27.0,9.0,6.0,6.0,2.0,4.0,69.0,6.0,30.0,13.0,85.0,8.0,106.0,36.0,142.0,6.0,13.0,10.0,3.0,13.0,2.0,10.0,25.0,4.0,3.0,1.0,5.0,38.0,4.0,4.0,33.0,64.0,1.0,5.0,10.0,75.0,5.0,2.0,30.0,9.0,5.0,1.0,1.0,4.0,1.0,6.0,5.0,63.0,323,10.0,0.6923076923076923,0.782608695652174,0.9090909090909091,0.171875,0.2857142857142857,0.2727272727272727,0.171875,0.4369747899159664,0.5909090909090909,0.4827586206896552,0.3743169398907104,0.5517241379310345,0.4625,0.45852534562211983,0.6111111111111112,0.5545454545454546,0.34972677595628415,0.03125,0.12605042016806722,0.17142857142857143,0.09090909090909091,0.05263157894736842,0.043478260869565216,0.024390243902439025,19.984326018808776,0.34210526315789475,0.18604651162790697,0.2073170731707317,0.08379888268156424,0.14772727272727273,0.03015075376884422,0.19678714859437751,0.06463195691202872,0.09821428571428571,0.1111111111111111,0.057692307692307696,0.04316546762589928,0.19285714285714287,0.18888888888888888,0.22777777777777777,0.16176470588235295,0.1,0.06,0.8333333333333334,0.3825136612021858,0.5285714285714286,0.6379310344827587,0.7027027027027027,0.060109289617486336,0.2727272727272727,0.3,0.6666666666666666,0.20765027322404372,0.3157894736842105,0.3333333333333333,0.6666666666666666,0.12568306010928962,0.21739130434782608,0.22727272727272727,1.0,0.22404371584699453,0.14634146341463414,0.15,0.8333333333333334,0.6206896551724138,0.6111111111111112,0.45454545454545453,0.034482758620689655,0.20689655172413793,0.3333333333333333,1.0,0.4,0.5625,0.2,0.25,0.075,0.3333333333333333,0.73224043715847,0.14634146341463414,0.5088021857923498,0.534208,0.46959625000000005,0.14423076923076922,0.20833333333333334,0.22388059701492538,0.31343283582089554,7.337815126050419,24.601562499999996,0.290990990990991,,,,,,,,,,,,,,,,,,True,
1513,1610612754,Scot Pollard,Scot Pollard,1513,IND,22762.0,379.0,58,677,678,166,157,76.0,1355,18.0,35.0,11.0,19.0,3.0,9.0,3.0,11.0,7.0,25.0,,,,,,,,,,,,28.0,71.0,,,7.0,63.0,728,11.0,20.0,,,1.0,23.0,4.0,14.0,,,3.0,11.0,36.0,20.0,,,20.0,,,8.0,,7.0,3.0,10.0,3.0,,1.0,3.0,3.0,23.0,5.0,27.0,10.0,46.0,4.0,60.0,32.0,92.0,4.0,8.0,5.0,3.0,5.0,1.0,3.0,11.0,1.0,2.0,,,16.0,3.0,3.0,34.0,65.0,,2.0,8.0,17.0,2.0,,6.0,4.0,8.0,,,6.0,2.0,8.0,5.0,11.0,166,6.0,0.6428571428571429,1.0,,,,,,0.39436619718309857,0.55,0.2857142857142857,0.39436619718309857,0.55,0.2857142857142857,0.3987341772151899,0.575,0.3235294117647059,,,0.11267605633802817,0.11428571428571428,0.36363636363636365,,,,12.30366492146597,0.3125,0.13793103448275862,0.1776061776061776,0.11946902654867257,0.18181818181818182,0.06493506493506493,0.17834394904458598,0.10561056105610561,0.12698412698412698,0.18032786885245902,0.0784313725490196,0.0196078431372549,0.1839080459770115,0.12307692307692308,0.205607476635514,0.1951219512195122,0.14285714285714285,0.11428571428571428,0.625,0.49295774647887325,0.5142857142857142,0.5806451612903226,0.4444444444444444,0.15492957746478872,0.2727272727272727,0.42857142857142855,1.0,0.352112676056338,0.28,0.28,1.0,,,,,,,,,0.95,0.5789473684210527,0.09090909090909091,,,,,0.6428571428571429,0.3333333333333333,,,,,0.49295774647887325,,0.46620422535211276,0.55,0.46887142857142855,0.08,0.08,0.36507936507936506,0.1746031746031746,7.526760563380281,,0.24519940915805022,1.0,0.15384615384615385,,,,,,,,,,,,,,,,True,
1533,1610612754,Anthony Johnson,Anthony Johnson,1533,IND,72822.0,1214.0,126,2205,2191,573,570,275.0,4396,38.0,68.0,4.0,6.0,12.0,21.0,30.0,74.0,48.0,101.0,7.0,17.0,2.0,4.0,4.0,21.0,53.0,3.0,5.0,5.0,23.0,116.0,243.0,28.0,70.0,63.0,379.0,2289,10.0,19.0,3.0,7.0,3.0,32.0,31.0,55.0,9.0,27.0,34.0,123.0,78.0,154.0,60.0,24.0,4.0,53.0,21.0,15.0,,172.0,68.0,240.0,43.0,25.0,72.0,22.0,78.0,548.0,5.0,13.0,25.0,87.0,3.0,115.0,18.0,133.0,4.0,44.0,20.0,24.0,40.0,10.0,37.0,28.0,2.0,3.0,1.0,5.0,68.0,4.0,13.0,42.0,107.0,,2.0,8.0,81.0,3.0,,23.0,19.0,11.0,2.0,1.0,6.0,3.0,13.0,6.0,123.0,573,11.0,0.33620689655172414,0.34210526315789475,0.7142857142857143,0.4,0.42857142857142855,0.3333333333333333,0.4,0.4773662551440329,0.5263157894736842,0.5636363636363636,0.5047923322683706,0.5576923076923077,0.5426829268292683,0.5383522727272727,0.5517241379310345,0.5970873786407767,0.22364217252396165,,0.06172839506172839,0.17647058823529413,0.04054054054054054,,,,16.733067729083665,0.5882352941176471,0.03529411764705882,0.09602649006622517,0.017615176151761516,0.1282051282051282,0.016611295681063124,0.10172570390554042,0.017324350336862367,0.010582010582010581,0.023474178403755867,0.017857142857142856,0.009302325581395349,0.07023411371237458,0.06639004149377593,0.1366120218579235,0.10273972602739725,0.20408163265306123,0.026490066225165563,0.46153846153846156,0.21725239616613418,0.5588235294117647,0.6785714285714286,0.23684210526315788,0.2364217252396166,0.40540540540540543,0.4225352112676056,0.2,0.3226837060702875,0.4752475247524752,0.4752475247524752,0.5,0.054313099041533544,0.4117647058823529,0.4117647058823529,0.8571428571428571,0.16932907348242812,0.39622641509433965,0.39622641509433965,0.6666666666666666,0.23076923076923078,0.6666666666666666,,0.07692307692307693,0.19230769230769232,0.6,0.6666666666666666,0.25609756097560976,0.5714285714285714,0.04878048780487805,1.0,0.2804878048780488,0.21739130434782608,0.44089456869009586,0.39622641509433965,0.46069760383386565,0.47926428571428575,0.45451524390243897,0.06906906906906907,0.08745247148288973,0.08443271767810026,0.3245382585751979,10.18641975308642,24.851428571428574,0.2598639455782313,,0.03488372093023256,1.0,2.0,,,,,,,,,,,,,,True,
1536,1610612754,Stephen Jackson,Stephen Jackson,1536,IND,60170.0,1003.0,172,1839,1810,454,413,256.0,3649,71.0,122.0,10.0,24.0,12.0,21.0,27.0,78.0,38.0,115.0,20.0,51.0,6.0,4.0,14.0,39.0,110.0,4.0,9.0,11.0,30.0,136.0,315.0,59.0,161.0,108.0,557.0,1872,13.0,36.0,6.0,15.0,9.0,53.0,24.0,61.0,15.0,44.0,31.0,124.0,102.0,170.0,159.0,18.0,16.0,110.0,39.0,22.0,2.0,49.0,16.0,65.0,12.0,4.0,23.0,8.0,18.0,146.0,4.0,21.0,14.0,75.0,20.0,109.0,25.0,134.0,6.0,36.0,23.0,13.0,37.0,11.0,17.0,34.0,4.0,20.0,1.0,4.0,71.0,4.0,11.0,43.0,92.0,,1.0,11.0,125.0,13.0,,61.0,8.0,7.0,,,4.0,2.0,7.0,5.0,124.0,454,7.0,0.375,0.3984375,0.8983050847457628,0.36645962732919257,0.4,0.3409090909090909,0.36645962732919257,0.43174603174603177,0.3611111111111111,0.39344262295081966,0.47163865546218486,0.43137254901960786,0.44285714285714284,0.5234962406015038,0.4818181818181818,0.512396694214876,0.3382352941176471,0.012422360248447204,0.06984126984126984,0.12295081967213115,0.07692307692307693,0.008695652173913044,,0.01818181818181818,28.309859154929576,0.5211267605633803,0.2898550724637681,0.10135135135135136,0.0327613104524181,0.10218978102189781,0.016,0.10148232611174458,0.028058361391694726,0.05172413793103448,0.027472527472527472,0.02456140350877193,0.016216216216216217,0.06578947368421052,0.15196078431372548,0.09415584415584416,0.09278350515463918,0.125,0.023622047244094488,0.7142857142857143,0.25630252100840334,0.5819672131147541,0.6635514018691588,0.36619718309859156,0.1638655462184874,0.34615384615384615,0.375,0.25925925925925924,0.2415966386554622,0.33043478260869563,0.3333333333333333,0.47368421052631576,0.10714285714285714,0.39215686274509803,0.39215686274509803,0.9,0.23109243697478993,0.35454545454545455,0.3611111111111111,0.8974358974358975,0.47058823529411764,0.4166666666666667,0.1,0.11764705882352941,0.17647058823529413,0.4444444444444444,1.0,0.2,0.5714285714285714,0.13333333333333333,0.2857142857142857,0.2857142857142857,0.36666666666666664,0.5945378151260504,0.35454545454545455,0.49027752100840327,0.5491166666666667,0.47292619047619044,0.11641221374045801,0.16804407713498623,0.09515260323159784,0.22262118491921004,9.457460317460317,24.727950310559006,0.24687330070690594,,0.015384615384615385,,1.0,2.0,0.3333333333333333,1.0,,,,,,,,,,,True,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,126705.0,2112.0,236,3877,3851,993,954,495.0,7728,31.0,44.0,2.0,6.0,7.0,9.0,41.0,70.0,146.0,307.0,36.0,91.0,13.0,11.0,32.0,60.0,207.0,5.0,18.0,13.0,62.0,218.0,421.0,96.0,298.0,250.0,974.0,3979,15.0,32.0,10.0,31.0,8.0,68.0,48.0,89.0,24.0,94.0,135.0,303.0,290.0,146.0,273.0,15.0,4.0,206.0,60.0,8.0,3.0,108.0,38.0,146.0,24.0,14.0,50.0,29.0,29.0,330.0,4.0,14.0,28.0,103.0,7.0,138.0,18.0,156.0,5.0,50.0,31.0,19.0,43.0,13.0,35.0,34.0,2.0,8.0,2.0,2.0,77.0,2.0,15.0,28.0,109.0,,4.0,15.0,268.0,8.0,41.0,53.0,51.0,5.0,,,1.0,3.0,5.0,3.0,303.0,993,23.0,0.6651376146788991,0.6712962962962963,0.9479166666666666,0.3221476510067114,0.3225806451612903,0.2553191489361702,0.32323232323232326,0.517814726840855,0.46875,0.5393258426966292,0.5034770514603616,0.47619047619047616,0.45901639344262296,0.5703883495145631,0.5075757575757576,0.5959183673469388,0.4144645340751043,0.010067114093959731,0.019002375296912115,0.045454545454545456,0.07142857142857142,0.003257328990228013,0.01098901098901099,0.00966183574879227,20.224971878515184,0.5584415584415584,0.0472972972972973,0.06666666666666667,0.010622154779969651,0.08333333333333333,0.007722007722007722,0.06964380648591174,0.00980392156862745,0.017902813299232736,0.005249343832020997,0.009157509157509158,0.007894736842105263,0.03373015873015873,0.07160493827160494,0.08962264150943396,0.07346938775510205,0.10989010989010989,0.012853470437017995,0.6,0.061196105702364396,0.7045454545454546,0.7380952380952381,0.8064516129032258,0.09735744089012517,0.5857142857142857,0.6307692307692307,0.4634146341463415,0.42698191933240615,0.4755700325732899,0.477124183006536,0.6917808219178082,0.12656467315716272,0.3956043956043956,0.4,1.0,0.28789986091794156,0.2898550724637681,0.2926829268292683,0.9166666666666666,0.09523809523809523,0.3333333333333333,0.5,0.20634920634920634,0.2857142857142857,0.2777777777777778,1.0,0.04918032786885246,0.7777777777777778,0.17486338797814208,0.34375,0.33879781420765026,0.20967741935483872,0.4756606397774687,0.2912621359223301,0.4710119413407821,0.48289687500000006,0.4626694444444444,0.0815006468305304,0.11373390557939914,0.06981519507186858,0.311088295687885,15.25581947743468,25.048657718120804,0.2561258705184421,1.0,0.007246376811594203,,1.0,5.0,0.38461538461538464,1.0,1.0,1.0,10.0,0.03257328990228013,,,,,,,True,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,1137.0,19.0,4,35,33,16,18,2.0,68,1.0,2.0,,,,,,1.0,2.0,3.0,,,,,,,,,,,,3.0,6.0,,,,6.0,39,,,,,,,,,,,,,2.0,4.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,16,,0.3333333333333333,0.3333333333333333,,,,,,0.5,,,0.5,,,0.5,,,,,0.16666666666666666,0.5,,,,,18.91891891891892,,,,0.1111111111111111,,,,0.08333333333333333,,0.25,,,,,,,,,,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,,,,0.5,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.4149333333333333,,,,,,,10.000000000000002,,0.45714285714285713,,,,,,,,,,,,,,,,,,True,
2410,1610612754,Fred Jones,Fred Jones,2410,IND,47335.0,789.0,44,1471,1453,535,531,183.0,2924,35.0,56.0,3.0,8.0,11.0,18.0,8.0,22.0,10.0,35.0,6.0,13.0,1.0,1.0,3.0,20.0,56.0,4.0,8.0,7.0,23.0,53.0,113.0,26.0,69.0,67.0,251.0,1528,3.0,9.0,4.0,9.0,2.0,20.0,17.0,37.0,8.0,26.0,34.0,92.0,20.0,86.0,69.0,9.0,2.0,55.0,20.0,10.0,1.0,48.0,26.0,74.0,15.0,11.0,17.0,7.0,24.0,174.0,9.0,6.0,14.0,52.0,12.0,78.0,16.0,94.0,,22.0,19.0,3.0,13.0,1.0,7.0,8.0,,6.0,,2.0,21.0,3.0,8.0,35.0,68.0,,4.0,4.0,81.0,4.0,,24.0,14.0,10.0,,,5.0,4.0,10.0,7.0,92.0,535,14.0,0.18867924528301888,0.19230769230769232,0.8846153846153846,0.37681159420289856,0.4444444444444444,0.3076923076923077,0.38235294117647056,0.4690265486725664,0.3333333333333333,0.4594594594594595,0.5054945054945055,0.5,0.4603174603174603,0.5730593607305936,0.5263157894736842,0.5476190476190477,0.3791208791208791,0.014492753623188406,0.08849557522123894,0.14285714285714285,0.09090909090909091,,,0.017857142857142856,14.26872770511296,0.6190476190476191,0.17391304347826086,0.09792843691148775,0.01284796573875803,0.10294117647058823,0.039647577092511016,0.09895052473763119,0.021613832853025938,0.031055900621118012,,0.005714285714285714,0.030864197530864196,0.0918918918918919,0.050359712230215826,0.13526570048309178,0.1111111111111111,0.08108108108108109,,0.7,0.3076923076923077,0.625,0.7291666666666666,0.11428571428571428,0.12087912087912088,0.36363636363636365,0.4,0.25,0.19230769230769232,0.2857142857142857,0.2857142857142857,0.4,0.07142857142857142,0.46153846153846156,0.46153846153846156,1.0,0.3076923076923077,0.35714285714285715,0.36363636363636365,0.85,0.4444444444444444,0.375,,0.05555555555555555,0.4444444444444444,0.5,1.0,0.2857142857142857,0.6111111111111112,0.047619047619047616,0.3333333333333333,0.36507936507936506,0.30434782608695654,0.6868131868131868,0.36363636363636365,0.4835182320441989,0.5364954545454546,0.46043412698412683,0.13170731707317074,0.18045112781954886,0.0796812749003984,0.3665338645418327,7.834513274336284,25.92028985507246,0.3636981645139361,,0.06153846153846154,,1.0,,,,1.0,,3.0,0.041666666666666664,1.0,1.0,0.02040816326530612,,,,True,
2592,1610612754,James Jones,James Jones,2592,IND,27139.0,452.0,94,841,841,219,200,105.0,1682,7.0,13.0,4.0,8.0,1.0,3.0,1.0,5.0,9.0,34.0,8.0,15.0,1.0,3.0,4.0,10.0,32.0,,1.0,4.0,12.0,17.0,52.0,18.0,47.0,23.0,111.0,814,4.0,9.0,1.0,2.0,4.0,15.0,3.0,8.0,7.0,16.0,13.0,40.0,20.0,14.0,54.0,,8.0,32.0,10.0,,,16.0,7.0,23.0,3.0,4.0,5.0,3.0,8.0,53.0,5.0,11.0,7.0,26.0,6.0,39.0,16.0,55.0,1.0,8.0,6.0,2.0,10.0,2.0,10.0,11.0,1.0,,4.0,1.0,21.0,2.0,7.0,26.0,52.0,,1.0,2.0,25.0,,,5.0,6.0,14.0,,,8.0,6.0,14.0,8.0,40.0,219,3.0,0.5882352941176471,0.7692307692307693,1.0,0.3829787234042553,0.5,0.4375,0.3829787234042553,0.3269230769230769,0.4444444444444444,0.375,0.4444444444444444,0.5,0.5625,0.5,0.5769230769230769,0.6451612903225806,0.47474747474747475,,,,,,,,13.764337851929094,0.47619047619047616,0.1875,0.07784431137724551,0.037800687285223365,0.07692307692307693,0.043478260869565216,0.07764705882352942,0.03940886699507389,0.04597701149425287,0.036585365853658534,0.03278688524590164,0.022727272727272728,0.0743801652892562,0.0975609756097561,0.06870229007633588,0.08571428571428572,0.047619047619047616,0.015873015873015872,0.5714285714285714,0.13131313131313133,0.5384615384615384,0.5384615384615384,0.2857142857142857,0.050505050505050504,0.2,0.2,,0.3434343434343434,0.2647058823529412,0.2647058823529412,0.8888888888888888,0.15151515151515152,0.5333333333333333,0.5333333333333333,1.0,0.32323232323232326,0.3125,0.3125,1.0,0.7272727272727273,0.5,,0.09090909090909091,0.09090909090909091,,,0.125,0.3333333333333333,0.16666666666666666,0.75,0.5,0.3333333333333333,0.6060606060606061,0.3125,0.47584999999999983,0.5547111111111112,0.46459791666666655,0.05714285714285714,0.08771929824561403,0.13513513513513514,0.36036036036036034,13.580769230769231,24.904255319148938,0.26040428061831156,1.0,0.1111111111111111,,,1.0,1.0,1.0,,,1.0,0.020833333333333332,,,,,,,True,
2109,1610612754,Eddie Gill,Eddie Gill,2109,IND,8242.0,137.0,-31,246,256,94,73,31.0,502,4.0,9.0,,1.0,2.0,2.0,1.0,3.0,,3.0,1.0,4.0,,,,4.0,14.0,1.0,2.0,3.0,11.0,5.0,15.0,5.0,18.0,6.0,31.0,287,,1.0,1.0,2.0,,3.0,3.0,4.0,3.0,11.0,4.0,19.0,2.0,8.0,15.0,,,12.0,4.0,3.0,,8.0,4.0,12.0,1.0,3.0,1.0,,7.0,28.0,2.0,2.0,3.0,7.0,,10.0,4.0,14.0,,4.0,4.0,,7.0,2.0,5.0,5.0,1.0,2.0,,,12.0,,4.0,14.0,27.0,,,2.0,6.0,,,1.0,2.0,,,,,,,,19.0,94,1.0,0.2,0.2,1.0,0.2777777777777778,0.5,0.2727272727272727,0.3125,0.3333333333333333,,0.75,0.3787878787878788,0.5,0.5,0.4305555555555556,0.5,0.5588235294117647,0.5454545454545454,,0.2,0.3333333333333333,,,,,17.142857142857142,0.5833333333333334,,0.07368421052631578,0.030303030303030304,0.1875,0.05128205128205128,0.09009009009009009,0.0380952380952381,0.045454545454545456,,0.030303030303030304,0.03571428571428571,0.02702702702702703,0.07692307692307693,0.1111111111111111,0.23076923076923078,,,,0.2727272727272727,0.4444444444444444,0.6666666666666666,,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,,,,0.12121212121212122,0.25,0.25,1.0,0.42424242424242425,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,,,,0.6666666666666666,0.5,1.0,0.13333333333333333,1.0,,,0.7333333333333333,0.2727272727272727,0.8181818181818182,0.3333333333333333,0.5146599999999999,0.561675,0.5081000000000001,0.029411764705882353,0.0625,0.0967741935483871,0.6129032258064516,5.24,28.511111111111113,0.3821138211382114,1.0,0.09090909090909091,,,,,,2.0,,,,,,,,,,True,
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,38023.0,634.0,118,1200,1185,235,241,147.0,2385,39.0,86.0,5.0,11.0,9.0,18.0,26.0,66.0,19.0,43.0,6.0,15.0,5.0,1.0,1.0,26.0,70.0,,3.0,4.0,12.0,84.0,195.0,32.0,85.0,61.0,325.0,1184,6.0,14.0,2.0,8.0,3.0,21.0,19.0,34.0,5.0,13.0,31.0,84.0,12.0,156.0,54.0,42.0,4.0,70.0,26.0,16.0,1.0,111.0,17.0,128.0,13.0,4.0,47.0,28.0,36.0,273.0,1.0,12.0,15.0,46.0,3.0,64.0,13.0,77.0,9.0,35.0,12.0,23.0,41.0,13.0,28.0,34.0,4.0,13.0,1.0,2.0,75.0,4.0,15.0,31.0,62.0,,6.0,9.0,81.0,10.0,,32.0,12.0,4.0,1.0,1.0,1.0,,5.0,3.0,84.0,235,6.0,0.07142857142857142,0.07317073170731707,0.5625,0.3764705882352941,0.25,0.38461538461538464,0.3764705882352941,0.4307692307692308,0.42857142857142855,0.5588235294117647,0.4714285714285714,0.4090909090909091,0.5638297872340425,0.5158730158730159,0.4375,0.6363636363636364,0.30357142857142855,0.011764705882352941,0.08205128205128205,0.12790697674418605,0.07575757575757576,,,0.014285714285714285,28.30188679245283,0.5466666666666666,0.06818181818181818,0.09850107066381156,0.02830188679245283,0.13274336283185842,0.007462686567164179,0.10517241379310345,0.023297491039426525,0.04,0.03759398496240601,0.0070921985815602835,0.009523809523809525,0.05555555555555555,0.07751937984496124,0.14432989690721648,0.12987012987012986,0.1388888888888889,0.061224489795918366,0.6,0.30714285714285716,0.45348837209302323,0.52,0.07692307692307693,0.2357142857142857,0.3939393939393939,0.4262295081967213,,0.15357142857142858,0.4418604651162791,0.4418604651162791,0.15789473684210525,0.05357142857142857,0.4,0.4,0.8333333333333334,0.25,0.37142857142857144,0.37681159420289856,0.5,0.5,0.45454545454545453,,0.22727272727272727,0.13636363636363635,,,0.3829787234042553,0.5,0.02127659574468085,1.0,0.2553191489361702,0.3333333333333333,0.6107142857142858,0.37142857142857144,0.4947885714285714,0.5356552631578947,0.4912734042553192,0.10891089108910891,0.14746543778801843,0.06461538461538462,0.25846153846153846,7.269743589743592,24.95882352941176,0.19583333333333333,,,,3.0,2.0,0.4,0.5,,,1.0,0.011627906976744186,,,,,,,True,
