EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,FTDefRebounds,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Corner3PctBlocked,OffensiveGoaltends,on,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,Clear Path Fouls,BlockedArc3,HeaveMakes
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,45688.0,761,58.0,1438,1415,396,406,151,2853,55.0,84.0,6.0,12.0,13.0,24.0,11.0,38.0,57.0,148.0,1.0,1.0,1.0,27.0,83.0,1.0,4.0,8.0,34.0,123.0,270,27.0,84.0,96.0,423.0,1410,9.0,23.0,1.0,5.0,4.0,25.0,33.0,67.0,8.0,35.0,47.0,137.0,80.0,166.0,39.0,42.0,6.0,83.0,27.0,11.0,2.0,75.0,37.0,112.0,18.0,19.0,34.0,15.0,26.0,261.0,5.0,12.0,1.0,26.0,74.0,100.0,18.0,118.0,5.0,25.0,15.0,10.0,31.0,7.0,26.0,17.0,3.0,5.0,2.0,48.0,3.0,10.0,20.0,43.0,1.0,2.0,129.0,11.0,48.0,6.0,13.0,23.0,15.0,3.0,5.0,23.0,10.0,1.0,137.0,396,9.0,0.3252032520325203,0.3333333333333333,0.4814814814814814,0.3214285714285714,0.2,0.2285714285714285,0.3214285714285714,0.4555555555555555,0.391304347826087,0.4925373134328358,0.461864406779661,0.375,0.4411764705882353,0.5158536585365854,0.4032258064516129,0.53515625,0.2372881355932203,0.0238095238095238,0.0407407407407407,0.0714285714285714,0.0789473684210526,0.0135135135135135,0.0240963855421686,28.50031113876789,0.6458333333333334,0.0294117647058823,0.130281690140845,0.0260869565217391,0.1635220125786163,0.0260416666666666,0.1375515818431912,0.0260736196319018,0.0789473684210526,0.0070921985815602,0.0097560975609756,0.0080645161290322,0.0588235294117647,0.1,0.1044776119402985,0.1584507042253521,0.1746031746031746,0.1212121212121212,0.026595744680851,0.4347826086956521,0.2372881355932203,0.6547619047619048,0.7051282051282052,0.3636363636363636,0.1073446327683615,0.2894736842105263,0.3142857142857143,0.3636363636363636,0.4180790960451977,0.3851351351351351,0.3904109589041096,0.2807017543859649,0.0028248587570621,0.2344632768361582,0.3253012048192771,0.3333333333333333,0.4814814814814814,0.4285714285714285,0.5,0.1666666666666666,0.0357142857142857,0.1428571428571428,0.25,1.0,0.2352941176470588,0.5416666666666666,0.0098039215686274,0.3333333333333333,0.2352941176470588,0.4745762711864407,0.3253012048192771,0.46431388101983,0.4594875,0.4571168316831683,0.1360201511335012,0.1563517915309446,0.0666666666666666,0.0591016548463357,0.3238770685579196,11.733333333333333,25.616666666666674,0.2753824756606398,,,,,,,,,,,,,,,,,,,True,,,,,,
1508,1610612745,Maurice Taylor,Maurice Taylor,1508,HOU,32187.0,536,12.0,1003,985,301,272,99,1988,36.0,62.0,8.0,16.0,9.0,15.0,12.0,24.0,25.0,72.0,3.0,1.0,2.0,1.0,3.0,,,1.0,2.0,73.0,158,2.0,6.0,17.0,169.0,988,12.0,27.0,1.0,1.0,3.0,30.0,18.0,37.0,2.0,4.0,11.0,53.0,94.0,52.0,6.0,,8.0,3.0,1.0,13.0,,28.0,5.0,33.0,3.0,2.0,19.0,8.0,1.0,71.0,6.0,15.0,3.0,19.0,50.0,78.0,24.0,102.0,4.0,11.0,7.0,4.0,22.0,5.0,15.0,19.0,1.0,7.0,3.0,41.0,4.0,11.0,47.0,79.0,6.0,9.0,24.0,4.0,13.0,,1.0,9.0,5.0,1.0,3.0,9.0,4.0,,53.0,301,5.0,0.6438356164383562,0.6811594202898551,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.4620253164556962,0.4444444444444444,0.4864864864864865,0.4634146341463415,0.4821428571428571,0.5121951219512195,0.4856321839080459,0.5,0.5638297872340425,0.0365853658536585,,0.0822784810126582,0.1612903225806451,0.0833333333333333,0.0138888888888888,,19.24798567591764,0.5365853658536586,0.125,0.125,0.045045045045045,0.1652173913043478,0.048,0.1339805825242718,0.0458515283842794,0.0319148936170212,0.0568181818181818,0.0463576158940397,0.0602409638554216,0.0238095238095238,0.1442307692307692,0.1226415094339622,0.1157894736842105,0.1590909090909091,0.1851851851851851,0.0533333333333333,0.4444444444444444,0.3780487804878049,0.5806451612903226,0.6923076923076923,0.6666666666666666,0.1463414634146341,0.5,0.5454545454545454,0.5,0.4390243902439024,0.3472222222222222,0.352112676056338,0.68,0.0182926829268292,0.0182926829268292,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.5,0.25,0.0357142857142857,,,,0.3658536585365853,0.6,0.048780487804878,0.048780487804878,0.5,0.4146341463414634,0.3333333333333333,0.4596804878048782,0.5070549999999999,0.4535036585365853,0.0751445086705202,0.0778443113772455,,0.1775147928994082,0.3136094674556213,10.132278481012657,24.433333333333334,0.3000997008973081,1.0,1.0,1.0,9.0,1.0,2.0,0.2903225806451613,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,,,,,,True,,,,,,
1731,1610612745,Tyronn Lue,Tyronn Lue,1731,HOU,21338.0,356,-38.0,637,637,217,267,73,1274,8.0,17.0,,,,4.0,8.0,17.0,11.0,25.0,13.0,,5.0,7.0,22.0,2.0,2.0,2.0,8.0,27.0,59,12.0,35.0,14.0,104.0,664,3.0,3.0,2.0,2.0,,12.0,6.0,17.0,3.0,13.0,7.0,28.0,18.0,36.0,33.0,3.0,,19.0,7.0,4.0,,33.0,7.0,40.0,5.0,2.0,13.0,8.0,12.0,87.0,,,,4.0,26.0,32.0,,32.0,,6.0,4.0,2.0,7.0,4.0,5.0,10.0,1.0,2.0,,17.0,2.0,8.0,8.0,36.0,,3.0,18.0,,6.0,,3.0,,,,,,,,28.0,217,8.0,0.3333333333333333,0.3333333333333333,0.9166666666666666,0.3428571428571428,1.0,0.2307692307692307,0.375,0.4576271186440678,1.0,0.3529411764705882,0.4787234042553192,1.2,0.35,0.5048543689320388,1.2,0.4,0.3723404255319149,,0.0677966101694915,0.1764705882352941,,0.04,,16.689847009735743,0.4117647058823529,,0.1056910569105691,,0.0579710144927536,,0.0952380952380952,,,,,,,0.0689655172413793,0.109375,0.1209677419354838,0.0666666666666666,,,,0.1808510638297872,0.4705882352941176,0.5714285714285714,0.5,0.1808510638297872,0.4705882352941176,0.4705882352941176,,0.2659574468085106,0.44,0.4583333333333333,0.4545454545454545,0.1382978723404255,0.2340425531914893,0.3181818181818182,0.3181818181818182,0.8571428571428571,,,,,0.4,1.0,0.5,0.1333333333333333,,0.1666666666666666,0.2666666666666666,0.25,0.5531914893617021,0.3684210526315789,0.4747296703296703,0.40592,0.4549037037037037,0.06,0.0923076923076923,,0.1153846153846153,0.2692307692307692,10.252542372881356,25.834285714285716,0.3406593406593406,5.0,,1.0,2.0,,,0.0909090909090909,0.3846153846153846,0.3846153846153846,1.0,,,0.2,3.0,,,,,True,,,,,,
1909,1610612745,Scott Padgett,Scott Padgett,1909,HOU,6207.0,103,26.0,194,193,83,95,30,387,4.0,6.0,2.0,3.0,2.0,3.0,,2.0,4.0,8.0,2.0,2.0,,4.0,9.0,,,,1.0,8.0,16,4.0,11.0,3.0,31.0,182,4.0,5.0,,2.0,1.0,9.0,3.0,4.0,,1.0,,6.0,14.0,2.0,12.0,,2.0,9.0,4.0,4.0,,5.0,3.0,8.0,2.0,1.0,1.0,2.0,2.0,19.0,5.0,2.0,,3.0,13.0,18.0,7.0,25.0,,6.0,4.0,2.0,1.0,,,1.0,,1.0,,2.0,,1.0,5.0,11.0,2.0,,4.0,,2.0,,,1.0,,,1.0,1.0,1.0,,6.0,83,2.0,0.875,1.0,1.0,0.3636363636363636,,,0.3636363636363636,0.5,0.8,0.75,0.5185185185185185,0.5714285714285714,0.6,0.5344827586206896,0.5625,0.6,0.4074074074074074,,0.25,0.3333333333333333,0.5,0.125,,13.537117903930133,0.5,,0.1756756756756756,0.0357142857142857,0.3,0.1041666666666666,0.1904761904761904,0.0673076923076923,0.0625,0.0625,,0.1111111111111111,0.0952380952380952,,0.125,0.2631578947368421,0.4285714285714285,,,1.0,0.2222222222222222,0.6666666666666666,1.0,0.75,0.074074074074074,,,,0.2962962962962963,0.5,0.5714285714285714,1.0,0.074074074074074,0.3333333333333333,0.4444444444444444,0.4444444444444444,1.0,0.4285714285714285,0.6666666666666666,0.5,0.2857142857142857,,,,0.6,0.6666666666666666,,0.2,,0.6296296296296297,0.4444444444444444,0.4982055555555555,0.4790333333333332,0.54187,0.0689655172413793,0.1111111111111111,,0.2903225806451613,0.1935483870967742,10.406250000000002,24.89090909090909,0.4278350515463917,,,,2.0,,,0.1818181818181818,,,,,,,,,,,,True,,,,,,
754,1610612745,Jim Jackson,Jim Jackson,754,HOU,59753.0,996,20.0,1852,1844,516,568,212,3696,13.0,24.0,3.0,5.0,2.0,5.0,19.0,36.0,32.0,76.0,70.0,5.0,22.0,24.0,77.0,3.0,5.0,8.0,19.0,64.0,136,54.0,147.0,30.0,320.0,1828,6.0,10.0,7.0,10.0,,33.0,17.0,32.0,19.0,41.0,12.0,103.0,66.0,62.0,156.0,6.0,2.0,75.0,24.0,5.0,1.0,69.0,17.0,86.0,10.0,7.0,20.0,29.0,20.0,189.0,5.0,5.0,,21.0,68.0,105.0,10.0,115.0,3.0,23.0,11.0,12.0,34.0,5.0,22.0,22.0,3.0,12.0,3.0,56.0,3.0,17.0,34.0,67.0,2.0,5.0,33.0,3.0,9.0,,4.0,1.0,1.0,,,1.0,1.0,,103.0,516,11.0,0.515625,0.5238095238095238,0.9629629629629628,0.3673469387755102,0.7,0.4634146341463415,0.3724137931034483,0.4705882352941176,0.6,0.53125,0.5123674911660777,0.825,0.6232876712328768,0.5307167235494881,0.825,0.6428571428571429,0.519434628975265,0.0068027210884353,0.0367647058823529,0.125,0.0277777777777777,0.0131578947368421,,16.666666666666664,0.6071428571428571,,0.0927694406548431,0.0078616352201257,0.105,0.0211864406779661,0.0953912111468381,0.0114678899082568,0.0123456790123456,0.0048780487804878,0.0074349442379182,0.019108280254777,0.0253164556962025,0.0773195876288659,0.0944444444444444,0.1002785515320334,0.1019108280254777,0.1162790697674418,0.0192307692307692,1.0,0.0848056537102473,0.5416666666666666,0.6190476190476191,0.6923076923076923,0.127208480565371,0.5277777777777778,0.5428571428571428,0.2105263157894736,0.2685512367491166,0.4210526315789473,0.4266666666666667,0.625,0.2473498233215547,0.2720848056537102,0.3116883116883117,0.3116883116883117,0.9583333333333334,0.25,0.6,1.0,0.25,0.25,0.6,1.0,0.0684931506849315,0.4,0.3013698630136986,0.2602739726027397,0.4210526315789473,0.6042402826855123,0.32,0.4911672597864771,0.4953233333333333,0.4727901408450704,0.0311418685121107,0.0633802816901408,,0.103125,0.321875,13.021323529411768,24.696598639455782,0.2786177105831533,30.0,4.0,11.0,16.0,,,0.2461538461538461,0.4285714285714285,0.4347826086956521,0.9666666666666668,0.8,1.0,0.5,2.0,2.0,10.0,0.0142857142857142,,True,,,,,,
221,1610612745,Clar. Weatherspoon,Clar. Weatherspoon,221,HOU,3817.0,64,4.0,117,120,41,59,13,237,7.0,10.0,2.0,3.0,1.0,3.0,2.0,6.0,1.0,3.0,,,,,,,,,,10.0,19,,,1.0,21.0,124,3.0,5.0,,,1.0,7.0,1.0,5.0,,,,2.0,14.0,6.0,,,6.0,,,1.0,,2.0,,2.0,,,2.0,,,4.0,3.0,3.0,,5.0,6.0,11.0,6.0,17.0,,,,,,,,2.0,,,,2.0,,,5.0,11.0,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,2.0,41,2.0,0.7,1.0,,,,,,0.5263157894736842,0.6,0.2,0.5263157894736842,0.6,0.2,0.5526315789473685,0.7,0.2,,,0.0526315789473684,,0.1666666666666666,,,16.030534351145036,,,0.1224489795918367,0.0857142857142857,0.3333333333333333,0.1875,0.171875,0.1176470588235294,0.2857142857142857,0.0833333333333333,,0.1666666666666666,0.2,0.2,0.0769230769230769,0.0952380952380952,0.3333333333333333,,,1.0,0.5263157894736842,0.7,0.7,0.7142857142857143,0.3157894736842105,0.3333333333333333,0.4,0.5,0.1578947368421052,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.6,0.6666666666666666,,,,,,0.6,0.3333333333333333,,,,0.5263157894736842,,0.4726157894736842,0.46635,0.45118,0.0526315789473684,0.0526315789473684,,0.3333333333333333,0.0952380952380952,5.752631578947368,,0.3504273504273504,,,,,2.0,,,,,,,,,,,,,,True,,,,,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,40145.0,669,-15.0,1268,1252,281,317,139,2520,70.0,108.0,21.0,27.0,14.0,21.0,63.0,138.0,4.0,20.0,,,,,,,,,,137.0,266,,,107.0,381.0,1250,23.0,34.0,,,22.0,68.0,28.0,46.0,,,40.0,96.0,196.0,78.0,,,40.0,,,20.0,,11.0,7.0,18.0,5.0,2.0,6.0,2.0,3.0,43.0,10.0,44.0,1.0,29.0,86.0,127.0,55.0,182.0,4.0,12.0,9.0,3.0,30.0,2.0,10.0,40.0,2.0,20.0,8.0,70.0,12.0,18.0,43.0,83.0,9.0,16.0,136.0,19.0,69.0,,9.0,36.0,23.0,,13.0,36.0,20.0,2.0,96.0,281,9.0,0.7153284671532847,0.8376068376068376,,,,,,0.5150375939849624,0.6764705882352942,0.6086956521739131,0.5150375939849624,0.6764705882352942,0.6086956521739131,0.5861538461538461,0.7555555555555555,0.6956521739130435,,,0.075187969924812,0.1388888888888889,0.036231884057971,,,27.668539325842698,0.4285714285714285,0.0416666666666666,0.180293501048218,0.1009174311926605,0.2,0.062111801242236,0.1848874598070739,0.0904522613065326,0.1491228070175438,0.072463768115942,0.092391304347826,0.0260869565217391,0.1521739130434782,0.1550387596899224,0.25,0.1639344262295081,0.1869158878504672,0.2368421052631578,0.037037037037037,0.5555555555555556,0.4060150375939849,0.6481481481481481,0.7526881720430108,0.6571428571428571,0.518796992481203,0.4565217391304347,0.4736842105263157,0.7936507936507936,0.075187969924812,0.2,0.2,0.5,,,,,,0.7941176470588235,0.7777777777777778,,,,,,0.4565217391304347,0.6666666666666666,,,,0.4060150375939849,,0.4571236842105263,0.5134967741935484,0.4627369565217391,0.2183544303797468,0.2183544303797468,,0.1784776902887139,0.2519685039370078,5.916917293233085,,0.221608832807571,,,,12.0,7.0,2.0,0.3076923076923077,,,,,,,,,,,1.0,True,,,,,,
436,1610612745,Juwan Howard,Juwan Howard,436,HOU,22951.0,383,-17.0,708,709,168,218,87,1417,15.0,24.0,8.0,14.0,5.0,10.0,27.0,60.0,12.0,42.0,,,,,1.0,,,,,54.0,126,,1.0,24.0,132.0,705,10.0,20.0,,,5.0,25.0,13.0,34.0,,,7.0,33.0,62.0,46.0,,,14.0,1.0,,5.0,,17.0,3.0,20.0,2.0,1.0,9.0,3.0,5.0,43.0,7.0,24.0,,6.0,28.0,40.0,31.0,71.0,3.0,11.0,6.0,5.0,9.0,1.0,5.0,11.0,,4.0,3.0,20.0,2.0,6.0,10.0,43.0,7.0,6.0,27.0,3.0,11.0,,4.0,1.0,1.0,,,1.0,,1.0,33.0,168,10.0,0.5740740740740741,0.6595744680851063,,,,,,0.4285714285714285,0.5,0.3823529411764705,0.4251968503937008,0.5,0.3823529411764705,0.4748201438848921,0.5681818181818182,0.4459459459459459,0.0078740157480314,,0.0396825396825396,,0.0833333333333333,,,19.62962962962963,0.45,,0.1056603773584905,0.0892193308550185,0.0821917808219178,0.0945945945945946,0.1005917159763313,0.0903790087463556,0.1186440677966101,0.0849056603773584,0.0769230769230769,0.0545454545454545,0.2105263157894736,0.0921052631578947,0.037037037037037,0.1407407407407407,0.0983606557377049,,0.0454545454545454,,0.1889763779527559,0.625,0.625,0.2666666666666666,0.4724409448818897,0.45,0.4909090909090909,0.5555555555555556,0.3307086614173228,0.2857142857142857,0.2857142857142857,1.0,,0.0078740157480314,,,,0.7,0.5714285714285714,0.125,,,,,0.2941176470588235,0.5,,,,0.1968503937007874,,0.4333897637795276,0.5375687499999999,0.4581941176470587,0.0814814814814814,0.0820895522388059,,0.1893939393939394,0.25,9.792857142857146,24.8,0.2372881355932203,,,,6.0,,1.0,0.2142857142857142,,,,,,,,,,,,True,,,,,,
87,1610612745,Dikembe Mutombo,Dikembe Mutombo,87,HOU,13723.0,229,39.0,397,405,156,154,51,802,15.0,27.0,6.0,13.0,7.0,10.0,6.0,18.0,2.0,4.0,,,,,,,,,,23.0,49,,,23.0,69.0,381,6.0,17.0,,,3.0,15.0,8.0,17.0,,,13.0,29.0,18.0,28.0,,,10.0,,,5.0,,1.0,,1.0,,,1.0,,,2.0,5.0,20.0,,5.0,28.0,37.0,25.0,62.0,2.0,1.0,,1.0,,,,8.0,,,2.0,8.0,1.0,3.0,9.0,22.0,4.0,5.0,26.0,,9.0,,4.0,24.0,15.0,1.0,8.0,24.0,14.0,1.0,29.0,156,3.0,0.391304347826087,0.5,,,,,,0.4693877551020408,0.3529411764705882,0.4705882352941176,0.4693877551020408,0.3529411764705882,0.4705882352941176,0.5564516129032258,0.3947368421052631,0.6041666666666666,,,0.1020408163265306,0.1851851851851851,,,,15.350877192982455,,,0.1450777202072538,0.145985401459854,0.1282051282051282,0.1162790697674418,0.1422413793103448,0.1388888888888889,0.2121212121212121,0.1276595744680851,0.1228070175438596,0.074074074074074,0.1875,0.0625,0.1551724137931034,0.1839080459770115,0.1470588235294117,,0.0952380952380952,0.5833333333333334,0.5510204081632653,0.5555555555555556,0.6818181818181818,0.4666666666666667,0.3673469387755102,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0816326530612244,0.5,0.5,,,,,,,0.7647058823529411,0.4615384615384615,,,,,,0.5882352941176471,0.7,,,,0.5510204081632653,,0.4765163265306122,0.53208,0.4849529411764705,0.1551724137931034,0.1551724137931034,,0.217391304347826,0.4202898550724637,4.177551020408163,,0.3929471032745592,,,,4.0,1.0,2.0,0.2222222222222222,,,,,,,,,,,,True,,,,,,
1763,1610612745,Ryan Bowen,Ryan Bowen,1763,HOU,5118.0,85,10.0,156,171,54,73,22,327,2.0,8.0,,2.0,,1.0,,2.0,3.0,5.0,3.0,,1.0,,,,,,,5.0,15,1.0,3.0,,13.0,146,,2.0,,,,,,3.0,,1.0,,,10.0,,3.0,,,,,4.0,,3.0,1.0,4.0,,1.0,2.0,1.0,,9.0,,4.0,,1.0,5.0,6.0,4.0,10.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,3.0,1.0,1.0,2.0,7.0,1.0,,2.0,,1.0,,,,,,,,,,,54,4.0,1.0,1.0,1.0,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,,,0.3611111111111111,,,0.3421052631578947,,,0.1666666666666666,,0.2666666666666666,0.375,0.5,,,11.891891891891891,0.6666666666666666,,0.0649350649350649,0.0571428571428571,0.0526315789473684,,0.0625,0.0465116279069767,0.0833333333333333,0.0869565217391304,,,,0.1153846153846153,0.0666666666666666,0.0277777777777777,0.0625,,0.125,,0.4444444444444444,0.25,0.4,1.0,0.1111111111111111,,,,0.2777777777777778,0.6,0.6,1.0,0.1666666666666666,,,,,1.0,,,,,,,0.25,,0.25,,,0.6111111111111112,,0.5120194444444445,0.5410999999999999,0.48985,0.0526315789473684,0.0625,,,,7.646666666666666,23.133333333333336,0.3461538461538461,1.0,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,True,,,,,,
