EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedShortMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,HeaveAttempts,Defensive 3 Seconds Violations,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Corner3PctBlocked
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,47048.0,784,-3.0,1494,1504,345,331,166.0,2998,46.0,63.0,5.0,12.0,6.0,9.0,4.0,8.0,6.0,15.0,6.0,18.0,1.0,3.0,3.0,9.0,15.0,36.0,3.0,4.0,3.0,9.0,56.0,86.0,21.0,54.0,40.0,215.0,1553,5.0,13.0,4.0,7.0,7.0,29.0,7.0,12.0,6.0,18.0,16.0,48.0,94.0,18.0,63.0,2.0,36.0,15.0,8.0,73.0,5.0,78.0,3.0,2.0,31.0,7.0,35.0,161.0,2.0,24.0,2.0,9.0,47.0,1.0,57.0,28.0,85.0,5.0,31.0,22.0,9.0,12.0,6.0,9.0,16.0,3.0,1.0,7.0,28.0,3.0,5.0,42.0,95.0,4.0,1.0,47.0,5.0,19.0,7.0,5.0,4.0,1.0,5.0,1.0,1.0,48.0,345,17.0,0.8392857142857143,0.8545454545454545,1.0,0.3888888888888889,0.5714285714285714,0.3333333333333333,0.3888888888888889,0.6511627906976745,0.38461538461538464,0.5833333333333334,0.625,0.55,0.5333333333333333,0.6677018633540373,0.6304347826086957,0.6,0.38571428571428573,0.09302325581395349,0.09523809523809523,0.25,11.117647058823529,0.42857142857142855,0.022727272727272728,0.04,0.0852994555353902,0.04088586030664395,0.05555555555555555,0.02666666666666667,0.0785413744740533,0.03927492447129909,0.0427807486631016,0.05343511450381679,0.03345724907063197,0.017857142857142856,0.05263157894736842,0.10884353741496598,0.08163265306122448,0.07392996108949416,0.059322033898305086,0.045454545454545456,0.09259259259259259,0.2,0.45,0.7301587301587301,0.8070175438596491,0.9130434782608695,0.05714285714285714,0.5,0.6666666666666666,0.75,0.10714285714285714,0.4,0.4,0.3333333333333333,0.12857142857142856,0.3333333333333333,0.3333333333333333,1.0,0.2571428571428571,0.4166666666666667,0.4166666666666667,1.0,0.6,0.4166666666666667,0.8,0.15,0.3333333333333333,1.0,0.2,0.75,1.0,0.3,0.6666666666666666,0.3,0.3333333333333333,0.3,0.3333333333333333,0.8357142857142857,0.4166666666666667,0.55465,0.5610933333333333,0.5603066666666667,0.12337662337662338,0.19,0.13488372093023257,0.22325581395348837,4.1465116279069765,24.622222222222216,0.23092369477911648,,,,,,,,,,,,,,,,,,True,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,51487.0,858,56.0,1664,1635,660,654,216.0,3299,33.0,58.0,1.0,1.0,16.0,22.0,26.0,55.0,49.0,125.0,2.0,7.0,1.0,1.0,1.0,3.0,21.0,57.0,,3.0,8.0,19.0,108.0,238.0,23.0,64.0,120.0,405.0,1722,4.0,11.0,1.0,4.0,1.0,12.0,44.0,89.0,9.0,22.0,72.0,187.0,112.0,104.0,42.0,,57.0,21.0,15.0,112.0,24.0,136.0,17.0,7.0,58.0,10.0,44.0,296.0,3.0,11.0,1.0,9.0,25.0,4.0,38.0,15.0,53.0,3.0,24.0,12.0,12.0,27.0,8.0,17.0,23.0,10.0,,3.0,50.0,4.0,15.0,16.0,46.0,1.0,,130.0,3.0,30.0,28.0,5.0,1.0,2.0,6.0,1.0,,187.0,660,8.0,0.5185185185185185,0.5185185185185185,0.6086956521739131,0.359375,0.25,0.4090909090909091,0.359375,0.453781512605042,0.36363636363636365,0.4943820224719101,0.4718543046357616,0.36666666666666664,0.5180180180180181,0.5476190476190477,0.4,0.625,0.2119205298013245,0.06302521008403361,0.15517241379310345,0.03636363636363636,21.197916666666668,0.54,0.06153846153846154,0.0196078431372549,0.041254125412541254,0.017027863777089782,0.047872340425531915,0.025,0.042821158690176324,0.018276762402088774,0.009852216748768473,0.007462686567164179,0.025889967637540454,0.01098901098901099,0.06896551724137931,0.06806282722513089,0.024844720496894408,0.031496062992125984,0.045112781954887216,0.05454545454545454,0.019736842105263157,0.16666666666666666,0.19205298013245034,0.5689655172413793,0.673469387755102,0.7878787878787878,0.18211920529801323,0.4727272727272727,0.49056603773584906,0.23076923076923078,0.4139072847682119,0.392,0.4049586776859504,0.4897959183673469,0.023178807947019868,0.2857142857142857,0.2857142857142857,1.0,0.18874172185430463,0.3684210526315789,0.375,0.5714285714285714,0.06666666666666667,1.0,1.0,0.06666666666666667,1.0,1.0,0.2,,,0.1981981981981982,0.7272727272727273,0.02702702702702703,0.3333333333333333,0.17117117117117117,0.42105263157894735,0.40397350993377484,0.3684210526315789,0.47229321192052975,0.4585,0.46904369369369364,0.0911854103343465,0.11320754716981132,0.02962962962962963,0.4617283950617284,11.705882352941178,24.920312499999998,0.39663461538461536,27.0,1.0,5.0,17.0,1.0,1.0,2.0,0.015625,0.032,0.017543859649122806,,,,,,,,True,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,102062.0,1701,92.0,3260,3275,936,869,373.0,6535,138.0,206.0,8.0,18.0,31.0,47.0,47.0,116.0,72.0,181.0,,1.0,,,,,2.0,12.0,,1.0,1.0,7.0,257.0,503.0,2.0,13.0,150.0,670.0,3388,18.0,46.0,,1.0,3.0,39.0,66.0,133.0,1.0,7.0,62.0,197.0,228.0,286.0,3.0,12.0,9.0,2.0,41.0,296.0,41.0,337.0,22.0,19.0,195.0,16.0,85.0,715.0,10.0,35.0,5.0,38.0,80.0,4.0,122.0,50.0,172.0,9.0,72.0,43.0,29.0,73.0,20.0,52.0,52.0,21.0,,7.0,125.0,6.0,42.0,29.0,106.0,6.0,13.0,178.0,24.0,77.0,22.0,5.0,2.0,2.0,5.0,2.0,,197.0,936,16.0,0.44357976653696496,0.4541832669322709,0.5,0.15384615384615385,,0.14285714285714285,0.2,0.510934393638171,0.391304347826087,0.49624060150375937,0.5038759689922481,0.3829787234042553,0.48214285714285715,0.5634517766497462,0.3958333333333333,0.5533707865168539,0.025193798449612403,0.08151093439363817,0.1262135922330097,0.10344827586206896,19.340896812533764,0.584,0.0425531914893617,0.045871559633027525,0.0642570281124498,0.028112449799196786,0.10354223433242507,0.055248618784530384,0.07320099255583126,0.03155680224403927,0.026066350710900472,0.029197080291970802,0.029143897996357013,0.072,0.017857142857142856,0.05898876404494382,0.0513595166163142,0.07526881720430108,0.1015625,0.10810810810810811,0.04265402843601896,0.4,0.3992248062015504,0.6699029126213593,0.7666666666666667,0.5362318840579711,0.2248062015503876,0.4051724137931034,0.4519230769230769,0.3404255319148936,0.3507751937984496,0.39779005524861877,0.4044943820224719,0.3333333333333333,0.001937984496124031,,,,0.023255813953488372,0.16666666666666666,0.16666666666666666,0.5,0.3829787234042553,0.4444444444444444,0.125,,,,0.02127659574468085,,,0.3357142857142857,0.6595744680851063,,,0.05,0.14285714285714285,0.42441860465116277,0.2222222222222222,0.4950041910331384,0.45605657894736834,0.48020729927007294,0.13532513181019332,0.13848920863309352,0.058208955223880594,0.29402985074626864,8.564612326043735,35.738461538461536,0.2871165644171779,3.0,,5.0,4.0,,,1.0,,0.016574585635359115,,3.0,5.0,,,,,,True,
1922,1610612743,Francisco Elson,Francisco Elson,1922,DEN,12604.0,210,-9.0,395,394,103,68,50.0,789,18.0,25.0,7.0,10.0,4.0,7.0,4.0,12.0,4.0,17.0,,,,,,,,,,,,,26.0,54.0,,,10.0,62.0,440,8.0,12.0,,,3.0,19.0,6.0,13.0,,,3.0,15.0,42.0,10.0,,8.0,,,6.0,6.0,1.0,7.0,1.0,,3.0,1.0,2.0,15.0,2.0,14.0,,6.0,15.0,1.0,22.0,16.0,38.0,,6.0,5.0,1.0,6.0,,2.0,4.0,4.0,,,10.0,1.0,4.0,12.0,25.0,2.0,1.0,19.0,3.0,10.0,1.0,1.0,,,2.0,2.0,,15.0,103,1.0,0.8076923076923077,0.9545454545454546,,,,,,0.48148148148148145,0.6666666666666666,0.46153846153846156,0.48148148148148145,0.6666666666666666,0.46153846153846156,0.5,0.6333333333333333,0.5,,0.1111111111111111,0.2,0.08333333333333333,16.07142857142857,0.6,0.25,,0.11363636363636363,0.08860759493670886,0.10909090909090909,0.1,0.11229946524064172,0.0898876404494382,0.15384615384615385,0.030303030303030304,0.08139534883720931,0.14285714285714285,,0.10714285714285714,0.11764705882352941,0.11428571428571428,0.10526315789473684,0.11764705882352941,,1.0,0.46296296296296297,0.72,0.9,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.36363636363636365,0.75,0.3148148148148148,0.23529411764705882,0.23529411764705882,1.0,,,,,,,,,0.8333333333333334,0.7,0.42857142857142855,,,,,,,0.5384615384615384,0.5714285714285714,,,,,0.46296296296296297,,0.4871277777777778,0.5502545454545454,0.4931153846153845,0.16393442622950818,0.16393442622950818,0.3064516129032258,0.24193548387096775,7.220370370370369,,0.2607594936708861,,,1.0,,1.0,,1.0,,,,,,1.0,2.0,,,,True,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,121136.0,2019,105.0,3886,3889,1132,1056,452.0,7775,147.0,239.0,46.0,84.0,40.0,65.0,24.0,79.0,108.0,278.0,,1.0,,1.0,,1.0,,3.0,,,,1.0,279.0,596.0,,4.0,125.0,683.0,4028,62.0,125.0,,1.0,26.0,150.0,75.0,157.0,,2.0,50.0,200.0,402.0,156.0,,80.0,3.0,,16.0,132.0,20.0,152.0,11.0,9.0,88.0,16.0,28.0,324.0,16.0,112.0,3.0,98.0,366.0,66.0,530.0,131.0,661.0,15.0,61.0,33.0,28.0,60.0,17.0,45.0,43.0,15.0,,4.0,103.0,6.0,24.0,99.0,177.0,20.0,12.0,173.0,11.0,74.0,18.0,196.0,137.0,11.0,199.0,117.0,1.0,200.0,1132,20.0,0.7204301075268817,0.8410041841004184,,,,,,0.46812080536912754,0.496,0.47770700636942676,0.465,0.49206349206349204,0.4716981132075472,0.5014684287812041,0.528169014084507,0.5076142131979695,0.006666666666666667,0.026845637583892617,0.05439330543933055,0.02531645569620253,17.72151898734177,0.5825242718446602,0.5546218487394958,0.023255813953488372,0.24663072776280323,0.07526881720430108,0.2300469483568075,0.07079646017699115,0.24293193717277486,0.07467911318553092,0.08130081300813008,0.043209876543209874,0.08630952380952381,0.06918238993710692,0.07462686567164178,0.1744186046511628,0.2911392405063291,0.26707132018209406,0.22972972972972974,0.23076923076923078,0.050505050505050504,0.5879396984924623,0.3983333333333333,0.6150627615062761,0.6504424778761062,0.6054421768707483,0.13166666666666665,0.3037974683544304,0.3116883116883117,0.625,0.4633333333333333,0.38848920863309355,0.3898916967509025,0.8981481481481481,0.0016666666666666668,,,,0.005,,,,0.6666666666666666,0.5476190476190477,0.17391304347826086,0.007936507936507936,,,,,,0.4088050314465409,0.6153846153846154,0.006289308176100629,,0.006289308176100629,,0.405,,0.4800866666666666,0.5159137168141595,0.4709009433962265,0.11161387631975868,0.11229135053110774,0.21961932650073207,0.29282576866764276,9.742953020134232,26.450000000000003,0.29130211013896035,,,3.0,,3.0,2.0,48.0,,0.0035971223021582736,,,2.0,1.0,7.0,2.0,,,True,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,70670.0,1178,31.0,2268,2263,603,546,258.0,4531,142.0,226.0,31.0,55.0,41.0,52.0,40.0,109.0,50.0,125.0,,2.0,,,,1.0,,3.0,,,,3.0,232.0,460.0,,5.0,116.0,580.0,2355,34.0,69.0,,,13.0,81.0,59.0,100.0,,4.0,36.0,154.0,308.0,156.0,,50.0,1.0,,37.0,84.0,6.0,90.0,5.0,1.0,56.0,6.0,22.0,186.0,8.0,69.0,2.0,33.0,123.0,15.0,171.0,79.0,250.0,16.0,42.0,28.0,14.0,40.0,10.0,29.0,35.0,11.0,1.0,4.0,75.0,8.0,17.0,58.0,121.0,6.0,12.0,170.0,19.0,80.0,14.0,36.0,22.0,4.0,37.0,21.0,1.0,154.0,603,11.0,0.6637931034482759,0.7439613526570048,,,,,,0.5043478260869565,0.4927536231884058,0.59,0.4989247311827957,0.4927536231884058,0.5673076923076923,0.5370370370370371,0.50625,0.5968992248062015,0.010752688172043012,0.08043478260869565,0.10619469026548672,0.10091743119266056,23.881758070789576,0.5333333333333333,0.19230769230769232,0.02564102564102564,0.13727678571428573,0.07976878612716763,0.15,0.06299212598425197,0.13978494623655913,0.07762096774193548,0.12786885245901639,0.07936507936507936,0.04043126684636118,0.04597701149425287,0.1,0.12840466926070038,0.1469387755102041,0.13705583756345177,0.15333333333333332,0.14285714285714285,0.08290155440414508,0.5675675675675675,0.4860215053763441,0.6283185840707964,0.7029702970297029,0.6830985915492958,0.23440860215053763,0.3669724770642202,0.40816326530612246,0.475,0.26881720430107525,0.4,0.4065040650406504,0.76,0.004301075268817204,,,,0.0064516129032258064,,,,0.7971014492753623,0.5636363636363636,0.16129032258064516,,,,,,,0.5,0.7884615384615384,0.009615384615384616,,0.028846153846153848,,0.4967741935483871,,0.49072710583153345,0.515669696969697,0.49069705882352954,0.1520912547528517,0.15355086372360843,0.1396551724137931,0.2655172413793103,6.779347826086957,35.980000000000004,0.26587301587301587,,,6.0,,1.0,1.0,10.0,,0.016,,2.0,2.0,,5.0,,,,True,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,38621.0,644,75.0,1247,1259,272,218,131.0,2506,50.0,71.0,7.0,10.0,7.0,14.0,6.0,15.0,9.0,21.0,19.0,40.0,2.0,2.0,4.0,8.0,9.0,33.0,2.0,4.0,5.0,13.0,65.0,107.0,28.0,73.0,39.0,253.0,1276,7.0,10.0,4.0,6.0,2.0,28.0,10.0,22.0,9.0,21.0,16.0,63.0,76.0,54.0,84.0,14.0,33.0,9.0,6.0,34.0,1.0,35.0,,1.0,20.0,4.0,10.0,71.0,2.0,19.0,,17.0,37.0,,54.0,21.0,75.0,3.0,23.0,13.0,10.0,11.0,4.0,8.0,15.0,3.0,2.0,1.0,26.0,1.0,5.0,33.0,72.0,,7.0,51.0,5.0,24.0,4.0,11.0,5.0,3.0,11.0,8.0,1.0,63.0,272,9.0,0.5846153846153846,0.6551724137931034,1.0,0.3835616438356164,0.6666666666666666,0.42857142857142855,0.3835616438356164,0.6074766355140186,0.7,0.45454545454545453,0.5944444444444444,0.8125,0.5465116279069767,0.6231527093596059,0.7777777777777778,0.6057692307692307,0.40555555555555556,0.056074766355140186,0.08450704225352113,,16.368834882058614,0.4230769230769231,,,0.07269155206286837,0.04318181818181818,0.11805555555555555,0.02631578947368421,0.08269525267993874,0.040697674418604654,0.0375,0.05434782608695652,0.0425531914893617,0.04081632653061224,,0.08,0.07575757575757576,0.06607929515418502,0.10101010101010101,0.15555555555555556,0.0375,0.7272727272727273,0.39444444444444443,0.704225352112676,0.7692307692307693,0.62,0.08333333333333333,0.4,0.4,0.3333333333333333,0.11666666666666667,0.42857142857142855,0.42857142857142855,0.5555555555555556,0.2222222222222222,0.475,0.475,1.0,0.18333333333333332,0.2727272727272727,0.2727272727272727,1.0,0.625,0.7,,0.125,1.0,1.0,0.25,0.5,1.0,0.32558139534883723,0.5,0.18604651162790697,0.5,0.3023255813953488,0.38461538461538464,0.8,0.2727272727272727,0.5514213888888888,0.5591866666666667,0.521313953488372,0.12060301507537688,0.19047619047619047,0.11067193675889328,0.2490118577075099,5.1570093457943935,24.223287671232875,0.2181234963913392,,,,,,,3.0,,,,,,,,,,,True,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,10396.0,173,81.0,336,339,184,159,42.0,675,16.0,24.0,5.0,9.0,6.0,12.0,,4.0,,4.0,,,,,,,,3.0,,,,2.0,16.0,32.0,,3.0,11.0,43.0,330,5.0,9.0,,,4.0,14.0,6.0,19.0,,2.0,6.0,18.0,24.0,8.0,,6.0,3.0,,2.0,10.0,2.0,12.0,2.0,,6.0,1.0,3.0,26.0,,14.0,1.0,4.0,10.0,,14.0,15.0,29.0,2.0,10.0,1.0,9.0,4.0,1.0,3.0,2.0,1.0,,,6.0,,3.0,10.0,18.0,1.0,,16.0,2.0,4.0,5.0,2.0,1.0,,2.0,,,18.0,184,2.0,0.75,0.9230769230769231,,,,,,0.5,0.5555555555555556,0.3157894736842105,0.45714285714285713,0.5555555555555556,0.2857142857142857,0.5119047619047619,0.6363636363636364,0.34615384615384615,0.08571428571428572,0.0625,0.041666666666666664,0.25,12.307692307692308,0.6666666666666666,,0.06666666666666667,0.07874015748031496,0.11864406779661017,0.07017543859649122,,0.07608695652173914,0.10606060606060606,0.20930232558139536,0.0625,0.06779661016949153,,,0.057692307692307696,0.07692307692307693,0.10204081632653061,0.07894736842105263,0.05263157894736842,0.125,,0.6857142857142857,0.6666666666666666,0.6956521739130435,0.75,0.11428571428571428,,,,0.11428571428571428,,,,,,,,0.08571428571428572,,,,1.0,0.5555555555555556,0.4,,,,,,,0.5714285714285714,0.5,,,0.09523809523809523,,0.7714285714285715,,0.5249571428571429,0.5544333333333333,0.5013214285714286,0.10810810810810811,0.11764705882352941,0.32558139534883723,0.4186046511627907,3.3906249999999996,25.2,0.5476190476190477,,,1.0,,,,1.0,,,,,,,,,,,True,
2206,1610612743,Rodney White,Rodney White,2206,DEN,10013.0,167,-36.0,307,313,86,83,50.0,620,7.0,11.0,1.0,3.0,4.0,5.0,8.0,15.0,10.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,,,,1.0,25.0,66.0,3.0,7.0,3.0,62.0,345,2.0,9.0,1.0,1.0,,7.0,10.0,18.0,1.0,2.0,2.0,25.0,32.0,18.0,9.0,4.0,6.0,2.0,1.0,11.0,1.0,12.0,1.0,,4.0,1.0,6.0,25.0,1.0,4.0,,2.0,14.0,2.0,18.0,5.0,23.0,,10.0,8.0,2.0,5.0,1.0,4.0,2.0,1.0,,1.0,7.0,,,9.0,14.0,,,6.0,,2.0,1.0,3.0,,,3.0,2.0,,25.0,86,2.0,0.64,0.6956521739130435,1.0,0.42857142857142855,1.0,0.5,0.42857142857142855,0.3787878787878788,0.2222222222222222,0.5555555555555556,0.4041095890410959,0.35,0.575,0.40789473684210525,0.35,0.5952380952380952,0.0958904109589041,0.015151515151515152,,,22.73972602739726,0.7142857142857143,0.14285714285714285,,0.11475409836065574,0.02702702702702703,0.125,0.06666666666666667,0.11594202898550725,0.03067484662576687,0.05405405405405406,0.024390243902439025,0.014285714285714285,0.08333333333333333,,0.06896551724137931,0.1111111111111111,0.14035087719298245,0.15384615384615385,,,0.6666666666666666,0.1506849315068493,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.2054794520547945,0.5333333333333333,0.5333333333333333,0.375,0.547945205479452,0.25,0.2564102564102564,0.8,0.0136986301369863,1.0,1.0,1.0,0.0821917808219178,0.3333333333333333,0.3333333333333333,1.0,0.3,0.3333333333333333,,0.1,1.0,1.0,,,,0.25,0.8,0.05,1.0,0.05,,0.2465753424657534,0.3333333333333333,0.4409417808219178,0.4635,0.45850749999999996,0.02666666666666667,0.029411764705882353,0.11290322580645161,0.4032258064516129,13.501515151515154,25.24285714285714,0.28013029315960913,,,,,,,3.0,,0.025,,,,,,,,,True,
2403,1610612743,Nene,Nene,2403,DEN,23207.0,387,3.0,744,751,167,221,89.0,1495,44.0,67.0,7.0,11.0,7.0,17.0,5.0,28.0,5.0,19.0,,,,,,,,1.0,,,,1.0,54.0,114.0,,1.0,27.0,135.0,758,7.0,13.0,,,6.0,20.0,7.0,22.0,,1.0,7.0,21.0,84.0,24.0,,8.0,1.0,,17.0,26.0,3.0,29.0,2.0,1.0,17.0,2.0,7.0,61.0,4.0,14.0,2.0,6.0,49.0,4.0,59.0,20.0,79.0,3.0,8.0,5.0,3.0,13.0,1.0,7.0,21.0,6.0,,4.0,34.0,3.0,10.0,23.0,56.0,6.0,7.0,43.0,7.0,22.0,3.0,13.0,5.0,,13.0,9.0,3.0,21.0,167,7.0,0.7777777777777778,0.84,,,,,,0.47368421052631576,0.5384615384615384,0.3181818181818182,0.46956521739130436,0.5384615384615384,0.30434782608695654,0.5075187969924813,0.5882352941176471,0.375,0.008695652173913044,0.14912280701754385,0.14925373134328357,0.17857142857142858,19.623971797884842,0.38235294117647056,0.21052631578947367,0.08333333333333333,0.17375886524822695,0.04861111111111111,0.07792207792207792,0.08,0.1532033426183844,0.05325443786982249,0.05154639175257732,0.028985507246376812,0.05737704918032787,0.08571428571428572,0.06666666666666667,0.20253164556962025,0.13580246913580246,0.18032786885245902,0.08771929824561403,0.05,0.06976744186046512,0.6923076923076923,0.5826086956521739,0.6567164179104478,0.7719298245614035,0.8181818181818182,0.24347826086956523,0.17857142857142858,0.21739130434782608,0.4,0.16521739130434782,0.2631578947368421,0.29411764705882354,0.8,,,,,0.008695652173913044,,,,0.8461538461538461,0.6363636363636364,0.42857142857142855,,,,,,,0.7391304347826086,0.4117647058823529,,,0.043478260869565216,,0.591304347826087,,0.5079456140350878,0.525975,0.5513045454545454,0.16923076923076924,0.17054263565891473,0.14814814814814814,0.15555555555555556,4.855263157894736,37.0,0.22446236559139784,,,4.0,,,,8.0,,0.10526315789473684,,,,,,,,,True,
