EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Corner3Assists,AtRimAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,BadPassSteals,DeadBallTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,PtsUnassisted3s,Fg2aBlocked,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,ShortMidRangeFGM,Arc3Assists,OffThreePtRebounds,SelfOReb,Travels,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,FTOffRebounds,RecoveredBlocks,DefensiveGoaltends,OffFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceCorner3FGA,SecondChanceFG3A,BlockedLongMidRange,SecondChanceCorner3Frequency,Fg3aBlocked,ShortMidRangeAssists,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,SecondChanceCorner3FGM,2pt And 1 Free Throw Trips,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,BlockedShortMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,HeaveAttempts,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,Clear Path Fouls,Corner3PctBlocked
133,1610612740,David Wesley,David Wesley,133,NOH,1333.0,22,-5,42,41,27.0,29.0,6,83,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,6,2.0,3.0,6.0,14.0,51,1.0,5.0,1.0,2.0,4.0,9.0,2.0,6.0,2.0,1.0,3.0,3.0,3.0,6.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,6.0,2.0,1.0,9.0,27.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.16666666666666666,0.2,0.4444444444444444,0.35714285714285715,0.5833333333333334,0.5,0.3333333333333333,28.846153846153847,1.0,0.06666666666666667,1.0,0.125,0.25,1.0,0.1111111111111111,1.0,1.0,1.0,0.5555555555555556,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,0.14285714285714285,1.0,0.2857142857142857,0.5,0.4444444444444444,0.5,0.4480611111111111,0.43550714285714287,0.18181818181818182,0.25,0.6428571428571429,15.516666666666666,24.900000000000002,0.6428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
136,1610612740,P.J. Brown,P.J. Brown,136,NOH,2121.0,35,-13,66,65,26.0,25.0,9,131,1.0,1.0,,,6.0,,,,,,,4.0,9,,,1.0,9.0,82,1.0,3.0,,,,2.0,4.0,,,,3.0,4.0,1.0,9.0,2.0,3.0,6.0,9.0,2.0,,,,,1.0,,,1.0,4.0,2.0,4.0,1.0,1.0,2.0,26.0,2.0,0.5,0.6666666666666666,,,,,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.4090909090909091,0.25,,15.584415584415584,,0.15789473684210525,0.6666666666666666,0.22727272727272727,0.2857142857142857,1.0,0.1111111111111111,1.0,1.0,,0.6666666666666666,,,,,,,,,,,,,0.1111111111111111,,0.3878666666666667,0.3840333333333333,0.1,0.1,0.2222222222222222,12.477777777777778,,0.3939393939393939,1.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.10344827586206896,0.08108108108108109,0.2,0.14285714285714285,0.2222222222222222,0.5,0.5,0.6666666666666666,1.0,1.0,0.3889,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1884,1610612740,Baron Davis,Baron Davis,1884,NOH,2254.0,38,-3,64,67,11.0,15.0,10,131,,1.0,,,4.0,1.0,2.0,4.0,11.0,,,2.0,6,5.0,13.0,3.0,22.0,74,,1.0,1.0,2.0,1.0,4.0,,3.0,11.0,4.0,4.0,4.0,,8.0,1.0,2.0,3.0,3.0,1.0,,,,,1.0,,,3.0,5.0,,5.0,1.0,,4.0,11.0,1.0,,,0.2,0.38461538461538464,0.5,0.38461538461538464,0.3333333333333333,,0.5,0.5,0.5238095238095238,0.5,0.6842105263157895,28.94736842105263,,0.08,0.125,0.09090909090909091,0.2,0.16666666666666666,0.05263157894736842,,,,0.21052631578947367,0.10526315789473684,0.5,0.5,,0.5789473684210527,0.36363636363636365,0.36363636363636365,0.25,,,,,0.7368421052631579,0.36363636363636365,0.48874473684210534,0.49169999999999997,0.09523809523809523,0.14285714285714285,0.18181818181818182,12.816666666666668,25.692307692307693,0.171875,,,1.0,2.0,,1.0,2.0,4.0,,,,4.0,,,,1.0,1.0,,,,,,,0.5,,,,,,0.05263157894736842,0.5,0.5,,,,0.354,0.09090909090909091,1.0,2.0,2.0,12.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.6666666666666666,0.5,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1924,1610612740,Lee Nailon,Lee Nailon,1924,NOH,3417.0,57,-32,105,110,46.0,45.0,14,215,6.0,9.0,1.0,2.0,12.0,,,,,,,12.0,24,,,4.0,28.0,124,2.0,6.0,,,1.0,5.0,18.0,,,,1.0,2.0,1.0,5.0,,2.0,5.0,7.0,1.0,1.0,2.0,2.0,,3.0,,1.0,3.0,6.0,,6.0,2.0,1.0,5.0,46.0,,0.75,0.8181818181818182,,,,,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5185185185185185,0.35714285714285715,,24.793388429752067,0.6666666666666666,0.05714285714285714,,0.04878048780487805,0.08333333333333333,,0.375,0.6666666666666666,0.75,0.8333333333333334,0.5,,,,,,,,,0.3333333333333333,0.5,,,0.375,,0.4588291666666667,0.4668833333333333,0.07692307692307693,0.07692307692307693,0.17857142857142858,9.674999999999999,,0.4380952380952381,,,3.0,4.0,1.0,1.0,2.0,6.0,2.0,1.0,,,1.0,3.0,2.0,,1.0,,,,,1.0,1.0,1.0,0.375,0.021739130434782608,0.034482758620689655,,,0.125,0.3333333333333333,0.3333333333333333,0.75,,,0.4351,0.07142857142857142,,,,,2.0,,,0.08333333333333333,0.1111111111111111,,,,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.08333333333333333,0.06666666666666667,0.09090909090909091,0.125,0.1,0.6666666666666666,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2451,1610612740,Corsley Edwards,Corsley Edwards,2451,NOH,6602.0,110,-31,198,201,60.0,66.0,29,399,9.0,20.0,2.0,7.0,4.0,,,,,,,10.0,31,,,7.0,27.0,213,2.0,10.0,,,,4.0,12.0,,,,3.0,3.0,3.0,6.0,2.0,8.0,13.0,25.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,9.0,19.0,2.0,12.0,6.0,,4.0,60.0,1.0,0.6,0.8571428571428571,,,,,0.3225806451612903,0.2,0.3225806451612903,0.2,0.36486486486486486,0.2,,16.810344827586206,1.0,0.11764705882352941,0.1,0.11363636363636363,0.08333333333333333,0.07692307692307693,0.6451612903225806,0.45,0.5625,0.5555555555555556,0.12903225806451613,,,,,,,,,0.7,0.2857142857142857,,,0.6451612903225806,,0.5060516129032258,0.5229100000000001,0.16216216216216217,0.16216216216216217,0.14814814814814814,4.219354838709678,,0.30303030303030304,3.0,10.0,7.0,,4.0,11.0,9.0,8.0,6.0,,,,8.0,3.0,12.0,2.0,,,4.0,4.0,4.0,0.36363636363636365,0.36363636363636365,0.34615384615384615,0.3333333333333333,0.0963855421686747,0.1,0.06976744186046512,0.08,0.22580645161290322,,,,0.9090909090909091,0.3,0.5463,0.3333333333333333,,,1.0,,6.0,,,0.1935483870967742,0.2,,,,1.0,,3.0,,,0.2857142857142857,0.1111111111111111,0.13043478260869565,0.125,0.21052631578947367,,0.14285714285714285,0.2,1.0,1.0,2.0,2.0,0.16666666666666666,0.11764705882352941,0.14285714285714285,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2747,1610612740,JR Smith,JR Smith,2747,NOH,3492.0,58,-19,104,107,32.0,23.0,17,211,3.0,6.0,2.0,4.0,5.0,1.0,3.0,,5.0,,,4.0,14,1.0,8.0,5.0,16.0,111,2.0,6.0,,,,4.0,4.0,3.0,5.0,,1.0,2.0,1.0,5.0,2.0,3.0,5.0,6.0,4.0,2.0,3.0,2.0,1.0,4.0,,1.0,2.0,3.0,,6.0,3.0,,4.0,32.0,,0.5,0.5,1.0,0.125,,0.125,0.2857142857142857,0.3333333333333333,0.25,0.3333333333333333,0.32,0.3333333333333333,0.36363636363636365,23.387096774193548,0.75,0.08823529411764706,0.2,0.11363636363636363,0.1111111111111111,0.2,0.2727272727272727,0.5,0.6,0.3333333333333333,0.22727272727272727,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.22727272727272727,,,,0.6666666666666666,0.5,,,0.6363636363636364,,0.48949090909090914,0.56025,0.12,0.17647058823529413,0.25,9.335714285714287,24.65,0.3076923076923077,,,3.0,1.0,,1.0,,4.0,,1.0,,,1.0,,1.0,2.0,1.0,,1.0,,1.0,,,,,0.021739130434782608,0.015873015873015872,,0.06666666666666667,0.13636363636363635,0.2,0.2,1.0,,,0.391,,,,,,1.0,1.0,,0.07142857142857142,0.16666666666666666,,,,,1.0,,,,,,0.0625,,0.1,,,,,,1.0,1.0,,,0.2,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2424,1610612740,Dan Dickau,Dan Dickau,2424,NOH,3851.0,64,-24,119,120,37.0,37.0,17,239,1.0,4.0,,1.0,8.0,,,1.0,5.0,,2.0,6.0,13,1.0,5.0,8.0,23.0,126,1.0,3.0,,2.0,6.0,8.0,6.0,,5.0,1.0,5.0,7.0,,16.0,,4.0,4.0,5.0,2.0,,1.0,,1.0,4.0,,2.0,2.0,2.0,,8.0,1.0,3.0,8.0,37.0,,0.5,0.5,,0.2,,0.2,0.46153846153846156,0.3333333333333333,0.4166666666666667,0.2,0.5227272727272727,0.5,0.2777777777777778,18.97810218978102,0.25,0.1,,0.07692307692307693,0.06666666666666667,,0.2222222222222222,0.25,0.3333333333333333,1.0,0.4444444444444444,,,,,0.2777777777777778,0.2,0.25,,0.2,,0.4,,0.5,0.2,0.4470916666666667,0.49119,0.05263157894736842,0.07142857142857142,0.34782608695652173,12.492307692307692,25.339999999999996,0.31092436974789917,,2.0,1.0,5.0,2.0,4.0,4.0,6.0,,2.0,1.0,4.0,1.0,,1.0,2.0,3.0,,1.0,1.0,1.0,0.5,0.5,0.5,,0.02,0.015625,0.045454545454545456,,0.05555555555555555,0.625,0.625,0.4,0.5,,0.4469333333333334,0.17391304347826086,,,,3.0,1.0,1.0,,0.07692307692307693,0.25,,,,,1.0,,,,,,,,0.25,,,,,,,,,,,,,,,,1.0,1.0,0.2,0.2,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2454,1610612740,Junior Harrington,Junior Harrington,2454,NOH,1501.0,25,-6,46,47,8.0,19.0,7,93,,,,,5.0,,,,2.0,,,2.0,5,,2.0,1.0,5.0,43,1.0,2.0,,,,2.0,2.0,,2.0,,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,3.0,,,,1.0,,2.0,1.0,,2.0,8.0,,0.5,0.5,,,,,0.4,0.5,0.2857142857142857,0.5,0.3125,0.5,0.2857142857142857,20.37037037037037,0.3333333333333333,0.05263157894736842,,0.041666666666666664,,,,,,,0.7142857142857143,,,,,0.2857142857142857,,,,,,,,0.2857142857142857,,0.41782142857142857,0.37160000000000004,0.125,0.16666666666666666,0.4,18.4,26.45,0.17391304347826086,,,,2.0,1.0,2.0,3.0,2.0,,,,,,,,1.0,2.0,1.0,,,,0.5,0.5,0.5,,,,,0.25,,0.4,0.4,0.5,,,0.37160000000000004,0.6,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
248,1610612740,George Lynch,George Lynch,248,NOH,1237.0,21,19,37,35,10.0,13.0,8,72,,,,,2.0,,,,2.0,,,,2,,2.0,,,23,,2.0,,,,,,,2.0,,,2.0,,6.0,2.0,3.0,5.0,7.0,,,,,,,,,2.0,2.0,,,,,,10.0,,,,,,,,,,,,,,0.5,8.51063829787234,,0.25,0.3333333333333333,0.2777777777777778,0.2,0.5,,,,,0.5,,,,,0.5,,,,,,,,0.5,,0.46165,0.38015,,,,18.1,24.95,0.2702702702702703,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,0.09090909090909091,,0.5,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,0.2857142857142857,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2782,1610612740,Matt Freije,Matt Freije,2782,NOH,2884.0,48,-21,86,88,29.0,29.0,12,174,,,,,3.0,,,2.0,5.0,1.0,2.0,,4,2.0,5.0,,6.0,89,,1.0,1.0,2.0,,3.0,,6.0,5.0,2.0,4.0,4.0,,8.0,,4.0,4.0,5.0,3.0,1.0,1.0,1.0,,2.0,,1.0,3.0,4.0,1.0,,,,3.0,29.0,,,,1.0,0.4,0.5,0.4,,,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5555555555555556,11.0,0.5,0.11428571428571428,,0.10256410256410256,0.26666666666666666,,,,,,0.3333333333333333,,,,,0.5555555555555556,0.4,0.4,1.0,,,0.6666666666666666,0.5,0.5555555555555556,0.4,0.47998888888888885,0.46774999999999994,,,0.5,18.125,24.86,0.3372093023255814,,,1.0,,,,,,,,,4.0,1.0,,1.0,2.0,1.0,,,,,,,,,0.02702702702702703,0.02,0.05,,0.1111111111111111,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
