EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,HeaveAttempts,BlockedShortMidRange,3SecondViolations,Fg3aBlocked,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Defensive 3 Seconds Violations,DefensiveGoaltends,Corner3PctBlocked,on,Clear Path Fouls,OffensiveGoaltends,3pt And 1 Free Throw Trips,FoulsDrawn,Offensive Fouls Drawn
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,36314.0,605,23,1167,1143,357,278,123,2310,30.0,58.0,11.0,20.0,11.0,18.0,6.0,12.0,11.0,31.0,5.0,12.0,1.0,1.0,2.0,4.0,18.0,52.0,3.0,7.0,5.0,11.0,47.0,101,23.0,64.0,73.0,236.0,1229,11.0,21.0,4.0,8.0,7.0,41.0,17.0,30.0,7.0,15.0,32.0,87.0,48.0,46.0,66.0,3.0,14.0,52.0,18.0,13.0,22.0,19.0,41.0,9.0,10.0,12.0,5.0,5.0,101.0,10.0,23,1.0,9.0,81.0,3.0,93,34,127,4.0,15.0,11.0,4.0,18.0,7.0,13.0,25.0,2.0,5.0,9.0,43.0,4.0,8.0,31.0,56,5.0,7.0,83.0,11.0,24.0,12.0,7.0,6.0,1.0,7.0,7.0,87.0,357,5.0,0.5106382978723404,0.6,0.9565217391304348,0.359375,0.5,0.4666666666666667,0.359375,0.46534653465346537,0.5238095238095238,0.5666666666666667,0.49393939393939396,0.5862068965517241,0.6111111111111112,0.5597014925373134,0.5909090909090909,0.6885245901639344,0.3878787878787879,0.12871287128712872,0.20689655172413793,0.03225806451612903,18.697318007662833,0.4186046511627907,0.125,0.038461538461538464,0.19285714285714287,0.06442577030812324,0.08256880733944955,0.06944444444444445,0.17013232514177692,0.0658682634730539,0.087248322147651,0.0625,0.03571428571428571,0.05714285714285714,0.10256410256410256,0.15384615384615385,0.22641509433962265,0.20108695652173914,0.08536585365853659,0.07407407407407407,0.05,1.0,0.3515151515151515,0.5172413793103449,0.6521739130434783,0.5333333333333333,0.07272727272727272,0.5,0.5,0.16666666666666666,0.18787878787878787,0.3548387096774194,0.36666666666666664,0.6363636363636364,0.07272727272727272,0.4166666666666667,0.4166666666666667,0.8,0.3151515151515151,0.34615384615384615,0.34615384615384615,1.0,0.6896551724137931,0.55,0.36363636363636365,0.034482758620689655,1.0,1.0,0.2413793103448276,0.42857142857142855,1.0,0.4,0.6111111111111112,0.08888888888888889,0.5,0.24444444444444444,0.45454545454545453,0.7393939393939394,0.34615384615384615,0.5194660606060606,0.5804613636363637,0.5224744444444445,0.12698412698412698,0.192,0.17372881355932204,0.3686440677966102,6.981188118811882,24.915625,0.3059125964010283,,,,,,,,,,,,,,,,,,True,,,,,
1513,1610612754,Scot Pollard,Scot Pollard,1513,IND,13321.0,222,32,409,400,105,91,59,809,25.0,40.0,13.0,18.0,6.0,10.0,1.0,7.0,1.0,7.0,,,,,,,,,,,,,27.0,54,,,9.0,63.0,420,13.0,19.0,,,5.0,31.0,6.0,14.0,,,4.0,16.0,28.0,26.0,,,26.0,,,6.0,5.0,1.0,6.0,1.0,,1.0,1.0,3.0,13.0,6.0,26,,3.0,23.0,2.0,28,32,60,5.0,8.0,6.0,2.0,3.0,,2.0,7.0,4.0,1.0,,10.0,3.0,3.0,13.0,32,2.0,3.0,14.0,,6.0,2.0,4.0,4.0,,4.0,4.0,16.0,105,6.0,0.5185185185185185,1.0,,,,,,0.5,0.6842105263157895,0.42857142857142855,0.5,0.6842105263157895,0.42857142857142855,0.525,0.7380952380952381,0.5,,0.1111111111111111,0.125,,14.462809917355372,0.3,0.13333333333333333,,0.16083916083916083,0.16560509554140126,0.1,0.11764705882352941,0.15028901734104047,0.15384615384615385,0.3225806451612903,0.023809523809523808,0.09433962264150944,0.13157894736842105,0.07692307692307693,0.24444444444444444,0.07894736842105263,0.15,0.13043478260869565,,0.23809523809523808,1.0,0.7407407407407407,0.625,0.7142857142857143,0.48,0.12962962962962962,0.14285714285714285,0.16666666666666666,1.0,0.12962962962962962,0.14285714285714285,0.14285714285714285,1.0,,,,,,,,,0.9473684210526315,0.7222222222222222,,,,,,,,0.7142857142857143,0.6,,,,,0.7407407407407407,,0.5263166666666668,0.5669294117647059,0.49903571428571425,0.10344827586206896,0.10344827586206896,0.49206349206349204,0.25396825396825395,4.207407407407408,,0.2567237163814181,2.0,0.14285714285714285,,,,,,,,,,,,,,,,True,,,,,
1536,1610612754,Stephen Jackson,Stephen Jackson,1536,IND,22318.0,372,45,703,702,196,136,76,1405,19.0,42.0,2.0,6.0,7.0,9.0,5.0,14.0,7.0,26.0,9.0,20.0,2.0,2.0,4.0,5.0,13.0,31.0,,1.0,3.0,8.0,31.0,82,22.0,51.0,23.0,151.0,707,3.0,8.0,2.0,3.0,,12.0,9.0,16.0,7.0,13.0,8.0,47.0,26.0,36.0,63.0,3.0,4.0,30.0,13.0,7.0,19.0,7.0,26.0,5.0,2.0,12.0,2.0,5.0,59.0,,9,,7.0,34.0,1.0,42,9,51,,20.0,17.0,3.0,9.0,5.0,7.0,10.0,,2.0,1.0,19.0,1.0,7.0,18.0,34,,3.0,26.0,2.0,12.0,1.0,2.0,1.0,,2.0,1.0,47.0,196,3.0,0.41935483870967744,0.4482758620689655,0.9545454545454546,0.43137254901960786,0.6666666666666666,0.5384615384615384,0.44,0.3780487804878049,0.375,0.5625,0.48120300751879697,0.5454545454545454,0.6724137931034483,0.5173611111111112,0.5454545454545454,0.71875,0.38345864661654133,0.08536585365853659,0.14285714285714285,0.038461538461538464,20.451693851944793,0.47368421052631576,0.06666666666666667,,0.12186379928315412,0.03829787234042553,0.1346153846153846,,0.12386706948640483,0.028481012658227847,0.043478260869565216,0.07017543859649122,0.011627906976744186,,,0.07407407407407407,0.07792207792207792,0.18181818181818182,0.12195121951219512,0.18181818181818182,,0.5,0.3157894736842105,0.4523809523809524,0.5277777777777778,0.47368421052631576,0.10526315789473684,0.35714285714285715,0.35714285714285715,0.4,0.19548872180451127,0.2692307692307692,0.28,0.2857142857142857,0.15037593984962405,0.45,0.45,1.0,0.23308270676691728,0.41935483870967744,0.41935483870967744,0.9230769230769231,0.5454545454545454,0.3333333333333333,,0.18181818181818182,1.0,1.0,0.09090909090909091,,,0.3103448275862069,0.7777777777777778,0.1724137931034483,0.8,0.27586206896551724,0.375,0.6992481203007519,0.43333333333333335,0.5311068181818183,0.56445,0.5309767857142857,0.08391608391608392,0.13043478260869565,0.07947019867549669,0.31125827814569534,7.636585365853659,24.788235294117644,0.27880512091038406,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,
1897,1610612754,Metta World Peace,Metta World Peace,1897,IND,13502.0,225,62,434,428,161,122,42,862,27.0,45.0,3.0,5.0,9.0,14.0,2.0,6.0,13.0,29.0,2.0,6.0,,1.0,,,4.0,7.0,,1.0,,3.0,42.0,80,6.0,13.0,40.0,142.0,416,4.0,6.0,,2.0,7.0,15.0,13.0,26.0,,3.0,25.0,51.0,58.0,26.0,18.0,,2.0,7.0,4.0,11.0,5.0,8.0,13.0,6.0,2.0,3.0,2.0,,34.0,1.0,5,1.0,4.0,21.0,3.0,28,7,35,1.0,8.0,5.0,3.0,6.0,,4.0,8.0,1.0,2.0,1.0,14.0,,8.0,8.0,26,4.0,5.0,43.0,,16.0,8.0,6.0,5.0,1.0,6.0,4.0,51.0,161,2.0,0.6904761904761905,0.7073170731707317,1.0,0.46153846153846156,,,0.46153846153846156,0.525,0.6666666666666666,0.5,0.5483870967741935,0.5,0.4482758620689655,0.6339285714285714,0.6818181818181818,0.6071428571428571,0.13978494623655913,0.1375,0.17777777777777778,0.06896551724137931,26.25,0.42857142857142855,0.23076923076923078,0.08333333333333333,0.12352941176470589,0.04,0.09090909090909091,0.021739130434782608,0.11682242990654206,0.03508771929824561,0.06,0.038461538461538464,0.02040816326530612,0.030303030303030304,,0.10344827586206896,0.18604651162790697,0.10144927536231885,0.11764705882352941,,0.03225806451612903,0.6666666666666666,0.4838709677419355,0.6,0.7297297297297297,0.8148148148148148,0.06451612903225806,0.3333333333333333,0.4,0.5,0.3118279569892473,0.4482758620689655,0.48148148148148145,0.46153846153846156,0.06451612903225806,0.3333333333333333,0.3333333333333333,1.0,0.07526881720430108,0.5714285714285714,0.5714285714285714,1.0,0.625,0.6,0.6666666666666666,0.125,,,0.125,,,0.4827586206896552,0.6428571428571429,,,0.10344827586206896,,0.6236559139784946,0.5714285714285714,0.49644247311827977,0.6012857142857142,0.49187413793103435,0.15384615384615385,0.17582417582417584,0.1056338028169014,0.3591549295774648,8.036249999999999,25.069230769230767,0.3709677419354839,5.0,0.16666666666666666,,,1.0,,,,,,,,,,,,,True,,,,,
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,78057.0,1301,108,2465,2442,671,624,286,4907,75.0,154.0,8.0,17.0,21.0,42.0,56.0,127.0,29.0,85.0,10.0,25.0,4.0,8.0,2.0,3.0,48.0,131.0,1.0,6.0,13.0,35.0,160.0,366,58.0,156.0,122.0,616.0,2548,10.0,24.0,5.0,14.0,6.0,41.0,46.0,87.0,15.0,38.0,68.0,205.0,26.0,294.0,114.0,60.0,12.0,131.0,48.0,28.0,202.0,55.0,257.0,38.0,17.0,105.0,42.0,55.0,569.0,4.0,19,3.0,31.0,99.0,4.0,134,26,160,12.0,81.0,37.0,44.0,72.0,33.0,49.0,62.0,6.0,23.0,3.0,134.0,7.0,36.0,55.0,112,9.0,11.0,164.0,1.0,61.0,26.0,10.0,2.0,3.0,12.0,7.0,205.0,671,15.0,0.08125,0.08441558441558442,0.6551724137931034,0.3717948717948718,0.35714285714285715,0.39473684210526316,0.3717948717948718,0.4371584699453552,0.4166666666666667,0.5287356321839081,0.4731800766283525,0.4605263157894737,0.548,0.5159395973154363,0.4880952380952381,0.6137724550898204,0.2988505747126437,0.07650273224043716,0.11688311688311688,,26.006412540078376,0.5373134328358209,0.04938271604938271,0.039473684210526314,0.10975609756097561,0.023114355231143552,0.13304721030042918,0.013793103448275862,0.1145374449339207,0.02068345323741007,0.029605263157894735,0.03333333333333333,0.007194244604316547,0.00909090909090909,0.02857142857142857,0.09057971014492754,0.06967213114754098,0.14921465968586387,0.1317365269461078,0.13636363636363635,0.044444444444444446,0.5833333333333334,0.2950191570881226,0.487012987012987,0.5514705882352942,0.09333333333333334,0.24329501915708812,0.4409448818897638,0.47863247863247865,0.017857142857142856,0.16283524904214558,0.3411764705882353,0.3411764705882353,0.1724137931034483,0.04789272030651341,0.4,0.4,0.9,0.2509578544061303,0.366412213740458,0.36923076923076925,0.6041666666666666,0.4473684210526316,0.47058823529411764,,0.21052631578947367,0.5,0.75,0.15789473684210525,0.16666666666666666,1.0,0.336,0.5,0.024,0.6666666666666666,0.28,0.37142857142857144,0.5938697318007663,0.366412213740458,0.4890426245210726,0.5275599999999999,0.47953840000000003,0.10877192982456141,0.14769975786924938,0.06655844155844155,0.3327922077922078,7.630601092896179,24.99551282051283,0.27221095334685597,14.0,0.07874015748031496,,5.0,,1.0,1.0,1.0,2.0,2.0,0.00641025641025641,0.007633587786259542,0.006369426751592357,,,,,True,,,,,
2410,1610612754,Fred Jones,Fred Jones,2410,IND,43198.0,720,-6,1372,1358,466,481,173,2730,26.0,49.0,2.0,4.0,6.0,14.0,5.0,15.0,6.0,19.0,11.0,19.0,2.0,2.0,3.0,6.0,18.0,52.0,2.0,5.0,6.0,18.0,37.0,83,29.0,71.0,43.0,204.0,1492,2.0,4.0,4.0,7.0,3.0,19.0,7.0,21.0,9.0,24.0,30.0,71.0,28.0,46.0,69.0,18.0,,52.0,18.0,7.0,37.0,24.0,61.0,14.0,10.0,16.0,8.0,13.0,146.0,2.0,4,1.0,21.0,46.0,4.0,71,7,78,1.0,16.0,15.0,1.0,17.0,1.0,14.0,10.0,1.0,3.0,1.0,27.0,2.0,7.0,31.0,59,5.0,5.0,52.0,,11.0,15.0,11.0,8.0,1.0,12.0,7.0,71.0,466,8.0,0.3783783783783784,0.3783783783783784,0.7931034482758621,0.4084507042253521,0.5714285714285714,0.375,0.4084507042253521,0.4457831325301205,0.5,0.3333333333333333,0.5227272727272727,0.7272727272727273,0.45555555555555555,0.5730337078651685,0.7307692307692307,0.5634920634920635,0.461038961038961,0.08433734939759036,0.14285714285714285,,12.9582806573957,0.6296296296296297,0.08,0.018867924528301886,0.10065645514223195,0.008869179600886918,0.14893617021276595,0.011695906432748537,0.11204013377926421,0.00964630225080386,0.0055248618784530384,,0.02097902097902098,0.007751937984496124,0.023809523809523808,0.11188811188811189,0.088,0.10052910052910052,0.1717171717171717,0.09523809523809523,0.012987012987012988,0.5833333333333334,0.3181818181818182,0.5306122448979592,0.6190476190476191,0.4230769230769231,0.09740259740259741,0.3333333333333333,0.3333333333333333,0.2,0.12337662337662338,0.3157894736842105,0.3157894736842105,0.3333333333333333,0.12337662337662338,0.5789473684210527,0.5789473684210527,1.0,0.33766233766233766,0.34615384615384615,0.35294117647058826,0.6666666666666666,0.36363636363636365,0.5,1.0,0.18181818181818182,1.0,1.0,0.45454545454545453,0.4,1.0,0.3111111111111111,0.42857142857142855,0.13333333333333333,0.5,0.4,0.3333333333333333,0.7792207792207793,0.34615384615384615,0.5119279220779223,0.5977611111111112,0.5001444444444443,0.0736196319018405,0.12087912087912088,0.09313725490196079,0.3480392156862745,6.566265060240964,24.707042253521127,0.3396501457725947,3.0,,,2.0,,1.0,,1.0,1.0,,0.014084507042253521,0.019230769230769232,0.013888888888888888,1.0,1.0,,,True,,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,44991.0,750,69,1408,1393,368,360,160,2801,67.0,126.0,11.0,25.0,18.0,34.0,89.0,184.0,45.0,123.0,,,,,,,1.0,5.0,,,,,201.0,433,1.0,5.0,137.0,542.0,1459,23.0,48.0,,,16.0,62.0,53.0,110.0,,,39.0,145.0,262.0,140.0,3.0,,24.0,5.0,1.0,42.0,24.0,13.0,37.0,10.0,3.0,13.0,3.0,8.0,87.0,15.0,32,3.0,27.0,105.0,24.0,156,50,206,11.0,15.0,10.0,5.0,18.0,6.0,11.0,37.0,5.0,7.0,7.0,55.0,5.0,12.0,51.0,86,7.0,14.0,178.0,,86.0,11.0,47.0,31.0,2.0,47.0,28.0,145.0,368,6.0,0.6517412935323383,0.6931216931216931,1.0,0.2,,,0.2,0.46420323325635104,0.4791666666666667,0.4818181818181818,0.4623287671232877,0.4791666666666667,0.4818181818181818,0.5221579961464354,0.543859649122807,0.5330882352941176,0.01141552511415525,0.09699769053117784,0.21428571428571427,0.024390243902439025,35.69651741293533,0.32727272727272727,0.5217391304347826,0.06976744186046512,0.19230769230769232,0.06451612903225806,0.2231404958677686,0.09803921568627451,0.19790104947526238,0.0724191063174114,0.10857142857142857,0.04195804195804196,0.03932584269662921,0.08620689655172414,0.13513513513513514,0.14545454545454545,0.2348993288590604,0.19827586206896552,0.26436781609195403,0.11764705882352941,0.057291666666666664,0.5957446808510638,0.2876712328767123,0.5317460317460317,0.6767676767676768,0.6119402985074627,0.4200913242009132,0.483695652173913,0.5174418604651163,0.5730337078651685,0.2808219178082192,0.36585365853658536,0.375,0.8666666666666667,,,,,0.01141552511415525,0.2,0.2,1.0,0.5208333333333334,0.44,0.09090909090909091,,,,,,,0.3090909090909091,0.5294117647058824,,,,,0.2990867579908676,0.2,0.42978607305936073,0.4800649999999999,0.42346272727272727,0.16929133858267717,0.1709741550695825,0.11439114391143912,0.26752767527675275,8.945496535796767,25.6,0.26136363636363635,16.0,0.06521739130434782,,14.0,4.0,,1.0,,,,,,,,2.0,2.0,,True,,,,,
2109,1610612754,Eddie Gill,Eddie Gill,2109,IND,4824.0,80,-4,168,170,99,95,20,338,2.0,3.0,1.0,1.0,2.0,3.0,,2.0,2.0,9.0,1.0,1.0,,,,,1.0,4.0,,1.0,1.0,4.0,4.0,14,2.0,5.0,8.0,22.0,182,3.0,4.0,,1.0,,6.0,2.0,7.0,1.0,4.0,7.0,14.0,6.0,2.0,6.0,,2.0,4.0,1.0,2.0,3.0,1.0,4.0,,1.0,1.0,1.0,1.0,9.0,,1,,1.0,4.0,,5,1,6,1.0,5.0,5.0,,2.0,1.0,1.0,1.0,,1.0,,3.0,1.0,2.0,3.0,9,,,10.0,,2.0,3.0,,,,,,14.0,99,4.0,0.75,1.0,1.0,0.4,,0.25,0.4,0.2857142857142857,0.75,0.2857142857142857,0.3684210526315789,0.6,0.3181818181818182,0.4583333333333333,0.6,0.4666666666666667,0.2631578947368421,0.14285714285714285,0.3333333333333333,0.1111111111111111,14.136125654450263,0.6666666666666666,,,0.0851063829787234,0.017857142857142856,0.05,,0.07462686567164178,0.013888888888888888,,0.08333333333333333,,,,0.05555555555555555,0.2222222222222222,0.05,,0.2,0.09090909090909091,,0.15789473684210525,0.6666666666666666,1.0,0.5,0.10526315789473684,,,,0.47368421052631576,0.2222222222222222,0.25,1.0,0.05263157894736842,1.0,1.0,1.0,0.21052631578947367,0.25,0.25,1.0,0.2,1.0,,,,,0.2,,,0.2727272727272727,0.6666666666666666,,,0.36363636363636365,0.25,0.42105263157894735,0.25,0.47552894736842105,0.47789000000000004,0.5346727272727272,0.09523809523809523,0.125,0.2727272727272727,0.6363636363636364,12.457142857142857,24.56,0.5892857142857143,,,,,,,,,,,,,,,,,,True,,,,,
2592,1610612754,James Jones,James Jones,2592,IND,24242.0,404,17,763,766,168,133,85,1529,4.0,12.0,1.0,5.0,3.0,7.0,1.0,7.0,7.0,19.0,7.0,16.0,1.0,1.0,,1.0,14.0,31.0,1.0,2.0,7.0,10.0,12.0,38,21.0,47.0,9.0,96.0,812,3.0,10.0,2.0,3.0,1.0,13.0,4.0,10.0,7.0,11.0,4.0,33.0,18.0,6.0,57.0,6.0,4.0,31.0,14.0,4.0,9.0,5.0,14.0,3.0,2.0,4.0,3.0,2.0,33.0,5.0,9,,3.0,23.0,7.0,33,14,47,3.0,9.0,8.0,1.0,6.0,1.0,6.0,3.0,,,,9.0,,2.0,23.0,38,1.0,1.0,11.0,,4.0,1.0,8.0,5.0,1.0,8.0,4.0,33.0,168,3.0,0.75,0.9,0.9047619047619048,0.44680851063829785,0.6666666666666666,0.6363636363636364,0.44680851063829785,0.3157894736842105,0.3,0.4,0.5117647058823529,0.46153846153846156,0.6904761904761905,0.5393258426966292,0.4642857142857143,0.75,0.5529411764705883,0.10526315789473684,0.3333333333333333,,11.382113821138212,0.6666666666666666,0.25925925925925924,,0.08646616541353383,0.035856573705179286,0.03614457831325301,0.05319148936170213,0.07449856733524356,0.04057971014492753,0.04395604395604396,0.037037037037037035,0.02531645569620253,0.058823529411764705,0.038461538461538464,0.08045977011494253,0.13157894736842105,0.05825242718446602,0.03278688524590164,0.045454545454545456,0.06382978723404255,0.5,0.1411764705882353,0.3333333333333333,0.5,0.75,0.08235294117647059,0.14285714285714285,0.14285714285714285,,0.2235294117647059,0.3684210526315789,0.3684210526315789,0.8571428571428571,0.18823529411764706,0.4375,0.4666666666666667,1.0,0.36470588235294116,0.45161290322580644,0.45161290322580644,0.8571428571428571,0.38461538461538464,0.2,,0.07692307692307693,1.0,1.0,0.15384615384615385,0.5,1.0,0.3333333333333333,0.42857142857142855,0.047619047619047616,,0.47619047619047616,0.7,0.6941176470588235,0.45161290322580644,0.5126364705882352,0.5228900000000001,0.5162285714285714,0.056818181818181816,0.1,0.13541666666666666,0.34375,11.00263157894737,24.45957446808511,0.22018348623853212,2.0,,,2.0,,1.0,1.0,1.0,,,0.02127659574468085,,0.020833333333333332,,1.0,,0.0625,True,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,38023.0,634,118,1200,1185,235,241,147,2385,10.0,19.0,1.0,3.0,2.0,4.0,10.0,17.0,32.0,60.0,8.0,23.0,1.0,5.0,2.0,7.0,17.0,49.0,1.0,6.0,2.0,9.0,52.0,96,25.0,72.0,43.0,222.0,1184,6.0,10.0,2.0,11.0,3.0,21.0,8.0,12.0,4.0,16.0,18.0,46.0,72.0,32.0,72.0,3.0,4.0,49.0,17.0,2.0,32.0,10.0,42.0,8.0,2.0,18.0,7.0,7.0,94.0,4.0,6,,7.0,28.0,2.0,37,10,47,2.0,13.0,10.0,3.0,17.0,3.0,16.0,11.0,1.0,1.0,2.0,28.0,1.0,4.0,11.0,38,2.0,4.0,48.0,14.0,8.0,7.0,2.0,1.0,1.0,2.0,1.0,46.0,235,7.0,0.6923076923076923,0.72,0.96,0.3472222222222222,0.18181818181818182,0.25,0.3472222222222222,0.5416666666666666,0.6,0.6666666666666666,0.5327380952380952,0.42857142857142855,0.5,0.5737704918032787,0.45454545454545453,0.5972222222222222,0.42857142857142855,0.020833333333333332,0.05263157894736842,,15.312046444121917,0.6071428571428571,0.045454545454545456,,0.059957173447537475,0.014150943396226415,0.061946902654867256,0.029850746268656716,0.0603448275862069,0.017921146953405017,0.02666666666666667,0.007518796992481203,0.0070921985815602835,0.02857142857142857,0.034482758620689655,0.020833333333333332,0.06976744186046512,0.08247422680412371,0.025974025974025976,0.1388888888888889,0.022988505747126436,0.5,0.1130952380952381,0.5263157894736842,0.5555555555555556,0.8,0.10119047619047619,0.5882352941176471,0.625,0.6,0.35714285714285715,0.5333333333333333,0.5333333333333333,0.6875,0.13690476190476192,0.34782608695652173,0.34782608695652173,1.0,0.2916666666666667,0.3469387755102041,0.3541666666666667,0.9411764705882353,0.14285714285714285,0.3333333333333333,,0.23809523809523808,0.2,1.0,0.2857142857142857,0.16666666666666666,1.0,0.14285714285714285,0.5,0.25,0.2857142857142857,0.32142857142857145,0.2222222222222222,0.5416666666666666,0.3469387755102041,0.4840949404761905,0.499484375,0.49417142857142854,0.056818181818181816,0.0784313725490196,0.0945945945945946,0.2072072072072072,13.090625000000001,24.666666666666668,0.19583333333333333,2.0,0.058823529411764705,,,,1.0,1.0,2.0,,,0.013888888888888888,0.02040816326530612,0.02702702702702703,,1.0,,,True,,,,,
