EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,Fg2aBlocked,OffThreePtRebounds,FTDefRebounds,Travels,FG2APctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,Fg3aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PtsUnassisted3s,Loose Ball Fouls,BlockedLongMidRange,ShortMidRangeAssists,SecondChanceTurnovers,Offensive Fouls,BlockedShortMidRange,3SecondViolations,AtRimPctBlocked,Technical Free Throw Trips,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Corner3Assists,on,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Clear Path Fouls,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends
1501,1610612752,Tim Thomas,Tim Thomas,1501,NYK,1370.0,23,3.0,44,45,10.0,18,7.0,89,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,6.0,8.0,2.0,4.0,3.0,21.0,36,1.0,1.0,2.0,1.0,2.0,2.0,2.0,10.0,6.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,3.0,2.0,10.0,0.16666666666666666,0.2,1.0,0.5,0.5,0.75,1.0,0.75,1.0,0.75,1.0,0.5,0.3333333333333333,30.769230769230766,0.5,0.045454545454545456,0.05555555555555555,0.04,0.047619047619047616,0.2,0.1,0.25,0.3333333333333333,0.75,0.75,0.16666666666666666,0.5,0.5,0.16666666666666666,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.48950833333333327,0.5498,0.5439,0.21428571428571427,0.3,0.09523809523809523,0.09523809523809523,7.012499999999999,25.2,0.22727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1737,1610612752,Nazr Mohammed,Nazr Mohammed,1737,NYK,1345.0,22,-21.0,37,40,10.0,17,6.0,77,2.0,3.0,1.0,1.0,1.0,2.0,,1.0,,,,3.0,6.0,,,2.0,8.0,51,1.0,1.0,4.0,,2.0,2.0,4.0,2.0,,,,,1.0,1.0,1.0,2.0,1.0,4.0,5.0,2.0,7.0,,1.0,,1.0,1.0,2.0,3.0,3.0,2.0,,1.0,2.0,10.0,0.6666666666666666,0.6666666666666666,,,,0.5,1.0,0.5,1.0,0.5714285714285714,1.0,1.0,,20.930232558139537,0.5,0.3076923076923077,0.06666666666666667,0.26666666666666666,0.1,,0.42857142857142855,,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.5,0.16666666666666666,,,,,,,,1.0,1.0,,0.5,,0.45108333333333334,0.5101,,0.14285714285714285,0.14285714285714285,0.5,0.25,4.283333333333333,,0.2702702702702703,2.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.25,0.2,0.16666666666666666,0.5,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2249,1610612752,Jamison Brewer,Jamison Brewer,2249,NYK,10793.0,180,-64.0,324,329,107.0,87,51.0,653,7.0,13.0,1.0,3.0,1.0,4.0,,5.0,2.0,9.0,4.0,8.0,22.0,3.0,15.0,6.0,31.0,375,1.0,3.0,5.0,7.0,5.0,11.0,10.0,6.0,9.0,2.0,9.0,2.0,10.0,12.0,7.0,26.0,5.0,10.0,16.0,6.0,22.0,,9.0,1.0,4.0,1.0,13.0,7.0,11.0,13.0,1.0,2.0,11.0,107.0,0.625,0.7142857142857143,1.0,0.2,0.2,0.36363636363636365,0.3333333333333333,0.33783783783783783,0.4166666666666667,0.36046511627906974,0.4166666666666667,0.275,0.40540540540540543,14.395886889460154,0.6923076923076923,0.08928571428571429,0.03816793893129771,0.10144927536231885,0.0379746835443038,,0.1016949152542373,,0.35135135135135137,0.5384615384615384,0.5384615384615384,0.10810810810810811,0.25,0.3333333333333333,0.13513513513513514,,,,0.24324324324324326,0.2222222222222222,0.2857142857142857,1.0,0.5,0.3333333333333333,0.26666666666666666,0.7567567567567568,0.2222222222222222,0.5205608108108107,0.54021,0.4942466666666666,0.05263157894736842,0.08695652173913043,0.16129032258064516,0.3548387096774194,5.75,24.56,0.33024691358024694,,1.0,1.0,2.0,,0.045454545454545456,,0.125,0.037037037037037035,0.037037037037037035,,,0.7142857142857143,,,3.0,4.0,1.0,6.0,3.0,1.0,3.0,1.0,3.0,3.0,8.0,2.0,2.0,2.0,3.0,4.0,8.0,6.0,2.0,8.0,2.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.375,0.2,0.13333333333333333,0.25,0.2222222222222222,0.15384615384615385,0.05555555555555555,0.058823529411764705,0.125,0.1875,0.1,1.0,0.16216216216216217,0.16666666666666666,0.16666666666666666,1.0,0.5,0.3333333333333333,1.0,0.26666666666666666,0.75,0.2,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
275,1610612752,Allan Houston,Allan Houston,275,NYK,235.0,4,-1.0,6,6,,3,1.0,12,,,,,,,,,1.0,1.0,,,,1.0,1.0,,3.0,8,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.5,,1.5,,,1.0,14.285714285714285,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,0.4932,,,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,4331.0,72,-24.0,130,131,38.0,43,15.0,261,,,,,1.0,2.0,4.0,11.0,,,,5.0,13.0,,,5.0,15.0,159,,1.0,,,,2.0,8.0,2.0,,,,,3.0,3.0,1.0,6.0,2.0,3.0,5.0,2.0,7.0,1.0,2.0,,,1.0,2.0,5.0,6.0,5.0,1.0,3.0,2.0,38.0,0.8,0.8,,,,0.38461538461538464,,0.38461538461538464,,0.5,,0.5,,11.333333333333334,1.0,0.075,0.05128205128205128,0.09803921568627451,0.0392156862745098,,0.05555555555555555,0.125,,,,0.15384615384615385,0.5,0.5,0.8461538461538461,0.36363636363636365,0.36363636363636365,0.75,,,,,,,,,,0.36887692307692316,0.41,0.3663,0.2,0.2,,0.13333333333333333,16.2,,0.2923076923076923,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,2.0,2.0,1.0,1.0,,1.0,,,2.0,,2.0,1.0,2.0,1.0,,,0.5,0.5,,,,0.18181818181818182,0.13333333333333333,,0.13333333333333333,0.1111111111111111,0.5,0.5,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1743,1610612752,Bruno Sundov,Bruno Sundov,1743,NYK,1744.0,29,-10.0,55,58,36.0,27,10.0,113,,2.0,,2.0,,2.0,3.0,11.0,,,,3.0,15.0,,1.0,2.0,8.0,58,1.0,5.0,2.0,1.0,,4.0,4.0,2.0,,,,,,,,,3.0,3.0,3.0,3.0,6.0,1.0,1.0,,,,1.0,6.0,9.0,2.0,,1.0,4.0,36.0,0.6666666666666666,0.6666666666666666,,,,0.2,0.2,0.1875,0.2,0.23529411764705882,0.2,0.15384615384615385,0.0625,25.714285714285715,1.0,0.1875,0.10344827586206896,0.15,0.08571428571428572,,,0.08333333333333333,0.125,,,0.125,,,0.6875,0.2727272727272727,0.3,0.6666666666666666,,,,,0.4,,,0.1875,,0.41624062500000003,0.4665,0.42034230769230774,0.058823529411764705,0.0625,0.25,0.5,14.613333333333333,23.5,0.6545454545454545,,1.0,,,,0.06666666666666667,0.09090909090909091,,,0.3,,0.6666666666666666,,,,,2.0,,1.0,1.0,,,,,2.0,12.0,,,,,,,,,1.0,,,1.0,,,,,,1.0,,0.16666666666666666,0.15384615384615385,,,,,,,0.2,,,,0.0625,,,,,,,0.15384615384615385,,0.07692307692307693,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2552,1610612752,Michael Sweetney,Michael Sweetney,2552,NYK,7759.0,129,-21.0,228,227,48.0,40,35.0,455,21.0,29.0,7.0,9.0,2.0,9.0,2.0,6.0,,,,25.0,44.0,,,15.0,65.0,258,7.0,9.0,19.0,,4.0,10.0,26.0,24.0,,12.0,,,3.0,4.0,,9.0,12.0,9.0,17.0,14.0,31.0,3.0,8.0,,5.0,2.0,13.0,11.0,18.0,19.0,5.0,12.0,10.0,48.0,0.52,0.6842105263157895,,,,0.5681818181818182,0.7777777777777778,0.5681818181818182,0.7777777777777778,0.6372549019607843,0.8636363636363636,0.8333333333333334,,23.52941176470588,0.6153846153846154,0.1125,0.13636363636363635,0.12121212121212122,0.13333333333333333,0.11764705882352941,0.07692307692307693,0.23076923076923078,0.6590909090909091,0.7241379310344828,0.7777777777777778,0.20454545454545456,0.2222222222222222,0.2857142857142857,0.13636363636363635,0.3333333333333333,0.5,0.5,,,,,1.0,0.7777777777777778,,0.6590909090909091,,0.5012068181818182,0.5936555555555556,0.545275,0.23529411764705882,0.23529411764705882,0.2923076923076923,0.15384615384615385,3.609090909090909,,0.21052631578947367,5.0,6.0,2.0,5.0,1.0,0.13636363636363635,0.3333333333333333,0.5555555555555556,0.11764705882352941,0.19444444444444445,0.2857142857142857,0.16666666666666666,0.5238095238095238,0.5,0.14285714285714285,3.0,3.0,,,,,,,,3.0,4.0,,1.0,1.0,2.0,3.0,2.0,,2.0,6.0,,,2.0,,3.0,2.0,3.0,2.0,1.0,,0.75,0.75,,0.2222222222222222,,0.15789473684210525,0.08571428571428572,,0.13043478260869565,0.09090909090909091,0.25,0.6666666666666666,,,,,,,,0.75,1.0,,,1.0,,1.0,2.0,3.0,1.0,1.0,0.06896551724137931,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
358,1610612752,Anfernee Hardaway,Anfernee Hardaway,358,NYK,4440.0,74,-19.0,132,135,31.0,27,23.0,267,4.0,6.0,2.0,2.0,1.0,3.0,7.0,16.0,1.0,1.0,,12.0,25.0,1.0,1.0,5.0,32.0,158,4.0,4.0,11.0,,2.0,4.0,10.0,14.0,3.0,4.0,1.0,1.0,5.0,5.0,1.0,10.0,2.0,4.0,7.0,2.0,9.0,1.0,7.0,,1.0,2.0,8.0,3.0,5.0,7.0,,2.0,4.0,31.0,0.4166666666666667,0.5,1.0,1.0,1.0,0.48,1.0,0.5192307692307693,1.1,0.5517241379310345,1.1,0.2857142857142857,0.038461538461538464,22.839506172839506,0.875,0.1,0.03508771929824561,0.14,0.031746031746031744,,0.13636363636363635,0.08333333333333333,0.23076923076923078,0.6666666666666666,0.8,0.11538461538461539,0.3333333333333333,0.3333333333333333,0.6153846153846154,0.4375,0.4375,0.7142857142857143,0.038461538461538464,1.0,1.0,1.0,0.4,1.0,,0.2692307692307692,1.0,0.43263076923076926,0.4884799999999999,0.40923333333333334,0.07142857142857142,0.07407407407407407,0.34375,0.125,12.92,25.6,0.23484848484848486,,1.0,,,1.0,0.04,,,,,,0.1111111111111111,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,6.0,,,,3.0,3.0,2.0,,2.0,5.0,,,2.0,1.0,,,,,,1.0,0.16666666666666666,0.16666666666666666,,,,0.3,0.08,,,0.25,0.5,,,,,,0.2,1.0,1.0,0.16666666666666666,,,,,,1.0,,,,,0.16666666666666666,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,4888.0,81,-32.0,148,148,44.0,37,23.0,296,2.0,7.0,,,4.0,6.0,8.0,11.0,3.0,13.0,5.0,14.0,24.0,4.0,17.0,12.0,52.0,183,1.0,1.0,3.0,7.0,4.0,15.0,8.0,20.0,3.0,,12.0,3.0,6.0,7.0,1.0,15.0,2.0,7.0,8.0,2.0,10.0,1.0,2.0,,,2.0,2.0,,2.0,16.0,,7.0,15.0,44.0,0.2857142857142857,0.2857142857142857,0.25,0.23529411764705882,0.25,0.5833333333333334,1.0,0.4878048780487805,0.5,0.5306122448979592,0.5,0.4411764705882353,0.4146341463414634,28.977272727272727,1.0,0.15555555555555556,0.038461538461538464,0.1568627450980392,0.02857142857142857,,0.08695652173913043,0.058823529411764705,0.17073170731707318,0.2857142857142857,0.3333333333333333,0.14634146341463414,0.6666666666666666,0.6666666666666666,0.2682926829268293,0.7272727272727273,0.7272727272727273,0.375,0.3170731707317073,0.23076923076923078,0.25,,,,0.35714285714285715,0.5853658536585366,0.25,0.45509875,0.46855,0.41996538461538463,0.14583333333333334,0.22580645161290322,0.057692307692307696,0.28846153846153844,10.779166666666667,26.358823529411765,0.2972972972972973,1.0,1.0,,,,0.041666666666666664,,,,0.09090909090909091,,0.2222222222222222,0.5,,,1.0,2.0,1.0,4.0,2.0,,1.0,,1.0,4.0,7.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,5.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.5714285714285714,0.39285714285714285,0.058823529411764705,,0.07692307692307693,0.16666666666666666,,,0.23076923076923078,0.3333333333333333,,1.0,0.0975609756097561,0.25,0.25,1.0,0.5,,,0.14285714285714285,0.5,0.14285714285714285,9.0,,,,1.0,,1.0,,0.14285714285714285,,1.0,1.0,1.0,0.14285714285714285,0.2,,,,True,,,,,,,,,,,,,,,,,,
966,1610612752,Jerome Williams,Jerome Williams,966,NYK,5337.0,89,-46.0,161,163,60.0,32,29.0,324,4.0,14.0,3.0,5.0,1.0,2.0,2.0,3.0,,1.0,1.0,7.0,19.0,,2.0,6.0,20.0,181,3.0,5.0,8.0,1.0,3.0,9.0,8.0,6.0,,4.0,,,3.0,3.0,2.0,6.0,7.0,11.0,17.0,10.0,27.0,2.0,3.0,,4.0,3.0,7.0,7.0,17.0,12.0,2.0,7.0,9.0,60.0,0.5714285714285714,0.8,,,,0.3684210526315789,0.6,0.3333333333333333,0.5,0.38461538461538464,0.5,0.375,0.09523809523809523,16.582914572864322,0.42857142857142855,0.1774193548387097,0.09722222222222222,0.175,0.11494252873563218,,0.1875,0.18181818181818182,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.09523809523809523,0.5,0.5,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,0.047619047619047616,,,,0.8333333333333334,0.6,0.1111111111111111,0.7619047619047619,,0.500665,0.5550499999999999,0.490925,0.2692307692307692,0.2916666666666667,0.4,0.45,4.110526315789474,32.25,0.37267080745341613,2.0,2.0,3.0,3.0,,0.10526315789473684,,0.3333333333333333,0.2,0.21212121212121213,,0.14285714285714285,0.5,,0.3333333333333333,2.0,7.0,,1.0,,,,,1.0,3.0,8.0,,,,1.0,3.0,3.0,1.0,2.0,,1.0,,3.0,,1.0,1.0,1.0,1.0,1.0,,0.375,0.3333333333333333,,,,0.16666666666666666,,0.25,0.1875,0.2,0.125,1.0,0.047619047619047616,,,,,,,0.7777777777777778,0.2857142857142857,,,1.0,,,2.0,2.0,,1.0,0.14285714285714285,,,,1.0,,,1.0,0.16666666666666666,,True,,,,,,,,,,,,,,,,,,
