EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,Corner3Assists,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffAtRimReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChancePointsPct,PtsPutbacks,BadPassOutOfBoundsTurnovers,LostBallTurnovers,OffLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,PtsUnassisted3s,HeaveAttempts,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,Arc3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,BlockedLongMidRange,LongMidRangePctBlocked,OffCorner3ReboundPct,Travels,SecondChanceTurnovers,Blocked3s,BlockedArc3,DefensiveGoaltends,Defensive 3 Seconds Violations,SelfOReb,SelfORebPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FTOffRebounds,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockedCorner3,3SecondViolations,OffensiveGoaltends,3pt And 1 Free Throw Trips
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,45.0,1,-5,1,4,1,4,5,6,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1899,1610612763,James Posey,James Posey,1899,MEM,6399.0,107,-45,184,194,63,88,378,205,63,0.3423913043478261,18.0,5.0,9.0,1.0,2.0,3.0,1.0,7.0,3.0,7.0,2.0,8.0,2.0,1.0,10.0,1.0,4.0,9.0,23.0,3.0,18.0,5.0,32.0,2.0,1.0,4.0,8.0,6.0,3.0,11.0,12.0,6.0,9.0,10.0,1.0,3.0,1.0,8.0,1.0,9.0,1.0,4.0,4.0,19.0,1.0,2.0,7.0,2.0,11.0,1.0,12.0,4.0,2.0,2.0,1.0,1.0,1.0,6.0,11.0,1.0,6.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,11.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,0.16666666666666666,0.391304347826087,0.5,0.32926829268292684,0.2857142857142857,0.36046511627906974,0.34375,0.43902439024390244,0.05555555555555555,0.13043478260869565,0.1111111111111111,0.2857142857142857,0.125,21.674876847290644,0.2857142857142857,0.1206896551724138,0.013888888888888888,0.1111111111111111,0.11842105263157894,0.010869565217391304,0.05263157894736842,0.08,0.125,0.16,0.2857142857142857,0.75,0.21951219512195122,0.5555555555555556,0.625,0.8,0.17073170731707318,0.14285714285714285,0.2,0.17073170731707318,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.1951219512195122,0.25,0.2857142857142857,1.0,0.24390243902439024,0.1,0.1,1.0,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.6666666666666666,0.14285714285714285,0.2857142857142857,0.6585365853658537,0.1,0.49376951219512194,0.49989999999999996,0.44951428571428576,0.024390243902439025,0.043478260869565216,0.34375,8.178260869565218,24.72222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,5558.0,93,6,169,179,63,88,348,188,63,0.3727810650887574,21.0,6.0,8.0,2.0,4.0,6.0,,1.0,3.0,13.0,2.0,3.0,1.0,8.0,11.0,3.0,4.0,9.0,22.0,10.0,14.0,5.0,53.0,3.0,3.0,6.0,10.0,5.0,3.0,27.0,10.0,8.0,30.0,11.0,8.0,1.0,,9.0,3.0,12.0,2.0,3.0,4.0,27.0,1.0,2.0,7.0,,9.0,1.0,10.0,1.0,,1.0,1.0,3.0,2.0,4.0,7.0,1.0,5.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,27.0,1.0,0.5555555555555556,0.5555555555555556,1.0,0.7142857142857143,0.7142857142857143,0.4090909090909091,0.6,0.6666666666666666,0.8,0.6973684210526315,0.84375,0.3888888888888889,,0.045454545454545456,,1.0,,21.1340206185567,,0.1206896551724138,0.015151515151515152,0.14285714285714285,0.125,0.012345679012345678,,0.0625,0.07142857142857142,0.17857142857142858,0.3333333333333333,1.0,0.2222222222222222,0.75,0.75,0.5,0.027777777777777776,,,0.3611111111111111,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.08333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3055555555555556,0.7272727272727273,0.7272727272727273,1.0,0.3333333333333333,0.5,0.4,0.6666666666666666,0.06666666666666667,0.26666666666666666,0.6111111111111112,0.7272727272727273,0.5093833333333333,0.5771200000000001,0.52683,0.05405405405405406,0.08695652173913043,0.5094339622641509,11.70909090909091,24.964285714285715,2.0,1.0,3.0,3.0,2.0,3.0,1.0,14.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,0.8,0.6666666666666666,1.0833333333333333,1.1666666666666667,0.6666666666666666,0.045454545454545456,1.0,0.5,1.0,1.0,1.0,0.75,0.2641509433962264,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,5881.0,98,-6,176,178,68,93,354,185,68,0.38636363636363635,15.0,7.0,7.0,2.0,2.0,2.0,2.0,3.0,,3.0,,4.0,3.0,1.0,5.0,,2.0,9.0,13.0,1.0,9.0,4.0,25.0,3.0,,2.0,4.0,5.0,3.0,7.0,14.0,4.0,3.0,5.0,1.0,,,5.0,1.0,6.0,1.0,1.0,4.0,13.0,1.0,2.0,5.0,,7.0,1.0,8.0,3.0,3.0,,3.0,8.0,3.0,4.0,9.0,1.0,6.0,,2.0,1.0,1.0,2.0,2.0,,2.0,2.0,7.0,2.0,0.7777777777777778,0.875,1.0,0.1111111111111111,0.1111111111111111,0.6923076923076923,0.5,0.4772727272727273,0.2222222222222222,0.5,0.3181818181818182,0.4090909090909091,,,,,,16.494845360824744,,0.07575757575757576,0.01694915254237288,0.11764705882352941,0.08433734939759036,0.0125,,0.09523809523809523,,0.1,,1.0,0.3181818181818182,1.0,1.0,0.8571428571428571,0.13636363636363635,0.6666666666666666,0.6666666666666666,0.13636363636363635,,,,0.18181818181818182,,,,0.22727272727272727,0.2,0.2,1.0,0.6666666666666666,,0.2222222222222222,1.0,0.3333333333333333,0.2222222222222222,0.7272727272727273,0.2,0.4932409090909091,0.4109333333333334,0.5394277777777778,0.043478260869565216,0.07142857142857142,0.28,6.769230769230769,24.499999999999996,2.0,,,,2.0,,,4.0,,,,5.0,3.0,1.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.625,,1.0,0.5,,,,,0.16,2.0,1.0,2.0,0.03571428571428571,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2766,1610612763,Antonio Burks,Antonio Burks,2766,MEM,13043.0,217,-34,388,399,151,193,787,417,151,0.38917525773195877,42.0,9.0,15.0,,4.0,6.0,2.0,7.0,14.0,27.0,,1.0,,3.0,10.0,,6.0,25.0,49.0,3.0,11.0,14.0,73.0,3.0,,9.0,15.0,6.0,11.0,29.0,20.0,30.0,6.0,8.0,3.0,7.0,1.0,20.0,8.0,28.0,5.0,7.0,8.0,64.0,,2.0,9.0,,11.0,1.0,12.0,13.0,6.0,7.0,7.0,12.0,5.0,3.0,25.0,2.0,19.0,1.0,,3.0,7.0,1.0,,1.0,1.0,1.0,29.0,7.0,0.4,0.4,0.6666666666666666,0.2727272727272727,0.3333333333333333,0.5102040816326531,0.6,0.49166666666666664,0.42857142857142855,0.5289855072463768,0.5,0.18333333333333332,0.09090909090909091,0.14285714285714285,0.3333333333333333,0.2857142857142857,,18.620689655172416,,0.06666666666666667,,0.05555555555555555,0.06432748538011696,0.005319148936170213,,0.04,0.07142857142857142,0.08771929824561403,,1.0,0.25,0.6,0.9,0.3333333333333333,0.11666666666666667,0.2857142857142857,0.4,0.45,0.5185185185185185,0.5185185185185185,0.5,0.016666666666666666,,,,0.16666666666666666,0.3,0.3333333333333333,0.6666666666666666,,,0.2857142857142857,0.6666666666666666,,0.2857142857142857,0.43333333333333335,0.375,0.4821836206896552,0.30765,0.4779263157894736,0.04838709677419355,0.058823529411764705,0.3972602739726027,12.038775510204081,28.918181818181814,,,,,1.0,,2.0,4.0,,3.0,5.0,5.0,3.0,,,,0.3333333333333333,0.3333333333333333,0.5,0.4166666666666667,,,,,,,,0.0547945205479452,,4.0,2.0,,0.09090909090909091,,3.0,2.0,1.0,1.0,0.1,0.02564102564102564,0.043478260869565216,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,6047.0,101,23,186,188,82,92,374,183,82,0.44086021505376344,21.0,2.0,6.0,1.0,,1.0,4.0,5.0,4.0,12.0,1.0,2.0,1.0,3.0,7.0,1.0,3.0,10.0,23.0,4.0,9.0,6.0,38.0,3.0,1.0,5.0,9.0,4.0,2.0,15.0,8.0,12.0,12.0,6.0,3.0,2.0,,2.0,3.0,5.0,1.0,1.0,,13.0,2.0,1.0,9.0,,10.0,4.0,14.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,12.0,,8.0,,,3.0,1.0,1.0,,,1.0,,15.0,2.0,0.4,0.4444444444444444,1.0,0.4444444444444444,0.5,0.43478260869565216,0.5555555555555556,0.5,0.5,0.5277777777777778,0.5357142857142857,0.28125,,0.08695652173913043,0.16666666666666666,,,17.788461538461537,,0.15254237288135594,0.03125,0.047619047619047616,0.125,0.047058823529411764,0.09090909090909091,0.11764705882352941,0.2,0.14814814814814814,0.16666666666666666,,0.1875,0.3333333333333333,0.4,,0.15625,0.8,0.8,0.375,0.3333333333333333,0.36363636363636365,1.0,0.0625,0.5,0.5,1.0,0.21875,0.42857142857142855,0.42857142857142855,1.0,0.25,0.25,0.07692307692307693,,0.07692307692307693,0.23076923076923078,0.46875,0.5,0.4667,0.47855,0.4154333333333333,0.08571428571428572,0.11538461538461539,0.39473684210526316,11.97391304347826,27.077777777777776,1.0,,1.0,1.0,2.0,1.0,,7.0,1.0,2.0,1.0,,,,1.0,0.25,0.6666666666666666,0.875,0.875,,,1.0,,1.0,1.0,,0.3333333333333333,0.18421052631578946,2.0,1.0,,0.037037037037037035,,,,1.0,2.0,,,0.09523809523809523,0.09090909090909091,1.0,0.08333333333333333,0.1,,,,,,,,,True,,,,,,,,,,,,,,,
2248,1610612763,Earl Watson,Earl Watson,2248,MEM,1102.0,18,-28,33,38,11,30,71,53,11,0.3333333333333333,1.0,,,,,,,,,2.0,,,,,3.0,,1.0,,2.0,,3.0,1.0,1.0,,,,,1.0,,,,,,3.0,,,,2.0,2.0,4.0,,1.0,1.0,10.0,,1.0,2.0,,3.0,,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,3.0,,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,0.08333333333333333,,0.6,,,,,,20.588235294117645,,0.16666666666666666,,0.3333333333333333,0.2,,,,0.25,0.25,,,,,,,,,,0.4,,,,,,,,0.6,,,,,,,,,1.0,0.6,,0.3819,,0.11445,0.16666666666666666,0.3333333333333333,,22.1,26.03333333333333,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,6167.0,103,-4,181,182,66,67,363,183,66,0.36464088397790057,20.0,3.0,8.0,2.0,2.0,5.0,2.0,12.0,2.0,7.0,,,,,1.0,,1.0,7.0,27.0,,1.0,12.0,26.0,5.0,,4.0,11.0,1.0,5.0,13.0,4.0,10.0,,1.0,,3.0,,6.0,1.0,7.0,1.0,4.0,1.0,15.0,6.0,,7.0,5.0,12.0,8.0,20.0,3.0,2.0,1.0,5.0,10.0,4.0,8.0,12.0,2.0,14.0,,,6.0,1.0,5.0,5.0,,6.0,3.0,13.0,,0.2857142857142857,0.4,,,,0.25925925925925924,0.36363636363636365,0.25,0.3333333333333333,0.37142857142857144,0.43333333333333335,0.03571428571428571,,0.1111111111111111,,0.25,,22.167487684729068,0.45454545454545453,0.109375,0.08108108108108109,,0.08860759493670886,0.09195402298850575,0.10526315789473684,0.19230769230769232,,0.07692307692307693,,0.5,0.2857142857142857,0.375,0.375,,0.42857142857142855,0.16666666666666666,0.2222222222222222,0.25,0.2857142857142857,0.2857142857142857,,,,,,0.03571428571428571,,,,0.4,,0.4166666666666667,0.4,,0.08333333333333333,0.32142857142857145,,0.4280464285714286,0.4326,0.4530166666666667,0.17647058823529413,0.18181818181818182,0.5,7.55925925925926,30.8,2.0,,,,3.0,,2.0,8.0,,,1.0,5.0,3.0,,,,0.6,0.6,0.6666666666666666,0.5,0.08333333333333333,1.0,,,,,,0.3076923076923077,4.0,1.0,2.0,0.06451612903225806,,1.0,,,2.0,2.0,,0.15384615384615385,0.14285714285714285,,,0.16666666666666666,,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,
2415,1610612763,Ryan Humphrey,Ryan Humphrey,2415,MEM,2414.0,40,-27,72,74,31,33,146,97,31,0.4305555555555556,12.0,2.0,10.0,7.0,2.0,3.0,,1.0,1.0,3.0,,,,,,,,3.0,14.0,,,2.0,8.0,8.0,,3.0,4.0,,,6.0,2.0,4.0,,,,4.0,,2.0,1.0,3.0,1.0,2.0,,7.0,9.0,1.0,5.0,,6.0,9.0,15.0,1.0,1.0,,2.0,2.0,1.0,5.0,6.0,,4.0,,,2.0,,,,,,,6.0,1.0,0.3333333333333333,0.5,,,,0.21428571428571427,0.75,0.21428571428571427,0.75,0.25,0.6,,,0.2857142857142857,0.3,1.0,,21.176470588235293,,0.2631578947368421,0.28125,0.16666666666666666,0.24,0.225,0.25,0.4,,0.23076923076923078,0.25,,0.7142857142857143,0.2,0.2857142857142857,,0.07142857142857142,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.875,,0.75,0.6666666666666666,,,0.7142857142857143,,0.49982857142857146,0.51175,0.528675,0.125,0.125,0.75,4.485714285714286,,1.0,,,,1.0,,2.0,4.0,,,,,,,,,0.125,0.125,0.2222222222222222,,0.4,0.14285714285714285,,,,,,0.5,2.0,1.0,,0.15384615384615385,,,,,,,,,,,,,1.0,,,,,,1.0,0.14285714285714285,True,,,,,,,,,,,,,,,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,5751.0,96,-24,168,168,61,69,336,179,61,0.3630952380952381,20.0,7.0,15.0,3.0,2.0,3.0,2.0,7.0,6.0,14.0,1.0,3.0,3.0,,1.0,,1.0,15.0,36.0,1.0,4.0,13.0,46.0,4.0,,5.0,10.0,4.0,2.0,15.0,22.0,8.0,3.0,,,2.0,,3.0,1.0,4.0,1.0,1.0,1.0,9.0,3.0,1.0,10.0,1.0,12.0,4.0,16.0,10.0,5.0,5.0,3.0,4.0,,5.0,12.0,3.0,16.0,,,7.0,1.0,3.0,3.0,,3.0,2.0,15.0,1.0,0.7333333333333333,0.7333333333333333,1.0,0.25,0.3333333333333333,0.4166666666666667,0.5,0.4125,0.4642857142857143,0.4791666666666667,0.5,0.1,,0.05555555555555555,0.06666666666666667,0.14285714285714285,,27.36842105263158,0.16666666666666666,0.15873015873015872,0.04285714285714286,0.09090909090909091,0.14864864864864866,0.046511627906976744,0.058823529411764705,0.15384615384615385,0.3125,0.047619047619047616,0.25,0.6666666666666666,0.375,0.4666666666666667,0.5,0.7142857142857143,0.175,0.2857142857142857,0.3333333333333333,0.35,0.42857142857142855,0.42857142857142855,1.0,0.075,0.3333333333333333,0.3333333333333333,1.0,0.025,,,,0.75,,0.21428571428571427,0.6666666666666666,0.21428571428571427,0.07142857142857142,0.475,,0.4582923076923077,0.51965,0.4420076923076923,0.14893617021276595,0.16279069767441862,0.32608695652173914,8.891666666666666,28.049999999999997,1.0,1.0,,,2.0,,,4.0,1.0,,1.0,1.0,,,,0.25,0.5,0.5,0.5,0.25,0.04,0.3333333333333333,,,,0.3333333333333333,,0.08695652173913043,,,1.0,0.03571428571428571,,,,1.0,1.0,,,0.0625,0.1,,,,,,,,,,1.0,0.047619047619047616,True,,,,,,,,,,,,,,,
