EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Corner3Assists,FTOffRebounds,FTDefRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,SelfOReb,Travels,Defensive 3 Seconds Violations,SelfORebPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,DefensiveGoaltends,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,Fg3aBlocked,3SecondViolations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffensiveGoaltends,on,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,BlockedCorner3
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,9442.0,157,-10.0,299,315,86,92,33,614,11.0,16.0,3.0,4.0,5.0,6.0,2.0,4.0,1.0,4.0,2.0,6.0,2.0,8.0,2.0,4.0,14.0,24,4.0,14.0,7.0,47.0,329,3.0,4.0,4.0,10.0,5.0,7.0,2.0,4.0,2.0,18.0,18.0,10.0,12.0,4.0,8.0,2.0,3.0,13.0,1.0,14.0,1.0,5.0,1.0,7.0,29.0,1.0,4.0,2.0,19.0,21.0,5.0,26,4.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,6.0,12.0,2.0,9.0,1.0,5.0,18.0,86,2.0,0.6428571428571429,0.75,1.0,0.2857142857142857,0.5,0.2857142857142857,0.5833333333333334,0.75,0.7142857142857143,0.5263157894736842,0.75,0.7272727272727273,0.5595238095238095,0.8333333333333334,0.75,0.3684210526315789,0.125,0.125,0.25,14.07185628742515,0.6,0.16666666666666666,0.043010752688172046,0.05263157894736842,0.041666666666666664,0.13815789473684212,0.042735042735042736,0.03571428571428571,0.07142857142857142,0.02702702702702703,0.058823529411764705,0.08823529411764706,0.27586206896551724,0.1568627450980392,0.06060606060606061,0.42105263157894735,0.6875,0.7857142857142857,0.7272727272727273,0.10526315789473684,0.5,0.6666666666666666,0.5,0.10526315789473684,0.25,0.25,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.21052631578947367,0.25,0.25,1.0,1.0,0.75,0.3333333333333333,0.5454545454545454,0.8333333333333334,0.36363636363636365,0.5,0.7894736842105263,0.25,0.5480407894736841,0.5544666666666666,0.5971181818181818,0.11904761904761904,0.17857142857142858,0.2127659574468085,0.3829787234042553,4.8625,24.19285714285714,0.28762541806020064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,25651.0,428,85.0,864,838,365,282,106,1702,13.0,30.0,,1.0,7.0,14.0,17.0,30.0,30.0,72.0,1.0,2.0,12.0,33.0,6.0,17.0,60.0,132,13.0,35.0,58.0,217.0,829,3.0,8.0,9.0,15.0,27.0,46.0,7.0,19.0,41.0,116.0,30.0,90.0,24.0,,33.0,12.0,7.0,52.0,16.0,68.0,8.0,25.0,5.0,22.0,152.0,2.0,2.0,7.0,17.0,26.0,5.0,31,13.0,7.0,6.0,17.0,3.0,10.0,10.0,1.0,7.0,27.0,7.0,27.0,,61.0,3.0,10.0,116.0,365,8.0,0.25,0.25,0.6153846153846154,0.37142857142857144,0.3684210526315789,0.37142857142857144,0.45454545454545453,0.375,0.5869565217391305,0.47604790419161674,0.3,0.5769230769230769,0.5442708333333334,0.5,0.6647058823529411,0.20958083832335328,0.05303030303030303,0.13333333333333333,0.03333333333333333,22.278738555442523,0.6296296296296297,0.05396825396825397,0.006802721088435374,0.08235294117647059,0.02,0.06,0.01015228426395939,,,0.013333333333333334,0.03076923076923077,0.0603448275862069,0.014705882352941176,0.06870229007633588,0.09259259259259259,0.17964071856287425,0.43333333333333335,0.5,0.07692307692307693,0.17964071856287425,0.5666666666666667,0.5862068965517241,0.23529411764705882,0.4311377245508982,0.4166666666666667,0.42857142857142855,0.011976047904191617,0.5,0.5,1.0,0.19760479041916168,0.36363636363636365,0.36363636363636365,0.5833333333333334,0.1,,,0.2153846153846154,0.5,0.26153846153846155,0.35294117647058826,0.38922155688622756,0.36363636363636365,0.4444739520958082,0.450525,0.44486769230769235,0.05747126436781609,0.07194244604316546,0.06912442396313365,0.5345622119815668,11.995454545454544,24.922857142857143,0.4224537037037037,1.0,2.0,2.0,2.0,15.0,8.0,1.0,2.0,1.0,1.0,8.0,1.0,8.0,18.0,4.0,2.0,1.0,1.0,4.0,1.0,0.027777777777777776,0.05263157894736842,0.027777777777777776,0.06451612903225806,0.25,0.3333333333333333,0.2,0.03076923076923077,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,51578.0,860,112.0,1688,1703,441,386,196,3391,64.0,94.0,4.0,6.0,16.0,23.0,19.0,44.0,45.0,96.0,,,1.0,9.0,1.0,6.0,128.0,234,1.0,9.0,82.0,341.0,1752,10.0,22.0,3.0,23.0,32.0,58.0,1.0,6.0,25.0,92.0,114.0,142.0,3.0,10.0,7.0,1.0,13.0,184.0,26.0,210.0,11.0,130.0,10.0,44.0,446.0,6.0,15.0,17.0,48.0,69.0,23.0,92,38.0,21.0,17.0,48.0,7.0,33.0,24.0,4.0,15.0,72.0,15.0,53.0,5.0,94.0,10.0,45.0,92.0,441,5.0,0.4453125,0.4634146341463415,1.0,0.1111111111111111,0.16666666666666666,0.14285714285714285,0.5470085470085471,0.45454545454545453,0.5517241379310345,0.5329218106995884,0.4166666666666667,0.5234375,0.596830985915493,0.4423076923076923,0.5822784810126582,0.037037037037037035,0.05555555555555555,0.0851063829787234,0.045454545454545456,18.599791013584117,0.6666666666666666,0.07395993836671803,0.025684931506849314,0.08854166666666667,0.05660377358490566,0.07728894173602854,0.030434782608695653,0.027777777777777776,0.023809523809523808,0.024793388429752067,0.08571428571428572,0.06857142857142857,0.06395348837209303,0.08278145695364239,0.0948905109489051,0.3868312757201646,0.6808510638297872,0.7441860465116279,0.515625,0.18106995884773663,0.4318181818181818,0.4523809523809524,0.42105263157894735,0.3950617283950617,0.46875,0.4838709677419355,,,,,0.037037037037037035,0.1111111111111111,0.1111111111111111,1.0,0.25,0.6666666666666666,,0.359375,0.6956521739130435,0.09375,0.16666666666666666,0.42386831275720166,0.14285714285714285,0.49795622406639,0.44695476190476185,0.4767201612903226,0.1618705035971223,0.16728624535315986,0.06744868035190615,0.2697947214076246,8.976068376068376,34.68888888888889,0.2612559241706161,,,2.0,2.0,,15.0,2.0,4.0,,7.0,25.0,5.0,2.0,6.0,2.0,1.0,1.0,,2.0,2.0,0.03125,0.09090909090909091,0.03571428571428571,0.07272727272727272,1.0,0.35555555555555557,0.08333333333333333,,,2.0,4.0,3.0,5.0,0.041237113402061855,,,,,,,,,,,,,,,,,,,True,,,,,
1922,1610612743,Francisco Elson,Francisco Elson,1922,DEN,19560.0,326,59.0,649,642,172,190,83,1291,24.0,31.0,5.0,6.0,6.0,7.0,5.0,11.0,13.0,32.0,1.0,1.0,,,,,42.0,74,1.0,1.0,19.0,106.0,628,6.0,7.0,5.0,20.0,10.0,16.0,,,9.0,29.0,64.0,20.0,3.0,10.0,,,2.0,10.0,2.0,12.0,2.0,7.0,1.0,2.0,26.0,3.0,12.0,8.0,40.0,52.0,16.0,68,12.0,10.0,2.0,8.0,1.0,5.0,5.0,1.0,3.0,13.0,25.0,45.0,8.0,37.0,3.0,15.0,29.0,172,4.0,0.7619047619047619,0.8648648648648649,1.0,1.0,,1.0,0.5675675675675675,0.8571428571428571,0.625,0.58,0.9375,0.625,0.5760869565217391,0.7692307692307693,0.6304347826086957,0.013333333333333334,0.02702702702702703,0.06451612903225806,,14.208389715832206,0.6153846153846154,0.17167381974248927,0.04838709677419355,0.12698412698412698,0.06521739130434782,0.16216216216216217,0.05102040816326531,0.0875,0.017241379310344827,0.03636363636363636,0.08333333333333333,0.18571428571428572,0.1568627450980392,0.16964285714285715,0.10638297872340426,0.41333333333333333,0.7741935483870968,0.8275862068965517,0.7916666666666666,0.14666666666666667,0.45454545454545453,0.45454545454545453,0.4,0.4266666666666667,0.40625,0.40625,0.013333333333333334,1.0,1.0,1.0,,,,,0.75,0.8333333333333334,0.2,0.4375,0.8571428571428571,,,0.4266666666666667,,0.482,0.5534,0.46398749999999994,0.1724137931034483,0.1744186046511628,0.18867924528301888,0.27358490566037735,8.79054054054054,23.2,0.2650231124807396,,,,1.0,,,1.0,4.0,,2.0,2.0,1.0,,5.0,14.0,13.0,,1.0,14.0,8.0,,0.18181818181818182,0.041666666666666664,0.1875,0.5714285714285714,0.8461538461538461,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.045454545454545456,0.125,1.0,1.0,,,,,,,,,,True,,,,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,73396.0,1223,145.0,2426,2425,736,628,281,4851,106.0,155.0,14.0,23.0,27.0,40.0,8.0,23.0,18.0,45.0,35.0,82.0,18.0,66.0,9.0,26.0,132.0,223,53.0,148.0,80.0,503.0,2464,15.0,24.0,6.0,57.0,34.0,56.0,19.0,54.0,34.0,159.0,160.0,104.0,156.0,20.0,66.0,18.0,17.0,66.0,9.0,75.0,5.0,31.0,11.0,24.0,159.0,7.0,35.0,29.0,75.0,108.0,43.0,151,43.0,26.0,17.0,40.0,4.0,29.0,25.0,3.0,11.0,65.0,59.0,140.0,5.0,101.0,10.0,48.0,159.0,736,26.0,0.6060606060606061,0.6557377049180327,0.9811320754716981,0.3581081081081081,0.35185185185185186,0.3581081081081081,0.5919282511210763,0.625,0.6071428571428571,0.5700808625336927,0.6538461538461539,0.5681818181818182,0.6033653846153846,0.6627906976744186,0.62109375,0.39892183288409705,0.07623318385650224,0.1032258064516129,0.043478260869565216,17.50363901018923,0.6153846153846154,0.08161044613710555,0.041469194312796206,0.11372549019607843,0.03664921465968586,0.08858603066439523,0.04057971014492753,0.04498269896193772,0.044444444444444446,0.037333333333333336,0.04838709677419355,0.08214285714285714,0.08733624454148471,0.07804878048780488,0.10674157303370786,0.41778975741239893,0.6838709677419355,0.762589928057554,0.6320754716981132,0.06199460916442048,0.34782608695652173,0.36363636363636365,0.375,0.12129380053908356,0.4,0.4,0.2210242587601078,0.4268292682926829,0.43209876543209874,1.0,0.1778975741239892,0.2727272727272727,0.28125,0.9444444444444444,0.5897435897435898,0.6086956521739131,0.14285714285714285,0.36363636363636365,0.675,0.23636363636363636,0.34615384615384615,0.816711590296496,0.2727272727272727,0.558373108108108,0.5746328125,0.5433380733944955,0.11735941320293398,0.1839080459770115,0.11332007952286283,0.31610337972166996,4.833632286995515,24.23716216216216,0.3033800494641385,10.0,28.0,6.0,15.0,3.0,4.0,1.0,4.0,3.0,4.0,19.0,8.0,1.0,7.0,18.0,7.0,3.0,8.0,18.0,13.0,,0.05263157894736842,0.011111111111111112,0.12987012987012986,0.7222222222222222,0.5555555555555556,0.15384615384615385,0.2545454545454545,0.35714285714285715,,6.0,4.0,,0.03680981595092025,5.0,9.0,7.0,,0.4666666666666667,0.014925373134328358,0.23076923076923078,0.5555555555555556,1.0,2.0,3.0,1.0,0.02027027027027027,0.012195121951219513,0.030303030303030304,0.3333333333333333,1.0,,True,,,,,
935,1610612743,Bryon Russell,Bryon Russell,935,DEN,16706.0,278,-19.0,573,562,236,218,68,1135,3.0,8.0,,1.0,2.0,3.0,1.0,4.0,3.0,12.0,9.0,17.0,3.0,20.0,2.0,13.0,7.0,24,12.0,37.0,29.0,79.0,572,,3.0,7.0,10.0,3.0,9.0,7.0,19.0,17.0,44.0,10.0,4.0,36.0,,19.0,3.0,3.0,11.0,8.0,19.0,5.0,5.0,1.0,5.0,46.0,2.0,9.0,6.0,22.0,35.0,11.0,46,11.0,6.0,5.0,4.0,3.0,4.0,5.0,1.0,,9.0,20.0,27.0,,31.0,1.0,12.0,44.0,236,4.0,0.7142857142857143,0.7142857142857143,1.0,0.32432432432432434,0.3684210526315789,0.3333333333333333,0.2916666666666667,,0.3333333333333333,0.4098360655737705,0.3,0.48214285714285715,0.5197368421052632,0.5555555555555556,0.5945945945945946,0.6065573770491803,0.125,0.375,,13.076923076923077,0.4444444444444444,0.12154696132596685,0.045,0.10714285714285714,0.027777777777777776,0.11814345991561181,0.04044117647058824,0.018518518518518517,,0.08080808080808081,,0.10810810810810811,0.2,0.08955223880597014,0.06060606060606061,0.13114754098360656,0.375,0.6,0.6666666666666666,0.06557377049180328,0.25,0.25,,0.19672131147540983,0.25,0.25,0.2786885245901639,0.5294117647058824,0.5294117647058824,1.0,0.32786885245901637,0.15,0.15789473684210525,1.0,0.2,,,0.10714285714285714,0.6666666666666666,0.4642857142857143,0.15384615384615385,0.7377049180327869,0.15789473684210525,0.5120166666666667,0.49383999999999995,0.5010648148148148,0.16666666666666666,0.34285714285714286,0.12658227848101267,0.5569620253164557,11.479166666666666,25.129729729729732,0.4118673647469459,5.0,6.0,2.0,2.0,,3.0,,7.0,,1.0,6.0,,,4.0,3.0,2.0,,1.0,3.0,3.0,,0.2692307692307692,,0.17391304347826086,1.0,1.0,0.4,0.21428571428571427,0.8333333333333334,1.0,,1.0,,,,,1.0,1.0,0.5,0.06666666666666667,,,,1.0,1.0,,0.02702702702702703,,0.05,0.5,1.0,,True,,,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,38621.0,644,75.0,1247,1259,272,218,131,2506,41.0,67.0,13.0,21.0,7.0,14.0,8.0,36.0,34.0,91.0,,,,1.0,,,83.0,194,,1.0,43.0,209.0,1276,17.0,33.0,3.0,37.0,12.0,37.0,,,14.0,38.0,112.0,54.0,,24.0,1.0,,5.0,47.0,8.0,55.0,2.0,34.0,6.0,7.0,118.0,6.0,29.0,31.0,123.0,170.0,35.0,205,16.0,12.0,4.0,19.0,5.0,13.0,14.0,1.0,6.0,33.0,30.0,51.0,4.0,58.0,2.0,21.0,38.0,272,5.0,0.6746987951807228,0.7887323943661971,,,,,0.42783505154639173,0.5151515151515151,0.32432432432432434,0.4256410256410256,0.5151515151515151,0.32432432432432434,0.46860986547085204,0.5285714285714286,0.3958333333333333,0.005128205128205128,0.02577319587628866,0.05970149253731343,0.027777777777777776,18.2987848463188,0.5757575757575758,0.24165029469548133,0.0659090909090909,0.2152777777777778,0.07894736842105263,0.23583460949464014,0.06782945736434108,0.05,0.05434782608695652,0.0851063829787234,0.12244897959183673,0.15333333333333332,0.2803030303030303,0.2775330396475771,0.18181818181818182,0.3435897435897436,0.6119402985074627,0.6507936507936508,0.5853658536585366,0.18461538461538463,0.2222222222222222,0.22857142857142856,0.625,0.4666666666666667,0.37362637362637363,0.37362637362637363,,,,,0.005128205128205128,,,,0.6363636363636364,0.6190476190476191,0.15384615384615385,0.3783783783783784,0.5,,,0.3487179487179487,,0.4769430769230769,0.5101428571428572,0.4732864864864864,0.09813084112149532,0.09859154929577464,0.17703349282296652,0.18181818181818182,10.166494845360823,24.6,0.2181234963913392,,,,,,6.0,,16.0,,1.0,6.0,6.0,,9.0,72.0,49.0,3.0,20.0,72.0,42.0,,0.5333333333333333,,0.28888888888888886,0.5833333333333334,0.7941176470588235,,,,,3.0,2.0,,0.028037383177570093,,,,2.0,,,,,,,,,,,,,,,True,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,36692.0,612,40.0,1206,1200,367,255,135,2406,78.0,112.0,17.0,27.0,24.0,30.0,21.0,57.0,20.0,63.0,,,,5.0,,5.0,119.0,232,,5.0,49.0,287.0,1276,19.0,33.0,7.0,45.0,36.0,65.0,,5.0,11.0,83.0,156.0,82.0,,32.0,3.0,,26.0,35.0,6.0,41.0,5.0,25.0,4.0,6.0,88.0,3.0,36.0,19.0,74.0,102.0,40.0,142,22.0,12.0,10.0,27.0,7.0,19.0,26.0,2.0,8.0,53.0,35.0,72.0,3.0,80.0,13.0,41.0,83.0,367,7.0,0.6554621848739496,0.7572815533980582,,,,,0.5129310344827587,0.5757575757575758,0.5538461538461539,0.5021097046413502,0.5588235294117647,0.5142857142857142,0.5314814814814814,0.5487804878048781,0.5123456790123457,0.02109704641350211,0.11206896551724138,0.125,0.17543859649122806,23.607038123167154,0.5094339622641509,0.16228070175438597,0.08591885441527446,0.15833333333333333,0.03296703296703297,0.16145833333333334,0.07647058823529412,0.12,0.11224489795918367,0.04093567251461988,0.03225806451612903,0.1484375,0.128,0.1921182266009852,0.17333333333333334,0.47257383966244726,0.6964285714285714,0.7959183673469388,0.5897435897435898,0.24050632911392406,0.3684210526315789,0.44680851063829785,0.6666666666666666,0.26582278481012656,0.31746031746031744,0.32786885245901637,,,,,0.02109704641350211,,,,0.7941176470588235,0.6296296296296297,,0.42857142857142855,0.8,0.07142857142857142,,0.4936708860759494,,0.4875,0.5232015625,0.47484852941176475,0.15471698113207547,0.1576923076923077,0.156794425087108,0.289198606271777,6.882758620689655,37.059999999999995,0.3043117744610282,,,1.0,1.0,,1.0,1.0,9.0,1.0,5.0,12.0,9.0,,5.0,23.0,16.0,2.0,5.0,23.0,11.0,0.031746031746031744,0.25,0.023809523809523808,0.13333333333333333,0.4782608695652174,0.9,0.029411764705882353,,,2.0,6.0,5.0,1.0,0.06741573033707865,,,,3.0,,0.034482758620689655,,,,,,,,,,,,,True,,,,,
2206,1610612743,Rodney White,Rodney White,2206,DEN,8858.0,148,46.0,286,287,112,84,39,573,7.0,9.0,2.0,2.0,3.0,3.0,6.0,10.0,13.0,31.0,,2.0,9.0,15.0,4.0,5.0,26.0,50,9.0,17.0,11.0,90.0,273,5.0,7.0,1.0,14.0,9.0,18.0,4.0,5.0,8.0,38.0,32.0,20.0,24.0,4.0,15.0,9.0,1.0,7.0,2.0,9.0,,2.0,,5.0,20.0,2.0,3.0,1.0,13.0,14.0,6.0,20,8.0,4.0,4.0,4.0,1.0,2.0,3.0,,2.0,7.0,5.0,17.0,2.0,18.0,2.0,8.0,38.0,112,6.0,0.6153846153846154,0.6666666666666666,0.8888888888888888,0.5294117647058824,0.8,0.5294117647058824,0.52,0.7142857142857143,0.5,0.5895522388059702,0.8125,0.6521739130434783,0.6,0.7777777777777778,0.6785714285714286,0.2537313432835821,0.02,,,24.773413897280967,0.5714285714285714,0.11403508771929824,0.02857142857142857,0.043478260869565216,0.07142857142857142,0.10218978102189781,0.03759398496240601,0.07142857142857142,,0.017543859649122806,0.1111111111111111,0.12121212121212122,0.10344827586206896,0.11538461538461539,0.05263157894736842,0.13432835820895522,0.7777777777777778,0.7777777777777778,0.42857142857142855,0.14925373134328357,0.6,0.6,0.3333333333333333,0.4626865671641791,0.41935483870967744,0.43333333333333335,0.029850746268656716,,,,0.22388059701492538,0.6,0.6,0.8888888888888888,0.25,1.0,,0.13043478260869565,1.0,0.21739130434782608,0.8,0.3880597014925373,0.6,0.4598440298507463,0.4494833333333333,0.44279565217391315,0.1095890410958904,0.14285714285714285,0.15555555555555556,0.4222222222222222,13.564,24.95294117647059,0.3916083916083916,,,1.0,1.0,3.0,2.0,1.0,,,,5.0,2.0,,2.0,4.0,1.0,,3.0,4.0,3.0,0.03225806451612903,,0.07142857142857142,,0.75,0.8461538461538461,0.125,,,,1.0,,,0.03225806451612903,,,1.0,,1.0,,,,,1.0,,,,,,1.0,1.0,,True,,,,,
2403,1610612743,Nene,Nene,2403,DEN,23938.0,399,30.0,791,789,212,187,94,1580,47.0,69.0,12.0,18.0,6.0,10.0,8.0,30.0,8.0,24.0,,,,,,,63.0,123,,,29.0,155.0,802,13.0,22.0,8.0,34.0,10.0,17.0,,,17.0,37.0,96.0,30.0,,18.0,,,16.0,25.0,6.0,31.0,3.0,11.0,5.0,9.0,68.0,5.0,27.0,13.0,53.0,74.0,33.0,107,11.0,7.0,4.0,18.0,2.0,9.0,15.0,3.0,9.0,33.0,20.0,61.0,7.0,48.0,4.0,19.0,37.0,212,6.0,0.7619047619047619,0.8888888888888888,,,,,0.5121951219512195,0.5909090909090909,0.5882352941176471,0.5121951219512195,0.5909090909090909,0.5882352941176471,0.5344827586206896,0.6538461538461539,0.6166666666666667,,0.13008130081300814,0.10144927536231885,0.23333333333333334,19.799777530589544,0.5454545454545454,0.17785234899328858,0.09608540925266904,0.15853658536585366,0.09615384615384616,0.1736842105263158,0.0960960960960961,0.11458333333333333,0.08620689655172414,0.08661417322834646,0.10810810810810811,0.1590909090909091,0.225,0.16153846153846155,0.1791044776119403,0.5609756097560976,0.6811594202898551,0.7580645161290323,0.723404255319149,0.24390243902439024,0.26666666666666666,0.34782608695652173,0.75,0.1951219512195122,0.3333333333333333,0.36363636363636365,,,,,,,,,0.8181818181818182,0.6666666666666666,0.25,0.5882352941176471,0.6,,,0.5609756097560976,,0.5044308943089432,0.5178400000000001,0.48702352941176474,0.13768115942028986,0.13768115942028986,0.21935483870967742,0.23870967741935484,5.469918699186991,,0.26801517067003794,,,,,,3.0,1.0,8.0,,4.0,8.0,5.0,,7.0,16.0,8.0,3.0,5.0,16.0,9.0,0.08333333333333333,0.36363636363636365,0.03333333333333333,0.06666666666666667,0.5625,1.0,,,,,5.0,1.0,,0.11363636363636363,,,,,,0.06666666666666667,,,,,,2.0,,,,,,,True,,,,,
