EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,Travels,Loose Ball Fouls,BlockedLongMidRange,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,DefensiveGoaltends,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,OffensiveGoaltends,HeaveAttempts,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
120,1610612766,Steven Smith,Steven Smith,120,CHA,14037.0,234,20,444,443,203,183,68,887,3.0,9.0,1.0,2.0,5.0,13.0,21.0,6.0,21.0,6.0,12.0,1.0,1.0,1.0,5.0,6.0,24.0,1.0,1.0,8.0,22.0,51.0,12.0,36.0,34.0,114.0,470,4.0,6.0,1.0,2.0,4.0,15.0,9.0,22.0,2.0,13.0,27.0,51.0,24.0,20.0,33.0,3.0,24.0,6.0,2.0,2.0,18.0,4.0,22.0,2.0,2.0,7.0,5.0,6.0,48.0,3.0,2.0,11,3.0,16,3.0,19,1.0,5.0,4.0,1.0,4.0,1.0,3.0,6.0,1.0,1.0,1.0,10.0,1.0,3.0,14,31,3.0,40.0,2.0,2.0,7.0,13.0,3.0,1.0,2.0,3.0,1.0,51.0,203,8.0,0.5454545454545454,0.5454545454545454,0.9166666666666666,0.3333333333333333,0.5,0.15384615384615385,0.3333333333333333,0.43137254901960786,0.6666666666666666,0.4090909090909091,0.45977011494252873,0.6875,0.34285714285714286,0.5380952380952381,0.6818181818181818,0.5204081632653061,0.41379310344827586,0.05555555555555555,0.0392156862745098,0.2222222222222222,0.08333333333333333,0.041666666666666664,21.657250470809796,0.4,0.125,0.0763888888888889,0.017543859649122806,0.058823529411764705,0.07303370786516854,0.013824884792626729,0.018518518518518517,0.0392156862745098,0.018867924528301886,0.07317073170731707,0.14,0.08695652173913043,0.02127659574468085,0.3333333333333333,0.10344827586206896,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.2413793103448276,0.6190476190476191,0.6190476190476191,0.46153846153846156,0.2413793103448276,0.2857142857142857,0.2857142857142857,0.8333333333333334,0.13793103448275862,0.5,0.5454545454545454,1.0,0.27586206896551724,0.25,0.2608695652173913,0.8333333333333334,0.125,0.125,1.0,1.0,0.125,0.14285714285714285,0.4,0.14285714285714285,0.2,0.22857142857142856,0.125,0.5172413793103449,0.25,0.4501545977011494,0.46185714285714285,0.4226871428571429,0.07608695652173914,0.125,0.13157894736842105,0.4473684210526316,11.207843137254903,24.702777777777776,0.4572072072072072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1510,1610612766,Brevin Knight,Brevin Knight,1510,CHA,74370.0,1240,-32,2410,2408,528,528,341,4818,37.0,70.0,6.0,16.0,26.0,29.0,68.0,96.0,221.0,,3.0,,1.0,,,3.0,9.0,1.0,1.0,3.0,162.0,359.0,3.0,12.0,100.0,433.0,2538,17.0,34.0,,2.0,4.0,38.0,46.0,88.0,1.0,3.0,47.0,142.0,78.0,246.0,6.0,3.0,9.0,3.0,20.0,,360.0,33.0,393.0,20.0,13.0,152.0,49.0,159.0,819.0,11.0,23.0,64,6.0,93,14.0,107,,84.0,30.0,54.0,62.0,26.0,51.0,40.0,,11.0,2.0,102.0,8.0,18.0,50,126,8.0,118.0,11.0,21.0,37.0,17.0,1.0,,,1.0,,142.0,528,14.0,0.24074074074074073,0.2422360248447205,0.6666666666666666,0.25,,0.3333333333333333,0.25,0.45125348189415043,0.5,0.5227272727272727,0.44878706199460916,0.4722222222222222,0.521978021978022,0.5036231884057971,0.4868421052631579,0.618421052631579,0.03234501347708895,,0.055710306406685235,0.17142857142857143,,,18.25593761077632,0.6078431372549019,0.1,0.07494145199063232,0.01053639846743295,0.09387755102040816,0.0791628753412193,0.010327022375215147,0.013468013468013467,0.011111111111111112,0.08417508417508418,0.06172839506172839,0.07643312101910828,0.0893854748603352,,,0.18867924528301888,0.5285714285714286,0.6379310344827587,0.13513513513513514,0.18328840970350405,0.4264705882352941,0.48333333333333334,0.06896551724137931,0.5956873315363881,0.4343891402714932,0.4343891402714932,0.3333333333333333,0.008086253369272238,,,,0.02425876010781671,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.027777777777777776,,,0.027777777777777776,0.2857142857142857,0.6153846153846154,,,0.03296703296703297,0.3333333333333333,0.2210242587601078,0.3333333333333333,0.4381281671159031,0.4319532258064515,0.45012252747252746,0.09319899244332494,0.09610389610389611,0.08775981524249422,0.3279445727482679,12.904456824512536,24.84166666666667,0.21908713692946058,4.0,2.0,1.0,2.0,3.0,3.0,1.0,0.11764705882352941,0.021505376344086023,0.00847457627118644,0.008385744234800839,0.0136986301369863,0.10606060606060606,0.6666666666666666,0.5,,,,,,,,,,,,,,,True,,
1751,1610612766,Jahidi White,Jahidi White,1751,CHA,2576.0,43,28,79,81,24,42,8,160,4.0,10.0,3.0,,,,,,,,,,,,,,,,,,4.0,10.0,,,8.0,16.0,64,1.0,3.0,,,,2.0,,,,,6.0,6.0,2.0,6.0,,,,,1.0,,,,,,,,,,,4.0,1.0,6,,7,5.0,12,1.0,,,,3.0,,2.0,1.0,,1.0,,4.0,,2.0,3,7,1.0,22.0,2.0,,9.0,3.0,7.0,7.0,,7.0,5.0,6.0,24,1.0,0.25,0.3333333333333333,,,,,,0.4,0.3333333333333333,,0.4,0.3333333333333333,,0.4,0.25,0.42857142857142855,,,0.1,0.1,,,26.666666666666664,0.75,,0.15384615384615385,0.13793103448275862,0.14285714285714285,0.15217391304347827,0.12903225806451613,0.07142857142857142,0.25,0.125,0.09090909090909091,0.25,,0.2,0.7142857142857143,1.0,0.4,0.4444444444444444,0.25,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,0.56083,0.6130666666666666,,0.5294117647058824,0.5294117647058824,0.125,0.375,0.06,,0.3037974683544304,1.0,2.0,,1.0,,2.0,,,0.3333333333333333,,0.18181818181818182,,0.3333333333333333,0.3333333333333333,,1.0,,,,,,,,,,,,,,True,,
2222,1610612766,Gerald Wallace,Gerald Wallace,2222,CHA,128951.0,2149,-178,4133,4149,1069,1106,588,8282,184.0,320.0,70.0,45.0,86.0,4.0,21.0,81.0,234.0,8.0,29.0,,1.0,1.0,8.0,9.0,33.0,3.0,1.0,13.0,269.0,575.0,17.0,62.0,191.0,780.0,4388,53.0,91.0,,4.0,22.0,128.0,56.0,123.0,2.0,21.0,87.0,205.0,346.0,192.0,51.0,,33.0,9.0,65.0,,114.0,23.0,137.0,8.0,15.0,57.0,21.0,36.0,297.0,98.0,59.0,205,4.0,268,118.0,386,10.0,117.0,71.0,46.0,88.0,12.0,54.0,71.0,9.0,34.0,8.0,159.0,15.0,48.0,76,182,26.0,289.0,29.0,,121.0,38.0,87.0,69.0,15.0,91.0,49.0,205.0,1069,19.0,0.6431226765799256,0.7330508474576272,1.0,0.27419354838709675,,0.09523809523809523,0.27419354838709675,0.4678260869565217,0.5824175824175825,0.45528455284552843,0.46232339089481944,0.5578947368421052,0.4097222222222222,0.5084745762711864,0.5765765765765766,0.5074257425742574,0.09733124018838304,,0.11304347826086956,0.171875,,,19.131334022750774,0.5534591194968553,0.034482758620689655,0.1419667590027701,0.054871220604703244,0.14251207729468598,0.14208826695371368,0.05401387512388504,0.078,0.057494866529774126,0.10836501901140684,0.14936708860759493,0.1701720841300191,0.1554054054054054,0.03508771929824561,0.5384615384615384,0.5023547880690737,0.575,0.6943396226415094,0.5489130434782609,0.03296703296703297,0.19047619047619047,0.25,0.25,0.3673469387755102,0.34615384615384615,0.3537117903930131,0.8765432098765432,0.04552590266875981,0.27586206896551724,0.27586206896551724,1.0,0.05180533751962323,0.2727272727272727,0.2727272727272727,1.0,0.7368421052631579,0.010526315789473684,,,0.031578947368421054,0.5972222222222222,0.5232558139534884,0.05555555555555555,0.125,0.09027777777777778,0.07692307692307693,0.5996860282574569,0.2727272727272727,0.5140550235478807,0.5212456043956044,0.5274149305555552,0.16598079561042525,0.18140929535232383,0.1641025641025641,0.26282051282051283,8.022434782608695,24.35806451612903,0.2586498911202516,45.0,66.0,11.0,9.0,12.0,6.0,3.0,0.23809523809523808,0.05389221556886228,0.04741379310344827,0.03879849812265332,0.05517241379310345,0.11016949152542373,0.6428571428571429,0.13333333333333333,7.0,1.0,4.0,2.0,2.0,1.0,0.021367521367521368,0.034482758620689655,,,,,,,True,,
2574,1610612766,Jason Kapono,Jason Kapono,2574,CHA,19054.0,318,38,628,605,176,177,94,1233,6.0,12.0,2.0,,,7.0,20.0,30.0,73.0,7.0,15.0,,1.0,1.0,4.0,12.0,24.0,3.0,3.0,4.0,43.0,105.0,19.0,39.0,11.0,154.0,587,4.0,12.0,2.0,4.0,3.0,17.0,7.0,23.0,4.0,8.0,6.0,32.0,64.0,22.0,57.0,,24.0,12.0,2.0,,15.0,2.0,17.0,1.0,1.0,8.0,3.0,4.0,36.0,5.0,7.0,23,,30,8.0,38,1.0,5.0,4.0,1.0,5.0,3.0,3.0,7.0,2.0,2.0,,12.0,,4.0,16,28,1.0,14.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,3.0,2.0,32.0,176,3.0,0.7441860465116279,0.8,1.0,0.48717948717948717,0.5,0.5,0.48717948717948717,0.4095238095238095,0.3333333333333333,0.30434782608695654,0.4965277777777778,0.4375,0.41935483870967744,0.5133333333333333,0.5,0.45714285714285713,0.2708333333333333,,0.01904761904761905,0.08333333333333333,,,21.98100407055631,0.4166666666666667,,0.09055118110236221,0.017985611510791366,0.09859154929577464,0.09230769230769231,0.024844720496894408,,0.025,0.1276595744680851,0.075,0.0625,0.10869565217391304,0.0125,0.6666666666666666,0.08333333333333333,0.5,0.5454545454545454,0.5,0.1388888888888889,0.35,0.35,0.5714285714285714,0.5069444444444444,0.410958904109589,0.4166666666666667,0.8333333333333334,0.10416666666666667,0.4666666666666667,0.4666666666666667,1.0,0.16666666666666666,0.5,0.5,1.0,0.125,0.0625,,,0.1875,,,0.12903225806451613,0.25,0.12903225806451613,0.75,0.3541666666666667,0.5,0.44926215277777776,0.452357142857143,0.41011935483870965,0.033783783783783786,0.045871559633027525,0.11038961038961038,0.2077922077922078,14.94095238095238,24.317948717948717,0.2802547770700637,2.0,6.0,3.0,,,1.0,,,,0.06818181818181818,0.024193548387096774,0.0967741935483871,0.08,1.0,,,,,,,,0.0136986301369863,,2.0,0.6666666666666666,1.0,,,,True,,
2056,1610612766,Primoz Brezec,Primoz Brezec,2056,CHA,85991.0,1433,-150,2779,2763,562,558,388,5542,145.0,227.0,99.0,25.0,40.0,52.0,117.0,61.0,160.0,,,,,,,,,,,,258.0,504.0,,,108.0,624.0,2964,64.0,113.0,,,31.0,159.0,42.0,79.0,,,37.0,121.0,350.0,166.0,,,,,36.0,,45.0,4.0,49.0,4.0,,16.0,9.0,20.0,102.0,126.0,38.0,128,12.0,178,139.0,317,16.0,22.0,14.0,8.0,31.0,6.0,19.0,36.0,7.0,12.0,,67.0,8.0,14.0,69,109,7.0,147.0,16.0,4.0,64.0,16.0,26.0,24.0,1.0,27.0,16.0,121.0,562,13.0,0.6782945736434108,0.8536585365853658,,,,,,0.5119047619047619,0.5663716814159292,0.5316455696202531,0.5119047619047619,0.5663716814159292,0.5316455696202531,0.545774647887324,0.5939849624060151,0.5931372549019608,,,0.07142857142857142,0.11013215859030837,,,19.51369652200677,0.4626865671641791,0.1875,0.13008130081300814,0.10387469084913438,0.14785992217898833,0.13376309427880742,0.10147058823529412,0.15454545454545454,0.12012012012012012,0.11813186813186813,0.13333333333333333,0.14,0.15384615384615385,0.0761904761904762,0.5925925925925926,0.4503968253968254,0.6387665198237885,0.7178217821782178,0.593103448275862,0.23214285714285715,0.4444444444444444,0.48148148148148145,0.6346153846153846,0.31746031746031744,0.38125,0.3860759493670886,0.9180327868852459,,,,,,,,,0.8761061946902655,,,,,0.5063291139240507,0.625,,,,,0.4503968253968254,,0.481904761904762,0.551275,0.4979607594936708,0.11594202898550725,0.11594202898550725,0.2548076923076923,0.19391025641025642,7.808333333333334,,0.20223101835192514,57.0,106.0,12.0,1.0,7.0,10.0,1.0,0.07692307692307693,0.010309278350515464,0.08163265306122448,0.06363636363636363,0.07954545454545454,0.13333333333333333,0.5757575757575758,0.10526315789473684,,,1.0,,1.0,1.0,0.0125,0.0847457627118644,,,,6.0,,,True,,
2078,1610612766,Jason Hart,Jason Hart,2078,CHA,52840.0,881,-91,1684,1698,456,514,229,3382,33.0,57.0,3.0,11.0,17.0,14.0,39.0,58.0,115.0,3.0,6.0,1.0,1.0,2.0,3.0,12.0,29.0,2.0,6.0,11.0,105.0,211.0,15.0,35.0,64.0,319.0,1762,9.0,14.0,2.0,3.0,5.0,29.0,30.0,53.0,8.0,14.0,40.0,124.0,90.0,120.0,42.0,3.0,29.0,12.0,12.0,,126.0,32.0,158.0,17.0,15.0,35.0,20.0,71.0,348.0,5.0,24.0,56,7.0,87,6.0,93,1.0,49.0,26.0,23.0,29.0,7.0,21.0,20.0,1.0,8.0,1.0,49.0,3.0,17.0,37,80,7.0,78.0,3.0,5.0,15.0,23.0,4.0,2.0,2.0,4.0,2.0,124.0,456,13.0,0.42857142857142855,0.42857142857142855,0.9333333333333333,0.42857142857142855,0.6666666666666666,0.5714285714285714,0.42857142857142855,0.4976303317535545,0.6428571428571429,0.5660377358490566,0.5182926829268293,0.7058823529411765,0.6268656716417911,0.5622775800711743,0.7,0.6813186813186813,0.14227642276422764,,0.05687203791469194,0.14035087719298245,,,16.78607983623337,0.5918367346938775,0.14893617021276595,0.09911504424778761,0.006793478260869565,0.13259668508287292,0.10723860589812333,0.005995203836930456,0.00980392156862745,0.009523809523809525,0.08056872037914692,0.0967741935483871,0.12060301507537688,0.11363636363636363,0.008928571428571428,0.5,0.23170731707317074,0.5789473684210527,0.673469387755102,0.42424242424242425,0.15853658536585366,0.358974358974359,0.3783783783783784,0.42857142857142855,0.46747967479674796,0.5043478260869565,0.5132743362831859,0.43103448275862066,0.024390243902439025,0.5,0.5,1.0,0.11788617886178862,0.41379310344827586,0.41379310344827586,0.9166666666666666,0.17647058823529413,0.058823529411764705,1.0,1.0,0.11764705882352941,0.2537313432835821,0.6470588235294118,0.04477611940298507,0.6666666666666666,0.16417910447761194,0.5454545454545454,0.37398373983739835,0.41379310344827586,0.4517024390243903,0.47400000000000003,0.45500597014925376,0.05813953488372093,0.06726457399103139,0.09090909090909091,0.3887147335423197,11.942180094786734,24.91142857142857,0.27078384798099764,2.0,,,1.0,3.0,1.0,,0.05128205128205128,0.015625,,0.003105590062111801,,0.1836734693877551,0.6666666666666666,0.5,1.0,,,,,,0.017391304347826087,,1.0,0.5,1.0,,,,True,,
2408,1610612766,Melvin Ely,Melvin Ely,2408,CHA,44678.0,745,-40,1375,1399,378,438,206,2774,57.0,100.0,35.0,16.0,26.0,53.0,146.0,6.0,27.0,,,,,,,,,,,,116.0,273.0,,,58.0,290.0,1471,21.0,51.0,,,12.0,54.0,34.0,68.0,,,21.0,89.0,108.0,124.0,,,,,12.0,,21.0,8.0,29.0,5.0,3.0,14.0,,7.0,66.0,62.0,19.0,55,19.0,93,68.0,161,7.0,13.0,12.0,1.0,26.0,1.0,16.0,23.0,,10.0,,49.0,5.0,9.0,45,87,10.0,96.0,8.0,,47.0,5.0,33.0,22.0,8.0,33.0,21.0,89.0,378,10.0,0.46551724137931033,0.5346534653465347,,,,,,0.4249084249084249,0.4117647058823529,0.5,0.4249084249084249,0.4117647058823529,0.5,0.45741324921135645,0.45,0.5235294117647059,,,0.04395604395604396,0.11,,,22.64851485148515,0.5306122448979592,0.4523809523809524,0.11,0.10299003322259136,0.1386861313868613,0.11616954474097331,0.09940652818991098,0.11042944785276074,0.08421052631578947,0.1005586592178771,0.09701492537313433,0.12834224598930483,0.12244897959183673,0.04827586206896552,0.6363636363636364,0.3663003663003663,0.57,0.6404494382022472,0.43859649122807015,0.5347985347985348,0.363013698630137,0.36551724137931035,0.4716981132075472,0.0989010989010989,0.2222222222222222,0.2222222222222222,0.6666666666666666,,,,,,,,,0.6862745098039216,,,,,0.38235294117647056,0.6153846153846154,,,,,0.3663003663003663,,0.4461446886446886,0.5171612244897958,0.4524955882352941,0.15064102564102563,0.15064102564102563,0.18620689655172415,0.30689655172413793,5.78974358974359,,0.27490909090909094,17.0,30.0,5.0,1.0,6.0,5.0,3.0,0.00684931506849315,0.01694915254237288,0.06944444444444445,0.11244979919678715,0.06382978723404255,0.1794871794871795,0.4857142857142857,0.17647058823529413,,,,,,1.0,,0.08,,,,3.0,1.0,,True,,
2441,1610612766,Jamal Sampson,Jamal Sampson,2441,CHA,5508.0,92,-33,170,176,83,75,27,346,4.0,6.0,2.0,,1.0,2.0,4.0,2.0,5.0,,,,,,,,,,,,8.0,15.0,,,9.0,25.0,179,2.0,4.0,,,2.0,6.0,,2.0,,,5.0,5.0,10.0,6.0,,,,,1.0,,1.0,,1.0,,,,1.0,,2.0,7.0,4.0,12,2.0,18,8.0,26,1.0,1.0,1.0,,3.0,,1.0,4.0,,2.0,,7.0,1.0,3.0,8,22,3.0,13.0,1.0,,6.0,1.0,5.0,3.0,2.0,5.0,4.0,5.0,83,5.0,0.625,0.8333333333333334,,,,,,0.5333333333333333,0.5,,0.5333333333333333,0.5,,0.5952380952380952,0.6,0.5,,,0.06666666666666667,,,,13.793103448275863,0.42857142857142855,0.4,0.20689655172413793,0.08433734939759036,0.19047619047619047,0.20253164556962025,0.07526881720430108,0.14285714285714285,0.09523809523809523,0.19047619047619047,0.2777777777777778,0.15789473684210525,0.26666666666666666,0.16666666666666666,0.8,0.4,0.6666666666666666,0.6666666666666666,0.75,0.26666666666666666,0.5,0.6666666666666666,,0.3333333333333333,0.4,0.4,1.0,,,,,,,,,0.5,,,,,0.5,,,,,,0.4,,0.44786000000000004,0.46634999999999993,0.4789,0.3,0.3,0.24,0.2,7.679999999999999,,0.48823529411764705,1.0,4.0,,1.0,1.0,2.0,,0.25,0.07692307692307693,,0.04878048780487805,,,0.5,,,,,,,,,,,,,,,,True,,
2731,1610612766,Emeka Okafor,Emeka Okafor,2731,CHA,93895.0,1565,-167,3018,3030,719,719,435,6048,132.0,216.0,68.0,19.0,35.0,66.0,209.0,63.0,178.0,,,,,,,,,,,,261.0,603.0,,,131.0,653.0,3222,60.0,105.0,,,39.0,159.0,48.0,118.0,,,54.0,150.0,388.0,134.0,,,,,47.0,,30.0,11.0,41.0,9.0,2.0,12.0,6.0,12.0,93.0,129.0,49.0,227,29.0,305,152.0,457,6.0,40.0,30.0,10.0,34.0,11.0,11.0,42.0,4.0,23.0,3.0,76.0,15.0,17.0,65,130,11.0,206.0,20.0,,99.0,15.0,64.0,51.0,12.0,65.0,36.0,150.0,719,17.0,0.7432950191570882,0.8858447488584474,,,,,,0.43283582089552236,0.5714285714285714,0.4067796610169492,0.43283582089552236,0.5714285714285714,0.4067796610169492,0.4684361549497848,0.6068702290076335,0.4716981132075472,,,0.0779436152570481,0.11574074074074074,,,21.84493491794001,0.4473684210526316,0.35802469135802467,0.21415094339622642,0.09706546275395034,0.16723549488054607,0.2039911308203991,0.09825033647375504,0.12894736842105264,0.08806818181818182,0.19072164948453607,0.24822695035460993,0.2128205128205128,0.16744186046511628,0.020477815699658702,0.5538461538461539,0.3582089552238806,0.6111111111111112,0.6910994764397905,0.6666666666666666,0.3466003316749585,0.3157894736842105,0.3492063492063492,0.696969696969697,0.29519071310116085,0.3539325842696629,0.35795454545454547,0.9523809523809523,,,,,,,,,0.6476190476190476,,,,,0.2966101694915254,0.5428571428571428,,,,,0.3582089552238806,,0.4638925373134329,0.5274157894736843,0.4353838983050847,0.14516129032258066,0.14516129032258066,0.2434915773353752,0.22970903522205208,8.173466003316754,,0.23823724320742212,44.0,84.0,17.0,6.0,10.0,16.0,1.0,0.09569377990430622,0.04878048780487805,0.10828025477707007,0.08207705192629816,0.08791208791208792,0.16666666666666666,0.6470588235294118,0.1590909090909091,3.0,1.0,1.0,1.0,,2.0,0.011235955056179775,0.13636363636363635,,,,2.0,1.0,,True,,
