EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,HeaveAttempts,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,SecondChanceCorner3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,FoulsDrawn,Offensive Fouls Drawn,Arc3PctBlocked,on,BlockedCorner3,3pt And 1 Free Throw Trips
1519,1610612750,John Thomas,John Thomas,1519,MIN,11146.0,186,37,336,340,59.0,77,46,676,14.0,23.0,4.0,9.0,3.0,5.0,2.0,8.0,16,31,11.0,43,336,5.0,10.0,1.0,11.0,3.0,7.0,3.0,9.0,24,8,6.0,4.0,3.0,1.0,4.0,1.0,3.0,9.0,12.0,23,1.0,24,12.0,36,3.0,2.0,1.0,5.0,4.0,4.0,1.0,1.0,9.0,3.0,11,31,2.0,20.0,2.0,8.0,3.0,4.0,3.0,1.0,4.0,2.0,1.0,9.0,59.0,4.0,0.75,0.9230769230769231,0.5161290322580645,0.5,0.42857142857142855,0.5161290322580645,0.5,0.42857142857142855,0.5375,0.5,0.45,0.12903225806451613,0.13043478260869565,0.125,12.760416666666668,0.5555555555555556,0.16666666666666666,0.16428571428571428,0.09917355371900827,0.1393939393939394,0.0821917808219178,0.09375,0.07142857142857142,0.11475409836065574,0.1951219512195122,0.15789473684210525,0.14754098360655737,0.5,0.7419354838709677,0.6086956521739131,0.7,0.8571428571428571,0.25806451612903225,0.25,0.2857142857142857,0.9,0.4444444444444444,0.5,0.7142857142857143,0.6,0.7419354838709677,0.5182774193548387,0.51688,0.5110571428571429,0.21621621621621623,0.21621621621621623,0.2558139534883721,0.20930232558139536,1.8129032258064515,0.17559523809523808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1607,1610612750,Troy Hudson,Troy Hudson,1607,MIN,64222.0,1070,-71,1953,1967,467.0,534,281,3920,22.0,51.0,1.0,2.0,6.0,15.0,12.0,39.0,98,231,45.0,403,2115,5.0,18.0,3.0,40.0,16.0,52.0,24.0,98.0,50,146,2.0,21.0,144.0,21.0,165.0,15.0,68.0,351.0,8.0,48,2.0,58,11.0,69,14.0,8.0,6.0,49.0,32.0,18.0,17.0,,67.0,13.0,23,75,7.0,59.0,4.0,17.0,11.0,4.0,1.0,3.0,4.0,2.0,,98.0,467.0,13.0,0.25510204081632654,0.25773195876288657,0.42424242424242425,0.2777777777777778,0.3076923076923077,0.45897435897435895,0.4625,0.3894736842105263,0.47946859903381644,0.47560975609756095,0.44144144144144143,0.09090909090909091,0.27450980392156865,0.15384615384615385,21.080368906455863,0.7313432835820896,0.046511627906976744,0.058823529411764705,0.010526315789473684,0.05539070227497527,0.011213047910295617,0.010869565217391304,0.003787878787878788,0.016025641025641024,0.043137254901960784,0.04524886877828054,0.07941176470588235,0.5,0.13076923076923078,0.43137254901960786,0.5945945945945946,0.09090909090909091,0.1,0.3076923076923077,0.36363636363636365,0.05,0.5,,0.15789473684210525,0.4,0.5384615384615384,0.48018743589743584,0.50095,0.4698236842105263,0.04218362282878412,0.06967213114754098,0.09925558312655088,0.24317617866004962,13.236796536796538,0.23911930363543266,64.0,141.0,3.0,14.0,3.0,2.0,4.0,51.0,145.0,9.0,19.0,12.0,39.0,54.0,159.0,9.0,22.0,14.0,43.0,117.0,45.0,145.0,51.0,6.0,46.0,30.0,3.0,8.0,1.0,5.0,2.0,9.0,2.0,8.0,0.7222222222222222,0.33962264150943394,0.4090909090909091,0.32558139534883723,0.33962264150943394,0.4076923076923077,0.0070921985815602835,0.041025641025641026,0.013574660633484163,0.010810810810810811,0.027777777777777776,0.04964539007092199,0.018518518518518517,0.004807692307692308,0.25,0.36153846153846153,0.45390070921985815,0.45714285714285713,0.3125,0.035897435897435895,0.21428571428571427,0.21428571428571427,1.0,0.3717948717948718,0.35172413793103446,0.35172413793103446,0.7058823529411765,0.075,0.475,0.47368421052631576,0.7777777777777778,0.042105263157894736,0.5,0.4105263157894737,0.3076923076923077,0.35172413793103446,25.08364779874214,,,,,,,,,,,,,,,,,,,,,,,True,,
1709,1610612750,Michael Olowokandi,Michael Olowokandi,1709,MIN,36556.0,609,-61,1122,1127,210.0,226,158,2249,24.0,40.0,13.0,24.0,3.0,4.0,57.0,131.0,85,186,22.0,192,1168,27.0,48.0,5.0,59.0,12.0,26.0,13.0,37.0,94,76,30.0,11.0,15.0,4.0,19.0,4.0,7.0,42.0,48.0,89,10.0,120,55.0,175,8.0,6.0,2.0,15.0,9.0,25.0,6.0,6.0,40.0,4.0,41,86,13.0,33.0,3.0,13.0,5.0,28.0,19.0,9.0,28.0,20.0,,37.0,210.0,5.0,0.5529411764705883,0.6714285714285714,0.45698924731182794,0.5625,0.46153846153846156,0.45698924731182794,0.5625,0.46153846153846156,0.47761194029850745,0.5784313725490197,0.5441176470588235,0.05913978494623656,0.125,0.03816793893129771,18.229954614220876,0.375,0.38461538461538464,0.1943231441048035,0.09430255402750491,0.19264448336252188,0.0929054054054054,0.1523809523809524,0.052083333333333336,0.10377358490566038,0.14393939393939395,0.22137404580152673,0.21025641025641026,0.7142857142857143,0.21505376344086022,0.6,0.6857142857142857,0.5416666666666666,0.7043010752688172,0.4351145038167939,0.4523809523809524,0.5,0.5416666666666666,0.15384615384615385,0.15384615384615385,0.75,0.21505376344086022,0.42223225806451614,0.48104318181818184,0.39362307692307696,0.0663265306122449,0.0663265306122449,0.3072916666666667,0.19270833333333334,7.4064516129032265,0.18716577540106952,4.0,15.0,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,7.0,21.0,4.0,2.0,,6.0,10.0,,,,,,,,0.06666666666666667,0.18584070796460178,0.08433734939759036,0.057971014492753624,0.21428571428571427,0.2,0.15151515151515152,0.044444444444444446,0.5614035087719298,0.08064516129032258,0.26666666666666666,0.2857142857142857,0.5,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,True,,
2239,1610612750,Trenton Hassell,Trenton Hassell,2239,MIN,124310.0,2072,-63,3804,3833,938.0,1126,525,7637,79.0,146.0,14.0,35.0,20.0,26.0,49.0,114.0,224,464,90.0,541,4069,25.0,63.0,15.0,65.0,48.0,87.0,28.0,124.0,302,146,26.0,32.0,104.0,24.0,128.0,19.0,41.0,280.0,61.0,90,5.0,139,80.0,219,30.0,13.0,17.0,36.0,25.0,28.0,11.0,3.0,64.0,14.0,78,200,6.0,114.0,20.0,54.0,13.0,30.0,13.0,13.0,30.0,19.0,,124.0,938.0,26.0,0.6741071428571429,0.7156398104265402,0.4827586206896552,0.3968253968253968,0.5517241379310345,0.4747368421052632,0.3968253968253968,0.5161290322580645,0.5181992337164751,0.4642857142857143,0.5688073394495413,0.06896551724137931,0.1506849315068493,0.06140350877192982,13.254919701425017,0.5625,0.04504504504504504,0.05855562784645413,0.04066666666666666,0.06971904266389178,0.04245029554003224,0.060790273556231005,0.03909465020576132,0.032116788321167884,0.06625258799171843,0.05200945626477541,0.05705229793977813,0.6333333333333333,0.30736842105263157,0.541095890410959,0.6370967741935484,0.6329113924050633,0.24,0.4298245614035088,0.45794392523364486,0.5555555555555556,0.4,0.2857142857142857,0.27956989247311825,0.7692307692307693,0.33052631578947367,0.44879735169491525,0.5005788461538462,0.4357377777777778,0.10609037328094302,0.10843373493975904,0.12014787430683918,0.22920517560073936,10.162068965517237,0.2465825446898002,96.0,204.0,,,,,,1.0,11.0,,,,6.0,1.0,11.0,,,,6.0,3.0,,9.0,1.0,5.0,37.0,26.0,18.0,44.0,7.0,12.0,2.0,14.0,10.0,,1.0,0.09090909090909091,,,0.1111111111111111,0.023157894736842106,0.014705882352941176,0.11428571428571428,0.04986149584487535,0.05351170568561873,0.03225806451612903,0.10839160839160839,0.13131313131313133,0.0330188679245283,0.32653061224489793,0.42947368421052634,0.47058823529411764,0.47761194029850745,0.8854166666666666,,,,,0.023157894736842106,0.09090909090909091,0.09090909090909091,1.0,,,,,,,0.06451612903225806,,0.1111111111111111,31.75454545454545,,1.0,1.0,2.0,1.0,4.0,0.010752688172043012,,,,,,,,,,,,,,,,True,,
84,1610612750,Latrell Sprewell,Latrell Sprewell,84,MIN,74216.0,1237,-18,2274,2292,507.0,599,305,4566,45.0,89.0,6.0,13.0,13.0,18.0,37.0,90.0,164,396,86.0,501,2387,19.0,45.0,9.0,53.0,32.0,70.0,36.0,115.0,196,132,16.0,24.0,88.0,13.0,101.0,12.0,40.0,215.0,22.0,79,3.0,103,26.0,129,26.0,19.0,7.0,46.0,26.0,25.0,20.0,6.0,71.0,15.0,33,68,5.0,106.0,11.0,40.0,13.0,13.0,7.0,2.0,14.0,9.0,,115.0,507.0,8.0,0.5975609756097561,0.6282051282051282,0.41414141414141414,0.4222222222222222,0.45714285714285713,0.4217479674796748,0.4,0.4388888888888889,0.4626865671641791,0.42063492063492064,0.518348623853211,0.06060606060606061,0.16853932584269662,0.06666666666666667,23.062310030395135,0.647887323943662,0.04411764705882353,0.08342133051742344,0.023681377825618945,0.0847457627118644,0.02158273381294964,0.014084507042253521,0.02768166089965398,0.02576112412177986,0.05245901639344262,0.08835341365461848,0.10432569974554708,0.6428571428571429,0.18089430894308944,0.5056179775280899,0.6081081081081081,0.4666666666666667,0.18292682926829268,0.4111111111111111,0.44047619047619047,0.23636363636363636,0.46153846153846156,0.16666666666666666,0.2,0.7222222222222222,0.37601626016260165,0.47566571428571425,0.4651544444444445,0.46991704545454543,0.08030592734225621,0.09411764705882353,0.10578842315369262,0.22954091816367264,12.268434343434343,0.22295514511873352,82.0,217.0,14.0,37.0,5.0,2.0,9.0,15.0,59.0,,5.0,3.0,11.0,29.0,96.0,2.0,10.0,5.0,20.0,81.0,6.0,57.0,15.0,1.0,25.0,23.0,2.0,21.0,5.0,6.0,6.0,10.0,1.0,5.0,0.9310344827586207,0.3020833333333333,0.2,0.25,0.30851063829787234,0.1951219512195122,0.013824884792626729,0.09012875536480687,0.01092896174863388,0.013605442176870748,,0.09659090909090909,0.07017543859649122,0.01858736059479554,0.5135135135135135,0.4410569105691057,0.3778801843317972,0.38317757009345793,0.7073170731707317,0.07520325203252033,0.3783783783783784,0.3888888888888889,1.0,0.11991869918699187,0.2542372881355932,0.2542372881355932,0.8666666666666667,0.09090909090909091,0.09090909090909091,,,0.1,0.2222222222222222,0.12222222222222222,0.2727272727272727,0.2631578947368421,24.868750000000002,,,,2.0,2.0,4.0,0.0392156862745098,2.0,1.0,1.0,2.0,1.0,1.0,0.010416666666666666,0.02702702702702703,0.4,1.0,0.02040816326530612,,,,,True,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,46534.0,776,-63,1437,1449,471.0,533,194,2886,59.0,77.0,15.0,18.0,19.0,29.0,27.0,53.0,131,242,95.0,411,1576,22.0,37.0,15.0,68.0,34.0,72.0,33.0,113.0,164,98,22.0,12.0,42.0,8.0,50.0,8.0,14.0,108.0,17.0,41,4.0,63,27.0,90,10.0,7.0,3.0,14.0,9.0,29.0,5.0,5.0,43.0,16.0,21,65,12.0,109.0,10.0,44.0,12.0,4.0,,4.0,4.0,4.0,,113.0,471.0,10.0,0.6259541984732825,0.6833333333333333,0.5413223140495868,0.5945945945945946,0.4722222222222222,0.5266666666666666,0.6309523809523809,0.449438202247191,0.5867052023121387,0.68,0.5280373831775701,0.049586776859504134,0.07792207792207792,0.05660377358490566,23.447860156720918,0.32558139534883723,0.08695652173913043,0.07522935779816514,0.03288201160541586,0.08452722063037249,0.039705882352941174,0.052083333333333336,0.0058823529411764705,0.043824701195219126,0.07344632768361582,0.06369426751592357,0.08530805687203792,1.0,0.25666666666666665,0.7662337662337663,0.8309859154929577,0.711864406779661,0.17666666666666667,0.5094339622641509,0.54,0.42857142857142855,0.8333333333333334,0.26666666666666666,0.3258426966292135,0.6551724137931034,0.45,0.4796186666666667,0.4748449999999999,0.4820651685393259,0.1317365269461078,0.15942028985507245,0.1654501216545012,0.2749391727493917,10.736776859504129,0.3277661795407098,45.0,112.0,8.0,26.0,4.0,2.0,8.0,10.0,32.0,1.0,1.0,2.0,9.0,18.0,58.0,3.0,5.0,4.0,17.0,48.0,6.0,32.0,10.0,,21.0,7.0,10.0,18.0,4.0,6.0,4.0,1.0,6.0,7.0,0.8888888888888888,0.3103448275862069,0.6,0.23529411764705882,0.3103448275862069,0.19333333333333333,0.026785714285714284,0.11764705882352941,0.06134969325153374,0.06766917293233082,0.03333333333333333,0.11304347826086956,0.13157894736842105,0.028985507246376812,0.4074074074074074,0.37333333333333335,0.4017857142857143,0.41284403669724773,0.6444444444444445,0.08666666666666667,0.3076923076923077,0.3076923076923077,1.0,0.10666666666666667,0.3125,0.3125,0.8,0.09523809523809523,0.023809523809523808,1.0,1.0,0.0898876404494382,0.25,0.10112359550561797,0.2222222222222222,0.3125,24.20172413793103,,,3.0,,,,,2.0,,2.0,,,,,,0.5,1.0,,1.0,1.0,1.0,,True,,
2058,1610612750,Mark Madsen,Mark Madsen,2058,MIN,15340.0,256,-3,455,470,92.0,147,68,925,9.0,20.0,3.0,7.0,3.0,6.0,2.0,4.0,12,25,9.0,33,494,3.0,7.0,4.0,10.0,3.0,6.0,2.0,8.0,16,8,6.0,6.0,7.0,4.0,11.0,3.0,4.0,26.0,23.0,20,2.0,27,28.0,55,,,,3.0,1.0,5.0,2.0,,8.0,,22,42,5.0,15.0,1.0,6.0,2.0,4.0,2.0,2.0,4.0,3.0,,8.0,92.0,4.0,0.6666666666666666,0.8888888888888888,0.48,0.42857142857142855,0.5,0.48,0.42857142857142855,0.5,0.515625,0.45454545454545453,0.5,0.24,0.3,,7.4487895716946,0.375,0.16666666666666666,0.10752688172043011,0.12432432432432433,0.1111111111111111,0.11842105263157894,0.11363636363636363,0.14893617021276595,0.11702127659574468,0.19444444444444445,0.13333333333333333,0.05555555555555555,0.75,0.8,0.45,0.6428571428571429,0.6666666666666666,0.16,0.5,0.5,1.0,0.42857142857142855,,1.0,0.5,0.8,0.5321680000000001,0.5576166666666668,0.5663333333333332,0.2,0.2,0.30303030303030304,0.24242424242424243,1.92,0.2021978021978022,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,4.0,5.0,,,,1.0,6.0,,,,,,,,,0.1282051282051282,0.09302325581395349,0.08108108108108109,0.16666666666666666,0.16666666666666666,,,1.0,0.04,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.125,,,,,,,,,,,,,,,,True,,
697,1610612750,Fred Hoiberg,Fred Hoiberg,697,MIN,26599.0,443,-7,823,827,243.0,270,105,1650,8.0,10.0,2.0,2.0,1.0,1.0,1.0,6.0,22,43,28.0,150,896,2.0,2.0,,22.0,5.0,7.0,18.0,46.0,40,4,2.0,,27.0,5.0,32.0,4.0,13.0,69.0,9.0,32,6.0,53,10.0,63,18.0,9.0,9.0,5.0,4.0,4.0,1.0,1.0,9.0,5.0,19,36,,33.0,2.0,3.0,10.0,6.0,4.0,2.0,7.0,3.0,,46.0,243.0,7.0,0.9090909090909091,0.9523809523809523,0.5116279069767442,1.0,0.7142857142857143,0.6161616161616161,0.9166666666666666,0.6666666666666666,0.65,0.9166666666666666,0.7258064516129032,,,,12.659574468085106,0.5555555555555556,0.23076923076923078,0.10094637223974763,0.031914893617021274,0.11604938271604938,0.02610966057441253,0.03636363636363636,0.018867924528301886,0.04132231404958678,0.08421052631578947,0.10989010989010989,0.10687022900763359,0.42857142857142855,0.10101010101010101,0.8,0.8,0.875,0.06060606060606061,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,0.5,0.047619047619047616,1.0,0.6666666666666666,0.5059020202020202,0.5579777777777778,0.4832261904761904,0.03,0.06818181818181818,0.14666666666666667,0.30666666666666664,14.293023255813955,0.29526123936816523,13.0,27.0,6.0,14.0,,2.0,3.0,20.0,42.0,6.0,10.0,4.0,11.0,26.0,56.0,6.0,10.0,6.0,14.0,78.0,,42.0,20.0,1.0,5.0,9.0,1.0,15.0,1.0,2.0,1.0,1.0,1.0,9.0,1.0,0.4642857142857143,0.6,0.42857142857142855,0.4642857142857143,0.5656565656565656,,0.17045454545454544,0.009900990099009901,0.011363636363636364,,0.19047619047619047,0.12,0.02040816326530612,,0.2727272727272727,0.48148148148148145,0.48148148148148145,1.0,0.1414141414141414,0.42857142857142855,0.42857142857142855,1.0,0.42424242424242425,0.47619047619047616,0.4878048780487805,1.0,,0.8333333333333334,0.6,1.0,0.14285714285714285,0.6666666666666666,0.5238095238095238,0.36363636363636365,0.47619047619047616,24.51964285714286,,,,,,,,,1.0,,,1.0,1.0,0.017857142857142856,,,,,,,,0.023809523809523808,True,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,104006.0,1733,-7,3193,3214,794.0,992,436,6407,134.0,205.0,27.0,41.0,32.0,47.0,115.0,273.0,381,743,233.0,1001,3405,46.0,89.0,28.0,123.0,78.0,161.0,103.0,262.0,510,252,58.0,36.0,191.0,48.0,239.0,33.0,98.0,526.0,102.0,362,50.0,482,136.0,618,66.0,56.0,10.0,55.0,26.0,61.0,29.0,13.0,116.0,35.0,44,117,23.0,297.0,24.0,123.0,37.0,62.0,43.0,18.0,63.0,47.0,,262.0,794.0,15.0,0.6692913385826772,0.7244318181818182,0.5127860026917901,0.5168539325842697,0.484472049689441,0.5065963060686016,0.5277777777777778,0.4676470588235294,0.5598434004474273,0.5694444444444444,0.5670995670995671,0.04845222072678331,0.08292682926829269,0.054945054945054944,27.28254997298757,0.47413793103448276,0.5208333333333334,0.28149300155520995,0.08025177025963807,0.2674922600619195,0.08658854166666667,0.08771929824561403,0.09644670050761421,0.06587837837837837,0.24438902743142144,0.29394812680115273,0.30111524163568776,0.746031746031746,0.2704485488126649,0.6536585365853659,0.7127659574468085,0.6492537313432836,0.36015831134564646,0.42124542124542125,0.44573643410852715,0.45555555555555555,0.6585365853658537,0.14814814814814814,0.27647058823529413,0.6808510638297872,0.29023746701846964,0.4400687169312169,0.45714817073170744,0.4314745562130178,0.14352392065344224,0.14608076009501186,0.12287712287712288,0.26173826173826176,9.942664872139975,0.2486689633573442,132.0,265.0,,,,,,2.0,15.0,1.0,1.0,1.0,9.0,2.0,15.0,1.0,1.0,1.0,9.0,3.0,3.0,14.0,2.0,15.0,63.0,30.0,31.0,70.0,12.0,15.0,5.0,15.0,9.0,1.0,0.5,0.13333333333333333,1.0,0.1111111111111111,0.14285714285714285,0.01978891820580475,0.01509433962264151,0.2127659574468085,0.1169811320754717,0.107981220657277,0.15384615384615385,0.2217741935483871,0.18518518518518517,0.036036036036036036,0.5130434782608696,0.3496042216358839,0.4981132075471698,0.5057471264367817,0.8257575757575758,,,,,0.01978891820580475,0.13333333333333333,0.13333333333333333,0.5,,0.011111111111111112,1.0,,,,0.052941176470588235,0.1111111111111111,0.14285714285714285,28.413333333333334,15.0,1.0,4.0,1.0,3.0,1.0,0.03571428571428571,,,2.0,,1.0,1.0,,,,,,,,,,True,,
2204,1610612750,Eddie Griffin,Eddie Griffin,2204,MIN,41158.0,686,-26,1262,1273,381.0,427,188,2535,25.0,60.0,11.0,31.0,9.0,19.0,18.0,55.0,61,156,29.0,238,1399,23.0,53.0,7.0,59.0,22.0,46.0,14.0,79.0,66,56,38.0,19.0,20.0,2.0,22.0,1.0,10.0,46.0,62.0,89,13.0,132,74.0,206,10.0,7.0,3.0,16.0,11.0,7.0,5.0,3.0,23.0,6.0,47,61,1.0,41.0,3.0,17.0,5.0,54.0,44.0,7.0,54.0,35.0,1.0,79.0,381.0,3.0,0.5409836065573771,0.7857142857142857,0.391025641025641,0.4339622641509434,0.4782608695652174,0.4003831417624521,0.40625,0.4513888888888889,0.425,0.427536231884058,0.4817073170731707,0.12179487179487179,0.16666666666666666,0.16363636363636364,20.349227669576898,0.6956521739130435,0.30952380952380953,0.17485265225933203,0.13839285714285715,0.1839258114374034,0.10935023771790808,0.1926605504587156,0.13291139240506328,0.11049723756906077,0.13020833333333334,0.2302158273381295,0.1797752808988764,0.6481481481481481,0.22988505747126436,0.4166666666666667,0.5,0.44,0.210727969348659,0.32727272727272727,0.391304347826087,0.484375,0.3548387096774194,,0.2638888888888889,0.47368421052631576,0.632183908045977,0.49210057471264373,0.5093298245614035,0.49160486111111124,0.06181818181818182,0.1,0.24789915966386555,0.3319327731092437,7.998076923076922,0.3019017432646593,18.0,41.0,2.0,2.0,,1.0,1.0,27.0,103.0,2.0,11.0,6.0,25.0,29.0,105.0,2.0,11.0,7.0,26.0,87.0,,103.0,27.0,1.0,7.0,3.0,7.0,30.0,11.0,,1.0,5.0,3.0,,1.0,0.2761904761904762,0.18181818181818182,0.2692307692307692,0.2761904761904762,0.40229885057471265,,0.21739130434782608,0.03825136612021858,0.03125,0.08695652173913043,0.19,0.2894736842105263,0.07333333333333333,0.4444444444444444,0.15708812260536398,0.43902439024390244,0.43902439024390244,0.7777777777777778,0.007662835249042145,1.0,1.0,1.0,0.3946360153256705,0.2621359223300971,0.2647058823529412,1.0,,0.171875,0.18181818181818182,1.0,0.013888888888888888,1.0,0.3472222222222222,0.24,0.2621359223300971,25.132380952380963,2.0,,1.0,,5.0,3.0,0.15151515151515152,,1.0,,,,,0.009523809523809525,,,,,,,,0.009708737864077669,True,,
