EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Clear Path Fouls,BlockedArc3,BlockedLongMidRange,3SecondViolations,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Travels,Technical Free Throw Trips,SecondChanceFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveMakes,HeaveAttempts,DefensiveGoaltends,StepOutOfBoundsTurnovers,OffensiveGoaltends,SecondChanceCorner3FGM,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,on
1000,1610612748,Shandon Anderson,Shandon Anderson,1000,MIA,39213.0,654,41.0,1228,1255,525,460,145,2483,30.0,53.0,6.0,12.0,12.0,16.0,9.0,27.0,14.0,32.0,4.0,16.0,1.0,1.0,6.0,3.0,2.0,53,112,4.0,19.0,35.0,153,1304,7.0,19.0,1.0,6.0,20.0,16.0,31.0,1.0,8.0,20.0,55,72,34.0,12.0,8.0,3.0,8.0,23.0,7.0,30.0,5.0,2.0,11.0,4.0,8.0,67.0,4.0,18.0,2.0,9.0,63.0,4.0,76,24.0,100,2.0,24,13.0,11.0,17.0,2.0,14.0,7.0,1.0,3.0,24,1.0,10.0,37,79,3.0,4.0,46.0,4.0,18.0,7.0,8.0,1.0,6.0,1.0,2.0,9.0,7.0,2.0,55,525,14.0,0.6792452830188679,0.7346938775510204,1.0,0.21052631578947367,0.125,0.21052631578947367,0.4732142857142857,0.3684210526315789,0.5161290322580645,0.45038167938931295,0.35,0.44871794871794873,0.5032894736842105,0.4166666666666667,0.5288461538461539,0.1450381679389313,0.07142857142857142,0.11320754716981132,0.037037037037037035,0.03125,12.652767792954709,0.7083333333333334,0.09302325581395349,0.02666666666666667,0.12830957230142567,0.043478260869565216,0.07142857142857142,0.04040404040404041,0.1166936790923825,0.042884990253411304,0.0703125,0.028846153846153848,0.03296703296703297,0.03636363636363636,0.045454545454545456,0.12578616352201258,0.1510791366906475,0.11398963730569948,0.06741573033707865,0.08108108108108109,0.030303030303030304,0.7777777777777778,0.40458015267175573,0.5660377358490566,0.6382978723404256,0.7,0.20610687022900764,0.3333333333333333,0.34615384615384615,0.6666666666666666,0.24427480916030533,0.4375,0.45161290322580644,0.6428571428571429,0.12213740458015267,0.25,0.25,1.0,0.022900763358778626,0.6,0.5,0.16666666666666666,0.05,0.41025641025641024,0.75,0.15384615384615385,0.16666666666666666,0.05128205128205128,0.549618320610687,0.49120572519083977,0.5034117647058823,0.483051282051282,0.12413793103448276,0.14285714285714285,0.13071895424836602,0.35947712418300654,7.1937500000000005,23.57894736842105,0.42752442996742673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
120,1610612748,Steven Smith,Steven Smith,120,MIA,1977.0,33,-6.0,68,60,21,10,5,128,1.0,1.0,,,,,,,,1.0,3.0,5.0,,1.0,1.0,1.0,,1,2,3.0,6.0,,11,79,,,,,,,,1.0,1.0,,3,2,,9.0,,1.0,,2.0,,2.0,,,1.0,,1.0,4.0,,,,,,1.0,1,,1,,1,,1.0,1.0,,1.0,,,,1,,,1,4,,,,,,,,,,,,,,,3,21,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,,,0.6875,,1.5,0.6875,,1.5,0.75,,,,,12.162162162162163,1.0,0.5,,,,,,,,,,,,,,,,,,,,0.125,1.0,1.0,1.0,,,,,0.125,,,,0.625,0.6,0.6,1.0,0.125,,,,,,,1.0,1.0,,0.875,0.56503125,,0.63225,,,,0.2727272727272727,10.4,23.683333333333334,0.3088235294117647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1720,1610612748,Michael Doleac,Michael Doleac,1720,MIA,53013.0,884,31.0,1641,1648,577,485,215,3289,23.0,54.0,9.0,23.0,10.0,16.0,19.0,41.0,74.0,161.0,,,,,,1.0,1.0,116,256,,1.0,18.0,250,1722,24.0,46.0,,10.0,58.0,48.0,80.0,,1.0,7.0,103,200,32.0,,18.0,1.0,13.0,26.0,5.0,31.0,5.0,,13.0,1.0,12.0,67.0,13.0,39.0,1.0,22.0,97.0,18.0,137,53.0,190,4.0,15,12.0,3.0,14.0,3.0,9.0,16.0,,5.0,30,5.0,13.0,65,125,18.0,9.0,31.0,1.0,12.0,4.0,16.0,1.0,12.0,,3.0,17.0,8.0,3.0,103,577,14.0,0.8620689655172413,0.9345794392523364,,,,,0.453125,0.5217391304347826,0.6,0.45136186770428016,0.5217391304347826,0.5925925925925926,0.45955882352941174,0.5178571428571429,0.5919540229885057,0.0038910505836575876,0.05078125,0.18518518518518517,0.07317073170731707,,16.038236856080722,0.4666666666666667,0.4,0.014705882352941176,0.16220735785953178,0.06270096463022508,0.12716763005780346,0.09027777777777778,0.1543450064850843,0.06788511749347259,0.07853403141361257,0.05223880597014925,0.05723905723905724,0.08823529411764706,0.09523809523809523,0.15384615384615385,0.14948453608247422,0.17872340425531916,0.13821138211382114,0.1,0.031496062992125984,0.47058823529411764,0.21011673151750973,0.42592592592592593,0.5227272727272727,0.6521739130434783,0.15953307392996108,0.4634146341463415,0.5,0.7368421052631579,0.6264591439688716,0.45962732919254656,0.45962732919254656,0.9594594594594594,,,,,0.0038910505836575876,0.5,0.391304347826087,0.1111111111111111,,0.19753086419753085,0.625,,,0.012345679012345678,0.2140077821011673,0.4229570038910506,0.46898684210526315,0.41363641975308646,0.04477611940298507,0.0449438202247191,0.232,0.412,12.74375,27.1,0.35161486898232786,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2039,1610612748,Keyon Dooling,Keyon Dooling,2039,MIA,38836.0,647,-13.0,1175,1181,375,321,159,2356,17.0,27.0,1.0,1.0,4.0,9.0,6.0,17.0,31.0,76.0,3.0,12.0,1.0,,1.0,33.0,15.0,54,120,10.0,45.0,30.0,168,1256,2.0,6.0,4.0,,7.0,14.0,36.0,2.0,16.0,14.0,48,34,74.0,24.0,,33.0,5.0,47.0,6.0,53.0,3.0,3.0,20.0,7.0,20.0,112.0,1.0,4.0,,9.0,28.0,1.0,38,5.0,43,2.0,17,11.0,6.0,22.0,4.0,20.0,10.0,1.0,2.0,32,1.0,9.0,15,72,2.0,1.0,38.0,2.0,14.0,5.0,1.0,,,,,1.0,,,48,375,17.0,0.3148148148148148,0.3148148148148148,0.8,0.2222222222222222,0.125,0.2222222222222222,0.45,0.3333333333333333,0.3888888888888889,0.41818181818181815,0.35,0.3269230769230769,0.45879120879120877,0.35,0.4067796610169492,0.2727272727272727,0.041666666666666664,0.1111111111111111,0.11764705882352941,,15.666178623718887,0.6875,0.027777777777777776,,0.06060606060606061,0.009153318077803204,0.0703125,0.010309278350515464,0.06271186440677966,0.009363295880149813,0.007142857142857143,0.008547008547008548,0.011111111111111112,0.015873015873015872,,0.04225352112676056,0.07518796992481203,0.06417112299465241,0.07216494845360824,0.06451612903225806,0.021505376344086023,,0.16363636363636364,0.6296296296296297,0.7083333333333334,0.17647058823529413,0.10303030303030303,0.35294117647058826,0.4,,0.46060606060606063,0.40789473684210525,0.40789473684210525,0.45161290322580644,0.07272727272727272,0.25,0.25,1.0,0.2,0.1,1.0,,0.1,0.17307692307692307,0.4444444444444444,0.019230769230769232,,0.28846153846153844,0.43636363636363634,0.4637084848484849,0.4469000000000001,0.46125769230769237,0.07909604519774012,0.10606060606060606,0.041666666666666664,0.2857142857142857,13.160833333333334,24.595555555555556,0.3191489361702128,,,1.0,,7.0,1.0,3.0,2.0,1.0,6.0,7.0,3.0,1.0,0.25,0.21212121212121213,0.21212121212121213,0.7142857142857143,0.3,0.3333333333333333,1.0,0.13333333333333333,0.21212121212121213,,,,,,,,,,,,,,,True
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,178662.0,2978,397.0,5662,5643,2002,1597,661,11305,352.0,603.0,34.0,78.0,121.0,206.0,97.0,274.0,168.0,396.0,1.0,10.0,2.0,,5.0,35.0,22.0,617,1273,13.0,45.0,581.0,1854,5926,49.0,115.0,5.0,45.0,146.0,214.0,457.0,8.0,27.0,263.0,715,310,924.0,12.0,42.0,29.0,73.0,363.0,157.0,520.0,96.0,61.0,205.0,31.0,127.0,1197.0,29.0,78.0,3.0,66.0,216.0,5.0,287,110.0,397,24.0,121,75.0,46.0,173.0,47.0,97.0,148.0,19.0,76.0,321,24.0,111.0,80,230,12.0,47.0,762.0,72.0,317.0,96.0,75.0,7.0,37.0,1.0,20.0,82.0,38.0,1.0,715,2002,36.0,0.25121555915721233,0.2600671140939597,0.3076923076923077,0.28888888888888886,0.2962962962962963,0.3,0.4846818538884525,0.4260869565217391,0.4682713347921225,0.48292867981790594,0.42083333333333334,0.4669421487603306,0.5572634116937915,0.5,0.5544323483670296,0.03414264036418816,0.05734485467399843,0.087893864013267,0.058394160583941604,0.010101010101010102,30.753690753690755,0.5389408099688473,0.02717391304347826,0.00967741935483871,0.09809264305177112,0.04220779220779221,0.11558669001751314,0.054307116104868915,0.1016949152542373,0.044920235096557515,0.04838709677419355,0.045098039215686274,0.034818941504178275,0.0633245382585752,0.03225806451612903,0.06132879045996593,0.12368024132730016,0.10294117647058823,0.12037037037037036,0.10071942446043165,0.04054054054054054,0.4634146341463415,0.4575113808801214,0.5837479270315091,0.64,0.34375,0.2078907435508346,0.354014598540146,0.375968992248062,0.07216494845360824,0.30045523520485584,0.42424242424242425,0.42857142857142855,0.16071428571428573,0.007587253414264037,0.1,0.1,1.0,0.026555386949924126,0.65,0.4358974358974359,0.14705882352941177,0.016666666666666666,0.4256198347107438,0.587378640776699,0.010330578512396695,,0.045454545454545456,0.49165402124430957,0.48089329268292674,0.4908816326530613,0.4619482254697284,0.20281509916826615,0.2088274044795784,0.07874865156418555,0.3856526429341963,7.630007855459546,28.29333333333333,0.3535853055457436,,6.0,18.0,,12.0,1.0,3.0,8.0,1.0,27.0,11.0,17.0,7.0,0.2,0.34285714285714286,0.34285714285714286,0.25,0.025,0.3333333333333333,,0.36363636363636365,0.3793103448275862,1.0,5.0,5.0,,,,,,,,,,,,True
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,127856.0,2131,340.0,4019,4011,1245,952,471,8030,164.0,246.0,47.0,97.0,49.0,72.0,18.0,46.0,83.0,193.0,,,,,,3.0,3.0,265,485,,3.0,135.0,665,4230,54.0,116.0,,33.0,141.0,60.0,118.0,,3.0,69.0,189,392,138.0,,76.0,,22.0,81.0,16.0,97.0,11.0,5.0,57.0,12.0,12.0,210.0,49.0,132.0,6.0,68.0,272.0,45.0,385,187.0,572,13.0,52,36.0,16.0,50.0,7.0,34.0,37.0,2.0,16.0,87,8.0,28.0,91,215,23.0,10.0,172.0,17.0,74.0,21.0,36.0,,23.0,,8.0,36.0,23.0,3.0,189,1245,35.0,0.7396226415094339,0.8634361233480177,,,,,0.5463917525773195,0.46551724137931033,0.5084745762711864,0.5430327868852459,0.46551724137931033,0.49586776859504134,0.5865724381625441,0.5183823529411765,0.5869565217391305,0.006147540983606557,0.04536082474226804,0.07317073170731707,0.06521739130434782,0.0051813471502590676,14.223385689354275,0.5747126436781609,0.36,0.028985507246376812,0.17742987606001304,0.09962264150943397,0.16464891041162227,0.1349862258953168,0.1747173689619733,0.10722748815165876,0.1197339246119734,0.11538461538461539,0.07058823529411765,0.1328125,0.14018691588785046,0.1708542713567839,0.17758985200845667,0.18126888217522658,0.17197452229299362,0.1414141414141414,0.06565656565656566,0.6388888888888888,0.5040983606557377,0.6666666666666666,0.7192982456140351,0.676829268292683,0.0942622950819672,0.391304347826087,0.4186046511627907,0.6111111111111112,0.39549180327868855,0.43005181347150256,0.4322916666666667,0.891566265060241,,,,,0.006147540983606557,0.8362068965517241,0.4845360824742268,0.1276595744680851,,0.5950413223140496,0.6805555555555556,,,0.024793388429752067,0.5102459016393442,0.49202701030927837,0.5348292929292929,0.48762033898305085,0.13577981651376148,0.13653136531365315,0.21203007518796993,0.28421052631578947,7.717525773195877,54.63333333333333,0.3097785518785768,,,5.0,7.0,,,,,,,,1.0,1.0,,,,,,,,,,,3.0,,1.0,2.0,,,,,,,,,,True
406,1610612748,Shaquille O'Neal,Shaquille O'Neal,406,MIA,112585.0,1876,311.0,3596,3568,1186,869,390,7164,348.0,470.0,90.0,115.0,101.0,134.0,132.0,319.0,,3.0,,,,,,,,480,792,,,241.0,1201,3779,97.0,135.0,,41.0,235.0,129.0,208.0,,,115.0,373,520,440.0,,148.0,,32.0,89.0,41.0,130.0,35.0,6.0,75.0,2.0,12.0,301.0,29.0,152.0,4.0,80.0,274.0,34.0,388,185.0,573,35.0,29,16.0,13.0,57.0,4.0,35.0,79.0,5.0,22.0,136,10.0,30.0,114,193,22.0,28.0,514.0,63.0,220.0,70.0,136.0,,82.0,,48.0,136.0,83.0,20.0,373,1186,11.0,0.5416666666666666,0.6403940886699507,,,,,0.6060606060606061,0.7185185185185186,0.6201923076923077,0.6060606060606061,0.7185185185185186,0.6201923076923077,0.5893032384690874,0.6676136363636364,0.5920634920634921,,0.04040404040404041,0.05319148936170213,0.0219435736677116,,28.42001478925314,0.41911764705882354,0.3119266055045872,0.018518518518518517,0.1916083916083916,0.13793103448275862,0.22922636103151864,0.08579881656804733,0.19898819561551434,0.12569444444444444,0.17839195979899497,0.09243697478991597,0.138328530259366,0.084,0.09090909090909091,0.17052023121387283,0.19953051643192488,0.19756838905775076,0.208955223880597,0.2962962962962963,0.125,0.6102941176470589,0.5934343434343434,0.7404255319148936,0.7820224719101123,0.5977011494252874,0.4027777777777778,0.41379310344827586,0.4230769230769231,0.3939393939393939,0.003787878787878788,,,,,,,,,0.8518518518518519,0.782608695652174,0.13333333333333333,,0.6442307692307693,0.753731343283582,,,,0.5934343434343434,0.4905935606060606,0.5261262711864407,0.5087298076923076,0.23182297154899895,0.23182297154899895,0.19567027477102414,0.3105745212323064,3.2319444444444443,,0.3298109010011123,,,6.0,20.0,,,,,,,,12.0,,,,,,,,,,,,,10.0,4.0,4.0,,,,,,,,,,True
1800,1610612748,Damon Jones,Damon Jones,1800,MIA,122006.0,2033,374.0,3922,3900,1483,1190,437,7822,33.0,46.0,1.0,1.0,13.0,18.0,5.0,16.0,49.0,101.0,41.0,89.0,10.0,18.0,37.0,324.0,132.0,87,163,185.0,413.0,45.0,774,4121,6.0,9.0,37.0,2.0,56.0,35.0,56.0,74.0,169.0,36.0,328,76,98.0,444.0,,324.0,5.0,218.0,29.0,247.0,21.0,8.0,110.0,36.0,72.0,523.0,6.0,4.0,1.0,40.0,133.0,1.0,174,11.0,185,6.0,28,21.0,7.0,47.0,9.0,42.0,20.0,3.0,5.0,67,1.0,21.0,26,89,,2.0,62.0,1.0,6.0,21.0,5.0,,1.0,,,5.0,2.0,1.0,328,1483,25.0,0.4367816091954023,0.4367816091954023,0.8,0.44794188861985473,0.4378698224852071,0.44794188861985473,0.5337423312883436,0.6666666666666666,0.625,0.6328125,0.5869565217391305,0.6488888888888888,0.6378737541528239,0.5851063829787234,0.6546184738955824,0.7170138888888888,0.03067484662576687,0.06521739130434782,0.0625,0.009900990099009901,15.065403698691926,0.7014925373134329,0.007692307692307693,0.0045871559633027525,0.08968307484828052,0.0032733224222585926,0.09876543209876543,0.015463917525773196,0.0916313559322034,0.006211180124223602,,0.0029069767441860465,0.006607929515418502,0.0034602076124567475,0.050505050505050504,0.06036745406824147,0.0891304347826087,0.10747663551401869,0.08469055374592833,0.14285714285714285,0.020761245674740483,0.4,0.0798611111111111,0.717391304347826,0.7674418604651163,0.5151515151515151,0.027777777777777776,0.3125,0.3333333333333333,0.2,0.1753472222222222,0.48514851485148514,0.49,0.40816326530612246,0.1545138888888889,0.4606741573033708,0.4606741573033708,0.9512195121951219,0.5625,0.021739130434782608,1.0,,0.21739130434782608,0.08,0.7222222222222222,0.16444444444444445,0.4864864864864865,0.5866666666666667,0.796875,0.5249569444444444,0.5015803030303031,0.5129473333333333,0.012048192771084338,0.03571428571428571,0.07235142118863049,0.42377260981912146,12.67546012269939,24.73317191283293,0.37812340642529324,1.0,,4.0,,144.0,8.0,27.0,56.0,14.0,111.0,144.0,1.0,9.0,0.3783783783783784,0.4444444444444444,0.45,0.7569444444444444,0.5869565217391305,0.2962962962962963,1.0,0.42424242424242425,0.4444444444444444,,,,3.0,,6.0,4.0,1.0,1.0,0.009685230024213076,0.012345679012345678,0.6,0.6666666666666666,0.002421307506053269,True
2124,1610612748,Malik Allen,Malik Allen,2124,MIA,8583.0,143,-2.0,267,267,139,136,33,534,10.0,14.0,7.0,10.0,7.0,8.0,3.0,9.0,8.0,22.0,,,,,,,,21,45,,,9.0,51,301,8.0,12.0,,3.0,19.0,11.0,22.0,,,6.0,28,20,22.0,,14.0,,2.0,3.0,1.0,4.0,1.0,,1.0,2.0,,9.0,4.0,12.0,1.0,3.0,13.0,1.0,17,17.0,34,2.0,2,1.0,1.0,2.0,,1.0,1.0,,1.0,3,,2.0,13,21,3.0,,10.0,,3.0,2.0,6.0,,3.0,,3.0,6.0,2.0,,28,139,3.0,0.47619047619047616,0.7142857142857143,,,,,0.4666666666666667,0.6666666666666666,0.5,0.4666666666666667,0.6666666666666666,0.5,0.51,0.6785714285714286,0.56,,0.044444444444444446,,0.2222222222222222,,17.320261437908496,0.6666666666666666,0.08333333333333333,0.058823529411764705,0.11504424778761062,0.13186813186813187,0.15,0.12903225806451613,0.12030075187969924,0.13114754098360656,0.18181818181818182,0.14814814814814814,0.09523809523809523,0.125,0.14285714285714285,0.09375,0.21875,0.061224489795918366,0.11764705882352941,0.3333333333333333,0.09523809523809523,0.3333333333333333,0.3111111111111111,0.7142857142857143,0.7142857142857143,0.3,0.2,0.3333333333333333,0.42857142857142855,,0.4888888888888889,0.36363636363636365,0.36363636363636365,0.875,,,,,,0.8333333333333334,0.7,,,0.36363636363636365,0.875,,,,0.3111111111111111,0.4249311111111111,0.51981,0.4300909090909091,0.0625,0.0625,0.37254901960784315,0.5490196078431373,11.348888888888892,,0.5205992509363296,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,126260.0,2104,345.0,4037,4010,1401,1061,461,8047,79.0,139.0,5.0,13.0,27.0,48.0,25.0,57.0,42.0,121.0,35.0,95.0,5.0,10.0,29.0,198.0,86.0,146,317,105.0,293.0,107.0,714,4194,10.0,32.0,17.0,7.0,36.0,45.0,100.0,39.0,115.0,42.0,249,198,94.0,315.0,10.0,197.0,17.0,122.0,32.0,154.0,20.0,12.0,71.0,16.0,35.0,340.0,5.0,20.0,3.0,47.0,195.0,25.0,267,28.0,295,5.0,69,46.0,23.0,38.0,6.0,31.0,29.0,4.0,7.0,67,4.0,24.0,77,185,10.0,5.0,135.0,12.0,41.0,18.0,20.0,4.0,16.0,1.0,1.0,24.0,14.0,1.0,249,1401,30.0,0.678082191780822,0.7021276595744681,1.0,0.3583617747440273,0.3391304347826087,0.3595890410958904,0.4605678233438486,0.3125,0.45,0.49754098360655735,0.29591836734693877,0.4813953488372093,0.5273141122913505,0.3235294117647059,0.5125523012552301,0.48032786885245904,0.05362776025236593,0.1079136690647482,0.03508771929824561,,15.868852459016393,0.5671641791044776,0.19230769230769232,0.013953488372093023,0.1231838281743525,0.015600624024960999,0.11838790931989925,0.012531328320802004,0.12222222222222222,0.0148720999405116,0.0066815144766146995,0.016574585635359115,0.02335456475583864,0.017064846416382253,,0.07828282828282829,0.12184873949579832,0.1490857946554149,0.13861386138613863,0.05319148936170213,0.014970059880239521,0.5833333333333334,0.2278688524590164,0.5683453237410072,0.6370967741935484,0.7341772151898734,0.09344262295081968,0.43859649122807015,0.45454545454545453,0.44,0.19836065573770492,0.34710743801652894,0.34710743801652894,0.7142857142857143,0.1557377049180328,0.3684210526315789,0.3684210526315789,1.0,0.32459016393442625,0.2653061224489796,0.38461538461538464,,0.10204081632653061,0.22325581395348837,0.5625,0.13488372093023257,0.3448275862068966,0.4,0.7081967213114754,0.5188857142857144,0.48776,0.5114390186915887,0.0686427457098284,0.11849710982658959,0.05042016806722689,0.3487394957983193,8.831230283911673,24.55767918088738,0.3470398810998266,,3.0,3.0,,70.0,2.0,12.0,29.0,3.0,,70.0,2.0,22.0,0.17647058823529413,0.35353535353535354,0.3553299492385787,1.0,0.24489795918367346,0.16666666666666666,1.0,0.3372093023255814,0.3553299492385787,,1.0,1.0,4.0,,1.0,1.0,1.0,3.0,0.0034129692832764505,0.005050505050505051,0.2,1.0,0.010169491525423728,True
