EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,FTDefRebounds,BlockedLongMidRange,3SecondViolations,DefFTReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Clear Path Fouls,on,Corner3PctBlocked
1498,1610612760,Antonio Daniels,Antonio Daniels,1498,SEA,81894.0,1365,220,2556,2544,962,1077,344.0,5100,66.0,113.0,3.0,4.0,25.0,48.0,35.0,82.0,62.0,129.0,9.0,15.0,1.0,2.0,5.0,5.0,25.0,94.0,4.0,10.0,9.0,35.0,163.0,324.0,34.0,109.0,163.0,591.0,2764,9.0,20.0,5.0,12.0,11.0,44.0,53.0,118.0,14.0,40.0,101.0,249.0,72.0,254.0,75.0,27.0,2.0,92.0,25.0,22.0,2.0,116.0,107.0,223.0,73.0,34.0,63.0,17.0,36.0,553.0,6.0,6.0,3.0,29.0,65.0,94.0,15.0,109.0,4.0,33.0,24.0,9.0,35.0,6.0,19.0,17.0,2.0,16.0,1.0,52.0,4.0,18.0,19.0,51.0,2.0,4.0,199.0,14.0,3.0,65.0,40.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,249.0,962,15.0,0.22085889570552147,0.22085889570552147,0.7352941176470589,0.3119266055045872,0.4166666666666667,0.35,0.3177570093457944,0.5030864197530864,0.45,0.4491525423728814,0.4942263279445728,0.515625,0.46835443037974683,0.5620229007633588,0.5789473684210527,0.5740740740740741,0.2517321016166282,0.01834862385321101,0.06790123456790123,0.13274336283185842,0.04878048780487805,0.023255813953488372,0.02127659574468085,19.42664418212479,0.6730769230769231,0.0379746835443038,0.07566938300349244,0.007947019867549669,0.0914826498422713,0.0158311345646438,0.07993197278911565,0.010582010582010581,0.009868421052631578,0.004464285714285714,0.00881057268722467,0.013651877133105802,0.023255813953488372,0.044444444444444446,0.04938271604938271,0.11849710982658959,0.08260869565217391,0.11494252873563218,0.02072538860103627,0.3333333333333333,0.26096997690531176,0.584070796460177,0.673469387755102,0.22727272727272727,0.18937644341801385,0.4268292682926829,0.44871794871794873,0.22857142857142856,0.2979214780600462,0.4806201550387597,0.49206349206349204,0.20967741935483872,0.03464203233256351,0.6,0.6,1.0,0.21709006928406466,0.26595744680851063,0.2717391304347826,0.64,0.125,0.75,0.3333333333333333,0.0625,0.5,1.0,0.3125,0.4,1.0,0.3037974683544304,0.5208333333333334,0.03164556962025317,1.0,0.22151898734177214,0.2571428571428571,0.5127020785219399,0.2717391304347826,0.4635461627906976,0.4530125000000001,0.45176096774193525,0.13429752066115702,0.17333333333333334,0.07445008460236886,0.4213197969543147,9.627160493827162,25.88715596330276,0.3763693270735524,,,,,,,,,,,,,True,
1504,1610612760,Danny Fortson,Danny Fortson,1504,SEA,48383.0,806,100,1461,1484,489,517,212.0,2945,86.0,160.0,44.0,79.0,21.0,43.0,4.0,9.0,,,,,,,,,,,,,,,90.0,169.0,,,172.0,352.0,1595,45.0,81.0,,,60.0,150.0,23.0,46.0,,,72.0,118.0,88.0,92.0,,,,,,35.0,,3.0,4.0,7.0,4.0,,2.0,1.0,,18.0,24.0,94.0,2.0,33.0,104.0,149.0,120.0,269.0,14.0,11.0,7.0,4.0,10.0,,4.0,53.0,,6.0,4.0,63.0,10.0,22.0,51.0,210.0,39.0,40.0,197.0,17.0,,93.0,15.0,4.0,,,3.0,,4.0,4.0,3.0,118.0,489,36.0,0.4888888888888889,0.8301886792452831,,,,,,0.5325443786982249,0.5555555555555556,0.5,0.5325443786982249,0.5555555555555556,0.5,0.676923076923077,0.6696428571428571,0.6941176470588235,,,0.20710059171597633,0.19375,0.4444444444444444,,,18.69918699186992,0.15873015873015872,0.05,0.20675944333996024,0.2052401746724891,0.1774193548387097,0.11483253588516747,0.1988388969521045,0.17691154422788605,0.266304347826087,0.2153846153846154,0.11805555555555555,0.07272727272727272,0.2727272727272727,0.19594594594594594,0.24161073825503357,0.18932038834951456,0.19424460431654678,0.1276595744680851,0.3181818181818182,1.0,0.9467455621301775,0.5375,0.6666666666666666,0.46511627906976744,0.05325443786982249,0.4444444444444444,0.8,1.0,,,,,,,,,,,,,0.9753086419753086,0.5569620253164557,0.06818181818181818,,,,,,,0.9347826086956522,0.4883720930232558,,,,,0.9467455621301775,,0.5375662721893493,0.546408695652174,0.5319086956521738,0.3795918367346939,0.3795918367346939,0.42613636363636365,0.3352272727272727,0.8124260355029587,,0.3347022587268994,74.0,12.0,1.0,5.0,0.2222222222222222,,,,,,,,True,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,75842.0,1264,263,2388,2378,1018,1058,334.0,4766,71.0,111.0,16.0,30.0,24.0,45.0,69.0,141.0,22.0,62.0,38.0,70.0,9.0,12.0,18.0,25.0,48.0,132.0,3.0,11.0,22.0,60.0,162.0,314.0,86.0,202.0,120.0,702.0,2611,25.0,50.0,12.0,23.0,18.0,104.0,54.0,121.0,40.0,85.0,73.0,301.0,120.0,204.0,246.0,12.0,1.0,131.0,48.0,18.0,1.0,22.0,17.0,39.0,15.0,2.0,12.0,3.0,7.0,95.0,25.0,41.0,1.0,36.0,85.0,141.0,67.0,208.0,8.0,38.0,26.0,12.0,27.0,9.0,15.0,30.0,2.0,12.0,3.0,57.0,8.0,13.0,28.0,67.0,7.0,10.0,155.0,14.0,,53.0,31.0,28.0,,,19.0,7.0,28.0,14.0,3.0,301.0,1018,7.0,0.37037037037037035,0.3973509933774834,0.9534883720930233,0.42574257425742573,0.5217391304347826,0.47058823529411764,0.42786069651741293,0.5159235668789809,0.5,0.4462809917355372,0.563953488372093,0.589041095890411,0.5533980582524272,0.5989761092150171,0.6341463414634146,0.5972222222222222,0.39147286821705424,0.0049504950495049506,0.05732484076433121,0.07207207207207207,0.06382978723404255,0.016129032258064516,0.007575757575757576,23.079684134960516,0.47368421052631576,0.012048192771084338,0.1054590570719603,0.059506531204644414,0.1299638989169675,0.06329113924050633,0.11172668513388735,0.06088560885608856,0.07835820895522388,0.05339805825242718,0.04186046511627907,0.06734006734006734,0.05102040816326531,0.09558823529411764,0.09859154929577464,0.11838006230529595,0.14215686274509803,0.0958904109589041,0.0326530612244898,0.5,0.21511627906976744,0.6396396396396397,0.6893203883495146,0.4084507042253521,0.27325581395348836,0.48936170212765956,0.5227272727272727,0.2608695652173913,0.12015503875968993,0.3548387096774194,0.36065573770491804,0.5909090909090909,0.13565891472868216,0.5428571428571428,0.5428571428571428,0.9473684210526315,0.2558139534883721,0.36363636363636365,0.366412213740458,0.9583333333333334,0.410958904109589,0.5333333333333333,0.0625,0.1643835616438356,0.75,0.7777777777777778,0.1506849315068493,0.2727272727272727,0.3333333333333333,0.21844660194174756,0.5333333333333333,0.12135922330097088,0.72,0.2912621359223301,0.36666666666666664,0.6065891472868217,0.366412213740458,0.48866368932038834,0.5041555555555556,0.4773414634146342,0.0972972972972973,0.1501416430594901,0.14814814814814814,0.4287749287749288,7.363375796178343,24.895544554455448,0.42629815745393634,22.0,20.0,2.0,,0.23255813953488372,1.0,1.0,1.0,1.0,0.0049504950495049506,,,True,
2209,1610612760,Vladimir Radmanovic,Vladimir Radmanovic,2209,SEA,111651.0,1861,286,3478,3486,1318,1457,492.0,6964,81.0,139.0,12.0,23.0,29.0,50.0,16.0,62.0,42.0,121.0,27.0,76.0,1.0,4.0,10.0,23.0,101.0,253.0,6.0,18.0,36.0,88.0,139.0,322.0,128.0,329.0,81.0,743.0,3774,19.0,40.0,7.0,22.0,7.0,66.0,44.0,102.0,46.0,111.0,40.0,266.0,134.0,144.0,372.0,12.0,5.0,248.0,101.0,27.0,,55.0,31.0,86.0,17.0,14.0,36.0,9.0,10.0,203.0,12.0,32.0,9.0,39.0,164.0,237.0,53.0,290.0,9.0,57.0,41.0,16.0,40.0,8.0,19.0,40.0,3.0,21.0,7.0,80.0,11.0,27.0,102.0,172.0,6.0,15.0,103.0,4.0,,37.0,16.0,29.0,2.0,2.0,17.0,7.0,31.0,18.0,2.0,266.0,1318,22.0,0.48201438848920863,0.5075757575757576,0.96875,0.3890577507598784,0.3181818181818182,0.4144144144144144,0.3950617283950617,0.43167701863354035,0.475,0.43137254901960786,0.5084485407066052,0.47580645161290325,0.5305164319248826,0.5307142857142857,0.4925373134328358,0.5541666666666667,0.5053763440860215,,0.08385093167701864,0.11510791366906475,0.16129032258064516,0.008264462809917356,,19.183472700442696,0.5,0.07894736842105263,0.13678065054211844,0.03076923076923077,0.0962962962962963,0.022304832713754646,0.12655860349127182,0.02788339670468948,0.03170731707317073,0.01644736842105263,0.04294478527607362,0.026829268292682926,0.0078125,0.13350785340314136,0.1398176291793313,0.13729508196721313,0.08873720136518772,0.11607142857142858,0.02616279069767442,0.5806451612903226,0.21351766513056836,0.5827338129496403,0.6585365853658537,0.4691358024691358,0.09523809523809523,0.25806451612903225,0.3076923076923077,0.1875,0.1858678955453149,0.34710743801652894,0.35,0.6190476190476191,0.11674347158218126,0.35526315789473684,0.35526315789473684,0.9629629629629629,0.38863287250384027,0.39920948616600793,0.39920948616600793,0.9702970297029703,0.3709677419354839,0.5217391304347826,0.16666666666666666,0.06451612903225806,0.25,1.0,0.2903225806451613,0.3333333333333333,1.0,0.2347417840375587,0.58,0.107981220657277,0.43478260869565216,0.4131455399061033,0.4090909090909091,0.7188940092165899,0.40725806451612906,0.5079495356037151,0.48544800000000016,0.5051128571428571,0.05555555555555555,0.10422535211267606,0.08882907133243607,0.35800807537012114,9.07111801242236,25.257750759878416,0.378953421506613,14.0,34.0,5.0,,0.2698412698412698,1.0,1.0,,,0.00303951367781155,3.0,1.0,True,
2436,1610612760,Flip Murray,Flip Murray,2436,SEA,17978.0,300,-6,555,558,177,229,69.0,1113,15.0,24.0,4.0,5.0,3.0,9.0,12.0,29.0,8.0,31.0,4.0,7.0,,,1.0,2.0,2.0,18.0,,2.0,1.0,8.0,35.0,84.0,6.0,25.0,19.0,107.0,588,6.0,8.0,,2.0,,12.0,9.0,28.0,2.0,10.0,13.0,37.0,18.0,52.0,15.0,3.0,2.0,16.0,2.0,4.0,,15.0,7.0,22.0,6.0,1.0,8.0,1.0,6.0,51.0,1.0,3.0,1.0,5.0,18.0,28.0,5.0,33.0,,14.0,8.0,6.0,13.0,1.0,8.0,10.0,,5.0,,23.0,,6.0,9.0,23.0,1.0,6.0,26.0,,,10.0,3.0,2.0,,,1.0,1.0,2.0,1.0,,37.0,177,1.0,0.2571428571428571,0.2571428571428571,0.8333333333333334,0.24,,0.2,0.2608695652173913,0.4166666666666667,0.75,0.32142857142857145,0.4036697247706422,0.6,0.3157894736842105,0.4385245901639344,0.6,0.40217391304347827,0.22935779816513763,,0.047619047619047616,0.08333333333333333,0.06896551724137931,,,22.727272727272727,0.5652173913043478,0.043478260869565216,0.09230769230769231,0.018633540372670808,0.07462686567164178,0.01098901098901099,0.08778625954198473,0.015873015873015872,0.0196078431372549,,0.034482758620689655,0.0136986301369863,,0.0847457627118644,0.11764705882352941,0.08235294117647059,0.061224489795918366,0.1111111111111111,,0.5,0.22018348623853212,0.625,0.6818181818181818,0.26666666666666666,0.26605504587155965,0.41379310344827586,0.4444444444444444,0.16666666666666666,0.28440366972477066,0.25806451612903225,0.25806451612903225,0.375,0.06422018348623854,0.5714285714285714,0.5714285714285714,1.0,0.1651376146788991,0.1111111111111111,0.1111111111111111,0.5,0.5,0.8,0.25,,,,0.2,,,0.23684210526315788,0.3333333333333333,0.05263157894736842,0.5,0.21052631578947367,0.125,0.44954128440366975,0.125,0.4585771028037383,0.508,0.4667189189189189,0.08403361344537816,0.10638297872340426,0.11214953271028037,0.34579439252336447,10.294047619047616,27.743999999999996,0.31891891891891894,,5.0,,,0.19230769230769232,,,,,,,,True,
2501,1610612760,Reggie Evans,Reggie Evans,2501,SEA,27780.0,463,108,859,866,308,391,148.0,1725,30.0,59.0,9.0,23.0,9.0,20.0,,5.0,,,,,,,,,,,,,,,30.0,64.0,,,41.0,101.0,890,9.0,24.0,,,14.0,32.0,9.0,24.0,,,29.0,47.0,44.0,16.0,,,,,,14.0,,5.0,8.0,13.0,6.0,2.0,2.0,1.0,2.0,34.0,22.0,43.0,3.0,27.0,91.0,130.0,68.0,198.0,1.0,15.0,9.0,6.0,7.0,1.0,2.0,19.0,2.0,5.0,1.0,26.0,11.0,9.0,26.0,65.0,7.0,8.0,80.0,2.0,,24.0,17.0,3.0,,,3.0,,3.0,1.0,,47.0,308,10.0,0.7333333333333333,0.8461538461538461,,,,,,0.46875,0.375,0.375,0.46875,0.375,0.375,0.49029126213592233,0.42105263157894735,0.46078431372549017,,,0.21875,0.2033898305084746,0.4,,,12.524271844660193,0.2692307692307692,0.07692307692307693,0.28888888888888886,0.16475095785440613,0.28125,0.15384615384615385,0.2871046228710462,0.1608910891089109,0.10101010101010101,0.18666666666666668,0.21839080459770116,0.10810810810810811,0.3125,0.29411764705882354,0.24358974358974358,0.3111111111111111,0.265625,0.3125,0.05,0.3333333333333333,0.921875,0.5084745762711864,0.6382978723404256,0.7333333333333333,0.078125,,,,,,,,,,,,,,,,0.9583333333333334,0.391304347826087,0.3333333333333333,,,,,,,0.8333333333333334,0.45,,,,,0.921875,,0.548434375,0.54966875,0.5303583333333334,0.27906976744186046,0.27906976744186046,0.31683168316831684,0.46534653465346537,0.9593749999999999,,0.3585564610011641,8.0,12.0,,5.0,0.5217391304347826,,,,,,,,True,
2555,1610612760,Nick Collison,Nick Collison,2555,SEA,41908.0,698,144,1282,1296,423,419,183.0,2578,86.0,134.0,33.0,44.0,23.0,39.0,13.0,29.0,1.0,13.0,,1.0,,1.0,,1.0,,,,,,,100.0,176.0,,1.0,44.0,244.0,1349,35.0,48.0,,1.0,10.0,80.0,25.0,46.0,,1.0,18.0,68.0,120.0,80.0,,,,,,22.0,,11.0,2.0,13.0,1.0,1.0,10.0,,1.0,28.0,18.0,47.0,4.0,17.0,77.0,104.0,69.0,173.0,3.0,18.0,13.0,5.0,9.0,,5.0,16.0,,4.0,2.0,25.0,6.0,13.0,85.0,158.0,13.0,10.0,59.0,9.0,,29.0,5.0,20.0,,,10.0,10.0,20.0,12.0,,68.0,423,20.0,0.6,0.821917808219178,,,,,,0.5681818181818182,0.7291666666666666,0.5434782608695652,0.5649717514124294,0.7142857142857143,0.5319148936170213,0.6039603960396039,0.7142857142857143,0.5573770491803278,0.005649717514124294,,0.125,0.1417910447761194,0.10344827586206896,,,15.09308510638298,0.36,0.11764705882352941,0.16849015317286653,0.11576354679802955,0.09941520467836257,0.09782608695652174,0.14968152866242038,0.11016949152542373,0.12574850299401197,0.14545454545454545,0.07751937984496124,0.0851063829787234,0.13953488372093023,0.13740458015267176,0.2222222222222222,0.1518324607329843,0.09166666666666666,0.11764705882352941,0.05555555555555555,0.6,0.7570621468926554,0.6417910447761194,0.7478260869565218,0.6046511627906976,0.1638418079096045,0.4482758620689655,0.5,0.6153846153846154,0.07344632768361582,0.07692307692307693,0.07692307692307693,,0.005649717514124294,,,,,,,,0.8979591836734694,0.75,0.15151515151515152,0.02040816326530612,,,,,,0.8297872340425532,0.5897435897435898,0.02127659574468085,,,,0.7627118644067796,,0.5176694915254237,0.5299179487179487,0.5414914893617022,0.14720812182741116,0.14795918367346939,0.32786885245901637,0.2786885245901639,2.640909090909091,22.3,0.3299531981279251,54.0,10.0,,1.0,0.18181818181818182,,,,1.0,,,1.0,True,
2557,1610612760,Luke Ridnour,Luke Ridnour,2557,SEA,53588.0,893,65,1671,1693,588,666,245.0,3364,34.0,71.0,1.0,3.0,13.0,23.0,17.0,49.0,28.0,76.0,6.0,23.0,1.0,5.0,2.0,7.0,14.0,35.0,,3.0,5.0,17.0,79.0,196.0,20.0,58.0,68.0,286.0,1874,8.0,17.0,1.0,8.0,5.0,24.0,24.0,62.0,7.0,24.0,48.0,117.0,22.0,136.0,39.0,21.0,,35.0,14.0,14.0,,93.0,73.0,166.0,56.0,17.0,55.0,16.0,22.0,405.0,8.0,14.0,1.0,13.0,35.0,49.0,23.0,72.0,7.0,33.0,16.0,17.0,41.0,9.0,31.0,17.0,,10.0,1.0,58.0,2.0,20.0,35.0,73.0,4.0,2.0,80.0,9.0,5.0,23.0,19.0,7.0,1.0,1.0,5.0,2.0,8.0,2.0,1.0,117.0,588,20.0,0.13924050632911392,0.14102564102564102,0.65,0.3448275862068966,0.125,0.2916666666666667,0.3448275862068966,0.4030612244897959,0.47058823529411764,0.3870967741935484,0.42913385826771655,0.38,0.4011627906976744,0.4912891986062718,0.41379310344827586,0.5227272727272727,0.2283464566929134,,0.07142857142857142,0.11267605633802817,0.061224489795918366,0.039473684210526314,,17.539400101677682,0.7068965517241379,0.018518518518518517,0.06097560975609756,0.027237354085603113,0.07386363636363637,0.029411764705882353,0.064,0.027989821882951654,0.039603960396039604,0.006535947712418301,0.031446540880503145,0.03482587064676617,0.014084507042253521,0.053763440860215055,0.029585798816568046,0.091324200913242,0.08196721311475409,0.05555555555555555,0.05303030303030303,0.25,0.2795275590551181,0.4788732394366197,0.5396825396825397,0.029411764705882353,0.19291338582677164,0.3469387755102041,0.3695652173913043,0.11764705882352941,0.2992125984251969,0.3684210526315789,0.3835616438356164,0.2857142857142857,0.09055118110236221,0.2608695652173913,0.2608695652173913,1.0,0.1377952755905512,0.4,0.4,0.5,0.12,0.3333333333333333,,0.2,0.2,1.0,0.12,,,0.26744186046511625,0.5652173913043478,0.08139534883720931,0.2857142857142857,0.19767441860465115,0.29411764705882354,0.5078740157480315,0.4,0.46047027559055126,0.4807066666666666,0.4596715116279069,0.08582089552238806,0.10952380952380952,0.08391608391608392,0.4090909090909091,9.424999999999999,24.634482758620692,0.3518850987432675,2.0,1.0,,,0.01639344262295082,,,,,,2.0,,True,
951,1610612760,Ray Allen,Ray Allen,951,SEA,80373.0,1340,288,2546,2527,1050,1151,361.0,5073,89.0,156.0,12.0,17.0,30.0,58.0,37.0,89.0,77.0,142.0,18.0,43.0,4.0,10.0,4.0,17.0,62.0,164.0,3.0,11.0,18.0,54.0,203.0,387.0,80.0,207.0,184.0,830.0,2748,25.0,38.0,7.0,21.0,20.0,91.0,74.0,140.0,22.0,71.0,96.0,310.0,120.0,286.0,192.0,48.0,2.0,162.0,62.0,32.0,,71.0,62.0,133.0,39.0,23.0,47.0,12.0,12.0,328.0,19.0,17.0,1.0,30.0,82.0,114.0,37.0,151.0,8.0,39.0,31.0,8.0,54.0,9.0,33.0,29.0,2.0,21.0,4.0,83.0,9.0,27.0,32.0,74.0,1.0,11.0,209.0,8.0,19.0,69.0,28.0,3.0,,,3.0,,3.0,1.0,,310.0,1050,12.0,0.2955665024630542,0.30303030303030304,0.8,0.3864734299516908,0.3333333333333333,0.30985915492957744,0.3902439024390244,0.524547803617571,0.6578947368421053,0.5285714285714286,0.5437710437710438,0.6016949152542372,0.5071090047393365,0.5950292397660819,0.65,0.5865384615384616,0.3484848484848485,,0.082687338501292,0.14102564102564102,0.0898876404494382,0.014084507042253521,,25.807537012113055,0.6506024096385542,0.012195121951219513,0.09360730593607305,0.023255813953488372,0.10948905109489052,0.047979797979797977,0.09739130434782609,0.03194321206743567,0.033112582781456956,0.014492753623188406,0.018018018018018018,0.056666666666666664,0.020833333333333332,0.07216494845360824,0.09734513274336283,0.10863509749303621,0.10891089108910891,0.1111111111111111,0.03007518796992481,0.3333333333333333,0.26262626262626265,0.5705128205128205,0.664179104477612,0.25842696629213485,0.14983164983164984,0.4157303370786517,0.4567901234567901,0.16216216216216217,0.23905723905723905,0.5422535211267606,0.55,0.4025974025974026,0.0723905723905724,0.4186046511627907,0.4186046511627907,0.8333333333333334,0.2760942760942761,0.3780487804878049,0.3780487804878049,0.7903225806451613,0.288135593220339,0.7058823529411765,0.08333333333333333,0.1694915254237288,0.4,0.5,0.1864406779661017,0.2727272727272727,0.6666666666666666,0.27488151658767773,0.5172413793103449,0.08056872037914692,0.23529411764705882,0.2559241706161137,0.3333333333333333,0.6111111111111112,0.38271604938271603,0.4812191722972972,0.49338265306122453,0.4657260765550239,0.10670731707317073,0.15401785714285715,0.10963855421686747,0.37349397590361444,8.92997416020672,25.309178743961354,0.4124116260801257,10.0,2.0,,,0.022727272727272728,,1.0,1.0,,0.004807692307692308,,,True,
2825,1610612760,Ibrahim Kutluay,Ibrahim Kutluay,2825,SEA,551.0,9,-13,17,17,13,15,2.0,34,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,17,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,15.789473684210526,0.5,,0.1111111111111111,,,,0.08333333333333333,,,,,,,,,0.25,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,0.36,,,,,15.2,,0.7647058823529411,,,,,,,,,,,,,True,
