EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,Rebounds,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,LongMidRangeFGM,LongMidRangeFGA,FtPoints,PenaltyFtPoints,FTA,TwoPtShootingFoulsDrawn,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,DefThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,NonShootingFoulsDrawn,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SecondChanceAtRimFGA,ShootingFouls,Fouls,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,OffThreePtRebounds,LostBallSteals,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,AtRimAssists,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,on,SecondChanceAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,HeaveAttempts,Corner3Assists,Clear Path Fouls,Technical Free Throw Trips,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,OffensiveGoaltends,StepOutOfBoundsTurnovers,BlockedCorner3,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked
1442,1610612746,Zeljko Rebraca,Zeljko Rebraca,1442,LAC,516.0,9,-2.0,16,18,16,9.0,4.0,34,1.0,3.0,1.0,3.0,1.0,1.0,4.0,2.0,18,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,16,1.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.6666666666666666,21.05263157894737,0.125,0.1111111111111111,0.3333333333333333,0.75,0.3333333333333333,1.0,1.0,0.25,0.75,0.3333333333333333,0.75,0.48564999999999997,0.3808,0.48564999999999997,1.0,3.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,1610612746,Rick Brunson,Rick Brunson,1594,LAC,152.0,3,-2.0,4,5,3,5.0,,9,,,,,,,,,6,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,121.0,2,,3,4,3,4.0,,7,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,1610612746,Bobby Simmons,Bobby Simmons,2250,LAC,246.0,4,2.0,6,7,6,4.0,,13,,1.0,,1.0,,1.0,2.0,6.0,6,,1.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,,,,6.0,6,1.0,1.0,0.5,0.5,0.5,0.5,0.75,0.75,0.5,1.0,50.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,,,,,0.5,,0.5,0.4491,,0.4491,1.0,10.35,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,0.5,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,1610612746,Kirk Penney,Kirk Penney,2632,LAC,726.0,12,-1.0,22,24,21,12.0,4.0,46,,,,,,1.0,2.0,2.0,24,,1.0,2.0,2.0,2.0,,,1.0,1.0,,,,2.0,21,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,18.51851851851852,,0.09090909090909091,,,,,,,,,0.3333333333333333,0.4455166666666666,,0.4455166666666666,1.0,18.6,0.9545454545454546,,1.0,,3.0,1.0,2.0,,,,,0.6666666666666666,0.5,0.5,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,1610612746,Mikki Moore,Mikki Moore,1630,LAC,154.0,3,-1.0,5,6,5,,2.0,11,,1.0,,1.0,,,1.0,1.0,2,,,1.0,1.0,,,,,1.0,,,,1.0,5,,,,,,,0.25,0.25,,,28.57142857142857,,,,1.0,,,,,1.0,,1.0,0.5613,,0.5613,1.0,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,1610612746,Quinton Ross,Quinton Ross,2624,LAC,480.0,8,-3.0,16,17,15,8.0,4.0,33,,1.0,,1.0,,,1.0,,18,1.0,,1.0,,,,1.0,1.0,2.0,,,,,15,,,,,,,,,,,5.2631578947368425,0.14285714285714285,0.125,,1.0,,,,,1.0,,1.0,0.6095,0.6095,0.6095,,,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.125,0.125,0.16666666666666666,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,1610612746,Lionel Chalmers,Lionel Chalmers,2763,LAC,605.0,10,-1.0,19,20,18,8.0,4.0,39,1.0,3.0,1.0,3.0,,1.0,4.0,9.0,20,1.0,1.0,3.0,9.0,,,,,1.0,,,,9.0,18,,,0.25,0.3333333333333333,0.6666666666666666,0.8,0.6428571428571429,0.75,,,29.166666666666668,,,,0.5,0.3333333333333333,0.3333333333333333,,,0.6,0.3333333333333333,0.8333333333333334,0.47565833333333335,0.5121,0.50327,1.0,5.875,0.9473684210526315,,,,,,1.0,1.0,1.0,2.0,1.0,0.16666666666666666,,,,0.14285714285714285,0.2,2.0,2.0,2.0,2.0,2.0,,,,,,,,0.3333333333333333,,,,0.3333333333333333,0.4,24.55,,1.0,1.0,,,,0.09090909090909091,,1.0,,,,0.5,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,1610612746,Chris Wilcox,Chris Wilcox,2404,LAC,420.0,7,2.0,13,13,13,7.0,2.0,26,,1.0,,1.0,,1.0,2.0,3.0,16,,1.0,2.0,3.0,,,,,,,,,3.0,13,,,0.5,0.5,0.5,0.5,0.5,0.5,,,18.75,,,,0.5,,,,,0.5,,0.5,0.47855000000000003,,0.47855000000000003,1.0,8.3,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,1610612746,Chris Kaman,Chris Kaman,2549,LAC,210.0,4,1.0,6,6,5,3.0,,12,,,,,,,,,6,,,,,,,1.0,1.0,1.0,1.0,,1.0,,5,,,,,,,,,,,,0.5,0.5,0.5,,,,,,,,,,,,,,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
