EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,Defensive 3 Seconds Violations,HeaveAttempts,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,OffensiveGoaltends,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,on,Clear Path Fouls
109,1610612759,Robert Horry,Robert Horry,109,SAS,42044.0,701,263.0,1303,1276,447,312,153,2579,33.0,56.0,7.0,13.0,8.0,16.0,15.0,30,9.0,31.0,7.0,15.0,2.0,3.0,15.0,41.0,1.0,4.0,7.0,13.0,57.0,117,22.0,56.0,43.0,223.0,1221,9.0,23.0,1.0,4.0,7.0,28.0,11.0,31.0,9.0,16.0,22.0,71.0,82.0,32.0,60.0,6.0,8.0,41.0,15.0,11,33.0,9.0,42.0,5.0,4.0,22.0,5.0,6.0,93.0,14.0,33.0,2.0,9.0,72,4.0,85,49.0,134,3.0,34.0,22.0,12.0,16.0,5.0,11.0,13.0,2.0,5.0,1.0,29.0,1.0,11.0,29.0,67,7.0,3.0,55.0,2.0,20.0,9.0,30.0,17.0,2.0,11.0,30.0,12.0,2.0,71.0,447,11.0,0.7192982456140351,0.7735849056603774,0.9090909090909091,0.39285714285714285,0.25,0.5625,0.39285714285714285,0.48717948717948717,0.391304347826087,0.3548387096774194,0.5202312138728323,0.3888888888888889,0.5212765957446809,0.5575,0.4375,0.5819672131147541,0.3236994219653179,0.09401709401709402,0.19642857142857142,15.405405405405405,0.5517241379310345,0.16,0.043478260869565216,0.147239263803681,0.0829145728643216,0.08823529411764706,0.07909604519774012,0.13705583756345177,0.0817391304347826,0.07894736842105263,0.12195121951219512,0.04878048780487805,0.07964601769911504,0.078125,0.14935064935064934,0.1476510067114094,0.14516129032258066,0.056338028169014086,0.16129032258064516,0.0375,0.4,0.3236994219653179,0.5892857142857143,0.7333333333333333,0.6666666666666666,0.17341040462427745,0.5,0.5,0.7333333333333333,0.1791907514450867,0.2903225806451613,0.2903225806451613,0.8888888888888888,0.08670520231213873,0.4666666666666667,0.4666666666666667,0.7142857142857143,0.23699421965317918,0.36585365853658536,0.36585365853658536,1.0,0.48148148148148145,0.5384615384615384,0.2857142857142857,0.14814814814814814,0.25,1.0,0.3404255319148936,0.5,0.06382978723404255,0.6666666666666666,0.2765957446808511,0.5384615384615384,0.6473988439306358,0.36585365853658536,0.5024667630057802,0.464286956521739,0.4612734042553191,0.10471204188481675,0.14814814814814814,0.12556053811659193,0.3183856502242152,7.133333333333334,24.63214285714285,0.3430544896392939,,,,,,,,,,,,,,,,,,,,,,,,True,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,82499.0,1375,410.0,2497,2512,569,418,310,5009,32.0,51.0,4.0,7.0,8.0,10.0,5.0,29,40.0,83.0,57.0,133.0,14.0,29.0,3.0,11.0,,1.0,,2.0,77.0,163,60.0,144.0,34.0,368.0,2407,7.0,17.0,2.0,11.0,2.0,22.0,14.0,22.0,14.0,31.0,10.0,80.0,122.0,32.0,180.0,,6.0,11.0,3.0,15,42.0,22.0,64.0,13.0,9.0,21.0,12.0,9.0,150.0,5.0,15.0,2.0,27.0,88,8.0,123,22.0,145,3.0,29.0,22.0,7.0,8.0,3.0,7.0,11.0,2.0,1.0,,19.0,1.0,2.0,29.0,86,7.0,3.0,55.0,2.0,23.0,6.0,13.0,7.0,3.0,3.0,16.0,8.0,,80.0,569,8.0,0.7922077922077922,0.8243243243243243,1.0,0.4166666666666667,0.18181818181818182,0.45161290322580644,0.4166666666666667,0.4723926380368098,0.4117647058823529,0.6363636363636364,0.5439739413680782,0.35714285714285715,0.660377358490566,0.5508982035928144,0.3548387096774194,0.6557377049180327,0.46905537459283386,0.09202453987730061,0.11764705882352941,12.260536398467433,0.42105263157894735,0.1568627450980392,0.022727272727272728,0.08125577100646353,0.016816143497757848,0.1534090909090909,0.01893939393939394,0.09134233518665608,0.01730103806228374,0.019867549668874173,0.009615384615384616,0.02158273381294964,0.03968253968253968,,0.05187319884726225,0.07458563535911603,0.11497326203208556,0.17829457364341086,0.0851063829787234,0.01948051948051948,0.5,0.16612377850162866,0.6274509803921569,0.7111111111111111,0.6875,0.09446254071661238,0.1724137931034483,0.23809523809523808,0.4,0.2703583061889251,0.4819277108433735,0.4878048780487805,0.925,0.43322475570032576,0.42857142857142855,0.4318181818181818,1.0,0.035830618892508145,0.2727272727272727,0.2727272727272727,1.0,0.25,0.5714285714285714,0.25,0.03571428571428571,,,0.18867924528301888,0.8,0.5471698113207547,0.4827586206896552,0.03773584905660377,,0.6351791530944625,0.2727272727272727,0.5282728013029316,0.525975,0.5357849056603774,0.0701219512195122,0.125,0.059782608695652176,0.21739130434782608,11.171165644171777,23.288194444444443,0.2278734481377653,2.0,10.0,1.0,1.0,3.0,3.0,0.006944444444444444,0.27586206896551724,0.012048192771084338,0.007518796992481203,0.35714285714285715,0.2,1.0,,,,,,,,,,,True,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,82807.0,1380,539.0,2557,2538,653,385,323,5095,146.0,231.0,44.0,66.0,35.0,59.0,118.0,269,68.0,152.0,1.0,1.0,1.0,1.0,1.0,6.0,,,1.0,5.0,332.0,652,2.0,7.0,188.0,858.0,2389,59.0,103.0,1.0,1.0,26.0,147.0,73.0,145.0,2.0,6.0,69.0,221.0,336.0,328.0,6.0,,78.0,6.0,1.0,39,86.0,26.0,112.0,12.0,14.0,46.0,20.0,20.0,250.0,32.0,90.0,6.0,33.0,242,35.0,310,128.0,438,20.0,26.0,19.0,7.0,46.0,8.0,18.0,30.0,2.0,28.0,4.0,76.0,7.0,21.0,63.0,88,6.0,9.0,278.0,28.0,123.0,30.0,104.0,74.0,,30.0,104.0,68.0,,221.0,653,8.0,0.5060240963855421,0.5733788395904437,1.0,0.2857142857142857,1.0,0.3333333333333333,0.2857142857142857,0.50920245398773,0.5728155339805825,0.503448275862069,0.5083459787556904,0.5817307692307693,0.5033112582781457,0.5471938775510204,0.6074380165289256,0.5580808080808081,0.010622154779969651,0.0598159509202454,0.09523809523809523,29.241754505270315,0.6052631578947368,0.6140350877192983,0.06,0.21940163191296463,0.10135135135135136,0.17553191489361702,0.1285140562248996,0.21301316808675447,0.10729991204925242,0.14935064935064934,0.08360128617363344,0.06691449814126393,0.0847457627118644,0.16793893129770993,0.21875,0.23705722070844687,0.203125,0.19858156028368795,0.10638297872340426,0.07092198581560284,0.6538461538461539,0.3505311077389985,0.6320346320346321,0.6985645933014354,0.547945205479452,0.40819423368740515,0.43866171003717475,0.46825396825396826,0.3813559322033898,0.2306525037936267,0.4473684210526316,0.4473684210526316,0.6323529411764706,0.0015174506828528073,1.0,1.0,1.0,0.009104704097116844,0.16666666666666666,0.16666666666666666,1.0,0.6346153846153846,0.6666666666666666,0.045454545454545456,,,,0.39072847682119205,0.5932203389830508,0.006622516556291391,1.0,0.033112582781456956,0.2,0.3611532625189681,0.16666666666666666,0.44411783004552335,0.5057082352941177,0.4472536423841061,0.16312997347480107,0.1646586345381526,0.17132867132867133,0.25757575757575757,7.851226993865026,25.585714285714285,0.25537739538521703,1.0,1.0,,,,,,0.06319702602230483,,,0.009615384615384616,1.0,1.0,4.0,1.0,,,,,,,,,True,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,132061.0,2201,672.0,4075,4073,1114,851,531,8148,192.0,322.0,24.0,45.0,61.0,108.0,57.0,130,21.0,70.0,37.0,95.0,14.0,28.0,60.0,163.0,7.0,15.0,19.0,42.0,270.0,522,97.0,258.0,355.0,1186.0,3918,42.0,79.0,13.0,25.0,32.0,155.0,76.0,154.0,33.0,70.0,163.0,414.0,234.0,306.0,264.0,27.0,24.0,161.0,60.0,46,227.0,61.0,288.0,24.0,37.0,130.0,37.0,60.0,637.0,21.0,50.0,4.0,48.0,198,8.0,254,75.0,329,10.0,119.0,73.0,46.0,95.0,30.0,67.0,76.0,7.0,28.0,9.0,171.0,15.0,46.0,59.0,190,18.0,23.0,442.0,34.0,159.0,61.0,26.0,16.0,3.0,7.0,27.0,14.0,,414.0,1114,16.0,0.43333333333333335,0.45348837209302323,0.9072164948453608,0.375968992248062,0.52,0.4714285714285714,0.37890625,0.5172413793103449,0.5316455696202531,0.4935064935064935,0.5326923076923077,0.5913461538461539,0.5602678571428571,0.6017561983471075,0.6311475409836066,0.6533546325878594,0.33076923076923076,0.08812260536398467,0.10559006211180125,24.181895452613684,0.5555555555555556,0.0784313725490196,0.024539877300613498,0.11538461538461539,0.03599712023038157,0.16608996539792387,0.046153846153846156,0.1226932668329177,0.03850325379609545,0.04201680672268908,0.02813852813852814,0.037694013303769404,0.04526748971193416,0.04716981132075472,0.09392265193370165,0.10507246376811594,0.143317230273752,0.18571428571428572,0.11392405063291139,0.02849002849002849,0.5185185185185185,0.4128205128205128,0.5962732919254659,0.6666666666666666,0.4375,0.16666666666666666,0.43846153846153846,0.4789915966386555,0.40350877192982454,0.08974358974358974,0.3,0.30434782608695654,0.47619047619047616,0.12179487179487179,0.3894736842105263,0.3978494623655914,0.9459459459459459,0.20897435897435898,0.36809815950920244,0.37267080745341613,0.8833333333333333,0.4326923076923077,0.5333333333333333,0.375,0.14423076923076922,0.4666666666666667,0.5714285714285714,0.48214285714285715,0.5648148148148148,0.125,0.5,0.1875,0.4523809523809524,0.7435897435897436,0.37267080745341613,0.5206463963963964,0.5109937499999999,0.5029313063063062,0.18081587651598677,0.24574961360123648,0.13069139966273188,0.3490725126475548,5.026245210727966,24.600775193798444,0.27337423312883435,6.0,10.0,4.0,,1.0,,0.015503875968992248,0.08461538461538462,0.014285714285714285,0.021052631578947368,0.09615384615384616,0.6,0.8333333333333334,1.0,,2.0,3.0,27.0,5.0,1.0,1.0,0.012269938650306749,0.019230769230769232,True,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,94390.0,1573,505.0,2920,2924,882,639,370,5844,178.0,271.0,19.0,24.0,48.0,72.0,43.0,112,55.0,146.0,9.0,35.0,1.0,13.0,15.0,46.0,1.0,5.0,6.0,19.0,276.0,529,24.0,81.0,123.0,747.0,2792,28.0,45.0,2.0,8.0,6.0,68.0,72.0,143.0,7.0,32.0,61.0,226.0,200.0,352.0,69.0,3.0,4.0,46.0,15.0,44,190.0,85.0,275.0,39.0,46.0,85.0,37.0,68.0,635.0,7.0,13.0,3.0,21.0,120,1.0,142,23.0,165,4.0,58.0,41.0,17.0,65.0,12.0,34.0,53.0,9.0,31.0,6.0,118.0,12.0,29.0,23.0,100,6.0,16.0,178.0,22.0,67.0,33.0,1.0,,1.0,,1.0,1.0,,226.0,882,9.0,0.36231884057971014,0.36496350364963503,0.9583333333333334,0.2962962962962963,0.25,0.21875,0.2962962962962963,0.5217391304347826,0.6222222222222222,0.5034965034965035,0.5114754098360655,0.5849056603773585,0.4714285714285714,0.5428779069767442,0.6071428571428571,0.5136363636363637,0.13278688524590163,0.0831758034026465,0.11070110701107011,23.98095804819994,0.5508474576271186,0.014285714285714285,0.02564102564102564,0.09700889248181083,0.01310483870967742,0.1065989847715736,0.021806853582554516,0.09832635983263599,0.015232292460015232,0.005988023952095809,0.01466275659824047,0.01892744479495268,0.011834319526627219,0.03289473684210526,0.07272727272727272,0.0971563981042654,0.1186046511627907,0.11643835616438356,0.0784313725490196,0.015267175572519083,1.0,0.44426229508196724,0.6568265682656826,0.7385892116182573,0.33146067415730335,0.18360655737704917,0.38392857142857145,0.4387755102040816,0.20930232558139536,0.23934426229508196,0.3767123287671233,0.3767123287671233,0.5818181818181818,0.05737704918032787,0.2571428571428571,0.2571428571428571,1.0,0.07540983606557378,0.32608695652173914,0.32608695652173914,0.9333333333333333,0.4528301886792453,0.7916666666666666,0.2631578947368421,0.09433962264150944,0.2,1.0,0.4114285714285714,0.6666666666666666,0.07428571428571429,0.07692307692307693,0.10857142857142857,0.3157894736842105,0.5770491803278689,0.32608695652173914,0.5083731147540982,0.483576923076923,0.481774857142857,0.10229007633587786,0.11672473867595819,0.09103078982597054,0.30254350736278446,7.327221172022684,24.419753086419757,0.30205479452054795,1.0,3.0,,,,,,0.125,,,0.05660377358490566,0.3333333333333333,1.0,1.0,,,,,,,,,,True,
2366,1610612759,Mike Wilks,Mike Wilks,2366,SAS,3341.0,56,-1.0,104,101,32,27,15,205,2.0,6.0,1.0,1.0,1.0,1.0,1.0,3,2.0,7.0,,,,,,2.0,,1.0,,,5.0,16,,2.0,,10.0,104,1.0,1.0,,1.0,,2.0,2.0,5.0,,,,4.0,6.0,4.0,,,2.0,2.0,,2,6.0,1.0,7.0,,1.0,4.0,2.0,,15.0,,1.0,,2.0,6,,8,1.0,9,,3.0,1.0,2.0,2.0,,2.0,,,,,2.0,,1.0,2.0,5,,,,,,,,,,,,,,4.0,32,1.0,0.6,0.75,,,,,,0.3125,1.0,0.4,0.2777777777777778,0.5,0.4,0.2777777777777778,0.5,0.4,0.1111111111111111,0.125,0.3333333333333333,16.260162601626018,1.0,,,0.17647058823529413,0.022727272727272728,0.2222222222222222,,0.18604651162790697,0.017543859649122806,0.0625,,,,,0.1,,0.25,0.16666666666666666,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.5,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3888888888888889,0.2857142857142857,0.2857142857142857,1.0,,,,,0.1111111111111111,,,,0.5,1.0,,0.5,,,0.2,1.0,,,,,0.4444444444444444,,0.4444972222222222,0.44635,0.4102,,,0.2,0.4,10.0,27.3,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,True,
2757,1610612759,Beno Udrih,Beno Udrih,2757,SAS,35157.0,586,152.0,1072,1071,215,192,151,2143,31.0,44.0,2.0,4.0,4.0,9.0,13.0,28,19.0,47.0,18.0,34.0,4.0,6.0,15.0,38.0,2.0,3.0,4.0,11.0,63.0,119,33.0,72.0,29.0,254.0,1053,3.0,11.0,5.0,7.0,,21.0,9.0,20.0,8.0,17.0,6.0,48.0,78.0,48.0,96.0,3.0,,36.0,15.0,5,57.0,20.0,77.0,6.0,14.0,24.0,14.0,19.0,174.0,2.0,5.0,,6.0,30,,36,7.0,43,3.0,22.0,20.0,2.0,26.0,4.0,17.0,11.0,1.0,9.0,3.0,37.0,2.0,3.0,24.0,45,,1.0,39.0,2.0,17.0,3.0,5.0,2.0,1.0,2.0,6.0,3.0,,48.0,215,1.0,0.6190476190476191,0.6190476190476191,0.9696969696969697,0.4583333333333333,0.7142857142857143,0.47058823529411764,0.4714285714285714,0.5294117647058824,0.2727272727272727,0.45,0.5890052356020943,0.5833333333333334,0.5675675675675675,0.6076555023923444,0.5833333333333334,0.5853658536585366,0.3769633507853403,0.04201680672268908,0.09090909090909091,19.68,0.7027027027027027,,,0.06550218340611354,0.013623978201634877,0.07228915662650602,0.015748031496062992,0.066543438077634,0.01417004048582996,0.007692307692307693,0.02727272727272727,0.007874015748031496,0.027777777777777776,,0.059602649006622516,0.07142857142857142,0.06629834254143646,0.06896551724137931,0.08,0.03409090909090909,0.5,0.23036649214659685,0.7045454545454546,0.775,0.7741935483870968,0.14659685863874344,0.4642857142857143,0.48148148148148145,0.3076923076923077,0.24607329842931938,0.40425531914893614,0.40425531914893614,0.5789473684210527,0.17801047120418848,0.5294117647058824,0.5294117647058824,1.0,0.19895287958115182,0.39473684210526316,0.39473684210526316,0.9333333333333333,0.2222222222222222,0.5,0.5,0.16666666666666666,0.6666666666666666,1.0,0.24324324324324326,0.4444444444444444,0.16216216216216217,0.6666666666666666,0.2972972972972973,0.36363636363636365,0.6073298429319371,0.4166666666666667,0.5066791005291005,0.47982692307692315,0.48957285714285725,0.0825242718446602,0.12686567164179105,0.08267716535433071,0.1889763779527559,9.39579831932773,24.895833333333336,0.20055970149253732,3.0,4.0,,,1.0,1.0,,0.03571428571428571,,,0.2222222222222222,0.75,1.0,1.0,,2.0,,1.0,,,,,,True,
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,71864.0,1198,384.0,2204,2213,457,326,289,4417,66.0,104.0,18.0,44.0,13.0,18.0,46.0,104,24.0,69.0,,,,,,,,,,,136.0,277,,,14.0,286.0,2081,25.0,63.0,,,4.0,54.0,19.0,40.0,,,8.0,46.0,204.0,68.0,,,38.0,,,13,39.0,10.0,49.0,7.0,3.0,26.0,4.0,9.0,108.0,22.0,84.0,8.0,14.0,156,7.0,177,114.0,291,7.0,20.0,17.0,3.0,19.0,6.0,8.0,27.0,2.0,11.0,3.0,46.0,3.0,6.0,88.0,136,18.0,8.0,30.0,6.0,14.0,4.0,82.0,59.0,1.0,22.0,82.0,47.0,1.0,46.0,457,7.0,0.75,0.8717948717948718,,,,,,0.49097472924187724,0.3968253968253968,0.475,0.49097472924187724,0.3968253968253968,0.475,0.49480968858131485,0.4090909090909091,0.5,,0.04693140794223827,0.0673076923076923,13.183785911058639,0.41304347826086957,0.15555555555555556,0.09302325581395349,0.15678391959798996,0.11096433289299867,0.1037037037037037,0.09777777777777778,0.1504424778761062,0.1079429735234216,0.12916666666666668,0.10687022900763359,0.09803921568627451,0.14912280701754385,0.04504504504504504,0.13245033112582782,0.17325227963525835,0.1620879120879121,0.09183673469387756,0.13513513513513514,0.05511811023622047,0.573170731707317,0.37545126353790614,0.6346153846153846,0.6804123711340206,0.7575757575757576,0.37545126353790614,0.4423076923076923,0.46464646464646464,0.6521739130434783,0.2490974729241877,0.34782608695652173,0.35294117647058826,0.9166666666666666,,,,,,,,,0.6984126984126984,0.4090909090909091,0.1111111111111111,,,,0.45,0.7222222222222222,,,,,0.37545126353790614,,0.4533303249097473,0.49546964285714284,0.451755,0.04912280701754386,0.04912280701754386,0.1888111888111888,0.16083916083916083,7.71263537906137,,0.2073502722323049,,,,,,,,0.04807692307692308,0.014492753623188406,,,,,5.0,3.0,,,,,,1.0,,,True,
1737,1610612759,Nazr Mohammed,Nazr Mohammed,1737,SAS,7562.0,126,14.0,224,229,47,56,37,453,10.0,23.0,4.0,10.0,3.0,7.0,2.0,9,,,,,,,,,,,,,12.0,32,,,7.0,31.0,230,4.0,10.0,,,4.0,12.0,3.0,7.0,,,2.0,8.0,16.0,8.0,,,8.0,,,7,1.0,,1.0,,,1.0,,,2.0,3.0,13.0,1.0,5.0,20,4.0,29,17.0,46,3.0,1.0,,1.0,2.0,,,4.0,,2.0,2.0,6.0,2.0,1.0,9.0,16,3.0,1.0,11.0,1.0,6.0,,10.0,10.0,,,11.0,6.0,,8.0,47,1.0,0.6666666666666666,1.0,,,,,,0.375,0.4,0.42857142857142855,0.375,0.4,0.42857142857142855,0.4189189189189189,0.5,0.4,,0.21875,0.21739130434782608,15.808823529411763,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.18181818181818182,0.1368421052631579,0.2631578947368421,0.0967741935483871,0.1937984496124031,0.12698412698412698,0.17647058823529413,0.10256410256410256,0.13636363636363635,0.06666666666666667,0.125,0.17777777777777778,0.25,0.13513513513513514,0.25,0.2857142857142857,0.23076923076923078,0.5454545454545454,0.71875,0.43478260869565216,0.5555555555555556,0.6,0.28125,0.2222222222222222,0.2857142857142857,1.0,,,,,,,,,,,,,1.0,0.4,,,,,1.0,0.42857142857142855,,,,,0.71875,,0.5087562499999999,0.54826,0.5554142857142856,0.16216216216216217,0.16216216216216217,0.3870967741935484,0.25806451612903225,2.8718749999999997,,0.20982142857142858,,,,,1.0,,,0.2222222222222222,,,,,,1.0,,,,,,1.0,,,,True,
1752,1610612759,Sean Marks,Sean Marks,1752,SAS,5214.0,87,10.0,158,170,41,47,29,328,8.0,17.0,5.0,9.0,4.0,4.0,,6,5.0,12.0,,,,,,,,,,,13.0,35,,,10.0,36.0,161,5.0,10.0,,,3.0,13.0,4.0,8.0,,,2.0,10.0,20.0,6.0,,,4.0,,,5,,2.0,2.0,2.0,,,,,6.0,2.0,8.0,2.0,2.0,6,1.0,9,12.0,21,1.0,2.0,2.0,,,,,2.0,1.0,,,2.0,,,5.0,7,,1.0,13.0,1.0,7.0,,5.0,2.0,,3.0,5.0,3.0,1.0,10.0,41,,0.7692307692307693,0.9090909090909091,,,,,,0.37142857142857144,0.5,0.5,0.37142857142857144,0.5,0.5,0.43902439024390244,0.5416666666666666,0.5555555555555556,,0.14285714285714285,0.29411764705882354,22.27979274611399,,0.125,0.15384615384615385,0.07894736842105263,0.11764705882352941,0.18181818181818182,0.125,0.09195402298850575,0.11904761904761904,0.17391304347826086,0.08695652173913043,0.09090909090909091,0.09090909090909091,0.2,0.17391304347826086,0.05,0.030303030303030304,0.125,0.3333333333333333,0.058823529411764705,0.6,0.4857142857142857,0.47058823529411764,0.6666666666666666,0.625,0.17142857142857143,,,,0.34285714285714286,0.4166666666666667,0.4166666666666667,1.0,,,,,,,,,0.9,0.5555555555555556,0.4,,,,0.5,1.0,,,,,0.4857142857142857,,0.4828685714285715,0.5822111111111111,0.496225,0.17073170731707318,0.17073170731707318,0.3611111111111111,0.2777777777777778,8.405714285714286,,0.25949367088607594,,,,,,,,,,,,,,,1.0,,,,,,,,,True,
