EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedCorner3,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,on
1531,1610612755,Marc Jackson,Marc Jackson,1531,PHI,118201.0,1970.0,1.0,3905.0,3906.0,1373.0,1324.0,484.0,7811.0,179.0,325.0,67.0,118.0,55.0,108.0,67.0,178.0,94.0,226.0,1.0,1.0,1.0,1.0,340.0,729.0,2.0,289.0,969.0,4072.0,76.0,150.0,80.0,232.0,93.0,211.0,2.0,149.0,335.0,458.0,222.0,112.0,1.0,79.0,56.0,25.0,81.0,17.0,8.0,33.0,9.0,14.0,187.0,35.0,149.0,52.0,151.0,19.0,222.0,184.0,406.0,24.0,32.0,27.0,5.0,54.0,8.0,27.0,77.0,6.0,27.0,20.0,131.0,19.0,35.0,94.0,170.0,13.0,21.0,349.0,28.0,5.0,153.0,33.0,18.0,12.0,6.0,18.0,7.0,2.0,1.0,18.0,9.0,335.0,1373.0,12.0,0.6735294117647059,0.8063380281690141,0.4663923182441701,0.5066666666666667,0.44075829383886256,0.46511627906976744,0.5066666666666667,0.43661971830985913,0.5438695163104612,0.6041666666666666,0.5644067796610169,0.0027359781121751026,0.1083676268861454,0.1723076923076923,0.08426966292134831,0.035398230088495575,22.829006266786035,0.4122137404580153,0.14615384615384616,0.1143939393939394,0.10522598870056497,0.11087420042643924,0.08120649651972157,0.11347121296813863,0.09962100703844072,0.15071283095723015,0.09399477806788512,0.07195571955719557,0.06269592476489028,0.13392857142857142,0.13259668508287292,0.12569832402234637,0.09666666666666666,0.11527377521613832,0.09836065573770492,0.0781758957654723,0.3888888888888889,0.44459644322845415,0.5507692307692308,0.6654275092936803,0.6201117318435754,0.24350205198358413,0.37640449438202245,0.4110429447852761,0.6716417910447762,0.3091655266757866,0.415929203539823,0.43119266055045874,0.776595744680851,0.0013679890560875513,0.0013679890560875513,0.7866666666666666,0.5677966101694916,0.11940298507462686,0.5070422535211268,0.5092592592592593,0.004694835680751174,0.004694835680751174,0.4473324213406293,0.47419623803009575,0.5287384615384615,0.47072981220657256,0.17873831775700935,0.1791569086651054,0.239422084623323,0.3457172342621259,7.669547325102882,25.1,0.35160051216389243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1563,1610612755,Kevin Ollie,Kevin Ollie,1563,PHI,6618.0,110.0,-7.0,209.0,216.0,54.0,71.0,25.0,425.0,1.0,2.0,,,,,2.0,6.0,5.0,11.0,,,,,8.0,19.0,,5.0,21.0,209.0,,,,,2.0,5.0,,,4.0,10.0,6.0,,,2.0,8.0,7.0,15.0,6.0,1.0,3.0,3.0,2.0,37.0,1.0,1.0,,8.0,1.0,9.0,2.0,11.0,,5.0,2.0,3.0,3.0,,2.0,3.0,2.0,1.0,,6.0,,1.0,2.0,11.0,1.0,1.0,8.0,,,4.0,,,,,,,,,,,4.0,54.0,4.0,0.625,0.625,0.42105263157894735,,0.4,0.42105263157894735,,0.4,0.45652173913043476,,0.4,,0.10526315789473684,0.5,0.16666666666666666,,12.184873949579833,0.5,0.1,0.12698412698412698,0.013513513513513514,,0.043478260869565216,0.0975609756097561,0.020618556701030927,0.05555555555555555,,,0.05555555555555555,,0.06666666666666667,0.07692307692307693,0.17142857142857143,,,,,0.10526315789473684,0.5,1.0,1.0,0.3157894736842105,0.3333333333333333,0.4,,0.5789473684210527,0.45454545454545453,0.45454545454545453,0.8,,,,,,,,,,0.10526315789473684,0.3977263157894737,,0.33358000000000004,0.17391304347826086,0.17391304347826086,,0.19047619047619047,13.61578947368421,,0.2583732057416268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1730,1610612755,Brian Skinner,Brian Skinner,1730,PHI,2848.0,47.0,2.0,99.0,97.0,59.0,42.0,17.0,196.0,2.0,8.0,,3.0,1.0,5.0,3.0,7.0,,,,,1.0,1.0,5.0,15.0,1.0,,10.0,103.0,1.0,6.0,,2.0,2.0,8.0,1.0,,4.0,6.0,4.0,2.0,,,1.0,,1.0,,,1.0,,,2.0,3.0,5.0,,4.0,,4.0,8.0,12.0,1.0,,,,1.0,,,,,1.0,,1.0,,,5.0,8.0,1.0,,4.0,,,2.0,,1.0,,1.0,1.0,1.0,,,,,4.0,59.0,2.0,0.6,0.75,0.3333333333333333,0.16666666666666666,0.25,0.3125,0.16666666666666666,0.2222222222222222,0.2777777777777778,0.16666666666666666,0.2222222222222222,0.0625,,,,,16.239316239316242,1.0,,0.13793103448275862,0.13157894736842105,,0.3333333333333333,0.11428571428571428,0.1702127659574468,0.1875,0.09090909090909091,0.09090909090909091,,0.5,0.125,0.16666666666666666,0.13333333333333333,,,0.1,1.0,0.5,0.25,0.25,1.0,0.4375,0.42857142857142855,0.42857142857142855,0.3333333333333333,,,,,,0.0625,0.5,,,0.5555555555555556,0.2,,0.1111111111111111,0.5625,0.4686533333333333,0.43515999999999994,0.480375,0.1111111111111111,0.11764705882352941,0.2,0.4,3.1199999999999997,46.4,0.5959595959595959,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2594,1610612755,Kyle Korver,Kyle Korver,2594,PHI,75022.0,1250.0,25.0,2500.0,2475.0,949.0,852.0,321.0,4975.0,11.0,23.0,3.0,4.0,4.0,9.0,12.0,23.0,24.0,63.0,72.0,25.0,187.0,65.0,47.0,109.0,259.0,39.0,421.0,2608.0,8.0,15.0,4.0,44.0,19.0,42.0,90.0,28.0,171.0,54.0,40.0,8.0,187.0,8.0,82.0,13.0,95.0,8.0,5.0,47.0,16.0,19.0,203.0,1.0,12.0,33.0,116.0,13.0,162.0,13.0,175.0,2.0,53.0,37.0,16.0,32.0,7.0,23.0,18.0,4.0,9.0,3.0,50.0,2.0,19.0,60.0,119.0,3.0,2.0,44.0,1.0,18.0,1.0,12.0,14.0,9.0,1.0,16.0,11.0,,,,,171.0,949.0,12.0,0.574468085106383,0.627906976744186,0.43119266055045874,0.5333333333333333,0.4523809523809524,0.5190217391304348,0.5,0.5416666666666666,0.5328947368421053,0.5125,0.5694444444444444,0.7038043478260869,0.07339449541284404,0.13043478260869565,0.08695652173913043,0.047619047619047616,15.008726003490402,0.64,0.17105263157894737,0.13908872901678657,0.013513513513513514,0.1111111111111111,0.0033783783783783786,0.1317418213969938,0.01097972972972973,0.01948051948051948,0.003861003861003861,0.01557632398753894,,0.012987012987012988,0.10909090909090909,0.13157894736842105,0.16062176165803108,0.11363636363636363,0.1038961038961039,0.009389671361502348,0.6875,0.0625,0.4782608695652174,0.55,0.45454545454545453,0.0625,0.5217391304347826,0.5714285714285714,0.5,0.17119565217391305,0.38095238095238093,0.4,0.6666666666666666,0.1956521739130435,0.5081521739130435,0.1,0.75,,0.06818181818181818,0.4444444444444444,0.1893939393939394,0.49242424242424243,0.7663043478260869,0.5080180706521739,0.511135294117647,0.4955329545454545,0.005434782608695652,0.009174311926605505,0.10451306413301663,0.40617577197149646,12.727522935779819,25.09034749034749,0.3796,,31.0,2.0,7.0,11.0,65.0,6.0,18.0,24.0,96.0,8.0,25.0,35.0,285.0,3.0,65.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,0.9895833333333334,0.37065637065637064,0.32,0.3888888888888889,0.37065637065637064,0.007722007722007722,0.013888888888888888,0.0053475935828877,0.4305555555555556,0.43661971830985913,1.0,0.34759358288770054,0.34946236559139787,0.9846153846153847,0.175,0.2857142857142857,1.0,0.45,0.3333333333333333,1.0,0.44,0.36923076923076925,0.34759358288770054,0.003861003861003861,,,,,True
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,71874.0,1198.0,-66.0,2363.0,2382.0,772.0,707.0,304.0,4745.0,84.0,117.0,10.0,16.0,27.0,33.0,6.0,25.0,9.0,36.0,32.0,7.0,29.0,8.0,99.0,178.0,61.0,73.0,340.0,2542.0,14.0,26.0,3.0,34.0,32.0,55.0,15.0,36.0,112.0,132.0,66.0,10.0,25.0,9.0,79.0,16.0,95.0,11.0,5.0,39.0,16.0,24.0,206.0,12.0,29.0,49.0,122.0,9.0,180.0,41.0,221.0,4.0,66.0,43.0,23.0,36.0,3.0,23.0,23.0,4.0,13.0,4.0,59.0,3.0,20.0,55.0,92.0,5.0,6.0,101.0,4.0,1.0,39.0,13.0,28.0,23.0,4.0,31.0,13.0,2.0,1.0,2.0,4.0,112.0,772.0,8.0,0.6666666666666666,0.7021276595744681,0.5561797752808989,0.5384615384615384,0.5818181818181818,0.5585774058577406,0.5344827586206896,0.5428571428571428,0.5905923344947736,0.53125,0.6153846153846154,0.25523012552301255,0.05056179775280899,0.05128205128205128,0.12,,12.729948491537895,0.6101694915254238,0.11392405063291139,0.1508034610630408,0.03254769921436588,0.17132867132867133,0.05240174672489083,0.15616438356164383,0.03660714285714286,0.04501607717041801,0.02145922746781116,0.02881844380403458,0.054878048780487805,0.046153846153846156,0.11857707509881422,0.1179245283018868,0.19476744186046513,0.1792452830188679,0.14864864864864866,0.0392156862745098,0.41935483870967744,0.4895397489539749,0.717948717948718,0.7567567567567568,0.7142857142857143,0.10460251046025104,0.24,0.2727272727272727,0.3333333333333333,0.1506276150627615,0.25,0.25,0.4444444444444444,0.13389121338912133,0.12133891213389121,0.5517241379310345,0.625,0.4,0.4714285714285714,0.8181818181818182,0.1,0.11428571428571428,0.7447698744769874,0.5531293617021277,0.4837136363636365,0.5534089552238807,0.14233576642335766,0.18309859154929578,0.1,0.32941176470588235,4.915168539325843,25.491803278688526,0.3267033432077867,4.0,10.0,,2.0,1.0,13.0,1.0,1.0,3.0,23.0,1.0,3.0,4.0,63.0,6.0,13.0,,2.0,,,3.0,2.0,1.0,0.9130434782608695,0.3770491803278688,0.3333333333333333,0.26666666666666666,0.40350877192982454,,,,0.3125,0.3125,0.9,0.4482758620689655,0.4482758620689655,0.9230769230769231,0.06896551724137931,,,0.034482758620689655,1.0,,0.14285714285714285,0.375,0.52,,1.0,,,,True
185,1610612755,Chris Webber,Chris Webber,185,PHI,9714.0,162.0,-22.0,325.0,326.0,107.0,151.0,41.0,651.0,15.0,28.0,2.0,6.0,2.0,5.0,3.0,15.0,11.0,41.0,,,2.0,1.0,29.0,84.0,2.0,11.0,72.0,362.0,3.0,10.0,5.0,11.0,8.0,24.0,1.0,7.0,23.0,44.0,14.0,4.0,2.0,5.0,9.0,5.0,14.0,2.0,3.0,6.0,1.0,2.0,33.0,1.0,7.0,15.0,13.0,7.0,35.0,9.0,44.0,3.0,5.0,1.0,4.0,7.0,1.0,3.0,5.0,1.0,4.0,2.0,12.0,1.0,3.0,9.0,19.0,1.0,1.0,14.0,2.0,,7.0,1.0,5.0,4.0,1.0,5.0,2.0,,,,2.0,23.0,107.0,8.0,0.7586206896551724,0.8148148148148148,0.34523809523809523,0.3,0.3333333333333333,0.3546511627906977,0.3,0.32,0.391304347826087,0.4230769230769231,0.39655172413793105,0.023255813953488372,0.05952380952380952,0.14285714285714285,0.06666666666666667,,28.03234501347709,0.5833333333333334,0.6363636363636364,0.11206896551724138,0.05511811023622047,0.5769230769230769,0.03571428571428571,0.19718309859154928,0.05161290322580645,0.125,0.03333333333333333,0.017543859649122806,0.05,,0.08571428571428572,0.21875,0.061224489795918366,0.5714285714285714,0.6,0.06,0.4,0.32558139534883723,0.5357142857142857,0.625,0.7333333333333333,0.1744186046511628,0.2,0.21428571428571427,0.3333333333333333,0.47674418604651164,0.2682926829268293,0.2682926829268293,0.9090909090909091,,0.023255813953488372,0.6,0.3333333333333333,,0.2,0.4,,0.04,0.3488372093023256,0.45367558139534875,0.51315,0.426712,0.07692307692307693,0.07865168539325842,0.1527777777777778,0.3194444444444444,10.373809523809523,26.35,0.3292307692307692,,,,,,1.0,,,,1.0,,,,3.0,,1.0,,,,,,,,1.0,0.5,,,0.5,,,,,,,0.5,0.5,1.0,,,,,,,,,0.5,,,1.0,0.16666666666666666,,True
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,43675.0,728.0,100.0,1469.0,1457.0,551.0,612.0,165.0,2926.0,11.0,14.0,,,,1.0,7.0,15.0,12.0,21.0,25.0,11.0,11.0,4.0,30.0,50.0,36.0,9.0,102.0,1450.0,1.0,3.0,,2.0,4.0,10.0,15.0,8.0,37.0,42.0,18.0,2.0,10.0,4.0,54.0,21.0,75.0,13.0,8.0,24.0,6.0,24.0,171.0,5.0,7.0,31.0,63.0,8.0,102.0,12.0,114.0,1.0,37.0,22.0,15.0,12.0,2.0,9.0,9.0,1.0,3.0,2.0,21.0,1.0,7.0,31.0,81.0,5.0,2.0,12.0,,,,6.0,10.0,5.0,3.0,10.0,3.0,,,,1.0,37.0,551.0,19.0,0.7,0.7241379310344828,0.6,0.3333333333333333,0.4,0.5406976744186046,0.125,0.58,0.5543478260869565,0.1111111111111111,0.6166666666666667,0.4186046511627907,0.08,,0.2,0.047619047619047616,6.734816596512328,0.5714285714285714,0.16666666666666666,0.13097713097713098,0.01417004048582996,0.16756756756756758,0.028089887640449437,0.14114114114114115,0.017857142857142856,0.006060606060606061,0.022556390977443608,0.015306122448979591,0.031496062992125984,0.0196078431372549,0.14285714285714285,0.09022556390977443,0.14847161572052403,0.14925373134328357,0.21568627450980393,0.02702702702702703,0.3,0.16279069767441862,0.7857142857142857,0.7857142857142857,0.5454545454545454,0.1744186046511628,0.4666666666666667,0.5833333333333334,0.7142857142857143,0.2441860465116279,0.5714285714285714,0.6,0.8333333333333334,0.29069767441860467,0.12790697674418605,,,,0.04,,0.44,0.16,0.5813953488372093,0.49815294117647063,0.53485,0.4812666666666667,,,0.0196078431372549,0.3627450980392157,10.970000000000002,24.572222222222223,0.3750850918992512,1.0,10.0,,4.0,6.0,1.0,,1.0,1.0,11.0,,5.0,7.0,33.0,,1.0,2.0,1.0,,,,,2.0,1.0,0.3055555555555556,,0.4666666666666667,0.3142857142857143,0.05555555555555555,0.08,,0.4,0.43478260869565216,1.0,0.09090909090909091,0.09090909090909091,1.0,0.5,,,0.125,,,0.5454545454545454,0.25,0.1,,,,,,True
1903,1610612755,Kenny Thomas,Kenny Thomas,1903,PHI,34768.0,579.0,-56.0,1116.0,1120.0,387.0,278.0,148.0,2236.0,35.0,66.0,10.0,25.0,10.0,17.0,6.0,29.0,43.0,93.0,1.0,1.0,2.0,1.0,84.0,188.0,3.0,50.0,218.0,1199.0,15.0,35.0,8.0,38.0,24.0,52.0,2.0,26.0,74.0,120.0,48.0,22.0,2.0,12.0,17.0,11.0,28.0,6.0,5.0,11.0,2.0,4.0,67.0,4.0,43.0,22.0,58.0,15.0,95.0,49.0,144.0,5.0,18.0,14.0,4.0,12.0,2.0,8.0,17.0,,4.0,5.0,29.0,2.0,14.0,37.0,68.0,8.0,2.0,57.0,7.0,,22.0,10.0,3.0,2.0,,3.0,1.0,1.0,,6.0,,74.0,387.0,8.0,0.7142857142857143,0.821917808219178,0.44680851063829785,0.42857142857142855,0.46153846153846156,0.4397905759162304,0.4166666666666667,0.4444444444444444,0.5046296296296297,0.475,0.5522388059701493,0.015706806282722512,0.06382978723404255,0.10606060606060606,0.13793103448275862,0.010752688172043012,18.962848297213622,0.41379310344827586,0.5555555555555556,0.15263157894736842,0.09684684684684684,0.15714285714285714,0.034782608695652174,0.15384615384615385,0.08407871198568873,0.1342281879194631,0.07766990291262135,0.078125,0.037037037037037035,0.029411764705882353,0.09259259259259259,0.15306122448979592,0.1896551724137931,0.17894736842105263,0.1111111111111111,0.05263157894736842,0.3333333333333333,0.34554973821989526,0.5303030303030303,0.5932203389830508,0.5714285714285714,0.1518324607329843,0.20689655172413793,0.24,0.3333333333333333,0.4869109947643979,0.46236559139784944,0.4673913043478261,0.8837209302325582,0.005235602094240838,0.010471204188481676,0.6944444444444444,0.4,,0.3148148148148148,0.5882352941176471,0.018518518518518517,0.018518518518518517,0.3612565445026178,0.46264764397905755,0.5273985294117648,0.450512037037037,0.10679611650485436,0.10837438423645321,0.1743119266055046,0.3394495412844037,10.412765957446808,24.133333333333336,0.3467741935483871,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,0.027777777777777776,,,,,,,,2.0,0.06666666666666667,,True
2422,1610612755,John Salmons,John Salmons,2422,PHI,31836.0,531.0,5.0,1024.0,1032.0,302.0,325.0,118.0,2056.0,11.0,20.0,2.0,2.0,,3.0,7.0,12.0,3.0,17.0,20.0,6.0,29.0,6.0,21.0,49.0,49.0,15.0,105.0,1030.0,3.0,5.0,,9.0,3.0,12.0,12.0,4.0,16.0,12.0,30.0,2.0,29.0,5.0,49.0,15.0,64.0,9.0,6.0,15.0,15.0,19.0,143.0,1.0,4.0,18.0,36.0,5.0,59.0,5.0,64.0,,17.0,13.0,4.0,13.0,7.0,12.0,14.0,2.0,1.0,,27.0,,9.0,24.0,47.0,3.0,3.0,21.0,3.0,,11.0,1.0,7.0,3.0,3.0,8.0,7.0,,,1.0,,16.0,302.0,5.0,0.2857142857142857,0.3,0.42857142857142855,0.6,0.25,0.45918367346938777,0.6428571428571429,0.25,0.49065420560747663,0.6428571428571429,0.2962962962962963,0.5,0.10204081632653061,0.2,0.08333333333333333,,11.591695501730102,0.48148148148148145,0.13513513513513514,0.10140845070422536,0.011019283746556474,0.1258741258741259,0.007692307692307693,0.10843373493975904,0.010141987829614604,0.023255813953488372,0.010309278350515464,,0.00980392156862745,,0.08139534883720931,0.1111111111111111,0.10559006211180125,0.14545454545454545,0.06060606060606061,,0.875,0.20408163265306123,0.55,0.6875,0.18181818181818182,0.12244897959183673,0.5833333333333334,0.6363636363636364,0.42857142857142855,0.17346938775510204,0.17647058823529413,0.17647058823529413,0.3333333333333333,0.20408163265306123,0.29591836734693877,0.2857142857142857,1.0,,0.125,,0.25,0.25,0.7040816326530612,0.5090701030927834,0.47775,0.474304347826087,0.10377358490566038,0.19298245614035087,0.08571428571428572,0.1523809523809524,8.316326530612246,24.763265306122452,0.294921875,,8.0,1.0,2.0,2.0,8.0,,,,16.0,1.0,2.0,2.0,42.0,6.0,8.0,,,,,1.0,1.0,1.0,0.875,0.32653061224489793,0.5,0.16666666666666666,0.32653061224489793,,,,0.4,0.4,0.875,0.27586206896551724,0.27586206896551724,0.875,0.2857142857142857,0.5,,,,,0.3333333333333333,,0.27586206896551724,,,,,,True
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,92950.0,1549.0,46.0,3101.0,3092.0,1171.0,1108.0,374.0,6193.0,161.0,291.0,5.0,14.0,59.0,108.0,65.0,158.0,93.0,272.0,15.0,5.0,140.0,56.0,319.0,721.0,155.0,336.0,1130.0,3254.0,15.0,56.0,11.0,50.0,111.0,272.0,61.0,178.0,457.0,114.0,524.0,2.0,136.0,54.0,213.0,64.0,277.0,41.0,23.0,119.0,25.0,69.0,618.0,5.0,20.0,42.0,77.0,1.0,120.0,26.0,146.0,3.0,74.0,52.0,22.0,110.0,12.0,77.0,59.0,14.0,33.0,6.0,169.0,5.0,58.0,16.0,67.0,2.0,13.0,407.0,30.0,11.0,153.0,58.0,5.0,1.0,1.0,6.0,2.0,,,,,457.0,1171.0,18.0,0.1786833855799373,0.1792452830188679,0.44244105409153955,0.26785714285714285,0.40808823529411764,0.4531963470319635,0.3046875,0.4189189189189189,0.5293005671077504,0.35,0.5241935483870968,0.1769406392694064,0.07489597780859916,0.13745704467353953,0.0379746835443038,0.029411764705882353,34.690415606446145,0.650887573964497,0.00980392156862745,0.07340324118207817,0.01784121320249777,0.11475409836065574,0.015384615384615385,0.08409893992932863,0.017289073305670817,0.020512820512820513,0.02413793103448276,0.011337868480725623,0.01694915254237288,0.011235955056179775,0.056291390728476824,0.06293706293706294,0.0911062906724512,0.10687022900763359,0.1346153846153846,0.0069124423963133645,0.3333333333333333,0.3321917808219178,0.5532646048109966,0.6414342629482072,0.16149068322981366,0.18036529680365296,0.41139240506329117,0.4276315789473684,0.1076923076923077,0.3105022831050228,0.34191176470588236,0.3522727272727273,0.25806451612903225,0.017123287671232876,0.1598173515981735,0.21875,0.35714285714285715,0.6,0.32432432432432434,0.5462962962962963,0.015015015015015015,0.16816816816816818,0.5091324200913242,0.48787715269804827,0.45097641509433967,0.47719439393939395,0.154,0.18127962085308058,0.04424778761061947,0.4044247787610619,8.864216366158116,26.045161290322582,0.37762012254111577,4.0,5.0,,1.0,1.0,47.0,3.0,7.0,18.0,52.0,3.0,8.0,19.0,78.0,78.0,47.0,1.0,7.0,,1.0,1.0,1.0,3.0,0.5,0.33548387096774196,0.375,0.3114754098360656,0.3443708609271523,0.0064516129032258064,,0.007142857142857143,0.3333333333333333,0.3333333333333333,1.0,0.3357142857142857,0.3381294964028777,0.44680851063829785,0.015625,,,0.109375,0.42857142857142855,0.3333333333333333,0.2,0.32142857142857145,0.34558823529411764,0.00641025641025641,,1.0,0.011764705882352941,2.0,True
