EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,BadPassTurnovers,NonShootingPenaltyNonTakeFouls,OffShortMidRangeReboundPct,SecondChanceFtPoints,FTOffRebounds,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffFTReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,PenaltyArc3FGM,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,on,SecondChanceCorner3FGA,PtsUnassisted3s,HeaveAttempts,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,HeaveMakes,3pt And 1 Free Throw Trips,BlockedLongMidRange,3SecondViolations,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,OffensiveGoaltends,Corner3PctBlocked
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,1026.0,17,-15,35,33,12,14,5.0,68,3.0,6.0,1.0,1.0,2.0,3.0,3.0,3.0,9.0,1.0,7.0,52,1.0,1.0,2.0,2.0,4.0,1.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,5.0,12,0.3333333333333333,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,0.35,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,25.0,0.18181818181818182,0.0625,0.125,0.05263157894736842,0.2,0.5,0.6666666666666666,0.5,0.75,0.3333333333333333,0.3333333333333333,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.5320555555555555,0.5438,0.5569000000000001,0.2857142857142857,0.7142857142857143,5.577777777777778,0.34285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,1454.0,24,-11,48,46,16,15,8.0,94,,,,,,,2.0,2.0,5.0,2.0,12.0,60,,,,,,,3.0,,4.0,,1.0,4.0,,4.0,,,2.0,8.0,1.0,2.0,2.0,1.0,3.0,2.0,,3.0,16,,,0.4,,,0.5555555555555556,,0.75,0.6,,0.75,0.2,,,23.21428571428571,0.14285714285714285,0.041666666666666664,0.1111111111111111,0.03571428571428571,,0.16666666666666666,,,,,0.2222222222222222,,,,,0.4444444444444444,0.4620333333333333,,0.57975,,0.25,11.58,0.3333333333333333,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,6.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.5,0.5,0.5,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.25,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,0.3333333333333333,0.1,0.16666666666666666,24.749999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,1652.0,28,-31,55,56,24,26,8.0,111,1.0,1.0,,,,,4.0,2.0,6.0,2.0,6.0,81,,1.0,,1.0,3.0,,2.0,4.0,,,1.0,1.0,,1.0,,,,2.0,1.0,2.0,5.0,2.0,7.0,2.0,,2.0,24,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.2,,0.25,0.2727272727272727,,0.25,0.16666666666666666,,,17.1875,0.1,0.041666666666666664,0.14814814814814814,0.06451612903225806,0.1111111111111111,,0.1,1.0,1.0,1.0,0.4,,,,,0.5,0.47671,0.39,0.4277875,,0.3333333333333333,13.316666666666665,0.43636363636363634,,1.0,1.0,,,,,,4.0,1.0,,4.0,,1.0,,4.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,0.4,1.0,,,0.14285714285714285,0.1,,,0.25,0.25,,,,,0.4,,,,,,0.25,,0.09090909090909091,0.14285714285714285,24.525,1.0,1.0,2.0,1.0,0.3333333333333333,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,1610612742,Marquis Daniels,Marquis Daniels,2605,DAL,1368.0,23,-9,43,43,16,33,5.0,86,1.0,5.0,,2.0,1.0,3.0,3.0,4.0,11.0,,8.0,45,1.0,3.0,2.0,1.0,4.0,,2.0,2.0,6.0,,1.0,,1.0,1.0,,1.0,,3.0,2.0,,1.0,2.0,3.0,2.0,,2.0,16,0.25,0.25,0.36363636363636365,0.3333333333333333,0.25,0.36363636363636365,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.25,0.09090909090909091,0.2,,27.083333333333336,,0.10526315789473684,0.05,0.09090909090909091,,,0.45454545454545453,0.2,0.25,,0.2727272727272727,0.6666666666666666,,0.75,0.3333333333333333,0.45454545454545453,0.5065545454545455,0.5187333333333334,0.61225,0.25,0.25,7.1909090909090905,0.37209302325581395,2.0,3.0,1.0,,,,,,,,,,,,,,,,2.0,,2.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,1.0,0.1,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,0.08333333333333333,0.08333333333333333,,,,1.0,,,0.2,,,,0.2,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,1610612742,DJ Mbenga,DJ Mbenga,2788,DAL,3396.0,57,-37,111,109,60,66,18.0,220,4.0,6.0,1.0,2.0,3.0,4.0,1.0,6.0,14.0,3.0,15.0,127,1.0,2.0,3.0,4.0,8.0,3.0,11.0,8.0,4.0,2.0,,,,,,,,,2.0,4.0,5.0,3.0,8.0,4.0,,11.0,60,0.6666666666666666,0.8,0.42857142857142855,0.5,0.5,0.42857142857142855,0.5,0.5,0.46875,0.5,0.55,,,,16.153846153846153,0.10256410256410256,0.038461538461538464,0.10204081632653061,0.03225806451612903,0.06666666666666667,0.09090909090909091,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.75,0.07142857142857142,1.0,0.5,0.5,0.75,0.42857142857142855,0.46654999999999996,0.45394999999999996,0.43528750000000005,0.2,0.7333333333333333,5.6000000000000005,0.5405405405405406,2.0,7.0,,,,,,,,,,,,,,,,,,,,3.0,,2.0,3.0,,5.0,3.0,7.0,13.0,2.0,,,,,,,0.6,0.041666666666666664,,0.5,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,0.125,0.125,,,,1.0,,,0.1,,,0.1875,0.16666666666666666,,,,2.0,,1.0,1.0,2.0,5.0,3.0,2.0,5.0,1.0,2.0,0.3333333333333333,0.2,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,2090.0,35,-22,69,67,50,55,11.0,136,1.0,4.0,,2.0,1.0,4.0,1.0,1.0,5.0,,11.0,67,,2.0,,1.0,5.0,,8.0,,2.0,,,4.0,1.0,5.0,,1.0,1.0,11.0,,4.0,4.0,1.0,5.0,,,8.0,50,,,0.2,,0.2,0.55,,0.4444444444444444,0.55,,0.4444444444444444,,,,13.580246913580247,0.14814814814814814,,0.12121212121212122,0.027777777777777776,,0.16666666666666666,0.4,0.25,0.25,,0.1,1.0,,0.4444444444444444,0.25,0.9,0.48206000000000004,0.5209,0.4615888888888889,,0.7272727272727273,3.5799999999999996,0.7246376811594203,,,,1.0,1.0,,,2.0,4.0,4.0,3.0,5.0,2.0,4.0,9.0,4.0,2.0,3.0,3.0,1.0,2.0,,1.0,1.0,,,1.0,,2.0,3.0,,1.0,0.6,0.5,0.6,0.5,,,,0.1111111111111111,,,,,,0.1,1.0,1.0,1.0,0.4,0.5,0.5,1.0,,,0.4444444444444444,0.5,,,25.22,,1.0,,,,,0.16666666666666666,0.2,0.16666666666666666,,,,,1.0,,,,,,,,,,,,,,2.0,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1610612742,Michael Finley,Michael Finley,714,DAL,699.0,12,-17,22,22,8,3,4.0,44,,,,,,,4.0,2.0,4.0,,7.0,43,1.0,1.0,5.0,1.0,2.0,,2.0,4.0,,,,,,,,,,,,1.0,1.0,,1.0,,,2.0,8,1.0,1.0,0.5,1.0,0.5,0.7,1.25,0.5,0.7,1.25,0.5,,,,19.23076923076923,0.16666666666666666,,0.1111111111111111,,,,,,,,0.8,,,,,0.2,0.44209,0.3818,0.42155,0.7142857142857143,0.2857142857142857,18.05,0.36363636363636365,,,2.0,,,,,1.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,1.0,2.0,,1.0,1.0,,1.0,0.2,,,,,,,,0.5,0.5,,,,,0.2,1.0,1.0,1.0,,,,1.0,,,24.9,,,,,,,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,1221.0,20,-9,39,37,23,25,9.0,76,,1.0,,,,,5.0,2.0,7.0,6.0,10.0,36,,,1.0,1.0,3.0,1.0,3.0,4.0,,,,1.0,,1.0,,,1.0,2.0,,2.0,2.0,,2.0,7.0,,3.0,23,1.0,1.0,0.2857142857142857,,0.3333333333333333,0.25,,0.25,0.4090909090909091,0.5,0.3,,,,22.448979591836736,0.13333333333333333,,0.1111111111111111,,,,0.125,,,,0.625,,,,,0.25,0.42932500000000007,,0.45015,0.1,0.3,14.814285714285715,0.5897435897435898,,1.0,2.0,,1.0,,1.0,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,1.0,3.0,,,,,0.125,,,,,0.125,,,0.4,0.4,0.125,,,,,,,,0.25,,,,0.2727272727272727,0.3,23.5,,,,,,,,,0.3333333333333333,,,1.0,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,1610612742,Calvin Booth,Calvin Booth,1916,DAL,1107.0,18,-7,35,34,27,23,7.0,69,2.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,8.0,,6.0,31,1.0,3.0,2.0,3.0,7.0,,6.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,5.0,2.0,2.0,4.0,2.0,6.0,,,6.0,27,0.6666666666666666,1.0,0.375,0.3333333333333333,0.42857142857142855,0.375,0.3333333333333333,0.42857142857142855,0.375,0.3333333333333333,0.42857142857142855,0.125,0.3333333333333333,,19.047619047619047,0.14285714285714285,0.1111111111111111,0.2,0.09523809523809523,,0.2,0.375,0.6666666666666666,1.0,0.5,0.5,0.3333333333333333,1.0,0.42857142857142855,0.6666666666666666,0.375,0.44530000000000003,0.44566666666666666,0.44892857142857145,0.3333333333333333,1.0,9.825,0.7714285714285715,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,2.0,,,,,,,,,0.1111111111111111,,0.125,,,0.25,0.25,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,,,0.14285714285714285,,1.0,1.0,,1.0,0.16666666666666666,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,1610612742,Alan Henderson,Alan Henderson,673,DAL,722.0,12,2,25,26,13,18,5.0,51,1.0,3.0,,1.0,1.0,2.0,,1.0,4.0,,2.0,24,,1.0,,1.0,3.0,,2.0,2.0,,,,,,,,,,,1.0,,1.0,2.0,3.0,,,2.0,13,1.0,1.0,0.25,,0.3333333333333333,0.25,,0.3333333333333333,0.25,,0.3333333333333333,,,,13.333333333333334,,0.07692307692307693,,0.13333333333333333,0.25,,0.75,0.3333333333333333,0.3333333333333333,1.0,,1.0,,0.6666666666666666,0.5,0.75,0.6511,,0.6640666666666667,,1.0,1.525,0.52,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0.5,,0.5,0.5,,,,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
