EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,HeaveAttempts,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,RecoveredBlocks,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,DefensiveGoaltends,LostBallOutOfBoundsTurnovers,BlockedCorner3,BlockedShortMidRange,3SecondViolations,Defensive 3 Seconds Violations,OffensiveGoaltends,Clear Path Fouls,Corner3PctBlocked,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
120,1610612766,Steven Smith,Steven Smith,120,CHA,10431.0,174,23,343,333,136.0,187.0,55,676,4.0,8,3.0,6.0,9.0,13.0,6.0,15.0,4.0,10.0,1.0,1.0,2.0,5.0,6.0,19.0,1.0,1.0,2.0,4.0,19.0,36,10.0,29.0,23.0,91.0,356,2.0,5.0,2.0,2.0,8.0,18.0,6.0,16.0,4.0,9.0,20.0,44.0,20.0,18.0,27.0,3.0,19.0,6.0,2.0,1.0,7.0,7.0,4.0,3.0,14.0,1.0,1.0,2.0,1.0,4.0,1.0,5.0,8.0,6.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,9.0,21.0,27.0,1.0,3.0,11.0,2.0,2.0,2.0,44.0,136.0,7.0,0.5263157894736842,0.5263157894736842,0.9,0.3448275862068966,1.0,0.4444444444444444,0.3448275862068966,0.5277777777777778,0.4,0.375,0.5230769230769231,0.7142857142857143,0.48,0.5833333333333334,0.8181818181818182,0.6111111111111112,0.4461538461538462,0.034482758620689655,0.05555555555555555,0.25,0.05263157894736842,20.199501246882793,0.75,0.0625,0.020618556701030927,0.029411764705882353,0.02564102564102564,0.022900763358778626,0.0055248618784530384,0.06666666666666667,0.047619047619047616,0.02631578947368421,0.034482758620689655,0.12307692307692308,0.5,0.6666666666666666,0.75,0.2,0.6923076923076923,0.6923076923076923,0.4444444444444444,0.23076923076923078,0.4,0.4,0.5,0.15384615384615385,0.4,0.4,1.0,0.2923076923076923,0.3157894736842105,0.3333333333333333,0.8333333333333334,0.14285714285714285,1.0,1.0,0.14285714285714285,1.0,1.0,0.24,0.5,0.2,0.4,0.16,0.5,0.5692307692307692,0.3157894736842105,0.4571815384615385,0.4177571428571428,0.45697799999999994,0.04477611940298507,0.07894736842105263,0.1978021978021978,0.4835164835164835,10.877777777777778,24.634482758620692,0.3965014577259475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1510,1610612766,Brevin Knight,Brevin Knight,1510,CHA,116796.0,1947,-153,3786,3780,888.0,950.0,540,7566,61.0,119,21.0,40.0,46.0,114.0,138.0,334.0,,3.0,,1.0,,,3.0,17.0,,1.0,1.0,8.0,245.0,567,3.0,20.0,167.0,666.0,4078,20.0,48.0,,2.0,8.0,48.0,68.0,150.0,1.0,8.0,71.0,210.0,124.0,366.0,6.0,3.0,15.0,3.0,33.0,,525.0,591.0,211.0,243.0,1248.0,2.0,37.0,101.0,11.0,149.0,21.0,170.0,131.0,49.0,82.0,92.0,76.0,55.0,16.0,5.0,147.0,8.0,31.0,82.0,192.0,196.0,20.0,67.0,27.0,4.0,3.0,5.0,210.0,888.0,22.0,0.2530612244897959,0.2551440329218107,0.6666666666666666,0.15,,0.125,0.16666666666666666,0.43209876543209874,0.4166666666666667,0.4533333333333333,0.4250425894378194,0.4,0.439873417721519,0.4886535552193646,0.4351851851851852,0.538860103626943,0.034071550255536626,,0.0582010582010582,0.15126050420168066,,18.23316764572978,0.6258503401360545,0.10476190476190476,0.07634164777021919,0.10054347826086957,0.008849557522123894,0.08160851567120048,0.01003167898627244,0.011363636363636364,0.07065217391304347,0.08299595141700405,0.10408921933085502,0.20272572402044292,0.5126050420168067,0.6039603960396039,0.09836065573770492,0.19420783645655879,0.40350877192982454,0.4423076923076923,0.08695652173913043,0.5689948892674617,0.41317365269461076,0.4194528875379939,0.37681159420289856,0.005110732538330494,,,,0.028960817717206135,0.17647058823529413,0.17647058823529413,0.6666666666666666,0.02,,,0.02,,,0.25316455696202533,0.525,,,0.05063291139240506,0.125,0.23679727427597955,0.2,0.43611094017094026,0.42891511627906975,0.4291240384615385,0.1056782334384858,0.10912052117263844,0.07207207207207207,0.3153153153153153,12.635097001763667,27.055,0.23454833597464342,5.0,9.0,4.0,2.0,66.0,42.0,24.0,71.0,17.0,2.0,2.0,37.0,2.0,4.0,8.0,28.0,1.0,1.0,1.0,1.0,0.08771929824561403,0.014970059880239521,0.014925373134328358,0.010191846522781775,0.015217391304347827,0.009029345372460496,0.00784313725490196,0.007246376811594203,0.0737527114967462,0.09090909090909091,0.006734006734006734,0.2,0.18,0.5555555555555556,0.4,,,,,,,,,,True,,
1751,1610612766,Jahidi White,Jahidi White,1751,CHA,1547.0,26,-1,47,45,13.0,15.0,7,92,1.0,7,,1.0,,1.0,,,,,,,,,,,,,,,1.0,8,,,5.0,7.0,50,,1.0,,,3.0,3.0,,2.0,,,4.0,4.0,,2.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,3.0,2.0,5.0,,,,,,,,,,,,2.0,3.0,13.0,1.0,6.0,1.0,1.0,1.0,1.0,4.0,13.0,,,,,,,,,0.125,,,0.125,,,0.25,0.5,0.3333333333333333,,,0.125,0.14285714285714285,,24.56140350877193,,0.5,0.0625,0.3333333333333333,,0.10526315789473684,0.07692307692307693,,0.16666666666666666,,,0.875,0.14285714285714285,0.16666666666666666,,0.125,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.875,,0.5256500000000001,0.5733,0.49005,0.46153846153846156,0.46153846153846156,0.42857142857142855,0.5714285714285714,1.2375,,0.2765957446808511,,1.0,,,,,,,2.0,,,,,1.0,,,,,,,,,,0.08695652173913043,0.08333333333333333,,0.125,,,1.0,,,1.0,,,2.0,,,,,,,,,True,,
2056,1610612766,Primoz Brezec,Primoz Brezec,2056,CHA,78398.0,1307,-116,2563,2546,474.0,497.0,361,5109,130.0,204,26.0,42.0,45.0,106.0,60.0,157.0,,,,,,,,,,,,,235.0,467,,,86.0,556.0,2763,62.0,104.0,,,26.0,150.0,37.0,75.0,,,25.0,99.0,326.0,144.0,,,,,31.0,,44.0,50.0,15.0,23.0,106.0,10.0,35.0,127.0,17.0,179.0,119.0,298.0,22.0,12.0,10.0,29.0,17.0,30.0,12.0,5.0,59.0,6.0,12.0,61.0,93.0,116.0,15.0,52.0,12.0,28.0,26.0,30.0,99.0,474.0,9.0,0.6936170212765957,0.8624338624338624,,,,,,0.5032119914346895,0.5961538461538461,0.49333333333333335,0.5032119914346895,0.5961538461538461,0.49333333333333335,0.5348837209302325,0.6324786324786325,0.5444444444444444,,,0.06638115631691649,0.11764705882352941,,19.133333333333333,0.4915254237288136,0.27419354838709675,0.13849509269356597,0.15486725663716813,0.06756756756756757,0.14173228346456693,0.0911214953271028,0.05660377358490566,0.1450980392156863,0.13157894736842105,0.1437125748502994,0.43683083511777304,0.6372549019607843,0.7222222222222222,0.6,0.22698072805139186,0.42452830188679247,0.44554455445544555,0.6888888888888889,0.3361884368308351,0.3821656050955414,0.3870967741935484,0.9,,,,,,,,,,,,,,,0.56,0.6190476190476191,,,,,0.43683083511777304,,0.47877965738758027,0.5443478723404256,0.5075813333333333,0.10317460317460317,0.10317460317460317,0.2697841726618705,0.17805755395683454,8.131049250535332,,0.184939523995318,56.0,90.0,92.0,,6.0,2.0,4.0,6.0,107.0,2.0,14.0,5.0,,8.0,4.0,4.0,2.0,,1.0,21.0,0.04716981132075472,0.012738853503184714,0.02631578947368421,0.09419014084507042,0.14376996805111822,0.09278350515463918,0.06578947368421052,0.07368421052631578,0.140625,0.1864406779661017,0.06965174129353234,0.7,0.8653846153846154,0.6222222222222222,0.17857142857142858,1.0,7.0,2.0,1.0,5.0,2.0,,,,True,,
2574,1610612766,Jason Kapono,Jason Kapono,2574,CHA,34509.0,575,1,1142,1110,283.0,289.0,155,2252,18.0,40,4.0,10.0,7.0,24.0,51.0,119.0,19.0,40.0,,2.0,5.0,10.0,19.0,46.0,1.0,3.0,6.0,9.0,76.0,183,38.0,86.0,18.0,284.0,1184,7.0,17.0,1.0,5.0,1.0,18.0,16.0,49.0,11.0,19.0,6.0,71.0,120.0,32.0,108.0,6.0,46.0,19.0,9.0,,17.0,20.0,8.0,6.0,43.0,2.0,9.0,31.0,,40.0,13.0,53.0,11.0,5.0,6.0,14.0,9.0,5.0,5.0,,19.0,,4.0,23.0,54.0,23.0,2.0,11.0,1.0,1.0,,1.0,71.0,283.0,9.0,0.7894736842105263,0.821917808219178,0.9473684210526315,0.4418604651162791,0.2,0.5789473684210527,0.4418604651162791,0.41530054644808745,0.4117647058823529,0.32653061224489793,0.4944237918215613,0.38636363636363635,0.47794117647058826,0.507168458781362,0.4090909090909091,0.49295774647887325,0.31970260223048325,,0.04918032786885246,0.1,,22.585551330798477,0.7368421052631579,,0.07142857142857142,0.09278350515463918,0.021505376344086023,0.07532956685499058,0.022108843537414966,,0.058394160583941604,0.08074534161490683,0.07936507936507936,0.14869888475836432,0.45,0.5,0.5555555555555556,0.08921933085501858,0.2916666666666667,0.3333333333333333,0.42857142857142855,0.4423791821561338,0.42857142857142855,0.4358974358974359,0.9215686274509803,0.14869888475836432,0.475,0.475,1.0,0.17100371747211895,0.41304347826086957,0.41304347826086957,0.8947368421052632,0.09090909090909091,,,0.13636363636363635,0.3333333333333333,1.0,0.14705882352941177,0.4,0.14705882352941177,0.5,0.1323529411764706,0.6666666666666666,0.4684014869888476,0.41304347826086957,0.47250315985130126,0.46815555555555566,0.4562132352941176,0.039568345323741004,0.057291666666666664,0.06338028169014084,0.25,13.060655737704918,24.21511627906977,0.2478108581436077,4.0,6.0,6.0,,3.0,1.0,2.0,3.0,11.0,,3.0,2.0,,4.0,2.0,1.0,,,,,0.125,0.01680672268907563,,0.022222222222222223,0.03731343283582089,0.022727272727272728,0.013100436681222707,0.03571428571428571,0.07352941176470588,0.11764705882352941,0.02054794520547945,,0.2727272727272727,0.6666666666666666,,,,,1.0,,,,,,True,,
2067,1610612766,Eddie House,Eddie House,2067,CHA,2582.0,43,-17,84,84,33.0,25.0,14,168,,1,,,1.0,2.0,8.0,16.0,2.0,3.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,9.0,19,3.0,4.0,3.0,30.0,98,,2.0,1.0,1.0,,3.0,3.0,7.0,1.0,1.0,,9.0,16.0,2.0,6.0,3.0,1.0,1.0,,,3.0,3.0,1.0,,6.0,,1.0,2.0,,3.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,,,,1.0,,1.0,2.0,2.0,3.0,,1.0,,,,,9.0,33.0,,0.8888888888888888,0.8888888888888888,0.6666666666666666,0.75,1.0,1.0,0.75,0.47368421052631576,,0.42857142857142855,0.5869565217391305,0.5,0.5625,0.6041666666666666,0.5,0.5625,0.17391304347826086,,,,,25.252525252525253,1.0,,0.06896551724137931,0.2,,0.08823529411764706,0.022222222222222223,,0.1111111111111111,,0.25,0.043478260869565216,,,,0.08695652173913043,0.5,0.5,1.0,0.6956521739130435,0.5,0.5,0.875,0.13043478260869565,0.6666666666666666,0.6666666666666666,1.0,0.043478260869565216,1.0,1.0,,0.3333333333333333,1.0,1.0,,,,,,,,0.125,1.0,0.21739130434782608,1.0,0.4354782608695653,0.4601333333333333,0.412875,0.041666666666666664,0.05,0.1,0.3,16.136842105263156,23.65,0.39285714285714285,,,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,,0.022727272727272728,,,0.041666666666666664,,0.07692307692307693,,,,,,,,,,,,,,,,True,,
2408,1610612766,Melvin Ely,Melvin Ely,2408,CHA,41980.0,700,-25,1312,1319,335.0,375.0,193,2631,54.0,92,13.0,22.0,47.0,126.0,10.0,33.0,,,,,,,,,,,,,111.0,251,,,41.0,263.0,1414,26.0,51.0,,,10.0,62.0,24.0,51.0,,,17.0,65.0,106.0,116.0,,,,,9.0,,23.0,29.0,13.0,9.0,64.0,7.0,18.0,51.0,12.0,81.0,72.0,153.0,16.0,14.0,2.0,21.0,11.0,24.0,10.0,3.0,45.0,6.0,10.0,38.0,87.0,74.0,6.0,34.0,6.0,26.0,12.0,26.0,65.0,335.0,8.0,0.4774774774774775,0.5578947368421052,,,,,,0.44223107569721115,0.5098039215686274,0.47058823529411764,0.44223107569721115,0.5098039215686274,0.47058823529411764,0.4614035087719298,0.5344827586206896,0.48507462686567165,,,0.035856573705179286,0.06521739130434782,,21.40077821011673,0.4666666666666667,0.3157894736842105,0.10897435897435898,0.13043478260869565,0.08974358974358974,0.11386138613861387,0.10638297872340426,0.037037037037037035,0.0916030534351145,0.14857142857142858,0.11,0.3665338645418327,0.5869565217391305,0.627906976744186,0.4444444444444444,0.50199203187251,0.373015873015873,0.3821138211382114,0.46808510638297873,0.13147410358565736,0.30303030303030304,0.30303030303030304,0.7,,,,,,,,,,,,,,,0.43137254901960786,0.5909090909090909,,,,,0.3665338645418327,,0.44528725099601607,0.51540625,0.4597156862745097,0.12186379928315412,0.12186379928315412,0.23574144486692014,0.24714828897338403,6.252988047808766,,0.2553353658536585,21.0,37.0,32.0,,6.0,4.0,2.0,1.0,63.0,2.0,5.0,1.0,,8.0,11.0,,,,2.0,13.0,0.023809523809523808,,0.04081632653061224,0.10862068965517241,0.1038961038961039,0.09340659340659341,0.12295081967213115,0.11764705882352941,0.08024691358024691,0.18421052631578946,0.03816793893129771,0.5,0.7254901960784313,0.5675675675675675,0.19047619047619047,,1.0,,12.0,4.0,1.0,1.0,,,True,,
2222,1610612766,Gerald Wallace,Gerald Wallace,2222,CHA,74370.0,1240,-32,2410,2408,528.0,528.0,341,4818,113.0,188,22.0,39.0,2.0,9.0,49.0,126.0,2.0,11.0,,1.0,,2.0,7.0,20.0,,1.0,1.0,5.0,164.0,323,9.0,31.0,112.0,467.0,2538,33.0,55.0,,2.0,11.0,77.0,27.0,54.0,1.0,7.0,39.0,96.0,232.0,96.0,27.0,,20.0,7.0,38.0,,57.0,67.0,26.0,19.0,144.0,7.0,36.0,120.0,2.0,158.0,73.0,231.0,76.0,48.0,28.0,54.0,35.0,38.0,19.0,6.0,92.0,10.0,25.0,41.0,94.0,163.0,18.0,71.0,20.0,52.0,42.0,56.0,96.0,528.0,7.0,0.7073170731707317,0.8,1.0,0.2903225806451613,,0.14285714285714285,0.2903225806451613,0.5077399380804953,0.6,0.5,0.501412429378531,0.5789473684210527,0.4672131147540984,0.5468384074941453,0.6015625,0.5517241379310345,0.08757062146892655,,0.11764705882352941,0.16489361702127658,,18.36228287841191,0.5869565217391305,0.03333333333333333,0.1405152224824356,0.1469387755102041,0.059322033898305086,0.14194722474977253,0.05938037865748709,0.06666666666666667,0.16049382716049382,0.16878980891719744,0.17318435754189945,0.5310734463276836,0.601063829787234,0.7197452229299363,0.6106194690265486,0.025423728813559324,0.2222222222222222,0.3333333333333333,0.5,0.3559322033898305,0.3888888888888889,0.4016393442622951,0.9387755102040817,0.031073446327683617,0.18181818181818182,0.18181818181818182,1.0,0.05649717514124294,0.35,0.35,1.0,0.017543859649122806,,,0.017543859649122806,,,0.639344262295082,0.5641025641025641,0.03278688524590164,,0.08196721311475409,0.2,0.6186440677966102,0.35,0.52222104519774,0.5216672727272728,0.5480319672131148,0.17444717444717445,0.18882978723404256,0.16488222698072805,0.20556745182012848,7.607430340557275,24.58709677419355,0.21908713692946058,27.0,43.0,38.0,,10.0,3.0,7.0,12.0,62.0,4.0,8.0,6.0,4.0,3.0,13.0,,4.0,2.0,2.0,29.0,0.3333333333333333,0.031746031746031744,0.043010752688172046,0.05938697318007663,0.07407407407407407,0.05925925925925926,0.050314465408805034,0.0547945205479452,0.09427609427609428,0.07575757575757576,0.056338028169014086,0.5178571428571429,0.7543859649122807,0.627906976744186,0.1111111111111111,3.0,5.0,2.0,8.0,,,,1.0,,True,,
2586,1610612766,Keith Bogans,Keith Bogans,2586,CHA,56739.0,946,-141,1818,1842,444.0,442.0,281,3660,53.0,108,12.0,30.0,18.0,54.0,37.0,103.0,9.0,30.0,2.0,3.0,2.0,6.0,17.0,60.0,2.0,3.0,1.0,16.0,108.0,265,26.0,90.0,64.0,358.0,2039,18.0,47.0,4.0,6.0,7.0,55.0,22.0,54.0,3.0,22.0,23.0,76.0,124.0,92.0,75.0,3.0,57.0,17.0,18.0,4.0,51.0,59.0,27.0,16.0,126.0,2.0,13.0,56.0,,69.0,38.0,107.0,32.0,16.0,16.0,31.0,19.0,28.0,12.0,2.0,59.0,4.0,12.0,29.0,76.0,90.0,11.0,45.0,5.0,4.0,1.0,4.0,76.0,444.0,13.0,0.5740740740740741,0.62,0.9615384615384616,0.28888888888888886,0.6666666666666666,0.13636363636363635,0.2988505747126437,0.4075471698113208,0.3829787234042553,0.4074074074074074,0.4140845070422535,0.4528301886792453,0.34868421052631576,0.4543147208121827,0.49107142857142855,0.4222222222222222,0.2535211267605634,0.044444444444444446,0.06792452830188679,0.12962962962962962,0.05,21.040408732001858,0.5254237288135594,,0.09302325581395349,0.06701030927835051,0.018691588785046728,0.08668341708542714,0.03765227021040975,0.02564102564102564,0.09195402298850575,0.10714285714285714,0.07246376811594203,0.30422535211267604,0.49074074074074076,0.5638297872340425,0.5283018867924528,0.15211267605633802,0.3333333333333333,0.35294117647058826,0.3888888888888889,0.29014084507042254,0.3592233009708738,0.3627450980392157,0.7297297297297297,0.08450704225352113,0.3,0.3103448275862069,1.0,0.16901408450704225,0.2833333333333333,0.2982456140350877,0.9411764705882353,0.05660377358490566,0.6666666666666666,1.0,0.05660377358490566,0.6666666666666666,0.5,0.39473684210526316,0.4,0.07894736842105263,0.3333333333333333,0.21052631578947367,0.0625,0.5577464788732395,0.2982456140350877,0.5041928977272726,0.5001110000000001,0.5151121621621623,0.11568123393316196,0.1505016722408027,0.15363128491620112,0.2122905027932961,8.873207547169812,25.116666666666667,0.24422442244224424,10.0,27.0,16.0,3.0,8.0,4.0,4.0,8.0,32.0,4.0,8.0,8.0,1.0,1.0,7.0,,,,,2.0,0.05555555555555555,0.009708737864077669,0.05405405405405406,0.04020100502512563,0.02531645569620253,0.046296296296296294,0.04664723032069971,0.014705882352941176,0.0784313725490196,0.05357142857142857,0.041884816753926704,0.5,0.5094339622641509,0.37037037037037035,0.1,,2.0,,3.0,,2.0,1.0,1.0,0.03333333333333333,True,,
2774,1610612766,Bernard Robinson,Bernard Robinson,2774,CHA,4740.0,79,-25,156,160,53.0,55.0,23,316,9.0,12,2.0,3.0,1.0,4.0,2.0,5.0,,1.0,,,,,1.0,2.0,,,,1.0,12.0,21,1.0,3.0,4.0,31.0,192,3.0,5.0,,,1.0,7.0,3.0,8.0,,1.0,2.0,8.0,10.0,14.0,3.0,,2.0,1.0,2.0,,6.0,6.0,2.0,2.0,12.0,,1.0,8.0,1.0,10.0,3.0,13.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,4.0,,1.0,5.0,8.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,8.0,53.0,1.0,0.4166666666666667,0.5,1.0,0.3333333333333333,,,0.3333333333333333,0.5714285714285714,0.6,0.375,0.5625,0.6,0.3333333333333333,0.62,0.7,0.4,0.125,,0.09523809523809523,0.08333333333333333,,15.591397849462364,0.5,0.16666666666666666,0.14545454545454545,0.07142857142857142,,0.13043478260869565,0.0375,,0.16666666666666666,0.1,0.1,0.5,0.75,0.8181818181818182,0.4444444444444444,0.16666666666666666,0.25,0.3333333333333333,,0.20833333333333334,0.4,0.4,0.5,0.041666666666666664,,,,0.08333333333333333,0.5,0.5,1.0,,,,,,,0.3333333333333333,0.6666666666666666,,,0.1111111111111111,,0.625,0.5,0.48517708333333337,0.51408,0.45668333333333333,0.125,0.14285714285714285,0.22580645161290322,0.25806451612903225,5.6952380952380945,24.866666666666664,0.33974358974358976,3.0,3.0,4.0,,,,,2.0,3.0,,1.0,1.0,,,,,,,,,0.25,,,0.04411764705882353,0.07692307692307693,0.07142857142857142,,,0.17391304347826086,,0.1111111111111111,,0.6,1.0,0.3333333333333333,,,,,,,,,,True,,
