EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Clear Path Fouls,BlockedCorner3,on
1531,1610612755,Marc Jackson,Marc Jackson,1531,PHI,75022.0,1250,25,2500,2475,949,852.0,321,4975,117.0,217,44.0,78.0,39.0,80.0,43.0,118.0,64.0,136.0,1.0,1.0,1.0,1.0,224,471,2.0,202.0,650,2608,50.0,99.0,64.0,164.0,64.0,144.0,2.0,119.0,247.0,296,152.0,72.0,1.0,51.0,40.0,20.0,60.0,14.0,6.0,25.0,7.0,8.0,140.0,26.0,95.0,33.0,98,9.0,140,121.0,261,17.0,15.0,11.0,4.0,38.0,8.0,18.0,47.0,4.0,20.0,12.0,85.0,11.0,22.0,58.0,103.0,10.0,11.0,239.0,19.0,101.0,28.0,13.0,8.0,5.0,13.0,5.0,2.0,9.0,4.0,247.0,949,8.0,0.6607142857142857,0.7872340425531915,0.47558386411889597,0.5050505050505051,0.4444444444444444,0.47357293868921774,0.5050505050505051,0.4383561643835616,0.5574614065180102,0.6259541984732825,0.5853080568720379,0.004228329809725159,0.10828025477707007,0.14746543778801843,0.11016949152542373,0.04411764705882353,23.31588132635253,0.4470588235294118,0.11842105263157894,0.11750599520383694,0.10698198198198199,0.1111111111111111,0.08783783783783784,0.11582670203359859,0.10219594594594594,0.14285714285714285,0.09266409266409266,0.08411214953271028,0.0684931506849315,0.14285714285714285,0.14545454545454545,0.12280701754385964,0.09844559585492228,0.11363636363636363,0.1038961038961039,0.08808290155440414,0.38461538461538464,0.4587737843551797,0.5391705069124424,0.6324324324324324,0.6239316239316239,0.24947145877378435,0.3644067796610169,0.4095238095238095,0.6511627906976745,0.28752642706131076,0.47058823529411764,0.49230769230769234,0.734375,0.0021141649048625794,0.0021141649048625794,0.7878787878787878,0.5641025641025641,0.13636363636363635,0.547945205479452,0.4875,0.00684931506849315,0.00684931506849315,0.4630021141649049,0.475351691331924,0.5274280487804878,0.4719380136986301,0.18198198198198198,0.18264014466546113,0.2523076923076923,0.38,7.347558386411889,25.1,0.3796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1563,1610612755,Kevin Ollie,Kevin Ollie,1563,PHI,6016.0,100,-10,189,194,59,61.0,22,383,2.0,3,,,,,2.0,6.0,6.0,13.0,,,,,10,22,,4.0,24,196,,1.0,,,2.0,5.0,,,4.0,14,6.0,,,2.0,10.0,4.0,14.0,4.0,,2.0,4.0,4.0,32.0,2.0,1.0,,9,,9,3.0,12,,4.0,2.0,2.0,3.0,,2.0,3.0,2.0,1.0,,6.0,,1.0,6.0,14.0,1.0,1.0,7.0,1.0,4.0,,,,,,,,,,4.0,59,3.0,0.7,0.7,0.45454545454545453,,0.4,0.45454545454545453,,0.4,0.48,,0.4,,0.09090909090909091,0.3333333333333333,0.16666666666666666,,14.418604651162791,0.5,,0.15517241379310345,0.01694915254237288,,0.07142857142857142,0.12,0.034482758620689655,0.06666666666666667,,,0.1,,0.14285714285714285,0.09090909090909091,0.18181818181818182,,,,,0.13636363636363635,0.6666666666666666,1.0,1.0,0.2727272727272727,0.3333333333333333,0.4,,0.5909090909090909,0.46153846153846156,0.46153846153846156,0.8333333333333334,,,,,,,,,,0.13636363636363635,0.4049409090909091,0.4508,0.33358000000000004,0.16,0.16,,0.16666666666666666,13.304545454545455,,0.31216931216931215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1730,1610612755,Brian Skinner,Brian Skinner,1730,PHI,9740.0,162,-15,322,320,133,141.0,47,642,8.0,22,5.0,12.0,5.0,11.0,4.0,10.0,1.0,5.0,,,1.0,1.0,13,37,1.0,3.0,29,358,6.0,16.0,1.0,13.0,6.0,14.0,1.0,2.0,14.0,16,10.0,6.0,,3.0,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,4.0,16.0,4.0,22,1.0,27,20.0,47,,3.0,3.0,,2.0,2.0,2.0,5.0,1.0,,,7.0,,3.0,8.0,24.0,6.0,2.0,9.0,1.0,3.0,2.0,6.0,4.0,2.0,6.0,5.0,,,1.0,14.0,133,4.0,0.6153846153846154,0.8,0.35135135135135137,0.375,0.42857142857142855,0.34210526315789475,0.375,0.4,0.34523809523809523,0.38235294117647056,0.4117647058823529,0.02631578947368421,0.08108108108108109,0.13636363636363635,,,12.962962962962964,0.2857142857142857,0.2,0.26506024096385544,0.12598425196850394,0.09302325581395349,0.10810810810810811,0.20634920634920634,0.12195121951219512,0.1568627450980392,0.07894736842105263,0.13157894736842105,,0.3076923076923077,0.3157894736842105,0.21739130434782608,0.2682926829268293,0.12903225806451613,,,0.8333333333333334,0.5789473684210527,0.36363636363636365,0.42105263157894735,0.5,0.2631578947368421,0.4,0.4,0.75,0.13157894736842105,0.2,0.2,1.0,,0.02631578947368421,0.75,0.4166666666666667,0.4,0.7333333333333333,0.45454545454545453,,0.06666666666666667,0.6052631578947368,0.4902783783783784,0.4991928571428571,0.5175142857142857,0.075,0.07692307692307693,0.4482758620689655,0.4827586206896552,3.891891891891892,46.4,0.41304347826086957,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2594,1610612755,Kyle Korver,Kyle Korver,2594,PHI,160003.0,2667,48,5340,5321,1674,1597.0,615,10661,27.0,48,6.0,9.0,7.0,16.0,19.0,40.0,45.0,113.0,144.0,45.0,414.0,119.0,91,201,558.0,82.0,942,5511,13.0,25.0,7.0,93.0,26.0,63.0,164.0,50.0,282.0,106,76.0,14.0,414.0,12.0,159.0,23.0,182.0,15.0,8.0,84.0,32.0,43.0,387.0,12.0,27.0,66.0,252,21.0,339,40.0,379,9.0,103.0,63.0,40.0,63.0,20.0,49.0,43.0,8.0,14.0,4.0,106.0,5.0,34.0,152.0,265.0,5.0,5.0,96.0,1.0,4.0,23.0,30.0,21.0,3.0,33.0,18.0,,1.0,,282.0,1674,28.0,0.5824175824175825,0.6309523809523809,0.4527363184079602,0.52,0.4126984126984127,0.5665349143610013,0.5058823529411764,0.5110132158590308,0.5776081424936387,0.5117647058823529,0.54,0.7351778656126482,0.05970149253731343,0.125,0.075,0.02654867256637168,14.721901303845518,0.5943396226415094,0.12804878048780488,0.13808219178082193,0.014626218851570965,0.10543130990415335,0.01818181818181818,0.12974296205630356,0.01556264964086193,0.019933554817275746,0.001890359168241966,0.019580419580419582,0.017964071856287425,0.018867924528301886,0.10775047258979206,0.158,0.1457286432160804,0.09649122807017543,0.12941176470588237,0.02122641509433962,0.5454545454545454,0.06324110671936758,0.5625,0.6428571428571429,0.48148148148148145,0.052700922266139656,0.475,0.5135135135135135,0.3684210526315789,0.14888010540184454,0.39823008849557523,0.4090909090909091,0.7333333333333333,0.18972332015810275,0.5454545454545454,0.10588235294117647,0.6666666666666666,0.16666666666666666,0.07048458149779736,0.4375,0.19823788546255505,0.5242290748898678,0.7984189723320159,0.5183628458498021,0.5095576923076922,0.5069819383259914,0.007863695937090432,0.0196078431372549,0.09872611464968153,0.29936305732484075,12.249253731343286,25.12043010752687,0.31348314606741573,,68.0,6.0,17.0,18.0,158.0,14.0,43.0,42.0,226.0,20.0,60.0,60.0,654.0,24.0,158.0,3.0,1.0,3.0,1.0,39.0,2.0,3.0,3.0,6.0,0.9646017699115044,0.4050179211469534,0.3333333333333333,0.36585365853658536,0.4050179211469534,0.005376344086021506,0.006944444444444444,0.004830917874396135,0.007407407407407408,0.4722222222222222,0.4755244755244755,1.0,0.38164251207729466,0.38349514563106796,0.9493670886075949,0.2,0.35294117647058826,1.0,0.5058823529411764,0.32558139534883723,0.9285714285714286,0.4,0.35294117647058826,0.38164251207729466,0.0035778175313059034,,,,True
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,97305.0,1622,48,3257,3255,845,771.0,359,6512,110.0,148,14.0,22.0,29.0,33.0,13.0,45.0,15.0,50.0,31.0,8.0,33.0,8.0,138,243,64.0,101.0,425,3374,18.0,32.0,9.0,48.0,38.0,61.0,16.0,43.0,128.0,190,86.0,16.0,32.0,12.0,121.0,47.0,168.0,33.0,14.0,53.0,22.0,46.0,383.0,20.0,41.0,68.0,154,15.0,237,61.0,298,3.0,78.0,48.0,30.0,41.0,10.0,22.0,39.0,4.0,19.0,6.0,80.0,4.0,15.0,74.0,136.0,6.0,6.0,137.0,8.0,53.0,16.0,26.0,18.0,8.0,28.0,17.0,2.0,2.0,1.0,128.0,845,14.0,0.6884057971014492,0.7307692307692307,0.5679012345679012,0.5625,0.6229508196721312,0.5276872964169381,0.5571428571428572,0.551948051948052,0.5743243243243243,0.6,0.6274509803921569,0.20846905537459284,0.04938271604938271,0.05405405405405406,0.08888888888888889,,12.248230811105062,0.5125,0.15625,0.13356461405030357,0.036283185840707964,0.1863013698630137,0.056818181818181816,0.14624505928853754,0.04116059379217274,0.0449438202247191,0.02903225806451613,0.034482758620689655,0.06390977443609022,0.03488372093023256,0.11494252873563218,0.1277258566978193,0.15082644628099173,0.19622641509433963,0.16,0.022058823529411766,0.6071428571428571,0.4820846905537459,0.7432432432432432,0.7857142857142857,0.7454545454545455,0.1465798045602606,0.28888888888888886,0.3170731707317073,0.3076923076923077,0.16286644951140064,0.3,0.3,0.6,0.10097719869706841,0.10749185667752444,0.6285714285714286,0.6363636363636364,0.42857142857142855,0.42857142857142855,0.8787878787878788,0.1038961038961039,0.1038961038961039,0.6905537459283387,0.5406573529411766,0.5158277777777779,0.5318013157894735,0.1553672316384181,0.1840277777777778,0.11294117647058824,0.30117647058823527,5.411934156378601,25.0359375,0.2594412035615597,1.0,4.0,,1.0,,12.0,1.0,2.0,3.0,16.0,1.0,3.0,3.0,48.0,,12.0,,,6.0,,,2.0,2.0,2.0,,1.0,0.25,0.3333333333333333,0.1875,0.25396825396825395,,,,,0.12903225806451613,0.12903225806451613,1.0,0.36363636363636365,0.36363636363636365,1.0,0.02857142857142857,,,0.05714285714285714,0.5,1.0,,0.375,0.375,0.030303030303030304,1.0,,,True
185,1610612755,Chris Webber,Chris Webber,185,PHI,33699.0,562,6,1141,1141,231,267.0,119,2282,28.0,55,4.0,12.0,2.0,9.0,25.0,71.0,54.0,144.0,1.0,,11.0,2.0,107,270,12.0,31.0,254,1207,9.0,32.0,6.0,24.0,17.0,46.0,2.0,14.0,48.0,146,68.0,8.0,11.0,7.0,36.0,20.0,56.0,10.0,10.0,19.0,7.0,10.0,132.0,8.0,16.0,20.0,69,10.0,99,25.0,124,4.0,20.0,10.0,10.0,18.0,6.0,9.0,21.0,1.0,9.0,3.0,39.0,4.0,9.0,24.0,54.0,4.0,8.0,41.0,5.0,21.0,2.0,12.0,9.0,3.0,13.0,7.0,2.0,,6.0,48.0,231,9.0,0.6822429906542056,0.7087378640776699,0.3962962962962963,0.28125,0.3695652173913043,0.3953900709219858,0.28125,0.3541666666666667,0.42333333333333334,0.34285714285714286,0.42105263157894735,0.0425531914893617,0.025925925925925925,0.07272727272727272,0.04225352112676056,,26.484375,0.46153846153846156,0.37037037037037035,0.15935334872979215,0.03940886699507389,0.1941747572815534,0.05970149253731343,0.166044776119403,0.044444444444444446,0.0625,0.05,0.021052631578947368,0.047619047619047616,0.10344827586206896,0.11510791366906475,0.16363636363636364,0.19021739130434784,0.17105263157894737,0.25925925925925924,0.024390243902439025,0.5384615384615384,0.1950354609929078,0.509090909090909,0.5490196078431373,0.7142857142857143,0.25177304964539005,0.352112676056338,0.36764705882352944,0.56,0.5106382978723404,0.375,0.375,0.7222222222222222,0.0035460992907801418,0.03900709219858156,0.375,0.3333333333333333,,0.1875,0.2222222222222222,,0.041666666666666664,0.2375886524822695,0.4398524822695035,0.4467400000000001,0.4307458333333334,0.07046979865771812,0.07342657342657342,0.09448818897637795,0.1889763779527559,11.74814814814815,25.40833333333333,0.20245398773006135,,1.0,,,,2.0,,,,3.0,,,,9.0,,2.0,,1.0,1.0,,,,1.0,1.0,,1.0,0.25,,,0.25,,,,0.06666666666666667,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182,1.0,,,,,,,,,0.18181818181818182,,1.0,,,True
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,31642.0,527,-42,1062,1047,427,448.0,132,2109,8.0,10,,,2.0,4.0,4.0,9.0,10.0,19.0,23.0,12.0,6.0,2.0,22,38,29.0,2.0,64,1112,,2.0,,,4.0,10.0,14.0,2.0,25.0,38,6.0,,6.0,3.0,29.0,20.0,49.0,16.0,4.0,14.0,5.0,10.0,118.0,4.0,3.0,24.0,44,3.0,71,7.0,78,,16.0,11.0,5.0,7.0,2.0,5.0,7.0,1.0,2.0,,14.0,1.0,6.0,19.0,54.0,3.0,3.0,4.0,,,2.0,8.0,4.0,3.0,8.0,5.0,,,1.0,25.0,427,14.0,0.8636363636363636,0.8636363636363636,0.5789473684210527,,0.4,0.4626865671641791,,0.4791666666666667,0.463768115942029,,0.4807692307692308,0.43283582089552236,0.07894736842105263,0.1,0.1111111111111111,0.05263157894736842,6.8369028006589785,0.5,0.1,0.12790697674418605,0.00821917808219178,0.17266187050359713,0.024390243902439025,0.14078674948240166,0.013232514177693762,,0.01818181818181818,0.007751937984496124,0.025423728813559324,0.021739130434782608,0.09782608695652174,0.08695652173913043,0.16875,0.13592233009708737,0.2777777777777778,,0.625,0.14925373134328357,0.8,0.8888888888888888,0.75,0.13432835820895522,0.4444444444444444,0.5,0.75,0.2835820895522388,0.5263157894736842,0.5555555555555556,1.0,0.34328358208955223,0.08955223880597014,,,,0.16666666666666666,0.5,0.5,0.08333333333333333,0.582089552238806,0.49696119402985084,0.55315,0.5172479166666667,,,,0.390625,11.80263157894737,24.200000000000003,0.4020715630885122,,6.0,,4.0,5.0,,,,,6.0,,4.0,5.0,18.0,,,2.0,,1.0,,,,,,1.0,1.0,0.20689655172413793,,0.35714285714285715,0.20689655172413793,0.06896551724137931,0.08695652173913043,,,0.2608695652173913,0.2857142857142857,1.0,,,,0.6666666666666666,,,,,,0.4166666666666667,,,,,1.0,,True
1903,1610612755,Kenny Thomas,Kenny Thomas,1903,PHI,48692.0,812,-14,1584,1581,523,430.0,188,3165,45.0,83,15.0,26.0,14.0,23.0,11.0,41.0,65.0,145.0,1.0,1.0,,,121,269,1.0,70.0,312,1664,21.0,41.0,9.0,51.0,34.0,74.0,1.0,36.0,104.0,170,72.0,22.0,,19.0,28.0,21.0,49.0,14.0,7.0,18.0,3.0,7.0,119.0,17.0,47.0,40.0,79,10.0,129,68.0,197,7.0,26.0,20.0,6.0,24.0,7.0,12.0,25.0,2.0,12.0,7.0,49.0,6.0,12.0,44.0,93.0,8.0,6.0,88.0,6.0,35.0,12.0,4.0,4.0,,4.0,2.0,1.0,1.0,2.0,104.0,523,11.0,0.7024793388429752,0.7727272727272727,0.44981412639405205,0.5121951219512195,0.4594594594594595,0.44814814814814813,0.5121951219512195,0.4533333333333333,0.5016077170418006,0.5543478260869565,0.5416666666666666,0.003703703703703704,0.07063197026022305,0.12048192771084337,0.21951219512195122,,20.022246941045605,0.4897959183673469,0.20833333333333334,0.1533980582524272,0.08289241622574955,0.19607843137254902,0.09550561797752809,0.16550764951321278,0.08590604026845637,0.12972972972972974,0.06716417910447761,0.056451612903225805,0.09022556390977443,0.1111111111111111,0.14383561643835616,0.15492957746478872,0.15859030837004406,0.21830985915492956,0.14516129032258066,0.05426356589147287,0.5,0.3074074074074074,0.5421686746987951,0.6164383561643836,0.5555555555555556,0.15185185185185185,0.2682926829268293,0.34375,0.36363636363636365,0.5370370370370371,0.4482758620689655,0.4482758620689655,0.8615384615384616,0.003703703703703704,,0.6341463414634146,0.5769230769230769,0.2,0.30666666666666664,0.6086956521739131,0.013333333333333334,,0.3111111111111111,0.45249796296296296,0.5203371428571427,0.44716733333333336,0.11705685618729098,0.1174496644295302,0.16346153846153846,0.3333333333333333,11.489591078066917,22.7,0.3301767676767677,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,0.08888888888888889,,,,,,,,,,,,,,,,,,,,True
2422,1610612755,John Salmons,John Salmons,2422,PHI,28195.0,470,25,922,932,340,313.0,115,1854,20.0,35,,,5.0,8.0,9.0,15.0,6.0,19.0,13.0,6.0,28.0,8.0,35,69,41.0,21.0,124,921,1.0,2.0,2.0,7.0,12.0,20.0,14.0,15.0,54.0,24,46.0,,28.0,10.0,43.0,20.0,63.0,9.0,11.0,19.0,11.0,13.0,146.0,2.0,2.0,17.0,27,5.0,49,4.0,53,,17.0,11.0,6.0,11.0,4.0,6.0,14.0,2.0,5.0,1.0,25.0,,11.0,24.0,51.0,3.0,2.0,28.0,4.0,10.0,6.0,4.0,1.0,2.0,4.0,4.0,,,,54.0,340,6.0,0.34285714285714286,0.34285714285714286,0.5072463768115942,0.5,0.6,0.4681818181818182,0.5,0.5735294117647058,0.5081967213114754,0.5833333333333334,0.627906976744186,0.37272727272727274,0.14492753623188406,0.2571428571428571,,0.05263157894736842,13.920454545454545,0.44,0.18518518518518517,0.09090909090909091,0.006211180124223602,0.125,0.014492753623188406,0.10161662817551963,0.008695652173913044,0.017094017094017096,,,0.009433962264150943,0.03125,0.08333333333333333,0.06666666666666667,0.1111111111111111,0.14285714285714285,0.07894736842105263,,1.0,0.3181818181818182,0.5714285714285714,0.7692307692307693,0.2,0.13636363636363635,0.6,0.6,0.6666666666666666,0.17272727272727273,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.11818181818181818,0.2545454545454545,,,,0.23529411764705882,0.625,0.17647058823529413,0.23529411764705882,0.6909090909090909,0.5097683486238533,0.4681,0.5021378787878789,0.08620689655172414,0.13333333333333333,0.056451612903225805,0.43548387096774194,7.04927536231884,25.21707317073171,0.368763557483731,,4.0,,,4.0,7.0,1.0,3.0,1.0,11.0,1.0,3.0,5.0,30.0,3.0,7.0,,,2.0,,,,,,1.0,0.9090909090909091,0.2682926829268293,0.3333333333333333,0.35714285714285715,0.2682926829268293,,,,,0.3076923076923077,0.3076923076923077,1.0,0.25,0.25,0.8571428571428571,,,,0.6,0.3333333333333333,1.0,0.6666666666666666,0.125,0.25,,,,,True
2223,1610612755,Samuel Dalembert,Samuel Dalembert,2223,PHI,77602.0,1293,81,2591,2588,628,591.0,269,5179,135.0,188,31.0,49.0,33.0,44.0,37.0,115.0,15.0,51.0,,,,,187,354,,58.0,432,2598,37.0,75.0,10.0,84.0,42.0,75.0,,18.0,102.0,294,80.0,50.0,,19.0,18.0,11.0,29.0,9.0,2.0,5.0,3.0,10.0,69.0,27.0,102.0,50.0,169,38.0,257,132.0,389,12.0,38.0,27.0,11.0,42.0,7.0,28.0,46.0,5.0,14.0,12.0,88.0,20.0,27.0,99.0,166.0,25.0,13.0,94.0,11.0,44.0,9.0,91.0,60.0,28.0,91.0,60.0,22.0,6.0,8.0,102.0,628,15.0,0.786096256684492,0.9074074074074074,0.5282485875706214,0.49333333333333335,0.56,0.5282485875706214,0.49333333333333335,0.56,0.5454545454545454,0.5,0.5543478260869565,,0.05367231638418079,0.06914893617021277,0.02608695652173913,0.058823529411764705,16.58653846153846,0.4772727272727273,0.4367816091954023,0.17659352142110762,0.11737629459148446,0.17921146953405018,0.08571428571428572,0.17718446601941748,0.1089527027027027,0.1532258064516129,0.12698412698412698,0.08672086720867209,0.08196721311475409,0.09859154929577464,0.1592356687898089,0.18773946360153257,0.18324607329842932,0.16666666666666666,0.21333333333333335,0.08108108108108109,0.6593406593406593,0.5310734463276836,0.7180851063829787,0.7714285714285715,0.7925925925925926,0.3248587570621469,0.3217391304347826,0.33035714285714285,0.7837837837837838,0.1440677966101695,0.29411764705882354,0.3125,0.7333333333333333,,,0.6533333333333333,0.6326530612244898,0.22580645161290322,0.5866666666666667,0.75,,,0.5310734463276836,0.49413531073446326,0.5019690909090909,0.4921799999999999,0.11369509043927649,0.11369509043927649,0.19444444444444445,0.2361111111111111,5.537005649717515,,0.24237746043998457,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,3.0,,,,,,,,,0.05263157894736842,,,,,,,,,,,,,,,,,,,,True
