EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedShortMidRange,RecoveredBlocks,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,BlocksRecoveredPct,DefensiveGoaltends,Defensive 3 Seconds Violations,BlockedCorner3,OffensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Arc3PctBlocked
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,53909.0,898,94.0,1759,1779,477.0,502.0,206,3538,60.0,77.0,7.0,13.0,11.0,17.0,3.0,9.0,6.0,17.0,13.0,29.0,1.0,2.0,7.0,14.0,17.0,37.0,2.0,4.0,4.0,12.0,69.0,103.0,30.0,66.0,39.0,267.0,1799,7.0,15.0,3.0,6.0,4.0,27.0,12.0,24.0,11.0,26.0,21.0,78.0,112.0,26.0,87.0,3.0,8.0,1.0,36.0,17.0,11.0,72.0,7.0,79.0,6.0,1.0,31.0,9.0,32.0,165.0,2.0,31.0,2.0,18.0,59.0,3.0,80.0,35.0,115,1.0,40.0,28.0,12.0,12.0,6.0,9.0,22.0,1.0,3.0,1.0,10.0,34.0,3.0,7.0,46.0,101.0,3.0,2.0,49.0,7.0,16.0,12.0,4.0,3.0,1.0,4.0,2.0,78.0,477.0,17.0,0.8115942028985508,0.8615384615384616,0.9666666666666667,0.45454545454545453,0.5,0.4230769230769231,0.46153846153846156,0.6699029126213593,0.4666666666666667,0.5,0.6745562130177515,0.5476190476190477,0.57,0.7026315789473684,0.5869565217391305,0.609375,0.3905325443786982,0.10679611650485436,0.11688311688311688,0.2222222222222222,11.10009910802775,0.35294117647058826,0.046153846153846156,0.03571428571428571,0.09531502423263329,0.04538799414348463,0.09090909090909091,0.020833333333333332,0.09424724602203183,0.04236200256739409,0.04602510460251046,0.0728476821192053,0.030716723549488054,0.015151515151515152,0.03333333333333333,0.10778443113772455,0.08522727272727272,0.09420289855072464,0.09848484848484848,0.07575757575757576,0.017857142857142856,0.4556213017751479,0.7792207792207793,0.8823529411764706,0.8333333333333334,0.05325443786982249,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.10059171597633136,0.35294117647058826,0.35294117647058826,0.6666666666666666,0.17159763313609466,0.4482758620689655,0.4482758620689655,0.9230769230769231,0.21893491124260356,0.4594594594594595,0.4594594594594595,1.0,0.6190476190476191,0.5384615384615384,0.42857142857142855,0.09523809523809523,0.5,1.0,0.19047619047619047,0.5,1.0,0.34,0.6470588235294118,0.28,0.5,0.24,0.3333333333333333,0.8461538461538461,0.4722222222222222,0.5579500000000001,0.5531131578947368,0.5333408163265306,0.0898876404494382,0.14285714285714285,0.10112359550561797,0.29213483146067415,3.9223300970873787,24.72121212121212,0.2711768050028425,,,,,,,,,,,,,,,,,True,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,70353.0,1173,15.0,2317,2284,1021.0,952.0,289,4601,40.0,78.0,1.0,2.0,19.0,36.0,32.0,62.0,64.0,149.0,4.0,13.0,1.0,3.0,2.0,4.0,16.0,63.0,1.0,8.0,9.0,29.0,136.0,289.0,20.0,76.0,152.0,484.0,2459,9.0,18.0,2.0,11.0,8.0,32.0,62.0,125.0,11.0,33.0,96.0,253.0,120.0,152.0,42.0,18.0,4.0,,63.0,16.0,19.0,150.0,39.0,189.0,22.0,17.0,78.0,12.0,60.0,417.0,3.0,15.0,1.0,13.0,40.0,6.0,59.0,19.0,78,3.0,38.0,21.0,17.0,36.0,9.0,22.0,26.0,5.0,14.0,1.0,4.0,62.0,1.0,29.0,19.0,62.0,1.0,2.0,166.0,3.0,36.0,37.0,8.0,3.0,4.0,9.0,,253.0,1021.0,23.0,0.4411764705882353,0.44776119402985076,0.7,0.2631578947368421,0.18181818181818182,0.3333333333333333,0.2631578947368421,0.47058823529411764,0.5,0.496,0.4547945205479452,0.41379310344827586,0.49683544303797467,0.5310344827586206,0.46875,0.5995145631067961,0.20821917808219179,0.0657439446366782,0.1794871794871795,0.016129032258064516,18.712349397590362,0.5806451612903226,0.0594059405940594,0.01098901098901099,0.05025125628140704,0.0178359096313912,0.051181102362204724,0.015151515151515152,0.05047619047619047,0.017324350336862367,0.014134275618374558,0.01875,0.020100502512562814,0.02040816326530612,,0.05327868852459016,0.035897435897435895,0.056022408963585436,0.057803468208092484,0.037037037037037035,0.016483516483516484,0.2136986301369863,0.5128205128205128,0.625,0.575,0.16986301369863013,0.5161290322580645,0.5245901639344263,0.1875,0.40821917808219177,0.42953020134228187,0.4413793103448276,0.484375,0.03561643835616438,0.3076923076923077,0.3333333333333333,1.0,0.1726027397260274,0.25396825396825395,0.25396825396825395,0.625,0.06896551724137931,0.5,,0.10344827586206896,0.3333333333333333,1.0,0.27586206896551724,0.125,1.0,0.22784810126582278,0.5277777777777778,0.02531645569620253,0.5,0.18354430379746836,0.3103448275862069,0.42191780821917807,0.25396825396825395,0.47580068681318666,0.49483913043478267,0.46805636942675166,0.09045226130653267,0.11180124223602485,0.06611570247933884,0.5227272727272727,11.255709342560555,25.009210526315783,0.44065602071644366,1.0,23.0,1.0,1.0,1.0,4.0,0.013157894736842105,0.026845637583892617,0.07692307692307693,0.4444444444444444,,,,,,,True,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,125440.0,2091,168.0,4117,4106,1335.0,1211.0,483,8223,156.0,243.0,12.0,24.0,42.0,70.0,48.0,125.0,86.0,216.0,,1.0,,,,,4.0,20.0,2.0,7.0,3.0,13.0,290.0,584.0,4.0,21.0,176.0,768.0,4247,25.0,60.0,2.0,7.0,3.0,59.0,80.0,173.0,3.0,13.0,80.0,249.0,250.0,330.0,,12.0,24.0,5.0,15.0,4.0,50.0,388.0,39.0,427.0,22.0,17.0,262.0,20.0,106.0,893.0,9.0,50.0,6.0,65.0,112.0,10.0,187.0,65.0,252,12.0,91.0,57.0,34.0,109.0,24.0,80.0,56.0,5.0,29.0,,8.0,165.0,8.0,63.0,53.0,152.0,6.0,13.0,213.0,22.0,88.0,28.0,4.0,3.0,1.0,4.0,,249.0,1335.0,23.0,0.43103448275862066,0.44964028776978415,,0.19047619047619047,0.2857142857142857,0.23076923076923078,0.25,0.4965753424657534,0.4166666666666667,0.4624277456647399,0.48925619834710743,0.417910447761194,0.4543010752688172,0.5472103004291845,0.42028985507246375,0.5297872340425532,0.03471074380165289,0.08561643835616438,0.12345679012345678,0.112,18.43003412969283,0.6606060606060606,0.072992700729927,0.04225352112676056,0.07588075880758807,0.03219575016097875,0.14192139737991266,0.04128440366972477,0.09152016546018614,0.033314511575381144,0.03642987249544627,0.024539877300613498,0.032448377581120944,0.05263157894736842,0.015151515151515152,0.057279236276849645,0.07633587786259542,0.08734939759036145,0.14465408805031446,0.1357142857142857,0.04743083003952569,0.40165289256198344,0.6419753086419753,0.7323943661971831,0.5384615384615384,0.2066115702479339,0.384,0.43243243243243246,0.3541666666666667,0.35702479338842974,0.39814814814814814,0.4095238095238095,0.27906976744186046,0.001652892561983471,,,,0.03305785123966942,0.2,0.2,,0.3582089552238806,0.5,0.16666666666666666,,,,0.1044776119402985,0.2857142857142857,,0.3763440860215054,0.6,,,0.06989247311827956,0.23076923076923078,0.43636363636363634,0.26666666666666666,0.49671143572621046,0.45895431034482764,0.48550194444444433,0.13114754098360656,0.13538461538461538,0.07682291666666667,0.32421875,8.566438356164383,35.03333333333334,0.32426524168083554,,3.0,,,,1.0,,0.027777777777777776,,0.25,1.0,6.0,,,,,True,
1922,1610612743,Francisco Elson,Francisco Elson,1922,DEN,31060.0,518,-42.0,998,1003,323.0,312.0,125,2001,33.0,48.0,7.0,16.0,12.0,18.0,5.0,13.0,14.0,47.0,,,,,,,,2.0,,,,2.0,52.0,108.0,,2.0,26.0,130.0,1085,9.0,20.0,,,6.0,24.0,17.0,31.0,,2.0,14.0,48.0,84.0,20.0,,,12.0,2.0,,,7.0,19.0,1.0,20.0,1.0,,10.0,3.0,6.0,41.0,4.0,28.0,,17.0,40.0,6.0,63.0,32.0,95,1.0,22.0,16.0,6.0,14.0,3.0,9.0,9.0,2.0,5.0,,,23.0,2.0,6.0,40.0,70.0,7.0,1.0,43.0,3.0,14.0,9.0,23.0,15.0,,25.0,,48.0,323.0,6.0,0.8076923076923077,0.9130434782608695,,,,,,0.48148148148148145,0.45,0.5483870967741935,0.4727272727272727,0.45,0.5151515151515151,0.5,0.48,0.5333333333333333,0.01818181818181818,0.06481481481481481,0.125,,13.40929009640666,0.6086956521739131,0.1935483870967742,,0.12012012012012012,0.07088607594936709,0.14166666666666666,0.06666666666666667,0.12582781456953643,0.07032967032967033,0.1349206349206349,0.0125,0.05291005291005291,0.075,0.05,0.10377358490566038,0.10526315789473684,0.1390728476821192,0.1625,0.1,0.020833333333333332,0.43636363636363634,0.6875,0.7857142857142857,0.8181818181818182,0.11818181818181818,0.38461538461538464,0.38461538461538464,0.6,0.42727272727272725,0.2978723404255319,0.30434782608695654,0.8571428571428571,,,,,0.01818181818181818,,,,0.8,0.4375,0.2857142857142857,,,,,,,0.5454545454545454,0.6666666666666666,,,0.06060606060606061,,0.45454545454545453,,0.4800212962962962,0.5246333333333334,0.48623225806451614,0.11570247933884298,0.11764705882352941,0.18461538461538463,0.36923076923076925,9.03148148148148,64.5,0.32364729458917835,,,2.0,,8.0,7.0,,0.02127659574468085,,0.28,3.0,1.0,2.0,,,,True,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,156601.0,2610,166.0,5133,5125,1697.0,1561.0,606,10258,302.0,542.0,54.0,93.0,90.0,168.0,27.0,101.0,159.0,429.0,3.0,20.0,,4.0,1.0,5.0,39.0,138.0,2.0,9.0,13.0,54.0,488.0,1072.0,42.0,158.0,456.0,1558.0,5333,67.0,131.0,2.0,13.0,55.0,195.0,144.0,316.0,14.0,59.0,202.0,532.0,608.0,368.0,96.0,30.0,74.0,5.0,133.0,39.0,120.0,180.0,14.0,194.0,6.0,8.0,119.0,17.0,44.0,402.0,11.0,128.0,2.0,72.0,210.0,3.0,285.0,141.0,426,48.0,68.0,47.0,21.0,87.0,19.0,46.0,137.0,16.0,41.0,6.0,14.0,224.0,22.0,68.0,85.0,229.0,12.0,58.0,573.0,40.0,208.0,78.0,29.0,20.0,2.0,30.0,9.0,532.0,1697.0,31.0,0.6229508196721312,0.6740576496674058,0.7619047619047619,0.26582278481012656,0.15384615384615385,0.23728813559322035,0.27450980392156865,0.4552238805970149,0.5114503816793893,0.45569620253164556,0.4479674796747967,0.4861111111111111,0.44,0.5165989159891599,0.5514285714285714,0.5338114754098361,0.12845528455284552,0.11194029850746269,0.1752767527675277,0.21782178217821782,29.0498974709501,0.38839285714285715,0.016483516483516484,0.01098901098901099,0.11425462459194777,0.06701570680628273,0.12880143112701253,0.03323262839879154,0.11764705882352941,0.062025881302989735,0.10574018126888217,0.05357142857142857,0.04322429906542056,0.0391304347826087,0.019801980198019802,0.07372400756143667,0.10766045548654245,0.1440677966101695,0.1256544502617801,0.13559322033898305,0.08450704225352113,0.44065040650406506,0.5571955719557196,0.6756152125279642,0.6357615894039735,0.08211382113821138,0.26732673267326734,0.34177215189873417,0.4444444444444444,0.348780487804878,0.3706293706293706,0.3732394366197183,0.6289308176100629,0.016260162601626018,0.15,0.15,0.3333333333333333,0.11219512195121951,0.2826086956521739,0.2826086956521739,0.7948717948717948,0.6458333333333334,0.5806451612903226,0.2222222222222222,0.027777777777777776,,,0.0625,0.2222222222222222,1.0,0.448,0.5357142857142857,0.013333333333333334,0.2,0.144,0.24074074074074073,0.5691056910569106,0.2932330827067669,0.5029368163265305,0.5220385496183209,0.5048217567567567,0.14878397711015737,0.16774193548387098,0.1251604621309371,0.34146341463414637,8.196828358208956,26.152531645569624,0.3306058834989285,,40.0,1.0,1.0,7.0,16.0,,0.006993006993006993,,0.5333333333333333,5.0,3.0,,2.0,,,True,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,102121.0,1702,78.0,3337,3309,1028.0,928.0,393,6646,207.0,311.0,42.0,70.0,74.0,101.0,65.0,174.0,63.0,173.0,,1.0,,,,,,6.0,,,,5.0,335.0,658.0,,7.0,151.0,821.0,3479,49.0,97.0,,,19.0,117.0,101.0,183.0,,5.0,52.0,254.0,458.0,212.0,,,70.0,2.0,4.0,,51.0,122.0,8.0,130.0,7.0,1.0,86.0,7.0,29.0,268.0,14.0,84.0,2.0,50.0,197.0,30.0,277.0,100.0,377,19.0,74.0,46.0,28.0,53.0,13.0,39.0,54.0,7.0,14.0,1.0,8.0,107.0,8.0,30.0,81.0,174.0,6.0,18.0,223.0,28.0,105.0,19.0,62.0,39.0,3.0,62.0,2.0,254.0,1028.0,23.0,0.6835820895522388,0.7633333333333333,,,,,,0.5091185410334347,0.5051546391752577,0.5519125683060109,0.5037593984962406,0.5051546391752577,0.5372340425531915,0.5394218134034166,0.5318181818181819,0.5619469026548672,0.010526315789473684,0.07750759878419453,0.09967845659163987,0.09195402298850575,22.827804107424964,0.4953271028037383,0.26548672566371684,0.016666666666666666,0.161873459326212,0.06698564593301436,0.14792899408284024,0.07291666666666667,0.15884244372990353,0.0677731673582296,0.10337078651685393,0.04905660377358491,0.04595588235294118,0.05925925925925926,0.10526315789473684,0.12684365781710916,0.18042813455657492,0.1724137931034483,0.14977973568281938,0.14414414414414414,0.06934306569343066,0.46766917293233085,0.6655948553054662,0.7392857142857143,0.714975845410628,0.26165413533834586,0.3735632183908046,0.41139240506329117,0.47692307692307695,0.26015037593984963,0.36416184971098264,0.3727810650887574,0.7936507936507936,0.0015037593984962407,,,,0.009022556390977444,,,,0.7216494845360825,0.6,0.14285714285714285,,,,,,,0.5372340425531915,0.7326732673267327,,,0.026595744680851064,,0.4781954887218045,,0.4905644796380089,0.515261797752809,0.5054594086021507,0.14150943396226415,0.14285714285714285,0.1425091352009744,0.3093788063337393,6.975075987841945,36.92857142857143,0.3080611327539706,,,,,20.0,30.0,,0.023121387283236993,,0.4838709677419355,10.0,1.0,,1.0,,,True,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,17560.0,293,35.0,578,590,247.0,238.0,71,1168,19.0,31.0,7.0,11.0,4.0,11.0,2.0,6.0,9.0,25.0,,,,,,,,4.0,,,,3.0,30.0,62.0,,4.0,12.0,72.0,608,8.0,14.0,,,3.0,19.0,8.0,23.0,,3.0,5.0,21.0,42.0,18.0,,,14.0,,4.0,,4.0,12.0,4.0,16.0,3.0,1.0,6.0,,6.0,36.0,1.0,18.0,1.0,7.0,27.0,4.0,38.0,20.0,58,1.0,13.0,4.0,9.0,7.0,2.0,4.0,9.0,3.0,3.0,1.0,1.0,16.0,1.0,7.0,12.0,38.0,6.0,2.0,24.0,2.0,8.0,5.0,4.0,2.0,,4.0,,21.0,247.0,6.0,0.7,0.9130434782608695,,,,,,0.4838709677419355,0.5714285714285714,0.34782608695652173,0.45454545454545453,0.5714285714285714,0.3076923076923077,0.4675324675324675,0.59375,0.328125,0.06060606060606061,0.06451612903225806,0.12903225806451613,,14.006024096385543,0.4375,0.17391304347826086,0.043478260869565216,0.13366336633663367,0.08256880733944955,0.08974358974358974,0.02857142857142857,0.12142857142857143,0.07509881422924901,0.10256410256410256,0.12903225806451613,0.05504587155963303,,0.1,0.10526315789473684,0.19444444444444445,0.13333333333333333,0.1016949152542373,0.05263157894736842,0.03225806451612903,0.4696969696969697,0.6129032258064516,0.7037037037037037,0.5789473684210527,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.3787878787878788,0.36,0.36,0.8888888888888888,,,,,0.06060606060606061,,,,0.7857142857142857,0.6363636363636364,0.14285714285714285,,,,,,,0.4230769230769231,0.36363636363636365,,,0.11538461538461539,,0.5303030303030303,,0.48862045454545444,0.5478714285714286,0.47462692307692306,0.1111111111111111,0.11764705882352941,0.2638888888888889,0.2916666666666667,8.330645161290322,24.875,0.4273356401384083,,,,,2.0,2.0,,,,0.5,2.0,,,,,,True,
2206,1610612743,Rodney White,Rodney White,2206,DEN,10515.0,175,-6.0,351,354,139.0,113.0,41,705,4.0,5.0,1.0,1.0,3.0,4.0,4.0,10.0,17.0,39.0,,1.0,,,,,3.0,10.0,,,1.0,6.0,25.0,54.0,3.0,11.0,4.0,63.0,366,4.0,5.0,,,2.0,10.0,9.0,18.0,1.0,6.0,2.0,23.0,26.0,24.0,9.0,,2.0,1.0,9.0,3.0,1.0,6.0,3.0,9.0,1.0,2.0,4.0,,2.0,21.0,1.0,3.0,,2.0,10.0,1.0,13.0,4.0,17,1.0,14.0,10.0,4.0,7.0,1.0,5.0,4.0,,2.0,,,11.0,,6.0,13.0,26.0,,1.0,6.0,,3.0,,4.0,1.0,1.0,4.0,1.0,23.0,139.0,9.0,0.52,0.5416666666666666,1.0,0.2727272727272727,,0.16666666666666666,0.3,0.46296296296296297,0.8,0.5,0.45384615384615384,0.8,0.4375,0.4632352941176471,0.8333333333333334,0.46,0.16923076923076924,0.018518518518518517,,0.1,19.849246231155778,0.6363636363636364,0.06666666666666667,,0.08403361344537816,0.024193548387096774,0.0625,0.034482758620689655,0.07947019867549669,0.026143790849673203,,0.08571428571428572,,0.04,,0.08695652173913043,0.08823529411764706,0.08064516129032258,0.045454545454545456,0.1,0.029411764705882353,0.07692307692307693,0.8,0.8,0.75,0.15384615384615385,0.4,0.4444444444444444,,0.6,0.4358974358974359,0.4358974358974359,0.5882352941176471,0.015384615384615385,,,,0.15384615384615385,0.3,0.3,1.0,0.2,1.0,1.0,,,,,,,0.16666666666666666,0.75,,,0.25,0.16666666666666666,0.24615384615384617,0.3333333333333333,0.43665937500000007,0.47223333333333334,0.4598,0.04411764705882353,0.05263157894736842,0.15873015873015872,0.36507936507936506,15.744444444444445,28.072727272727274,0.396011396011396,,,,,2.0,2.0,,,,0.5,1.0,,,,,,True,
2403,1610612743,Nene,Nene,2403,DEN,45339.0,756,123.0,1500,1509,522.0,528.0,179,3009,94.0,145.0,21.0,35.0,29.0,48.0,10.0,39.0,9.0,34.0,,,,,,,,,,,,,113.0,218.0,,,91.0,317.0,1496,21.0,36.0,,,17.0,59.0,33.0,63.0,,,55.0,121.0,154.0,72.0,,,34.0,,,,28.0,45.0,8.0,53.0,4.0,4.0,30.0,4.0,11.0,114.0,10.0,53.0,2.0,16.0,88.0,19.0,123.0,65.0,188,5.0,35.0,25.0,10.0,22.0,4.0,11.0,29.0,7.0,11.0,1.0,4.0,51.0,6.0,18.0,39.0,99.0,12.0,7.0,126.0,16.0,57.0,14.0,21.0,6.0,6.0,22.0,4.0,121.0,522.0,19.0,0.6814159292035398,0.8020833333333334,,,,,,0.518348623853211,0.5833333333333334,0.5238095238095238,0.518348623853211,0.5833333333333334,0.5238095238095238,0.5805860805860806,0.6413043478260869,0.6368421052631579,,0.12844036697247707,0.12413793103448276,0.23076923076923078,18.914185639229423,0.43137254901960786,0.31666666666666665,0.03571428571428571,0.16666666666666666,0.09796672828096119,0.09195402298850575,0.1,0.14814814814814814,0.09828393135725429,0.13297872340425532,0.07758620689655173,0.08016877637130802,0.1267605633802817,0.034482758620689655,0.1773049645390071,0.17482517482517482,0.1557377049180328,0.08,0.12244897959183673,0.06493506493506493,0.6651376146788991,0.6482758620689655,0.7401574803149606,0.6914893617021277,0.17889908256880735,0.2564102564102564,0.3333333333333333,0.5,0.1559633027522936,0.2647058823529412,0.2727272727272727,0.7777777777777778,,,,,,,,,0.9722222222222222,0.6,0.14285714285714285,,,,,,,0.7619047619047619,0.6041666666666666,,,,,0.6651376146788991,,0.5263958715596332,0.5479352941176471,0.5467730158730159,0.22007722007722008,0.22007722007722008,0.1861198738170347,0.38170347003154576,4.289908256880733,,0.348,,,1.0,,9.0,13.0,,0.029411764705882353,,0.5909090909090909,1.0,1.0,1.0,,,,True,
935,1610612743,Bryon Russell,Bryon Russell,935,DEN,22565.0,376,12.0,743,741,294.0,278.0,96,1484,9.0,15.0,5.0,8.0,1.0,3.0,5.0,7.0,7.0,17.0,12.0,29.0,,,1.0,5.0,5.0,24.0,,2.0,2.0,11.0,21.0,39.0,17.0,53.0,14.0,107.0,755,6.0,10.0,,2.0,2.0,14.0,10.0,17.0,3.0,16.0,10.0,39.0,18.0,24.0,48.0,3.0,12.0,,24.0,5.0,3.0,17.0,4.0,21.0,3.0,1.0,9.0,3.0,5.0,46.0,1.0,19.0,2.0,6.0,26.0,8.0,40.0,22.0,62,,18.0,9.0,9.0,11.0,5.0,8.0,6.0,1.0,3.0,,,17.0,2.0,3.0,30.0,54.0,1.0,,22.0,2.0,7.0,5.0,3.0,2.0,,3.0,,39.0,294.0,9.0,0.42857142857142855,0.6,0.9411764705882353,0.32075471698113206,,0.1875,0.32075471698113206,0.5384615384615384,0.6,0.5882352941176471,0.5054347826086957,0.5,0.4393939393939394,0.5245098039215687,0.5384615384615384,0.4875,0.5760869565217391,0.07692307692307693,0.13333333333333333,,13.901869158878505,0.6470588235294118,0.26666666666666666,0.06666666666666667,0.1111111111111111,0.07251908396946564,0.07058823529411765,0.011764705882352941,0.10031347962382445,0.05763688760806916,0.0625,,0.112,,0.03125,0.08955223880597014,0.125,0.11650485436893204,0.07692307692307693,0.06060606060606061,,0.16304347826086957,0.6,0.6923076923076923,0.1111111111111111,0.07608695652173914,0.7142857142857143,0.7142857142857143,0.2,0.18478260869565216,0.4117647058823529,0.4375,1.0,0.31521739130434784,0.41379310344827586,0.41379310344827586,1.0,0.2608695652173913,0.20833333333333334,0.20833333333333334,0.8,0.6666666666666666,0.625,,,,,0.16666666666666666,,,0.09090909090909091,0.3333333333333333,0.15151515151515152,0.2,0.3333333333333333,0.18181818181818182,0.7391304347826086,0.20833333333333334,0.5088010869565218,0.5398090909090909,0.46439393939393936,0.07216494845360824,0.1590909090909091,0.1308411214953271,0.3644859813084112,10.282051282051285,24.00566037735849,0.39569313593539707,,,,,1.0,3.0,,0.058823529411764705,,1.0,,,,,,,True,
