EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Fg3aBlocked,SelfOReb,Clear Path Fouls,Blocked3s,BlockedCorner3,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,SelfORebPct,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,DefensiveGoaltends,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,OffensiveGoaltends,LongMidRangePctBlocked,Technical Free Throw Trips,3SecondViolations,Arc3PctBlocked,on,BlockedArc3
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,32411.0,540,40,1035,1045,331.0,304.0,157,2080,37.0,64.0,5.0,11.0,7.0,12.0,9.0,20.0,30.0,75.0,13.0,28.0,2.0,3.0,2.0,7.0,20.0,68.0,1.0,8.0,8.0,23.0,76.0,159,33.0,96.0,50.0,301.0,1073,11.0,19.0,3.0,11.0,6.0,37.0,20.0,34.0,10.0,30.0,27.0,97.0,60.0,92.0,75.0,24.0,6.0,68.0,20.0,11.0,42.0,17.0,59.0,11.0,6.0,9.0,9.0,24.0,135.0,11.0,12.0,18.0,43.0,1.0,62,23.0,85,14.0,10.0,4.0,18.0,1.0,12.0,10.0,2.0,6.0,2.0,28.0,1.0,4.0,20.0,58.0,1.0,4.0,58.0,4.0,16.0,2.0,12.0,2.0,1.0,1.0,2.0,1.0,97.0,331.0,12.0,0.39473684210526316,0.410958904109589,0.7575757575757576,0.34375,0.2727272727272727,0.3333333333333333,0.34375,0.4779874213836478,0.5789473684210527,0.5882352941176471,0.492156862745098,0.5166666666666667,0.546875,0.5355871886120996,0.5606060606060606,0.6217948717948718,0.3764705882352941,0.06918238993710692,0.140625,0.1,25.245098039215687,0.6428571428571429,0.02631578947368421,0.1111111111111111,0.03234501347708895,0.13740458015267176,0.0718954248366013,0.11776061776061776,0.04389312977099236,0.041666666666666664,0.028985507246376812,0.027472527472527472,0.05660377358490566,0.10638297872340426,0.08571428571428572,0.064,0.16560509554140126,0.1348314606741573,0.14285714285714285,0.5,0.25098039215686274,0.578125,0.6727272727272727,0.43243243243243246,0.0784313725490196,0.45,0.5,0.1111111111111111,0.29411764705882354,0.4,0.4,0.43333333333333335,0.10980392156862745,0.4642857142857143,0.4642857142857143,1.0,0.26666666666666666,0.29411764705882354,0.29411764705882354,0.6,0.36666666666666664,0.45454545454545453,0.1,0.6666666666666666,1.0,0.26666666666666666,0.125,1.0,0.1875,0.5833333333333334,0.109375,0.2857142857142857,0.359375,0.34782608695652173,0.6274509803921569,0.29411764705882354,0.5077466666666666,0.524625,0.48447734375,0.06691449814126393,0.0935672514619883,0.02040816326530612,0.12292358803986711,0.3222591362126246,9.954088050314464,24.597916666666666,0.31980676328502416,,,,,,,,,,,,,,,,,,,,,,True,
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,16133.0,269,30,518,526,186.0,169.0,73,1044,4.0,9.0,,,,1.0,2.0,6.0,16.0,35.0,2.0,9.0,,,1.0,5.0,6.0,25.0,2.0,6.0,1.0,11.0,22.0,50,8.0,34.0,35.0,103.0,554,3.0,8.0,2.0,6.0,2.0,14.0,5.0,13.0,2.0,16.0,16.0,32.0,26.0,18.0,18.0,6.0,2.0,24.0,6.0,,36.0,14.0,50.0,9.0,5.0,13.0,3.0,20.0,114.0,1.0,6.0,4.0,19.0,1.0,24,7.0,31,10.0,3.0,7.0,15.0,3.0,11.0,5.0,1.0,4.0,1.0,20.0,4.0,9.0,5.0,12.0,1.0,,48.0,4.0,17.0,,9.0,1.0,,,2.0,1.0,32.0,186.0,3.0,0.5909090909090909,0.6190476190476191,0.75,0.23529411764705882,0.3333333333333333,0.125,0.24242424242424243,0.44,0.375,0.38461538461538464,0.40476190476190477,0.42857142857142855,0.27586206896551724,0.4858490566037736,0.4666666666666667,0.38095238095238093,0.40476190476190477,,,,20.965058236272878,0.75,0.045454545454545456,0.09547738693467336,0.03428571428571429,0.07407407407407407,0.012048192771084338,0.09090909090909091,0.027131782945736434,0.0392156862745098,0.06451612903225806,0.021505376344086023,,0.038461538461538464,0.0784313725490196,0.1044776119402985,0.09876543209876543,0.05555555555555555,0.1111111111111111,0.5,0.10714285714285714,0.4444444444444444,0.4444444444444444,0.5,0.07142857142857142,0.3333333333333333,0.3333333333333333,0.5,0.4166666666666667,0.45714285714285713,0.45714285714285713,0.625,0.10714285714285714,0.2222222222222222,0.25,1.0,0.2976190476190476,0.24,0.24,0.6666666666666666,,,,,,0.42857142857142855,0.3333333333333333,1.0,0.034482758620689655,,0.1724137931034483,0.2,0.3793103448275862,0.09090909090909091,0.5119047619047619,0.25,0.4753536144578313,0.4250090909090909,0.4704285714285713,0.17525773195876287,0.2698412698412698,,0.13592233009708737,0.3106796116504854,14.092,25.52058823529412,0.3590733590733591,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.029411764705882353,0.1111111111111111,0.0196078431372549,,,,,,,,,,,,True,
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,17119.0,285,11,543,549,200.0,177.0,87,1092,23.0,39.0,8.0,13.0,11.0,17.0,7.0,14.0,11.0,28.0,,,,,,,3.0,6.0,,,3.0,6.0,41.0,81,3.0,6.0,40.0,131.0,581,8.0,15.0,,,10.0,26.0,18.0,28.0,3.0,6.0,23.0,68.0,48.0,34.0,9.0,,10.0,6.0,3.0,6.0,26.0,4.0,30.0,3.0,1.0,10.0,3.0,13.0,64.0,7.0,14.0,8.0,32.0,5.0,45,22.0,67,7.0,6.0,1.0,6.0,1.0,4.0,6.0,,2.0,,12.0,,6.0,15.0,36.0,6.0,5.0,48.0,8.0,22.0,,6.0,5.0,4.0,1.0,5.0,3.0,68.0,200.0,7.0,0.5853658536585366,0.6666666666666666,1.0,0.5,,0.5,0.5,0.5061728395061729,0.5333333333333333,0.6428571428571429,0.5229885057471264,0.5333333333333333,0.6617647058823529,0.6121495327102804,0.65,0.7555555555555555,0.06896551724137931,0.07407407407407407,0.07692307692307693,0.21428571428571427,18.478260869565215,0.5,0.35714285714285715,0.16243654822335024,0.07650273224043716,0.10256410256410256,0.07526881720430108,0.14545454545454545,0.07608695652173914,0.06060606060606061,0.07407407407407407,0.08888888888888889,0.05970149253731343,0.11538461538461539,0.125,0.2,0.16049382716049382,0.05555555555555555,0.20833333333333334,0.6,0.4482758620689655,0.5897435897435898,0.6388888888888888,0.5217391304347826,0.16091954022988506,0.5,0.6363636363636364,0.42857142857142855,0.3218390804597701,0.39285714285714285,0.39285714285714285,0.8181818181818182,,,,,0.06896551724137931,0.5,0.5,1.0,0.8666666666666667,0.6153846153846154,,,,,,,0.5,0.6470588235294118,,,0.17647058823529413,0.5,0.5172413793103449,0.5,0.46958333333333324,0.48545,0.4872132352941177,0.21782178217821782,0.23157894736842105,,0.1984732824427481,0.5190839694656488,7.817283950617283,24.78333333333333,0.3683241252302026,,,2.0,,,,,,,0.05555555555555555,1.0,0.058823529411764705,0.125,,,,,,,,,True,
185,1610612758,Chris Webber,Chris Webber,185,SAC,14735.0,246,-24,477,479,205.0,195.0,69,956,18.0,36.0,5.0,11.0,7.0,15.0,15.0,38.0,24.0,61.0,,,,,,,1.0,6.0,1.0,1.0,1.0,5.0,57.0,135,1.0,6.0,12.0,129.0,529,9.0,21.0,1.0,1.0,,21.0,22.0,51.0,1.0,5.0,6.0,53.0,64.0,50.0,3.0,,10.0,5.0,1.0,8.0,23.0,6.0,29.0,4.0,2.0,8.0,3.0,12.0,64.0,4.0,14.0,10.0,43.0,4.0,57,18.0,75,10.0,3.0,7.0,9.0,5.0,5.0,10.0,,4.0,,19.0,3.0,7.0,6.0,18.0,1.0,4.0,21.0,4.0,8.0,,4.0,4.0,1.0,2.0,4.0,5.0,53.0,205.0,5.0,0.5614035087719298,0.6153846153846154,1.0,0.16666666666666666,1.0,0.2,0.2,0.4222222222222222,0.42857142857142855,0.43137254901960786,0.4148936170212766,0.4772727272727273,0.41964285714285715,0.43288590604026844,0.4772727272727273,0.4344262295081967,0.0425531914893617,0.05925925925925926,0.16666666666666666,0.05263157894736842,30.000000000000004,0.47368421052631576,0.2,0.25748502994011974,0.08383233532934131,0.2,0.05405405405405406,0.24423963133640553,0.07468879668049792,0.13333333333333333,0.058823529411764705,0.0547945205479452,0.02,0.125,0.15789473684210525,0.32142857142857145,0.2602739726027397,0.16666666666666666,0.2857142857142857,1.25,0.2553191489361702,0.5,0.6,0.3333333333333333,0.2695035460992908,0.39473684210526316,0.4166666666666667,0.4666666666666667,0.4326241134751773,0.39344262295081966,0.39344262295081966,0.7916666666666666,,,,,0.0425531914893617,0.16666666666666666,0.16666666666666666,1.0,0.5,0.45454545454545453,,,,0.045454545454545456,1.0,1.0,0.26785714285714285,0.4666666666666667,,,0.08928571428571429,0.2,0.2978723404255319,0.2,0.43658714285714295,0.5007027777777778,0.4338454545454546,0.05517241379310345,0.05755395683453238,,0.16279069767441862,0.4108527131782946,10.412592592592592,29.399999999999995,0.429769392033543,1.0,,3.0,,,,1.0,,,0.041666666666666664,,,,2.0,1.0,,,,,,,True,
2440,1610612758,Matt Barnes,Matt Barnes,2440,SAC,12687.0,211,24,403,390,89.0,86.0,73,793,12.0,20.0,2.0,6.0,5.0,6.0,3.0,9.0,9.0,19.0,,4.0,,1.0,,1.0,2.0,6.0,,,,2.0,24.0,48,2.0,10.0,10.0,64.0,389,2.0,9.0,,1.0,2.0,6.0,6.0,10.0,,3.0,1.0,13.0,34.0,14.0,6.0,,4.0,5.0,2.0,1.0,12.0,3.0,15.0,3.0,,3.0,1.0,8.0,33.0,4.0,11.0,6.0,17.0,4.0,27,18.0,45,8.0,4.0,4.0,8.0,2.0,5.0,9.0,1.0,3.0,2.0,17.0,4.0,6.0,9.0,23.0,2.0,2.0,20.0,,10.0,,,5.0,5.0,,5.0,3.0,13.0,89.0,5.0,0.7083333333333334,0.7727272727272727,1.0,0.2,,,0.2222222222222222,0.5,0.2222222222222222,0.6,0.46551724137931033,0.2,0.46153846153846156,0.47058823529411764,0.25,0.4642857142857143,0.1724137931034483,0.020833333333333332,0.05,,17.276422764227643,0.47058823529411764,0.3333333333333333,0.11724137931034483,0.06748466257668712,0.12,0.0784313725490196,0.11794871794871795,0.07009345794392523,0.09090909090909091,0.05714285714285714,0.05952380952380952,0.08571428571428572,0.0625,0.06976744186046512,0.07317073170731707,0.18032786885245902,0.1111111111111111,0.14285714285714285,0.6,0.3448275862068966,0.6,0.631578947368421,0.5833333333333334,0.15517241379310345,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3275862068965517,0.47368421052631576,0.47368421052631576,0.8888888888888888,0.06896551724137931,,,,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,0.1,,,,,,0.46153846153846156,0.8333333333333334,0.07692307692307693,,0.15384615384615385,,0.5172413793103449,0.4,0.49547631578947376,0.49306666666666676,0.4874958333333333,0.14705882352941177,0.1724137931034483,,0.09375,0.203125,8.939583333333333,26.580000000000002,0.22084367245657568,1.0,,1.0,,,,,,,0.034482758620689655,3.0,0.16666666666666666,,,1.0,1.0,1.0,,,,,True,
57,1610612758,Doug Christie,Doug Christie,57,SAC,11106.0,185,6,350,366,96.0,114.0,51,716,5.0,9.0,1.0,2.0,1.0,1.0,,1.0,12.0,21.0,1.0,5.0,,1.0,,1.0,1.0,5.0,,,,1.0,17.0,31,2.0,10.0,7.0,47.0,352,2.0,4.0,,1.0,4.0,8.0,1.0,3.0,,2.0,,2.0,30.0,4.0,6.0,,2.0,4.0,1.0,1.0,21.0,6.0,27.0,4.0,2.0,11.0,2.0,8.0,60.0,4.0,6.0,3.0,9.0,1.0,13,10.0,23,11.0,9.0,2.0,10.0,2.0,5.0,4.0,,5.0,1.0,14.0,1.0,4.0,7.0,20.0,,,8.0,,4.0,,,3.0,,2.0,3.0,1.0,2.0,96.0,5.0,0.8823529411764706,0.9375,1.0,0.2,,,0.2222222222222222,0.5483870967741935,0.5,0.3333333333333333,0.4878048780487805,0.4,0.2,0.5222222222222223,0.5714285714285714,0.2,0.24390243902439024,0.03225806451612903,,,14.182692307692307,0.7142857142857143,0.08333333333333333,0.06428571428571428,0.046153846153846156,0.057692307692307696,0.08695652173913043,0.0625,0.056818181818181816,0.020833333333333332,,0.07936507936507936,0.1,0.0625,0.09302325581395349,0.0625,0.04081632653061224,0.05263157894736842,0.07142857142857142,0.3333333333333333,0.21951219512195122,0.5555555555555556,0.5555555555555556,0.8,0.024390243902439025,,,,0.5121951219512195,0.5714285714285714,0.6,0.9166666666666666,0.12195121951219512,0.2,0.2,1.0,0.12195121951219512,0.2,0.2,1.0,0.4,0.5,0.2,,,,,,0.2,1.0,0.2,,0.2,,0.4634146341463415,0.25,0.49010499999999996,0.52825,0.549325,0.08888888888888889,0.11428571428571428,,0.1702127659574468,0.0425531914893617,13.748387096774195,28.57,0.2742857142857143,1.0,,3.0,,,,1.0,,,0.15,,,,,,1.0,,0.047619047619047616,,,,True,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,20499.0,342,-10,650,669,242.0,216.0,89,1319,13.0,21.0,1.0,2.0,3.0,7.0,,3.0,9.0,31.0,6.0,20.0,,2.0,2.0,7.0,16.0,47.0,,5.0,5.0,18.0,22.0,55,22.0,67.0,31.0,141.0,726,1.0,5.0,,7.0,2.0,4.0,6.0,17.0,7.0,25.0,10.0,43.0,34.0,10.0,60.0,6.0,2.0,46.0,16.0,3.0,12.0,3.0,15.0,1.0,2.0,8.0,1.0,3.0,33.0,,7.0,14.0,12.0,4.0,30,7.0,37,13.0,8.0,5.0,4.0,,1.0,7.0,1.0,3.0,,11.0,1.0,4.0,13.0,22.0,,2.0,34.0,3.0,15.0,1.0,,4.0,4.0,,4.0,2.0,43.0,242.0,2.0,0.7727272727272727,0.8095238095238095,0.9090909090909091,0.3283582089552239,,0.28,0.3333333333333333,0.4,0.2,0.35294117647058826,0.45081967213114754,0.08333333333333333,0.39285714285714285,0.5074074074074074,0.15384615384615385,0.4444444444444444,0.5491803278688525,0.05454545454545454,0.047619047619047616,0.6666666666666666,19.312169312169313,0.36363636363636365,0.14814814814814814,0.05084745762711865,0.03286384976525822,0.1794871794871795,,0.08280254777070063,0.021671826625386997,0.039473684210526314,0.02857142857142857,0.029411764705882353,,,0.05,0.06756756756756757,0.0392156862745098,0.23529411764705882,0.07407407407407407,0.5,0.1721311475409836,0.6190476190476191,0.65,0.8461538461538461,0.02459016393442623,,,,0.2540983606557377,0.2903225806451613,0.2903225806451613,0.6666666666666666,0.16393442622950818,0.3,0.3,0.8333333333333334,0.38524590163934425,0.3404255319148936,0.35555555555555557,0.9375,0.16666666666666666,0.5,0.16666666666666666,,,0.4166666666666667,,,0.16666666666666666,0.42857142857142855,0.16666666666666666,0.2857142857142857,0.42857142857142855,0.2777777777777778,0.7213114754098361,0.34782608695652173,0.5174739669421488,0.5227099999999999,0.5212512195121951,0.11851851851851852,0.22388059701492538,0.014705882352941176,0.028368794326241134,0.3049645390070922,11.227272727272727,24.87014925373135,0.3723076923076923,1.0,2.0,2.0,,,,,0.029850746268656716,,0.028169014084507043,,,,,,2.0,,,4.0,1.0,0.0425531914893617,True,
2443,1610612758,Darius Songaila,Darius Songaila,2443,SAC,19410.0,324,31,610,608,148.0,119.0,92,1218,23.0,41.0,7.0,17.0,9.0,13.0,11.0,19.0,15.0,31.0,,,,,,,,,,,,,49.0,91,,,24.0,122.0,633,12.0,24.0,,,5.0,29.0,14.0,22.0,,,11.0,39.0,72.0,26.0,,,14.0,,,11.0,11.0,3.0,14.0,2.0,1.0,10.0,,1.0,31.0,6.0,19.0,9.0,26.0,4.0,39,26.0,65,8.0,5.0,3.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,9.0,,4.0,19.0,46.0,4.0,2.0,29.0,1.0,12.0,,3.0,4.0,2.0,2.0,4.0,2.0,39.0,148.0,4.0,0.7346938775510204,0.8571428571428571,,,,,,0.5384615384615384,0.5,0.6363636363636364,0.5384615384615384,0.5,0.6363636363636364,0.580952380952381,0.5370370370370371,0.7222222222222222,,0.12087912087912088,0.1951219512195122,0.15789473684210525,15.811373092926491,0.3333333333333333,0.17391304347826086,0.11016949152542373,0.08333333333333333,0.11688311688311688,0.0759493670886076,0.11182108626198083,0.08143322475570032,0.08695652173913043,0.11904761904761904,0.06837606837606838,0.07692307692307693,0.07407407407407407,0.125,0.1643835616438356,0.054945054945054944,0.11538461538461539,0.12,0.5,0.45054945054945056,0.5609756097560976,0.696969696969697,0.6521739130434783,0.2087912087912088,0.5789473684210527,0.6875,0.7272727272727273,0.34065934065934067,0.4838709677419355,0.4838709677419355,0.8666666666666667,,,,,,,,,0.7083333333333334,0.4117647058823529,,,,,,,0.5909090909090909,0.6923076923076923,,,,,0.45054945054945056,,0.4734615384615384,0.4985333333333333,0.5022727272727272,0.11764705882352941,0.11764705882352941,,0.23770491803278687,0.319672131147541,7.829670329670331,,0.24262295081967214,,,,,,,,,,,1.0,0.05,0.14285714285714285,,,,,,,,,True,
731,1610612758,Greg Ostertag,Greg Ostertag,731,SAC,9630.0,160,58,303,303,55.0,44.0,48,606,10.0,20.0,7.0,12.0,,2.0,3.0,5.0,,1.0,,,,,,,,,,,,,13.0,26,,,1.0,27.0,265,8.0,14.0,,,,16.0,2.0,4.0,,,,4.0,8.0,18.0,,,14.0,,,5.0,6.0,3.0,9.0,2.0,1.0,3.0,1.0,2.0,21.0,5.0,12.0,3.0,21.0,6.0,30,18.0,48,1.0,1.0,,4.0,1.0,2.0,3.0,1.0,2.0,,7.0,1.0,,19.0,25.0,2.0,,3.0,1.0,2.0,,,13.0,8.0,5.0,13.0,10.0,4.0,55.0,,0.3076923076923077,0.6666666666666666,,,,,,0.5,0.5714285714285714,0.5,0.5,0.5714285714285714,0.5,0.5,0.5714285714285714,0.5,,0.19230769230769232,0.2,0.2,9.340659340659341,0.5714285714285714,0.6,0.1640625,0.10256410256410256,0.1,0.125,0.1518987341772152,0.10828025477707007,0.125,0.18181818181818182,0.06349206349206349,0.1724137931034483,,0.09090909090909091,0.11363636363636363,0.2549019607843137,0.10526315789473684,0.09090909090909091,0.7692307692307693,0.7692307692307693,0.5,0.625,0.3,0.19230769230769232,0.6,0.75,0.3333333333333333,0.038461538461538464,,,,,,,,,,,,0.8571428571428571,0.5833333333333334,,,,,,,0.5,,,,,,0.7692307692307693,,0.5196153846153847,0.528325,0.44445,0.07407407407407407,0.07407407407407407,,0.5925925925925926,0.14814814814814814,2.4307692307692306,,0.18151815181518152,,,1.0,,,,,,,0.125,1.0,0.08333333333333333,,,,,,,,,,True,
2230,1610612758,Maurice Evans,Maurice Evans,2230,SAC,4067.0,68,-6,135,137,31.0,35.0,20,272,5.0,9.0,,2.0,1.0,2.0,2.0,3.0,2.0,6.0,1.0,4.0,,,,,,1.0,,,,,9.0,18,1.0,5.0,4.0,25.0,138,1.0,4.0,,,,2.0,3.0,5.0,,,1.0,7.0,12.0,6.0,3.0,,2.0,1.0,,1.0,4.0,,4.0,,,3.0,,1.0,8.0,2.0,3.0,1.0,2.0,1.0,4,5.0,9,2.0,1.0,1.0,,,,,,,,,,,5.0,8.0,2.0,,6.0,,2.0,,1.0,1.0,1.0,,1.0,,7.0,31.0,,0.6666666666666666,0.75,1.0,0.2,,,0.2,0.5,0.25,0.6,0.45652173913043476,0.25,0.6,0.4807692307692308,0.25,0.5833333333333334,0.21739130434782608,0.05555555555555555,0.1111111111111111,,16.455696202531644,,0.16666666666666666,0.044444444444444446,0.06976744186046512,0.045454545454545456,0.1111111111111111,0.04477611940298507,0.08196721311475409,,0.1,0.09523809523809523,0.16666666666666666,,,,0.11764705882352941,0.07692307692307693,,,0.391304347826087,0.5555555555555556,0.625,0.8,0.13043478260869565,0.6666666666666666,0.6666666666666666,,0.2608695652173913,0.3333333333333333,0.3333333333333333,1.0,0.17391304347826086,0.25,0.25,1.0,0.043478260869565216,,,,0.5,,,,,,,,0.4,0.5,,,,,0.6086956521739131,,0.5197021739130434,0.4649666666666666,0.41902,0.08,0.1,,0.08,0.28,7.588888888888889,23.599999999999998,0.22962962962962963,,,,,,,,,,,,,,,,,,,,,,True,
