EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Travels,SecondChanceTurnovers,DefensiveGoaltends,AtRimPctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFtPoints,FTOffRebounds,Loose Ball Fouls,Offensive Fouls,BlockedLongMidRange,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,ThreePtShootingFoulsDrawnPct,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LostBallOutOfBoundsTurnovers,on,OffensiveGoaltends,3SecondViolations,Clear Path Fouls,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,Corner3PctBlocked
1502,1610612744,Adonal Foyle,Adonal Foyle,1502,GSW,552.0,9,1,18,19,11,2.0,1.0,37,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,8.0,23,3.0,3.0,2.0,8.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,11,1.0,1.0,0.75,1.0,0.75,1.0,0.8,1.0,26.31578947368421,1.0,0.5,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.508975,0.5498333333333333,1.0,5.125,0.6111111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2202,1610612744,Jason Richardson,Jason Richardson,2202,GSW,10693.0,178,11,334,335,100,112.0,54.0,669,14.0,20.0,5.0,7.0,11.0,5.0,17.0,23.0,48.0,5.0,87.0,376,6.0,11.0,1.0,22.0,24.0,9.0,,3.0,2.0,3.0,2.0,22.0,100,0.5217391304347826,0.5454545454545454,0.4791666666666667,0.5454545454545454,0.5394736842105263,0.4772727272727273,0.54375,0.4782608695652174,21.105527638190956,0.6666666666666666,0.2631578947368421,0.7,0.7,0.6428571428571429,0.14473684210526316,0.2236842105263158,0.29411764705882354,0.29411764705882354,0.6,0.3181818181818182,0.7142857142857143,0.631578947368421,0.4932824324324326,0.480175,0.25287356321839083,8.725,0.2994011976047904,3.0,3.0,4.0,4.0,8.0,1.0,2.0,1.0,1.0,8.0,20.0,1.0,2.0,10.0,12.0,28.0,3.0,3.0,1.0,3.0,9.0,3.0,11.0,22.0,30.0,6.0,2.0,1.0,19.0,8.0,1.0,14.0,6.0,20.0,3.0,3.0,9.0,5.0,46.0,3.0,1.0,4.0,12.0,2.0,18.0,4.0,22.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,6.0,8.0,1.0,5.0,1.0,1.0,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.2727272727272727,0.4444444444444444,1.0,0.75,0.6428571428571429,0.3684210526315789,0.020833333333333332,0.09090909090909091,0.75,0.15384615384615385,0.09302325581395349,0.008695652173913044,0.0975609756097561,0.0625,0.09411764705882353,0.024539877300613498,0.030303030303030304,0.09375,0.05,0.0975609756097561,0.125,0.11428571428571428,0.027777777777777776,0.36363636363636365,0.4,0.10526315789473684,0.5,0.5,1.0,0.2631578947368421,0.4,0.4,0.75,0.5,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0,0.16666666666666666,0.045454545454545456,1.0,0.45454545454545453,0.2,0.42105263157894735,0.49299,0.0625,0.09615384615384616,0.10344827586206896,25.81785714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2399,1610612744,Mike Dunleavy,Mike Dunleavy,2399,GSW,9920.0,165,56,320,317,88,106.0,55.0,637,8.0,12.0,4.0,5.0,9.0,3.0,14.0,15.0,35.0,12.0,75.0,312,6.0,14.0,7.0,22.0,8.0,14.0,1.0,2.0,2.0,2.0,2.0,22.0,88,0.26666666666666666,0.36363636363636365,0.42857142857142855,0.42857142857142855,0.4846153846153846,0.4411764705882353,0.5208333333333334,0.5238095238095238,20.680628272251308,1.0,0.18461538461538463,0.6666666666666666,0.8,0.25,0.13846153846153847,0.2153846153846154,0.21428571428571427,0.21428571428571427,,0.29411764705882354,0.8,0.6461538461538462,0.48960461538461536,0.446385294117647,0.29333333333333333,9.820000000000002,0.275,4.0,6.0,4.0,2.0,8.0,2.0,3.0,,,9.0,22.0,2.0,1.0,3.0,11.0,30.0,4.0,9.0,2.0,5.0,14.0,1.0,3.0,22.0,30.0,3.0,8.0,,22.0,9.0,4.0,8.0,4.0,12.0,2.0,2.0,5.0,2.0,28.0,2.0,9.0,5.0,14.0,3.0,22.0,11.0,33.0,1.0,5.0,5.0,,4.0,3.0,,,7.0,2.0,4.0,6.0,,6.0,,1.0,0.9090909090909091,0.36666666666666664,0.4,0.3333333333333333,0.36666666666666664,0.4444444444444444,0.5,0.5,0.46153846153846156,0.11428571428571428,0.2222222222222222,0.5714285714285714,0.23076923076923078,0.1206896551724138,0.08108108108108109,0.125,0.037037037037037035,0.12179487179487179,0.06666666666666667,0.15151515151515152,0.05714285714285714,0.08108108108108109,0.1,0.1794871794871795,0.15151515151515152,0.02857142857142857,0.4444444444444444,0.5714285714285714,0.12307692307692308,0.25,0.25,1.0,0.3384615384615385,0.4090909090909091,0.4090909090909091,0.8888888888888888,0.42857142857142855,0.6666666666666666,,0.21428571428571427,0.6666666666666666,1.0,0.14285714285714285,,,0.17647058823529413,0.3333333333333333,0.4090909090909091,0.4746458333333334,0.08450704225352113,0.14634146341463414,0.18666666666666668,24.57,1.0,2.0,4.0,1.0,1.0,1.0,0.16666666666666666,0.03125,0.06521739130434782,0.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2554,1610612744,Mickael Pietrus,Mickael Pietrus,2554,GSW,14918.0,249,17,482,482,153,176.0,71.0,964,22.0,30.0,6.0,8.0,10.0,6.0,20.0,30.0,60.0,25.0,127.0,524,8.0,14.0,9.0,37.0,36.0,32.0,3.0,5.0,2.0,5.0,2.0,37.0,153,0.6,0.6206896551724138,0.5,0.5714285714285714,0.5,0.5,0.5427350427350427,0.5606060606060606,22.807017543859647,0.4,0.29411764705882354,0.7333333333333333,0.7333333333333333,0.6363636363636364,0.09803921568627451,0.19607843137254902,0.3,0.3,0.6666666666666666,0.2857142857142857,0.75,0.7058823529411765,0.5022813725490195,0.5157357142857143,0.29133858267716534,8.036666666666667,0.31742738589211617,4.0,8.0,2.0,6.0,19.0,1.0,3.0,1.0,6.0,8.0,23.0,2.0,3.0,8.0,14.0,42.0,5.0,11.0,2.0,5.0,20.0,4.0,14.0,24.0,42.0,,2.0,,23.0,8.0,3.0,9.0,8.0,17.0,6.0,2.0,4.0,4.0,42.0,6.0,8.0,9.0,15.0,,24.0,15.0,39.0,1.0,3.0,2.0,1.0,4.0,9.0,1.0,1.0,13.0,,10.0,26.0,2.0,14.0,2.0,6.0,1.0,0.3333333333333333,0.4,0.2857142857142857,0.3333333333333333,0.45454545454545453,0.5,0.5555555555555556,0.4117647058823529,0.05,0.3,0.3076923076923077,,0.08064516129032258,0.056338028169014086,0.17647058823529413,0.07058823529411765,0.10126582278481013,0.06167400881057269,0.07894736842105263,0.07936507936507936,0.07407407407407407,0.03773584905660377,0.11392405063291139,0.1388888888888889,0.018867924528301886,0.2,0.2857142857142857,0.18627450980392157,0.3157894736842105,0.3157894736842105,1.0,0.22549019607843138,0.34782608695652173,0.34782608695652173,1.0,0.5,0.5,0.25,0.1875,0.3333333333333333,1.0,0.125,0.21428571428571427,0.16666666666666666,0.2857142857142857,0.375,0.34782608695652173,0.49476666666666674,0.12280701754385964,0.19444444444444445,0.15748031496062992,24.70952380952381,1.0,1.0,3.0,3.0,2.0,1.0,,0.0425531914893617,0.05263157894736842,,1.0,4.0,1.0,2.0,2.0,1.0,0.04,0.045454545454545456,0.26666666666666666,0.5,1.0,,,,,,,,,,,,True,,,,,,
2740,1610612744,Andris Biedrins,Andris Biedrins,2740,GSW,22935.0,382,44,731,736,244,282.0,112.0,1467,41.0,60.0,11.0,19.0,16.0,,1.0,45.0,77.0,19.0,109.0,784,12.0,23.0,11.0,35.0,60.0,40.0,5.0,24.0,17.0,24.0,11.0,35.0,244,0.6666666666666666,0.8823529411764706,0.5844155844155844,0.5217391304347826,0.5769230769230769,0.5,0.5618556701030928,0.5,12.586605080831408,0.4583333333333333,0.7692307692307693,0.6833333333333333,0.803921568627451,0.6829268292682927,0.20512820512820512,0.01282051282051282,,,,0.7916666666666666,0.5789473684210527,0.782051282051282,0.5167987179487179,0.48535,0.3211009174311927,2.2545454545454553,0.3337893296853625,13.0,21.0,4.0,,,,,,,,1.0,,,1.0,,1.0,14.0,24.0,,,32.0,,1.0,30.0,,,22.0,,1.0,,15.0,5.0,7.0,12.0,4.0,3.0,2.0,2.0,31.0,11.0,32.0,17.0,48.0,6.0,71.0,47.0,118.0,6.0,12.0,9.0,3.0,8.0,4.0,6.0,,12.0,3.0,56.0,87.0,2.0,16.0,6.0,11.0,,,,,,0.5833333333333334,0.5833333333333334,0.5517241379310345,0.01282051282051282,0.19480519480519481,0.375,0.6666666666666666,0.20689655172413793,0.17328519855595667,0.13793103448275862,0.18085106382978725,0.08661417322834646,0.1752021563342318,0.11977715877437325,0.06557377049180328,0.08888888888888889,0.1686746987951807,0.21176470588235294,0.14678899082568808,0.21333333333333335,0.35294117647058826,0.25,0.4,,,,,0.01282051282051282,,,,0.875,0.6190476190476191,0.15384615384615385,,,,,,,0.041666666666666664,,,0.5292315789473685,0.17391304347826086,0.17582417582417584,0.29357798165137616,29.1,1.0,1.0,2.0,,3.0,,0.15,0.24324324324324326,0.10309278350515463,0.5,,4.0,4.0,4.0,1.0,1.0,0.12903225806451613,0.08108108108108109,0.05263157894736842,,,3.0,,,,,,,,,,,True,,,,,,
965,1610612744,Derek Fisher,Derek Fisher,965,GSW,14704.0,245,43,468,475,168,200.0,73.0,943,2.0,4.0,,,4.0,12.0,32.0,16.0,40.0,18.0,101.0,494,4.0,11.0,8.0,49.0,14.0,19.0,1.0,1.0,,2.0,2.0,49.0,168,0.4375,0.4375,0.4,0.36363636363636365,0.5533333333333333,0.7321428571428571,0.58125,0.75,16.876122082585276,1.0,0.05333333333333334,0.5,0.5,,0.05333333333333334,0.4266666666666667,0.375,0.375,0.5833333333333334,,,0.52,0.4658526666666665,0.4802339285714286,0.48514851485148514,16.6475,0.358974358974359,,,2.0,7.0,11.0,,,5.0,7.0,10.0,24.0,4.0,6.0,10.0,17.0,35.0,1.0,5.0,3.0,4.0,13.0,11.0,17.0,18.0,39.0,12.0,,,24.0,10.0,,21.0,17.0,38.0,12.0,5.0,17.0,4.0,93.0,1.0,5.0,4.0,12.0,,16.0,6.0,22.0,,9.0,4.0,5.0,11.0,3.0,4.0,,14.0,4.0,7.0,20.0,,3.0,1.0,2.0,0.7647058823529411,0.4857142857142857,0.75,0.6470588235294118,0.4857142857142857,0.2,0.6111111111111112,0.65,0.4666666666666667,,,0.7857142857142857,,0.06666666666666667,0.033112582781456956,0.05555555555555555,0.011494252873563218,0.06349206349206349,0.025210084033613446,0.05714285714285714,0.016129032258064516,0.06779661016949153,0.038461538461538464,0.08695652173913043,0.05357142857142857,,0.5,0.5,0.14666666666666667,0.6363636363636364,0.6363636363636364,1.0,0.32,0.4166666666666667,0.4166666666666667,0.6,,,,,,,0.4444444444444444,0.25,0.7142857142857143,0.35714285714285715,0.6,0.4166666666666667,0.4003285714285715,0.05063291139240506,0.06976744186046512,0.12871287128712872,24.777142857142856,,2.0,7.0,,3.0,,,,0.04285714285714286,,3.0,2.0,,,,,,,0.0625,0.75,1.0,,8.0,1.0,1.0,1.0,0.027777777777777776,,,,,,True,,,,,,
2784,1610612744,Luis Flores,Luis Flores,2784,GSW,167.0,3,8,7,7,7,,,14,,,,,,,,,,2.0,2.0,2,,,2.0,2.0,,2.0,1.0,,,,,2.0,7,,,,,,,1.0,1.0,14.285714285714285,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
384,1610612744,Calbert Cheaney,Calbert Cheaney,384,GSW,2083.0,35,17,61,65,27,23.0,6.0,126,1.0,2.0,,,1.0,,4.0,1.0,7.0,1.0,3.0,56,,2.0,,,2.0,2.0,,1.0,,2.0,2.0,,27,1.0,1.0,0.14285714285714285,,0.14285714285714285,,0.1875,,15.714285714285715,1.0,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,0.5714285714285714,,,,,,0.2857142857142857,0.43474285714285715,0.3729,,11.4,0.4426229508196721,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,8.0,,,1.0,1.0,,2.0,,2.0,,,,,1.0,2.0,,,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,0.14285714285714285,1.0,0.3333333333333333,,0.04,,0.125,,0.06060606060606061,,,,0.16666666666666666,,,0.16666666666666666,,,,,,,,,,,,1.0,,,,,,,,,,,,0.4297,0.125,0.125,,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,True,,,,,,
1738,1610612744,Ansu Sesay,Ansu Sesay,1738,GSW,685.0,11,5,21,21,12,19.0,3.0,42,,,,,,,,,,3.0,6.0,19,,,3.0,6.0,,6.0,1.0,,,,,6.0,12,,,,,0.75,1.5,0.6,1.0,20.833333333333336,,,,,,,,,,,,,1.0,0.588,0.5922,1.0,,0.5714285714285714,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,2.0,,,,,,1.0,1.0,,3.0,,,,1.0,,,1.0,,1.0,,,1.0,,2.0,1.0,,,1.0,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,2.0,,,1.0,0.5,,1.0,0.5,,,,1.0,,,,,0.16666666666666666,,,0.25,0.125,0.07692307692307693,,,,,0.5,,,,,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,1.0,1.0,,,,,0.5,1.0,,23.9,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,
2049,1610612744,Speedy Claxton,Speedy Claxton,2049,GSW,286.0,5,6,9,8,8,4.0,,17,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,2.0,4,1.0,2.0,,2.0,,,,,,,,2.0,8,,,0.5,0.5,0.5,0.5,0.5,0.5,22.22222222222222,,0.5,1.0,1.0,,,0.5,,,,0.5,1.0,0.5,0.4279,0.4279,1.0,12.950000000000001,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
