EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PtsAssisted2s,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,Blocked2s,BlockedLongMidRange,Blocks,SecondChanceFG2M,PtsPutbacks,HeaveAttempts,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Blocked3s,BlockedArc3,SecondChanceFg2Pct,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SelfOReb,Offensive Fouls,BlockedAtRim,BlockedCorner3,RecoveredBlocks,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceFtPoints,3SecondViolations,BlockedShortMidRange,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,on,Travels,DefensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,Fg3aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Defensive 3 Seconds Violations,OffensiveGoaltends,FoulsDrawn,Offensive Fouls Drawn
1425,1610612761,Aaron Williams,Aaron Williams,1425,TOR,668.0,11.0,-9,23,22,7,9,5.0,45,1.0,2.0,1.0,2.0,1.0,5.0,2.0,32,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,7,2.0,1.0,1.0,0.2,0.2,0.2,0.2,0.5,17.857142857142854,0.5,0.09090909090909091,0.5,0.08333333333333333,0.3333333333333333,1.0,1.0,0.4,0.5,1.0,1.0,0.2,0.4,0.4,0.4603400000000001,0.4012,0.3458,8.4,0.30434782608695654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
147,1610612761,Jalen Rose,Jalen Rose,147,TOR,3307.0,55.0,24,108,110,35,34,13.0,218,6.0,7.0,5.0,6.0,9.0,18.0,44.0,101,2.0,6.0,8.0,2.0,1.0,3.0,5.0,1.0,6.0,,2.0,,35,1.0,0.4444444444444444,0.4444444444444444,0.5,0.5769230769230769,0.671875,0.1111111111111111,0.14285714285714285,27.64227642276423,0.0967741935483871,0.024390243902439025,0.0975609756097561,0.02040816326530612,,,,0.2692307692307692,0.8571428571428571,1.0,0.3333333333333333,0.19230769230769232,0.23076923076923078,0.5769230769230769,0.4983076923076923,0.4677,0.4852375,7.844444444444444,0.32407407407407407,2.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,8.0,14.0,2.0,2.0,6.0,2.0,1.0,2.0,5.0,12.0,10.0,12.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,14.0,1.0,1.0,5.0,2.0,12.0,1.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.75,0.4375,0.75,0.55,0.3076923076923077,0.2,1.0,0.16666666666666666,0.1,0.05263157894736842,0.21428571428571427,0.2,0.2,0.25,1.0,0.3333333333333333,0.3333333333333333,0.5,0.19230769230769232,0.6,0.6,1.0,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,1.0,0.25,1.0,1.0,0.25,1.0,0.25,0.5,0.3333333333333333,0.16666666666666666,0.22727272727272727,0.13636363636363635,0.2727272727272727,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1960,1610612761,Milt Palacio,Milt Palacio,1960,TOR,2243.0,37.0,-17,77,76,30,33,9.0,153,2.0,4.0,3.0,7.0,6.0,14.0,13.0,91,1.0,4.0,8.0,1.0,,4.0,4.0,,4.0,3.0,3.0,,30,,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.4642857142857143,0.07142857142857142,0.25,17.441860465116278,0.15384615384615385,,0.11764705882352941,,,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.5,0.6666666666666666,0.5,0.21428571428571427,0.5,0.2857142857142857,0.49639285714285725,0.4709,0.47685,11.014285714285714,0.38961038961038963,,1.0,1.0,3.0,,,,,,,,,,,,,1.0,,,,2.0,,,,4.0,4.0,,,,3.0,,3.0,,1.0,2.0,6.0,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,4.0,,,,,,0.5,,0.5,,0.5,,,1.0,,,,0.15384615384615385,,0.3333333333333333,0.3333333333333333,1.0,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,,,,,,,,,,,0.25,,,,,0.07142857142857142,0.07142857142857142,,0.3076923076923077,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2241,1610612761,Omar Cook,Omar Cook,2241,TOR,4398.0,73.0,21,147,148,51,55,18.0,295,1.0,4.0,2.0,14.0,10.0,20.0,23.0,146,2.0,7.0,2.0,1.0,1.0,3.0,5.0,2.0,7.0,4.0,6.0,,51,2.0,0.1,0.1111111111111111,0.5,0.4166666666666667,0.42592592592592593,0.05,0.25,19.76047904191617,0.061224489795918366,0.018518518518518517,0.07575757575757576,0.03125,,0.07692307692307693,,0.16666666666666666,0.25,0.3333333333333333,,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.4607521739130435,0.4483,0.5069,13.815000000000003,0.3469387755102041,1.0,3.0,2.0,7.0,,1.0,,,,3.0,,,,1.0,,4.0,3.0,,,2.0,3.0,,1.0,1.0,7.0,18.0,,2.0,,18.0,4.0,22.0,2.0,8.0,8.0,48.0,2.0,,2.0,2.0,,6.0,1.0,6.0,,,2.0,1.0,7.0,,,,,,0.42857142857142855,0.5,0.375,0.5,0.3888888888888889,0.16666666666666666,,0.3333333333333333,,0.11764705882352941,,0.08333333333333333,,1.0,1.0,,0.5,0.5,0.14285714285714285,0.041666666666666664,,,,0.125,,,,,,,,,,0.375,0.3333333333333333,0.125,,,0.07692307692307693,0.09090909090909091,0.08695652173913043,0.30434782608695654,32.225,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,5.0,1.0,2.0,4.0,1.0,1.0,0.5,0.1,0.07142857142857142,0.16666666666666666,0.18181818181818182,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2547,1610612761,Chris Bosh,Chris Bosh,2547,TOR,2957.0,49.0,17,95,96,25,23,10.0,191,7.0,10.0,3.0,5.0,11.0,18.0,29.0,95,1.0,7.0,18.0,2.0,4.0,6.0,8.0,4.0,12.0,1.0,3.0,,25,1.0,0.8181818181818182,0.9,0.6111111111111112,0.6111111111111112,0.6590909090909091,0.1111111111111111,0.2,23.36448598130841,0.2,0.12121212121212122,0.1951219512195122,0.1,,0.09090909090909091,0.16666666666666666,0.5555555555555556,0.7,0.875,0.7142857142857143,0.16666666666666666,0.2777777777777778,0.5555555555555556,0.5111111111111112,0.5349,0.49605714285714286,6.1722222222222225,0.2631578947368421,2.0,4.0,1.0,3.0,,,,,,,,,,,,,7.0,,,2.0,3.0,,,2.0,8.0,4.0,,,,,1.0,1.0,,,,3.0,2.0,,,,,3.0,,8.0,,,4.0,,8.0,,,,,,0.42857142857142855,1.0,0.42857142857142855,1.0,0.5,,,,,0.18181818181818182,0.06666666666666667,0.3076923076923077,0.2,0.3333333333333333,0.3333333333333333,1.0,0.6,0.6,1.0,,,,,,,,,,,,,,,0.5714285714285714,0.5,,,,0.18181818181818182,0.18181818181818182,0.06896551724137931,0.27586206896551724,,3.0,,4.0,1.0,2.0,,1.0,,,1.0,,1.0,2.0,3.0,1.0,,1.0,,0.3,,0.16666666666666666,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.2,0.75,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2737,1610612761,Rafael Araujo,Rafael Araujo,2737,TOR,2290.0,38.0,23,75,75,28,25,8.0,150,1.0,2.0,2.0,7.0,5.0,11.0,13.0,62,1.0,3.0,8.0,1.0,1.0,7.0,8.0,1.0,9.0,5.0,8.0,,28,,0.8,0.8,0.45454545454545453,0.45454545454545453,0.4642857142857143,0.09090909090909091,0.5,17.647058823529413,0.22580645161290322,0.04,0.21621621621621623,0.03125,,0.375,0.5,0.18181818181818182,0.5,1.0,1.0,0.18181818181818182,0.6363636363636364,0.18181818181818182,0.4481727272727273,,0.5325333333333333,12.336363636363638,0.37333333333333335,1.0,1.0,1.0,3.0,,,,,,,,,,,,,3.0,,,1.0,3.0,,,2.0,8.0,2.0,,,,2.0,,2.0,,1.0,1.0,4.0,1.0,,,,,1.0,1.0,7.0,1.0,,4.0,,8.0,,,,,,1.0,,1.0,0.25,0.8,,,,,0.16666666666666666,0.09090909090909091,0.058823529411764705,0.3333333333333333,0.5,0.5,,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,,,,,,,,0.3333333333333333,1.0,,,,0.2857142857142857,0.2857142857142857,0.07692307692307693,0.6153846153846154,,,,,,,,,,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1747,1610612761,Rafer Alston,Rafer Alston,1747,TOR,14.0,,-4,1,2,1,2,,3,,,,,,,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2588,1610612761,Matt Bonner,Matt Bonner,2588,TOR,2238.0,37.0,25,82,81,25,43,10.0,163,1.0,3.0,3.0,3.0,5.0,9.0,15.0,74,2.0,2.0,6.0,,3.0,2.0,4.0,3.0,7.0,2.0,4.0,,25,,0.6,1.0,0.5555555555555556,0.65,0.6818181818181818,,,13.043478260869565,0.08,0.1111111111111111,0.08571428571428572,0.1,,0.3333333333333333,,0.3,0.3333333333333333,0.3333333333333333,,0.3,0.3,0.4,0.455565,0.5077,0.37805,9.055555555555554,0.3048780487804878,,,2.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,2.0,,,5.0,1.0,,,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,5.0,1.0,1.0,1.0,,1.0,1.0,,3.0,1.0,,2.0,,3.0,1.0,1.0,,,1.0,0.5,1.0,0.5,1.25,0.5,0.1,,1.0,0.5,0.1,0.23076923076923078,,0.25,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,0.1,1.0,1.0,1.0,,,,,,,,,,,1.0,0.18181818181818182,0.2,0.3333333333333333,0.2,25.4,1.0,,1.0,2.0,4.0,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,,1.0,0.5,1.0,1.0,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,2804.0,47.0,11,92,94,38,29,13.0,186,5.0,6.0,2.0,3.0,7.0,11.0,24.0,95,3.0,6.0,8.0,1.0,3.0,5.0,8.0,4.0,12.0,4.0,6.0,,38,,0.5714285714285714,0.6666666666666666,0.6363636363636364,0.5882352941176471,0.6388888888888888,0.09090909090909091,,18.69158878504673,0.15151515151515152,0.08571428571428572,0.15555555555555556,0.09090909090909091,0.3333333333333333,,0.1111111111111111,0.35294117647058826,0.8333333333333334,0.8333333333333334,0.6,0.11764705882352941,0.17647058823529413,0.7058823529411765,0.523925,0.5607125,0.45941666666666664,6.654545454545455,0.41304347826086957,1.0,2.0,1.0,1.0,1.0,4.0,,1.0,1.0,2.0,,,,1.0,2.0,6.0,4.0,,1.0,6.0,3.0,,1.0,1.0,7.0,6.0,6.0,1.0,1.0,3.0,,3.0,,1.0,,6.0,2.0,1.0,1.0,1.0,,2.0,1.0,4.0,1.0,1.0,2.0,,7.0,1.0,0.3333333333333333,,,0.4,0.5,0.5,0.42857142857142855,0.6,0.5,0.35294117647058826,0.5,0.5,0.5,0.16666666666666666,,0.23529411764705882,0.25,0.5,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.23529411764705882,0.25,0.25,1.0,0.11764705882352941,0.5,0.5,1.0,0.25,,,,,,0.2857142857142857,0.5,0.14285714285714285,,1.0,0.1111111111111111,0.16666666666666666,0.25,0.2916666666666667,27.016666666666666,,,,2.0,2.0,1.0,,2.0,1.0,,,,,1.0,,,0.6666666666666666,0.1111111111111111,,,0.125,2.0,2.0,,1.0,,,,,,0.5,1.0,2.0,,,0.25,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,
2776,1610612761,Pape Sow,Pape Sow,2776,TOR,1071.0,18.0,14,35,36,15,22,4.0,71,2.0,2.0,2.0,,2.0,4.0,6.0,30,1.0,2.0,,1.0,1.0,3.0,6.0,1.0,7.0,2.0,2.0,,15,,,,0.5,0.5,0.6,0.25,,15.384615384615383,0.21428571428571427,0.09090909090909091,0.24,0.07692307692307693,,,0.3333333333333333,0.5,1.0,1.0,,0.5,,0.5,0.492275,0.6713,0.52365,2.575,0.42857142857142855,1.0,1.0,,,,,,,,,,,,,,,2.0,,,2.0,1.0,,,2.0,4.0,4.0,,,,,,,,,,,3.0,,1.0,1.0,,1.0,1.0,2.0,,,1.0,,4.0,,,,,,0.5,1.0,0.5,1.0,0.6666666666666666,,0.5,1.0,,0.2727272727272727,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,0.2,0.2,0.3333333333333333,0.6666666666666666,,,,,1.0,2.0,,,,,1.0,,1.0,,,,,1.0,,0.5,,0.3333333333333333,1.0,1.0,,,,,,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
