EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG3M,FG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Corner3Assists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,DefensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,Corner3PctBlocked,on,Blocked3s,BlockedArc3,BlockedCorner3
1502,1610612744,Adonal Foyle,Adonal Foyle,1502,GSW,26927.0,449.0,-70.0,872.0,877.0,188.0,260.0,106.0,1749.0,28.0,55.0,7.0,17.0,3.0,8.0,17.0,35.0,4.0,8.0,49.0,98.0,8.0,106.0,910.0,13.0,26.0,26.0,12.0,19.0,3.0,27.0,58.0,40.0,24.0,9.0,8.0,1.0,9.0,1.0,3.0,1.0,4.0,19.0,6.0,32.0,3.0,6.0,32.0,11.0,49.0,41.0,90.0,5.0,5.0,4.0,1.0,6.0,4.0,2.0,15.0,4.0,1.0,21.0,3.0,8.0,31.0,62.0,9.0,7.0,20.0,2.0,10.0,1.0,43.0,19.0,3.0,21.0,43.0,25.0,1.0,2.0,27.0,188.0,5.0,0.5918367346938775,0.7837837837837838,0.5,0.5,0.631578947368421,0.5,0.5,0.631578947368421,0.4953271028037383,0.4814814814814814,0.6136363636363636,0.0918367346938775,0.1454545454545454,0.0285714285714285,12.812812812812812,0.2857142857142857,0.3666666666666666,0.1,0.0978593272171253,0.0922190201729106,0.1034482758620689,0.06,0.0987012987012987,0.0850111856823266,0.1473684210526315,0.07,0.0723684210526315,0.0714285714285714,0.0333333333333333,0.1847826086956521,0.0333333333333333,0.0956521739130434,0.1136363636363636,0.0714285714285714,0.125,0.5813953488372093,0.5612244897959183,0.509090909090909,0.5957446808510638,0.6428571428571429,0.3571428571428571,0.4857142857142857,0.5,0.4117647058823529,0.0816326530612244,0.5,0.5,1.0,0.6538461538461539,0.4117647058823529,0.4210526315789473,0.375,0.5612244897959183,0.4571377551020408,0.474604347826087,0.4450052631578947,0.0943396226415094,0.0943396226415094,0.2452830188679245,0.2547169811320754,4.777551020408164,0.2155963302752293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1738,1610612744,Ansu Sesay,Ansu Sesay,1738,GSW,2879.0,48.0,-4.0,96.0,95.0,40.0,43.0,9.0,191.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,6.0,7.0,14.0,6.0,26.0,103.0,2.0,2.0,7.0,3.0,7.0,2.0,14.0,8.0,6.0,4.0,,2.0,,2.0,,,1.0,1.0,4.0,1.0,4.0,,1.0,10.0,1.0,12.0,5.0,17.0,,1.0,1.0,,2.0,,1.0,2.0,1.0,1.0,4.0,,1.0,4.0,8.0,1.0,,11.0,1.0,4.0,2.0,2.0,2.0,,,2.0,,,,14.0,40.0,2.0,0.5714285714285714,0.8,0.5,1.0,0.4285714285714285,0.5263157894736842,1.0,0.6,0.5416666666666666,0.875,0.5384615384615384,,,,26.168224299065415,0.5,0.1666666666666666,,0.2564102564102564,0.1538461538461538,0.1428571428571428,0.1,0.2391304347826087,0.1388888888888889,,0.25,0.1428571428571428,,0.3333333333333333,0.2142857142857142,0.2,0.4,,0.3333333333333333,,,0.2105263157894736,0.5,0.5,,0.2105263157894736,0.5,0.5,0.5,0.3157894736842105,0.5,0.5,1.0,1.0,1.0,0.3,0.6666666666666666,0.4736842105263157,0.4717657894736842,0.693,0.469755,0.1818181818181818,0.2352941176470588,0.2692307692307692,0.5384615384615384,10.678571428571429,0.4166666666666667,2.0,4.0,2.0,3.0,1.0,2.0,5.0,3.0,2.0,3.0,6.0,1.0,1.0,0.4,0.6666666666666666,0.4,0.2631578947368421,0.2105263157894736,0.5,0.5,1.0,0.0526315789473684,0.3,0.6666666666666666,23.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2049,1610612744,Speedy Claxton,Speedy Claxton,2049,GSW,90339.0,1506.0,-174.0,2973.0,2975.0,826.0,869.0,372.0,5948.0,91.0,157.0,7.0,14.0,18.0,29.0,42.0,121.0,73.0,171.0,206.0,449.0,162.0,604.0,3182.0,13.0,40.0,43.0,44.0,95.0,92.0,186.0,94.0,318.0,4.0,41.0,198.0,88.0,286.0,65.0,77.0,15.0,106.0,660.0,11.0,21.0,,27.0,87.0,7.0,121.0,32.0,153.0,5.0,87.0,40.0,47.0,45.0,15.0,25.0,47.0,20.0,2.0,92.0,3.0,28.0,53.0,154.0,5.0,10.0,213.0,17.0,61.0,46.0,6.0,1.0,1.0,4.0,6.0,4.0,,,186.0,826.0,36.0,0.2281553398058252,0.230392156862745,0.4587973273942093,0.325,0.4631578947368421,0.4411177644710579,0.3555555555555555,0.4433962264150943,0.5008445945945946,0.4117647058823529,0.5652173913043478,0.0913140311804008,0.1019108280254777,0.1818181818181818,20.11764705882353,0.4891304347826087,0.0654205607476635,,0.0812324929971988,0.0184696569920844,0.1261682242990654,0.0310734463276836,0.088715953307393,0.0214621059691482,0.0263157894736842,0.0204778156996587,0.0129629629629629,0.0306513409961685,0.032258064516129,0.0586319218241042,0.0809248554913294,0.0980861244019138,0.1233766233766233,0.1333333333333333,0.0208333333333333,0.6666666666666666,0.313373253493014,0.5796178343949044,0.6453900709219859,0.2637362637362637,0.2415169660678642,0.3471074380165289,0.4242424242424242,0.119047619047619,0.3413173652694611,0.4269005847953216,0.4345238095238095,0.2465753424657534,0.3111111111111111,0.5,0.2735849056603773,0.6206896551724138,0.4171656686626746,0.4664917835671343,0.4568499999999999,0.4425919047619048,0.1135531135531135,0.1237322515212981,0.0711920529801324,0.3079470198675497,9.528285077951002,0.2778338378742011,3.0,14.0,1.0,2.0,38.0,10.0,52.0,11.0,2.0,11.0,27.0,37.0,0.9,0.1923076923076923,0.1818181818181818,0.196078431372549,0.1037924151696606,0.0279441117764471,0.2142857142857142,0.2142857142857142,1.0,0.0758483033932135,0.0188679245283018,0.5,25.430769230769236,2.0,7.0,2.0,3.0,1.0,9.0,2.0,5.0,3.0,1.0,7.0,23.0,5.0,3.0,1.0,13.0,1.0,0.4,0.0175438596491228,0.1842105263157894,0.1842105263157894,0.8571428571428571,0.2857142857142857,0.0444444444444444,0.0666666666666666,0.6666666666666666,1.0,0.0849056603773584,0.1111111111111111,0.1891891891891892,0.0188679245283018,,,,,,,,,,,True,,,
2059,1610612744,Eduardo Najera,Eduardo Najera,2059,GSW,12857.0,214.0,-5.0,422.0,428.0,154.0,195.0,52.0,850.0,11.0,19.0,5.0,11.0,4.0,8.0,4.0,8.0,7.0,26.0,22.0,53.0,10.0,57.0,434.0,5.0,12.0,11.0,7.0,19.0,6.0,23.0,28.0,16.0,8.0,4.0,10.0,3.0,13.0,2.0,3.0,2.0,5.0,29.0,1.0,18.0,1.0,5.0,21.0,2.0,28.0,20.0,48.0,1.0,6.0,3.0,3.0,5.0,,4.0,5.0,1.0,,10.0,2.0,3.0,9.0,25.0,,4.0,18.0,2.0,6.0,4.0,2.0,1.0,,1.0,2.0,1.0,,,23.0,154.0,4.0,0.6363636363636364,0.7777777777777778,0.4150943396226415,0.4166666666666667,0.3684210526315789,0.4196428571428571,0.4166666666666667,0.425,0.4453125,0.4230769230769231,0.46,0.0754716981132075,0.2105263157894736,,15.163934426229508,0.5,0.0952380952380952,0.0526315789473684,0.1288343558282208,0.1046511627906976,0.2,0.0263157894736842,0.1382978723404255,0.0904761904761904,0.2195121951219512,0.1428571428571428,0.024390243902439,0.037037037037037,,0.0784313725490196,0.1627906976744186,0.144927536231884,0.2352941176470588,0.125,0.0357142857142857,0.5,0.3392857142857143,0.5789473684210527,0.7333333333333333,0.4545454545454545,0.1428571428571428,0.5,0.5,0.75,0.4642857142857143,0.2692307692307692,0.2692307692307692,0.8571428571428571,0.9166666666666666,0.4545454545454545,0.4,0.5,0.3928571428571428,0.4621785714285714,0.5287909090909091,0.4534699999999999,0.1,0.1052631578947368,0.1929824561403508,0.4035087719298245,10.29433962264151,0.3649289099526066,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0535714285714285,0.0178571428571428,1.0,1.0,1.0,0.0357142857142857,0.05,1.0,24.166666666666668,,,,,,,,,,,,1.0,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,True,,,
384,1610612744,Calbert Cheaney,Calbert Cheaney,384,GSW,24418.0,407.0,-102.0,794.0,803.0,296.0,277.0,104.0,1597.0,20.0,28.0,7.0,9.0,8.0,12.0,9.0,22.0,17.0,53.0,46.0,103.0,12.0,104.0,840.0,8.0,15.0,18.0,17.0,38.0,8.0,42.0,58.0,34.0,10.0,4.0,19.0,7.0,26.0,5.0,5.0,4.0,10.0,59.0,3.0,12.0,,5.0,23.0,5.0,33.0,15.0,48.0,1.0,9.0,7.0,2.0,4.0,4.0,3.0,12.0,1.0,,16.0,1.0,4.0,11.0,50.0,3.0,5.0,17.0,1.0,7.0,2.0,6.0,2.0,2.0,2.0,6.0,2.0,,,42.0,296.0,11.0,0.6304347826086957,0.7073170731707317,0.4466019417475728,0.5333333333333333,0.4473684210526316,0.4339622641509434,0.5,0.425,0.4561403508771929,0.5294117647058824,0.4666666666666667,0.0388349514563106,0.0357142857142857,0.1363636363636363,14.161220043572984,0.25,0.1724137931034483,,0.0766666666666666,0.0355029585798816,0.0980392156862745,0.0357142857142857,0.0797720797720797,0.0355450236966824,0.0449438202247191,0.0253164556962025,0.0352941176470588,0.0298507462686567,0.0588235294117647,0.0549450549450549,0.064516129032258,0.1034482758620689,0.1052631578947368,0.0769230769230769,0.0181818181818181,0.3333333333333333,0.2641509433962264,0.7142857142857143,0.7407407407407407,0.4,0.2075471698113207,0.4090909090909091,0.4736842105263157,0.5555555555555556,0.5,0.320754716981132,0.320754716981132,0.9411764705882352,0.5625,0.7777777777777778,0.3,0.6666666666666666,0.2924528301886792,0.4435790476190475,0.5178076923076923,0.4598461538461538,0.0625,0.0642201834862385,0.173076923076923,0.4038461538461538,11.323300970873786,0.3727959697732997,,1.0,,1.0,2.0,,3.0,2.0,,2.0,,1.0,,,,,0.0283018867924528,0.0094339622641509,,,,0.0188679245283018,0.025,,37.2,,,,1.0,,1.0,,1.0,,1.0,,2.0,1.0,1.0,,,,,,,,,0.1428571428571428,,0.0625,,,0.025,,,,1.0,0.3333333333333333,0.5,,,,,,,,True,,,
2202,1610612744,Jason Richardson,Jason Richardson,2202,GSW,60601.0,1010.0,-89.0,2024.0,2012.0,517.0,570.0,257.0,4036.0,108.0,167.0,26.0,37.0,25.0,38.0,25.0,67.0,55.0,153.0,188.0,387.0,91.0,587.0,2168.0,31.0,52.0,84.0,47.0,90.0,43.0,182.0,156.0,220.0,44.0,25.0,82.0,17.0,99.0,10.0,44.0,10.0,28.0,215.0,10.0,39.0,2.0,17.0,90.0,2.0,109.0,51.0,160.0,11.0,50.0,34.0,16.0,44.0,5.0,26.0,24.0,18.0,4.0,68.0,6.0,14.0,21.0,61.0,6.0,8.0,130.0,6.0,52.0,15.0,17.0,5.0,2.0,10.0,17.0,11.0,1.0,,182.0,517.0,13.0,0.4148936170212766,0.4698795180722891,0.4857881136950904,0.5961538461538461,0.5222222222222223,0.484375,0.6111111111111112,0.5305343511450382,0.512216404886562,0.6,0.5796178343949044,0.0645994832041343,0.1197604790419161,0.0746268656716417,27.641224665804224,0.6470588235294118,0.0307692307692307,0.0273972602739726,0.1246537396121883,0.0511140235910878,0.1180555555555555,0.040650406504065,0.1235565819861432,0.0485629335976214,0.080188679245283,0.0609137055837563,0.0282485875706214,0.0344827586206896,0.0555555555555555,0.0876288659793814,0.1265822784810126,0.1477663230240549,0.1320754716981132,0.0789473684210526,0.0428015564202334,0.6470588235294118,0.326171875,0.6467065868263473,0.7346938775510204,0.5092592592592593,0.130859375,0.373134328358209,0.4032258064516129,0.08,0.298828125,0.3594771241830065,0.3594771241830065,0.3818181818181818,0.5873015873015873,0.7027027027027027,0.2900763358778626,0.6578947368421053,0.5703125,0.4938566406249999,0.5154339285714287,0.4753068702290077,0.0949820788530465,0.1200923787528868,0.1431005110732538,0.3100511073253833,9.070284237726096,0.2554347826086957,10.0,27.0,3.0,9.0,98.0,40.0,125.0,7.0,15.0,41.0,105.0,98.0,0.875,0.32,0.3658536585365853,0.32,0.244140625,0.052734375,0.3703703703703703,0.3703703703703703,0.7,0.19140625,0.0687022900763358,0.3333333333333333,24.974400000000003,5.0,30.0,3.0,6.0,12.0,32.0,5.0,11.0,15.0,,30.0,7.0,,1.0,,,1.0,0.4545454545454545,,0.3061224489795918,0.3061224489795918,0.9333333333333332,0.1538461538461538,0.0793650793650793,0.0952380952380952,0.5,1.0,0.2442748091603053,0.375,0.3061224489795918,0.008,,,,2.0,1.0,2.0,0.4,1.0,,,True,,,
2211,1610612744,Troy Murphy,Troy Murphy,2211,GSW,57912.0,965.0,-97.0,1905.0,1901.0,539.0,481.0,251.0,3806.0,68.0,132.0,23.0,46.0,16.0,34.0,13.0,55.0,70.0,179.0,151.0,366.0,94.0,459.0,2046.0,34.0,74.0,92.0,30.0,89.0,39.0,120.0,202.0,100.0,50.0,33.0,23.0,10.0,33.0,8.0,9.0,4.0,10.0,76.0,23.0,72.0,6.0,19.0,174.0,33.0,226.0,101.0,327.0,15.0,17.0,14.0,3.0,21.0,4.0,6.0,31.0,15.0,3.0,52.0,7.0,12.0,31.0,84.0,13.0,16.0,124.0,14.0,48.0,21.0,13.0,6.0,1.0,6.0,13.0,7.0,,1.0,120.0,539.0,13.0,0.6688741721854304,0.8015873015873016,0.412568306010929,0.4594594594594595,0.3370786516853932,0.4429611650485437,0.461038961038961,0.3932038834951456,0.4914346895074946,0.5168539325842697,0.4724409448818897,0.0901639344262295,0.1590909090909091,0.2181818181818181,23.78551787351054,0.4038461538461538,0.5238095238095238,0.088235294117647,0.2562592047128129,0.100418410041841,0.1417910447761194,0.1022222222222222,0.2373923739237392,0.1008492569002123,0.1216931216931216,0.0786516853932584,0.1,0.1111111111111111,0.074074074074074,0.2539682539682539,0.2476635514018691,0.2644927536231884,0.125,0.1842105263157894,0.0738916256157635,0.5384615384615384,0.3203883495145631,0.5151515151515151,0.6126126126126126,0.4852941176470588,0.1334951456310679,0.2363636363636363,0.3023255813953488,0.4615384615384615,0.4344660194174757,0.3910614525139664,0.3910614525139664,0.8857142857142857,0.5974025974025974,0.5,0.3300970873786408,0.4705882352941176,0.4320388349514563,0.4649875,0.5029450819672131,0.4527427184466018,0.1076233183856502,0.12,0.2004357298474945,0.261437908496732,10.373497267759564,0.2829396325459317,2.0,5.0,1.0,1.0,41.0,21.0,46.0,21.0,7.0,14.0,60.0,41.0,0.9523809523809524,0.4565217391304347,0.5,0.4565217391304347,0.1116504854368932,0.012135922330097,0.4,0.5,1.0,0.0995145631067961,0.0097087378640776,1.0,25.15869565217391,1.0,19.0,1.0,2.0,6.0,13.0,1.0,3.0,3.0,,19.0,2.0,,,,,,0.3333333333333333,,0.4634146341463415,0.475,0.9473684210526316,0.0434782608695652,0.0129870129870129,0.0259740259740259,0.5,1.0,0.1262135922330097,0.4615384615384615,0.4634146341463415,,2.0,0.0434782608695652,0.024390243902439,,,,,,3.0,0.2,True,,,
2554,1610612744,Mickael Pietrus,Mickael Pietrus,2554,GSW,19675.0,328.0,-39.0,636.0,650.0,253.0,258.0,78.0,1286.0,28.0,34.0,5.0,5.0,8.0,10.0,1.0,16.0,7.0,22.0,36.0,72.0,19.0,148.0,704.0,5.0,9.0,13.0,10.0,19.0,11.0,61.0,32.0,40.0,8.0,3.0,13.0,5.0,18.0,3.0,4.0,,9.0,41.0,4.0,2.0,1.0,6.0,23.0,1.0,30.0,7.0,37.0,,10.0,6.0,4.0,11.0,2.0,6.0,12.0,5.0,,23.0,1.0,10.0,15.0,42.0,2.0,4.0,36.0,4.0,17.0,3.0,5.0,3.0,,2.0,5.0,3.0,2.0,,61.0,253.0,13.0,0.4444444444444444,0.5,0.5,0.5555555555555556,0.5263157894736842,0.5078740157480315,0.5,0.5952380952380952,0.5174825174825175,0.5,0.6224489795918368,0.0416666666666666,0.088235294117647,,22.802197802197803,0.4782608695652174,0.0333333333333333,0.0357142857142857,0.1017699115044247,0.009009009009009,0.125,0.0459770114942528,0.1058394160583941,0.0194174757281553,0.0166666666666666,0.0147058823529411,,0.0298507462686567,0.1,0.08,0.0845070422535211,0.1375,0.1428571428571428,0.1,,0.6,0.2677165354330709,0.8235294117647058,0.9032258064516128,0.4642857142857143,0.1259842519685039,0.0625,0.0625,,0.1732283464566929,0.3181818181818182,0.3181818181818182,0.4285714285714285,0.3846153846153846,1.0,0.238095238095238,0.8,0.7007874015748031,0.5032665354330709,0.5051722222222224,0.4730452380952381,0.1214285714285714,0.2,0.0878378378378378,0.4121621621621621,8.319444444444443,0.3977987421383648,9.0,20.0,4.0,6.0,35.0,19.0,55.0,,10.0,23.0,45.0,35.0,0.7894736842105263,0.3454545454545454,0.4347826086956521,0.3454545454545454,0.4330708661417323,0.1574803149606299,0.45,0.45,0.8888888888888888,0.2755905511811024,0.1428571428571428,0.6666666666666666,24.51090909090909,1.0,10.0,1.0,3.0,6.0,17.0,1.0,4.0,12.0,,10.0,2.0,1.0,1.0,,,,0.25,,0.2857142857142857,0.2857142857142857,0.7,0.2,0.0769230769230769,0.2307692307692307,0.3333333333333333,,0.4047619047619047,0.3529411764705882,0.2857142857142857,,,,,,,,,,,,True,,,
2399,1610612744,Mike Dunleavy,Mike Dunleavy,2399,GSW,61912.0,1032.0,-96.0,2049.0,2039.0,484.0,483.0,252.0,4088.0,65.0,95.0,15.0,21.0,16.0,22.0,12.0,46.0,48.0,118.0,125.0,259.0,49.0,401.0,2188.0,18.0,33.0,44.0,24.0,52.0,12.0,81.0,150.0,100.0,20.0,14.0,62.0,16.0,78.0,8.0,34.0,4.0,24.0,172.0,13.0,28.0,,28.0,114.0,10.0,152.0,41.0,193.0,5.0,34.0,19.0,15.0,28.0,12.0,13.0,37.0,15.0,6.0,65.0,6.0,12.0,44.0,87.0,5.0,9.0,63.0,8.0,32.0,3.0,15.0,10.0,1.0,4.0,15.0,8.0,,1.0,81.0,484.0,12.0,0.6,0.6521739130434783,0.4826254826254826,0.5454545454545454,0.4615384615384615,0.4971751412429379,0.5121951219512195,0.43125,0.5249343832020997,0.5238095238095238,0.4651162790697674,0.054054054054054,0.1157894736842105,0.0434782608695652,19.14984972091026,0.4307692307692308,0.1538461538461538,,0.1551020408163265,0.0358974358974358,0.1854304635761589,0.0555555555555555,0.1602708803611738,0.0404339250493096,0.0528846153846153,0.0378378378378378,0.0258397932816537,0.0705882352941176,0.015625,0.110576923076923,0.1764705882352941,0.1695501730103806,0.1875,0.1794871794871795,0.0276243093922651,0.5333333333333333,0.268361581920904,0.6842105263157895,0.7738095238095238,0.4769230769230769,0.1299435028248587,0.2608695652173913,0.2727272727272727,0.5833333333333334,0.3333333333333333,0.4067796610169492,0.4102564102564102,0.7708333333333334,0.5121951219512195,0.7142857142857143,0.275,0.7272727272727273,0.536723163841808,0.4908384180790961,0.50949375,0.5065281250000001,0.0846560846560846,0.1130742049469964,0.1097256857855361,0.2019950124688279,10.414285714285716,0.2362127867252318,11.0,31.0,1.0,7.0,64.0,34.0,95.0,2.0,7.0,28.0,102.0,64.0,1.0,0.3578947368421052,0.25,0.3578947368421052,0.268361581920904,0.0875706214689265,0.3548387096774194,0.3548387096774194,1.0,0.1807909604519774,0.0875,0.1428571428571428,24.66631578947369,3.0,23.0,1.0,5.0,6.0,21.0,2.0,8.0,,,23.0,8.0,1.0,1.0,,1.0,,0.25,0.0084745762711864,0.359375,0.359375,1.0,0.1333333333333333,0.073170731707317,0.1219512195121951,0.2,1.0,0.2625,0.2857142857142857,0.359375,,,,,1.0,,,0.3333333333333333,1.0,,,True,,,
965,1610612744,Derek Fisher,Derek Fisher,965,GSW,27410.0,457.0,-36.0,922.0,916.0,244.0,300.0,105.0,1838.0,8.0,17.0,,1.0,3.0,6.0,2.0,8.0,27.0,60.0,37.0,85.0,31.0,180.0,992.0,,4.0,9.0,11.0,21.0,13.0,47.0,44.0,30.0,,8.0,26.0,6.0,32.0,4.0,14.0,2.0,10.0,70.0,3.0,4.0,,7.0,20.0,4.0,31.0,7.0,38.0,2.0,9.0,3.0,6.0,12.0,4.0,10.0,11.0,2.0,1.0,23.0,2.0,11.0,12.0,30.0,2.0,2.0,40.0,3.0,11.0,5.0,1.0,,1.0,,1.0,1.0,,,47.0,244.0,10.0,0.5945945945945946,0.5945945945945946,0.4352941176470588,,0.5238095238095238,0.4966666666666666,0.5,0.4857142857142857,0.5333333333333333,0.5,0.5609756097560976,0.0941176470588235,0.3529411764705882,0.25,18.024928092042188,0.5217391304347826,0.0930232558139534,,0.0628930817610062,0.0113960113960113,0.0958904109589041,0.0254237288135593,0.0690537084398976,0.0149253731343283,0.0095238095238095,0.0224719101123595,0.0063694267515923,0.0232558139534883,0.03125,0.0693069306930693,0.048076923076923,0.0707964601769911,0.0961538461538461,0.0952380952380952,0.025,1.0,0.1133333333333333,0.4705882352941176,0.7272727272727273,0.375,0.0533333333333333,0.25,0.3333333333333333,,0.4,0.45,0.45,0.7037037037037037,0.1111111111111111,,0.1714285714285714,0.5,0.5466666666666666,0.4755616666666665,0.4887625,0.4206828571428571,0.0875,0.1182795698924731,0.05,0.2611111111111111,14.34235294117647,0.2646420824295011,13.0,28.0,3.0,5.0,37.0,25.0,65.0,,4.0,14.0,75.0,37.0,1.0,0.3846153846153846,0.2857142857142857,0.3846153846153846,0.4333333333333333,0.1866666666666666,0.4642857142857143,0.4642857142857143,1.0,0.2466666666666666,0.1428571428571428,0.6,24.769230769230766,1.0,12.0,2.0,4.0,1.0,9.0,3.0,5.0,,,12.0,2.0,1.0,2.0,,4.0,3.0,0.6,,0.3243243243243243,0.3243243243243243,1.0,,0.1111111111111111,0.4444444444444444,0.5,1.0,0.2571428571428571,0.1111111111111111,0.3243243243243243,0.044776119402985,,,,1.0,1.0,,1.0,1.0,,,True,,,
