EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,Steals,BadPassSteals,LostBallSteals,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Arc3FGM,PenaltyArc3FGM,NonHeaveArc3FGM,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,3SecondViolations,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,StepOutOfBoundsTurnovers,Clear Path Fouls,DefensiveGoaltends,OffensiveGoaltends,SecondChanceArc3Frequency,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedCorner3,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
1507,1610612757,Derek Anderson,Derek Anderson,1507,POR,3401.0,57,-35,103,103,38,44,13,206,1.0,2.0,3.0,3.0,11.0,1.0,2.0,1.0,4.0,16.0,3.0,9.0,17.0,121,1.0,2.0,5.0,1.0,4.0,8.0,2.0,6.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,4.0,1.0,13.0,1.0,1.0,1.0,5.0,1.0,7.0,2.0,9.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,7.0,1.0,2.0,2.0,5.0,1.0,1.0,9.0,1.0,4.0,1.0,8.0,38,1.0,0.25,0.25,0.25,0.4,0.21052631578947367,0.3333333333333333,0.3695652173913043,0.5,0.15789473684210525,0.0625,0.5,25.862068965517242,0.42857142857142855,0.16666666666666666,0.12195121951219512,0.02631578947368421,0.06666666666666667,0.16666666666666666,0.10714285714285714,0.045454545454545456,0.07692307692307693,0.3333333333333333,0.14285714285714285,0.2222222222222222,0.07692307692307693,0.08333333333333333,0.10526315789473684,0.5,1.0,0.15789473684210525,0.5789473684210527,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.05263157894736842,0.10526315789473684,0.16666666666666666,0.2631578947368421,0.3978833333333333,0.31506,0.18181818181818182,0.21052631578947367,0.47058823529411764,13.849999999999998,36.1,0.36893203883495146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1739,1610612757,Ruben Patterson,Ruben Patterson,1739,POR,16055.0,268,-21,507,515,194,172,72,1022,33.0,55.0,15.0,2.0,8.0,1.0,6.0,4.0,39.0,78.0,7.0,28.0,109.0,561,14.0,17.0,31.0,5.0,11.0,48.0,52.0,26.0,,6.0,10.0,17.0,8.0,25.0,7.0,9.0,4.0,58.0,1.0,14.0,3.0,13.0,1.0,17.0,16.0,33.0,4.0,9.0,2.0,8.0,6.0,1.0,,15.0,2.0,2.0,9.0,23.0,,3.0,44.0,2.0,19.0,4.0,48.0,194,5.0,0.6666666666666666,0.7878787878787878,0.5,0.5483870967741935,0.4764705882352941,0.5138888888888888,0.5141509433962265,0.5333333333333333,0.08235294117647059,0.1282051282051282,0.12727272727272726,20.404721753794266,0.6,0.06666666666666667,0.05963302752293578,0.07567567567567568,0.057692307692307696,0.020833333333333332,0.05925925925925926,0.06437768240343347,0.07692307692307693,,0.061224489795918366,0.07228915662650602,0.05555555555555555,0.125,0.6470588235294118,0.6,0.6875,0.17647058823529413,0.09411764705882353,0.25,0.2857142857142857,0.5,0.011764705882352941,0.07058823529411765,0.1111111111111111,0.7294117647058823,0.5230888235294119,0.5141944444444444,0.18627450980392157,0.2,0.44036697247706424,3.2512820512820513,25.157142857142862,0.3826429980276134,7.0,11.0,16.0,22.0,4.0,1.0,1.0,1.0,1.0,7.0,6.0,20.0,1.0,3.0,12.0,1.0,4.0,1.0,17.0,9.0,8.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.14285714285714285,0.2,0.14285714285714285,0.5,0.5,0.5555555555555556,0.13333333333333333,0.125,0.045454545454545456,0.10294117647058823,0.046153846153846156,0.08333333333333333,0.046511627906976744,0.0625,0.3333333333333333,0.6666666666666666,0.26666666666666666,0.3076923076923077,0.75,1.0,1.0,1.0,0.7857142857142857,0.6363636363636364,0.14285714285714285,0.6111111111111112,0.7272727272727273,0.027777777777777776,1.0,0.55972,0.1834862385321101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2032,1610612757,Darius Miles,Darius Miles,2032,POR,15192.0,253,5,488,490,155,160,45,978,33.0,47.0,17.0,20.0,46.0,,4.0,3.0,56.0,110.0,4.0,32.0,147.0,514,10.0,15.0,30.0,3.0,15.0,48.0,60.0,52.0,2.0,2.0,6.0,12.0,5.0,17.0,5.0,9.0,2.0,39.0,,6.0,9.0,28.0,3.0,40.0,6.0,46.0,3.0,7.0,4.0,5.0,14.0,2.0,,21.0,,7.0,16.0,29.0,1.0,3.0,51.0,6.0,24.0,3.0,48.0,155,4.0,0.5357142857142857,0.5769230769230769,0.509090909090909,0.5,0.5043859649122807,0.5,0.5404411764705882,0.5581395348837209,0.03508771929824561,0.05454545454545454,0.02127659574468085,29.400749063670414,0.3333333333333333,0.15789473684210525,0.12727272727272726,0.03821656050955414,0.16071428571428573,,0.13405797101449277,0.0335195530726257,0.05128205128205128,,0.12280701754385964,0.11428571428571428,0.12903225806451613,0.0625,0.41228070175438597,0.7021276595744681,0.717391304347826,0.14912280701754385,0.40350877192982454,0.43478260869565216,0.43478260869565216,0.65,,0.03508771929824561,0.09090909090909091,0.4473684210526316,0.4758669642857143,0.48736774193548377,0.18796992481203006,0.1875,0.32653061224489793,9.367272727272729,34.900000000000006,0.3176229508196721,4.0,5.0,9.0,13.0,3.0,,,,1.0,7.0,,14.0,1.0,3.0,8.0,,1.0,,13.0,8.0,5.0,13.0,,,11.0,1.0,13.0,8.0,,1.0,0.25,0.3333333333333333,0.5,0.7,0.7,0.7,0.29411764705882354,,,0.08163265306122448,,,0.13978494623655913,0.2,0.6153846153846154,0.48484848484848486,0.17647058823529413,0.25,0.3333333333333333,,,,0.5,0.8,,0.3939393939393939,0.6923076923076923,,,0.48039,0.09523809523809523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.3333333333333333,0.5,0.2,,,,,,,,,,,,,,,,,,,,,True,,,
2566,1610612757,Travis Outlaw,Travis Outlaw,2566,POR,47556.0,793,-105,1516,1532,543,551,176,3048,62.0,95.0,60.0,39.0,102.0,2.0,8.0,3.0,129.0,257.0,10.0,49.0,319.0,1658,41.0,46.0,97.0,4.0,23.0,121.0,132.0,126.0,,8.0,15.0,30.0,5.0,35.0,5.0,23.0,4.0,75.0,7.0,32.0,15.0,62.0,4.0,81.0,40.0,121.0,1.0,19.0,6.0,14.0,20.0,5.0,5.0,39.0,8.0,13.0,31.0,77.0,4.0,,75.0,5.0,34.0,6.0,121.0,543,12.0,0.5116279069767442,0.5945945945945946,0.5019455252918288,0.4742268041237113,0.5056179775280899,0.48514851485148514,0.5281456953642384,0.5127118644067796,0.03745318352059925,0.058365758754863814,0.06315789473684211,19.883381924198254,0.48717948717948717,0.06896551724137931,0.10472972972972973,0.05947955390334572,0.08670520231213873,0.0673076923076923,0.10065359477124183,0.06074766355140187,0.06206896551724138,0.07317073170731707,0.08666666666666667,0.1527777777777778,0.10344827586206896,0.008771929824561403,0.35580524344569286,0.6526315789473685,0.6966292134831461,0.2247191011235955,0.38202247191011235,0.38235294117647056,0.3939393939393939,0.5128205128205128,0.00749063670411985,0.0299625468164794,0.0297029702970297,0.39325842696629215,0.46450767790262165,0.4802465346534655,0.11486486486486487,0.11888111888111888,0.3793103448275862,9.482101167315179,24.35,0.358179419525066,18.0,24.0,22.0,39.0,28.0,1.0,1.0,1.0,4.0,25.0,6.0,56.0,2.0,9.0,36.0,,3.0,1.0,30.0,18.0,12.0,39.0,1.0,1.0,24.0,10.0,40.0,22.0,1.0,0.75,0.4,0.5,0.4,0.6097560975609756,0.5813953488372093,0.5957446808510638,0.1,0.029411764705882353,0.01818181818181818,0.07784431137724551,0.04424778761061947,0.045454545454545456,0.07079646017699115,0.05263157894736842,0.55,0.6129032258064516,0.4666666666666667,0.5185185185185185,0.2857142857142857,0.5,0.5,1.0,0.5581395348837209,0.75,0.05555555555555555,0.38613861386138615,0.5641025641025641,0.009900990099009901,1.0,0.5028763157894738,0.1755485893416928,3.0,1.0,3.0,5.0,,5.0,,0.375,0.375,0.6666666666666666,0.3333333333333333,0.375,,2.0,2.0,3.0,2.0,1.0,3.0,1.0,0.046511627906976744,,,,,,,,,,,,,True,,,
2742,1610612757,Sebastian Telfair,Sebastian Telfair,2742,POR,27300.0,455,-74,893,901,340,355,87,1794,18.0,36.0,24.0,27.0,67.0,1.0,12.0,5.0,51.0,127.0,13.0,37.0,142.0,986,1.0,21.0,57.0,5.0,17.0,59.0,18.0,84.0,,12.0,10.0,78.0,20.0,98.0,11.0,48.0,26.0,216.0,1.0,3.0,13.0,17.0,1.0,31.0,4.0,35.0,,30.0,7.0,21.0,16.0,9.0,,46.0,2.0,10.0,14.0,39.0,,2.0,46.0,3.0,19.0,5.0,59.0,340,4.0,0.17647058823529413,0.17647058823529413,0.4015748031496063,0.3684210526315789,0.375,0.3387096774193548,0.43788819875776397,0.4041095890410959,0.09285714285714286,0.07874015748031496,0.16666666666666666,20.951417004048583,0.6521739130434783,0.02564102564102564,0.05362776025236593,0.009584664536741214,0.13,0.025,0.07194244604316546,0.0113314447592068,0.024390243902439025,0.03333333333333333,0.06097560975609756,0.037383177570093455,0.171875,,0.2571428571428571,0.5,0.6,0.17142857142857143,0.4785714285714286,0.40298507462686567,0.4090909090909091,0.14814814814814814,0.007142857142857143,0.08571428571428572,0.08064516129032258,0.35,0.44108129496402876,0.4300065573770491,0.12179487179487179,0.13286713286713286,0.4154929577464789,11.355905511811022,25.73076923076923,0.3807390817469205,,1.0,8.0,18.0,6.0,,,,1.0,,2.0,2.0,,3.0,,9.0,4.0,,14.0,8.0,6.0,1.0,,,1.0,,1.0,,,1.0,0.07692307692307693,,0.07692307692307693,,,0.3333333333333333,0.125,0.014925373134328358,,0.01020408163265306,,,0.0625,0.05555555555555555,,0.16666666666666666,0.25,0.2857142857142857,0.3333333333333333,,,,0.5,,,0.2903225806451613,0.4444444444444444,,,0.5155000000000001,0.014084507042253521,1.0,,1.0,5.0,,,,0.08333333333333333,0.08333333333333333,1.0,,0.08333333333333333,,1.0,1.0,,,,,,0.5,1.0,,,,,,,,,,,,True,,,
757,1610612757,Damon Stoudamire,Damon Stoudamire,757,POR,26224.0,437,-31,819,831,290,311,106,1650,9.0,23.0,21.0,21.0,54.0,16.0,85.0,32.0,40.0,98.0,101.0,36.0,260.0,907,3.0,16.0,36.0,39.0,16.0,93.0,34.0,46.0,,85.0,6.0,53.0,9.0,62.0,4.0,28.0,19.0,133.0,2.0,6.0,8.0,35.0,1.0,44.0,8.0,52.0,4.0,22.0,5.0,16.0,12.0,6.0,1.0,34.0,1.0,12.0,14.0,26.0,,2.0,37.0,3.0,10.0,6.0,93.0,290,3.0,0.425,0.425,0.40816326530612246,0.4444444444444444,0.5628140703517588,0.5133333333333333,0.5985915492957746,0.5670731707317073,0.507537688442211,0.061224489795918366,0.17391304347826086,26.16525423728814,0.6470588235294118,0.038461538461538464,0.10802469135802469,0.020477815699658702,0.08888888888888889,0.02631578947368421,0.10386473429951691,0.02168021680216802,0.0125,0.03225806451612903,0.06896551724137931,0.10569105691056911,0.10606060606060606,0.038834951456310676,0.11557788944723618,0.391304347826087,0.47368421052631576,0.10552763819095477,0.271356783919598,0.3888888888888889,0.3888888888888889,0.5238095238095238,0.08040201005025126,0.4271356783919598,0.4266666666666667,0.6231155778894473,0.48645854271356787,0.4649180000000001,0.05314009661835749,0.09523809523809523,0.3576923076923077,12.828571428571427,24.78514851485148,0.3540903540903541,,2.0,4.0,9.0,10.0,7.0,3.0,7.0,48.0,,5.0,17.0,15.0,114.0,,5.0,6.0,,15.0,7.0,8.0,,,,,,,,,0.7916666666666666,0.4752475247524752,0.38461538461538464,0.4752475247524752,,0.6,0.6666666666666666,0.09523809523809523,,,0.031914893617021274,0.01680672268907563,,0.14035087719298245,0.041666666666666664,,0.5555555555555556,0.47619047619047616,0.5263157894736842,0.1,0.4375,0.4375,0.7142857142857143,0.2,,,0.12,0.4444444444444444,0.09333333333333334,0.42857142857142855,0.52169375,0.06538461538461539,41.0,12.0,41.0,3.0,1.0,,,0.4823529411764706,0.4823529411764706,0.8048780487804879,0.375,0.4823529411764706,0.00980392156862745,5.0,7.0,30.0,,,,,0.5,5.0,1.0,2.0,3.0,4.0,0.5714285714285714,0.2,0.5,1.0,0.6,1.0,,True,,,
2038,1610612757,Joel Przybilla,Joel Przybilla,2038,POR,25451.0,424,-133,807,809,283,223,95,1616,37.0,49.0,8.0,2.0,9.0,,,,39.0,66.0,,21.0,99.0,918,16.0,10.0,19.0,,6.0,26.0,62.0,16.0,,,7.0,14.0,2.0,16.0,1.0,9.0,3.0,34.0,2.0,23.0,28.0,48.0,8.0,84.0,25.0,109.0,1.0,10.0,3.0,7.0,10.0,3.0,2.0,20.0,1.0,4.0,26.0,49.0,7.0,2.0,39.0,5.0,20.0,2.0,26.0,283,6.0,0.7948717948717948,0.9393939393939394,0.5909090909090909,0.5263157894736842,0.5909090909090909,0.5263157894736842,0.5963855421686747,0.5416666666666666,,0.10606060606060606,0.10204081632653061,11.306256860592756,0.5,0.3076923076923077,0.16161616161616163,0.0798611111111111,0.2978723404255319,0.03571428571428571,0.19437340153452684,0.07267441860465117,0.08,0.041666666666666664,0.1506849315068493,0.1834862385321101,0.3220338983050847,0.05263157894736842,0.7424242424242424,0.7551020408163265,0.8409090909090909,0.12121212121212122,0.13636363636363635,0.2222222222222222,0.25,1.0,,,,0.7424242424242424,0.5236772727272727,0.5157631578947368,0.24691358024691357,0.24691358024691357,0.26262626262626265,3.468181818181818,,0.3506815365551425,12.0,14.0,10.0,13.0,,,,,,12.0,4.0,28.0,,,12.0,1.0,2.0,,3.0,3.0,,31.0,,,23.0,8.0,31.0,11.0,4.0,,,,,0.75,0.75,0.7368421052631579,0.125,0.1111111111111111,,0.06666666666666667,0.08943089430894309,,0.14782608695652175,0.2571428571428571,0.3548387096774194,0.7837837837837838,,,,,,,0.875,0.8571428571428571,0.4166666666666667,0.6842105263157895,0.7692307692307693,,,0.5636500000000001,0.2828282828282828,,,,1.0,,,,,,,,,,,,,1.0,,8.0,1.0,,,,,,,,,,,,,,True,,,
89,1610612757,Nick Van Exel,Nick Van Exel,89,POR,5014.0,84,-29,152,155,52,55,20,307,1.0,6.0,5.0,1.0,7.0,2.0,11.0,4.0,4.0,18.0,13.0,,26.0,183,2.0,2.0,7.0,4.0,,10.0,4.0,4.0,1.0,10.0,,10.0,3.0,13.0,3.0,7.0,2.0,29.0,1.0,2.0,,4.0,,4.0,4.0,8.0,1.0,2.0,2.0,1.0,3.0,1.0,,5.0,,,,3.0,,1.0,,,,,10.0,52,2.0,0.5,0.5,0.2222222222222222,0.2857142857142857,0.41935483870967744,0.45454545454545453,0.41935483870967744,0.45454545454545453,0.41935483870967744,,,20.571428571428573,0.4,,0.05970149253731343,0.03333333333333333,,0.08333333333333333,0.04819277108433735,0.041666666666666664,,0.1111111111111111,,0.07692307692307693,,0.05,0.1935483870967742,0.16666666666666666,0.16666666666666666,0.16129032258064516,0.22580645161290322,0.14285714285714285,0.14285714285714285,1.0,0.06451612903225806,0.3548387096774194,0.36363636363636365,0.6129032258064516,0.4894833333333333,0.417655,,,0.38461538461538464,9.494444444444444,26.084615384615386,0.34210526315789475,,2.0,,1.0,2.0,,,,6.0,,,,2.0,9.0,,,1.0,1.0,3.0,2.0,1.0,,,,,,,,,0.5,0.46153846153846156,0.5,0.5,,,,,,0.2,,0.08,,0.07142857142857142,,,,0.4,0.4,0.5,,,,0.6666666666666666,,,0.09090909090909091,,,,0.5528833333333334,,6.0,2.0,6.0,,,,,0.5454545454545454,0.5454545454545454,0.5,0.5,0.6,,,1.0,9.0,,,,,,,,1.0,,,,0.3333333333333333,,,,,,True,,,
2216,1610612757,Zach Randolph,Zach Randolph,2216,POR,3679.0,61,-4,116,114,29,51,14,230,5.0,7.0,14.0,,5.0,,,,11.0,26.0,,11.0,33.0,134,6.0,4.0,9.0,,3.0,11.0,12.0,10.0,,,1.0,,2.0,2.0,2.0,,,6.0,1.0,3.0,2.0,3.0,1.0,6.0,5.0,11.0,1.0,1.0,,1.0,2.0,,,3.0,,,2.0,5.0,2.0,1.0,14.0,,5.0,2.0,11.0,29,,0.5454545454545454,0.6666666666666666,0.4230769230769231,0.4444444444444444,0.4230769230769231,0.4444444444444444,0.48484848484848486,0.5,,0.038461538461538464,0.14285714285714285,25.925925925925924,0.3333333333333333,0.3333333333333333,0.075,0.06818181818181818,0.18181818181818182,0.16666666666666666,0.09803921568627451,0.08,0.09523809523809523,0.2,0.09090909090909091,0.058823529411764705,,0.07142857142857142,0.2692307692307692,0.7142857142857143,0.8333333333333334,0.5384615384615384,0.19230769230769232,,,,,,,0.2692307692307692,0.4362653846153846,0.4879777777777778,0.16129032258064516,0.16129032258064516,0.3333333333333333,8.049999999999999,,0.25,2.0,3.0,3.0,4.0,6.0,,,,,3.0,,6.0,,,4.0,,,1.0,,,,,,,,,,,1.0,,,,,0.5,0.5,0.42857142857142855,,,0.3333333333333333,0.1111111111111111,,,0.08333333333333333,0.4,,0.4,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,0.5,0.6666666666666666,,0.4444444444444444,0.75,,,0.4664400000000001,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,True,,,
2499,1610612757,Richie Frahm,Richie Frahm,2499,POR,11655.0,194,-9,373,374,127,143,42,747,8.0,12.0,,5.0,9.0,20.0,16.0,7.0,13.0,21.0,36.0,12.0,92.0,392,3.0,5.0,6.0,13.0,2.0,30.0,14.0,12.0,,16.0,2.0,9.0,1.0,10.0,,5.0,3.0,21.0,,8.0,7.0,14.0,2.0,23.0,8.0,31.0,,3.0,1.0,1.0,3.0,2.0,,6.0,1.0,,2.0,11.0,,,14.0,,4.0,1.0,30.0,127,5.0,0.5384615384615384,0.7,0.6190476190476191,0.8333333333333334,0.7017543859649122,0.7368421052631579,0.7222222222222222,0.7142857142857143,0.631578947368421,0.09523809523809523,0.16666666666666666,16.428571428571427,0.5,0.1111111111111111,0.1076923076923077,0.06451612903225806,0.14893617021276595,,0.11864406779661017,0.05161290322580645,0.08823529411764706,,0.10344827586206896,0.10416666666666667,0.1724137931034483,,0.21052631578947367,0.6666666666666666,0.8,,0.15789473684210525,0.5555555555555556,0.5555555555555556,0.4,0.3508771929824561,0.2807017543859649,0.3684210526315789,0.8421052631578947,0.5412894736842105,0.5353763157894736,0.08064516129032258,0.16,0.32608695652173914,9.128571428571428,23.866666666666667,0.34048257372654156,3.0,3.0,3.0,4.0,,13.0,4.0,6.0,18.0,3.0,,9.0,6.0,48.0,6.0,1.0,1.0,,5.0,1.0,4.0,,1.0,,,,1.0,1.0,,0.8888888888888888,0.5,0.46153846153846156,0.5,1.0,0.9,0.9,,,,0.05405405405405406,0.05660377358490566,,0.11320754716981132,0.1111111111111111,1.0,0.625,,,,0.65,0.65,0.9230769230769231,0.6,1.0,,0.21052631578947367,0.75,0.3157894736842105,0.6666666666666666,0.5368999999999999,0.09782608695652174,5.0,2.0,5.0,1.0,1.0,,,0.3125,0.3125,0.8,0.2857142857142857,0.3125,0.02702702702702703,1.0,2.0,6.0,,,,,0.2,1.0,1.0,1.0,,1.0,0.5,0.2,1.0,,,,1.0,True,,,
