EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,FG3A,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,FG3APct,ShortMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SelfORebPct,Corner3Frequency,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,FTDefRebounds,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,DefFTReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTOffRebounds,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGM,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,StepOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,3pt And 1 Free Throw Trips,Arc3PctBlocked,BlockedCorner3,Clear Path Fouls,on
1425,1610612751,Aaron Williams,Aaron Williams,1425,NJN,4002.0,67,-22,120,124,53,47,14.0,244,6.0,9.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,8.0,16.0,4.0,20.0,126,2.0,2.0,1.0,5.0,2.0,5.0,1.0,5.0,14.0,2.0,2.0,2.0,4.0,10.0,10.0,4.0,14,4.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,7.0,1.0,1.0,7.0,12.0,1.0,1.0,5.0,1.0,3.0,4.0,4.0,4.0,3.0,5.0,53,0.875,1.0,0.5,1.0,0.4,0.5,1.0,0.4,0.5555555555555556,1.25,0.4166666666666667,0.125,0.2222222222222222,17.98561151079137,0.5714285714285714,0.20833333333333334,0.07692307692307693,0.17857142857142858,0.06779661016949153,0.045454545454545456,0.13043478260869565,0.3076923076923077,0.25,0.14814814814814814,0.75,0.5625,0.6666666666666666,0.8571428571428571,0.8333333333333334,0.3125,0.2,0.2,1.0,0.125,0.5,0.5,1.0,1.0,1.0,0.5,0.4,0.5,0.5625,0.47237500000000004,0.5506,0.44568,0.16666666666666666,0.16666666666666666,0.25,0.25,4.73125,0.44166666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1500,1610612751,Ron Mercer,Ron Mercer,1500,NJN,10244.0,171,-58,310,313,100,117,43.0,623,4.0,9.0,,1.0,,3.0,1.0,4.0,31.0,58.0,36.0,71.0,5.0,77.0,341,2.0,7.0,1.0,5.0,9.0,20.0,2.0,20.0,62.0,10.0,2.0,2.0,5.0,12.0,15.0,6.0,21,9.0,6.0,3.0,1.0,,1.0,5.0,,6.0,,3.0,2.0,3.0,,1.0,7.0,1.0,4.0,,,,,20.0,100,0.8611111111111112,0.8857142857142857,0.5070422535211268,0.2857142857142857,0.45,0.5,0.2857142857142857,0.45,0.5133333333333333,0.3125,0.47619047619047616,0.028169014084507043,0.1111111111111111,22.5,0.16666666666666666,0.10909090909090909,0.03731343283582089,0.10869565217391304,0.03571428571428571,0.06451612903225806,0.02531645569620253,0.07142857142857142,0.15384615384615385,0.11904761904761904,,0.125,0.4444444444444444,0.5,1.0,0.05555555555555555,0.25,0.3333333333333333,,0.8055555555555556,0.5344827586206896,0.5344827586206896,0.8709677419354839,0.14285714285714285,,,0.15,,0.1388888888888889,0.40718055555555555,0.36883333333333335,0.39049999999999996,0.05333333333333334,0.05405405405405406,0.06493506493506493,0.2597402597402597,15.91971830985916,0.3225806451612903,1.0,1.0,6.0,1.0,7.0,1.0,5.0,1.0,15.0,1.0,3.0,1.0,2.0,2.0,0.013888888888888888,0.25,0.10714285714285714,0.029411764705882353,0.041666666666666664,0.05,0.15,0.029411764705882353,0.013888888888888888,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,29158.0,486,-61,883,873,302,351,102.0,1756,32.0,62.0,7.0,14.0,11.0,22.0,12.0,36.0,28.0,74.0,72.0,172.0,68.0,248.0,939,12.0,28.0,1.0,34.0,26.0,60.0,32.0,93.0,58.0,86.0,2.0,13.0,13.0,43.0,66.0,13.0,79,10.0,6.0,4.0,28.0,2.0,16.0,16.0,12.0,44.0,2.0,17.0,12.0,34.0,2.0,8.0,82.0,6.0,32.0,2.0,2.0,4.0,3.0,93.0,302,0.4027777777777778,0.4084507042253521,0.4186046511627907,0.42857142857142855,0.43333333333333335,0.44776119402985076,0.5,0.4236111111111111,0.5188284518828452,0.5,0.5224719101123596,0.0755813953488372,0.14516129032258066,28.13121272365805,0.6363636363636364,0.13479623824451412,0.0377906976744186,0.13350125944584382,0.03233830845771144,0.050505050505050504,0.036585365853658534,0.09183673469387756,0.11224489795918367,0.18699186991869918,0.75,0.30845771144278605,0.5161290322580645,0.6037735849056604,0.375,0.1791044776119403,0.3333333333333333,0.36363636363636365,0.25,0.3681592039800995,0.3783783783783784,0.3835616438356164,0.5,0.42424242424242425,0.5,0.14285714285714285,0.3055555555555556,0.5,0.4527363184079602,0.45908300000000013,0.4829140625,0.4510795774647888,0.14096916299559473,0.16161616161616163,0.13709677419354838,0.375,9.867441860465116,0.3420158550396376,10.0,29.0,45.0,11.0,56.0,4.0,15.0,25.0,123.0,,10.0,4.0,1.0,3.0,0.14427860696517414,0.08333333333333333,0.1282051282051282,,0.024691358024691357,,0.11864406779661017,0.04,0.04975124378109453,25.162068965517243,5.0,1.0,1.0,5.0,7.0,19.0,3.0,4.0,2.0,7.0,12.0,3.0,5.0,3.0,12.0,36.0,19.0,7.0,7.0,5.0,13.0,12.0,2.0,2.0,4.0,1.0,0.41379310344827586,0.6,0.25,0.41379310344827586,0.013513513513513514,0.35135135135135137,0.15789473684210525,0.5,0.5,1.0,0.0945273631840796,0.3684210526315789,0.3684210526315789,1.0,0.030303030303030304,0.12121212121212122,0.75,1.0,0.06944444444444445,0.2,0.09722222222222222,0.2857142857142857,0.3684210526315789,,,,,,,,,,,,,,,,,,,,,,,,,,True
2215,1610612751,Jason Collins,Jason Collins,2215,NJN,47245.0,787,-50,1449,1458,480,509,178.0,2907,17.0,46.0,9.0,25.0,6.0,15.0,5.0,22.0,17.0,44.0,39.0,112.0,41.0,119.0,1495,10.0,30.0,9.0,29.0,13.0,35.0,20.0,46.0,54.0,24.0,16.0,16.0,45.0,80.0,108.0,55.0,163,17.0,10.0,7.0,7.0,3.0,2.0,23.0,5.0,30.0,5.0,5.0,54.0,107.0,7.0,12.0,66.0,2.0,21.0,21.0,15.0,21.0,12.0,46.0,480,0.6923076923076923,0.8709677419354839,0.3482142857142857,0.3333333333333333,0.37142857142857144,0.34210526315789475,0.3225806451612903,0.3611111111111111,0.4075342465753425,0.3815789473684211,0.4339622641509434,0.14285714285714285,0.2826086956521739,10.615199034981908,0.23333333333333334,0.16494845360824742,0.08272058823529412,0.15562403697996918,0.0782608695652174,0.12101910828025478,0.05639097744360902,0.16546762589928057,0.21212121212121213,0.13551401869158877,0.5714285714285714,0.40350877192982454,0.3695652173913043,0.5151515151515151,0.5294117647058824,0.19298245614035087,0.22727272727272727,0.2631578947368421,0.4,0.38596491228070173,0.38636363636363635,0.38636363636363635,0.9411764705882353,0.8064516129032258,0.36,0.1111111111111111,0.4166666666666667,0.4,0.42105263157894735,0.4565947368421052,0.53008,0.4651194444444444,0.15789473684210525,0.16030534351145037,0.24369747899159663,0.3865546218487395,8.647321428571427,0.33126293995859213,,2.0,16.0,5.0,21.0,1.0,8.0,7.0,47.0,9.0,21.0,5.0,1.0,1.0,0.017543859649122806,0.13636363636363635,0.12804878048780488,0.06164383561643835,0.09090909090909091,0.0392156862745098,0.08928571428571429,0.0847457627118644,,26.5,,,,,,2.0,,1.0,,1.0,,,1.0,,1.0,,2.0,,4.0,1.0,7.0,13.0,,,11.0,,,,,,,0.12727272727272726,0.21153846153846154,,,,0.017543859649122806,,,,,0.03225806451612903,,,,,0.027777777777777776,,,1.0,6.0,1.0,5.0,3.0,0.022222222222222223,0.11363636363636363,,,,,,,,,,,,,,,,,,,True
696,1610612751,Travis Best,Travis Best,696,NJN,87418.0,1457,-184,2692,2696,922,1046,322.0,5388,58.0,106.0,4.0,5.0,18.0,33.0,18.0,48.0,88.0,213.0,164.0,367.0,108.0,514.0,2846,9.0,24.0,7.0,37.0,51.0,115.0,33.0,156.0,144.0,184.0,2.0,20.0,11.0,60.0,88.0,19.0,107,66.0,34.0,32.0,46.0,7.0,33.0,21.0,13.0,67.0,1.0,26.0,68.0,148.0,1.0,3.0,122.0,6.0,47.0,9.0,3.0,9.0,6.0,156.0,922,0.43902439024390244,0.44171779141104295,0.44686648501362397,0.375,0.4434782608695652,0.4491150442477876,0.4838709677419355,0.4241379310344828,0.5009940357852882,0.5142857142857142,0.4660493827160494,0.05449591280653951,0.1320754716981132,18.530559167750326,0.6865671641791045,0.06659267480577137,0.010773751224289911,0.07160909856781802,0.013942680092951201,0.016835016835016835,0.010141987829614604,0.0657439446366782,0.056768558951965066,0.0731070496083551,0.6666666666666666,0.2345132743362832,0.5471698113207547,0.6304347826086957,0.3275862068965517,0.10619469026548672,0.375,0.4090909090909091,0.1111111111111111,0.47123893805309736,0.4131455399061033,0.41706161137440756,0.5795454545454546,0.16129032258064516,0.8,0.25,0.22758620689655173,0.5454545454545454,0.4225663716814159,0.4659477528089888,0.4621,0.45327985611510796,0.09533468559837728,0.11519607843137254,0.07198443579766536,0.3035019455252918,12.62888283378746,0.3424962852897474,18.0,85.0,107.0,36.0,143.0,16.0,40.0,52.0,322.0,7.0,25.0,1.0,4.0,4.0,0.18805309734513273,0.08333333333333333,0.08741258741258741,0.025925925925925925,0.004329004329004329,0.031578947368421054,0.07614213197969544,0.0044444444444444444,0.03982300884955752,26.60705882352941,8.0,1.0,2.0,6.0,18.0,67.0,3.0,6.0,5.0,24.0,26.0,4.0,7.0,7.0,30.0,75.0,62.0,18.0,20.0,15.0,3.0,10.0,,,30.0,0.9615384615384616,0.3058823529411765,0.5714285714285714,0.23333333333333334,0.325,0.009389671361502348,0.02631578947368421,0.11235955056179775,0.4444444444444444,0.47058823529411764,1.0,0.14823008849557523,0.26865671641791045,0.26865671641791045,0.9444444444444444,0.03225806451612903,0.1935483870967742,0.5,1.0,0.041379310344827586,0.3333333333333333,0.16551724137931034,0.20833333333333334,0.2903225806451613,1.0,3.0,,1.0,1.0,0.012345679012345678,0.0125,1.0,3.0,5.0,1.0,1.0,14.0,3.0,0.011764705882352941,0.05555555555555555,1.0,1.0,,,,,,,,True
297,1610612751,Alonzo Mourning,Alonzo Mourning,297,NJN,11007.0,183,-9,317,314,91,87,40.0,631,21.0,32.0,6.0,11.0,6.0,13.0,5.0,14.0,6.0,18.0,32.0,64.0,14.0,78.0,337,7.0,12.0,5.0,19.0,9.0,23.0,8.0,26.0,42.0,22.0,10.0,7.0,14.0,28.0,40.0,16.0,56,3.0,2.0,1.0,5.0,,3.0,4.0,2.0,9.0,,1.0,5.0,15.0,2.0,3.0,39.0,5.0,18.0,17.0,10.0,18.0,10.0,26.0,91,0.65625,0.7777777777777778,0.5,0.5833333333333334,0.391304347826087,0.5,0.5833333333333334,0.391304347826087,0.48148148148148145,0.5277777777777778,0.40625,0.109375,0.125,24.324324324324323,0.5555555555555556,0.2153846153846154,0.1076923076923077,0.2125,0.09395973154362416,0.175,0.08620689655172414,0.17073170731707318,0.1794871794871795,0.28,0.5555555555555556,0.5,0.65625,0.75,0.7142857142857143,0.21875,0.35714285714285715,0.45454545454545453,0.4,0.28125,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.9166666666666666,0.5454545454545454,0.16666666666666666,0.5652173913043478,0.46153846153846156,0.5,0.46065625,0.5204583333333334,0.4685782608695652,0.23376623376623376,0.23376623376623376,0.24358974358974358,0.3333333333333333,6.8203125,0.2870662460567823,,,7.0,,7.0,,2.0,5.0,14.0,,6.0,1.0,,1.0,,0.21428571428571427,0.2,,0.0625,,0.25,0.04,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,1.0,1.0,5.0,,,,,,,0.46153846153846156,0.1,,,,,,,,,,,,,,,,,2.0,5.0,1.0,,1.0,0.13333333333333333,,,,,,,,2.0,,,,,,,,,,,,True
677,1610612751,Eric Williams,Eric Williams,677,NJN,19684.0,328,-5,589,596,215,214,73.0,1185,13.0,25.0,2.0,4.0,3.0,6.0,16.0,27.0,10.0,17.0,39.0,69.0,36.0,135.0,635,6.0,11.0,1.0,13.0,11.0,17.0,14.0,45.0,44.0,34.0,8.0,7.0,12.0,15.0,24.0,13.0,37,10.0,4.0,6.0,5.0,1.0,4.0,5.0,1.0,10.0,1.0,3.0,14.0,41.0,4.0,2.0,55.0,2.0,22.0,,,,,45.0,215,0.5641025641025641,0.6285714285714286,0.5652173913043478,0.5454545454545454,0.6470588235294118,0.5755813953488372,0.46153846153846156,0.6458333333333334,0.6026785714285714,0.4642857142857143,0.6428571428571429,0.10144927536231885,0.24,17.914831130690164,0.5,0.06787330316742081,0.05309734513274336,0.06204379562043796,0.04980842911877394,0.09722222222222222,0.029411764705882353,0.04411764705882353,0.0625,0.0898876404494382,,0.29069767441860467,0.52,0.6842105263157895,0.5384615384615384,0.313953488372093,0.5925925925925926,0.6153846153846154,0.375,0.19767441860465115,0.5882352941176471,0.5882352941176471,0.9,0.3076923076923077,0.5,,0.25,0.5,0.4883720930232558,0.47375348837209297,0.47713333333333335,0.4824083333333334,0.21495327102803738,0.24719101123595505,0.0962962962962963,0.3333333333333333,7.939130434782608,0.36502546689303905,9.0,17.0,19.0,3.0,22.0,,8.0,10.0,47.0,1.0,2.0,3.0,,1.0,0.19767441860465115,0.037037037037037035,0.03773584905660377,0.02857142857142857,0.038461538461538464,0.043478260869565216,0.05,0.09375,0.10465116279069768,24.094117647058823,6.0,1.0,3.0,4.0,1.0,8.0,,1.0,,3.0,7.0,,2.0,3.0,7.0,18.0,8.0,1.0,3.0,1.0,7.0,5.0,,,12.0,0.8571428571428571,0.4117647058823529,,0.42857142857142855,0.4117647058823529,,0.28,,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.09302325581395349,0.125,0.125,1.0,0.07692307692307693,0.07692307692307693,,,0.16666666666666666,0.75,0.125,,0.125,,,,1.0,,,,,3.0,,,,,,,,,,1.0,0.05555555555555555,,,,,,True
1521,1610612751,Jacque Vaughn,Jacque Vaughn,1521,NJN,9366.0,156,-72,285,295,118,144,32.0,580,5.0,9.0,,1.0,3.0,4.0,1.0,2.0,9.0,21.0,15.0,32.0,9.0,42.0,316,1.0,2.0,,2.0,3.0,10.0,4.0,13.0,16.0,14.0,,2.0,3.0,9.0,12.0,3.0,15,3.0,1.0,2.0,7.0,2.0,6.0,5.0,1.0,12.0,1.0,6.0,5.0,19.0,1.0,,9.0,,2.0,,,,,13.0,118,0.5333333333333333,0.5333333333333333,0.46875,0.5,0.3,0.4714285714285714,0.5,0.375,0.5256410256410257,0.5,0.4642857142857143,0.0625,0.1111111111111111,15.548780487804878,0.5833333333333334,0.10714285714285714,0.024793388429752067,0.0975609756097561,0.020833333333333332,0.02702702702702703,0.014492753623188406,0.11538461538461539,,0.15384615384615385,,0.2571428571428571,0.5555555555555556,0.625,0.2,0.05714285714285714,0.5,0.5,,0.6,0.42857142857142855,0.45,0.7777777777777778,0.5,,,0.3333333333333333,0.75,0.34285714285714286,0.44625000000000004,0.5095000000000001,0.4750541666666667,0.05405405405405406,0.058823529411764705,0.047619047619047616,0.30952380952380953,13.115625,0.41403508771929826,2.0,3.0,9.0,3.0,12.0,2.0,4.0,4.0,27.0,,3.0,1.0,2.0,,0.08571428571428572,,0.07692307692307693,,0.06666666666666667,,0.09090909090909091,0.058823529411764705,0.05714285714285714,24.03333333333333,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,2.0,,,8.0,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.047619047619047616,,0.058823529411764705,,,,0.02857142857142857,1.0,1.0,1.0,,,,,0.08333333333333333,,0.08333333333333333,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,True
1934,1610612751,Rodney Buford,Rodney Buford,1934,NJN,25686.0,428,-167,798,802,273,339,98.0,1600,9.0,24.0,3.0,4.0,3.0,11.0,5.0,15.0,29.0,90.0,43.0,129.0,12.0,110.0,859,10.0,20.0,2.0,22.0,10.0,35.0,6.0,29.0,56.0,30.0,6.0,6.0,11.0,35.0,54.0,13.0,67,10.0,5.0,5.0,5.0,5.0,3.0,10.0,2.0,15.0,1.0,4.0,15.0,31.0,,,16.0,,5.0,,,,,29.0,273,0.6511627906976745,0.7,0.3333333333333333,0.5,0.2857142857142857,0.3006134969325153,0.45454545454545453,0.24468085106382978,0.3235294117647059,0.4782608695652174,0.29,0.046511627906976744,0.125,20.19650655021834,0.3333333333333333,0.14522821576763487,0.032448377581120944,0.1620795107033639,0.030732860520094562,0.045454545454545456,0.026881720430107527,0.12987012987012986,0.08064516129032258,0.19607843137254902,,0.147239263803681,0.375,0.42857142857142855,0.3333333333333333,0.09202453987730061,0.3333333333333333,0.35714285714285715,0.6,0.5521472392638037,0.32222222222222224,0.32954545454545453,0.7586206896551724,0.18181818181818182,0.75,,0.23404255319148937,0.2727272727272727,0.3558282208588957,0.4467475308641975,0.42924999999999996,0.46341170212765964,0.03550295857988166,0.03731343283582089,0.2,0.2636363636363636,14.306201550387591,0.34210526315789475,22.0,34.0,13.0,5.0,18.0,1.0,2.0,10.0,41.0,2.0,18.0,3.0,,3.0,0.2085889570552147,0.06666666666666667,0.20930232558139536,0.023809523809523808,0.03076923076923077,0.017241379310344827,0.2542372881355932,0.02857142857142857,0.13496932515337423,24.33529411764706,3.0,2.0,1.0,8.0,1.0,12.0,,,,4.0,4.0,,2.0,1.0,12.0,9.0,11.0,1.0,4.0,1.0,1.0,1.0,,,7.0,0.75,0.11764705882352941,,0.08333333333333333,0.12121212121212122,0.022222222222222223,0.02702702702702703,0.1111111111111111,0.13636363636363635,0.13636363636363635,0.6666666666666666,0.0736196319018405,0.08333333333333333,0.08333333333333333,1.0,0.09090909090909091,,,,0.1702127659574468,0.125,0.0851063829787234,,0.09090909090909091,,,,,,,0.038461538461538464,,3.0,1.0,,2.0,1.0,,,,,,1.0,0.02857142857142857,,,,,,True
2243,1610612751,Brian Scalabrine,Brian Scalabrine,2243,NJN,27871.0,465,-11,844,840,300,328,109.0,1684,27.0,44.0,9.0,15.0,11.0,18.0,7.0,24.0,13.0,34.0,47.0,102.0,23.0,129.0,833,12.0,18.0,1.0,25.0,19.0,40.0,9.0,53.0,70.0,24.0,14.0,8.0,26.0,48.0,73.0,31.0,104,13.0,8.0,5.0,8.0,1.0,5.0,13.0,3.0,21.0,1.0,5.0,13.0,42.0,6.0,3.0,28.0,4.0,13.0,9.0,9.0,9.0,5.0,53.0,300,0.7446808510638298,0.875,0.46078431372549017,0.6666666666666666,0.475,0.424,0.6666666666666666,0.4230769230769231,0.4708029197080292,0.6578947368421053,0.4649122807017544,0.0784313725490196,0.09090909090909091,16.122448979591837,0.38095238095238093,0.15789473684210525,0.07761194029850746,0.16923076923076924,0.07142857142857142,0.10714285714285714,0.06993006993006994,0.14150943396226415,0.1,0.203125,0.5555555555555556,0.352,0.6136363636363636,0.675,0.7037037037037037,0.192,0.2916666666666667,0.3333333333333333,0.5714285714285714,0.272,0.38235294117647056,0.3939393939393939,0.9230769230769231,0.8333333333333334,0.6,0.2222222222222222,0.34615384615384615,0.6111111111111112,0.536,0.48407701612903226,0.5335187499999999,0.4879490196078433,0.09701492537313433,0.11711711711711711,0.1937984496124031,0.4108527131782946,8.537254901960784,0.35545023696682465,11.0,23.0,30.0,4.0,34.0,2.0,14.0,15.0,72.0,4.0,18.0,1.0,,7.0,0.184,0.125,0.20930232558139536,0.047058823529411764,0.05,0.04477611940298507,0.21818181818181817,0.015873015873015872,0.088,25.208695652173912,3.0,,1.0,5.0,1.0,12.0,,,1.0,7.0,4.0,,,2.0,12.0,12.0,11.0,1.0,2.0,1.0,7.0,3.0,,,10.0,1.0,0.17391304347826086,,0.16666666666666666,0.18181818181818182,0.029411764705882353,0.2,0.1935483870967742,0.2727272727272727,0.2727272727272727,1.0,0.096,0.08333333333333333,0.08333333333333333,1.0,,,,,0.09615384615384616,0.2,0.1346153846153846,0.14285714285714285,0.09090909090909091,1.0,,,1.0,1.0,0.038461538461538464,0.05555555555555555,,,1.0,,,,,,,,,,,,,,,,True
