EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceArc3Frequency,PenaltyArc3Frequency,SecondChanceCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,StepOutOfBoundsTurnovers,Travels,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,BlockedArc3,DefensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,OffensiveGoaltends,on,HeaveMakes
1000,1610612748,Shandon Anderson,Shandon Anderson,1000,MIA,35328.0,589,56.0,1145,1185,560.0,513,116.0,2330,26.0,50.0,4.0,11.0,12.0,17.0,11.0,24.0,8.0,20,2.0,9.0,1.0,1.0,4.0,1.0,2.0,45.0,94,3.0,11.0,30.0,129.0,1196,6.0,15.0,1.0,5.0,17.0,16.0,33.0,1.0,4.0,18.0,53.0,66.0,24.0,9.0,8.0,2.0,1.0,5.0,30.0,10.0,40.0,5.0,5.0,19.0,5.0,6.0,90.0,5.0,13.0,3.0,10.0,68.0,3.0,81.0,21.0,102.0,3.0,21.0,12.0,9.0,19.0,4.0,13.0,11.0,1.0,6.0,30.0,1.0,12.0,36.0,73.0,1.0,5.0,37.0,3.0,14.0,6.0,6.0,1.0,4.0,1.0,2.0,7.0,5.0,1.0,53.0,560.0,14.0,0.7333333333333333,0.8048780487804879,1.0,0.2727272727272727,0.25,0.2727272727272727,0.4787234042553192,0.4,0.48484848484848486,0.4714285714285714,0.375,0.47297297297297297,0.5286885245901639,0.4473684210526316,0.5520833333333334,0.10476190476190476,0.05319148936170213,0.1,11.92156862745098,0.6333333333333333,0.075,0.04054054054054054,0.14977973568281938,0.03939393939393939,0.08849557522123894,0.04672897196261682,0.13756613756613756,0.041189931350114416,0.06542056074766354,0.03529411764705882,0.021739130434782608,0.039473684210526314,0.06451612903225806,0.16030534351145037,0.152,0.1414141414141414,0.09195402298850575,0.07692307692307693,0.058823529411764705,0.7142857142857143,0.47619047619047616,0.52,0.5777777777777777,0.6923076923076923,0.22857142857142856,0.4583333333333333,0.4583333333333333,0.7272727272727273,0.19047619047619047,0.4,0.4,0.875,0.08571428571428572,0.2222222222222222,0.2222222222222222,1.0,0.01904761904761905,0.5,0.5,1.0,0.6875,0.36363636363636365,0.0625,0.4594594594594595,0.7058823529411765,0.10810810810810811,0.25,0.580952380952381,0.5,0.49800380952380957,0.5207461538461537,0.47775810810810804,0.1206896551724138,0.13333333333333333,0.13178294573643412,0.4108527131782946,6.506382978723403,23.663636363636364,0.4890829694323144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
120,1610612748,Steven Smith,Steven Smith,120,MIA,1451.0,24,18.0,54,42,31.0,28,5.0,96,,,,,,,,1.0,2.0,2,1.0,1.0,,1.0,1.0,,3.0,2.0,3,1.0,4.0,,7.0,49,,,1.0,,,,,1.0,3.0,,3.0,4.0,,3.0,,3.0,,,2.0,,2.0,,,2.0,,,4.0,1.0,,,1.0,1.0,,2.0,1.0,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,3.0,31.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.25,0.6666666666666666,,,0.5,,0.5,0.5,,0.5,0.5714285714285714,,,11.11111111111111,,,,0.08333333333333333,,0.16666666666666666,0.07142857142857142,0.1111111111111111,0.03571428571428571,,,,0.07692307692307693,,0.25,,,0.25,,,,,,,,0.14285714285714285,,,,0.2857142857142857,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,,,,,,,,,0.3333333333333333,1.0,0.5714285714285714,,0.4696714285714286,0.61155,0.56535,,,,0.42857142857142855,15.333333333333334,23.924999999999997,0.5740740740740741,1.0,2.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1800,1610612748,Damon Jones,Damon Jones,1800,MIA,154674.0,2578,446.0,4956,4941,1929.0,1598,555.0,9897,38.0,54.0,1.0,1.0,15.0,22.0,6.0,19.0,62.0,132,48.0,103.0,11.0,23.0,46.0,177.0,418.0,106.0,205,225.0,521.0,68.0,955.0,5174,7.0,12.0,48.0,2.0,64.0,43.0,73.0,93.0,221.0,54.0,419.0,94.0,118.0,534.0,,418.0,177.0,5.0,304.0,47.0,351.0,37.0,10.0,148.0,50.0,106.0,749.0,7.0,5.0,2.0,46.0,169.0,2.0,217.0,14.0,231.0,6.0,44.0,34.0,10.0,71.0,13.0,58.0,27.0,4.0,13.0,98.0,1.0,34.0,42.0,121.0,,2.0,86.0,2.0,8.0,30.0,5.0,,1.0,,,5.0,2.0,2.0,419.0,1929.0,28.0,0.44339622641509435,0.44339622641509435,0.7911111111111111,0.43186180422264875,0.42081447963800905,0.43186180422264875,0.5170731707317073,0.5833333333333334,0.589041095890411,0.6108815426997245,0.5166666666666667,0.6207482993197279,0.6213910761154856,0.5163934426229508,0.6376146788990825,0.7176308539944903,0.024390243902439025,0.05555555555555555,15.30648610121169,0.7244897959183674,0.011976047904191617,0.006993006993006993,0.08885383806519453,0.003287310979618672,0.09108910891089109,0.01338432122370937,0.08932280847528043,0.005870841487279843,,0.004640371229698376,0.005208333333333333,0.00510204081632653,0.03816793893129771,0.060851926977687626,0.08131487889273356,0.11070998796630566,0.08290155440414508,0.11764705882352941,0.015915119363395226,0.4,0.0743801652892562,0.7037037037037037,0.7450980392156863,0.5263157894736842,0.026170798898071626,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.4696969696969697,0.4732824427480916,0.4032258064516129,0.1418732782369146,0.46601941747572817,0.46601941747572817,0.9583333333333334,0.5757575757575758,0.423444976076555,0.42857142857142855,0.7457627118644068,0.016666666666666666,1.0,0.18333333333333332,0.07482993197278912,0.6818181818181818,0.1564625850340136,0.5,0.7920110192837465,0.423444976076555,0.5229915289256198,0.496827027027027,0.5108328231292516,0.012295081967213115,0.037914691943127965,0.06701570680628273,0.4387434554973822,13.023414634146345,24.770441458733202,0.38922518159806296,37.0,175.0,0.6166666666666667,0.5952380952380952,6.0,10.0,70.0,16.0,141.0,5.0,3.0,2.0,1.0,1.0,12.0,1.0,4.0,0.3333333333333333,0.009596928982725527,0.05263157894736842,0.007575757575757576,0.011961722488038277,0.5454545454545454,0.6666666666666666,0.2702702702702703,1.0,0.4,0.0019193857965451055,,,,,,,True,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,118296.0,1972,377.0,3780,3764,1349.0,1075,420.0,7544,81.0,132.0,3.0,12.0,31.0,48.0,23.0,59.0,43.0,118,23.0,76.0,6.0,5.0,24.0,70.0,181.0,147.0,309,93.0,257.0,113.0,686.0,3915,10.0,31.0,19.0,11.0,43.0,48.0,100.0,34.0,104.0,53.0,251.0,198.0,96.0,279.0,8.0,180.0,70.0,19.0,116.0,34.0,150.0,27.0,7.0,61.0,17.0,38.0,334.0,7.0,17.0,4.0,47.0,186.0,19.0,252.0,28.0,280.0,5.0,57.0,33.0,24.0,41.0,9.0,33.0,28.0,4.0,8.0,69.0,5.0,27.0,76.0,175.0,7.0,3.0,145.0,13.0,45.0,21.0,21.0,2.0,15.0,1.0,1.0,23.0,10.0,,251.0,1349.0,29.0,0.673469387755102,0.6923076923076923,1.0,0.36186770428015563,0.3269230769230769,0.36328125,0.47572815533980584,0.3225806451612903,0.48,0.5061837455830389,0.32,0.4852941176470588,0.5394524959742351,0.37037037037037035,0.5299145299145299,0.4540636042402827,0.061488673139158574,0.10606060606060606,16.147905452843435,0.5942028985507246,0.15833333333333333,0.018518518518518517,0.12584573748308525,0.014991181657848324,0.11868686868686869,0.016786570743405275,0.12433297758804696,0.015473887814313346,0.007575757575757576,0.018292682926829267,0.01951219512195122,0.0189873417721519,0.009900990099009901,0.08333333333333333,0.1172566371681416,0.1559633027522936,0.13636363636363635,0.056818181818181816,0.016556291390728478,0.43478260869565216,0.2332155477031802,0.6136363636363636,0.6864406779661016,0.7283950617283951,0.10424028268551237,0.3898305084745763,0.42592592592592593,0.391304347826087,0.20848056537102475,0.3644067796610169,0.3644067796610169,0.7209302325581395,0.13427561837455831,0.3026315789473684,0.3026315789473684,1.0,0.3197879858657244,0.3867403314917127,0.3888888888888889,1.0,0.24,0.25,0.12,0.23529411764705882,0.6458333333333334,0.11764705882352941,0.20833333333333334,0.6872791519434629,0.3888888888888889,0.5128584070796461,0.49874583333333333,0.5103992610837438,0.08,0.13196480938416422,0.06268221574344024,0.36588921282798836,9.080906148867316,24.611673151750974,0.3568783068783069,13.0,80.0,0.26,0.39215686274509803,1.0,3.0,29.0,4.0,,1.0,4.0,1.0,,1.0,19.0,3.0,5.0,0.21052631578947367,0.0038910505836575876,0.0847457627118644,,0.0055248618784530384,0.16666666666666666,1.0,0.23076923076923078,1.0,0.3625,0.011583011583011582,1.0,1.0,1.0,,,,True,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,7334.0,122,19.0,242,238,106.0,126,29.0,480,11.0,17.0,3.0,5.0,5.0,8.0,5.0,11.0,,2,,,,,,,,16.0,30,,,20.0,52.0,236,3.0,6.0,,2.0,8.0,6.0,14.0,,,10.0,22.0,20.0,12.0,,4.0,,,1.0,2.0,,2.0,,,1.0,1.0,,4.0,2.0,5.0,1.0,3.0,16.0,6.0,25.0,8.0,33.0,2.0,2.0,2.0,,1.0,1.0,,3.0,,1.0,4.0,1.0,4.0,9.0,18.0,1.0,1.0,29.0,3.0,12.0,4.0,20.0,,16.0,,4.0,20.0,11.0,1.0,22.0,106.0,5.0,0.625,0.7142857142857143,,,,,0.5333333333333333,0.5,0.42857142857142855,0.5333333333333333,0.5,0.42857142857142855,0.6046511627906976,0.4444444444444444,0.5238095238095238,,0.03333333333333333,0.058823529411764705,17.02898550724638,0.25,0.5,0.08333333333333333,0.16161616161616163,0.07575757575757576,0.13636363636363635,0.06060606060606061,0.15702479338842976,0.0707070707070707,0.1111111111111111,0.0625,0.0625,0.07692307692307693,,0.11363636363636363,0.13043478260869565,0.25,0.15,,0.18181818181818182,0.55,0.5666666666666667,0.6470588235294118,0.6875,0.7272727272727273,0.36666666666666664,0.45454545454545453,0.45454545454545453,0.4,0.06666666666666667,,,,,,,,,,,,0.8333333333333334,0.6,,0.5714285714285714,0.625,,,0.5666666666666667,,0.47847333333333336,0.4808,0.4638714285714286,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.4230769230769231,3.98,,0.4380165289256198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.3333333333333333,,True,
1720,1610612748,Michael Doleac,Michael Doleac,1720,MIA,34264.0,571,-12.0,1087,1096,473.0,407,122.0,2183,10.0,30.0,3.0,11.0,3.0,8.0,10.0,24.0,50.0,109,,,,,,,1.0,70.0,163,,1.0,8.0,148.0,1163,11.0,25.0,,6.0,28.0,34.0,60.0,,1.0,5.0,73.0,126.0,14.0,,6.0,1.0,,10.0,15.0,6.0,21.0,5.0,1.0,8.0,1.0,6.0,48.0,12.0,19.0,2.0,13.0,55.0,20.0,88.0,33.0,121.0,3.0,10.0,9.0,1.0,11.0,1.0,7.0,11.0,,4.0,22.0,4.0,12.0,42.0,85.0,13.0,7.0,12.0,,4.0,2.0,6.0,1.0,6.0,,,7.0,2.0,2.0,73.0,473.0,13.0,0.9,0.9402985074626866,,,,,0.4294478527607362,0.44,0.5666666666666667,0.4268292682926829,0.44,0.5573770491803278,0.43529411764705883,0.4827586206896552,0.5703125,0.006097560975609756,0.06134969325153374,0.23333333333333334,15.711947626841242,0.5,0.47619047619047616,0.04878048780487805,0.14397905759162305,0.04935064935064935,0.11926605504587157,0.10810810810810811,0.1384928716904277,0.0625,0.06722689075630252,0.06329113924050633,0.03208556149732621,0.0963855421686747,0.14285714285714285,0.1262135922330097,0.14166666666666666,0.15723270440251572,0.1282051282051282,0.0967741935483871,0.03614457831325301,0.2857142857142857,0.18292682926829268,0.3333333333333333,0.43478260869565216,0.7,0.14634146341463414,0.4166666666666667,0.45454545454545453,0.9,0.6646341463414634,0.45871559633027525,0.46296296296296297,0.94,,,,,0.006097560975609756,,,,0.44,0.2727272727272727,,0.13114754098360656,0.375,,,0.18902439024390244,,0.4189228658536586,0.4474863636363635,0.40764999999999996,0.023809523809523808,0.023952095808383235,0.1891891891891892,0.49324324324324326,13.4558282208589,27.1,0.43514259429622815,,1.0,,0.01639344262295082,,,,,,,,,1.0,,,,,,,0.08333333333333333,0.009174311926605505,,,,,,,,,1.0,,1.0,,,True,
2039,1610612748,Keyon Dooling,Keyon Dooling,2039,MIA,5407.0,90,-21.0,179,183,93.0,106,17.0,362,4.0,6.0,,,2.0,2.0,6.0,11.0,3.0,14,,,,,,2.0,5.0,13.0,31,2.0,5.0,3.0,35.0,199,,,,,,7.0,14.0,2.0,3.0,3.0,23.0,2.0,24.0,6.0,,5.0,2.0,1.0,7.0,4.0,11.0,2.0,2.0,3.0,1.0,3.0,26.0,,1.0,,,5.0,,5.0,1.0,6.0,,7.0,3.0,4.0,4.0,,4.0,2.0,,,6.0,,4.0,1.0,9.0,,,4.0,,,2.0,1.0,,,,1.0,1.0,,,23.0,93.0,5.0,0.07692307692307693,0.07692307692307693,1.0,0.4,0.6666666666666666,0.4,0.41935483870967744,,0.5,0.4444444444444444,,0.5882352941176471,0.4605263157894737,,0.6052631578947368,0.1388888888888889,0.03225806451612903,0.16666666666666666,21.782178217821784,0.6666666666666666,,,0.07352941176470588,0.016666666666666666,,,0.05813953488372093,0.0125,0.06666666666666667,,,,,,0.08,0.13043478260869565,,,,,0.16666666666666666,0.6666666666666666,0.8,0.25,0.3055555555555556,0.5454545454545454,0.5454545454545454,,0.3888888888888889,0.21428571428571427,0.21428571428571427,,,,,,0.1388888888888889,0.4,0.4,1.0,,,,0.11764705882352941,1.0,,,0.3055555555555556,0.4,0.3972708333333333,,0.38510588235294113,,,,0.6571428571428571,12.116129032258065,25.7,0.5195530726256983,,3.0,,0.17647058823529413,,,2.0,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,True,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,122006.0,2033,374.0,3922,3900,1483.0,1190,437.0,7822,249.0,422.0,22.0,50.0,92.0,147.0,64.0,184.0,127.0,277,1.0,8.0,,,3.0,8.0,24.0,440.0,883,9.0,32.0,401.0,1308.0,4121,32.0,75.0,2.0,27.0,91.0,169.0,340.0,6.0,18.0,194.0,550.0,232.0,648.0,9.0,26.0,22.0,8.0,58.0,231.0,128.0,359.0,83.0,45.0,139.0,17.0,75.0,846.0,24.0,53.0,1.0,45.0,135.0,3.0,183.0,78.0,261.0,19.0,91.0,58.0,33.0,120.0,31.0,68.0,95.0,10.0,52.0,215.0,12.0,77.0,59.0,159.0,9.0,24.0,529.0,55.0,214.0,75.0,45.0,7.0,26.0,1.0,9.0,52.0,26.0,1.0,550.0,1483.0,29.0,0.2636363636363636,0.2716627634660422,0.3333333333333333,0.28125,0.3333333333333333,0.3,0.4983012457531144,0.4266666666666667,0.4970588235294118,0.49562841530054647,0.4155844155844156,0.4972067039106145,0.5678851174934726,0.48404255319148937,0.5744234800838575,0.034972677595628415,0.06568516421291053,0.0995260663507109,30.73973838520523,0.5581395348837209,0.023076923076923078,0.0045871559633027525,0.09103169251517194,0.04337152209492635,0.1111111111111111,0.061855670103092786,0.09533898305084745,0.04782608695652174,0.054245283018867926,0.0436046511627907,0.03303964757709251,0.0726643598615917,0.030303030303030304,0.05774278215223097,0.12608695652173912,0.08566978193146417,0.11726384364820847,0.09183673469387756,0.04846938775510204,0.5,0.46120218579234973,0.590047393364929,0.6552631578947369,0.36947791164658633,0.2010928961748634,0.34782608695652173,0.37209302325581395,0.078125,0.30273224043715846,0.4584837545126354,0.4652014652014652,0.14960629921259844,0.008743169398907104,0.125,0.125,1.0,0.02622950819672131,0.3333333333333333,0.3333333333333333,0.25,0.6493506493506493,0.44,,0.4106145251396648,0.6258503401360545,0.008379888268156424,,0.4961748633879781,0.36363636363636365,0.4833171052631579,0.47995250000000006,0.45875758426966284,0.19925512104283055,0.2053742802303263,0.06957186544342507,0.42048929663608564,7.633295583238958,27.621875,0.37812340642529324,2.0,15.0,0.025974025974025976,0.04189944134078212,,,6.0,,18.0,,,13.0,,,5.0,,10.0,,,0.06521739130434782,0.01444043321299639,,,,,,0.4,,2.0,6.0,5.0,,0.13636363636363635,,True,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,112227.0,1870,371.0,3556,3546,1195.0,948,407.0,7102,142.0,215.0,41.0,85.0,48.0,72.0,19.0,43.0,89.0,189,,,,,,,4.0,250.0,447,,4.0,133.0,633.0,3738,50.0,103.0,,33.0,133.0,62.0,117.0,,4.0,77.0,201.0,372.0,128.0,,64.0,1.0,,24.0,66.0,13.0,79.0,10.0,3.0,47.0,10.0,9.0,171.0,44.0,112.0,7.0,61.0,233.0,43.0,337.0,163.0,500.0,13.0,47.0,29.0,18.0,47.0,5.0,30.0,29.0,3.0,17.0,76.0,6.0,25.0,73.0,174.0,14.0,7.0,168.0,14.0,68.0,24.0,25.0,,17.0,,6.0,25.0,17.0,2.0,201.0,1195.0,29.0,0.744,0.8532110091743119,,,,,0.5592841163310962,0.4854368932038835,0.5299145299145299,0.5543237250554324,0.4854368932038835,0.512396694214876,0.5982986767485823,0.5362903225806451,0.6054216867469879,0.008869179600886918,0.053691275167785234,0.08837209302325581,14.917263521857247,0.618421052631579,0.39090909090909093,0.03535353535353535,0.1734921816827997,0.10135746606334842,0.16712328767123288,0.12222222222222222,0.1721311475409836,0.10648464163822526,0.13720316622691292,0.10158730158730159,0.0681265206812652,0.12546125461254612,0.11235955056179775,0.16715542521994134,0.17494089834515367,0.17616580310880828,0.17216117216117216,0.15217391304347827,0.0755813953488372,0.68,0.47671840354767187,0.6604651162790698,0.7244897959183674,0.676056338028169,0.09534368070953436,0.4418604651162791,0.48717948717948717,0.5789473684210527,0.4190687361419069,0.4708994708994709,0.4734042553191489,0.8876404494382022,,,,,0.008869179600886918,,,,0.8252427184466019,0.4823529411764706,,0.5950413223140496,0.6666666666666666,,,0.48558758314855877,,0.4855447544642857,0.5340696629213484,0.48771652542372884,0.13465346534653466,0.13572854291417166,0.21011058451816747,0.3175355450236967,8.166442953020134,47.275,0.33605174353205847,,4.0,,0.03305785123966942,,,,,,,,2.0,,,,,2.0,,,0.09302325581395349,0.005291005291005291,,,,,,,,3.0,,1.0,6.0,0.12195121951219512,1.0,True,
2124,1610612748,Malik Allen,Malik Allen,2124,MIA,9612.0,160,-2.0,300,302,153.0,169,34.0,602,8.0,12.0,6.0,9.0,5.0,6.0,3.0,10.0,12.0,34,,,,,,,,23.0,56,,,11.0,57.0,340,7.0,11.0,,3.0,17.0,11.0,25.0,,,8.0,30.0,24.0,22.0,,12.0,,,3.0,5.0,2.0,7.0,2.0,,2.0,3.0,,16.0,4.0,14.0,1.0,4.0,15.0,2.0,21.0,19.0,40.0,3.0,2.0,2.0,,1.0,,1.0,4.0,1.0,,5.0,1.0,3.0,13.0,20.0,1.0,1.0,12.0,,3.0,3.0,5.0,,4.0,,1.0,5.0,1.0,,30.0,153.0,3.0,0.5217391304347826,0.7058823529411765,,,,,0.4107142857142857,0.6363636363636364,0.44,0.4107142857142857,0.6363636363636364,0.44,0.4596774193548387,0.6538461538461539,0.5172413793103449,,0.05357142857142857,,19.42028985507246,0.2,0.1111111111111111,0.05,0.1282051282051282,0.1320754716981132,0.18181818181818182,0.12121212121212122,0.1366906474820144,0.12949640287769784,0.19230769230769232,0.18518518518518517,0.07547169811320754,0.13793103448275862,,0.12121212121212122,0.17647058823529413,0.1,0.1111111111111111,0.5,0.10344827586206896,0.2,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.25,0.17857142857142858,0.3,0.42857142857142855,0.3333333333333333,0.6071428571428571,0.35294117647058826,0.35294117647058826,0.75,,,,,,,,,0.8181818181818182,0.6666666666666666,,0.24,0.8333333333333334,,,0.21428571428571427,,0.40399464285714287,0.50732,0.398244,0.05084745762711865,0.05084745762711865,0.2982456140350877,0.5263157894736842,13.019642857142854,,0.51,,,,,,,,,,,,1.0,,,,,,,,0.3,,,,,,,,,,,,,,1.0,True,
