EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,SecondChanceOffPoss,AtRimFGA,FG2A,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffRebounds,ShootingFouls,Fouls,Usage,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyOffPoss,PenaltyDefPoss,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,3SecondViolations,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,Fg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,LongMidRangeFGM,Corner3FGA,PenaltyFG2M,PenaltyFG2A,DefTwoPtRebounds,PenaltyFg2Pct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Blocked2s,BlockedAtRim,Blocks,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,LiveBallTurnoverPct,ShortMidRangeFGA,Fg2aBlocked,ThreePtAssists,Arc3Assists,FG2APctBlocked,AtRimPctBlocked,ShortMidRangeFrequency,PenaltyAtRimFGA,PenaltyAtRimFrequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,FTDefRebounds,NonShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,on,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTOffRebounds,RecoveredBlocks,OffFTReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,DefensiveGoaltends,OffensiveGoaltends,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Clear Path Fouls,Corner3PctBlocked
1088,1610612747,Chucky Atkins,Chucky Atkins,1088,LAL,190.0,3,-3.0,5,6,11,7,1.0,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,191.0,3,-7.0,6,5,11,11,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,14.285714285714285,0.3333333333333333,0.25,0.5,1.0,1.0,0.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,1610612747,Brian Cook,Brian Cook,2567,LAL,464.0,8,-3.0,16,16,32,18,,,,,,,1.0,,1.0,1.0,1.0,,2.0,,,1.0,1.0,29.41176470588235,,,,,0.6666666666666666,0.512,5.0,5.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.5,16.0,25.75,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,339.0,6,-1.0,11,10,21,14,,,,,,,2.0,1.0,1.0,,,,,,,,,30.769230769230766,,,,0.3333333333333333,1.0,0.5680833333333334,5.0,3.0,,1.0,2.0,1.0,2.0,7.0,3.0,2.0,1.0,,,,,,5.0,1.0,0.5,0.5,0.8333333333333334,0.875,0.6666666666666666,,0.6666666666666666,0.5,0.5,1.0,0.5,,24.7,0.45454545454545453,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.5244,0.25,0.5,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,1610612747,Tony Bobbitt,Tony Bobbitt,2800,LAL,716.0,12,-1.0,24,23,47,27,,3.0,3.0,,0.16666666666666666,,2.0,,3.0,,,,,,,1.0,1.0,19.23076923076923,,,,,0.4,0.42072000000000004,10.0,8.0,3.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,,,,,,10.0,1.0,0.5,0.5,0.5,0.5,0.4,0.6,0.2,1.0,1.0,1.0,1.0,19.766666666666666,25.35,0.4166666666666667,,1.0,1.0,1.0,,1.0,1.0,5.0,2.0,,,5.0,1.0,1.0,1.0,0.3333333333333333,0.625,0.625,,,,0.25,1.0,0.3945375,,,1.0,1.0,1.0,1.0,3.0,3.0,0.3333333333333333,0.25,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1610612747,Brian Grant,Brian Grant,258,LAL,293.0,5,-1.0,9,10,19,9,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,1610612747,Jumaine Jones,Jumaine Jones,1908,LAL,377.0,6,,13,13,26,13,,2.0,2.0,,0.2222222222222222,,,,,,,,,,,,,15.384615384615383,,,,,1.0,0.5247,5.0,5.0,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,,,1.0,,,5.0,1.0,1.0,1.0,1.5,1.5,1.0,,1.0,1.0,1.0,1.0,1.0,,26.9,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.2222222222222222,0.25,,0.3333333333333333,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,1610612747,Tierre Brown,Tierre Brown,2357,LAL,492.0,8,5.0,18,16,34,17,,1.0,1.0,,0.07692307692307693,,1.0,1.0,3.0,1.0,4.0,,11.0,,,,,15.789473684210526,,,,0.3333333333333333,0.3333333333333333,0.47423333333333334,10.0,8.0,1.0,,,,,,,,,1.0,,,,,10.0,,,,,,,0.3333333333333333,,,,,,7.566666666666666,,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.125,,,0.5,,,,,,,,,,,,1.0,1.0,3.0,3.0,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,209.0,3,2.0,7,6,13,7,2.0,2.0,2.0,0.4,0.2857142857142857,0.5,2.0,1.0,1.0,,,,,,,,,22.22222222222222,,,,1.0,1.0,0.5969,5.0,3.0,,,,,,2.0,,,,,,,,,5.0,,,,,0.5,,,,,,,,,,0.7142857142857143,,,,,2.0,,,,,2.0,1.0,,,,,,,,,,,,,0.5969,0.5,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,1610612747,Slava Medvedenko,Slava Medvedenko,2098,LAL,309.0,5,4.0,11,10,21,12,1.0,2.0,3.0,0.2,0.125,0.25,1.0,1.0,2.0,,1.0,,3.0,,1.0,,,33.333333333333336,,0.25,,0.3333333333333333,0.6666666666666666,0.47641666666666665,10.0,8.0,1.0,,1.0,,1.0,6.0,,1.0,,,,,,,10.0,,,,0.6666666666666666,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,8.3,25.3,0.9090909090909091,1.0,,1.0,2.0,2.0,,1.0,6.0,2.0,2.0,,6.0,0.5,1.0,,1.0,0.6666666666666666,0.75,1.0,1.0,,0.3333333333333333,,0.47641666666666665,,,1.0,1.0,,2.0,2.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6417,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
