EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,Fouls,PenaltyOffPossExcludingTakeFouls,Usage,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Arc3Assists,LostBallSteals,NonShootingFoulsDrawn,BlockedLongMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,LongMidRangePctBlocked,BlocksRecoveredPct,OffThreePtRebounds,FTOffRebounds,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,HeaveAttempts,NonHeaveArc3FGA,Fg3aBlocked,FG3APct,FG3APctBlocked,Corner3PctBlocked,Corner3Frequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Blocked3s,BlockedArc3,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,on,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,BlockedCorner3,OffensiveGoaltends
1000,1610612752,Shandon Anderson,Shandon Anderson,1000,NYK,617.0,10,-5,18,18,8,8.0,2.0,36,1.0,1.0,18,1.0,1.0,8,5.0,1.0,0.3896,0.3896,17.1,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2552,1610612752,Michael Sweetney,Michael Sweetney,2552,NYK,9016.0,150,15,264,265,56,57.0,40.0,529,6.0,44.0,239,9.0,26.0,56,22.90322580645161,0.1363636363636363,0.5023704545454545,0.5499555555555555,4.28409090909091,0.2121212121212121,21.0,26.0,8.0,9.0,5.0,6.0,4.0,12.0,2.0,27.0,17.0,71.0,9.0,12.0,6.0,24.0,6.0,2.0,14.0,36.0,18.0,12.0,2.0,5.0,1.0,6.0,1.0,3.0,1.0,1.0,13.0,15.0,3.0,25.0,1.0,29.0,15.0,44.0,2.0,3.0,3.0,3.0,2.0,2.0,14.0,1.0,1.0,1.0,17.0,1.0,1.0,7.0,2.0,9.0,24.0,4.0,14.0,2.0,1.0,1.0,2.0,1.0,1.0,14.0,1.0,0.6666666666666666,0.8571428571428571,0.6136363636363636,0.75,0.6666666666666666,0.6136363636363636,0.75,0.6666666666666666,0.6574074074074074,0.8571428571428571,0.7,0.0454545454545454,0.0384615384615384,0.0833333333333333,0.1764705882352941,0.1666666666666666,0.2232142857142857,0.131578947368421,0.1304347826086956,0.2074074074074074,0.1181102362204724,0.2058823529411764,0.1290322580645161,0.0816326530612244,0.3103448275862069,0.1621621621621621,0.217391304347826,0.1764705882352941,0.1333333333333333,0.5909090909090909,0.8076923076923077,0.84,0.6190476190476191,0.2727272727272727,0.3333333333333333,0.3636363636363636,0.75,0.3333333333333333,0.3333333333333333,1.0,0.75,0.8888888888888888,0.125,0.6666666666666666,0.8333333333333334,0.5909090909090909,0.5309583333333334,0.2592592592592592,0.2592592592592592,0.3380281690140845,0.1971830985915492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2772,1610612752,Trevor Ariza,Trevor Ariza,2772,NYK,11850.0,198,6,358,354,107,105.0,50.0,712,26.0,67.0,335,14.0,21.0,107,20.37914691943128,0.3880597014925373,0.4779626865671643,0.4733642857142857,8.820895522388062,0.2988826815642458,21.0,29.0,7.0,12.0,6.0,6.0,3.0,12.0,11.0,35.0,16.0,86.0,9.0,16.0,3.0,21.0,10.0,5.0,25.0,44.0,26.0,16.0,5.0,14.0,2.0,16.0,,6.0,3.0,5.0,34.0,18.0,3.0,13.0,,16.0,18.0,34.0,2.0,7.0,4.0,5.0,1.0,3.0,4.0,1.0,2.0,,9.0,,1.0,4.0,4.0,2.0,23.0,3.0,9.0,4.0,3.0,,4.0,1.0,,25.0,4.0,0.6285714285714286,0.8148148148148148,0.5223880597014925,0.5625,0.7142857142857143,0.5223880597014925,0.5625,0.7142857142857143,0.5584415584415584,0.5833333333333334,0.6944444444444444,0.0746268656716417,0.0689655172413793,0.1666666666666666,0.5555555555555556,,0.0866666666666666,0.1232876712328767,0.1304347826086956,0.0924855491329479,0.1097560975609756,0.1555555555555555,0.1351351351351351,0.09375,0.0588235294117647,0.0975609756097561,0.1034482758620689,0.1764705882352941,0.074074074074074,0.4328358208955223,0.7241379310344828,0.7777777777777778,0.4285714285714285,0.1791044776119403,0.25,0.3,0.6666666666666666,0.4230769230769231,0.44,1.0,0.75,0.5833333333333334,,0.4285714285714285,1.0,0.4328358208955223,0.5534466666666665,0.1232876712328767,0.1232876712328767,0.2441860465116279,0.2906976744186046,2.0,3.0,4.0,1.0,2.0,1.0,0.0384615384615384,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
966,1610612752,Jerome Williams,Jerome Williams,966,NYK,10843.0,181,7,324,326,93,119.0,52.0,650,12.0,34.0,308,10.0,25.0,93,14.285714285714285,0.3529411764705882,0.4844147058823529,0.4903799999999999,7.420588235294118,0.287037037037037,10.0,17.0,2.0,6.0,4.0,5.0,,5.0,3.0,13.0,14.0,40.0,4.0,9.0,3.0,11.0,4.0,5.0,13.0,16.0,10.0,4.0,4.0,8.0,1.0,9.0,1.0,2.0,2.0,4.0,19.0,13.0,5.0,19.0,2.0,26.0,16.0,42.0,,10.0,6.0,4.0,,1.0,7.0,1.0,3.0,1.0,11.0,,3.0,5.0,2.0,5.0,22.0,2.0,10.0,2.0,1.0,1.0,2.0,,,13.0,6.0,0.6153846153846154,0.7272727272727273,0.3823529411764705,0.4444444444444444,0.4,0.3823529411764705,0.4444444444444444,0.4,0.4545454545454545,0.4230769230769231,0.5,0.1176470588235294,0.1176470588235294,0.4,0.3636363636363636,0.1428571428571428,0.1557377049180328,0.1048387096774193,0.1612903225806451,0.1568627450980392,0.1027397260273972,0.1388888888888889,0.0606060606060606,0.109090909090909,0.054054054054054,0.2727272727272727,0.1538461538461538,0.1818181818181818,,0.5,0.5882352941176471,0.6666666666666666,0.5,0.1470588235294117,,,,0.25,0.25,1.0,0.6666666666666666,0.3333333333333333,,0.5,0.8,0.5,0.4968666666666667,0.238095238095238,0.238095238095238,0.275,0.325,,4.0,2.0,,,1.0,,,2.0,1.0,0.0666666666666666,0.0909090909090909,0.0625,0.1666666666666666,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
983,1610612752,Moochie Norris,Moochie Norris,983,NYK,19037.0,317,-22,571,576,185,186.0,82.0,1147,41.0,81.0,567,23.0,42.0,185,19.104477611940297,0.4408602150537634,0.4456162921348312,0.4495115384615384,11.69135802469136,0.3239929947460595,7.0,24.0,2.0,5.0,2.0,7.0,5.0,16.0,20.0,32.0,18.0,82.0,4.0,8.0,2.0,10.0,6.0,7.0,19.0,38.0,26.0,2.0,12.0,30.0,4.0,34.0,1.0,9.0,4.0,17.0,72.0,7.0,9.0,23.0,1.0,33.0,9.0,42.0,,17.0,5.0,13.0,6.0,8.0,12.0,1.0,5.0,,25.0,1.0,6.0,17.0,,2.0,22.0,2.0,10.0,2.0,2.0,,2.0,,,19.0,8.0,0.59375,0.6129032258064516,0.3950617283950617,0.5,0.2608695652173913,0.3440860215053763,0.4,0.2,0.3980582524271844,0.4545454545454545,0.2794117647058823,0.1481481481481481,0.3333333333333333,0.1875,0.52,0.05,0.0995670995670995,0.0305676855895196,0.1764705882352941,0.1134751773049645,0.0333333333333333,0.0327868852459016,0.0508474576271186,0.018348623853211,0.0266666666666666,0.109375,0.1521739130434782,0.1842105263157894,,0.2580645161290322,0.2916666666666667,0.4375,0.1428571428571428,0.1720430107526881,0.3125,0.3846153846153846,0.2,0.4878048780487805,0.5,0.85,0.5,0.4,,0.2333333333333333,0.2857142857142857,0.3870967741935484,0.5289444444444444,0.099009900990099,0.1123595505617977,0.1219512195121951,0.2317073170731707,3.0,12.0,2.0,,,,0.024390243902439,,2.0,,,0.048780487804878,0.0689655172413793,,0.1538461538461538,3.0,2.0,9.0,2.0,5.0,12.0,2.0,7.0,3.0,6.0,1.0,0.1290322580645161,0.0833333333333333,0.3333333333333333,0.032258064516129,0.0967741935483871,0.2,0.0666666666666666,0.1666666666666666,33.391666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1501,1610612752,Tim Thomas,Tim Thomas,1501,NYK,3531.0,59,-34,111,113,33,43.0,13.0,224,3.0,13.0,122,5.0,2.0,33,19.68503937007874,0.1666666666666666,0.5342088235294118,0.5497833333333333,5.446153846153845,0.2972972972972973,4.0,8.0,,1.0,3.0,4.0,,2.0,1.0,5.0,6.0,19.0,,1.0,,,3.0,2.0,8.0,6.0,4.0,,2.0,1.0,,1.0,,,,1.0,2.0,,,9.0,,9.0,,9.0,,1.0,1.0,4.0,,3.0,1.0,,1.0,,5.0,,2.0,1.0,,1.0,6.0,2.0,4.0,1.0,1.0,,1.0,,,8.0,,0.6,0.6,0.3846153846153846,,0.6,0.3611111111111111,,0.5,0.475,,0.6666666666666666,0.1538461538461538,0.125,0.5,0.8,,0.1698113207547169,,,0.1525423728813559,,,,,0.2352941176470588,0.1428571428571428,0.1363636363636363,,,0.4444444444444444,0.5,0.5714285714285714,0.75,0.1111111111111111,,,,0.3333333333333333,0.3333333333333333,,1.0,,,0.6666666666666666,0.75,0.7222222222222222,0.4761,0.2,0.2666666666666666,,0.4210526315789473,,,,,1.0,,,1.0,,,,,,,,2.0,,3.0,,1.0,5.0,,1.0,,3.0,,0.2777777777777778,,,0.1111111111111111,0.1666666666666666,,,0.1666666666666666,29.660000000000004,1.0,1.0,3.0,1.0,1.0,0.2,0.2,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1737,1610612752,Nazr Mohammed,Nazr Mohammed,1737,NYK,7672.0,128,-26,228,234,86,59.0,30.0,462,3.0,27.0,233,7.0,11.0,86,14.716981132075473,0.1111111111111111,0.4617,0.3810428571428571,5.811111111111111,0.3771929824561403,8.0,12.0,5.0,8.0,2.0,2.0,5.0,12.0,,13.0,9.0,35.0,5.0,9.0,,10.0,2.0,6.0,10.0,14.0,12.0,8.0,1.0,1.0,,1.0,,,1.0,,2.0,9.0,4.0,20.0,4.0,28.0,12.0,40.0,1.0,4.0,1.0,2.0,,1.0,3.0,1.0,1.0,,5.0,,2.0,4.0,5.0,1.0,15.0,1.0,7.0,8.0,5.0,3.0,9.0,1.0,1.0,10.0,1.0,0.5384615384615384,0.7777777777777778,0.4814814814814814,0.5555555555555556,0.2857142857142857,0.4814814814814814,0.5555555555555556,0.2857142857142857,0.5147058823529411,0.5555555555555556,0.4545454545454545,0.037037037037037,,0.0833333333333333,0.4,0.5714285714285714,0.2197802197802197,0.1034482758620689,0.1538461538461538,0.2051282051282051,0.1047619047619047,0.1666666666666666,0.12,0.0681818181818181,0.25,0.16,0.2352941176470588,0.1052631578947368,0.0833333333333333,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.375,0.4444444444444444,0.4166666666666667,0.4545454545454545,0.8,,,,0.8888888888888888,0.625,,0.2857142857142857,1.0,0.4444444444444444,0.571,0.2121212121212121,0.2121212121212121,0.2857142857142857,0.2857142857142857,,3.0,1.0,,6.0,,,0.6666666666666666,2.0,1.0,0.1111111111111111,0.1111111111111111,0.125,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,4851.0,81,-22,150,155,46,54.0,19.0,305,13.0,21.0,158,4.0,3.0,46,28.48837209302325,0.3333333333333333,0.4614894736842105,0.404575,13.495238095238095,0.3066666666666666,2.0,4.0,,,,1.0,2.0,4.0,4.0,8.0,12.0,43.0,,1.0,1.0,4.0,2.0,11.0,21.0,6.0,10.0,,2.0,9.0,1.0,10.0,,4.0,,5.0,21.0,1.0,,3.0,,3.0,1.0,4.0,,3.0,2.0,,3.0,,4.0,,,1.0,4.0,,1.0,,,,14.0,,2.0,,,,2.0,,,21.0,2.0,0.375,0.375,0.3809523809523809,,0.5,0.3974358974358974,0.75,0.4545454545454545,0.4666666666666667,1.0,0.6176470588235294,0.0952380952380952,0.25,0.25,,,0.0535714285714285,0.0172413793103448,,0.0428571428571428,0.0131578947368421,0.0833333333333333,,,0.1176470588235294,,0.0434782608695652,,,0.1025641025641025,0.5,0.6666666666666666,0.5,0.1025641025641025,0.5,0.6666666666666666,0.5,0.3076923076923077,0.3076923076923077,0.25,,,,0.0909090909090909,,0.5641025641025641,0.3488,0.073170731707317,0.0869565217391304,0.0930232558139534,0.4883720930232558,1.0,1.0,4.0,,,,,,,,,,,,,5.0,1.0,13.0,1.0,6.0,18.0,1.0,7.0,1.0,12.0,,0.4615384615384615,,,0.1282051282051282,0.3333333333333333,0.5,0.0909090909090909,0.5454545454545454,26.03333333333334,3.0,5.0,9.0,3.0,0.6,0.2777777777777778,0.2941176470588235,0.2307692307692307,0.2307692307692307,0.3333333333333333,0.25,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.4,0.4,1.0,1.0,1.0,0.1666666666666666,0.0555555555555555,,,,True,,,,,,,,
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,8547.0,142,-26,256,259,86,72.0,36.0,515,27.0,43.0,268,12.0,12.0,86,17.27574750830565,0.6136363636363636,0.3871852272727272,0.3801115384615385,13.769767441860468,0.3359375,2.0,3.0,,,,1.0,5.0,13.0,8.0,15.0,2.0,32.0,3.0,7.0,,6.0,4.0,1.0,9.0,22.0,8.0,4.0,1.0,10.0,,10.0,,4.0,1.0,5.0,20.0,2.0,4.0,20.0,1.0,25.0,4.0,29.0,,4.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,6.0,2.0,,3.0,1.0,2.0,5.0,4.0,,5.0,,1.0,9.0,3.0,0.7333333333333333,0.8461538461538461,0.3488372093023256,0.4285714285714285,0.3333333333333333,0.3409090909090909,0.375,0.3076923076923077,0.3555555555555555,0.375,0.3214285714285714,0.0232558139534883,,,0.4285714285714285,0.0833333333333333,0.196078431372549,0.019047619047619,0.1538461538461538,0.1875,0.0305343511450381,0.0689655172413793,,,0.1842105263157894,0.238095238095238,0.1860465116279069,0.1428571428571428,,0.0681818181818181,0.6666666666666666,0.6666666666666666,1.0,0.2954545454545454,0.3846153846153846,0.3846153846153846,0.4,0.2962962962962963,0.3076923076923077,0.875,,,,0.0769230769230769,,0.0909090909090909,0.3896916666666667,0.0444444444444444,0.0454545454545454,0.1875,0.28125,,3.0,,1.0,5.0,,0.037037037037037,1.0,2.0,,,0.0769230769230769,0.0625,0.1,0.2,1.0,1.0,,,,1.0,1.0,1.0,,,,0.0227272727272727,,,0.0227272727272727,,,0.0769230769230769,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.125,,True,,,,,,,,
275,1610612752,Allan Houston,Allan Houston,275,NYK,4292.0,72,4,125,126,44,29.0,17.0,251,16.0,21.0,139,9.0,8.0,44,24.324324324324326,0.5517241379310345,0.4270155172413792,0.4067916666666666,15.923809523809522,0.352,1.0,1.0,,,,,3.0,4.0,6.0,10.0,6.0,38.0,,,,6.0,2.0,2.0,12.0,10.0,10.0,,,6.0,,6.0,,3.0,2.0,1.0,12.0,1.0,2.0,2.0,,4.0,1.0,5.0,,2.0,1.0,5.0,,4.0,,,1.0,,5.0,,2.0,2.0,,,6.0,1.0,2.0,,,,,,,12.0,1.0,0.5,0.5,0.4761904761904761,,0.2222222222222222,0.5517241379310345,1.5,0.4166666666666667,0.5967741935483871,1.5,0.4615384615384615,,,,1.0,,0.0454545454545454,0.02,0.2222222222222222,0.0754716981132075,0.0178571428571428,,,0.0357142857142857,0.0833333333333333,0.0666666666666666,,0.2222222222222222,,0.0344827586206896,1.0,1.0,,0.1379310344827586,0.75,0.75,0.3333333333333333,0.375,0.375,0.6666666666666666,,,,,,0.3103448275862069,0.60615,0.0666666666666666,0.0909090909090909,0.1578947368421052,0.3157894736842105,,1.0,1.0,,,,,,,,,,,,,4.0,2.0,4.0,2.0,1.0,8.0,2.0,3.0,,4.0,,0.2758620689655172,,,0.1379310344827586,0.1379310344827586,1.0,0.1666666666666666,0.0833333333333333,24.0,3.0,4.0,9.0,3.0,0.75,0.5,0.5,0.75,0.75,0.6666666666666666,0.75,,,1.0,1.0,2.0,1.0,2.0,2.0,3.0,,1.0,,1.0,0.6666666666666666,0.25,0.25,1.0,1.0,0.5,1.0,,,,1.0,True,,,,,,,,
