EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,Fg2aBlocked,TwoPtAssists,AtRimAssists,FTDefRebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimFGM,SecondChanceAtRimFGA,FG2M,SecondChanceFG2A,PtsAssisted2s,BlockedShortMidRange,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,LongMidRangeFGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,Fg3aBlocked,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,OffShortMidRangeReboundPct,LongMidRangeAssists,SelfOReb,Offensive Fouls,SelfORebPct,BadPassOutOfBoundsTurnovers,Travels,LongMidRangePctAssisted,PtsUnassisted3s,FTOffRebounds,OffFTReboundPct,on,StepOutOfBoundsTurnovers,Loose Ball Fouls,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,HeaveAttempts,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Arc3PctBlocked,Clear Path Fouls
109,1610612759,Robert Horry,Robert Horry,109,SAS,1398.0,23,6,42,40,11.0,19.0,10,82,1.0,1.0,2.0,4.0,1,2.0,5.0,2.0,8.0,40,6.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,5.0,4.0,9.0,1.0,1.0,1.0,3.0,1.0,1.0,11.0,1.0,0.4,0.4,0.5,0.5,0.8333333333333334,12.727272727272727,0.2,0.0625,0.25,0.2,0.20833333333333334,0.12903225806451613,0.3333333333333333,0.1,0.4,0.18181818181818182,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,0.5,1.0,0.8333333333333334,0.5,0.5016666666666666,0.14285714285714285,0.5,20.0,24.7,0.2619047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,1024.0,17,-5,32,34,9.0,27.0,9,66,2.0,,,,3,,,,,37,,,,,1.0,,2.0,2.0,,1.0,,2.0,2.0,4.0,1.0,1.0,2.0,,,,9.0,,,,,,,7.317073170731708,,,0.25,0.25,0.0625,0.09523809523809523,,0.14285714285714285,1.0,,,,0.6666666666666666,,,,,,0.3333333333333333,,0.45516666666666666,,,10.833333333333334,,0.28125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,232.0,4,3,9,8,,,3,17,,,,,2,,,1.0,3.0,4,,,,,,,,,,,1.0,1.0,,1.0,,,,2.0,,1.0,,,,,0.5,0.5,,25.0,0.2,,,,0.2,,,,,0.25,,,,,,,,,1.0,,0.7332000000000001,0.3333333333333333,0.3333333333333333,0.65,,,2.0,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.7288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1901,1610612759,Dion Glover,Dion Glover,1901,SAS,3962.0,66,5,122,119,52.0,89.0,29,241,1.0,5.0,,3.0,14,1.0,8.0,8.0,25.0,127,3.0,3.0,,2.0,4.0,,10.0,1.0,2.0,1.0,7.0,8.0,3.0,11.0,3.0,1.0,9.0,10.0,,4.0,52.0,1.0,0.125,0.125,0.38636363636363635,0.4807692307692308,0.36363636363636365,17.94871794871795,0.16279069767441862,0.043478260869565216,0.1111111111111111,0.03225806451612903,0.15384615384615385,0.03896103896103896,,0.05555555555555555,,0.17647058823529413,0.16666666666666666,,0.045454545454545456,0.22727272727272727,0.13636363636363635,,,,0.7727272727272727,,0.5276659090909092,0.16666666666666666,0.25,3.2142857142857144,23.974999999999998,0.4262295081967213,9.0,4.0,2.0,1.0,,3.0,1.0,3.0,,0.2857142857142857,0.3333333333333333,,0.14285714285714285,,0.4090909090909091,4.0,2.0,7.0,3.0,8.0,2.0,0.5714285714285714,0.6666666666666666,0.5,0.4444444444444444,0.6666666666666666,0.75,0.3333333333333333,0.531675,1.0,4.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,3.0,4.0,11.0,5.0,8.0,1.0,5.0,6.0,19.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,19.0,3.0,0.3333333333333333,0.2,0.6666666666666666,0.625,0.5833333333333334,0.5,0.6875,0.59375,0.25,1.0,0.09090909090909091,0.125,0.18181818181818182,0.75,1.0,0.3333333333333333,0.2,0.2,1.0,0.5,0.3333333333333333,0.5,1.0,0.16666666666666666,0.46153846153846156,0.6666666666666666,0.38461538461538464,0.2,0.5542730769230769,0.44,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2757,1610612759,Beno Udrih,Beno Udrih,2757,SAS,2436.0,41,5,77,76,34.0,49.0,19,153,2.0,6.0,1.0,5.0,11,3.0,11.0,2.0,23.0,77,9.0,5.0,1.0,2.0,5.0,2.0,12.0,,,1.0,1.0,2.0,,2.0,2.0,1.0,5.0,3.0,,1.0,34.0,1.0,0.2727272727272727,0.2727272727272727,0.4772727272727273,0.5,0.5,24.0,0.034482758620689655,,0.3333333333333333,,0.0625,,,,,0.07692307692307693,,,0.09090909090909091,0.2727272727272727,0.22727272727272727,0.2,0.2,1.0,0.8181818181818182,0.2,0.5110818181818182,0.08695652173913043,0.08333333333333333,5.990909090909091,23.845454545454547,0.44155844155844154,7.0,3.0,3.0,2.0,,1.0,,1.0,1.0,0.2727272727272727,0.42857142857142855,,0.5,1.0,0.3181818181818182,4.0,1.0,6.0,3.0,6.0,1.0,0.5,0.5,0.5454545454545454,0.5714285714285714,1.0,0.5,0.16666666666666666,0.46193,,,1.0,1.0,2.0,2.0,,,1.0,3.0,3.0,,1.0,3.0,,3.0,1.0,3.0,2.0,5.0,1.0,9.0,6.0,,,1.0,1.0,,,,1.0,,,2.0,,,9.0,2.0,0.3333333333333333,0.4,,0.3333333333333333,0.25,0.5,0.25,0.5625,,,,,0.09090909090909091,0.5,0.5,1.0,0.3333333333333333,0.4,1.0,,,,,0.5,0.125,,0.375,0.3333333333333333,0.48455000000000004,0.13043478260869565,0.391304347826087,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.16666666666666666,0.5,0.5,0.3333333333333333,1.0,0.25,0.5,0.09090909090909091,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,1075.0,18,4,30,30,9.0,20.0,4,60,,,,,2,,,,2.0,35,,,,,1.0,,2.0,1.0,2.0,,2.0,2.0,3.0,5.0,1.0,1.0,,,,,9.0,,,,0.5,0.5,,5.714285714285714,0.15384615384615385,0.2222222222222222,,0.2,0.13333333333333333,0.21428571428571427,,0.3333333333333333,,,0.16666666666666666,,,,,,,,0.5,,0.49285,,,2.7,,0.3,1.0,,1.0,,,1.0,,1.0,1.0,,,,,1.0,0.5,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,,,,1.0,0.5666,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,1.0,,,,,,,,,,,2.0,,,,,1.0,,1.0,,1.0,,,0.16666666666666666,0.3333333333333333,0.5,1.0,1.0,1.0,,,,,,,,,,,,,0.4191,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,1649.0,27,-7,48,46,19.0,40.0,11,94,3.0,2.0,,3.0,10,1.0,5.0,1.0,10.0,55,3.0,3.0,,2.0,6.0,1.0,14.0,,1.0,,1.0,1.0,1.0,2.0,,,3.0,2.0,,1.0,19.0,1.0,0.2,0.2,0.3,0.3125,0.3333333333333333,28.571428571428573,0.0625,0.043478260869565216,,,0.045454545454545456,0.027777777777777776,,,,,,,0.2,0.13333333333333333,0.2,,,,0.6666666666666666,,0.5186600000000001,0.0625,0.09090909090909091,7.7,24.68,0.3958333333333333,5.0,1.0,4.0,1.0,,,,,,0.1,0.2,,,,0.3333333333333333,1.0,,3.0,2.0,,,,,0.3,0.2,0.25,,,0.540925,,1.0,3.0,,2.0,1.0,,,,1.0,1.0,1.0,,1.0,,2.0,2.0,6.0,,3.0,,4.0,6.0,,1.0,1.0,,,,,2.0,,2.0,,,,4.0,1.0,,,0.5,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,,,,0.2,0.13333333333333333,,,,0.5,0.5,1.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,,0.5170611111111111,0.2,0.4,2.0,,,2.0,,2.0,1.0,,,,,0.6666666666666666,0.6666666666666666,,,0.2222222222222222,,,0.14285714285714285,2.0,1.0,1.0,0.1,,,,,,,True,,,,,,,,,,,,,,,
1737,1610612759,Nazr Mohammed,Nazr Mohammed,1737,SAS,2353.0,39,2,74,72,34.0,60.0,18,146,3.0,,,,12,,,6.0,18.0,77,,,,,,,,2.0,8.0,,2.0,2.0,10.0,12.0,1.0,,4.0,11.0,,6.0,34.0,,,,0.5,0.5294117647058824,,21.50537634408602,0.08333333333333333,0.2962962962962963,,0.10526315789473684,0.06896551724137931,0.21739130434782608,0.2222222222222222,,0.2222222222222222,0.2222222222222222,,,0.25,,,,,,0.6666666666666666,,0.517,0.35294117647058826,0.35294117647058826,5.05,,0.4594594594594595,8.0,2.0,,,,5.0,2.0,5.0,3.0,0.16666666666666666,0.25,,,0.6,0.6666666666666666,5.0,5.0,6.0,5.0,2.0,3.0,0.16666666666666666,0.5,0.5,0.625,0.8333333333333334,,1.0,0.6211249999999999,4.0,4.0,7.0,,1.0,,,,,,,4.0,,,3.0,11.0,4.0,8.0,,,5.0,13.0,10.0,8.0,,,1.0,,,,3.0,,1.0,3.0,1.0,,13.0,,,,0.8,0.5,0.8,0.5,0.6875,0.5416666666666666,,,0.5,,0.08333333333333333,,,,,,,0.8,,,,,0.875,0.5714285714285714,,,0.5567124999999999,0.6111111111111112,0.7222222222222222,1.0,,,,,3.0,,,,,,0.3333333333333333,0.3333333333333333,,,,,,0.125,,1.0,,0.25,1.0,2.0,1.0,,,,True,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,862.0,14,-7,27,26,9.0,13.0,3,53,,,,2.0,3,,2.0,2.0,4.0,33,,2.0,,1.0,2.0,1.0,5.0,,,1.0,,2.0,,2.0,1.0,1.0,1.0,2.0,,1.0,9.0,,,,0.2,0.3333333333333333,0.4,23.333333333333336,,,0.25,,0.1111111111111111,,,,,,,,,,0.4,,,,0.6,,0.44823,0.16666666666666666,0.25,6.0,24.55,0.3333333333333333,1.0,,1.0,1.0,1.0,,,,,,,1.0,0.3333333333333333,,0.2,1.0,,1.0,,2.0,,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,,,,,,,,,1.0,,1.0,,,,2.0,,,,,1.0,,0.5,,0.5,,,,,0.4,,,,,,,,,,,,0.5,1.0,,,0.458275,,0.5,,,,1.0,,1.0,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
699,1610612759,Brent Barry,Brent Barry,699,SAS,1820.0,30,14,55,54,33.0,48.0,16,109,2.0,2.0,2.0,3.0,9,2.0,5.0,5.0,15.0,60,3.0,3.0,2.0,2.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,3.0,3.0,6.0,1.0,,1.0,5.0,,2.0,33.0,0.5,0.4,0.4,0.35714285714285715,0.46875,0.35714285714285715,22.666666666666668,0.07142857142857142,0.08333333333333333,0.5,0.06666666666666667,0.16666666666666666,0.07692307692307693,0.125,0.14285714285714285,,,0.125,,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.5,0.7142857142857143,0.6666666666666666,0.4874214285714285,0.13333333333333333,0.2,6.777777777777778,23.880000000000003,0.6,5.0,1.0,1.0,1.0,,,,,,0.1111111111111111,,,0.5,,0.35714285714285715,2.0,2.0,2.0,3.0,,,,,0.2222222222222222,0.4,0.4,,0.6666666666666666,0.47909999999999997,1.0,,1.0,,2.0,,,,,2.0,,1.0,,,2.0,4.0,,2.0,1.0,4.0,4.0,7.0,4.0,2.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,7.0,,,0.25,0.3333333333333333,,0.3333333333333333,0.25,0.5,0.4375,0.5,1.0,0.08333333333333333,,0.14285714285714285,,,,,,,0.5,,,,,0.16666666666666666,,0.3333333333333333,,0.5463333333333332,0.26666666666666666,0.4666666666666667,,,1.0,2.0,,,,,,,,,,,,0.3333333333333333,0.5,,,,2.0,,0.2222222222222222,,,,3.0,,,True,,,,,,,,,,,,,,,
