EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,HeaveAttempts,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3,on,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
1531,1610612755,Marc Jackson,Marc Jackson,1531,PHI,15214.0,254,25.0,506,509,167,173,72,1015,19.0,36.0,7.0,11.0,5.0,10.0,11.0,25.0,18.0,40.0,48.0,101.0,43,139,527,8.0,14.0,15.0,31.0,14.0,29.0,23.0,51.0,64.0,32.0,14.0,6.0,10.0,7.0,17.0,5.0,2.0,4.0,5.0,1.0,41.0,4.0,16.0,7.0,21.0,5.0,33.0,20.0,53.0,4.0,3.0,2.0,1.0,13.0,1.0,8.0,5.0,5.0,1.0,18.0,3.0,2.0,8.0,16.0,3.0,54,3.0,1.0,19.0,9.0,2.0,1.0,1.0,2.0,2.0,51.0,167,1.0,0.6666666666666666,0.7804878048780488,0.4752475247524752,0.5714285714285714,0.4827586206896552,0.4752475247524752,0.5714285714285714,0.4827586206896552,0.5515873015873016,0.6739130434782609,0.5795454545454546,0.0594059405940594,0.16666666666666666,24.489795918367346,0.7222222222222222,0.2631578947368421,0.1099476439790576,0.08839779005524862,0.1206896551724138,0.08695652173913043,0.11244979919678715,0.0881057268722467,0.19230769230769232,0.047619047619047616,0.045454545454545456,0.08333333333333333,0.1,0.125,0.11320754716981132,0.09090909090909091,0.0975609756097561,0.17647058823529413,0.0851063829787234,1.0,0.3564356435643564,0.5277777777777778,0.6333333333333333,0.5263157894736842,0.24752475247524752,0.44,0.44,0.5454545454545454,0.39603960396039606,0.45,0.45,0.8888888888888888,0.7857142857142857,0.6363636363636364,0.3448275862068966,0.5,0.3564356435643564,0.4656485148514852,0.5441583333333334,0.45093103448275856,0.1623931623931624,0.1623931623931624,0.22302158273381295,0.3669064748201439,9.41980198019802,0.3300395256916996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1563,1610612755,Kevin Ollie,Kevin Ollie,1563,PHI,2565.0,43,4.0,82,83,37,27,8,165,2.0,4.0,,,,,,3.0,1.0,3.0,3.0,10.0,1,7,80,,1.0,,,,2.0,,,6.0,,,1.0,2.0,,2.0,,,,1.0,1.0,4.0,,,,6.0,,6.0,,6.0,,,,,,,,,,,,,,3.0,3.0,,1,1.0,,1.0,,,,,,,,37,,1.0,1.0,0.3,,,0.3,,,0.35,,,0.1,0.25,10.869565217391305,,,0.1935483870967742,,,,0.14634146341463414,,,,,,,0.2,0.14285714285714285,0.21052631578947367,,,,,0.4,0.5,0.6666666666666666,1.0,0.3,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,0.4,0.47822000000000003,0.4508,0.3941,0.1,0.1,,,8.01,0.45121951219512196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2223,1610612755,Samuel Dalembert,Samuel Dalembert,2223,PHI,107457.0,1791,33.0,3557,3562,941,944,389,7119,181.0,257.0,45.0,76.0,51.0,68.0,51.0,156.0,18.0,64.0,250.0,477.0,89,589,3641,57.0,115.0,15.0,129.0,66.0,114.0,31.0,163.0,376.0,124.0,78.0,25.0,23.0,12.0,35.0,9.0,3.0,6.0,4.0,13.0,82.0,35.0,147.0,72.0,231.0,52.0,355.0,187.0,542.0,15.0,46.0,34.0,12.0,47.0,9.0,33.0,67.0,14.0,14.0,114.0,24.0,32.0,149.0,241.0,17.0,148,17.0,,68.0,15.0,121.0,80.0,37.0,121.0,81.0,163.0,941,22.0,0.752,0.8909952606635071,0.5241090146750524,0.4956521739130435,0.5789473684210527,0.5241090146750524,0.4956521739130435,0.5789473684210527,0.5423572744014733,0.5,0.5821428571428572,0.05241090146750524,0.07392996108949416,16.322468275690472,0.41228070175438597,0.42276422764227645,0.17990654205607476,0.11893203883495146,0.18604651162790697,0.08495145631067962,0.1813285457809695,0.1104368932038835,0.15718157181571815,0.1318051575931232,0.08301158301158301,0.0761904761904762,0.1134020618556701,0.15815085158150852,0.19648093841642228,0.18609022556390978,0.17689530685920576,0.20909090909090908,0.07425742574257425,0.6694214876033058,0.5387840670859538,0.7042801556420234,0.7605042016806722,0.7624309392265194,0.3270440251572327,0.3269230769230769,0.3333333333333333,0.7254901960784313,0.13417190775681342,0.28125,0.29508196721311475,0.7222222222222222,0.6608695652173913,0.5921052631578947,0.5964912280701754,0.75,0.5387840670859538,0.4972704402515722,0.5090444444444444,0.5040280701754384,0.12878787878787878,0.12878787878787878,0.21901528013582344,0.2767402376910017,5.3773584905660385,0.2645487770593197,5.0,5.0,2.0,34.0,4.0,33.0,1.0,12.0,11.0,0.019230769230769232,0.046875,0.05434782608695652,0.17777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2594,1610612755,Kyle Korver,Kyle Korver,2594,PHI,77602.0,1293,81.0,2591,2588,628,591,269,5179,14.0,23.0,2.0,3.0,3.0,7.0,7.0,15.0,16.0,48.0,37.0,86.0,33,464,2598,4.0,8.0,4.0,54.0,6.0,22.0,16.0,85.0,40.0,34.0,4.0,4.0,77.0,8.0,85.0,6.0,2.0,37.0,16.0,24.0,178.0,9.0,12.0,24.0,128.0,7.0,159.0,21.0,180.0,6.0,52.0,26.0,26.0,32.0,13.0,26.0,23.0,6.0,1.0,55.0,3.0,16.0,79.0,124.0,2.0,40,,20.0,2.0,6.0,20.0,14.0,2.0,20.0,9.0,85.0,628,7.0,0.5405405405405406,0.5714285714285714,0.43023255813953487,0.5,0.2727272727272727,0.6122159090909091,0.6578947368421053,0.42073170731707316,0.6177285318559557,0.6578947368421053,0.4375,0.046511627906976744,0.13043478260869565,14.285714285714285,0.5818181818181818,0.08045977011494253,0.13375130616509928,0.01380897583429229,0.08602150537634409,0.02857142857142857,0.12297734627831715,0.017736486486486486,0.016129032258064516,0.003968253968253968,0.018970189701897018,0.028688524590163935,0.028169014084507043,0.12101910828025478,0.14559386973180077,0.13612565445026178,0.06862745098039216,0.13333333333333333,0.031413612565445025,0.45,0.06534090909090909,0.6086956521739131,0.7,0.5,0.04261363636363636,0.4666666666666667,0.4666666666666667,0.14285714285714285,0.13636363636363635,0.3333333333333333,0.3404255319148936,0.75,0.07894736842105263,0.6666666666666666,0.08536585365853659,0.42857142857142855,0.8210227272727273,0.5349345170454544,0.5213,0.5253737804878048,0.011267605633802818,0.022727272727272728,0.11637931034482758,0.18318965517241378,12.0953488372093,0.24237746043998457,,4.0,2.0,3.0,4.0,,,1.0,,,0.020833333333333332,,0.5,36.0,67.0,5.0,10.0,5.0,17.0,83.0,199.0,9.0,20.0,14.0,43.0,119.0,266.0,14.0,30.0,19.0,60.0,342.0,15.0,199.0,83.0,1.0,2.0,0.957983193277311,0.4473684210526316,0.4666666666666667,0.31666666666666665,0.4473684210526316,0.7556818181818182,0.1903409090909091,0.5373134328358209,0.5373134328358209,1.0,0.5653409090909091,0.41708542713567837,0.41708542713567837,0.9397590361445783,0.2631578947368421,0.5,1.0,0.5263157894736842,0.45,0.8888888888888888,0.2073170731707317,0.29411764705882354,0.524390243902439,0.32558139534883723,0.41708542713567837,0.00749063670411985,25.13007518796994,,,,,,True,,,,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,80990.0,1350,79.0,2679,2686,613,580,275,5365,89.0,122.0,10.0,18.0,21.0,26.0,12.0,37.0,16.0,42.0,117.0,201.0,73,373,2723,12.0,25.0,6.0,36.0,28.0,42.0,28.0,99.0,168.0,66.0,12.0,10.0,93.0,37.0,130.0,24.0,13.0,41.0,16.0,36.0,297.0,10.0,31.0,43.0,122.0,7.0,172.0,41.0,213.0,6.0,67.0,42.0,25.0,40.0,11.0,23.0,33.0,17.0,4.0,73.0,4.0,19.0,54.0,105.0,3.0,98,5.0,,40.0,10.0,14.0,9.0,5.0,14.0,8.0,99.0,613,12.0,0.717948717948718,0.7567567567567568,0.582089552238806,0.48,0.6666666666666666,0.5494505494505495,0.4838709677419355,0.5916666666666667,0.5846394984326019,0.5142857142857142,0.6428571428571429,0.04975124378109453,0.040983606557377046,13.01893058784457,0.547945205479452,0.08433734939759036,0.12248995983935743,0.033261802575107295,0.15579710144927536,0.03558718861209965,0.12971698113207547,0.033800494641384994,0.04285714285714286,0.03529411764705882,0.02518891687657431,0.041474654377880185,0.015625,0.10869565217391304,0.12546125461254612,0.1315136476426799,0.15384615384615385,0.16049382716049382,0.04918032786885246,0.5714285714285714,0.4468864468864469,0.7295081967213115,0.7606837606837606,0.7752808988764045,0.13553113553113552,0.32432432432432434,0.375,0.3333333333333333,0.15384615384615385,0.38095238095238093,0.38095238095238093,0.6875,0.5806451612903226,0.5555555555555556,0.43333333333333335,0.8076923076923077,0.7106227106227107,0.5503139194139195,0.5021038461538461,0.5479983333333334,0.13268608414239483,0.1694915254237288,0.09651474530831099,0.26541554959785524,5.535820895522388,0.2288167226577081,,2.0,5.0,4.0,,1.0,,1.0,,0.13513513513513514,,,0.4,11.0,36.0,,1.0,3.0,10.0,11.0,36.0,2.0,5.0,2.0,8.0,22.0,72.0,2.0,6.0,5.0,18.0,63.0,3.0,36.0,11.0,,1.0,0.9545454545454546,0.3055555555555556,0.3333333333333333,0.2777777777777778,0.3055555555555556,0.26373626373626374,0.13186813186813187,0.3055555555555556,0.3055555555555556,1.0,0.13186813186813187,0.3055555555555556,0.3055555555555556,0.9090909090909091,0.03225806451612903,,,0.16129032258064516,0.4,0.5,0.16666666666666666,0.3,0.13333333333333333,0.25,0.3055555555555556,0.0136986301369863,24.552777777777774,,,,,,True,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,88540.0,1476,44.0,2942,2944,752,761,323,5886,144.0,255.0,9.0,16.0,36.0,63.0,66.0,155.0,113.0,286.0,323.0,696.0,309,1090,3040,21.0,49.0,13.0,61.0,76.0,167.0,118.0,315.0,108.0,538.0,4.0,37.0,229.0,69.0,298.0,40.0,29.0,137.0,18.0,74.0,665.0,4.0,15.0,35.0,72.0,4.0,111.0,20.0,131.0,7.0,104.0,72.0,32.0,107.0,19.0,68.0,57.0,39.0,7.0,164.0,8.0,41.0,15.0,61.0,10.0,359,21.0,11.0,141.0,41.0,4.0,1.0,2.0,4.0,2.0,315.0,752,4.0,0.16718266253869968,0.16822429906542055,0.4640804597701149,0.42857142857142855,0.4550898203592814,0.45619158878504673,0.4,0.4602803738317757,0.5299607072691552,0.44696969696969696,0.5535714285714286,0.05316091954022988,0.09803921568627451,35.5187969924812,0.6524390243902439,0.03773584905660377,0.0666049953746531,0.014734774066797643,0.1206896551724138,0.012048192771084338,0.07804522246535375,0.014074074074074074,0.01639344262295082,0.02120141342756184,0.009302325581395349,0.007874015748031496,0.02564102564102564,0.042134831460674156,0.06620209059233449,0.0867579908675799,0.1457286432160804,0.06593406593406594,0.015659955257270694,0.5,0.29789719626168226,0.5647058823529412,0.6260869565217392,0.125,0.1810747663551402,0.4258064516129032,0.4342105263157895,0.13636363636363635,0.3341121495327103,0.3951048951048951,0.40794223826714804,0.23893805309734514,0.26666666666666666,0.5625,0.29439252336448596,0.5714285714285714,0.4848130841121495,0.4922248534583822,0.46922596153846147,0.4854628504672897,0.14636642784032752,0.17279411764705882,0.05596330275229358,0.2889908256880734,9.575718390804596,0.2556084296397009,1.0,7.0,7.0,,1.0,,1.0,1.0,2.0,0.01935483870967742,0.03146853146853147,0.013333333333333334,0.2222222222222222,8.0,17.0,1.0,4.0,2.0,4.0,37.0,143.0,1.0,7.0,13.0,43.0,45.0,160.0,2.0,11.0,15.0,47.0,75.0,60.0,142.0,37.0,1.0,2.0,0.5555555555555556,0.28125,0.18181818181818182,0.3191489361702128,0.2830188679245283,0.18691588785046728,0.01985981308411215,0.47058823529411764,0.47058823529411764,1.0,0.16705607476635514,0.25874125874125875,0.25874125874125875,0.4594594594594595,0.06666666666666667,0.25,1.0,0.11666666666666667,0.14285714285714285,1.0,0.018691588785046728,0.5,0.20093457943925233,0.3023255813953488,0.2605633802816901,0.012422360248447204,25.564375000000002,1.0,,,,,True,,,,
2208,1610612755,Kedrick Brown,Kedrick Brown,2208,PHI,387.0,6,-2.0,13,14,11,14,1,27,,,,,,,,,,,,,4,4,15,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,4,,,,2.0,,,,,,4.0,11,,,,,,,,,,0.6666666666666666,,1.0,,,21.428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.56025,,,,,,1.0,,0.8461538461538461,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,23.5,,,,,,True,,,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,22158.0,369,-73.0,727,723,249,256,78,1450,17.0,26.0,2.0,2.0,6.0,8.0,7.0,14.0,7.0,18.0,31.0,58.0,19,111,778,3.0,4.0,2.0,8.0,14.0,22.0,14.0,48.0,18.0,44.0,4.0,7.0,32.0,11.0,43.0,4.0,7.0,16.0,4.0,12.0,97.0,1.0,5.0,8.0,27.0,2.0,37.0,6.0,43.0,1.0,13.0,9.0,4.0,8.0,1.0,4.0,11.0,4.0,1.0,19.0,,5.0,18.0,34.0,2.0,27,5.0,,9.0,7.0,4.0,1.0,2.0,4.0,3.0,48.0,249,4.0,0.2903225806451613,0.3103448275862069,0.5344827586206896,0.75,0.6363636363636364,0.5287356321839081,0.5,0.5862068965517241,0.5663265306122449,0.5714285714285714,0.6486486486486487,0.1206896551724138,0.19230769230769232,14.373464373464373,0.42105263157894735,0.08333333333333333,0.11587982832618025,0.01953125,0.08163265306122448,0.011235955056179775,0.10574018126888217,0.017391304347826087,0.047058823529411764,0.016129032258064516,,,0.037037037037037035,0.08333333333333333,0.09523809523809523,0.14545454545454545,0.08108108108108109,0.08333333333333333,0.02564102564102564,0.75,0.2988505747126437,0.6538461538461539,0.8095238095238095,0.23529411764705882,0.16091954022988506,0.5,0.5384615384615384,0.5714285714285714,0.20689655172413793,0.3888888888888889,0.4117647058823529,0.14285714285714285,0.3333333333333333,1.0,0.27586206896551724,0.75,0.632183908045977,0.509314367816092,0.50394,0.5087620689655172,0.0989010989010989,0.14516129032258066,0.07207207207207207,0.43243243243243246,7.774137931034482,0.3425034387895461,,,3.0,,1.0,,,,1.0,0.07142857142857142,0.05555555555555555,,,4.0,13.0,,,2.0,3.0,6.0,16.0,,2.0,,4.0,10.0,29.0,,2.0,2.0,7.0,30.0,,16.0,6.0,,,1.0,0.3448275862068966,,0.2857142857142857,0.3448275862068966,0.3333333333333333,0.14942528735632185,0.3076923076923077,0.3076923076923077,1.0,0.1839080459770115,0.375,0.375,1.0,,,,0.3333333333333333,,,0.10344827586206896,0.6666666666666666,0.13793103448275862,,0.375,,24.489655172413794,,,,,,True,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,23073.0,385,-37.0,753,764,274,343,99,1517,7.0,10.0,,,2.0,2.0,,2.0,7.0,16.0,14.0,28.0,3,55,815,,,,,2.0,6.0,2.0,18.0,26.0,2.0,,3.0,20.0,10.0,30.0,8.0,2.0,10.0,3.0,7.0,70.0,1.0,4.0,20.0,26.0,3.0,49.0,6.0,55.0,,15.0,4.0,11.0,1.0,,1.0,5.0,,1.0,6.0,1.0,2.0,14.0,33.0,2.0,3,,,,1.0,6.0,4.0,1.0,6.0,4.0,18.0,274,8.0,0.9285714285714286,0.9285714285714286,0.5,,0.3333333333333333,0.5098039215686274,,0.5714285714285714,0.5288461538461539,,0.6,0.10714285714285714,0.2,6.666666666666667,0.16666666666666666,0.09090909090909091,0.10317460317460317,0.014492753623188406,0.22727272727272727,0.010526315789473684,0.13529411764705881,0.013477088948787063,,0.011363636363636364,0.030303030303030304,0.013888888888888888,,0.10526315789473684,0.04411764705882353,0.1388888888888889,0.1935483870967742,0.3076923076923077,,0.6666666666666666,0.19607843137254902,0.7,0.875,0.8571428571428571,0.0392156862745098,,,,0.3137254901960784,0.4375,0.4666666666666667,1.0,,,0.14285714285714285,1.0,0.6470588235294118,0.5176470588235293,0.65595,0.531725,,,,0.32727272727272727,11.74642857142857,0.36387782204515273,1.0,1.0,1.0,1.0,1.0,,,,1.0,,0.0625,0.043478260869565216,,7.0,16.0,,1.0,4.0,7.0,1.0,7.0,,,,1.0,8.0,23.0,,1.0,4.0,8.0,21.0,3.0,7.0,1.0,,,0.875,0.34782608695652173,,0.5,0.34782608695652173,0.45098039215686275,0.3137254901960784,0.4375,0.4375,1.0,0.13725490196078433,0.14285714285714285,0.14285714285714285,,1.0,,,,,,0.5,0.5714285714285714,0.07142857142857142,,0.14285714285714285,,24.213043478260868,,1.0,,,,True,,,,
2584,1610612755,Willie Green,Willie Green,2584,PHI,26617.0,444,3.0,869,871,249,260,108,1740,29.0,49.0,1.0,1.0,10.0,16.0,10.0,31.0,15.0,51.0,54.0,131.0,40,178,866,3.0,10.0,5.0,11.0,16.0,43.0,19.0,63.0,30.0,78.0,,5.0,40.0,10.0,50.0,9.0,1.0,20.0,4.0,16.0,110.0,1.0,4.0,11.0,42.0,4.0,57.0,5.0,62.0,3.0,17.0,11.0,6.0,13.0,2.0,9.0,11.0,4.0,2.0,24.0,2.0,7.0,22.0,43.0,5.0,55,3.0,1.0,22.0,6.0,3.0,2.0,,3.0,2.0,63.0,249,3.0,0.2777777777777778,0.2777777777777778,0.4122137404580153,0.3,0.37209302325581395,0.4107142857142857,0.25,0.41509433962264153,0.4585492227979275,0.36666666666666664,0.47692307692307695,0.03816793893129771,0.061224489795918366,21.743486973947896,0.5416666666666666,0.13333333333333333,0.1423728813559322,0.012422360248447204,0.09482758620689655,0.009615384615384616,0.12895377128953772,0.011737089201877934,0.022727272727272728,0.010638297872340425,0.007142857142857143,0.011904761904761904,,0.10526315789473684,0.16923076923076924,0.15555555555555556,0.10465116279069768,0.06666666666666667,0.030303030303030304,0.6666666666666666,0.2916666666666667,0.5918367346938775,0.6304347826086957,0.3793103448275862,0.18452380952380953,0.3225806451612903,0.3448275862068966,,0.30357142857142855,0.29411764705882354,0.29411764705882354,0.26666666666666666,0.08333333333333333,1.0,0.3018867924528302,0.625,0.5119047619047619,0.49396309523809523,0.45882500000000004,0.45252830188679255,0.11764705882352941,0.14666666666666667,0.06179775280898876,0.3539325842696629,9.042748091603054,0.286536248561565,,1.0,1.0,1.0,1.0,,,,1.0,0.06451612903225806,,,1.0,4.0,8.0,,1.0,,1.0,6.0,29.0,,1.0,4.0,9.0,10.0,37.0,,2.0,4.0,10.0,24.0,6.0,29.0,6.0,,,0.8,0.2702702702702703,,0.4,0.2702702702702703,0.22023809523809523,0.047619047619047616,0.5,0.5,1.0,0.17261904761904762,0.20689655172413793,0.20689655172413793,0.6666666666666666,0.08333333333333333,,,0.08333333333333333,,,0.018867924528301886,,0.16981132075471697,0.4444444444444444,0.20689655172413793,,24.83243243243243,,,,,,True,,,,
