EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Fouls,FTA,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,ShootingFouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedShortMidRange,Assisted3sPct,AtRimPctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Arc3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,Arc3Assists,AtRimAssists,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,FTOffRebounds,Travels,Loose Ball Fouls,RecoveredBlocks,Defensive 3 Seconds Violations,OffFTReboundPct,BlocksRecoveredPct,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,on,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Clear Path Fouls,Blocked3s,BlockedArc3,OffensiveGoaltends,3SecondViolations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedCorner3,HeaveMakes
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,3050.0,51.0,-3.0,100.0,101.0,27.0,29.0,8.0,201.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,7.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,13.0,1.0,1.0,3.0,20.0,92.0,1.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,2.0,9.0,8.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,8.0,3.0,11.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,9.0,27.0,0.5714285714285714,0.6666666666666666,1.0,1.0,1.0,1.0,0.5384615384615384,0.5,0.4,0.6071428571428571,0.8333333333333334,0.5833333333333334,0.6071428571428571,0.8333333333333334,0.5833333333333334,0.07142857142857142,0.07692307692307693,0.14285714285714285,14.15929203539823,0.5,0.125,0.05405405405405406,0.1111111111111111,0.08333333333333333,0.12280701754385964,0.061224489795918366,0.0625,0.08333333333333333,0.2,0.07142857142857142,0.25,0.125,0.21428571428571427,1.0,1.0,0.3333333333333333,0.5,0.42857142857142855,0.5,0.6666666666666666,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.07142857142857142,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.16666666666666666,1.0,0.2857142857142857,1.0,0.4483571428571428,0.5543666666666667,0.47459999999999997,0.25,0.45,8.607692307692307,25.4,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2047,1610612756,Quentin Richardson,Quentin Richardson,2047,PHX,6284.0,105.0,-9.0,208.0,203.0,45.0,60.0,27.0,411.0,4.0,8.0,2.0,2.0,1.0,2.0,,5.0,3.0,6.0,3.0,16.0,,2.0,,4.0,7.0,19.0,3.0,22.0,8.0,31.0,206.0,2.0,3.0,,2.0,4.0,1.0,3.0,,6.0,2.0,4.0,8.0,6.0,,2.0,16.0,3.0,2.0,1.0,1.0,5.0,10.0,,15.0,2.0,17.0,2.0,,2.0,2.0,4.0,8.0,10.0,1.0,1.0,,1.0,4.0,45.0,0.5714285714285714,0.6666666666666666,0.13636363636363635,,,0.13636363636363635,0.3684210526315789,0.6666666666666666,0.3333333333333333,0.2804878048780488,0.4,0.1111111111111111,0.3333333333333333,0.4,0.2,0.5365853658536586,0.10526315789473684,,20.58823529411765,,0.11627906976744186,0.012345679012345678,0.21739130434782608,0.030303030303030304,0.13761467889908258,0.017543859649122806,,,0.045454545454545456,0.13636363636363635,0.10810810810810811,0.21052631578947367,0.1951219512195122,0.5,0.6666666666666666,0.75,0.12195121951219512,,,,0.14634146341463414,0.5,0.5,0.3333333333333333,0.3902439024390244,0.1875,0.1875,0.4,1.0,0.4,,0.2222222222222222,0.5,0.4444444444444444,,0.7317073170731707,0.1875,0.5272365853658537,0.5515166666666667,0.5443277777777777,0.12903225806451613,0.12903225806451613,8.25263157894737,24.772727272727273,0.21634615384615385,6.0,2.0,9.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,2.0,2.0,2.0,1.0,6.0,1.0,5.0,1.0,1.0,0.25,0.5,0.047619047619047616,0.1111111111111111,0.25,0.034482758620689655,0.14634146341463414,1.0,0.5,0.2222222222222222,0.1111111111111111,0.21739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2207,1610612756,Joe Johnson,Joe Johnson,2207,PHX,8224.0,137.0,-43.0,258.0,257.0,85.0,76.0,37.0,515.0,2.0,5.0,,2.0,1.0,3.0,6.0,18.0,11.0,21.0,5.0,12.0,1.0,1.0,,4.0,19.0,44.0,6.0,23.0,10.0,66.0,263.0,1.0,5.0,1.0,2.0,9.0,7.0,18.0,1.0,8.0,4.0,21.0,10.0,28.0,3.0,,10.0,5.0,2.0,2.0,6.0,4.0,11.0,,15.0,8.0,23.0,2.0,1.0,,3.0,9.0,6.0,10.0,,,,,21.0,85.0,0.2631578947368421,0.2631578947368421,0.2608695652173913,0.5,0.125,0.2857142857142857,0.4318181818181818,0.2,0.3888888888888889,0.417910447761194,0.35714285714285715,0.3269230769230769,0.4583333333333333,0.5,0.375,0.34328358208955223,0.045454545454545456,0.05555555555555555,26.557377049180328,,0.102803738317757,0.05660377358490566,0.12903225806451613,0.043478260869565216,0.10869565217391304,0.05263157894736842,0.10638297872340426,0.030303030303030304,0.038461538461538464,0.13793103448275862,0.06521739130434782,0.14814814814814814,0.07462686567164178,0.4,0.5,0.5,0.26865671641791045,0.3333333333333333,0.35294117647058826,0.16666666666666666,0.31343283582089554,0.5238095238095238,0.5238095238095238,0.2727272727272727,0.1791044776119403,0.4166666666666667,0.45454545454545453,0.2857142857142857,,0.14285714285714285,1.0,0.11538461538461539,0.3333333333333333,0.15384615384615385,,0.417910447761194,0.5,0.4588015384615384,0.56757,0.4395540000000001,0.13636363636363635,0.3181818181818182,11.845454545454546,26.178260869565218,0.32945736434108525,11.0,4.0,15.0,9.0,4.0,13.0,3.0,,3.0,30.0,1.0,1.0,6.0,3.0,3.0,1.0,,2.0,,0.8333333333333334,0.2,0.6666666666666666,,0.125,,0.027777777777777776,0.16417910447761194,0.8,,0.15384615384615385,0.028985507246376812,0.043478260869565216,1.0,1.0,1.0,4.0,2.0,1.0,1.0,6.0,1.0,3.0,1.0,1.0,3.0,2.0,0.043478260869565216,0.08333333333333333,0.05,0.09090909090909091,0.09090909090909091,1.0,0.14285714285714285,0.25,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2405,1610612756,Amar'e Stoudemire,Amar'e Stoudemire,2405,PHX,8558.0,143.0,-11.0,266.0,263.0,57.0,40.0,34.0,529.0,17.0,26.0,6.0,9.0,4.0,6.0,12.0,31.0,8.0,17.0,,2.0,,,,1.0,37.0,74.0,,2.0,18.0,92.0,273.0,7.0,12.0,,,14.0,6.0,14.0,,1.0,2.0,14.0,40.0,34.0,,4.0,2.0,,7.0,4.0,4.0,3.0,13.0,3.0,19.0,9.0,28.0,2.0,1.0,1.0,7.0,10.0,19.0,23.0,,4.0,3.0,4.0,14.0,57.0,0.5405405405405406,0.5714285714285714,,,,,0.5,0.5833333333333334,0.42857142857142855,0.4868421052631579,0.5833333333333334,0.4,0.5348837209302325,0.5833333333333334,0.4375,0.02631578947368421,0.0945945945945946,0.16129032258064516,30.96774193548387,0.375,0.12037037037037036,0.04081632653061224,0.11538461538461539,0.09302325581395349,0.11940298507462686,0.05673758865248227,0.023809523809523808,,0.1111111111111111,0.038461538461538464,0.10638297872340426,0.13636363636363635,0.34210526315789475,0.6538461538461539,0.7083333333333334,0.5294117647058824,0.40789473684210525,0.3870967741935484,0.46153846153846156,0.3333333333333333,0.2236842105263158,0.47058823529411764,0.47058823529411764,0.875,0.02631578947368421,,,0.75,0.6666666666666666,,,0.4,0.6666666666666666,0.06666666666666667,,0.3684210526315789,,0.4673125000000001,0.5113000000000001,0.46542999999999995,0.15217391304347827,0.15217391304347827,7.751351351351351,26.05,0.21428571428571427,,,,1.0,2.0,3.0,1.0,,,8.0,3.0,1.0,3.0,2.0,1.0,8.0,3.0,12.0,1.0,,0.07692307692307693,0.3,0.12,0.2,,0.0967741935483871,,,0.5,,0.1411764705882353,0.14457831325301204,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,0.0625,,,,,,1.0,2.0,3.0,3.0,1.0,0.25,0.75,,,,True,,,,,,,,,,,,,,,,
448,1610612756,Bo Outlaw,Bo Outlaw,448,PHX,12880.0,215.0,-33.0,418.0,416.0,116.0,125.0,51.0,834.0,8.0,17.0,2.0,6.0,,3.0,1.0,4.0,3.0,13.0,,,,,,,12.0,34.0,,,5.0,29.0,424.0,3.0,10.0,,,8.0,1.0,10.0,,,1.0,3.0,12.0,12.0,,4.0,,,5.0,4.0,12.0,2.0,33.0,2.0,37.0,16.0,53.0,6.0,6.0,2.0,4.0,8.0,29.0,8.0,,12.0,7.0,12.0,3.0,116.0,0.5,0.6,,,,,0.35294117647058826,0.3,0.1,0.35294117647058826,0.3,0.1,0.3918918918918919,0.36363636363636365,0.13636363636363635,,0.14705882352941177,0.25,9.33609958506224,0.16666666666666666,0.19298245614035087,0.08053691275167785,0.041666666666666664,0.0625,0.1598173515981735,0.07511737089201878,0.09090909090909091,0.08333333333333333,0.07692307692307693,0.1276595744680851,0.22784810126582278,0.046511627906976744,0.5,0.47058823529411764,0.6153846153846154,0.5,0.11764705882352941,0.25,0.3333333333333333,1.0,0.38235294117647056,0.23076923076923078,0.23076923076923078,0.3333333333333333,,,,0.6,0.3333333333333333,,,0.3,,,,0.5,,0.4634970588235294,0.44436250000000005,0.39973000000000003,0.27586206896551724,0.10344827586206896,8.385294117647058,,0.27751196172248804,,,,9.0,4.0,13.0,4.0,,4.0,30.0,1.0,,4.0,4.0,2.0,13.0,2.0,5.0,2.0,,0.23529411764705882,0.5,0.058823529411764705,0.2,,0.058823529411764705,,,,,0.13513513513513514,0.13513513513513514,,,,2.0,,,,5.0,1.0,,,,,6.0,,,0.04,,,,,,,,3.0,6.0,1.0,,0.5,3.0,1.0,,True,,,,,,,,,,,,,,,,
959,1610612756,Steve Nash,Steve Nash,959,PHX,4142.0,69.0,11.0,128.0,130.0,20.0,28.0,19.0,258.0,,1.0,,,,,1.0,4.0,4.0,10.0,1.0,5.0,,,,1.0,5.0,15.0,1.0,5.0,6.0,19.0,139.0,1.0,2.0,,,2.0,1.0,3.0,,1.0,2.0,4.0,,10.0,3.0,,5.0,1.0,,1.0,1.0,2.0,6.0,,8.0,2.0,10.0,3.0,1.0,4.0,4.0,9.0,3.0,6.0,,,,,4.0,20.0,,,0.2,,,0.2,0.3333333333333333,0.5,0.3333333333333333,0.325,0.5,0.25,0.41304347826086957,0.5,0.4,0.25,,,20.915032679738562,,0.11764705882352941,0.02564102564102564,0.18181818181818182,0.038461538461538464,0.12903225806451613,0.03076923076923077,0.05555555555555555,,0.0625,0.11764705882352941,0.13636363636363635,0.2,0.05,,,,0.2,0.25,0.25,,0.5,0.4,0.4,,0.25,0.2,0.2,,,,,,,0.25,,0.3,0.2,0.449985,0.4261,0.39436249999999995,0.10526315789473684,0.21052631578947367,14.826666666666664,25.379999999999995,0.15625,,,,12.0,6.0,18.0,,5.0,3.0,42.0,1.0,2.0,5.0,4.0,,1.0,,2.0,,,,0.5555555555555556,,0.08333333333333333,,0.07142857142857142,,,,,0.09090909090909091,0.11764705882352941,,,,,,,6.0,4.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,5271.0,88.0,-19.0,180.0,178.0,56.0,67.0,16.0,358.0,7.0,10.0,,,2.0,2.0,,2.0,3.0,5.0,1.0,10.0,,2.0,1.0,4.0,10.0,17.0,3.0,15.0,6.0,35.0,185.0,,1.0,,2.0,,2.0,4.0,2.0,6.0,2.0,12.0,12.0,8.0,6.0,,10.0,1.0,,1.0,1.0,4.0,3.0,,7.0,2.0,9.0,3.0,1.0,1.0,1.0,5.0,6.0,8.0,,1.0,,1.0,12.0,56.0,0.6,0.6,0.2,,0.3333333333333333,0.2,0.5882352941176471,,0.5,0.453125,,0.5,0.4861111111111111,,0.5454545454545454,0.46875,,,20.5,,0.046153846153846156,0.017543859649122806,0.17391304347826086,0.041666666666666664,0.07954545454545454,0.024691358024691357,,0.03333333333333333,,,0.0967741935483871,0.18181818181818182,0.3125,0.7,0.7,0.7142857142857143,0.0625,,,,0.15625,0.6,0.6,0.3333333333333333,0.3125,0.1,0.1,,,0.6666666666666666,,0.2,1.0,0.4,0.25,0.78125,0.1,0.5562484375,0.536575,0.54411,,0.34285714285714286,6.976470588235294,24.666666666666668,0.3111111111111111,5.0,2.0,3.0,5.0,2.0,7.0,1.0,,2.0,16.0,,2.0,4.0,2.0,2.0,3.0,,4.0,1.0,0.3333333333333333,,0.8,,,,,0.15625,,,0.2,0.1111111111111111,0.19047619047619047,2.0,,1.0,,,,1.0,3.0,,2.0,1.0,,,1.0,,,0.125,0.4,0.4,0.5,,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,
754,1610612756,Jim Jackson,Jim Jackson,754,PHX,3338.0,56.0,-15.0,116.0,114.0,39.0,47.0,11.0,230.0,,1.0,,,,,,2.0,,4.0,2.0,4.0,,,,,,7.0,6.0,10.0,,18.0,123.0,,,,,,,1.0,4.0,4.0,,12.0,,,6.0,,4.0,2.0,1.0,,,3.0,3.0,,6.0,,6.0,,,1.0,2.0,3.0,4.0,,,1.0,,1.0,12.0,39.0,,,0.6,,1.0,0.6,,,,0.5294117647058824,,1.2,0.5294117647058824,,1.2,0.5882352941176471,0.14285714285714285,,15.267175572519083,,0.06382978723404255,,0.2,,0.0967741935483871,,,,,0.18181818181818182,0.04,0.21428571428571427,0.058823529411764705,,,,0.11764705882352941,,,,0.23529411764705882,,,,0.23529411764705882,0.5,0.5,,,,,,,,,0.6470588235294118,0.5,0.5042176470588235,,0.52265,,0.6666666666666666,13.985714285714286,24.299999999999997,0.33620689655172414,6.0,4.0,12.0,6.0,,6.0,,,2.0,12.0,,,1.0,1.0,,3.0,,,,0.6666666666666666,,0.3333333333333333,,,,,0.35294117647058826,0.5,,0.8,,,4.0,,4.0,,,,,4.0,1.0,,1.0,,,1.0,,,,0.6666666666666666,0.6666666666666666,0.75,,1.0,,,,,,,,1.0,,0.25,True,,,,,,,,,,,,,,,,
2063,1610612756,Jake Voskuhl,Jake Voskuhl,2063,PHX,1969.0,33.0,-3.0,73.0,71.0,29.0,44.0,8.0,144.0,5.0,5.0,3.0,3.0,,,,2.0,1.0,8.0,,,,,,,6.0,15.0,,,3.0,15.0,71.0,3.0,3.0,,,8.0,1.0,3.0,,,2.0,4.0,6.0,6.0,,6.0,,,,1.0,2.0,1.0,4.0,,5.0,3.0,8.0,,,,1.0,2.0,3.0,4.0,,,,,4.0,29.0,0.5,1.0,,,,,0.4,1.0,0.3333333333333333,0.4,1.0,0.3333333333333333,0.46875,1.0,0.5,,,,21.951219512195124,,0.14814814814814814,0.08,0.1,0.16666666666666666,0.13513513513513514,0.0967741935483871,0.2,0.05263157894736842,0.25,0.2,0.14285714285714285,0.1,0.3333333333333333,1.0,1.0,0.4,0.13333333333333333,,,,0.5333333333333333,0.125,0.125,1.0,,,,1.0,1.0,,,,,,,0.3333333333333333,,0.46182666666666666,0.58685,0.3894666666666666,0.5333333333333333,0.26666666666666666,10.853333333333333,,0.3972602739726027,,,,3.0,,3.0,,,1.0,6.0,,,1.0,,1.0,,2.0,3.0,,,,0.5,,,,,,,,,0.1875,0.1875,,,,2.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,
2470,1610612756,Smush Parker,Smush Parker,2470,PHX,697.0,12.0,-3.0,20.0,21.0,,6.0,3.0,41.0,1.0,1.0,,,,,1.0,1.0,2.0,3.0,,,,,,,4.0,5.0,,1.0,,8.0,17.0,,,,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,1.0,,,,3.0,2.0,,,,,,,,0.75,0.75,,,,,0.8,,,0.6666666666666666,,,0.6666666666666666,,,0.16666666666666666,,,39.130434782608695,,,,,,,,,,,,,,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,0.3333333333333333,,0.45174166666666665,,,,,13.959999999999999,22.8,,1.0,,,,,,,,,,,1.0,3.0,2.0,,,,,,,,1.0,,,,,0.16666666666666666,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
