EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,TsPct,SecondChanceTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,FTOffRebounds,Steals,LostBallSteals,ShootingFouls,BlockedLongMidRange,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,OffFTReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,ShortMidRangeFGM,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,2pt And 1 Free Throw Trips,FG3APct,LiveBallTurnoverPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGA,PenaltyCorner3FGA,PenaltyFtPoints,Fg2aBlocked,Fg3aBlocked,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,BlockedShortMidRange,SelfOReb,SelfORebPct,FTDefRebounds,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Travels,DefensiveGoaltends,HeaveAttempts,OffCorner3ReboundPct,on,SecondChanceTurnovers,3SecondViolations,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked
1032,1610612765,Darvin Ham,Darvin Ham,1032,DET,1251.0,21,6.0,43,41,29,13,4,84,1.0,1,30,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3,2.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,29,0.25,0.5,6.382978723404256,0.15789473684210525,0.10526315789473684,0.125,0.10526315789473684,0.16666666666666666,0.2,0.2857142857142857,0.25,1.0,1.0,1.0,1.0,0.6744186046511628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,1811.0,30,-9.0,56,57,25,7,6,113,2.0,14,53,,2.0,,,,,1.0,2.0,2,2.0,4,,,,4.0,,,,2.0,1.0,2.0,1.0,2.0,2.0,25,0.7,1.0,15.625,0.11764705882352941,0.05,0.07692307692307693,0.041666666666666664,0.1,,,0.16666666666666666,1.0,0.1,0.1,0.14285714285714285,0.44642857142857145,3.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,6.0,9.0,1.0,1.0,4.0,5.0,8.0,8.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,8.0,0.6666666666666666,0.8,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,0.8,0.2,0.14285714285714285,0.5555555555555556,0.6,0.6,0.6666666666666666,0.1111111111111111,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,0.4,1.0,0.5555555555555556,0.47078888888888887,0.5732,0.44352,0.5714285714285714,6.677777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,1108.0,18,5.0,37,36,13,5,4,73,2.0,6,28,,,3.0,3.0,2.0,6.0,,3.0,3,,3,,3.0,1.0,1.0,,,,3.0,2.0,,,,,13,0.5,,21.951219512195124,0.16666666666666666,,0.13043478260869565,,,,,,,0.3333333333333333,0.5,,0.35135135135135137,1.0,1.0,,,,,1.0,,1.0,2.0,3.0,,,,,,2.0,2.0,,,,,1.0,,,0.5,0.5,0.6666666666666666,,,0.4,,,,,0.2727272727272727,0.2,1.0,1.0,,0.2,0.2,,,,,,,,0.6,0.5532199999999999,,0.57585,,10.1,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,0.4,1.0,1.0,1.0,1.0,0.4,1.0,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,1610612765,Horace Jenkins,Horace Jenkins,2798,DET,6089.0,101,-16.0,197,198,99,58,22,395,12.0,42,179,4.0,6.0,9.0,9.0,3.0,18.0,2.0,4.0,6,3.0,9,4.0,7.0,3.0,6.0,1.0,,,13.0,6.0,1.0,1.0,1.0,1.0,99,0.4117647058823529,0.6,26.00896860986547,0.04938271604938271,0.024691358024691357,0.05660377358490566,0.031914893617021274,,0.09523809523809523,,,1.0,0.12,0.14634146341463414,0.14285714285714285,0.5025380710659898,9.0,18.0,1.0,2.0,5.0,9.0,5.0,5.0,13.0,15.0,36.0,1.0,3.0,9.0,18.0,22.0,18.0,12.0,,,5.0,3.0,2.0,,22.0,0.6,0.6,0.4166666666666667,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.375,0.4230769230769231,,0.11764705882352941,0.4,0.5,0.6,0.6666666666666666,0.1111111111111111,0.28888888888888886,0.38461538461538464,0.38461538461538464,0.4,0.6666666666666666,0.5,0.375,0.5555555555555556,0.6,0.5010688888888889,0.41963333333333336,0.47859375,0.5238095238095238,8.252777777777778,1.0,7.0,5.0,9.0,6.0,7.0,5.0,3.0,1.0,1.0,0.2,0.42857142857142855,0.2,0.5,1.0,0.15555555555555556,0.20833333333333334,25.2,2.0,1.0,4.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.6,0.2857142857142857,0.08,0.07692307692307693,0.09090909090909091,0.05263157894736842,0.16666666666666666,0.044444444444444446,0.041666666666666664,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,1610612765,Elden Campbell,Elden Campbell,922,DET,1761.0,29,7.0,53,52,11,5,8,105,2.0,10,45,,,1.0,1.0,1.0,2.0,1.0,4.0,6,2.0,8,1.0,1.0,,7.0,1.0,,,5.0,3.0,1.0,,1.0,1.0,11,0.4166666666666667,,20.967741935483872,0.15384615384615385,0.037037037037037035,0.1935483870967742,0.03225806451612903,,0.1111111111111111,,0.2,1.0,0.25,0.25,,0.20754716981132076,2.0,2.0,,,,,3.0,2.0,5.0,4.0,10.0,,1.0,1.0,2.0,2.0,6.0,2.0,,1.0,,,4.0,,2.0,0.75,0.75,0.4,,0.5,0.4,,0.5,0.5,0.5,0.1875,0.2,1.0,1.0,0.5,0.3,0.5,0.4,0.4,1.0,,,,,0.2,0.40691,0.3577,0.36724999999999997,0.2,10.100000000000001,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,0.4,,,0.3333333333333333,0.5,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,1167.0,19,,37,36,22,6,6,73,4.0,8,35,,2.0,2.0,2.0,2.0,4.0,2.0,,1,3.0,4,,1.0,1.0,,,,,5.0,3.0,,,,,22,0.5,0.5,20.0,,0.14285714285714285,0.07142857142857142,0.1875,0.2857142857142857,,,,,0.375,0.375,0.25,0.5945945945945946,1.0,4.0,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,5.0,5.0,,4.0,2.0,,2.0,1.0,,,5.0,,,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4,0.5,,,0.6666666666666666,0.25,0.3333333333333333,,0.16666666666666666,0.16666666666666666,1.0,1.0,,0.5,,0.6,0.3333333333333333,0.6666666666666666,0.5416166666666666,0.50105,0.52938,0.625,4.716666666666666,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,0.16666666666666666,0.25,,,0.25,0.5,0.5,,1.0,,,,1.0,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,1610612765,Darko Milicic,Darko Milicic,2545,DET,3874.0,65,-6.0,127,129,77,47,16,256,6.0,20,120,3.0,5.0,1.0,1.0,1.0,2.0,1.0,7.0,13,1.0,14,2.0,4.0,2.0,7.0,,,,10.0,5.0,4.0,4.0,4.0,4.0,77,0.3225806451612903,0.625,23.80952380952381,0.14,0.0196078431372549,0.17391304347826086,0.01639344262295082,,,0.1111111111111111,0.14285714285714285,1.0,0.16129032258064516,0.16129032258064516,0.25,0.6062992125984252,4.0,5.0,,1.0,2.0,3.0,11.0,,10.0,7.0,26.0,1.0,2.0,5.0,15.0,13.0,10.0,4.0,,,,,4.0,,13.0,0.7142857142857143,0.7142857142857143,0.2692307692307692,0.5,0.3333333333333333,0.2692307692307692,0.5,0.3333333333333333,0.3611111111111111,,0.16666666666666666,0.19230769230769232,0.8,0.8,1.0,0.4230769230769231,0.38461538461538464,,,,0.5,,0.2,0.6666666666666666,0.19230769230769232,0.40713846153846145,0.4319,0.41009333333333337,0.65,11.738461538461538,3.0,,,,,,,2.0,1.0,,,0.5,0.2727272727272727,0.2727272727272727,0.3333333333333333,,,,,,3.0,,,,,5.0,,1.0,1.0,1.0,,,,,,,,0.2631578947368421,,,0.3333333333333333,,,,,,,1.0,1.0,0.2,0.047619047619047616,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,992.0,17,2.0,34,32,21,9,2,66,,4,27,,2.0,2.0,2.0,1.0,4.0,,1.0,2,,2,,,,,,,,2.0,,,,,,21,0.5,1.0,11.11111111111111,0.06666666666666667,,0.11764705882352941,,,,0.14285714285714285,,,,,0.5,0.6176470588235294,1.0,1.0,1.0,1.0,,,,1.0,2.0,2.0,3.0,1.0,1.0,,,,2.0,2.0,,,1.0,,,,,0.5,0.5,0.6666666666666666,1.0,,0.6666666666666666,1.0,,,,,0.3333333333333333,1.0,1.0,1.0,,0.6666666666666666,0.5,0.5,,1.0,1.0,,,0.3333333333333333,0.45153333333333334,0.5981,,,12.1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,0.5,,,0.5,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,1610612765,Carlos Arroyo,Carlos Arroyo,2306,DET,2376.0,40,-18.0,77,84,47,33,9,161,11.0,15,79,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,4,2.0,6,1.0,1.0,1.0,5.0,1.0,,,12.0,2.0,,,,,47,0.5357142857142857,0.3333333333333333,17.24137931034483,0.13333333333333333,0.05405405405405406,0.09302325581395349,0.046511627906976744,,0.1,0.1,,,0.2,0.2,0.13333333333333333,0.6103896103896104,,3.0,,1.0,,1.0,1.0,2.0,4.0,2.0,8.0,,2.0,2.0,4.0,11.0,2.0,2.0,,,,,1.0,,11.0,0.5,0.5,0.25,,0.5,0.25,,0.5,0.6875,,0.3,0.375,,,,0.125,0.5,0.5,0.5,0.5,0.5,,0.25,,0.375,0.453625,0.47405,0.41224999999999995,0.7333333333333333,9.9375,,,,,,,1.0,,,,,,,,,,,,,,7.0,2.0,,,,,,,,,,4.0,,0.25,0.6666666666666666,,,,,,,,,,,,,,1.0,,0.05555555555555555,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,1878.0,31,-4.0,61,61,34,19,3,122,1.0,5,46,,,4.0,4.0,2.0,8.0,,9.0,11,,11,2.0,3.0,,2.0,,,,2.0,,3.0,3.0,3.0,2.0,34,0.4166666666666667,,13.846153846153845,0.3,,0.28205128205128205,,,,0.125,0.5714285714285714,0.6666666666666666,,,,0.5573770491803278,2.0,2.0,,,1.0,1.0,,,3.0,2.0,5.0,,,1.0,1.0,3.0,,4.0,,,,,2.0,,3.0,,,0.4,,1.0,0.4,,1.0,0.75,,0.26666666666666666,0.4,1.0,1.0,,,0.6,,,,,,1.0,1.0,0.4,0.47704,,0.6869,0.6,11.440000000000001,,,,,,,1.0,1.0,1.0,,,0.3333333333333333,,,,,,,,,1.0,,,1.0,,2.0,,1.0,,,,1.0,,,,,,0.2222222222222222,,,0.2857142857142857,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
