EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,LostBallSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Corner3Assists,SecondChanceTurnovers,Loose Ball Fouls,OffCorner3ReboundPct,SecondChanceCorner3FGA,Travels,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,on,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,HeaveMakes,Blocked3s,BlockedArc3,BlockedCorner3,3pt And 1 Free Throw Trips,Clear Path Fouls
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,17250.0,288,-51,569,565,199,179,74,1134,18.0,31,3.0,9.0,6.0,10.0,8.0,38.0,21.0,57.0,1.0,5.0,1.0,2.0,6.0,18.0,1.0,2.0,1.0,6.0,47,126,7.0,23.0,30.0,145,628,4.0,15.0,1.0,2.0,7.0,18.0,15.0,40.0,2.0,8.0,17.0,53,60.0,34.0,21.0,6.0,1.0,17.0,6.0,5.0,13.0,7.0,20.0,7.0,6.0,1.0,6.0,47.0,3.0,9.0,1.0,8.0,25,12.0,45,13.0,58,5.0,4.0,4.0,6.0,1.0,3.0,1.0,5.0,9,2.0,7.0,13,1.0,37.0,5.0,13.0,8.0,5.0,3.0,2.0,5.0,3.0,1.0,53,199,2.0,0.6382978723404256,0.6818181818181818,1.0,0.30434782608695654,0.5,0.25,0.3181818181818182,0.373015873015873,0.26666666666666666,0.375,0.3859060402684564,0.3235294117647059,0.375,0.4393939393939394,0.45,0.45689655172413796,0.15436241610738255,0.03968253968253968,0.03225806451612903,0.10526315789473684,26.363636363636363,0.6666666666666666,0.46153846153846156,0.05555555555555555,0.12437810945273632,0.03982300884955752,0.14545454545454545,0.046875,0.12890625,0.041379310344827586,0.08771929824561403,0.02702702702702703,0.021052631578947368,0.06521739130434782,0.1016949152542373,0.14492753623188406,0.1232876712328767,0.10526315789473684,0.23529411764705882,0.056818181818181816,0.6,0.2080536912751678,0.5806451612903226,0.6,0.4444444444444444,0.2550335570469799,0.21052631578947367,0.23529411764705882,0.625,0.3825503355704698,0.3684210526315789,0.3684210526315789,0.8095238095238095,0.03355704697986577,0.2,0.2,1.0,0.12080536912751678,0.3333333333333333,0.3333333333333333,1.0,0.5294117647058824,0.3333333333333333,0.11764705882352941,0.5,1.0,0.20833333333333334,0.6,0.041666666666666664,0.5,0.125,0.16666666666666666,0.3624161073825503,0.35294117647058826,0.44840641891891886,0.4808333333333333,0.43366489361702126,0.08280254777070063,0.09701492537313433,0.12413793103448276,0.36551724137931035,11.512698412698414,25.66086956521739,0.34973637961335674,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1716,1610612764,Larry Hughes,Larry Hughes,1716,WAS,5662.0,94,-5,206,196,113,78,20,402,13.0,19,,,6.0,10.0,2.0,4.0,7.0,21.0,,,,,6.0,12.0,1.0,1.0,4.0,6.0,22,44,6.0,12.0,19.0,81,224,1.0,1.0,1.0,1.0,1.0,6.0,10.0,23.0,4.0,6.0,14.0,46,14.0,30.0,6.0,,,12.0,6.0,3.0,6.0,2.0,8.0,2.0,,1.0,5.0,18.0,,1.0,,4.0,7,,11,1.0,12,1.0,3.0,2.0,4.0,3.0,3.0,,1.0,7,2.0,2.0,6,1.0,21.0,1.0,6.0,5.0,,,,,,,46,113,1.0,0.3181818181818182,0.3181818181818182,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5,0.5,1.0,0.43478260869565216,0.5535714285714286,1.25,0.5517241379310345,0.6136363636363636,1.0,0.6388888888888888,0.21428571428571427,0.06818181818181818,0.15789473684210525,,32.01754385964912,0.5714285714285714,,,0.1206896551724138,0.01639344262295082,0.17391304347826086,,0.13580246913580246,0.011627906976744186,,,0.03125,,,0.09090909090909091,0.25,0.2222222222222222,,0.04,,0.3392857142857143,0.6842105263157895,0.8125,0.23076923076923078,0.07142857142857142,0.5,0.5,,0.375,0.3333333333333333,0.3333333333333333,0.5714285714285714,,,,,0.21428571428571427,0.5,0.5,0.3333333333333333,,,0.5,1.0,1.0,0.3448275862068966,0.6,,,0.20689655172413793,0.6666666666666666,0.5535714285714286,0.5,0.5049401785714286,0.448675,0.4842068965517241,0.09836065573770492,0.12244897959183673,0.07407407407407407,0.5679012345679012,9.456818181818182,25.866666666666664,0.5485436893203883,12.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1913,1610612764,Michael Ruffin,Michael Ruffin,1913,WAS,13355.0,223,-37,414,422,113,94,63,836,6.0,14,4.0,8.0,1.0,1.0,,5.0,1.0,1.0,,,,,,,,,,,7,20,,,2.0,16,449,4.0,9.0,,,,8.0,1.0,1.0,,,,2,6.0,8.0,,8.0,,,,2.0,6.0,6.0,12.0,4.0,1.0,2.0,3.0,30.0,2.0,21.0,1.0,8.0,17,1.0,26,24.0,50,2.0,10.0,8.0,2.0,,4.0,1.0,2.0,6,1.0,20.0,37,1.0,6.0,,2.0,1.0,4.0,3.0,1.0,4.0,1.0,2.0,2,113,3.0,0.42857142857142855,1.0,,,,,,0.35,0.4444444444444444,1.0,0.35,0.4444444444444444,1.0,0.34782608695652173,0.4444444444444444,1.0,,0.1,0.14285714285714285,,5.894308943089431,0.3333333333333333,0.0625,0.07692307692307693,0.11888111888111888,0.11413043478260869,0.25,0.04878048780487805,0.14285714285714285,0.10222222222222223,0.17777777777777778,0.0967741935483871,0.09090909090909091,0.03333333333333333,0.23684210526315788,0.07692307692307693,0.07575757575757576,0.2222222222222222,0.4,0.18181818181818182,0.25,0.7,0.42857142857142855,0.5,0.3333333333333333,0.25,,,,0.05,1.0,1.0,1.0,,,,,,,,,0.8888888888888888,0.5,,,,1.0,1.0,,,,,0.7,,0.475385,0.4976333333333333,0.5994,0.09090909090909091,0.09090909090909091,0.5,0.125,3.9550000000000005,,0.27294685990338163,,2.0,1.0,,2.0,1.0,3.0,0.09090909090909091,,,,,,,,,,,,,,,True,,,,,,,,,,,
2240,1610612764,Gilbert Arenas,Gilbert Arenas,2240,WAS,14796.0,247,-40,499,489,246,182,69,988,18.0,38,,2.0,12.0,23.0,5.0,20.0,15.0,29.0,,4.0,,,15.0,35.0,1.0,2.0,6.0,14.0,38,87,15.0,39.0,42.0,163,544,1.0,7.0,1.0,3.0,2.0,7.0,20.0,44.0,6.0,14.0,27.0,85,12.0,64.0,18.0,2.0,1.0,34.0,15.0,8.0,22.0,9.0,31.0,6.0,9.0,2.0,11.0,71.0,2.0,4.0,,3.0,14,1.0,18,6.0,24,2.0,15.0,5.0,10.0,7.0,10.0,1.0,3.0,20,5.0,11.0,25,4.0,57.0,5.0,23.0,6.0,4.0,2.0,1.0,4.0,3.0,,85,246,3.0,0.15789473684210525,0.16216216216216217,0.4,0.38461538461538464,0.3333333333333333,0.42857142857142855,0.39473684210526316,0.4367816091954023,0.14285714285714285,0.45454545454545453,0.4801587301587302,0.25,0.5,0.5364238410596026,0.2916666666666667,0.551948051948052,0.30952380952380953,0.09195402298850575,0.13157894736842105,0.15,29.43201376936317,0.5,0.047619047619047616,,0.08235294117647059,0.02030456852791878,0.06818181818181818,0.03333333333333333,0.0794392523364486,0.023346303501945526,0.017543859649122806,0.015384615384615385,0.02666666666666667,0.022727272727272728,0.061224489795918366,0.07407407407407407,0.1044776119402985,0.030303030303030304,0.18181818181818182,0.03278688524590164,0.75,0.30158730158730157,0.47368421052631576,0.5454545454545454,0.2222222222222222,0.15873015873015872,0.25,0.29411764705882354,,0.23015873015873015,0.5172413793103449,0.5172413793103449,0.13333333333333333,0.031746031746031744,,,,0.2777777777777778,0.42857142857142855,0.42857142857142855,0.4,0.2,,0.2,0.5,1.0,0.39655172413793105,0.5217391304347826,,,0.2413793103448276,0.42857142857142855,0.6111111111111112,0.4411764705882353,0.4837944,0.47265499999999994,0.4903236842105264,0.16551724137931034,0.21904761904761905,0.04294478527607362,0.5214723926380368,8.429885057471264,25.65897435897436,0.49298597194388777,27.0,10.0,4.0,,3.0,2.0,,0.0625,1.0,1.0,1.0,1.0,1.0,0.1,0.025,,,,,,,,True,,,,,,,,,,,
324,1610612764,Anthony Peeler,Anthony Peeler,324,WAS,31606.0,527,-105,1021,1018,347,288,140,2039,6.0,14,,,,2.0,4.0,16.0,21.0,55.0,6.0,16.0,2.0,9.0,19.0,49.0,1.0,4.0,2.0,11.0,31,85,25.0,65.0,16.0,153,1130,3.0,8.0,2.0,7.0,,12.0,8.0,18.0,4.0,20.0,6.0,34,44.0,18.0,63.0,,,49.0,19.0,6.0,40.0,17.0,57.0,11.0,17.0,6.0,17.0,131.0,5.0,8.0,1.0,10.0,40,1.0,51,14.0,65,1.0,18.0,10.0,19.0,14.0,9.0,1.0,5.0,28,5.0,19.0,39,1.0,18.0,1.0,5.0,3.0,2.0,1.0,,2.0,1.0,,34,347,7.0,0.7096774193548387,0.7096774193548387,0.84,0.38461538461538464,0.2857142857142857,0.2,0.38461538461538464,0.36470588235294116,0.375,0.4444444444444444,0.45666666666666667,0.4,0.3684210526315789,0.48417721518987344,0.4,0.4146341463414634,0.43333333333333335,0.07058823529411765,0.14285714285714285,0.1875,15.630252100840336,0.6785714285714286,0.02564102564102564,0.02631578947368421,0.11461318051575932,0.019753086419753086,0.10526315789473684,0.04065040650406504,0.11261261261261261,0.02462121212121212,,0.014705882352941176,0.03614457831325301,0.044444444444444446,0.0707070707070707,0.125,0.13768115942028986,0.1095890410958904,0.09090909090909091,0.011627906976744186,0.5,0.09333333333333334,0.42857142857142855,0.5,0.6666666666666666,0.10666666666666667,0.25,0.3076923076923077,0.5,0.36666666666666664,0.38181818181818183,0.3888888888888889,0.7619047619047619,0.10666666666666667,0.375,0.375,1.0,0.32666666666666666,0.3877551020408163,0.3877551020408163,0.7894736842105263,,,0.26666666666666666,0.25,,0.05263157894736842,,0.23684210526315788,0.2222222222222222,0.2894736842105263,0.18181818181818182,0.5266666666666666,0.3877551020408163,0.47479799999999994,0.49318750000000006,0.47453289473684207,0.03870967741935484,0.056179775280898875,0.0784313725490196,0.2222222222222222,14.103529411764702,24.975384615384616,0.33986287952987265,12.0,8.0,4.0,,6.0,1.0,1.0,0.030303030303030304,3.0,,,1.0,1.0,0.2,0.015151515151515152,1.0,0.01818181818181818,0.3333333333333333,1.0,,,,True,,,,,,,,,,,
2407,1610612764,Jared Jeffries,Jared Jeffries,2407,WAS,8709.0,145,-55,283,285,99,106,38,568,8.0,19,3.0,8.0,3.0,5.0,1.0,5.0,1.0,4.0,1.0,2.0,,1.0,1.0,4.0,,,,2.0,10,28,2.0,6.0,7.0,33,338,3.0,10.0,,,2.0,8.0,4.0,7.0,,3.0,4.0,12,8.0,12.0,6.0,4.0,,4.0,1.0,4.0,6.0,2.0,8.0,,2.0,,4.0,18.0,3.0,6.0,,2.0,1,3.0,6,9.0,15,1.0,1.0,,3.0,1.0,6.0,,2.0,9,2.0,5.0,15,3.0,12.0,,3.0,3.0,2.0,2.0,,2.0,2.0,,12,99,2.0,0.4,0.5,1.0,0.3333333333333333,,,0.3333333333333333,0.35714285714285715,0.3,0.5714285714285714,0.38235294117647056,0.3,0.4,0.4125,0.3333333333333333,0.42857142857142855,0.17647058823529413,0.14285714285714285,0.15789473684210525,0.2,14.714714714714715,0.3333333333333333,0.25,,0.010526315789473684,0.05504587155963303,0.07142857142857142,0.07142857142857142,0.024390243902439025,0.059602649006622516,0.029411764705882353,0.05714285714285714,0.075,0.06060606060606061,,,0.03225806451612903,0.05,0.125,0.058823529411764705,1.0,0.5588235294117647,0.42105263157894735,0.5,0.375,0.14705882352941177,0.2,0.25,,0.11764705882352941,0.25,0.25,1.0,0.058823529411764705,0.5,0.5,1.0,0.11764705882352941,0.25,0.25,1.0,0.8,0.375,,,,0.5,0.6,0.1,,0.2,,0.7352941176470589,0.25,0.5066882352941177,0.5364125,0.48901500000000003,0.08108108108108109,0.0967741935483871,0.24242424242424243,0.36363636363636365,5.0928571428571425,25.33333333333334,0.3498233215547703,,1.0,,,2.0,2.0,1.0,0.1111111111111111,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,
2553,1610612764,Jarvis Hayes,Jarvis Hayes,2553,WAS,19508.0,325,-114,613,609,172,160,89,1222,13.0,24,2.0,7.0,2.0,4.0,9.0,35.0,13.0,44.0,4.0,10.0,2.0,5.0,5.0,15.0,,,2.0,7.0,35,103,9.0,25.0,24.0,121,690,5.0,21.0,,1.0,,10.0,5.0,22.0,4.0,12.0,10.0,32,36.0,34.0,24.0,6.0,1.0,14.0,5.0,2.0,11.0,3.0,14.0,2.0,4.0,2.0,5.0,31.0,5.0,9.0,,7.0,27,8.0,42,14.0,56,3.0,10.0,8.0,4.0,2.0,11.0,3.0,2.0,15,7.0,10.0,21,2.0,28.0,2.0,12.0,3.0,1.0,1.0,,1.0,1.0,,32,172,3.0,0.5142857142857142,0.5625,0.8888888888888888,0.36,,0.3333333333333333,0.375,0.33980582524271846,0.23809523809523808,0.22727272727272727,0.37890625,0.22727272727272727,0.3235294117647059,0.42907801418439717,0.22727272727272727,0.4,0.1953125,0.019417475728155338,,0.05714285714285714,21.636615811373094,0.26666666666666666,0.32,,0.12980769230769232,0.034482758620689655,0.14583333333333334,0.06493506493506493,0.1328125,0.04142011834319527,,0.06741573033707865,0.027777777777777776,0.08928571428571429,0.06896551724137931,0.09523809523809523,0.19540229885057472,0.1794871794871795,,0.037037037037037035,1.0,0.1875,0.5416666666666666,0.5416666666666666,0.7692307692307693,0.2734375,0.2571428571428571,0.2727272727272727,0.1111111111111111,0.34375,0.29545454545454547,0.29545454545454547,0.5384615384615384,0.078125,0.4,0.4,1.0,0.1171875,0.3333333333333333,0.3333333333333333,0.8,0.3181818181818182,0.2857142857142857,,,,0.11764705882352941,0.5,0.14705882352941177,0.4,0.20588235294117646,0.2857142857142857,0.3828125,0.35714285714285715,0.45491181102362194,0.45680666666666664,0.42950757575757575,0.08695652173913043,0.10619469026548672,0.08264462809917356,0.2644628099173554,11.1631067961165,25.548000000000002,0.2805872756933116,3.0,2.0,2.0,1.0,1.0,4.0,,,1.0,,,,,0.045454545454545456,,,,,,,1.0,,True,,,,,,,,,,,
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,7621.0,127,-25,242,243,108,55,40,485,6.0,15,3.0,6.0,3.0,7.0,10.0,19.0,2.0,2.0,,,,,,,,,,,18,36,,,12.0,48,267,4.0,8.0,,,3.0,11.0,5.0,14.0,,,6.0,16,26.0,10.0,,6.0,,,,6.0,2.0,1.0,3.0,,1.0,,1.0,7.0,4.0,7.0,,5.0,16,2.0,23,11.0,34,,1.0,1.0,2.0,1.0,3.0,,1.0,5,2.0,9.0,17,1.0,27.0,1.0,12.0,2.0,9.0,6.0,2.0,9.0,4.0,,16,108,,0.7222222222222222,0.8666666666666667,,,,,,0.5,0.5,0.35714285714285715,0.5,0.5,0.35714285714285715,0.4897959183673469,0.4583333333333333,0.4,,0.16666666666666666,0.26666666666666666,0.10526315789473684,18.685121107266436,0.4,0.25,,0.18823529411764706,0.06363636363636363,0.29411764705882354,0.17391304347826086,0.20588235294117646,0.08270676691729323,0.034482758620689655,0.08571428571428572,0.06521739130434782,0.15789473684210525,0.08333333333333333,0.2857142857142857,0.2,0.3333333333333333,0.2,,0.4444444444444444,0.4166666666666667,0.4,0.5454545454545454,0.5,0.5277777777777778,0.5263157894736842,0.5882352941176471,0.8,0.05555555555555555,1.0,1.0,1.0,,,,,,,,,0.75,0.5,,,,0.5,0.42857142857142855,,,,,0.4166666666666667,,0.46143888888888884,0.56802,0.44290714285714283,0.2553191489361702,0.2553191489361702,0.22916666666666666,0.3333333333333333,5.580555555555556,,0.4462809917355372,,,1.0,,1.0,1.0,1.0,0.25,,1.0,,,1.0,,,,,,,,,,True,,,,,,,,,,,
2198,1610612764,Kwame Brown,Kwame Brown,2198,WAS,7698.0,128,-25,240,239,59,48,33,479,7.0,11,2.0,4.0,1.0,2.0,9.0,21.0,4.0,8.0,,,,,,,,,,,20,40,,,14.0,54,264,5.0,8.0,,,,10.0,1.0,5.0,,,9.0,11,24.0,16.0,,6.0,,,,3.0,7.0,1.0,8.0,1.0,1.0,2.0,4.0,17.0,1.0,10.0,,5.0,13,,18,11.0,29,2.0,2.0,,6.0,2.0,7.0,,4.0,13,3.0,7.0,10,2.0,21.0,1.0,7.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,11,59,1.0,0.6,0.7058823529411765,,,,,,0.5,0.625,0.2,0.5,0.625,0.2,0.54,0.5555555555555556,0.5,,0.075,0.09090909090909091,0.09523809523809523,22.743682310469314,0.46153846153846156,,,0.17567567567567569,0.10989010989010989,0.15625,0.037037037037037035,0.16981132075471697,0.09322033898305085,0.125,0.16216216216216217,0.05263157894736842,0.045454545454545456,0.2,0.25,0.07692307692307693,0.14285714285714285,0.25,0.11764705882352941,0.6666666666666666,0.275,0.6363636363636364,0.7,0.42857142857142855,0.525,0.42857142857142855,0.47368421052631576,0.5555555555555556,0.2,0.5,0.5,1.0,,,,,,,,,0.5,0.5,,,,0.4,0.5,,,,,0.275,,0.4249549999999999,0.4439125,0.40412,0.15217391304347827,0.15217391304347827,0.18518518518518517,0.2037037037037037,7.505,,0.24583333333333332,,2.0,2.0,,,2.0,1.0,,,1.0,,,,,,,,,,1.0,,,True,,,,,,,,,,,
2217,1610612764,Brendan Haywood,Brendan Haywood,2217,WAS,7748.0,129,-17,248,253,70,83,30,501,13.0,13,8.0,8.0,2.0,2.0,1.0,9.0,,,,,,,,,,,,,14,22,,,9.0,37,286,8.0,11.0,,,5.0,21.0,2.0,5.0,,,,4,16.0,12.0,,12.0,,,,1.0,2.0,,2.0,,,,2.0,4.0,4.0,9.0,,3.0,9,1.0,13,13.0,26,,3.0,2.0,1.0,,3.0,,1.0,4,1.0,12.0,20,1.0,20.0,2.0,10.0,1.0,9.0,4.0,4.0,9.0,5.0,,4,70,3.0,0.5714285714285714,1.0,,,,,,0.6363636363636364,0.7272727272727273,0.4,0.6363636363636364,0.7272727272727273,0.4,0.5967741935483871,0.75,0.2857142857142857,,0.045454545454545456,,0.1111111111111111,12.237762237762238,0.25,0.2,,0.09,0.10714285714285714,0.09090909090909091,0.10810810810810811,0.09022556390977443,0.10743801652892562,0.13043478260869565,0.11538461538461539,0.08571428571428572,0.043478260869565216,0.10714285714285714,0.08333333333333333,0.08333333333333333,0.14285714285714285,,,0.5555555555555556,0.5909090909090909,1.0,1.0,0.5384615384615384,0.4090909090909091,0.1111111111111111,0.125,1.0,,,,,,,,,,,,,0.7272727272727273,1.0,,,,0.4,1.0,,,,,0.5909090909090909,,0.5396954545454545,0.5638142857142857,0.5098199999999999,0.3333333333333333,0.3333333333333333,0.5675675675675675,0.10810810810810811,4.1454545454545455,,0.28225806451612906,,1.0,,,,,3.0,0.21428571428571427,,2.0,,,1.0,,,,,,,,,0.25,True,,,,,,,,,,,
