EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PtsPutbacks,HeaveAttempts,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangeFGM,Corner3Assists,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,AtRimPctBlocked,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,Corner3FGM,PenaltyCorner3FGA,FTOffRebounds,BlockedLongMidRange,OffensiveGoaltends,LongMidRangePctBlocked,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,on,BlockedCorner3,Clear Path Fouls
689,1610612757,Theo Ratliff,Theo Ratliff,689,POR,5264.0,88,-14,164,167,59,64,25,331,4.0,9.0,5.0,,,,,,,5.0,14.0,,,15.0,164,3.0,3.0,,,6.0,8.0,2.0,,,,3.0,3.0,3.0,2.0,1.0,6.0,1.0,8.0,11.0,16.0,5.0,1.0,,,1.0,3.0,7.0,6.0,59,,0.8,0.8,,,,,0.35714285714285715,0.35714285714285715,0.6666666666666666,0.4411764705882353,0.75,,0.21428571428571427,0.2,9.473684210526317,,0.1111111111111111,0.0625,0.10227272727272728,0.11764705882352941,0.07692307692307693,0.6428571428571429,0.4444444444444444,0.5714285714285714,0.75,0.35714285714285715,,,,,,,,,0.6428571428571429,,0.47091428571428573,0.4358,0.40210000000000007,0.4,3.5285714285714285,,0.3597560975609756,1.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,,,,,,,4.0,2.0,5.0,3.0,4.0,,1.0,,1.0,,,6.0,3.0,,,,16.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.375,0.2857142857142857,0.06451612903225806,,0.05,0.11538461538461539,0.06666666666666667,,,0.07692307692307693,0.5,0.2,0.25,1.0,0.6666666666666666,0.5,0.6666666666666666,1.0,0.17647058823529413,0.17647058823529413,0.2,,,,1.0,1.0,,16.0,14.0,2.0,9.0,,,0.2222222222222222,,0.13793103448275862,,0.5625,,,,1.0,,,1.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2566,1610612757,Travis Outlaw,Travis Outlaw,2566,POR,15705.0,262,-34,515,519,187,196,62,1034,26.0,44.0,25.0,36.0,1.0,2.0,4.0,,,52.0,105.0,3.0,5.0,129.0,537,19.0,38.0,1.0,1.0,49.0,44.0,60.0,6.0,4.0,2.0,6.0,13.0,15.0,9.0,2.0,32.0,5.0,20.0,26.0,40.0,12.0,5.0,9.0,8.0,15.0,10.0,22.0,49.0,187,5.0,0.4230769230769231,0.4888888888888889,0.6666666666666666,0.6,1.0,0.6,0.49523809523809526,0.5136363636363637,0.5,0.5375,0.5444444444444444,0.045454545454545456,0.05714285714285714,0.08,23.195876288659793,0.6,0.10309278350515463,0.08771929824561403,0.099601593625498,0.0392156862745098,0.05128205128205128,0.4,0.5909090909090909,0.6341463414634146,0.5769230769230769,0.22727272727272727,0.32727272727272727,0.00909090909090909,0.03636363636363636,0.5,0.5,0.5,,,0.44545454545454544,0.5,0.4720063636363636,0.4952342105263158,0.5032692307692308,0.3798449612403101,8.608571428571429,24.419999999999998,0.36310679611650487,8.0,11.0,10.0,18.0,13.0,16.0,11.0,4.0,26.0,18.0,10.0,14.0,,2.0,2.0,2.0,1.0,12.0,1.0,14.0,1.0,7.0,1.0,6.0,1.0,4.0,6.0,,22.0,9.0,3.0,,,13.0,0.5789473684210527,0.47368421052631576,0.55,0.5909090909090909,0.047619047619047616,0.06521739130434782,0.03225806451612903,0.06046511627906977,0.09090909090909091,0.043478260869565216,0.05555555555555555,0.037037037037037035,0.16216216216216217,0.02127659574468085,0.52,0.5652173913043478,0.3076923076923077,0.55,0.7272727272727273,0.46153846153846156,0.5555555555555556,0.07692307692307693,0.08035714285714286,0.20155038759689922,13.0,,3.0,1.0,,2.0,13.0,5.0,5.0,5.0,1.0,1.0,0.06818181818181818,,0.08695652173913043,0.16666666666666666,0.38461538461538464,0.3611111111111111,0.37142857142857144,0.23076923076923078,0.125,1.0,1.0,1.0,3.0,,0.027777777777777776,0.043478260869565216,1.0,1.0,1.0,0.02564102564102564,,,1.0,,1.0,,1.0,3.0,,,,,,,0.05,,,1.0,,,,,,1.0,True,,
2775,1610612757,Ha Ha,Ha Ha,2775,POR,4305.0,72,-21,139,139,55,83,19,278,8.0,15.0,4.0,,,,,,,8.0,19.0,,,20.0,146,4.0,9.0,,,8.0,12.0,4.0,,,,1.0,,,,,,4.0,2.0,7.0,12.0,1.0,1.0,4.0,1.0,9.0,7.0,13.0,8.0,55,1.0,0.75,1.0,,,,,0.42105263157894735,0.42105263157894735,0.3333333333333333,0.43478260869565216,0.4,,0.05263157894736842,,20.0,0.4444444444444444,0.043478260869565216,0.19047619047619047,0.08955223880597014,0.1,0.26666666666666666,0.7894736842105263,0.5333333333333333,0.5714285714285714,0.75,0.21052631578947367,,,,,,,,,0.7894736842105263,,0.4821578947368422,0.5750333333333333,0.46684444444444445,0.4,2.6789473684210527,,0.39568345323741005,3.0,4.0,3.0,7.0,,4.0,3.0,3.0,9.0,3.0,2.0,4.0,,,,,1.0,4.0,1.0,5.0,,,,5.0,3.0,,1.0,2.0,9.0,4.0,1.0,,,4.0,0.75,0.3333333333333333,0.75,0.75,0.16666666666666666,0.07547169811320754,0.1111111111111111,0.08064516129032258,0.0625,0.1,0.07407407407407407,,0.05263157894736842,,,,,1.0,0.75,0.7777777777777778,0.42857142857142855,0.18181818181818182,0.18181818181818182,0.45,,,,1.0,1.0,1.0,4.0,2.0,2.0,1.0,,2.0,0.06666666666666667,0.3333333333333333,,,0.25,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,
2216,1610612757,Zach Randolph,Zach Randolph,2216,POR,442.0,7,-9,13,12,1,1,2,25,,,,2.0,,,,,,,2.0,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,1.0,,,,,,,,,,0.3615,,,,15.6,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2486,1610612757,Maurice Baker,Maurice Baker,2486,POR,730.0,12,-1,21,22,12,16,4,43,,,1.0,,,,,,,,1.0,,,,16,1.0,,,,,,,,,,,,1.0,,,3.0,,1.0,1.0,2.0,,,,,,,2.0,,12,,,,,,,,,,,,,,,,3.846153846153846,,0.09090909090909091,,0.07692307692307693,,,,,,,1.0,,,,,,,,,,,0.4173,0.4173,,,13.9,,0.5714285714285714,,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,0.1,,0.07692307692307693,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1507,1610612757,Derek Anderson,Derek Anderson,1507,POR,73006.0,1217,-101,2260,2250,609,545,329,4510,38.0,63.0,42.0,129.0,40.0,42.0,109.0,9.0,25.0,92.0,234.0,57.0,149.0,425.0,2402,21.0,55.0,16.0,40.0,129.0,80.0,104.0,147.0,108.0,42.0,8.0,108.0,140.0,58.0,34.0,312.0,18.0,76.0,101.0,126.0,35.0,16.0,40.0,28.0,68.0,33.0,85.0,129.0,609,10.0,0.43478260869565216,0.45454545454545453,0.8596491228070176,0.3825503355704698,0.4,0.38513513513513514,0.39316239316239315,0.46344647519582244,0.4842105263157895,0.5035545023696683,0.5560344827586207,0.38903394255874674,0.03418803418803419,0.023809523809523808,18.49056603773585,0.5882352941176471,0.08616780045351474,0.08035714285714286,0.08499095840867993,0.05179282868525897,0.07692307692307693,0.16449086161879894,0.6031746031746031,0.6666666666666666,0.4473684210526316,0.10966057441253264,0.3368146214099217,0.10443864229765012,0.2845953002610966,0.3853211009174312,0.3888888888888889,0.8095238095238095,0.2631578947368421,0.36,0.5535248041775457,0.3888888888888889,0.47714083769633514,0.49605666666666665,0.47090053191489356,0.3035294117647059,12.01025641025641,24.81409395973155,0.26946902654867255,5.0,6.0,10.0,18.0,15.0,70.0,12.0,4.0,43.0,22.0,37.0,8.0,1.0,32.0,31.0,16.0,6.0,18.0,7.0,25.0,5.0,19.0,11.0,28.0,12.0,8.0,18.0,6.0,87.0,29.0,15.0,,,4.0,0.5714285714285714,0.4,0.5416666666666666,0.5657894736842105,0.09210526315789473,0.020022246941045607,0.02608695652173913,0.021257750221434897,0.023972602739726026,0.019011406844106463,0.01744186046511628,0.027624309392265192,0.12215909090909091,0.02262443438914027,0.35714285714285715,0.36585365853658536,0.2,0.16666666666666666,0.8333333333333334,0.18947368421052632,0.5555555555555556,0.07616707616707617,0.11328125,0.1011764705882353,39.0,1.0,4.0,3.0,5.0,7.0,4.0,2.0,2.0,,,1.0,0.09523809523809523,0.02040816326530612,0.07168458781362007,0.08823529411764706,,0.3023255813953488,0.3046875,0.5128205128205128,,15.0,15.0,1.0,,,0.007751937984496124,0.014925373134328358,0.375,0.375,1.0,0.15789473684210525,,2.0,7.0,5.0,13.0,5.0,15.0,24.0,,2.0,0.3333333333333333,0.05555555555555555,,,0.3611111111111111,0.38461538461538464,0.8,0.4666666666666667,0.013245033112582781,,1.0,0.006711409395973154,0.009174311926605505,2.0,False,,
1739,1610612757,Ruben Patterson,Ruben Patterson,1739,POR,112200.0,1870,-85,3477,3513,965,992,481,6990,241.0,385.0,99.0,65.0,5.0,,16.0,,12.0,302.0,549.0,2.0,21.0,764.0,3765,109.0,136.0,1.0,15.0,218.0,362.0,242.0,6.0,12.0,,61.0,90.0,124.0,58.0,20.0,282.0,38.0,101.0,144.0,264.0,99.0,52.0,81.0,46.0,134.0,45.0,157.0,218.0,965,30.0,0.5993377483443708,0.6830188679245283,1.0,0.09523809523809523,0.06666666666666667,0.11764705882352941,0.5500910746812386,0.5350877192982456,0.5331125827814569,0.552821997105644,0.5647668393782384,0.03684210526315789,0.1111111111111111,0.16161616161616163,20.395550061804695,0.6044776119402985,0.07250538406317301,0.0987012987012987,0.078177727784027,0.06172839506172839,0.08139534883720931,0.6754385964912281,0.625974025974026,0.7046783625730995,0.6265560165975104,0.1736842105263158,0.11403508771929824,0.008771929824561403,0.028070175438596492,,,,0.07947019867549669,,0.712280701754386,,0.5414898936170212,0.5296686813186812,0.5183537671232875,0.28534031413612565,3.5285974499089248,31.133333333333333,0.27753810756399194,46.0,84.0,66.0,96.0,39.0,154.0,54.0,25.0,133.0,79.0,57.0,74.0,4.0,34.0,23.0,12.0,20.0,97.0,5.0,120.0,13.0,47.0,11.0,53.0,35.0,9.0,32.0,18.0,264.0,120.0,23.0,2.0,2.0,20.0,0.4954128440366973,0.5808823529411765,0.4864864864864865,0.51953125,0.045454545454545456,0.07990115321252059,0.05420054200542006,0.0739102969046115,0.08089887640449438,0.10136986301369863,0.0594059405940594,0.05172413793103448,0.09298245614035087,0.06951871657754011,0.3939393939393939,0.46987951807228917,0.38461538461538464,0.7567567567567568,0.5476190476190477,0.6357615894039735,0.6875,0.17964071856287425,0.18547140649149924,0.17408376963350786,22.0,11.0,6.0,5.0,14.0,22.0,18.0,8.0,4.0,12.0,,3.0,0.11168831168831168,0.06329113924050633,0.056112224448897796,0.13385826771653545,0.6,0.3384615384615385,0.3492063492063492,0.6818181818181818,0.17391304347826086,2.0,3.0,3.0,6.0,1.0,0.03076923076923077,0.023255813953488372,0.4,0.4,1.0,0.019867549668874173,,2.0,1.0,,,,2.0,,,,,0.018018018018018018,,,,,,0.3333333333333333,,1.0,1.0,0.047619047619047616,0.0625,3.0,False,,
2032,1610612757,Darius Miles,Darius Miles,2032,POR,93792.0,1563,-67,2959,2952,909,853,371,5911,176.0,268.0,130.0,217.0,9.0,4.0,12.0,4.0,11.0,303.0,615.0,8.0,21.0,745.0,3114,73.0,157.0,6.0,16.0,220.0,370.0,236.0,18.0,10.0,4.0,33.0,94.0,126.0,65.0,20.0,284.0,40.0,145.0,205.0,272.0,70.0,19.0,67.0,39.0,147.0,93.0,179.0,220.0,909,13.0,0.6105610561056105,0.6560283687943262,0.75,0.38095238095238093,0.375,0.42105263157894735,0.4926829268292683,0.49528301886792453,0.5144508670520231,0.5130853994490359,0.5263157894736842,0.0330188679245283,0.05365853658536585,0.09230769230769231,25.71428571428571,0.4557823129251701,0.12133891213389121,0.1238390092879257,0.12187088274044795,0.132013201320132,0.11764705882352941,0.42138364779874216,0.6567164179104478,0.7125506072874493,0.6193181818181818,0.20440251572327045,0.3411949685534591,0.014150943396226415,0.018867924528301886,0.3333333333333333,0.3333333333333333,0.75,0.06358381502890173,0.36363636363636365,0.45440251572327045,0.4,0.48324613564668767,0.49298582089552245,0.47830643274853807,0.2953020134228188,8.24130081300813,26.666666666666668,0.3071983778303481,25.0,40.0,42.0,71.0,47.0,115.0,39.0,9.0,90.0,80.0,42.0,42.0,2.0,32.0,24.0,9.0,9.0,55.0,20.0,67.0,18.0,51.0,13.0,80.0,28.0,11.0,39.0,30.0,195.0,87.0,18.0,7.0,6.0,68.0,0.5342465753424658,0.5095541401273885,0.525974025974026,0.5294117647058824,0.20618556701030927,0.05116279069767442,0.037815126050420166,0.048743335872048744,0.09217877094972067,0.03536977491961415,0.027093596059113302,0.03763440860215054,0.13276231263383298,0.06382978723404255,0.36153846153846153,0.3983050847457627,0.3404255319148936,0.5194805194805194,0.625,0.41040462427745666,0.5915492957746479,0.1228813559322034,0.12663755458515283,0.12080536912751678,80.0,8.0,7.0,10.0,4.0,15.0,61.0,43.0,12.0,33.0,4.0,,0.07835820895522388,0.038461538461538464,0.1011764705882353,0.13445378151260504,0.4852941176470588,0.3686635944700461,0.3686635944700461,0.75,0.28,4.0,5.0,3.0,6.0,,,0.02654867256637168,0.4444444444444444,0.4444444444444444,0.75,0.028901734104046242,1.0,3.0,2.0,,1.0,1.0,4.0,6.0,,,0.25,0.03896103896103896,0.3333333333333333,1.0,0.012987012987012988,,,0.4,,1.0,,,,3.0,False,1.0,
2038,1610612757,Joel Przybilla,Joel Przybilla,2038,POR,94757.0,1579,-108,2960,2965,771,677,416,5925,144.0,205.0,39.0,26.0,,,,,,164.0,270.0,,,408.0,3214,64.0,69.0,,,109.0,244.0,84.0,,,,31.0,54.0,66.0,35.0,9.0,144.0,75.0,245.0,350.0,503.0,22.0,6.0,47.0,30.0,82.0,111.0,212.0,109.0,771,27.0,0.7439024390243902,0.9172932330827067,,,,,0.6074074074074074,0.6074074074074074,0.5797101449275363,0.6035502958579881,0.5797872340425532,,0.11481481481481481,0.1282051282051282,12.22707423580786,0.573170731707317,0.21120689655172414,0.22727272727272727,0.21476510067114093,0.20774647887323944,0.248868778280543,0.7592592592592593,0.7024390243902439,0.8,0.75,0.14444444444444443,0.0962962962962963,,,,,,,,0.7592592592592593,,0.5303766666666668,0.5590344262295082,0.5357101449275362,0.26715686274509803,2.9003703703703696,,0.26047297297297295,40.0,56.0,33.0,52.0,11.0,80.0,42.0,27.0,111.0,40.0,29.0,62.0,,12.0,8.0,10.0,27.0,125.0,30.0,153.0,4.0,16.0,4.0,35.0,17.0,9.0,17.0,12.0,153.0,75.0,11.0,,,139.0,0.65625,0.5797101449275363,0.65625,0.6235955056179775,0.3614457831325301,0.11803588290840415,0.09608540925266904,0.11343283582089553,0.11143695014662756,0.12871287128712872,0.11566265060240964,0.1,0.24248927038626608,0.0547945205479452,0.28205128205128205,0.3235294117647059,0.6363636363636364,0.875,0.7142857142857143,0.7536231884057971,0.6346153846153846,0.22935779816513763,0.22935779816513763,0.27205882352941174,9.0,4.0,3.0,5.0,23.0,18.0,139.0,117.0,22.0,81.0,32.0,8.0,0.12195121951219512,0.08196721311475409,0.17804878048780487,0.1834862385321101,0.5827338129496403,0.34615384615384615,0.36,0.7777777777777778,0.2,,,1.0,,3.0,0.038461538461538464,0.01020408163265306,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,4.0,False,,
2742,1610612757,Sebastian Telfair,Sebastian Telfair,2742,POR,59990.0,1000,-104,1901,1892,528,535,230,3793,50.0,97.0,53.0,123.0,16.0,8.0,38.0,4.0,18.0,115.0,273.0,14.0,54.0,347.0,2087,13.0,82.0,5.0,21.0,108.0,90.0,140.0,30.0,36.0,8.0,19.0,127.0,161.0,72.0,42.0,356.0,24.0,46.0,72.0,79.0,28.0,19.0,57.0,46.0,91.0,38.0,94.0,108.0,528,7.0,0.391304347826087,0.391304347826087,0.7142857142857143,0.25925925925925924,0.23809523809523808,0.2692307692307692,0.42124542124542125,0.41590214067278286,0.3737864077669903,0.4689189189189189,0.4426229508196721,0.1651376146788991,0.0695970695970696,0.11320754716981132,21.31299121590384,0.6263736263736264,0.0625,0.11374407582938388,0.07391763463569166,0.06043956043956044,0.12857142857142856,0.2966360856269113,0.5154639175257731,0.5952380952380952,0.42,0.1620795107033639,0.3761467889908257,0.04892966360856269,0.1162079510703364,0.21052631578947367,0.21052631578947367,0.5,0.17475728155339806,0.2222222222222222,0.4617737003058104,0.2222222222222222,0.46671046153846146,0.4601076923076923,0.45300198019801974,0.3112391930835735,10.094871794871793,26.116666666666667,0.27774855339295107,2.0,4.0,17.0,31.0,16.0,75.0,5.0,2.0,15.0,31.0,31.0,,2.0,34.0,21.0,13.0,2.0,5.0,2.0,7.0,1.0,9.0,11.0,34.0,11.0,3.0,20.0,6.0,92.0,39.0,7.0,,,2.0,0.38461538461538464,0.3780487804878049,0.3611111111111111,0.39473684210526316,0.034482758620689655,0.007267441860465116,0.016666666666666666,0.008663366336633664,0.009569377990430622,0.010638297872340425,0.003436426116838488,0.024390243902439025,0.0636042402826855,0.0058823529411764705,0.3018867924528302,0.3404255319148936,0.3125,0.2222222222222222,0.5,0.30097087378640774,0.5483870967741935,0.11019283746556474,0.1266233766233766,0.043227665706051875,49.0,13.0,10.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,,1.0,0.13402061855670103,,0.06273062730627306,0.08450704225352113,1.0,0.3983739837398374,0.3983739837398374,0.3877551020408163,0.5,6.0,3.0,,,,,,0.375,0.375,1.0,0.02912621359223301,1.0,2.0,1.0,,3.0,1.0,5.0,12.0,,1.0,0.2,0.1111111111111111,0.5,1.0,0.16666666666666666,,,0.3333333333333333,0.01818181818181818,,,,,1.0,False,,
689,1610612757,Theo Ratliff,Theo Ratliff,689,POR,98190.0,1636,-73,2971,2980,684,661,396,5951,70.0,122.0,71.0,50.0,,,,,,110.0,243.0,,,289.0,3104,64.0,49.0,,,64.0,154.0,66.0,,,,20.0,23.0,31.0,12.0,4.0,70.0,40.0,153.0,209.0,315.0,18.0,7.0,19.0,7.0,55.0,83.0,176.0,64.0,684,14.0,0.7,0.8651685393258427,,,,,0.45267489711934156,0.45267489711934156,0.5102040816326531,0.5,0.5517241379310345,,0.0823045267489712,0.07042253521126761,10.0,0.34545454545454546,0.1241883116883117,0.12738853503184713,0.12483829236739974,0.13253012048192772,0.1111111111111111,0.5020576131687243,0.5737704918032787,0.6542056074766355,0.6428571428571429,0.29218106995884774,0.205761316872428,,,,,,,,0.5020576131687243,,0.47694897119341556,0.5373240740740741,0.4727632653061224,0.22145328719723184,5.9526748971193415,,0.2302255132951868,24.0,50.0,15.0,26.0,20.0,69.0,30.0,13.0,73.0,25.0,14.0,42.0,,8.0,7.0,7.0,15.0,89.0,16.0,106.0,7.0,11.0,2.0,36.0,12.0,11.0,12.0,18.0,101.0,51.0,5.0,,,142.0,0.46875,0.5102040816326531,0.46875,0.5,0.22857142857142856,0.0777292576419214,0.049342105263157895,0.07177363699102829,0.09239130434782608,0.0782608695652174,0.06481481481481481,0.053497942386831275,0.14230019493177387,0.06306306306306306,0.28169014084507044,0.30303030303030304,0.7,0.78125,0.48,0.5306122448979592,0.5769230769230769,0.1795774647887324,0.1795774647887324,0.25259515570934254,20.0,1.0,3.0,,11.0,10.0,142.0,109.0,30.0,93.0,10.0,3.0,0.12295081967213115,0.03278688524590164,0.09302325581395349,0.16326530612244897,0.6549295774647887,0.4,0.4,0.9,0.20833333333333334,,,2.0,3.0,,,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,1.0,False,,
757,1610612757,Damon Stoudamire,Damon Stoudamire,757,POR,147247.0,2454,-154,4579,4565,1223,1171,626,9144,79.0,158.0,118.0,334.0,66.0,127.0,345.0,32.0,98.0,249.0,610.0,151.0,411.0,1106.0,4990,52.0,165.0,42.0,120.0,327.0,188.0,310.0,384.0,344.0,127.0,39.0,345.0,413.0,187.0,104.0,894.0,40.0,185.0,229.0,277.0,77.0,38.0,97.0,65.0,143.0,41.0,138.0,327.0,1223,27.0,0.37751004016064255,0.3805668016194332,0.847682119205298,0.36739659367396593,0.35,0.36829268292682926,0.4081967213114754,0.4657198824681685,0.43508771929824563,0.5,0.4984567901234568,0.40254652301665034,0.06393442622950819,0.05084745762711865,23.171191553544496,0.6783216783216783,0.10181618051733626,0.08298755186721991,0.09786863853849499,0.07982261640798226,0.08708708708708708,0.15475024485798236,0.5,0.6076923076923076,0.4050632911392405,0.11557296767874632,0.32713026444662097,0.06464250734573947,0.3379040156709109,0.3681159420289855,0.37026239067055394,0.8267716535433071,0.34385964912280703,0.32653061224489793,0.5572967678746327,0.3691860465116279,0.4913150294695479,0.4765507352941177,0.47675583038869274,0.29566003616636527,12.359508196721311,24.77055961070561,0.26708888403581565,3.0,12.0,18.0,52.0,48.0,155.0,20.0,14.0,87.0,61.0,79.0,4.0,1.0,68.0,48.0,54.0,11.0,34.0,4.0,48.0,15.0,39.0,16.0,46.0,32.0,8.0,31.0,7.0,170.0,42.0,35.0,,,1.0,0.38461538461538464,0.3696969696969697,0.45625,0.5,0.030303030303030304,0.02038369304556355,0.023404255319148935,0.021047708138447148,0.0108499095840868,0.018867924528301886,0.029780564263322883,0.02425876010781671,0.10810810810810811,0.026362038664323375,0.4067796610169492,0.42857142857142855,0.25,0.15,0.25,0.1824561403508772,0.34615384615384615,0.04186489058039962,0.06583072100313479,0.07866184448462929,122.0,20.0,9.0,8.0,3.0,14.0,1.0,,1.0,,,,0.17721518987341772,0.020202020202020204,0.11022364217252396,0.0738255033557047,,0.3652694610778443,0.3708206686930091,0.4098360655737705,0.3333333333333333,24.0,22.0,3.0,,,0.014970059880239521,0.02158273381294964,0.36363636363636365,0.36363636363636365,0.9583333333333334,0.07719298245614035,3.0,8.0,10.0,8.0,20.0,11.0,28.0,69.0,24.0,2.0,0.39285714285714285,0.1,0.375,1.0,0.25,0.4,0.875,0.45454545454545453,0.004842615012106538,,2.0,0.004866180048661801,0.005797101449275362,1.0,False,,1.0
