EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimAssists,FTOffRebounds,SelfOReb,Travels,OffFTReboundPct,SelfORebPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyCorner3FGM,Technical Free Throw Trips,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,on,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,18518.0,309,-16.0,605,604,201,244,72,1209,12.0,13,2.0,2.0,1.0,1.0,2.0,10.0,10.0,19.0,24.0,42,6.0,54.0,606,4.0,4.0,3.0,11.0,3.0,7.0,4.0,10.0,44.0,4.0,4.0,1.0,7.0,7.0,1.0,6.0,14.0,2.0,11.0,8.0,40.0,6.0,54,13.0,67,4.0,3.0,1.0,6.0,5.0,6.0,1.0,1.0,12.0,1.0,3.0,32.0,39.0,2.0,7.0,1.0,3.0,16.0,14.0,2.0,16.0,11.0,2.0,2.0,10.0,201,1.0,0.9166666666666666,1.0,0.5714285714285714,1.0,0.4285714285714285,0.5714285714285714,1.0,0.4285714285714285,0.5869565217391305,0.9166666666666666,0.5,0.0238095238095238,0.0769230769230769,8.296943231441048,0.5,0.2068965517241379,0.1739130434782608,0.0478260869565217,0.1142857142857142,0.0588235294117647,0.16,0.0492424242424242,0.04,0.0377358490566037,0.0551181102362204,0.0476190476190476,0.0769230769230769,0.1604938271604938,0.2363636363636363,0.1489361702127659,0.1304347826086956,0.0833333333333333,0.6875,0.3095238095238095,0.9230769230769232,1.0,0.8333333333333334,0.238095238095238,0.2,0.2,1.0,0.4523809523809524,0.5263157894736842,0.5263157894736842,1.0,0.5,1.0,0.1428571428571428,1.0,0.3095238095238095,0.4654333333333332,0.4665,0.4154,0.0232558139534883,0.0232558139534883,0.2037037037037037,0.1851851851851851,9.938095238095238,0.3322314049586777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1509,1610612753,Kelvin Cato,Kelvin Cato,1509,ORL,12356.0,206,-23.0,421,431,115,92,52,852,14.0,20,3.0,4.0,4.0,5.0,4.0,7.0,,5.0,18.0,32,25.0,61.0,444,4.0,6.0,10.0,18.0,6.0,8.0,13.0,25.0,26.0,10.0,8.0,2.0,4.0,4.0,,1.0,8.0,2.0,16.0,7.0,30.0,3.0,40,19.0,59,12.0,10.0,2.0,6.0,3.0,4.0,,3.0,10.0,1.0,1.0,13.0,21.0,3.0,31.0,12.0,4.0,8.0,5.0,3.0,8.0,5.0,,,25.0,115,,0.7222222222222222,0.9285714285714286,0.5625,0.6666666666666666,0.75,0.5625,0.6666666666666666,0.75,0.6354166666666666,0.75,0.78125,0.0625,0.1,11.801242236024844,0.6,0.2307692307692307,0.2,0.0963855421686747,0.1666666666666666,0.1176470588235294,0.1927083333333333,0.0983606557377049,0.0754716981132075,0.0975609756097561,0.1111111111111111,,0.5,0.1836734693877551,0.2222222222222222,0.2,0.1714285714285714,0.1428571428571428,0.625,0.625,0.7,0.7777777777777778,0.7857142857142857,0.21875,0.5714285714285714,0.5714285714285714,0.5,0.15625,,,,0.6666666666666666,0.75,0.625,0.8,0.625,0.5187281250000001,0.5278666666666666,0.5163125,0.2727272727272727,0.2727272727272727,0.2950819672131147,0.4098360655737705,4.584375,0.2731591448931116,3.0,1.0,1.0,1.0,0.0666666666666666,0.0833333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1883,1610612753,Steve Francis,Steve Francis,1883,ORL,24735.0,412,-10.0,834,841,250,256,90,1675,42.0,71,4.0,7.0,14.0,27.0,12.0,28.0,30.0,92.0,84.0,191,76.0,268.0,872,6.0,14.0,4.0,25.0,31.0,70.0,44.0,109.0,54.0,114.0,4.0,11.0,65.0,76.0,9.0,22.0,163.0,3.0,10.0,13.0,34.0,5.0,52,13.0,65,14.0,7.0,7.0,29.0,19.0,30.0,2.0,10.0,59.0,3.0,17.0,21.0,53.0,6.0,93.0,33.0,18.0,6.0,4.0,,6.0,4.0,,1.0,109.0,250,13.0,0.3214285714285714,0.3292682926829268,0.4397905759162304,0.4285714285714285,0.4428571428571428,0.4571428571428571,0.6176470588235294,0.4391891891891892,0.5317460317460317,0.6578947368421053,0.545,0.0575916230366492,0.1267605633802817,32.979851537645814,0.4915254237288136,0.15625,0.1107491856677524,0.0323624595469255,0.1413043478260869,0.073170731707317,0.1177944862155388,0.0371428571428571,0.0232558139534883,0.0144927536231884,0.0454545454545454,,0.2307692307692307,0.1359223300970873,0.0579710144927536,0.1185185185185185,0.1470588235294117,0.125,0.6666666666666666,0.3380952380952381,0.5915492957746479,0.6774193548387096,0.4523809523809524,0.1333333333333333,0.4285714285714285,0.4615384615384615,0.25,0.4380952380952381,0.3260869565217391,0.3260869565217391,0.1666666666666666,0.4117647058823529,0.5714285714285714,0.3648648648648648,0.5185185185185185,0.4285714285714285,0.4763925837320574,0.4876433333333334,0.4593143835616438,0.141025641025641,0.1534883720930232,0.0932835820895522,0.4067164179104477,10.147120418848166,0.2997601918465228,34.0,,2.0,11.0,,0.0196078431372549,2.0,6.0,1.0,1.0,2.0,6.0,13.0,2.0,2.0,1.0,2.0,8.0,19.0,3.0,3.0,1.0,4.0,9.0,15.0,1.0,12.0,6.0,11.0,9.0,2.0,8.0,1.0,5.0,9.0,2.0,1.0,0.375,0.4210526315789473,1.0,0.25,0.4444444444444444,0.0904761904761904,0.0714285714285714,0.0285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.0619047619047619,0.4615384615384615,0.4615384615384615,0.1666666666666666,0.25,0.0588235294117647,1.0,1.0,0.1176470588235294,1.0,0.027027027027027,0.027027027027027,0.5,0.5,26.72105263157895,,,,,,,,True,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,12372.0,206,-44.0,424,416,198,215,53,840,13.0,20,1.0,2.0,5.0,9.0,6.0,15.0,9.0,31.0,28.0,66,32.0,142.0,471,2.0,5.0,,10.0,11.0,27.0,20.0,63.0,22.0,34.0,2.0,2.0,13.0,16.0,1.0,7.0,35.0,3.0,4.0,4.0,12.0,,16,8.0,24,2.0,,2.0,14.0,6.0,10.0,1.0,8.0,24.0,1.0,14.0,6.0,23.0,2.0,37.0,15.0,5.0,1.0,1.0,,1.0,1.0,,,63.0,198,9.0,0.3928571428571428,0.4074074074074074,0.4242424242424242,0.4,0.4074074074074074,0.55,0.625,0.5119047619047619,0.6077586206896551,0.625,0.5849056603773585,0.0303030303030303,0.05,28.98550724637681,0.5833333333333334,,0.0863309352517985,0.0259740259740259,0.1081081081081081,0.088235294117647,0.0909090909090909,0.0372340425531914,0.0454545454545454,,0.0240963855421686,0.125,,0.0576923076923076,0.081081081081081,0.12,0.1111111111111111,0.1,1.0,0.2,0.65,0.6842105263157895,0.6153846153846154,0.15,0.4,0.4285714285714285,0.1666666666666666,0.31,0.2903225806451613,0.2903225806451613,0.2222222222222222,0.25,0.5,0.2142857142857142,0.5555555555555556,0.54,0.492283,0.4706571428571428,0.4796511904761905,0.1351351351351351,0.1948051948051948,0.0704225352112676,0.4436619718309859,11.530303030303031,0.4669811320754717,5.0,1.0,2.0,,0.0833333333333333,0.0392156862745098,2.0,4.0,,,3.0,16.0,30.0,2.0,3.0,5.0,12.0,18.0,34.0,2.0,3.0,7.0,15.0,39.0,15.0,,30.0,16.0,3.0,1.0,2.0,5.0,2.0,3.0,4.0,,,0.7222222222222222,0.5294117647058824,0.6666666666666666,0.4666666666666667,0.5294117647058824,0.34,0.0666666666666666,0.04,0.5,0.5,,0.3,0.5333333333333333,0.5333333333333333,0.8125,,,,,0.375,0.6666666666666666,0.0714285714285714,0.2857142857142857,0.4166666666666667,0.5333333333333333,25.6,2.0,1.0,0.5,0.6666666666666666,,,,True,,,,,,,,,,
57,1610612753,Doug Christie,Doug Christie,57,ORL,31713.0,529,-51.0,1064,1065,328,351,127,2129,9.0,23,,6.0,,4.0,2.0,11.0,31.0,71.0,42.0,105,20.0,119.0,1107,2.0,12.0,3.0,10.0,6.0,17.0,9.0,24.0,70.0,14.0,,2.0,38.0,46.0,5.0,15.0,100.0,1.0,8.0,9.0,33.0,3.0,45,9.0,54,37.0,22.0,15.0,19.0,15.0,17.0,1.0,4.0,36.0,6.0,8.0,15.0,45.0,4.0,22.0,6.0,4.0,5.0,2.0,3.0,5.0,4.0,,,24.0,328,11.0,0.8333333333333334,0.8333333333333334,0.4,0.1666666666666666,0.3529411764705882,0.38671875,0.2333333333333333,0.3,0.4270072992700729,0.2941176470588235,0.4137931034482758,0.019047619047619,0.0869565217391304,14.250411861614497,0.5277777777777778,0.0681818181818181,0.0854922279792746,0.0194174757281553,0.0782608695652174,0.0169491525423728,0.0838323353293413,0.019108280254777,0.0178571428571428,0.0326086956521739,0.0144230769230769,0.0256410256410256,,0.037593984962406,0.0909090909090909,0.1212121212121212,0.0697674418604651,0.1034482758620689,0.8,0.1796875,0.391304347826087,0.4285714285714285,0.7777777777777778,0.0859375,0.1818181818181818,0.1818181818181818,0.5,0.5546875,0.4366197183098591,0.4366197183098591,0.8709677419354839,0.4,,0.16,,0.359375,0.4754070312499999,0.5063307692307693,0.468496,0.0451127819548872,0.0545454545454545,0.0840336134453781,0.2016806722689075,13.986666666666666,0.3082706766917293,18.0,,3.0,2.0,,0.0379746835443038,3.0,13.0,1.0,2.0,5.0,2.0,10.0,,1.0,,3.0,5.0,23.0,1.0,3.0,1.0,8.0,15.0,,,10.0,2.0,8.0,6.0,2.0,8.0,,,1.0,,2.0,1.0,0.217391304347826,0.3333333333333333,0.125,0.217391304347826,0.1796875,,0.1015625,0.2307692307692307,0.2307692307692307,1.0,0.078125,0.2,0.2,1.0,,0.1333333333333333,0.5,1.0,0.0666666666666666,,0.2,0.12,,0.2,24.417391304347824,1.0,3.0,,0.2,,,,True,,,,,,,,,,
255,1610612753,Grant Hill,Grant Hill,255,ORL,20570.0,343,-22.0,690,695,175,172,80,1385,22.0,38,4.0,7.0,5.0,10.0,15.0,35.0,35.0,80.0,72.0,153,46.0,190.0,698,9.0,13.0,1.0,19.0,11.0,40.0,10.0,32.0,66.0,78.0,10.0,3.0,32.0,35.0,6.0,12.0,73.0,2.0,9.0,15.0,37.0,2.0,54,11.0,65,18.0,12.0,6.0,24.0,13.0,8.0,1.0,11.0,32.0,2.0,5.0,12.0,21.0,4.0,58.0,29.0,1.0,5.0,5.0,,5.0,2.0,,2.0,32.0,175,1.0,0.4583333333333333,0.4925373134328358,0.4705882352941176,0.6923076923076923,0.275,0.4645161290322581,0.6923076923076923,0.2619047619047619,0.5191256830601093,0.6785714285714286,0.3265306122448979,0.0196078431372549,0.0526315789473684,27.284263959390863,0.75,0.0689655172413793,0.1417624521072797,0.0334572490706319,0.1851851851851851,0.0714285714285714,0.1520467836257309,0.037037037037037,0.0571428571428571,0.0138888888888888,0.0314960629921259,,0.1818181818181818,0.0975609756097561,0.175438596491228,0.1557377049180328,0.171875,0.2352941176470588,0.4,0.2451612903225806,0.5789473684210527,0.6111111111111112,0.4545454545454545,0.2258064516129032,0.4285714285714285,0.4411764705882353,0.2,0.5161290322580645,0.4375,0.4375,0.5714285714285714,0.5384615384615384,0.5714285714285714,0.238095238095238,0.5,0.2580645161290322,0.4544964285714284,0.502625,0.4311475609756098,0.1593406593406593,0.1611111111111111,0.1,0.1684210526315789,11.416339869281044,0.2536231884057971,14.0,,3.0,,,0.0389610389610389,,1.0,,,1.0,,1.0,,,,1.0,,2.0,,,,2.0,,,1.0,,,3.0,3.0,,1.0,1.0,1.0,2.0,,,,,,,,0.0129032258064516,0.0285714285714285,0.0064516129032258,,,,0.0064516129032258,,,,,,,,,,0.0238095238095238,0.0238095238095238,,,34.95,,,,,,,,True,,,,,,,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,5729.0,95,-38.0,188,183,61,75,28,371,8.0,13,3.0,3.0,1.0,4.0,1.0,1.0,8.0,23.0,17.0,37,,43.0,204,3.0,6.0,,9.0,2.0,12.0,,7.0,14.0,20.0,2.0,2.0,12.0,14.0,,7.0,30.0,,4.0,2.0,6.0,2.0,10,4.0,14,7.0,6.0,1.0,3.0,2.0,3.0,,1.0,6.0,,2.0,6.0,14.0,1.0,6.0,1.0,1.0,,,,,,,,7.0,61,1.0,0.4117647058823529,0.4375,0.4594594594594595,0.5,0.1666666666666666,0.4387755102040816,0.5625,0.21875,0.4215686274509804,0.5625,0.1944444444444444,0.054054054054054,0.0769230769230769,26.02739726027397,0.5,0.25,0.0923076923076923,0.0470588235294117,0.0952380952380952,,0.0930232558139534,0.0392156862745098,0.1363636363636363,,0.0196078431372549,,,0.0714285714285714,0.0714285714285714,0.1304347826086956,0.0625,0.2,,0.2653061224489796,0.6153846153846154,0.6666666666666666,0.375,0.0204081632653061,1.0,1.0,,0.4693877551020408,0.3478260869565217,0.3636363636363636,0.5,0.375,1.0,0.25,0.25,0.5102040816326531,0.4765806122448979,0.55095,0.457871875,0.04,0.027027027027027,0.2093023255813953,0.1627906976744186,12.354054054054052,0.324468085106383,5.0,,,,,,,2.0,,,1.0,3.0,10.0,1.0,2.0,1.0,3.0,3.0,12.0,1.0,2.0,1.0,4.0,9.0,,,10.0,3.0,2.0,2.0,,2.0,,3.0,1.0,,,1.0,0.25,0.5,0.25,0.25,0.2448979591836734,,0.0408163265306122,,,,0.2040816326530612,0.3,0.3,1.0,0.6666666666666666,,,,0.25,0.5,0.0625,0.1875,0.3333333333333333,0.3,25.3,,,1.0,,1.0,0.0434782608695652,0.0769230769230769,True,,,,,,,,,,
2052,1610612753,DeShawn Stevenson,DeShawn Stevenson,2052,ORL,350.0,6,,12,10,9,7,2,22,1.0,1,,,1.0,1.0,,,,,1.0,1,1.0,3.0,6,,,,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,1.0,,1,,1,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,2.0,9,,1.0,1.0,1.0,,1.0,0.5,,1.0,0.5,,1.0,,,21.428571428571427,,,0.25,,,,0.2,,,,,,,0.5,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,0.68965,0.5757,0.8036,0.3333333333333333,0.5,,0.6666666666666666,,0.75,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,1.0,,,,,,,,,23.1,,,,,,,,True,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,5857.0,98,-3.0,208,191,68,74,26,399,,2,,1.0,,,1.0,1.0,4.0,14.0,5.0,17,,28.0,207,,1.0,,3.0,1.0,3.0,,8.0,6.0,4.0,,1.0,2.0,2.0,,2.0,4.0,,1.0,2.0,5.0,4.0,11,2.0,13,1.0,1.0,,1.0,1.0,2.0,,,3.0,,2.0,2.0,9.0,1.0,,,,3.0,3.0,,3.0,1.0,1.0,1.0,8.0,68,,0.6,0.6,0.2941176470588235,,0.3333333333333333,0.4827586206896552,0.75,0.8,0.4827586206896552,0.75,0.8,0.0588235294117647,0.5,13.559322033898306,0.3333333333333333,0.3636363636363636,0.078125,0.0125,0.1,,0.0833333333333333,0.0096153846153846,,,0.0204081632653061,,,0.0454545454545454,0.0833333333333333,0.1,0.1333333333333333,,0.3333333333333333,0.0689655172413793,,,,0.0344827586206896,1.0,1.0,,0.4827586206896552,0.2857142857142857,0.2857142857142857,0.75,0.5,,,,0.4827586206896552,0.4697068965517241,0.526375,0.47572,,,0.1071428571428571,0.2857142857142857,15.511764705882351,0.3269230769230769,,1.0,,,0.25,,1.0,2.0,,,,5.0,10.0,1.0,1.0,2.0,2.0,6.0,12.0,1.0,1.0,2.0,2.0,18.0,,,10.0,5.0,,,,,,1.0,,,,1.0,0.5,1.0,1.0,0.5,0.4137931034482758,,0.0689655172413793,0.5,0.5,1.0,0.3448275862068966,0.5,0.5,1.0,,,,,0.5,1.0,,0.4,1.0,0.5,25.166666666666668,,,1.0,,,,,True,,,,,,,,,,
278,1610612753,Stacey Augmon,Stacey Augmon,278,ORL,1743.0,29,17.0,59,61,12,14,7,120,,3,,1.0,,1.0,1.0,4.0,,2.0,1.0,9,8.0,10.0,47,,1.0,2.0,2.0,,1.0,2.0,2.0,,2.0,,1.0,2.0,3.0,,1.0,7.0,,3.0,4.0,3.0,1.0,8,3.0,11,2.0,,2.0,1.0,1.0,2.0,,,3.0,1.0,1.0,2.0,5.0,2.0,8.0,3.0,1.0,1.0,1.0,,1.0,,,,2.0,12,,,,0.1111111111111111,,,0.1111111111111111,,,0.3846153846153846,0.5,0.5,0.1111111111111111,0.3333333333333333,23.52941176470588,0.3333333333333333,0.25,0.15,0.1,0.3636363636363636,,0.2258064516129032,0.09375,0.2222222222222222,0.125,,,,0.2222222222222222,,0.1111111111111111,0.3333333333333333,0.4,,0.3333333333333333,,,,0.4444444444444444,0.25,0.25,,0.2222222222222222,,,,1.0,,1.0,,0.3333333333333333,0.4602555555555555,,0.7095,0.25,0.25,0.2,0.2,7.977777777777778,0.2033898305084746,1.0,,1.0,,,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
